Date,CSX
2015-08-03,8.89721965789795
2015-08-04,8.820077896118164
2015-08-05,8.78864574432373
2015-08-06,8.694365501403809
2015-08-07,8.560074806213379
2015-08-10,8.64007568359375
2015-08-11,8.380071640014648
2015-08-12,8.434358596801758
2015-08-13,8.397217750549316
2015-08-14,8.462932586669922
2015-08-17,8.48007583618164
2015-08-18,8.462932586669922
2015-08-19,8.262927055358887
2015-08-20,8.102927207946777
2015-08-21,7.822924613952637
2015-08-24,7.505782127380371
2015-08-25,7.231494426727295
2015-08-26,7.5343523025512695
2015-08-27,7.9083356857299805
2015-08-28,7.997516632080078
2015-08-31,7.87669038772583
2015-09-01,7.689699172973633
2015-09-02,7.764493465423584
2015-09-03,7.84792423248291
2015-09-04,7.724221706390381
2015-09-08,8.055054664611816
2015-09-09,8.000395774841309
2015-09-10,8.060806274414062
2015-09-11,8.198894500732422
2015-09-14,8.16724681854248
2015-09-15,8.311091423034668
2015-09-16,8.414654731750488
2015-09-17,8.394514083862305
2015-09-18,8.101079940795898
2015-09-21,8.083819389343262
2015-09-22,7.8450493812561035
2015-09-23,7.646546840667725
2015-09-24,7.591884613037109
2015-09-25,7.6292853355407715
2015-09-28,7.476815223693848
2015-09-29,7.462432861328125
2015-09-30,7.73860502243042
2015-10-01,7.776001930236816
2015-10-02,7.856555461883545
2015-10-05,8.006148338317871
2015-10-06,7.96875
2015-10-07,8.161495208740234
2015-10-08,8.368624687194824
2015-10-09,8.365748405456543
2015-10-12,8.161495208740234
2015-10-13,7.971626281738281
2015-10-14,7.822030544281006
2015-10-15,8.023407936096191
2015-10-16,7.891077041625977
2015-10-19,7.862308502197266
2015-10-20,7.986011505126953
2015-10-21,7.9083356857299805
2015-10-22,8.092453956604004
2015-10-23,8.161495208740234
2015-10-26,8.023407936096191
2015-10-27,7.718466281890869
2015-10-28,7.8536763191223145
2015-10-29,7.839293003082275
2015-10-30,7.764493465423584
2015-11-02,7.891077041625977
2015-11-03,7.925597190856934
2015-11-04,7.893953323364258
2015-11-05,7.839293003082275
2015-11-06,7.787512302398682
2015-11-09,7.991767883300781
2015-11-10,8.040669441223145
2015-11-11,7.9198431968688965
2015-11-12,7.7817583084106445
2015-11-13,7.747236728668213
2015-11-16,7.856555461883545
2015-11-17,7.816279411315918
2015-11-18,8.132728576660156
2015-11-19,8.403145790100098
2015-11-20,8.59876823425293
2015-11-23,8.365748405456543
2015-11-24,8.351365089416504
2015-11-25,8.345576286315918
2015-11-27,8.391888618469238
2015-11-30,8.229782104492188
2015-12-01,8.278995513916016
2015-12-02,7.969257354736328
2015-12-03,7.844782829284668
2015-12-04,7.775306224822998
2015-12-07,7.535043716430664
2015-12-08,7.233987331390381
2015-12-09,7.239777565002441
2015-12-10,7.150041580200195
2015-12-11,7.445306777954102
2015-12-14,7.3208327293396
2015-12-15,7.610306739807129
2015-12-16,7.650833606719971
2015-12-17,7.410566806793213
2015-12-18,7.294778823852539
2015-12-21,7.271621227264404
2015-12-22,7.453990459442139
2015-12-23,7.5668864250183105
2015-12-24,7.563992023468018
2015-12-28,7.508992671966553
2015-12-29,7.636361598968506
2015-12-30,7.497413158416748
2015-12-31,7.511885643005371
2016-01-04,7.465570449829102
2016-01-05,7.390307426452637
2016-01-06,7.054512977600098
2016-01-07,6.837407112121582
2016-01-08,6.796881675720215
2016-01-11,6.8084611892700195
2016-01-12,6.860565662384033
2016-01-13,6.46977424621582
2016-01-14,6.7331976890563965
2016-01-15,6.588459014892578
2016-01-19,6.579774856567383
2016-01-20,6.452406406402588
2016-01-21,6.472667217254639
2016-01-22,6.4900383949279785
2016-01-25,6.359774589538574
2016-01-26,6.446616172790527
2016-01-27,6.359774589538574
2016-01-28,6.4755635261535645
2016-01-29,6.663723468780518
2016-02-01,6.617406845092773
2016-02-02,6.377140998840332
2016-02-03,6.472667217254639
2016-02-04,6.672406196594238
2016-02-05,6.6087236404418945
2016-02-08,6.660827159881592
2016-02-09,6.9126715660095215
2016-02-10,6.985039234161377
2016-02-11,6.77661657333374
2016-02-12,7.002408504486084
2016-02-16,7.1674113273620605
2016-02-17,7.187673091888428
2016-02-18,7.184778213500977
2016-02-19,7.0950398445129395
2016-02-22,7.323727130889893
2016-02-23,7.0574116706848145
2016-02-24,7.089250564575195
2016-02-25,7.103834629058838
2016-02-26,7.08925199508667
2016-02-29,7.039677619934082
2016-03-01,7.185485363006592
2016-03-02,7.159240245819092
2016-03-03,7.261307239532471
2016-03-04,7.357542037963867
2016-03-07,7.447944164276123
2016-03-08,7.202983856201172
2016-03-09,7.313798427581787
2016-03-10,7.3750386238098145
2016-03-11,7.611250400543213
2016-03-14,7.634580612182617
2016-03-15,7.567506313323975
2016-03-16,7.634580612182617
2016-03-17,7.783304691314697
2016-03-18,7.8795390129089355
2016-03-21,7.7745585441589355
2016-03-22,7.689985752105713
2016-03-23,7.541262149810791
2016-03-24,7.6316609382629395
2016-03-28,7.47127103805542
2016-03-29,7.550009250640869
2016-03-30,7.669573783874512
2016-03-31,7.509183406829834
2016-04-01,7.47127103805542
2016-04-04,7.337128639221191
2016-04-05,7.305051803588867
2016-04-06,7.2467241287231445
2016-04-07,7.179653644561768
2016-04-08,7.232145309448242
2016-04-11,7.153407573699951
2016-04-12,7.287551403045654
2016-04-13,7.590835094451904
2016-04-14,7.622914791107178
2016-04-15,7.561675071716309
2016-04-18,7.602502346038818
2016-04-19,7.701653480529785
2016-04-20,7.733727931976318
2016-04-21,7.815381050109863
2016-04-22,8.028264045715332
2016-04-25,7.914535999298096
2016-04-26,8.063260078430176
2016-04-27,8.115751266479492
2016-04-28,7.98160457611084
2016-04-29,7.952444076538086
2016-05-02,7.984520435333252
2016-05-03,7.739561557769775
2016-05-04,7.6316609382629395
2016-05-05,7.593752861022949
2016-05-06,7.62874698638916
2016-05-09,7.538343906402588
2016-05-10,7.689985752105713
2016-05-11,7.550009250640869
2016-05-12,7.447944164276123
2016-05-13,7.325463771820068
