Date,FICO
2015-08-03,89.9319076538086
2015-08-04,90.79078674316406
2015-08-05,91.45990753173828
2015-08-06,90.56108093261719
2015-08-07,90.51113891601562
2015-08-10,92.02914428710938
2015-08-11,90.7308578491211
2015-08-12,89.50247955322266
2015-08-13,88.90325164794922
2015-08-14,89.46253204345703
2015-08-17,90.74085235595703
2015-08-18,89.4225845336914
2015-08-19,87.75476837158203
2015-08-20,85.1581802368164
2015-08-21,83.0809097290039
2015-08-24,80.58419036865234
2015-08-25,81.08352661132812
2015-08-26,84.12952423095703
2015-08-27,85.88722229003906
2015-08-28,85.92716217041016
2015-08-31,85.4577865600586
2015-09-01,82.21205139160156
2015-09-02,83.19076538085938
2015-09-03,84.07959747314453
2015-09-04,82.4217758178711
2015-09-08,84.82861328125
2015-09-09,83.62020111083984
2015-09-10,83.52032470703125
2015-09-11,83.98970031738281
2015-09-14,83.75994873046875
2015-09-15,84.1495361328125
2015-09-16,82.34149169921875
2015-09-17,83.24052429199219
2015-09-18,82.11173248291016
2015-09-21,83.44029998779297
2015-09-22,82.84095764160156
2015-09-23,82.49131774902344
2015-09-24,82.8908920288086
2015-09-25,82.31150817871094
2015-09-28,81.63224792480469
2015-09-29,82.73107147216797
2015-09-30,84.40925598144531
2015-10-01,84.85877227783203
2015-10-02,83.92977905273438
2015-10-05,85.72784423828125
2015-10-06,85.90764617919922
2015-10-07,87.1962661743164
2015-10-08,88.5448226928711
2015-10-09,90.04320526123047
2015-10-12,90.38284301757812
2015-10-13,88.44493865966797
2015-10-14,87.5259017944336
2015-10-15,89.88337707519531
2015-10-16,89.41387939453125
2015-10-19,89.7235336303711
2015-10-20,89.46382904052734
2015-10-21,87.93547058105469
2015-10-22,89.11419677734375
2015-10-23,90.58262634277344
2015-10-26,90.87232208251953
2015-10-27,88.5548095703125
2015-10-28,93.24976348876953
2015-10-29,92.12097930908203
2015-10-30,92.27082061767578
2015-11-02,92.67037963867188
2015-11-03,93.54943084716797
2015-11-04,93.31967163085938
2015-11-05,92.1109848022461
2015-11-06,87.27617645263672
2015-11-09,86.91657257080078
2015-11-10,87.09637451171875
2015-11-11,86.79668426513672
2015-11-12,86.28723907470703
2015-11-13,86.90657043457031
2015-11-16,87.46598052978516
2015-11-17,87.66575622558594
2015-11-18,89.60367584228516
2015-11-19,89.94331359863281
2015-11-20,91.4816665649414
2015-11-23,92.03105926513672
2015-11-24,92.74030303955078
2015-11-25,94.48841857910156
2015-11-27,94.74813842773438
2015-11-30,95.16777801513672
2015-12-01,95.8072280883789
2015-12-02,94.76813507080078
2015-12-03,92.0205078125
2015-12-04,93.55917358398438
2015-12-07,91.91060638427734
2015-12-08,91.83067321777344
2015-12-09,89.03308868408203
2015-12-10,90.6417007446289
2015-12-11,89.53265380859375
2015-12-14,89.8423843383789
2015-12-15,91.45099639892578
2015-12-16,92.76985931396484
2015-12-17,92.81981658935547
2015-12-18,91.67081451416016
2015-12-21,92.75987243652344
2015-12-22,93.91886901855469
2015-12-23,94.668212890625
2015-12-24,95.01790618896484
2015-12-28,95.74728393554688
2015-12-29,96.34676361083984
2015-12-30,95.36760711669922
2015-12-31,94.09870910644531
2016-01-04,92.97967529296875
2016-01-05,93.91886901855469
2016-01-06,93.91886901855469
2016-01-07,91.38105773925781
2016-01-08,88.88321685791016
2016-01-11,89.26288604736328
2016-01-12,88.3037109375
2016-01-13,84.30716705322266
2016-01-14,85.40621948242188
2016-01-15,85.41620635986328
2016-01-19,85.23635864257812
2016-01-20,85.17642211914062
2016-01-21,80.94007873535156
2016-01-22,83.89751434326172
2016-01-25,81.01001739501953
2016-01-26,83.9874496459961
2016-01-27,81.97917938232422
2016-01-28,82.26892852783203
2016-01-29,95.48751068115234
2016-02-01,95.4775161743164
2016-02-02,96.0070571899414
2016-02-03,96.56658172607422
2016-02-04,95.82721710205078
2016-02-05,94.24858093261719
2016-02-08,92.29027557373047
2016-02-09,91.3011245727539
2016-02-10,92.39018249511719
2016-02-11,91.3410873413086
2016-02-12,92.92971801757812
2016-02-16,93.89888000488281
2016-02-17,94.26856231689453
2016-02-18,92.82980346679688
2016-02-19,92.91973114013672
2016-02-22,94.83806610107422
2016-02-23,94.46839141845703
2016-02-24,95.50748443603516
2016-02-25,98.49491882324219
2016-02-26,96.57658386230469
2016-02-29,99.43409729003906
2016-03-01,102.54141998291016
2016-03-02,102.8111801147461
2016-03-03,102.09181213378906
2016-03-04,101.17259979248047
2016-03-07,100.09332275390625
2016-03-08,97.82483673095703
2016-03-09,97.68492126464844
2016-03-10,99.2238998413086
2016-03-11,99.85348510742188
2016-03-14,100.2132339477539
2016-03-15,99.38378143310547
2016-03-16,102.26187896728516
2016-03-17,103.95074462890625
2016-03-18,104.27053833007812
2016-03-21,104.06067657470703
2016-03-22,104.54035186767578
2016-03-23,100.52302551269531
2016-03-24,100.9327621459961
2016-03-28,100.58299255371094
2016-03-29,105.31983184814453
2016-03-30,104.99005126953125
2016-03-31,106.01936340332031
2016-04-01,108.72757720947266
2016-04-04,104.79019165039062
2016-04-05,105.33982849121094
2016-04-06,105.86947631835938
2016-04-07,104.35047912597656
2016-04-08,104.79019165039062
2016-04-11,103.2612075805664
2016-04-12,104.09065246582031
2016-04-13,106.20924377441406
2016-04-14,106.03936004638672
2016-04-15,106.15928649902344
2016-04-18,106.71891021728516
2016-04-19,107.36847686767578
2016-04-20,107.91809844970703
2016-04-21,107.108642578125
2016-04-22,105.36980438232422
2016-04-25,105.08999633789062
2016-04-26,105.329833984375
2016-04-27,105.35980987548828
2016-04-28,106.47907257080078
2016-04-29,106.63895416259766
2016-05-02,108.88746643066406
2016-05-03,104.89012145996094
2016-05-04,104.27053833007812
2016-05-05,106.05934143066406
2016-05-06,105.94941711425781
2016-05-09,107.6183090209961
2016-05-10,109.32717895507812
2016-05-11,107.9281005859375
2016-05-12,108.71757507324219
2016-05-13,109.06733703613281
2016-05-16,109.9467544555664
2016-05-17,106.0893325805664
2016-05-18,105.66960144042969
2016-05-19,104.51038360595703
2016-05-20,107.08866119384766
2016-05-23,106.22907257080078
2016-05-24,109.93728637695312
2016-05-25,109.3775634765625
2016-05-26,109.0577163696289
2016-05-27,111.51654052734375
2016-05-31,111.37660217285156
2016-06-01,112.52604675292969
2016-06-02,114.01533508300781
2016-06-03,112.83589935302734
2016-06-06,113.5655517578125
2016-06-07,113.69548797607422
2016-06-08,114.77497100830078
2016-06-09,115.67454528808594
2016-06-10,113.49559783935547
2016-06-13,110.85685729980469
2016-06-14,111.33662414550781
2016-06-15,110.80687713623047
2016-06-16,111.37660217285156
2016-06-17,109.31759643554688
2016-06-20,111.09673309326172
2016-06-21,111.25666046142578
2016-06-22,111.6564712524414
2016-06-23,113.02581024169922
2016-06-24,108.94776153564453
2016-06-27,105.92921447753906
2016-06-28,106.82878112792969
2016-06-29,109.31759643554688
2016-06-30,112.95585632324219
2016-07-01,113.86540985107422
2016-07-05,113.70548248291016
2016-07-06,113.39563751220703
2016-07-07,114.79496002197266
2016-07-08,114.80496215820312
2016-07-11,115.09481811523438
2016-07-12,117.78352355957031
2016-07-13,118.14335632324219
2016-07-14,117.88348388671875
2016-07-15,116.69404602050781
2016-07-18,116.3442153930664
2016-07-19,117.40371704101562
2016-07-20,118.70309448242188
2016-07-21,116.674072265625
2016-07-22,118.89299774169922
2016-07-25,117.71356201171875
2016-07-26,117.54364776611328
2016-07-27,117.45369720458984
2016-07-28,115.54460144042969
2016-07-29,126.57931518554688
2016-08-01,130.1575927734375
2016-08-02,128.49839782714844
2016-08-03,128.568359375
2016-08-04,127.898681640625
2016-08-05,129.03814697265625
2016-08-08,127.73875427246094
2016-08-09,127.45889282226562
2016-08-10,127.44889831542969
2016-08-11,127.48888397216797
2016-08-12,126.76922607421875
2016-08-15,127.38892364501953
2016-08-16,125.54981231689453
2016-08-17,125.21996307373047
2016-08-18,126.26946258544922
2016-08-19,126.99910736083984
2016-08-22,126.83918762207031
2016-08-23,127.22900390625
2016-08-24,125.85964965820312
2016-08-25,127.74874877929688
2016-08-26,126.68926239013672
2016-08-29,127.07907104492188
2016-08-30,128.1985321044922
2016-08-31,127.87869262695312
2016-09-01,129.88772583007812
2016-09-02,132.2965545654297
2016-09-06,132.64642333984375
2016-09-07,132.44650268554688
2016-09-08,132.8063201904297
2016-09-09,128.4484100341797
2016-09-12,131.68736267089844
2016-09-13,127.40875244140625
2016-09-14,128.1385040283203
2016-09-15,131.3274688720703
2016-09-16,129.3881072998047
2016-09-19,129.40811157226562
2016-09-20,128.82827758789062
2016-09-21,128.31846618652344
2016-09-22,129.528076171875
2016-09-23,128.4284210205078
2016-09-26,127.89859771728516
2016-09-27,127.44873809814453
2016-09-28,127.3487777709961
2016-09-29,125.12948608398438
2016-09-30,124.54967498779297
2016-10-03,124.19979095458984
2016-10-04,122.7802505493164
2016-10-05,122.12046813964844
2016-10-06,123.36006164550781
2016-10-07,122.0304946899414
2016-10-10,121.85055541992188
2016-10-11,119.62128448486328
2016-10-12,120.71092224121094
2016-10-13,120.24107360839844
2016-10-14,120.8108901977539
2016-10-17,121.42069244384766
2016-10-18,122.0904769897461
2016-10-19,122.75025939941406
2016-10-20,123.2301025390625
2016-10-21,123.45002746582031
2016-10-24,123.59998321533203
2016-10-25,122.43036651611328
2016-10-26,122.28041076660156
2016-10-27,119.7712173461914
2016-10-28,119.13143157958984
2016-10-31,120.64094543457031
2016-11-01,116.8721694946289
2016-11-02,115.68254852294922
2016-11-03,115.05274963378906
2016-11-04,113.5832290649414
2016-11-07,117.49195861816406
2016-11-08,114.7828369140625
2016-11-09,114.5829086303711
2016-11-10,113.15337371826172
2016-11-11,113.97309875488281
