Date,GEN
2015-08-03,8.631241798400879
2015-08-04,8.60820484161377
2015-08-05,8.792500495910645
2015-08-06,8.581326484680176
2015-08-07,8.719548225402832
2015-08-10,8.796342849731445
2015-08-11,8.193536758422852
2015-08-12,8.308720588684082
2015-08-13,8.155137062072754
2015-08-14,8.293363571166992
2015-08-17,8.3931884765625
2015-08-18,8.312557220458984
2015-08-19,8.3931884765625
2015-08-20,8.197375297546387
2015-08-21,8.051472663879395
2015-08-24,7.738231658935547
2015-08-25,7.6918230056762695
2015-08-26,7.977996826171875
2015-08-27,8.090145111083984
2015-08-28,8.059209823608398
2015-08-31,7.923856258392334
2015-09-01,7.70729398727417
2015-09-02,7.711162567138672
2015-09-03,7.715028762817383
2015-09-04,7.599013805389404
2015-09-08,7.76917028427124
2015-09-09,7.595146656036377
2015-09-10,7.738231658935547
2015-09-11,7.730498313903809
2015-09-14,7.660890102386475
2015-09-15,7.699560642242432
2015-09-16,7.715028762817383
2015-09-17,7.765302658081055
2015-09-18,7.800106525421143
2015-09-21,7.8349127769470215
2015-09-22,7.676360607147217
2015-09-23,7.715028762817383
2015-09-24,7.676360607147217
2015-09-25,7.711162567138672
2015-09-28,7.734365463256836
2015-09-29,7.482997417449951
2015-09-30,7.529403209686279
2015-10-01,7.475264549255371
2015-10-02,7.599013805389404
2015-10-05,7.900654315948486
2015-10-06,8.12108325958252
2015-10-07,8.063074111938477
2015-10-08,8.136552810668945
2015-10-09,8.12108325958252
2015-10-12,8.074677467346191
2015-10-13,7.977996826171875
2015-10-14,7.966395854949951
2015-10-15,7.981863021850586
2015-10-16,8.008935928344727
2015-10-19,8.028270721435547
2015-10-20,8.008935928344727
2015-10-21,7.900654315948486
2015-10-22,7.981863021850586
2015-10-23,7.981863021850586
2015-10-26,7.950926780700684
2015-10-27,7.904520511627197
2015-10-28,7.966395854949951
2015-10-29,7.923856258392334
2015-10-30,7.966395854949951
2015-11-02,8.00506591796875
2015-11-03,8.063074111938477
2015-11-04,8.08241081237793
2015-11-05,8.074677467346191
2015-11-06,7.954794883728027
2015-11-09,7.7807722091674805
2015-11-10,7.72276496887207
2015-11-11,7.70729398727417
2015-11-12,7.672490119934082
2015-11-13,7.622217178344727
2015-11-16,7.71889591217041
2015-11-17,7.726632118225098
2015-11-18,7.742099285125732
2015-11-19,7.792752265930176
2015-11-20,7.769374370574951
2015-11-23,7.749891757965088
2015-11-24,7.718722343444824
2015-11-25,7.73820161819458
2015-11-27,7.597933292388916
2015-11-30,7.629104137420654
2015-12-01,7.6914448738098145
2015-12-02,7.660274982452393
2015-12-03,7.679757118225098
2015-12-04,7.80833625793457
2015-12-07,7.8473052978515625
2015-12-08,7.870681285858154
2015-12-09,7.79664945602417
2015-12-10,7.769374370574951
2015-12-11,7.656377792358398
2015-12-14,7.613519191741943
2015-12-15,7.862889766693115
2015-12-16,7.975882530212402
2015-12-17,7.855092525482178
2015-12-18,7.874577045440674
2015-12-21,7.952502250671387
2015-12-22,7.9992594718933105
2015-12-23,8.127843856811523
2015-12-24,8.127843856811523
2015-12-28,8.23304271697998
2015-12-29,8.326556205749512
2015-12-30,8.29538631439209
2015-12-31,8.182389259338379
2016-01-04,8.120048522949219
2016-01-05,8.13563346862793
2016-01-06,8.123943328857422
2016-01-07,7.98757266998291
2016-01-08,7.983675479888916
2016-01-11,7.933021068572998
2016-01-12,8.046016693115234
2016-01-13,7.890162944793701
2016-01-14,7.979776382446289
2016-01-15,7.687550067901611
2016-01-19,7.414802074432373
2016-01-20,7.332979679107666
2016-01-21,7.395322322845459
2016-01-22,7.586244106292725
2016-01-25,7.332979679107666
2016-01-26,7.492730140686035
2016-01-27,7.488833427429199
2016-01-28,7.597933292388916
2016-01-29,7.730410099029541
2016-02-01,7.695342540740967
2016-02-02,7.5083160400390625
2016-02-03,7.512213230133057
2016-02-04,7.473249435424805
2016-02-05,7.699240207672119
2016-02-08,7.496627330780029
2016-02-09,7.294016361236572
2016-02-10,7.3641510009765625
2016-02-11,7.313498497009277
2016-02-12,7.461559295654297
2016-02-16,7.617413520812988
2016-02-17,7.781062126159668
2016-02-18,7.777137279510498
2016-02-19,7.824244976043701
2016-02-22,7.902764320373535
2016-02-23,7.678988456726074
2016-02-24,7.572992324829102
2016-02-25,7.7221760749816895
2016-02-26,7.631879806518555
2016-02-29,7.580842971801758
2016-03-01,7.961651802062988
2016-03-02,8.012685775756836
2016-03-03,8.05587387084961
2016-03-04,8.104636192321777
2016-03-07,8.333829879760742
2016-03-08,8.265560150146484
2016-03-09,8.577654838562012
2016-03-10,8.631293296813965
2016-03-11,8.967767715454102
2016-03-14,9.040911674499512
2016-03-15,9.001899719238281
2016-03-16,9.060423851013184
2016-03-17,9.133566856384277
2016-03-18,9.070172309875488
2016-03-21,9.192083358764648
2016-03-22,9.177452087402344
2016-03-23,9.089676856994629
2016-03-24,9.123811721801758
2016-03-28,9.00677490234375
2016-03-29,8.967767715454102
2016-03-30,8.962889671325684
2016-03-31,8.962889671325684
2016-04-01,8.977518081665039
2016-04-04,9.070172309875488
2016-04-05,8.958016395568848
2016-04-06,9.02140998840332
2016-04-07,8.865360260009766
2016-04-08,8.850729942321777
2016-04-11,8.762958526611328
2016-04-12,8.762958526611328
2016-04-13,8.855607032775879
2016-04-14,8.723939895629883
2016-04-15,8.797091484069824
2016-04-18,8.83122444152832
2016-04-19,8.840975761413574
2016-04-20,8.811718940734863
2016-04-21,8.826351165771484
2016-04-22,8.782461166381836
2016-04-25,8.826351165771484
2016-04-26,8.797091484069824
2016-04-27,8.83122444152832
2016-04-28,8.221672058105469
2016-04-29,8.11926555633545
2016-05-02,8.16802978515625
2016-05-03,8.109515190124512
2016-05-04,8.129019737243652
2016-05-05,8.094884872436523
2016-05-06,8.099761962890625
2016-05-09,8.11439037322998
2016-05-10,8.182662963867188
2016-05-11,8.148524284362793
2016-05-12,8.241177558898926
2016-05-13,8.18753719329834
2016-05-16,8.246053695678711
2016-05-17,8.260682106018066
2016-05-18,8.289939880371094
2016-05-19,8.23630428314209
2016-05-20,8.250929832458496
2016-05-23,8.250929832458496
2016-05-24,8.324077606201172
2016-05-25,8.41185474395752
2016-05-26,8.382593154907227
2016-05-27,8.363088607788086
2016-05-31,8.465493202209473
2016-06-01,8.441110610961914
2016-06-02,8.470373153686523
2016-06-03,8.416728973388672
2016-06-06,8.414280891418457
2016-06-07,8.458359718322754
2016-06-08,8.536725997924805
2016-06-09,8.517132759094238
2016-06-10,8.473052024841309
2016-06-13,8.918743133544922
2016-06-14,9.193018913269043
2016-06-15,9.300768852233887
2016-06-16,9.687688827514648
2016-06-17,9.780742645263672
2016-06-20,10.025629997253418
2016-06-21,10.246026992797852
2016-06-22,10.177459716796875
2016-06-23,10.402754783630371
2016-06-24,10.0060396194458
2016-06-27,9.77094841003418
2016-06-28,9.859107971191406
2016-06-29,9.966856002807617
2016-06-30,10.059913635253906
2016-07-01,10.020730972290039
2016-07-05,9.966856002807617
2016-07-06,9.981549263000488
2016-07-07,10.01093864440918
2016-07-08,10.138274192810059
2016-07-11,10.187256813049316
2016-07-12,10.295005798339844
2016-07-13,10.334189414978027
2016-07-14,10.255818367004395
2016-07-15,10.255818367004395
2016-07-18,10.187256813049316
2016-07-19,10.133380889892578
2016-07-20,10.138274192810059
2016-07-21,9.932571411132812
2016-07-22,10.03542709350586
2016-07-25,9.966856002807617
2016-07-26,9.976652145385742
2016-07-27,9.937471389770508
2016-07-28,10.01583480834961
2016-07-29,10.0060396194458
2016-08-01,10.064813613891602
2016-08-02,10.128482818603516
2016-08-03,10.236231803894043
2016-08-04,10.29990005493164
2016-08-05,10.72110652923584
2016-08-08,10.667227745056152
2016-08-09,10.608458518981934
2016-08-10,10.642744064331055
2016-08-11,10.82885456085205
2016-08-12,11.039459228515625
2016-08-15,11.205981254577637
2016-08-16,11.254956245422363
2016-08-17,11.225571632385254
2016-08-18,11.355782508850098
2016-08-19,11.655527114868164
2016-08-22,11.665355682373047
2016-08-23,11.729236602783203
2016-08-24,11.675183296203613
2016-08-25,11.660439491271973
2016-08-26,11.655527114868164
2016-08-29,11.856993675231934
2016-08-30,11.783286094665527
2016-08-31,11.856993675231934
2016-09-01,11.866820335388184
2016-09-02,11.930702209472656
2016-09-06,12.191132545471191
2016-09-07,12.245184898376465
2016-09-08,12.25992202758789
2016-09-09,12.033891677856445
2016-09-12,12.210783958435059
2016-09-13,12.132165908813477
2016-09-14,12.078115463256836
2016-09-15,12.220613479614258
2016-09-16,12.387682914733887
2016-09-19,12.205872535705566
2016-09-20,12.141992568969727
2016-09-21,12.32380485534668
2016-09-22,12.32380485534668
2016-09-23,12.304150581359863
2016-09-26,12.264839172363281
2016-09-27,12.363118171691895
2016-09-28,12.417163848876953
2016-09-29,12.289407730102539
2016-09-30,12.333632469177246
2016-10-03,12.338546752929688
2016-10-04,12.40733814239502
2016-10-05,12.476130485534668
2016-10-06,12.43190860748291
2016-10-07,12.387682914733887
2016-10-10,12.40733814239502
2016-10-11,12.313976287841797
2016-10-12,12.255008697509766
2016-10-13,11.930702209472656
2016-10-14,11.837337493896484
2016-10-17,11.886476516723633
2016-10-18,11.901219367980957
2016-10-19,11.90613079071045
2016-10-20,11.89139175415039
2016-10-21,11.832425117492676
2016-10-24,12.23535442352295
2016-10-25,12.279579162597656
2016-10-26,12.299233436584473
2016-10-27,12.25009536743164
2016-10-28,12.225528717041016
2016-10-31,12.299233436584473
2016-11-01,12.392599105834961
2016-11-02,12.397509574890137
2016-11-03,12.505615234375
2016-11-04,11.542510986328125
2016-11-07,11.989666938781738
2016-11-08,12.141992568969727
2016-11-09,12.205872535705566
2016-11-10,12.309062004089355
2016-11-11,12.284492492675781
2016-11-14,12.102684020996094
2016-11-15,11.901219367980957
2016-11-16,11.743978500366211
2016-11-17,11.746440887451172
2016-11-18,11.707006454467773
2016-11-21,12.086560249328613
2016-11-22,12.377388000488281
2016-11-23,12.249224662780762
2016-11-25,12.234439849853516
2016-11-28,12.027412414550781
2016-11-29,11.9879732131958
2016-11-30,12.022480964660645
2016-12-01,11.711933135986328
2016-12-02,11.588701248168945
2016-12-05,12.002760887145996
2016-12-06,11.928823471069336
2016-12-07,12.047125816345215
2016-12-08,12.10627555847168
2016-12-09,12.234439849853516
2016-12-12,12.175287246704102
2016-12-13,12.278801918029785
2016-12-14,12.244298934936523
2016-12-15,12.224577903747559
2016-12-16,11.869672775268555
