Date,D
2015-08-03,46.74924850463867
2015-08-04,45.791046142578125
2015-08-05,46.38421630859375
2015-08-06,46.49501037597656
2015-08-07,47.153377532958984
2015-08-10,47.15989685058594
2015-08-11,47.375003814697266
2015-08-12,48.554805755615234
2015-08-13,48.84163284301758
2015-08-14,49.12841796875
2015-08-17,49.68247604370117
2015-08-18,49.59772491455078
2015-08-19,49.630332946777344
2015-08-20,49.356563568115234
2015-08-21,49.147972106933594
2015-08-24,47.166412353515625
2015-08-25,45.77803039550781
2015-08-26,46.46092224121094
2015-08-27,46.84906768798828
2015-08-28,46.73065185546875
2015-08-31,45.8885383605957
2015-09-01,44.60562515258789
2015-09-02,44.79642105102539
2015-09-03,44.79642105102539
2015-09-04,44.23063278198242
2015-09-08,45.21091079711914
2015-09-09,44.78985595703125
2015-09-10,44.2569465637207
2015-09-11,44.57932662963867
2015-09-14,44.80958938598633
2015-09-15,44.78985595703125
2015-09-16,45.23065948486328
2015-09-17,45.697750091552734
2015-09-18,45.39512634277344
2015-09-21,45.60564422607422
2015-09-22,45.447750091552734
2015-09-23,45.53986358642578
2015-09-24,45.67144012451172
2015-09-25,46.09250259399414
2015-09-28,45.67802810668945
2015-09-29,45.58589553833008
2015-09-30,46.303016662597656
2015-10-01,45.50038146972656
2015-10-02,45.6253776550293
2015-10-05,46.26354217529297
2015-10-06,45.90827941894531
2015-10-07,45.90827941894531
2015-10-08,46.52012634277344
2015-10-09,46.72407913208008
2015-10-12,47.36882019042969
2015-10-13,47.30303192138672
2015-10-14,47.42802429199219
2015-10-15,47.8951416015625
2015-10-16,48.11882781982422
2015-10-19,48.270137786865234
2015-10-20,48.48067855834961
2015-10-21,48.631996154785156
2015-10-22,49.00697708129883
2015-10-23,48.079349517822266
2015-10-26,47.92145538330078
2015-10-27,47.605655670166016
2015-10-28,47.05303192138672
2015-10-29,46.63198471069336
2015-10-30,46.993812561035156
2015-11-02,46.53329849243164
2015-11-03,46.52012634277344
2015-11-04,46.42800521850586
2015-11-05,46.210906982421875
2015-11-06,44.6385383605957
2015-11-09,44.55958938598633
2015-11-10,44.60562515258789
2015-11-11,44.9411735534668
2015-11-12,44.678009033203125
2015-11-13,44.86879348754883
2015-11-16,45.566165924072266
2015-11-17,44.9345817565918
2015-11-18,45.053009033203125
2015-11-19,45.27669906616211
2015-11-20,45.39512634277344
2015-11-23,44.882408142089844
2015-11-24,44.81599426269531
2015-11-25,44.6433219909668
2015-11-27,44.74293518066406
2015-11-30,44.74293518066406
2015-12-01,44.769493103027344
2015-12-02,43.92605209350586
2015-12-03,43.28182601928711
2015-12-04,44.23154830932617
2015-12-07,43.92605209350586
2015-12-08,43.77328872680664
2015-12-09,43.95926284790039
2015-12-10,43.301753997802734
2015-12-11,43.09587097167969
2015-12-14,43.43458557128906
2015-12-15,43.93268966674805
2015-12-16,44.87575912475586
2015-12-17,44.855838775634766
2015-12-18,44.4307861328125
2015-12-21,44.204978942871094
2015-12-22,44.59017562866211
2015-12-23,45.214481353759766
2015-12-24,45.00859451293945
2015-12-28,45.068363189697266
2015-12-29,45.586387634277344
2015-12-30,45.612953186035156
2015-12-31,44.922245025634766
2016-01-04,44.809349060058594
2016-01-05,45.194557189941406
2016-01-06,45.47347640991211
2016-01-07,45.50004959106445
2016-01-08,46.17081832885742
2016-01-11,46.0977783203125
2016-01-12,45.759071350097656
2016-01-13,45.8387565612793
2016-01-14,46.270442962646484
2016-01-15,45.74577713012695
2016-01-19,46.42320251464844
2016-01-20,45.64616775512695
2016-01-21,45.48675537109375
2016-01-22,46.33022689819336
2016-01-25,46.197391510009766
2016-01-26,46.303653717041016
2016-01-27,46.297027587890625
2016-01-28,47.113914489746094
2016-01-29,47.930789947509766
2016-02-01,46.609153747558594
2016-02-02,46.416561126708984
2016-02-03,46.443115234375
2016-02-04,46.775203704833984
2016-02-05,47.19358825683594
2016-02-08,46.150901794433594
2016-02-09,46.775203704833984
2016-02-10,46.68221664428711
2016-02-11,45.96493911743164
2016-02-12,45.78563690185547
2016-02-16,45.92510223388672
2016-02-17,46.33686065673828
2016-02-18,46.32359313964844
2016-02-19,46.130985260009766
2016-02-22,46.981075286865234
2016-02-23,47.07405090332031
2016-02-24,47.299861907958984
2016-02-25,47.70500183105469
2016-02-26,46.502899169921875
2016-02-29,46.43648910522461
2016-03-01,46.45640563964844
2016-03-02,46.1343994140625
2016-03-03,46.95282745361328
2016-03-04,47.37548828125
2016-03-07,47.777976989746094
2016-03-08,48.11341094970703
2016-03-09,48.36833572387695
2016-03-10,48.02619171142578
2016-03-11,48.44883728027344
2016-03-14,48.52933883666992
2016-03-15,48.96538543701172
2016-03-16,49.34778594970703
2016-03-17,50.01192092895508
2016-03-18,49.28069305419922
2016-03-21,49.394718170166016
2016-03-22,48.94526672363281
2016-03-23,49.31423568725586
2016-03-24,49.25385665893555
2016-03-28,49.072723388671875
2016-03-29,50.072296142578125
2016-03-30,50.14610290527344
2016-03-31,50.3942985534668
2016-04-01,50.575443267822266
2016-04-04,50.032047271728516
2016-04-05,49.00565719604492
2016-04-06,48.80438232421875
2016-04-07,48.95198440551758
2016-04-08,48.998939514160156
2016-04-11,48.8848991394043
2016-04-12,49.119693756103516
2016-04-13,48.83791732788086
2016-04-14,48.770843505859375
2016-04-15,49.00565719604492
2016-04-18,48.8848991394043
2016-04-19,48.85134506225586
2016-04-20,47.6840705871582
2016-04-21,46.63084030151367
2016-04-22,46.999794006347656
2016-04-25,47.093711853027344
2016-04-26,46.8924674987793
2016-04-27,47.46269226074219
2016-04-28,47.65052795410156
2016-04-29,47.94569778442383
2016-05-02,48.36833572387695
2016-05-03,48.260986328125
2016-05-04,48.824501037597656
2016-05-05,48.294551849365234
2016-05-06,47.811519622802734
2016-05-09,47.9524040222168
2016-05-10,47.97923278808594
2016-05-11,48.11341094970703
2016-05-12,48.48908996582031
2016-05-13,48.36162567138672
2016-05-16,48.44883728027344
2016-05-17,47.6840705871582
2016-05-18,46.69792938232422
2016-05-19,47.549888610839844
2016-05-20,47.61699295043945
2016-05-23,47.05347442626953
2016-05-24,47.4827995300293
2016-05-25,47.59015655517578
2016-05-26,48.01276779174805
2016-05-27,48.039608001708984
2016-05-31,48.468955993652344
2016-06-01,48.55702590942383
2016-06-02,48.428314208984375
2016-06-03,49.43090057373047
2016-06-06,49.295406341552734
2016-06-07,49.11250305175781
2016-06-08,49.41733169555664
2016-06-09,49.952484130859375
2016-06-10,49.68830490112305
2016-06-13,49.71540832519531
2016-06-14,49.90507888793945
2016-06-15,49.9118537902832
2016-06-16,50.054115295410156
2016-06-17,50.20991516113281
2016-06-20,50.37248992919922
2016-06-21,50.365718841552734
2016-06-22,49.986366271972656
2016-06-23,50.09475326538086
2016-06-24,50.2437744140625
2016-06-27,50.77217102050781
2016-06-28,51.7815055847168
2016-06-29,51.76118850708008
2016-06-30,52.79087829589844
2016-07-01,52.743438720703125
2016-07-05,53.14312744140625
2016-07-06,53.46150207519531
2016-07-07,52.479248046875
2016-07-08,52.966976165771484
2016-07-11,52.93989562988281
2016-07-12,52.4385986328125
2016-07-13,52.68247985839844
2016-07-14,52.25571060180664
2016-07-15,52.5198974609375
2016-07-18,52.71634292602539
2016-07-19,52.72311782836914
2016-07-20,52.364097595214844
2016-07-21,52.567317962646484
2016-07-22,53.18375015258789
2016-07-25,53.25149917602539
2016-07-26,52.5198974609375
2016-07-27,51.835689544677734
2016-07-28,52.12023162841797
2016-07-29,52.851829528808594
2016-08-01,52.55377960205078
2016-08-02,52.41151809692383
2016-08-03,51.99150848388672
2016-08-04,51.767982482910156
2016-08-05,51.05668640136719
2016-08-08,50.79926300048828
2016-08-09,50.623130798339844
2016-08-10,50.81281661987305
2016-08-11,51.07700729370117
2016-08-12,51.45635223388672
2016-08-15,50.80604553222656
2016-08-16,50.589271545410156
2016-08-17,51.923763275146484
2016-08-18,52.06602478027344
2016-08-19,51.34796905517578
2016-08-22,51.67313003540039
2016-08-23,51.36827850341797
2016-08-24,51.56472396850586
2016-08-25,51.64602279663086
2016-08-26,50.629913330078125
2016-08-29,51.27346420288086
2016-08-30,50.77217102050781
2016-08-31,50.71063232421875
2016-09-01,50.64225769042969
2016-09-02,51.114078521728516
2016-09-06,51.62691116333008
2016-09-07,51.551700592041016
2016-09-08,51.63373947143555
2016-09-09,49.57551193237305
2016-09-12,50.63541030883789
2016-09-13,50.272987365722656
2016-09-14,50.457618713378906
2016-09-15,50.908935546875
2016-09-16,51.326053619384766
2016-09-19,51.90045166015625
2016-09-20,51.71580123901367
2016-09-21,52.481658935546875
2016-09-22,52.67998504638672
2016-09-23,52.659461975097656
2016-09-26,52.37909698486328
2016-09-27,51.81837463378906
2016-09-28,51.859413146972656
2016-09-29,51.114078521728516
2016-09-30,50.78583526611328
2016-10-03,50.108882904052734
2016-10-04,49.336185455322266
2016-10-05,49.15155792236328
2016-10-06,49.17208480834961
2016-10-07,48.8917236328125
2016-10-10,49.38405227661133
2016-10-11,49.021644592285156
2016-10-12,49.34303665161133
2016-10-13,50.129390716552734
2016-10-14,49.766971588134766
2016-10-17,49.80117416381836
2016-10-18,50.17042922973633
2016-10-19,50.06101608276367
2016-10-20,49.992618560791016
2016-10-21,49.808006286621094
2016-10-24,49.999488830566406
2016-10-25,50.19093322753906
2016-10-26,50.48496627807617
2016-10-27,50.12255859375
2016-10-28,50.25248718261719
2016-10-31,51.42177963256836
2016-11-01,50.915771484375
2016-11-02,50.66958999633789
2016-11-03,50.84054946899414
2016-11-04,50.457618713378906
2016-11-07,51.09355926513672
2016-11-08,51.62691116333008
2016-11-09,50.0678596496582
2016-11-10,48.63871383666992
2016-11-11,48.38570022583008
2016-11-14,47.859169006347656
2016-11-15,48.71392822265625
2016-11-16,48.584007263183594
2016-11-17,48.57032775878906
2016-11-18,48.65238952636719
2016-11-21,49.404563903808594
2016-11-22,50.04733657836914
2016-11-23,49.82853317260742
2016-11-25,50.5670280456543
2016-11-28,51.4012565612793
2016-11-29,52.044029235839844
2016-11-30,50.5809326171875
2016-12-01,50.20823287963867
2016-12-02,50.919105529785156
2016-12-05,50.712039947509766
2016-12-06,50.1806526184082
2016-12-07,50.72585678100586
2016-12-08,50.72585678100586
2016-12-09,51.436710357666016
2016-12-12,52.078529357910156
2016-12-13,52.41671371459961
2016-12-14,51.153751373291016
2016-12-15,51.46430587768555
2016-12-16,52.36151885986328
2016-12-19,52.803184509277344
2016-12-20,52.803184509277344
2016-12-21,52.616844177246094
2016-12-22,52.886016845703125
2016-12-23,52.968833923339844
2016-12-27,52.913612365722656
2016-12-28,52.678985595703125
2016-12-29,53.13447570800781
2016-12-30,52.85841369628906
2017-01-03,52.6237678527832
2017-01-04,52.5754280090332
2017-01-05,52.64447021484375
2017-01-06,53.072357177734375
2017-01-09,52.25798416137695
2017-01-10,52.05784606933594
2017-01-11,52.19585418701172
2017-01-12,51.954315185546875
2017-01-13,51.906009674072266
2017-01-17,52.589256286621094
2017-01-18,52.56855392456055
2017-01-19,52.18898010253906
2017-01-20,52.30630111694336
2017-01-23,52.16136169433594
2017-01-24,52.085453033447266
2017-01-25,52.320098876953125
2017-01-26,52.23727798461914
2017-01-27,52.119964599609375
2017-01-30,51.940513610839844
2017-01-31,52.64447021484375
2017-02-01,49.58711242675781
2017-02-02,49.46977996826172
2017-02-03,49.48357009887695
2017-02-06,49.83555603027344
2017-02-07,49.93218231201172
2017-02-08,50.61542510986328
2017-02-09,49.794158935546875
2017-02-10,50.636146545410156
2017-02-13,50.88459777832031
2017-02-14,50.4636116027832
2017-02-15,49.95288848876953
2017-02-16,50.57402038574219
2017-02-17,50.912193298339844
2017-02-21,51.59543991088867
2017-02-22,52.00263214111328
2017-02-23,52.5616455078125
2017-02-24,53.14137268066406
2017-02-27,53.05165481567383
2017-02-28,53.58307647705078
2017-03-01,53.14052963256836
2017-03-02,53.816551208496094
2017-03-03,53.3565559387207
2017-03-06,53.133541107177734
2017-03-07,53.04991912841797
2017-03-08,52.35995864868164
2017-03-09,52.19967269897461
2017-03-10,52.73630142211914
2017-03-13,53.029014587402344
2017-03-14,53.19627380371094
2017-03-15,54.255592346191406
2017-03-16,53.52381896972656
2017-03-17,53.746856689453125
2017-03-20,53.54474639892578
2017-03-21,54.50649642944336
2017-03-22,54.81313705444336
2017-03-23,54.54134750366211
2017-03-24,54.54134750366211
2017-03-27,54.30437469482422
2017-03-28,54.40195083618164
2017-03-29,54.13014602661133
2017-03-30,53.94895935058594
2017-03-31,54.060447692871094
2017-04-03,54.17893600463867
2017-04-04,54.095306396484375
2017-04-05,54.33224868774414
2017-04-06,54.50649642944336
2017-04-07,54.07439041137695
2017-04-10,54.297420501708984
2017-04-11,53.997737884521484
2017-04-12,54.311363220214844
2017-04-13,54.03257751464844
2017-04-17,54.31831741333008
2017-04-18,54.35317611694336
2017-04-19,53.90016174316406
2017-04-20,53.91411209106445
2017-04-21,54.03955078125
2017-04-24,54.408931732177734
2017-04-25,54.15106201171875
2017-04-26,54.004703521728516
2017-04-27,54.14409637451172
2017-04-28,53.9629020690918
2017-05-01,53.62139892578125
2017-05-02,53.816551208496094
2017-05-03,53.3635368347168
2017-05-04,53.872291564941406
2017-05-05,54.520442962646484
2017-05-08,54.7295036315918
2017-05-09,53.997737884521484
2017-05-10,54.17197799682617
2017-05-11,54.08833694458008
2017-05-12,54.311363220214844
2017-05-15,54.339237213134766
2017-05-16,53.809566497802734
2017-05-17,53.997737884521484
2017-05-18,54.583160400390625
2017-05-19,54.77132797241211
2017-05-22,55.544925689697266
2017-05-23,55.551876068115234
2017-05-24,55.956111907958984
2017-05-25,56.430015563964844
2017-05-26,56.4718132019043
2017-05-30,56.46485900878906
2017-05-31,56.82009506225586
2017-06-01,57.27033233642578
2017-06-02,57.12259292602539
2017-06-05,56.75681686401367
2017-06-06,56.48947525024414
2017-06-07,56.60204315185547
2017-06-08,56.046260833740234
2017-06-09,55.771942138671875
2017-06-12,55.89854049682617
2017-06-13,55.83525466918945
2017-06-14,56.27140808105469
2017-06-15,56.405052185058594
2017-06-16,56.77789306640625
2017-06-19,56.53872299194336
2017-06-20,56.419132232666016
2017-06-21,55.6875114440918
2017-06-22,55.52570724487305
2017-06-23,55.14583969116211
2017-06-26,55.3287353515625
2017-06-27,54.80111312866211
2017-06-28,54.20317077636719
2017-06-29,54.21019744873047
2017-06-30,53.907711029052734
2017-07-03,53.53488540649414
2017-07-05,53.323814392089844
2017-07-06,53.26753234863281
2017-07-07,53.316768646240234
2017-07-10,53.18310546875
2017-07-11,53.48560333251953
2017-07-12,53.87254333496094
2017-07-13,53.541893005371094
2017-07-14,53.8514289855957
2017-07-17,53.90068435668945
2017-07-18,54.069488525390625
2017-07-19,54.15392303466797
2017-07-20,54.1328125
2017-07-21,54.568973541259766
2017-07-24,54.00617980957031
2017-07-25,54.020263671875
2017-07-26,54.20317077636719
2017-07-27,54.25241470336914
2017-07-28,54.16095733642578
2017-07-31,54.29460906982422
2017-08-01,54.37903594970703
2017-08-02,54.77297592163086
2017-08-03,55.15287399291992
2017-08-04,54.92775344848633
2017-08-07,54.81519317626953
2017-08-08,54.84333038330078
2017-08-09,54.75891876220703
2017-08-10,54.74483871459961
2017-08-11,54.44233322143555
2017-08-14,54.64638137817383
2017-08-15,54.80111312866211
2017-08-16,55.040283203125
2017-08-17,54.95589065551758
2017-08-18,55.35687255859375
2017-08-21,55.392051696777344
2017-08-22,55.553855895996094
2017-08-23,55.72970962524414
2017-08-24,55.89152145385742
2017-08-25,56.334716796875
2017-08-28,56.37691116333008
2017-08-29,56.447265625
2017-08-30,55.97501754760742
2017-08-31,55.93949890136719
2017-09-01,55.62702941894531
2017-09-05,55.5275993347168
2017-09-06,55.38557815551758
2017-09-07,55.570220947265625
2017-09-08,56.273277282714844
2017-09-11,56.75618362426758
2017-09-12,55.5205078125
2017-09-13,55.442386627197266
2017-09-14,56.223567962646484
2017-09-15,56.45791244506836
2017-09-18,55.78326416015625
2017-09-19,55.62702941894531
2017-09-20,55.12281799316406
2017-09-21,54.89556121826172
2017-09-22,54.710914611816406
2017-09-25,55.40687561035156
