Date,DELL
2016-08-17,11.102108001708984
2016-08-18,11.037561416625977
2016-08-19,11.23120403289795
2016-08-22,11.269932746887207
2016-08-23,11.618486404418945
2016-08-24,11.773398399353027
2016-08-25,11.724342346191406
2016-08-26,11.812128067016602
2016-08-29,11.954132080078125
2016-08-30,11.657214164733887
2016-08-31,11.535866737365723
2016-09-01,11.23120403289795
2016-09-02,11.096946716308594
2016-09-06,11.734671592712402
2016-09-07,12.39305305480957
2016-09-08,12.989466667175293
2016-09-09,12.671895980834961
2016-09-12,12.7545166015625
2016-09-13,12.522147178649902
2016-09-14,12.483419418334961
2016-09-15,12.622838020324707
2016-09-16,12.514400482177734
2016-09-19,12.589274406433105
2016-09-20,12.58152961730957
2016-09-21,12.501490592956543
2016-09-22,12.400797843933105
2016-09-23,12.395633697509766
2016-09-26,12.364651679992676
2016-09-27,12.338831901550293
2016-09-28,12.35690689086914
2016-09-29,12.282032012939453
2016-09-30,12.341415405273438
2016-10-03,12.374979972839355
2016-10-04,12.35690689086914
2016-10-05,12.514400482177734
2016-10-06,12.493746757507324
2016-10-07,12.411124229431152
2016-10-10,12.269122123718262
2016-10-11,12.171009063720703
2016-10-12,12.163265228271484
2016-10-13,12.168428421020508
2016-10-14,12.196825981140137
2016-10-17,12.235555648803711
2016-10-18,12.310433387756348
2016-10-19,12.318177223205566
2016-10-20,12.315594673156738
2016-10-21,12.196825981140137
2016-10-24,12.37756061553955
2016-10-25,12.132281303405762
2016-10-26,12.062569618225098
2016-10-27,12.478254318237305
2016-10-28,12.61767578125
2016-10-31,12.67447566986084
2016-11-01,12.514400482177734
2016-11-02,12.651240348815918
2016-11-03,12.591856002807617
2016-11-04,12.553125381469727
2016-11-07,12.785496711730957
2016-11-08,12.82680892944336
2016-11-09,12.746769905090332
2016-11-10,12.718369483947754
2016-11-11,12.689969062805176
2016-11-14,12.648658752441406
2016-11-15,12.930083274841309
2016-11-16,13.077251434326172
2016-11-17,13.374167442321777
2016-11-18,13.423224449157715
2016-11-21,13.539408683776855
2016-11-22,13.449043273925781
2016-11-23,13.307038307189941
2016-11-25,13.474863052368164
2016-11-28,13.461953163146973
2016-11-29,13.753705978393555
2016-11-30,13.828579902648926
2016-12-01,13.394824028015137
2016-12-02,13.619447708129883
2016-12-05,13.69948673248291
2016-12-06,13.779524803161621
2016-12-07,13.916363716125488
2016-12-08,13.921527862548828
2016-12-09,13.934436798095703
2016-12-12,13.916363716125488
2016-12-13,13.882800102233887
2016-12-14,13.996402740478516
2016-12-15,14.654784202575684
2016-12-16,14.572164535522461
2016-12-19,14.55925464630127
2016-12-20,14.729658126831055
2016-12-21,14.7916259765625
2016-12-22,14.41724967956543
2016-12-23,14.481797218322754
2016-12-27,14.471467018127441
2016-12-28,14.28815746307373
2016-12-29,14.267501831054688
2016-12-30,14.192626953125
2017-01-03,14.089350700378418
2017-01-04,14.200373649597168
2017-01-05,14.270082473754883
2017-01-06,14.662527084350586
2017-01-09,14.585071563720703
2017-01-10,14.714167594909668
2017-01-11,14.866498947143555
2017-01-12,14.881989479064941
2017-01-13,15.018829345703125
2017-01-17,14.959446907043457
2017-01-18,15.12210750579834
2017-01-19,15.184070587158203
2017-01-20,15.300256729125977
2017-01-23,15.047231674194336
2017-01-24,15.43193244934082
2017-01-25,15.506805419921875
2017-01-26,15.390621185302734
2017-01-27,16.149696350097656
2017-01-30,16.121295928955078
2017-01-31,16.26329803466797
2017-02-01,16.291698455810547
2017-02-02,16.51374053955078
2017-02-03,16.614439010620117
2017-02-06,16.686729431152344
2017-02-07,16.746110916137695
2017-02-08,16.740949630737305
2017-02-09,16.782258987426758
2017-02-10,16.712549209594727
2017-02-13,16.738367080688477
2017-02-14,16.7435302734375
2017-02-15,16.81324005126953
2017-02-16,16.81324005126953
2017-02-17,16.67639923095703
2017-02-21,16.808076858520508
2017-02-22,16.722871780395508
2017-02-23,16.555049896240234
2017-02-24,16.586034774780273
2017-02-27,16.53439712524414
2017-02-28,16.392396926879883
2017-03-01,16.544727325439453
2017-03-02,16.387231826782227
2017-03-03,16.37948226928711
2017-03-06,16.191007614135742
2017-03-07,16.278789520263672
2017-03-08,16.400135040283203
2017-03-09,16.299449920654297
2017-03-10,16.38981056213379
2017-03-13,16.394969940185547
2017-03-14,16.392396926879883
2017-03-15,16.454360961914062
2017-03-16,16.52406883239746
2017-03-17,16.57312774658203
2017-03-20,16.542142868041992
2017-03-21,16.121295928955078
2017-03-22,16.260719299316406
2017-03-23,16.286535263061523
2017-03-24,16.361408233642578
2017-03-27,16.361408233642578
2017-03-28,16.413047790527344
2017-03-29,16.498252868652344
2017-03-30,16.521488189697266
2017-03-31,16.544727325439453
2017-04-03,16.485336303710938
2017-04-04,16.57054328918457
2017-04-05,16.529232025146484
2017-04-06,16.575708389282227
2017-04-07,16.748693466186523
2017-04-10,16.759017944335938
2017-04-11,16.810659408569336
2017-04-12,16.498252868652344
2017-04-13,16.503414154052734
2017-04-17,16.588611602783203
2017-04-18,16.6247615814209
2017-04-19,16.66090965270996
2017-04-20,16.756437301635742
2017-04-21,16.632505416870117
2017-04-24,17.086915969848633
2017-04-25,17.130813598632812
2017-04-26,17.314125061035156
2017-04-27,17.40965461730957
2017-04-28,17.327035903930664
2017-05-01,17.445802688598633
2017-05-02,17.280563354492188
2017-05-03,17.08434295654297
2017-05-04,17.123065948486328
2017-05-05,17.373506546020508
2017-05-08,17.46129035949707
2017-05-09,17.360599517822266
2017-05-10,17.293468475341797
2017-05-11,17.066267013549805
2017-05-12,16.76934814453125
2017-05-15,17.107576370239258
2017-05-16,17.179866790771484
2017-05-17,16.753856658935547
2017-05-18,16.694473266601562
2017-05-19,16.7616024017334
2017-05-22,17.39674949645996
2017-05-23,17.39674949645996
