Date,OFSS.NS
2015-08-21,2756.717041015625
2015-08-24,2565.0263671875
2015-08-25,2583.29833984375
2015-08-26,2563.325439453125
2015-08-27,2578.068115234375
2015-08-28,2557.591796875
2015-08-31,2611.933349609375
2015-09-01,2582.005859375
2015-09-02,2562.443603515625
2015-09-03,2582.549560546875
2015-09-04,2485.05126953125
2015-09-07,2444.5751953125
2015-09-08,2426.5126953125
2015-09-09,2499.65283203125
2015-09-10,2531.592041015625
2015-09-11,2511.5185546875
2015-09-14,2505.783447265625
2015-09-15,2453.67236328125
2015-09-16,2501.267822265625
2015-09-18,2476.71240234375
2015-09-21,2456.2431640625
2015-09-22,2498.597900390625
2015-09-23,2492.863037109375
2015-09-24,2542.3701171875
2015-09-28,2537.525146484375
2015-09-29,2534.29443359375
2015-09-30,2601.139892578125
2015-10-01,2592.899169921875
2015-10-05,2621.608154296875
2015-10-06,2625.134765625
2015-10-07,2631.199951171875
2015-10-08,2641.31884765625
2015-10-09,2629.2548828125
2015-10-12,2580.505859375
2015-10-13,2545.600341796875
2015-10-14,2550.21484375
2015-10-15,2580.769775390625
2015-10-16,2585.647705078125
2015-10-19,2608.522705078125
2015-10-20,2599.45849609375
2015-10-21,2587.658447265625
2015-10-23,2628.2001953125
2015-10-26,2606.314453125
2015-10-27,2577.078125
2015-10-28,2616.960693359375
2015-10-29,2561.883056640625
2015-10-30,2557.86181640625
2015-11-02,2600.5458984375
2015-11-03,2657.7001953125
2015-11-04,2628.2333984375
2015-11-05,2568.607177734375
2015-11-06,2601.502197265625
2015-11-09,2634.19921875
2015-11-10,2592.009521484375
2015-11-13,2560.037353515625
2015-11-16,2592.27294921875
2015-11-17,2575.133544921875
2015-11-18,2551.830078125
2015-11-19,2562.5751953125
2015-11-20,2552.917724609375
2015-11-23,2530.306396484375
2015-11-24,2552.819091796875
2015-11-26,2527.504638671875
2015-11-27,2550.0498046875
2015-11-30,2519.561767578125
2015-12-01,2580.20947265625
2015-12-02,2544.57861328125
2015-12-03,2519.2646484375
2015-12-04,2518.40771484375
2015-12-07,2499.455078125
2015-12-08,2505.5859375
2015-12-09,2426.380859375
2015-12-10,2502.817138671875
2015-12-11,2463.4951171875
2015-12-14,2478.491943359375
2015-12-15,2502.94921875
2015-12-16,2500.344970703125
2015-12-17,2518.868896484375
2015-12-18,2520.714599609375
2015-12-21,2526.8125
2015-12-22,2512.93603515625
2015-12-23,2507.991943359375
2015-12-24,2493.258544921875
2015-12-28,2484.754638671875
2015-12-29,2483.43603515625
2015-12-30,2471.99853515625
2015-12-31,2460.59423828125
2016-01-01,2506.17919921875
2016-01-04,2469.691650390625
2016-01-05,2465.10986328125
2016-01-06,2463.65966796875
2016-01-07,2430.6328125
2016-01-08,2444.014892578125
2016-01-11,2431.951416015625
2016-01-12,2456.078857421875
2016-01-13,2431.621826171875
2016-01-14,2426.1171875
2016-01-15,2382.806640625
2016-01-18,2338.96875
2016-01-19,2327.893798828125
2016-01-20,2331.0908203125
2016-01-21,2326.279052734375
2016-01-22,2384.2568359375
2016-01-25,2441.279541015625
2016-01-27,2432.380126953125
2016-01-28,2375.4892578125
2016-01-29,2399.35302734375
2016-02-01,2405.05517578125
2016-02-02,2472.064697265625
2016-02-03,2398.1005859375
2016-02-04,2381.751953125
2016-02-05,2413.691162109375
2016-02-08,2381.25732421875
2016-02-09,2340.715576171875
2016-02-10,2278.88134765625
2016-02-11,2184.481201171875
2016-02-12,2253.138427734375
2016-02-15,2252.80908203125
2016-02-16,2156.200927734375
2016-02-17,2151.817138671875
2016-02-18,2168.989501953125
2016-02-19,2142.093505859375
2016-02-22,2145.224609375
2016-02-23,2127.360107421875
2016-02-24,2097.06884765625
2016-02-25,2059.32861328125
2016-02-26,2083.719482421875
2016-02-29,2120.86669921875
2016-03-01,2161.078857421875
2016-03-02,2167.011962890625
2016-03-03,2178.910888671875
2016-03-04,2273.11279296875
2016-03-08,2303.206298828125
2016-03-09,2262.73046875
2016-03-10,2225.155029296875
2016-03-11,2207.8173828125
2016-03-14,2206.03759765625
2016-03-15,2200.8955078125
2016-03-16,2197.36865234375
2016-03-17,2237.61376953125
2016-03-18,2274.82666015625
2016-03-21,2298.228759765625
2016-03-22,2311.182373046875
2016-03-23,2356.43798828125
2016-03-28,2290.615234375
2016-03-29,2318.269287109375
2016-03-30,2344.47314453125
2016-03-31,2326.64111328125
2016-04-01,2325.091796875
2016-04-04,2345.824951171875
2016-04-05,2332.409423828125
2016-04-06,2346.747314453125
2016-04-07,2346.780517578125
2016-04-08,2345.52783203125
2016-04-11,2345.1982421875
2016-04-12,2349.21923828125
2016-04-13,2351.62548828125
2016-04-18,2398.034423828125
2016-04-20,2395.068115234375
2016-04-21,2377.8623046875
2016-04-22,2379.7412109375
2016-04-25,2368.5673828125
2016-04-26,2341.242919921875
2016-04-27,2341.638427734375
2016-04-28,2368.600830078125
2016-04-29,2378.6865234375
2016-05-02,2396.221923828125
2016-05-03,2356.8994140625
2016-05-04,2345.9892578125
2016-05-05,2309.93017578125
2016-05-06,2353.768310546875
2016-05-09,2312.270751953125
2016-05-10,2285.275390625
2016-05-11,2307.359130859375
2016-05-12,2296.646728515625
2016-05-13,2296.482177734375
2016-05-16,2270.21240234375
2016-05-17,2255.907470703125
2016-05-18,2300.042236328125
2016-05-19,2314.14892578125
2016-05-20,2250.238037109375
2016-05-23,2233.065673828125
2016-05-24,2202.082275390625
2016-05-25,2237.943603515625
2016-05-26,2284.6162109375
2016-05-27,2298.525390625
2016-05-30,2295.987548828125
2016-05-31,2284.879638671875
2016-06-01,2297.70166015625
2016-06-02,2262.268798828125
2016-06-03,2284.055908203125
2016-06-06,2267.212890625
2016-06-07,2270.31103515625
2016-06-08,2256.500732421875
2016-06-09,2254.951416015625
2016-06-10,2241.206787109375
2016-06-13,2236.625244140625
2016-06-14,2249.2490234375
2016-06-15,2289.263916015625
2016-06-16,2277.068115234375
2016-06-17,2239.49267578125
2016-06-20,2262.89501953125
2016-06-21,2286.16552734375
2016-06-22,2297.536865234375
2016-06-23,2280.529296875
2016-06-24,2238.3720703125
2016-06-27,2236.625244140625
2016-06-28,2244.074462890625
2016-06-29,2271.26708984375
2016-06-30,2283.693115234375
2016-07-01,2280.529296875
2016-07-04,2291.076416015625
2016-07-05,2317.939453125
2016-07-07,2356.668701171875
2016-07-08,2336.496826171875
2016-07-11,2334.35400390625
2016-07-12,2300.93212890625
2016-07-13,2330.9921875
2016-07-14,2316.588134765625
2016-07-15,2323.64208984375
2016-07-18,2352.84521484375
2016-07-19,2360.755859375
2016-07-20,2392.39794921875
2016-07-21,2407.164794921875
2016-07-22,2357.328125
2016-07-25,2353.833740234375
2016-07-26,2353.306640625
2016-07-27,2342.264892578125
2016-07-28,2454.925048828125
2016-07-29,2429.842041015625
2016-08-01,2358.909912109375
2016-08-02,2352.317626953125
2016-08-03,2361.34912109375
2016-08-04,2342.989990234375
2016-08-05,2420.1181640625
2016-08-08,2429.314208984375
2016-08-09,2436.368408203125
2016-08-10,2447.57470703125
2016-08-11,2437.851318359375
2016-08-12,2449.1240234375
2016-08-16,2423.018798828125
2016-08-17,2435.115234375
2016-08-18,2425.29296875
2016-08-19,2412.86669921875
2016-08-22,2395.661376953125
2016-08-23,2407.69189453125
2016-08-24,2404.033447265625
2016-08-25,2389.761474609375
2016-08-26,2381.55419921875
2016-08-29,2351.13134765625
2016-08-30,2358.32080078125
2016-08-31,2344.38330078125
2016-09-01,2337.871826171875
2016-09-02,2342.042724609375
2016-09-06,2330.988037109375
2016-09-07,2313.1162109375
2016-09-08,2273.439697265625
2016-09-09,2259.230712890625
2016-09-12,2290.19189453125
2016-09-14,2283.81689453125
2016-09-15,2277.169921875
2016-09-16,2286.52978515625
2016-09-19,2284.6982421875
2016-09-20,2289.751220703125
2016-09-21,2282.358642578125
2016-09-22,2284.76611328125
2016-09-23,2282.32421875
2016-09-26,2246.378173828125
2016-09-27,2233.05078125
2016-09-28,2240.74853515625
2016-09-29,2163.633544921875
2016-09-30,2185.811767578125
2016-10-03,2216.569580078125
2016-10-04,2257.8740234375
2016-10-05,2241.189697265625
2016-10-06,2229.998779296875
2016-10-07,2214.7724609375
2016-10-10,2240.646728515625
2016-10-13,2214.229736328125
2016-10-14,2192.458251953125
2016-10-17,2188.287353515625
2016-10-18,2210.1943359375
2016-10-19,2244.614501953125
2016-10-20,2235.45849609375
2016-10-21,2231.287353515625
2016-10-24,2189.677734375
2016-10-25,2178.96142578125
2016-10-26,2180.1826171875
2016-10-27,2166.414306640625
2016-10-28,2166.9228515625
2016-11-01,2168.99169921875
2016-11-02,2167.364013671875
2016-11-03,2159.021484375
2016-11-04,2176.282470703125
2016-11-07,2169.262939453125
2016-11-08,2185.811767578125
2016-11-09,2125.618408203125
2016-11-10,2141.353759765625
2016-11-11,2131.14599609375
2016-11-15,2084.5859375
2016-11-16,2077.43017578125
2016-11-17,2033.175048828125
2016-11-18,2048.23193359375
2016-11-21,2004.1470947265625
2016-11-22,1944.9033203125
2016-11-23,1951.3804931640625
2016-11-24,2006.758056640625
2016-11-25,2066.44287109375
2016-11-28,2073.22509765625
2016-11-29,2078.786376953125
2016-11-30,2072.377197265625
2016-12-01,2057.693115234375
2016-12-02,2040.534423828125
2016-12-05,2055.08203125
2016-12-06,2059.185302734375
2016-12-07,2082.7880859375
2016-12-08,2115.919677734375
2016-12-09,2144.168212890625
2016-12-12,2126.97509765625
2016-12-13,2125.923828125
2016-12-14,2133.825439453125
2016-12-15,2139.420654296875
2016-12-16,2157.224609375
2016-12-19,2147.59326171875
2016-12-20,2142.743896484375
2016-12-21,2156.240966796875
2016-12-22,2157.3935546875
2016-12-23,2171.8740234375
2016-12-26,2124.364013671875
2016-12-27,2138.6748046875
2016-12-28,2113.37646484375
2016-12-29,2108.73046875
2016-12-30,2120.02294921875
2017-01-02,2162.683837890625
2017-01-03,2147.491943359375
2017-01-04,2192.729736328125
2017-01-05,2180.488037109375
2017-01-06,2129.281005859375
2017-01-09,2108.459228515625
2017-01-10,2115.4453125
2017-01-11,2140.437744140625
2017-01-12,2174.0107421875
2017-01-13,2206.057373046875
2017-01-16,2211.0078125
2017-01-17,2226.91259765625
2017-01-18,2212.737548828125
2017-01-19,2220.80859375
2017-01-20,2204.734619140625
2017-01-23,2239.3583984375
2017-01-24,2247.3955078125
2017-01-25,2271.642333984375
2017-01-27,2276.83056640625
2017-01-30,2264.520751953125
2017-01-31,2251.397216796875
2017-02-01,2246.07275390625
2017-02-02,2389.281982421875
2017-02-03,2454.392578125
2017-02-06,2496.205810546875
2017-02-07,2467.75341796875
2017-02-08,2420.1416015625
2017-02-09,2500.715576171875
2017-02-10,2511.635498046875
2017-02-13,2480.53857421875
2017-02-14,2474.570068359375
2017-02-15,2442.014892578125
2017-02-16,2459.072021484375
2017-02-17,2451.0009765625
2017-02-20,2492.47509765625
2017-02-21,2480.063232421875
2017-02-22,2469.754150390625
2017-02-23,2511.0927734375
2017-02-27,2518.858642578125
2017-02-28,2536.49267578125
2017-03-01,2529.778076171875
2017-03-02,2470.025634765625
2017-03-03,2533.101318359375
2017-03-06,2537.984619140625
2017-03-07,2547.175048828125
2017-03-08,2604.485595703125
2017-03-09,2668.6123046875
2017-03-10,2643.925048828125
2017-03-14,2667.900634765625
2017-03-15,2658.066162109375
2017-03-16,2674.682861328125
2017-03-17,2637.820556640625
2017-03-20,2646.6376953125
2017-03-21,2633.95458984375
2017-03-22,2592.27734375
2017-03-23,2595.29541015625
2017-03-24,2591.836669921875
2017-03-27,2561.41796875
2017-03-28,2578.848388671875
2017-03-29,2559.518798828125
2017-03-30,2565.283447265625
2017-03-31,2587.97021484375
2017-04-03,2567.623291015625
2017-04-05,2606.723876953125
2017-04-06,2638.4990234375
2017-04-07,2596.279296875
2017-04-10,2522.25
2017-04-11,2536.49267578125
2017-04-12,2533.440673828125
2017-04-13,2537.407958984375
2017-04-17,2533.64404296875
2017-04-18,2555.4833984375
2017-04-19,2526.18408203125
2017-04-20,2566.918701171875
2017-04-21,2552.890869140625
2017-04-24,2552.571044921875
2017-04-25,2582.22509765625
2017-04-26,2575.548583984375
2017-04-27,2535.38232421875
2017-04-28,2526.894287109375
2017-05-02,2579.5615234375
2017-05-03,2609.92626953125
2017-05-04,2658.331787109375
2017-05-05,2627.754638671875
2017-05-08,2671.6142578125
2017-05-09,2683.440185546875
2017-05-10,2666.712890625
2017-05-11,2690.0458984375
2017-05-12,2676.017822265625
2017-05-15,2659.18408203125
2017-05-16,2755.7470703125
2017-05-17,2679.5693359375
2017-05-18,2680.70556640625
2017-05-19,2612.94482421875
2017-05-22,2563.935546875
2017-05-23,2558.96337890625
2017-05-24,2522.49072265625
2017-05-25,2525.189697265625
2017-05-26,2526.752197265625
2017-05-29,2533.002685546875
2017-05-30,2514.997314453125
2017-05-31,2503.703857421875
2017-06-01,2539.35986328125
2017-06-02,2577.395263671875
2017-06-05,2613.122314453125
2017-06-06,2601.8291015625
2017-06-07,2619.550537109375
2017-06-08,2624.3095703125
2017-06-09,2612.767333984375
2017-06-12,2602.1484375
2017-06-13,2598.384033203125
2017-06-14,2582.2607421875
2017-06-15,2576.294189453125
2017-06-16,2630.027099609375
2017-06-19,2600.266357421875
2017-06-20,2593.696044921875
2017-06-21,2600.3017578125
2017-06-22,2603.036376953125
2017-06-23,2562.62158203125
2017-06-27,2542.343017578125
2017-06-28,2549.33935546875
2017-06-29,2542.55615234375
2017-06-30,2563.721923828125
2017-07-03,2542.8046875
2017-07-04,2540.35400390625
2017-07-05,2570.257080078125
2017-07-06,2578.744873046875
2017-07-07,2567.2734375
2017-07-10,2573.1337890625
2017-07-11,2579.6328125
2017-07-12,2614.720458984375
2017-07-13,2626.0849609375
2017-07-14,2613.584228515625
2017-07-17,2611.1337890625
2017-07-18,2603.24951171875
2017-07-19,2622.9599609375
2017-07-20,2588.61767578125
2017-07-21,2612.62548828125
2017-07-24,2612.62548828125
2017-07-25,2578.780029296875
2017-07-26,2568.80078125
2017-07-27,2567.522705078125
2017-07-28,2559.460693359375
2017-07-31,2573.09814453125
2017-08-01,2567.735595703125
2017-08-02,2584.711181640625
2017-08-03,2568.197265625
2017-08-04,2559.31884765625
2017-08-07,2553.636474609375
2017-08-08,2534.707763671875
2017-08-09,2523.5556640625
2017-08-10,2447.236328125
2017-08-11,2455.440185546875
2017-08-14,2550.68896484375
2017-08-16,2530.55224609375
2017-08-17,2491.94873046875
2017-08-18,2438.038330078125
2017-08-21,2427.6328125
2017-08-22,2429.33740234375
2017-08-23,2439.885009765625
2017-08-24,2440.737548828125
2017-08-28,2461.264404296875
2017-08-29,2455.0849609375
2017-08-30,2432.888916015625
2017-08-31,2430.154052734375
2017-09-01,2468.544677734375
2017-09-04,2544.154296875
2017-09-05,2491.415771484375
2017-09-06,2510.5224609375
2017-09-07,2512.049560546875
2017-09-08,2518.903564453125
2017-09-11,2491.735595703125
2017-09-12,2451.24951171875
2017-09-13,2445.673828125
2017-09-14,2457.783935546875
2017-09-15,2513.150146484375
2017-09-18,2532.896484375
2017-09-19,2551.789794921875
2017-09-20,2534.671875
2017-09-21,2511.054931640625
2017-09-22,2487.864501953125
2017-09-25,2471.173095703125
2017-09-26,2497.630859375
2017-09-27,2518.442138671875
2017-09-28,2552.25146484375
2017-09-29,2581.692626953125
2017-10-03,2576.01025390625
2017-10-04,2580.200927734375
2017-10-05,2559.9580078125
2017-10-06,2555.9091796875
2017-10-09,2512.546630859375
2017-10-10,2511.019775390625
2017-10-11,2490.634521484375
2017-10-12,2542.697998046875
2017-10-13,2551.89599609375
2017-10-16,2557.187744140625
2017-10-17,2516.70166015625
2017-10-18,2546.142822265625
2017-10-19,2522.1708984375
2017-10-23,2492.26806640625
2017-10-24,2501.18212890625
2017-10-25,2539.18212890625
2017-10-26,2498.98046875
2017-10-27,2504.236328125
2017-10-30,2500.968994140625
2017-10-31,2485.449462890625
2017-11-01,2508.9951171875
2017-11-02,2510.025390625
2017-11-03,2526.539306640625
2017-11-06,2502.496337890625
2017-11-07,2588.61767578125
2017-11-08,2596.07568359375
2017-11-09,2603.35595703125
2017-11-10,2585.81201171875
2017-11-13,2588.4404296875
2017-11-14,2585.350341796875
2017-11-15,2578.10546875
2017-11-16,2591.494384765625
2017-11-17,2591.63623046875
2017-11-20,2602.0068359375
2017-11-21,2629.956298828125
2017-11-22,2626.724365234375
2017-11-23,2629.60107421875
2017-11-24,2637.165283203125
2017-11-27,2621.006591796875
2017-11-28,2630.3466796875
2017-11-29,2657.443603515625
2017-11-30,2623.81201171875
2017-12-01,2631.483154296875
2017-12-04,2654.31884765625
2017-12-05,2666.073974609375
2017-12-06,2642.137451171875
2017-12-07,2649.524169921875
2017-12-08,2684.71875
2017-12-11,2747.6494140625
2017-12-12,2737.137451171875
2017-12-13,2741.505859375
2017-12-14,2769.988037109375
2017-12-15,2776.984130859375
2017-12-18,2801.98583984375
2017-12-19,2899.8984375
2017-12-20,2870.634765625
2017-12-21,2883.419677734375
2017-12-22,2826.739501953125
2017-12-26,2847.799072265625
2017-12-27,2857.423583984375
2017-12-28,2884.840576171875
2017-12-29,2910.76513671875
2018-01-01,2888.53369140625
2018-01-02,2841.300048828125
2018-01-03,2956.93359375
2018-01-04,2884.2724609375
2018-01-05,2913.322265625
2018-01-08,2919.466796875
2018-01-09,2877.38232421875
2018-01-10,2910.23291015625
2018-01-11,2945.81787109375
2018-01-12,2930.120361328125
2018-01-15,2889.740966796875
2018-01-16,2905.793701171875
2018-01-17,2909.45166015625
2018-01-18,2860.051513671875
2018-01-19,2907.924560546875
2018-01-22,2988.861083984375
2018-01-23,3015.816162109375
2018-01-24,3045.2568359375
2018-01-25,3005.054931640625
2018-01-29,2987.546875
2018-01-30,2927.315185546875
2018-01-31,2970.85498046875
2018-02-01,2988.82568359375
2018-02-02,2978.064453125
2018-02-05,3007.257080078125
2018-02-06,2964.60498046875
2018-02-07,2909.87744140625
2018-02-08,2907.03662109375
2018-02-09,2890.23828125
2018-02-12,2878.554443359375
2018-02-14,2851.31494140625
2018-02-15,2865.200927734375
2018-02-16,2872.019775390625
2018-02-19,2841.7265625
2018-02-20,2879.726318359375
2018-02-21,2892.79541015625
2018-02-22,2905.473876953125
2018-02-23,2864.064453125
2018-02-26,2842.08154296875
