Date,HONAUT.NS
2016-06-03,8832.37109375
2016-06-06,8849.052734375
2016-06-07,8825.748046875
2016-06-08,8978.2763671875
2016-06-09,8975.2373046875
2016-06-10,9013.0615234375
2016-06-13,8993.044921875
2016-06-14,9044.0185546875
2016-06-15,9111.91796875
2016-06-16,9073.0126953125
2016-06-17,9233.6396484375
2016-06-20,9248.7998046875
2016-06-21,9293.640625
2016-06-22,9320.0849609375
2016-06-23,9217.056640625
2016-06-24,9100.1943359375
2016-06-27,9158.037109375
2016-06-28,9297.173828125
2016-06-29,9372.1357421875
2016-06-30,9350.9443359375
2016-07-01,9384.4521484375
2016-07-04,9468.4453125
2016-07-05,9486.4013671875
2016-07-07,9412.3681640625
2016-07-08,9532.4697265625
2016-07-11,9562.6904296875
2016-07-12,9600.515625
2016-07-13,9615.9208984375
2016-07-14,9596.7890625
2016-07-15,9500.28515625
2016-07-18,9565.978515625
2016-07-19,9578.439453125
2016-07-20,9644.9169921875
2016-07-21,9767.322265625
2016-07-22,9797.8388671875
2016-07-25,9805.392578125
2016-07-26,9820.30859375
2016-07-27,9814.6181640625
2016-07-28,9805.0517578125
2016-07-29,9735.3837890625
2016-08-01,9712.5234375
2016-08-02,9721.3134765625
2016-08-03,9712.2265625
2016-08-04,9730.400390625
2016-08-05,9789.921875
2016-08-08,9803.3779296875
2016-08-09,9814.1796875
2016-08-10,9613.025390625
2016-08-11,9550.60546875
2016-08-12,9745.1318359375
2016-08-16,9513.083984375
2016-08-17,9661.7421875
2016-08-18,9745.3779296875
2016-08-19,9788.1533203125
2016-08-22,9707.1201171875
2016-08-23,9713.259765625
2016-08-24,9740.76171875
2016-08-25,9696.3642578125
2016-08-26,9765.708984375
2016-08-29,9715.5185546875
2016-08-30,9636.4501953125
2016-08-31,9604.1845703125
2016-09-01,9537.7373046875
2016-09-02,9660.8095703125
2016-09-06,9653.73828125
2016-09-07,9617.7890625
2016-09-08,9574.865234375
2016-09-09,9596.3759765625
2016-09-12,9365.064453125
2016-09-14,9020.1640625
2016-09-15,8963.34375
2016-09-16,8779.5224609375
2016-09-19,8892.9189453125
2016-09-20,9034.75
2016-09-21,9051.2509765625
2016-09-22,9129.5810546875
2016-09-23,9104.87890625
2016-09-26,9109.54296875
2016-09-27,9032.490234375
2016-09-28,9026.646484375
2016-09-29,8896.798828125
2016-09-30,9100.3115234375
2016-10-03,9076.5419921875
2016-10-04,9017.01953125
2016-10-05,8978.615234375
2016-10-06,9039.2177734375
2016-10-07,9034.35546875
2016-10-10,9106.74609375
2016-10-13,8986.4736328125
2016-10-14,8915.7060546875
2016-10-17,8930.4404296875
2016-10-18,8979.6943359375
2016-10-19,8958.7255859375
2016-10-20,8898.369140625
2016-10-21,8965.9443359375
2016-10-24,8885.8466796875
2016-10-25,8691.712890625
2016-10-26,8814.341796875
2016-10-27,8806.0908203125
2016-10-28,8726.3369140625
2016-11-01,8734.4873046875
2016-11-02,8741.4609375
2016-11-03,8729.873046875
2016-11-04,8629.1962890625
2016-11-07,8532.2998046875
2016-11-08,8446.111328125
2016-11-09,8414.876953125
2016-11-10,8619.2255859375
2016-11-11,8541.7783203125
2016-11-15,8441.5439453125
2016-11-16,8337.283203125
2016-11-17,8256.83984375
2016-11-18,8332.5185546875
2016-11-21,8180.375
2016-11-22,8246.7216796875
2016-11-23,8296.521484375
2016-11-24,8368.3681640625
2016-11-25,8469.9287109375
2016-11-28,8366.6005859375
2016-11-29,8348.4306640625
2016-11-30,8339.6904296875
2016-12-01,8348.724609375
2016-12-02,8344.3056640625
2016-12-05,8237.3427734375
2016-12-06,8338.6572265625
2016-12-07,8351.23046875
2016-12-08,8400.1923828125
2016-12-09,8348.33203125
2016-12-12,8434.3251953125
2016-12-13,8442.8701171875
2016-12-14,8397.048828125
2016-12-15,8439.7275390625
2016-12-16,8397.541015625
2016-12-19,8350.296875
2016-12-20,8352.7041015625
2016-12-21,8323.0400390625
2016-12-22,8305.9990234375
2016-12-23,8352.5556640625
2016-12-26,8239.84765625
2016-12-27,8347.6953125
2016-12-28,8351.720703125
2016-12-29,8478.5244140625
2016-12-30,8811.9345703125
2017-01-02,8901.9541015625
2017-01-03,8953.86328125
2017-01-04,9058.1259765625
2017-01-05,9094.5166015625
2017-01-06,9123.5400390625
2017-01-09,9076.884765625
2017-01-10,8856.4287109375
2017-01-11,8875.779296875
2017-01-12,9009.505859375
2017-01-13,9033.17578125
2017-01-16,9090.685546875
2017-01-17,9070.9443359375
2017-01-18,9185.2236328125
2017-01-19,9170.294921875
2017-01-20,9176.3828125
2017-01-23,9245.62890625
2017-01-24,9296.654296875
2017-01-25,9309.4736328125
2017-01-27,9349.7421875
2017-01-30,9306.671875
2017-01-31,9309.4736328125
2017-02-01,9355.9814453125
2017-02-02,9316.9375
2017-02-03,9388.146484375
2017-02-06,9534.9892578125
2017-02-07,9876.943359375
2017-02-08,9861.1787109375
2017-02-09,9771.65234375
2017-02-10,9767.03515625
2017-02-13,9813.25
2017-02-14,9801.4609375
2017-02-15,9714.87890625
2017-02-16,9804.3095703125
2017-02-17,9818.6005859375
2017-02-20,9820.123046875
2017-02-21,9768.115234375
2017-02-22,9778.4765625
2017-02-23,9806.4208984375
2017-02-27,9769.833984375
2017-02-28,9800.7734375
2017-03-01,9767.76953125
2017-03-02,9713.0126953125
2017-03-03,9605.8046875
2017-03-06,9608.505859375
2017-03-07,9621.51953125
2017-03-08,9623.9267578125
2017-03-09,9412.7041015625
2017-03-10,9422.23046875
2017-03-14,9641.212890625
2017-03-15,9765.6103515625
2017-03-16,9767.623046875
2017-03-17,9760.9453125
2017-03-20,9707.1201171875
2017-03-21,9624.56640625
2017-03-22,9522.5146484375
2017-03-23,9671.9072265625
2017-03-24,9745.0830078125
2017-03-27,9761.728515625
2017-03-28,9763.6953125
2017-03-29,9830.9267578125
2017-03-30,9970.8427734375
2017-03-31,10162.8154296875
2017-04-03,10368.1962890625
2017-04-05,10838.37890625
2017-04-06,10810.43359375
2017-04-07,10570.7763671875
2017-04-10,10917.15234375
2017-04-11,10899.9140625
2017-04-12,10756.708984375
2017-04-13,10628.1376953125
2017-04-17,10522.40234375
2017-04-18,10562.23046875
2017-04-19,10492.052734375
2017-04-20,10423.3466796875
2017-04-21,10531.3408203125
2017-04-24,10693.455078125
2017-04-25,10734.5107421875
2017-04-26,10694.7333984375
2017-04-27,10760.83203125
2017-04-28,10828.2626953125
2017-05-02,10811.5654296875
2017-05-03,10878.796875
2017-05-04,11097.8291015625
2017-05-05,11125.9208984375
2017-05-08,11038.8486328125
2017-05-09,11235.1416015625
2017-05-10,11217.9033203125
2017-05-11,11203.8603515625
2017-05-12,11194.283203125
2017-05-15,11101.365234375
2017-05-16,11204.6435546875
2017-05-17,11331.3994140625
2017-05-18,11192.5625
2017-05-19,11217.5595703125
2017-05-22,11147.67578125
2017-05-23,11025.0478515625
2017-05-24,10631.0859375
2017-05-25,10758.1806640625
2017-05-26,11093.115234375
2017-05-29,11226.203125
2017-05-30,11110.990234375
2017-05-31,11286.412109375
2017-06-01,11277.869140625
2017-06-02,11511.19140625
2017-06-05,11473.0810546875
2017-06-06,11483.099609375
2017-06-07,12084.751953125
2017-06-08,11689.31640625
2017-06-09,11586.7734375
2017-06-12,11534.4208984375
2017-06-13,11289.75390625
2017-06-14,11200.814453125
2017-06-15,11277.42578125
2017-06-16,11402.6083984375
2017-06-19,11465.9111328125
2017-06-20,11681.9013671875
2017-06-21,11641.97265625
2017-06-22,11637.8486328125
2017-06-23,11394.2607421875
2017-06-27,11289.212890625
2017-06-28,11412.626953125
2017-06-29,11445.5302734375
2017-06-30,11468.2216796875
2017-07-03,11772.5556640625
2017-07-04,11770.0537109375
2017-07-05,11808.8505859375
2017-07-06,11793.380859375
2017-07-07,11768.875
2017-07-10,11882.3203125
2017-07-11,11781.0048828125
2017-07-12,11827.3154296875
2017-07-13,11681.458984375
2017-07-14,11662.990234375
2017-07-17,11743.9765625
2017-07-18,11789.8935546875
2017-07-19,11839.2978515625
2017-07-20,11842.9326171875
2017-07-21,11649.1923828125
2017-07-24,11874.1181640625
2017-07-25,11958.046875
2017-07-26,12171.28515625
2017-07-27,12162.9365234375
2017-07-28,12228.9912109375
2017-07-31,12295.486328125
2017-08-01,12237.3408203125
2017-08-02,12077.7529296875
2017-08-03,12163.615234375
2017-08-04,12329.005859375
2017-08-07,12438.0693359375
2017-08-08,12339.91796875
2017-08-09,12397.66796875
2017-08-10,12341.4404296875
2017-08-11,12383.513671875
2017-08-14,12585.4189453125
2017-08-16,12550.8662109375
2017-08-17,12701.9052734375
2017-08-18,12754.9365234375
2017-08-21,13027.177734375
2017-08-22,12511.154296875
2017-08-23,12540.2998046875
2017-08-24,12742.6015625
2017-08-28,12974.8818359375
2017-08-29,12896.83203125
2017-08-30,12838.7861328125
2017-08-31,12978.517578125
2017-09-01,13107.291015625
2017-09-04,13223.7763671875
2017-09-05,13176.4453125
2017-09-06,13087.287109375
2017-09-07,13205.1474609375
2017-09-08,13188.7333984375
2017-09-11,13313.228515625
2017-09-12,13744.8115234375
2017-09-13,14187.158203125
2017-09-14,13810.6240234375
2017-09-15,14223.970703125
2017-09-18,16069.9853515625
2017-09-19,16715.515625
2017-09-20,16556.37109375
2017-09-21,16375.3525390625
2017-09-22,15646.66015625
2017-09-25,15118.5458984375
2017-09-26,15755.72265625
2017-09-27,15505.3046875
2017-09-28,15356.7744140625
2017-09-29,15462.4970703125
2017-10-03,15425.78125
2017-10-04,15620.7578125
2017-10-05,15802.2685546875
2017-10-06,15618.4970703125
2017-10-09,15560.94140625
2017-10-10,15597.509765625
2017-10-11,15446.1767578125
2017-10-12,15391.8173828125
2017-10-13,15540.3974609375
2017-10-16,15412.1171875
2017-10-17,15320.4541015625
2017-10-18,15422.9775390625
2017-10-19,15567.0859375
2017-10-23,15390.1953125
2017-10-24,15450.111328125
2017-10-25,15568.9541015625
2017-10-26,15459.203125
2017-10-27,15418.9013671875
2017-10-30,15451.3388671875
2017-10-31,15560.548828125
2017-11-01,15600.75390625
2017-11-02,15496.8525390625
2017-11-03,15357.7080078125
2017-11-06,15393.14453125
2017-11-07,14796.171875
2017-11-08,14749.4814453125
2017-11-09,14901.599609375
2017-11-10,15126.5576171875
2017-11-13,15215.421875
2017-11-14,15148.4794921875
2017-11-15,17015.234375
2017-11-16,16951.876953125
2017-11-17,16975.029296875
2017-11-20,16348.8125
2017-11-21,16632.84765625
2017-11-22,16731.392578125
2017-11-23,16803.986328125
2017-11-24,16660.271484375
2017-11-27,16911.185546875
2017-11-28,16934.677734375
2017-11-29,16901.0546875
2017-11-30,16837.408203125
2017-12-01,16639.08984375
2017-12-04,16832.150390625
2017-12-05,16495.869140625
2017-12-06,16295.533203125
2017-12-07,16776.953125
2017-12-08,16884.4453125
2017-12-11,18157.81640625
2017-12-12,19602.130859375
2017-12-13,19648.869140625
2017-12-14,19297.251953125
2017-12-15,19428.580078125
2017-12-18,20112.599609375
2017-12-19,20117.658203125
2017-12-20,19840.453125
2017-12-21,19636.9296875
2017-12-22,19490.01953125
2017-12-26,19326.0078125
2017-12-27,19694.6796875
2017-12-28,19244.318359375
2017-12-29,19103.111328125
2018-01-01,19020.787109375
2018-01-02,18534.103515625
2018-01-03,18480.38671875
2018-01-04,18501.224609375
2018-01-05,18453.205078125
2018-01-08,18721.91015625
2018-01-09,18297.10546875
2018-01-10,18130.5859375
2018-01-11,17978.46875
2018-01-12,18260.095703125
2018-01-15,18196.4453125
2018-01-16,17638.990234375
2018-01-17,17673.888671875
2018-01-18,17450.05859375
2018-01-19,17609.158203125
2018-01-22,17389.8515625
2018-01-23,17488.1015625
2018-01-24,17197.1328125
2018-01-25,16902.9765625
2018-01-29,16860.119140625
2018-01-30,16699.69140625
2018-01-31,16616.087890625
2018-02-01,16698.314453125
2018-02-02,16412.560546875
2018-02-05,16194.0380859375
2018-02-06,15660.078125
2018-02-07,16269.1376953125
2018-02-08,16673.544921875
2018-02-09,16697.0859375
2018-02-12,17519.314453125
2018-02-14,16671.13671875
2018-02-15,16594.365234375
2018-02-16,16384.103515625
2018-02-19,16192.6162109375
2018-02-20,16152.9501953125
2018-02-21,16020.443359375
2018-02-22,15749.677734375
2018-02-23,16323.498046875
2018-02-26,16088.859375
2018-02-27,16718.666015625
2018-02-28,16973.505859375
2018-03-01,16813.078125
2018-03-05,16489.28125
2018-03-06,16157.0771484375
2018-03-07,15981.123046875
2018-03-08,15674.8701171875
2018-03-09,15591.7109375
2018-03-12,15621.6923828125
2018-03-13,15606.1611328125
2018-03-14,15583.994140625
2018-03-15,15642.482421875
2018-03-16,15527.0283203125
2018-03-19,15085.3681640625
2018-03-20,14982.10546875
2018-03-21,14927.40234375
2018-03-22,14914.966796875
2018-03-23,15020.8369140625
2018-03-26,15485.890625
2018-03-27,16212.2744140625
2018-03-28,16653.98046875
2018-04-02,16897.322265625
2018-04-03,17896.142578125
2018-04-04,17834.41015625
2018-04-05,17841.146484375
2018-04-06,18077.94921875
2018-04-09,18063.546875
2018-04-10,18078.734375
2018-04-11,18038.28515625
2018-04-12,18759.751953125
2018-04-13,18445.439453125
2018-04-16,18093.53125
2018-04-17,17793.271484375
2018-04-18,17946.521484375
2018-04-19,18188.38671875
2018-04-20,18366.998046875
2018-04-23,18554.896484375
2018-04-24,18741.814453125
2018-04-25,18838.587890625
2018-04-26,18717.828125
2018-04-27,18733.40625
2018-04-30,18600.2109375
2018-05-02,18581.83203125
2018-05-03,18502.306640625
2018-05-04,18274.990234375
2018-05-07,18380.21875
2018-05-08,18469.525390625
2018-05-09,18290.71875
2018-05-10,18289.63671875
2018-05-11,18191.435546875
2018-05-14,18543.7890625
2018-05-15,18515.1328125
2018-05-16,18470.947265625
2018-05-17,18388.279296875
2018-05-18,18525.408203125
2018-05-21,18228.54296875
2018-05-22,18186.9140625
2018-05-23,18120.560546875
2018-05-24,18005.05859375
2018-05-25,18164.796875
2018-05-28,18170.15234375
2018-05-29,18155.849609375
2018-05-30,18178.998046875
2018-05-31,18142.529296875
2018-06-01,18237.583984375
2018-06-04,18174.228515625
2018-06-05,18055.9296875
2018-06-06,18170.49609375
2018-06-07,18014.64453125
2018-06-08,18100.55859375
2018-06-11,18001.12890625
2018-06-12,18164.5
2018-06-13,18272.189453125
2018-06-14,17986.4296875
2018-06-15,18095.494140625
2018-06-18,18121.890625
2018-06-19,18172.7578125
2018-06-20,18213.748046875
2018-06-21,18238.470703125
2018-06-22,18379.236328125
2018-06-25,18158.109375
2018-06-26,17981.861328125
2018-06-27,17976.109375
2018-06-28,17930.302734375
2018-06-29,18035.82421875
2018-07-02,18085.466796875
2018-07-03,18033.025390625
2018-07-04,18065.31640625
2018-07-05,18045.556640625
2018-07-06,18086.302734375
2018-07-09,18068.119140625
2018-07-10,18143.759765625
2018-07-11,18476.849609375
2018-07-12,18412.705078125
2018-07-13,18157.373046875
2018-07-16,18295.041015625
2018-07-17,18404.7421875
2018-07-18,18406.365234375
2018-07-19,18413.986328125
2018-07-20,18846.35546875
2018-07-23,19636.9765625
2018-07-24,19560.205078125
2018-07-25,19466.083984375
2018-07-26,19252.921875
2018-07-27,19116.65234375
2018-07-30,19277.779296875
2018-07-31,19414.1015625
2018-08-01,19267.638671875
2018-08-02,19469.62890625
2018-08-03,20434.537109375
2018-08-06,20631.607421875
2018-08-07,21436.2265625
2018-08-08,21241.423828125
2018-08-09,21318.37109375
2018-08-10,21632.8984375
2018-08-13,22005.919921875
2018-08-14,22081.09375
2018-08-16,21958.263671875
2018-08-17,21947.189453125
2018-08-20,22634.388671875
2018-08-21,22398.232421875
2018-08-23,22247.1484375
2018-08-24,21598.8828125
2018-08-27,21654.857421875
2018-08-28,21517.013671875
2018-08-29,21192.193359375
2018-08-30,21510.26953125
2018-08-31,22115.40625
2018-09-03,22593.37890625
2018-09-04,21972.640625
2018-09-05,21612.421875
2018-09-06,21297.744140625
2018-09-07,21245.361328125
2018-09-10,21923.849609375
2018-09-11,22000.552734375
2018-09-12,22025.3125
2018-09-14,21648.90234375
2018-09-17,21701.921875
2018-09-18,21725.455078125
2018-09-19,21587.36328125
2018-09-21,21392.365234375
2018-09-24,21067.150390625
2018-09-25,20585.482421875
2018-09-26,21260.919921875
2018-09-27,21006.841796875
2018-09-28,20482.884765625
2018-10-01,20105.880859375
2018-10-03,19358.3203125
2018-10-04,18771.009765625
2018-10-05,18404.982421875
2018-10-08,17885.703125
2018-10-09,17801.369140625
2018-10-10,18785.4296875
2018-10-11,18458.09765625
2018-10-12,18887.537109375
2018-10-15,19142.00390625
2018-10-16,19577.9375
2018-10-17,18907.2265625
2018-10-19,18668.90234375
2018-10-22,18751.85546875
2018-10-23,18240.69921875
2018-10-24,18285.548828125
2018-10-25,18437.1796875
2018-10-26,18577.728515625
2018-10-29,19024.791015625
2018-10-30,19148.20703125
2018-10-31,19517.681640625
2018-11-01,20079.296875
2018-11-02,20026.37109375
2018-11-05,20043.064453125
2018-11-06,20094.5078125
2018-11-07,20226.443359375
2018-11-09,20117.107421875
2018-11-12,20279.173828125
2018-11-13,20349.328125
2018-11-14,20256.033203125
2018-11-15,20874.466796875
2018-11-16,21135.482421875
2018-11-19,21197.314453125
2018-11-20,21077.041015625
2018-11-21,20915.125
2018-11-22,20944.810546875
2018-11-26,20975.630859375
2018-11-27,20914.982421875
2018-11-28,20898.9296875
2018-11-29,21216.072265625
2018-11-30,21836.861328125
2018-12-03,22459.328125
2018-12-04,23052.107421875
2018-12-05,22798.177734375
2018-12-06,22334.482421875
2018-12-07,22381.544921875
2018-12-10,22378.884765625
2018-12-11,22432.5
2018-12-12,22369.533203125
2018-12-13,22739.0546875
2018-12-14,22915.447265625
2018-12-17,22925.833984375
2018-12-18,22505.40625
2018-12-19,22500.783203125
2018-12-20,22437.025390625
2018-12-21,21786.251953125
2018-12-24,21360.955078125
2018-12-26,21166.7890625
2018-12-27,21047.505859375
2018-12-28,21542.56640625
2018-12-31,21656.974609375
2019-01-01,21548.818359375
2019-01-02,21355.93359375
2019-01-03,21404.27734375
2019-01-04,21276.08203125
2019-01-07,21327.4296875
2019-01-08,21512.73046875
2019-01-09,21671.939453125
2019-01-10,21600.408203125
2019-01-11,21536.41015625
2019-01-14,21393.447265625
2019-01-15,21647.474609375
2019-01-16,21483.587890625
2019-01-17,21599.28125
2019-01-18,21700.837890625
2019-01-21,21823.814453125
2019-01-22,21775.02734375
2019-01-23,21813.0859375
2019-01-24,21462.2734375
2019-01-25,21594.40625
2019-01-28,21216.513671875
2019-01-29,20890.708984375
2019-01-30,20952.494140625
2019-01-31,21062.03125
2019-02-01,21361.296875
2019-02-04,21013.091796875
2019-02-05,21183.82421875
2019-02-06,20790.232421875
2019-02-07,21267.61328125
2019-02-08,21355.046875
2019-02-11,21237.779296875
2019-02-12,21210.01171875
2019-02-14,21211.984375
2019-02-15,21168.416015625
2019-02-18,21163.05078125
2019-02-19,21135.62890625
2019-02-20,21044.40625
2019-02-21,21171.568359375
2019-02-22,21207.6015625
2019-02-25,21377.1484375
2019-02-26,21265.44921875
2019-02-27,21422.248046875
2019-02-28,21271.01171875
2019-03-01,21596.275390625
2019-03-05,21849.90625
2019-03-06,21657.6640625
2019-03-07,21636.890625
2019-03-08,21660.078125
2019-03-11,21661.30859375
2019-03-12,22360.96484375
2019-03-13,22148.046875
2019-03-14,21955.45703125
2019-03-15,21763.8046875
2019-03-18,21772.22265625
2019-03-19,21759.2265625
2019-03-20,21769.859375
2019-03-22,21540.595703125
2019-03-25,21674.20703125
2019-03-26,21717.822265625
2019-03-27,22069.625
2019-03-28,22048.69921875
2019-04-01,21836.66796875
2019-04-02,22178.861328125
2019-04-03,22717.1953125
2019-04-04,22885.515625
2019-04-05,22938.384765625
2019-04-08,22935.482421875
2019-04-09,22958.623046875
2019-04-10,23748.46875
2019-04-11,23680.828125
2019-04-12,23600.3828125
2019-04-15,23485.037109375
2019-04-16,23384.06640625
2019-04-18,23434.970703125
2019-04-22,23376.73046875
2019-04-23,23433.837890625
2019-04-24,23362.15625
2019-04-25,23414.88671875
2019-04-26,23667.9296875
2019-04-30,23679.0546875
2019-05-02,23504.189453125
2019-05-03,23447.720703125
2019-05-06,23592.607421875
2019-05-07,23624.458984375
2019-05-08,23528.509765625
2019-05-09,23427.5390625
2019-05-10,23637.2578125
2019-05-13,23496.658203125
2019-05-14,23292.6953125
2019-05-15,23566.265625
2019-05-16,23365.904296875
2019-05-17,23432.11328125
2019-05-20,23720.060546875
2019-05-21,23562.37890625
2019-05-22,23771.115234375
2019-05-23,23538.599609375
2019-05-24,23922.44921875
2019-05-27,25862.3125
2019-05-28,25787.580078125
2019-05-29,25469.89453125
2019-05-30,25605.134765625
2019-05-31,25338.35546875
2019-06-03,26282.587890625
2019-06-04,26000.599609375
2019-06-06,25561.171875
2019-06-07,25311.130859375
2019-06-10,25448.728515625
2019-06-11,25414.3203125
2019-06-12,25385.46875
2019-06-13,25166.201171875
2019-06-14,25008.90625
2019-06-17,24517.244140625
2019-06-18,24498.291015625
2019-06-19,24515.130859375
2019-06-20,24450.341796875
2019-06-21,24278.921875
2019-06-24,23801.93359375
2019-06-25,23917.572265625
2019-06-26,23986.099609375
2019-06-27,23926.58203125
2019-06-28,24540.630859375
2019-07-01,24614.673828125
2019-07-02,24534.822265625
2019-07-03,24534.822265625
2019-07-04,24560.125
2019-07-05,24167.763671875
2019-07-08,23627.015625
2019-07-09,23186.26171875
2019-07-10,22981.267578125
2019-07-11,23097.107421875
2019-07-12,23017.84765625
2019-07-15,22576.349609375
2019-07-16,22645.416015625
2019-07-17,22313.953125
2019-07-18,22093.201171875
2019-07-19,22042.052734375
2019-07-22,22033.783203125
2019-07-23,21948.515625
2019-07-24,22045.794921875
2019-07-25,22075.333984375
2019-07-26,23001.25390625
2019-07-29,22651.962890625
2019-07-30,22619.326171875
2019-07-31,22796.802734375
2019-08-01,22664.556640625
2019-08-02,22462.173828125
2019-08-05,22657.501953125
2019-08-06,22534.240234375
2019-08-07,22651.537109375
2019-08-08,22722.41796875
2019-08-09,22893.53125
2019-08-13,22900.38671875
2019-08-14,23076.1328125
2019-08-16,22859.7421875
2019-08-19,22911.3828125
2019-08-20,22885.640625
2019-08-21,22663.81640625
2019-08-22,22630.376953125
2019-08-23,22611.1875
