Date,SEER3.SA
2015-08-24,8.266899108886719
2015-08-25,8.557695388793945
2015-08-26,8.40814208984375
2015-08-27,8.516151428222656
2015-08-28,8.225356101989746
2015-08-31,8.059186935424805
2015-09-01,7.710233688354492
2015-09-02,7.568990230560303
2015-09-03,7.568990230560303
2015-09-04,7.49421501159668
2015-09-08,7.477596282958984
2015-09-09,7.6686906814575195
2015-09-10,7.352970600128174
2015-09-11,6.896005630493164
2015-09-14,6.995706081390381
2015-09-15,6.9624738693237305
2015-09-16,7.377894878387451
2015-09-17,7.394512176513672
2015-09-18,7.269886016845703
2015-09-21,6.6966023445129395
2015-09-22,6.106704235076904
2015-09-23,6.688295364379883
2015-09-24,6.621827602386475
2015-09-25,6.414116382598877
2015-09-28,6.929239749908447
2015-09-29,6.812921047210693
2015-09-30,7.120333671569824
2015-10-01,7.10371732711792
2015-10-02,7.4028215408325195
2015-10-05,7.477596282958984
2015-10-06,6.979090213775635
2015-10-07,7.386203765869141
2015-10-08,7.818243026733398
2015-10-09,7.4028215408325195
2015-10-13,7.14525842666626
2015-10-14,6.979090213775635
2015-10-15,7.269886016845703
2015-10-16,7.095409393310547
2015-10-19,7.394512176513672
2015-10-20,7.452672004699707
2015-10-21,7.55237340927124
2015-10-22,7.926252365112305
2015-10-23,7.818243026733398
2015-10-26,7.893019199371338
2015-10-27,7.976105213165283
2015-10-28,7.7600836753845215
2015-10-29,7.519139289855957
2015-10-30,7.801625728607178
2015-11-03,7.868093967437744
2015-11-04,7.976105213165283
2015-11-05,8.001029014587402
2015-11-06,7.560680866241455
2015-11-09,7.801625728607178
2015-11-10,7.68530797958374
2015-11-11,7.4028215408325195
2015-11-12,7.411128520965576
2015-11-13,6.896005630493164
2015-11-16,6.94585657119751
2015-11-17,7.020632743835449
2015-11-18,7.311428546905518
2015-11-19,7.502521514892578
2015-11-23,7.710233688354492
2015-11-24,7.568990230560303
2015-11-25,7.568990230560303
2015-11-26,7.485905647277832
2015-11-27,7.062175273895264
2015-11-30,7.186802387237549
2015-12-01,7.020632743835449
2015-12-02,6.937547206878662
2015-12-03,6.929239749908447
2015-12-04,6.73814582824707
2015-12-07,6.887697219848633
2015-12-08,6.638443946838379
2015-12-09,6.721529483795166
2015-12-10,6.979090213775635
2015-12-11,6.829538822174072
2015-12-14,6.746454238891602
2015-12-15,6.547051906585693
2015-12-16,6.414116382598877
2015-12-17,6.4972004890441895
2015-12-18,6.090087890625
2015-12-21,6.439041614532471
2015-12-22,6.646753311157227
2015-12-23,6.646753311157227
2015-12-28,6.746454238891602
2015-12-29,6.3725738525390625
2015-12-30,6.397500514984131
2016-01-04,6.272871971130371
2016-01-05,6.272871971130371
2016-01-06,6.256256103515625
2016-01-07,6.8710808753967285
2016-01-08,6.355957508087158
2016-01-11,6.148245811462402
2016-01-12,5.973769187927246
2016-01-13,5.982077121734619
2016-01-14,5.973769187927246
2016-01-15,5.973769187927246
2016-01-18,5.957151412963867
2016-01-19,5.749441146850586
2016-01-20,5.417103290557861
2016-01-21,5.167850017547607
2016-01-22,4.985064506530762
2016-01-26,5.583271503448486
2016-01-27,5.525113105773926
2016-01-28,5.932227611541748
2016-01-29,6.272871971130371
2016-02-01,6.306107044219971
2016-02-02,6.3144145011901855
2016-02-03,6.688295364379883
2016-02-04,7.228343963623047
2016-02-05,7.228343963623047
2016-02-10,7.045557498931885
2016-02-11,6.463967800140381
2016-02-12,6.688295364379883
2016-02-15,7.14525842666626
2016-02-16,6.8627729415893555
2016-02-17,6.646753311157227
2016-02-18,6.513817310333252
2016-02-19,6.547051906585693
2016-02-22,7.045557498931885
2016-02-23,6.505510330200195
2016-02-24,6.879388809204102
2016-02-25,6.480583190917969
2016-02-26,6.2645649909973145
2016-02-29,7.095409393310547
2016-03-01,7.68530797958374
2016-03-02,8.241972923278809
2016-03-03,8.225356101989746
2016-03-04,8.142271995544434
2016-03-07,8.059186935424805
2016-03-08,8.433067321777344
2016-03-09,8.890032768249512
2016-03-10,8.557695388793945
2016-03-11,8.516151428222656
2016-03-14,8.291825294494629
2016-03-15,7.726850509643555
2016-03-16,7.859786033630371
2016-03-17,8.300130844116211
2016-03-18,8.63247013092041
2016-03-21,8.865243911743164
2016-03-22,8.924459457397461
2016-03-23,8.79757022857666
2016-03-24,9.15285587310791
2016-03-28,9.051346778869629
2016-03-29,8.79757022857666
2016-03-30,9.03442668914795
2016-03-31,9.03442668914795
2016-04-01,9.305122375488281
2016-04-04,8.966755867004395
2016-04-05,8.932917594909668
2016-04-06,9.042886734008789
2016-04-07,8.992131233215332
2016-04-08,9.448928833007812
2016-04-11,9.051346778869629
2016-04-12,9.50814437866211
2016-04-13,10.151041984558105
2016-04-14,10.151041984558105
2016-04-15,10.827779769897461
2016-04-18,10.565544128417969
2016-04-19,10.67551326751709
2016-04-20,10.683971405029297
2016-04-22,10.32022762298584
2016-04-25,9.846510887145996
2016-04-26,10.303309440612793
2016-04-27,10.413276672363281
2016-04-28,10.159502029418945
2016-04-29,9.685785293579102
2016-05-02,10.108745574951172
2016-05-03,10.37098217010498
2016-05-04,10.421736717224121
2016-05-05,9.854970932006836
2016-05-06,11.470678329467773
2016-05-09,11.817505836486816
2016-05-10,12.409649848937988
2016-05-11,12.088200569152832
2016-05-12,12.477323532104492
2016-05-13,12.105117797851562
2016-05-16,11.419922828674316
2016-05-17,11.419922828674316
2016-05-18,11.293034553527832
2016-05-19,10.954666137695312
2016-05-20,10.286388397216797
2016-05-23,9.55889892578125
2016-05-24,10.404817581176758
2016-05-25,10.167959213256836
2016-05-27,10.447115898132324
2016-05-30,9.846510887145996
2016-05-31,9.60965347290039
2016-06-01,9.660407066345215
2016-06-02,10.041072845458984
2016-06-03,10.396358489990234
2016-06-06,10.506330490112305
2016-06-07,10.827779769897461
2016-06-08,11.673699378967285
2016-06-09,11.039258003234863
2016-06-10,10.99696159362793
2016-06-13,11.005422592163086
2016-06-14,10.836238861083984
2016-06-15,10.540164947509766
2016-06-16,10.819318771362305
2016-06-17,11.081554412841797
2016-06-20,10.590922355651855
2016-06-21,10.946208953857422
2016-06-22,10.455574989318848
2016-06-23,10.870076179504395
2016-06-24,10.548624992370605
2016-06-27,10.36252212524414
2016-06-28,10.404817581176758
2016-06-29,10.650135040283203
2016-06-30,10.548624992370605
2016-07-01,10.574004173278809
2016-07-04,11.081554412841797
2016-07-05,11.123852729797363
2016-07-06,11.225360870361328
2016-07-07,11.250739097595215
2016-07-08,11.106932640075684
2016-07-11,11.36070728302002
2016-07-12,11.419922828674316
2016-07-13,11.546810150146484
2016-07-14,12.536537170410156
2016-07-15,12.764937400817871
2016-07-18,12.815690994262695
2016-07-19,12.96795654296875
2016-07-20,12.934118270874023
2016-07-21,13.255568504333496
2016-07-22,13.4501314163208
2016-07-25,13.154060363769531
2016-07-26,13.128681182861328
2016-07-27,13.111764907836914
2016-07-28,12.798773765563965
2016-07-29,13.221733093261719
2016-08-01,13.788500785827637
2016-08-02,13.70390796661377
2016-08-03,13.830795288085938
2016-08-04,13.70390796661377
2016-08-05,14.177623748779297
2016-08-08,14.042274475097656
2016-08-09,14.076111793518066
2016-08-10,14.380643844604492
2016-08-11,14.296051025390625
2016-08-12,14.076111793518066
2016-08-15,14.253754615783691
2016-08-16,13.822336196899414
2016-08-17,13.534724235534668
2016-08-18,13.577019691467285
2016-08-19,14.803606033325195
2016-08-22,14.296051025390625
2016-08-23,14.473694801330566
2016-08-24,13.70390796661377
2016-08-25,13.323243141174316
2016-08-26,13.170979499816895
2016-08-29,13.873090744018555
2016-08-30,14.05919361114502
2016-08-31,13.737744331359863
2016-09-01,14.15224552154541
2016-09-02,13.873090744018555
2016-09-05,14.008439064025879
2016-09-06,14.346806526184082
2016-09-08,14.719012260437012
2016-09-09,14.380643844604492
2016-09-12,14.15224552154541
2016-09-13,13.974602699279785
2016-09-14,13.8477144241333
2016-09-15,14.592123985290527
2016-09-16,14.634418487548828
2016-09-19,14.583663940429688
2016-09-20,14.609040260314941
2016-09-21,14.964327812194824
2016-09-22,15.438045501708984
2016-09-23,15.463421821594238
2016-09-26,15.2265625
2016-09-27,15.032002449035645
2016-09-28,15.378829002380371
2016-09-29,14.676715850830078
2016-09-30,14.592123985290527
2016-10-03,14.989706993103027
2016-10-04,15.395748138427734
2016-10-05,15.691818237304688
2016-10-06,15.66644287109375
2016-10-07,15.970972061157227
2016-10-10,15.970972061157227
2016-10-11,15.7510347366333
2016-10-13,16.064023971557617
2016-10-14,16.453149795532227
2016-10-17,16.60541343688965
2016-10-18,16.943782806396484
2016-10-19,17.09604835510254
2016-10-20,16.95224380493164
2016-10-21,17.256772994995117
2016-10-24,17.00299644470215
2016-10-25,17.172178268432617
2016-10-26,17.34136390686035
2016-10-27,17.129884719848633
2016-10-28,17.019914627075195
2016-10-31,17.48516845703125
2016-11-01,17.256772994995117
2016-11-03,17.299068450927734
2016-11-04,17.93351173400879
2016-11-07,18.19574546813965
2016-11-08,18.8640193939209
2016-11-09,18.483356475830078
2016-11-10,17.37520408630371
2016-11-11,16.70692253112793
2016-11-14,16.647706985473633
2016-11-16,18.18728256225586
2016-11-17,17.679733276367188
2016-11-18,18.610246658325195
2016-11-21,19.024749755859375
2016-11-22,18.618703842163086
2016-11-23,18.474899291992188
2016-11-24,18.026561737060547
2016-11-25,17.696653366088867
2016-11-28,17.80661964416504
2016-11-29,17.552845001220703
2016-11-30,17.172178268432617
2016-12-01,16.453149795532227
2016-12-02,15.903299331665039
2016-12-05,16.368558883666992
2016-12-06,15.945594787597656
