Date,FERR.BA
2015-08-24,0.21074676513671875
2015-08-25,0.21074676513671875
2015-08-26,0.21074676513671875
2015-08-27,0.2186993509531021
2015-08-28,0.2186993509531021
2015-08-31,0.21074676513671875
2015-09-01,0.21472303569316864
2015-09-02,0.2186993509531021
2015-09-03,0.2186993509531021
2015-09-04,0.2186993509531021
2015-09-07,0.22466377913951874
2015-09-08,0.2326163947582245
2015-09-09,0.23221953213214874
2015-09-10,0.23062822222709656
2015-09-11,0.23062822222709656
2015-09-14,0.2286400943994522
2015-09-15,0.2286400943994522
2015-09-16,0.2286400943994522
2015-09-17,0.2286400943994522
2015-09-18,0.22665192186832428
2015-09-21,0.2286400943994522
2015-09-22,0.21472303569316864
2015-09-23,0.2186993509531021
2015-09-24,0.2186993509531021
2015-09-25,0.2186993509531021
2015-09-28,0.222675621509552
2015-09-29,0.22466377913951874
2015-09-30,0.22466377913951874
2015-10-01,0.222675621509552
2015-10-02,0.22665192186832428
2015-10-05,0.24653442203998566
2015-10-06,0.2385817915201187
2015-10-07,0.23460452258586884
2015-10-08,0.242558091878891
2015-10-09,0.242558091878891
2015-10-13,0.242558091878891
2015-10-14,0.222675621509552
2015-10-15,0.222675621509552
2015-10-16,0.222675621509552
2015-10-19,0.222675621509552
2015-10-20,0.2186993509531021
2015-10-21,0.2186993509531021
2015-10-22,0.2186993509531021
2015-10-23,0.2186993509531021
2015-10-26,0.2286400943994522
2015-10-27,0.2286400943994522
2015-10-28,0.23460452258586884
2015-10-29,0.24454626441001892
2015-10-30,0.25369134545326233
2015-11-02,0.27039217948913574
2015-11-03,0.2783447504043579
2015-11-04,0.2684040665626526
2015-11-05,0.27039217948913574
2015-11-09,0.26641586422920227
2015-11-10,0.26493221521377563
2015-11-11,0.292421817779541
2015-11-12,0.3107478618621826
2015-11-13,0.31672370433807373
2015-11-16,0.32269954681396484
2015-11-17,0.29879623651504517
2015-11-18,0.29879623651504517
2015-11-19,0.29879623651504517
2015-11-20,0.30676400661468506
2015-11-24,0.2908274829387665
2015-11-25,0.2748919427394867
2015-11-26,0.2748919427394867
2015-11-27,0.2748919427394867
2015-11-30,0.2908274829387665
2015-12-01,0.27887579798698425
2015-12-02,0.30278006196022034
2015-12-03,0.29879623651504517
2015-12-04,0.29879623651504517
2015-12-09,0.30278006196022034
2015-12-10,0.30875593423843384
2015-12-11,0.30875593423843384
2015-12-14,0.31473174691200256
2015-12-15,0.3187156021595001
2015-12-16,0.33664312958717346
2015-12-17,0.3471120595932007
2015-12-18,0.35455000400543213
2015-12-21,0.35702967643737793
2015-12-22,0.3694259226322174
2015-12-23,0.36198800802230835
2015-12-28,0.35702967643737793
2015-12-29,0.35702967643737793
2015-12-30,0.35702967643737793
2016-01-04,0.34215280413627625
2016-01-05,0.34215280413627625
2016-01-06,0.332235187292099
2016-01-07,0.32231757044792175
2016-01-08,0.332235187292099
2016-01-11,0.34215280413627625
2016-01-12,0.332235187292099
2016-01-13,0.339674174785614
2016-01-14,0.3347148299217224
2016-01-15,0.31735923886299133
2016-01-18,0.30248337984085083
2016-01-19,0.32231757044792175
2016-01-20,0.30496206879615784
2016-01-21,0.30496206879615784
2016-01-22,0.3347148299217224
2016-01-25,0.31983891129493713
2016-01-26,0.31983891129493713
2016-01-27,0.32231757044792175
2016-01-28,0.3312441110610962
2016-01-29,0.332235187292099
2016-02-01,0.30496206879615784
2016-02-02,0.332235187292099
2016-02-03,0.3371945023536682
2016-02-04,0.3371945023536682
2016-02-05,0.3371945023536682
2016-02-10,0.339674174785614
2016-02-11,0.3371945023536682
2016-02-12,0.35702967643737793
2016-02-15,0.3471120595932007
2016-02-16,0.34463247656822205
2016-02-17,0.3520703911781311
2016-02-18,0.36099594831466675
2016-02-19,0.3669463098049164
2016-02-22,0.37686386704444885
2016-02-23,0.374385267496109
2016-02-24,0.3694259226322174
2016-02-25,0.37686386704444885
2016-02-26,0.3867814838886261
2016-02-29,0.3877735435962677
2016-03-01,0.38281524181365967
2016-03-02,0.38281524181365967
2016-03-03,0.374385267496109
2016-03-04,0.3719055950641632
2016-03-07,0.35702967643737793
2016-03-08,0.3471120595932007
2016-03-09,0.3495907783508301
2016-03-10,0.3471120595932007
2016-03-11,0.3495907783508301
2016-03-14,0.3495907783508301
2016-03-15,0.3471120595932007
2016-03-16,0.35702967643737793
2016-03-17,0.3669463098049164
2016-03-18,0.374385267496109
2016-03-21,0.39917874336242676
2016-03-22,0.374385267496109
2016-03-23,0.38430285453796387
2016-03-28,0.4041370451450348
2016-03-29,0.408599853515625
2016-03-30,0.41653430461883545
2016-03-31,0.4239722490310669
2016-04-01,0.4239722490310669
2016-04-04,0.4239722490310669
2016-04-05,0.41901394724845886
2016-04-06,0.4066166579723358
2016-04-07,0.39421942830085754
2016-04-08,0.3867814838886261
2016-04-11,0.37587282061576843
2016-04-12,0.37934356927871704
