Date,HEG.NS
2015-08-21,27.532196044921875
2015-08-24,25.33587074279785
2015-08-25,23.600202560424805
2015-08-26,23.633102416992188
2015-08-27,24.143110275268555
2015-08-28,24.0937557220459
2015-08-31,23.756492614746094
2015-09-01,23.443904876708984
2015-09-02,23.66600799560547
2015-09-03,23.583749771118164
2015-09-04,23.345195770263672
2015-09-07,22.884540557861328
2015-09-08,22.999704360961914
2015-09-09,23.542617797851562
2015-09-10,23.797624588012695
2015-09-11,23.682462692260742
2015-09-14,23.455631256103516
2015-09-15,23.36322021484375
2015-09-16,23.422027587890625
2015-09-18,23.338014602661133
2015-09-21,22.959970474243164
2015-09-22,23.069183349609375
2015-09-23,23.23720359802246
2015-09-24,23.388423919677734
2015-09-28,23.287612915039062
2015-09-29,23.262409210205078
2015-09-30,23.17840003967285
2015-10-01,26.16075897216797
2015-10-05,26.538806915283203
2015-10-06,26.211164474487305
2015-10-07,25.88352394104004
2015-10-08,31.05855369567871
2015-10-09,31.285377502441406
2015-10-12,30.327659606933594
2015-10-13,29.916015625
2015-10-14,29.369943618774414
2015-10-15,29.369943618774414
2015-10-16,28.546646118164062
2015-10-19,30.453678131103516
2015-10-20,30.19324493408203
2015-10-21,30.142841339111328
2015-10-23,29.445558547973633
2015-10-26,28.807077407836914
2015-10-27,28.513038635253906
2015-10-28,28.1265926361084
2015-10-29,28.042591094970703
2015-10-30,27.48812484741211
2015-11-02,26.538806915283203
2015-11-03,26.80763816833496
2015-11-04,28.151798248291016
2015-11-05,27.462919235229492
2015-11-06,27.370508193969727
2015-11-09,27.210886001586914
2015-11-10,26.891647338867188
2015-11-13,26.79923439025879
2015-11-16,27.17728042602539
2015-11-17,27.72334861755371
2015-11-18,27.782155990600586
2015-11-19,28.050987243652344
2015-11-20,28.269412994384766
2015-11-23,28.092992782592773
2015-11-24,27.97537612915039
2015-11-26,28.38702964782715
2015-11-27,28.00058364868164
2015-11-30,27.59733009338379
2015-12-01,27.983779907226562
2015-12-02,30.378067016601562
2015-12-03,29.51276206970215
2015-12-04,29.789995193481445
2015-12-07,30.20164680480957
2015-12-08,29.311140060424805
2015-12-09,27.807357788085938
2015-12-10,28.681060791015625
2015-12-11,27.87456512451172
2015-12-14,28.076189041137695
2015-12-15,28.118196487426758
2015-12-16,28.134998321533203
2015-12-17,28.538246154785156
2015-12-18,28.487836837768555
2015-12-21,28.664260864257812
2015-12-22,29.697586059570312
2015-12-23,29.874013900756836
2015-12-24,29.52956771850586
2015-12-28,30.042028427124023
2015-12-29,29.353145599365234
2015-12-30,30.100833892822266
