Date,EL
2015-08-03,78.8555679321289
2015-08-04,79.45463562011719
2015-08-05,80.17706298828125
2015-08-06,79.32254028320312
2015-08-07,79.70130920410156
2015-08-10,79.1903305053711
2015-08-11,79.53392791748047
2015-08-12,78.26535034179688
2015-08-13,79.11986541748047
2015-08-14,78.24771118164062
2015-08-17,72.94428253173828
2015-08-18,73.8428726196289
2015-08-19,73.49046325683594
2015-08-20,72.39807891845703
2015-08-21,70.32778930664062
2015-08-24,67.44701385498047
2015-08-25,66.71581268310547
2015-08-26,69.06800842285156
2015-08-27,70.75584411621094
2015-08-28,71.00325775146484
2015-08-31,70.49071502685547
2015-09-01,68.24620056152344
2015-09-02,69.58051300048828
2015-09-03,70.04888153076172
2015-09-04,68.35224151611328
2015-09-08,68.6173324584961
2015-09-09,67.56572723388672
2015-09-10,67.1681137084961
2015-09-11,67.53040313720703
2015-09-14,67.49507141113281
2015-09-15,68.39640045166016
2015-09-16,69.0238037109375
2015-09-17,69.68659210205078
2015-09-18,68.60848999023438
2015-09-21,69.37728881835938
2015-09-22,68.35224151611328
2015-09-23,69.23589324951172
2015-09-24,69.40382385253906
2015-09-25,70.49071502685547
2015-09-28,68.21086120605469
2015-09-29,69.57169342041016
2015-09-30,71.29487609863281
2015-10-01,71.53345489501953
2015-10-02,71.7808837890625
2015-10-05,73.41568756103516
2015-10-06,73.41568756103516
2015-10-07,73.32732391357422
2015-10-08,74.1491470336914
2015-10-09,74.62631225585938
2015-10-12,74.69701385498047
2015-10-13,73.38919067382812
2015-10-14,73.45986938476562
2015-10-15,74.53794860839844
2015-10-16,74.90908813476562
2015-10-19,74.05191802978516
2015-10-20,73.99890899658203
2015-10-21,73.64543151855469
2015-10-22,74.75003051757812
2015-10-23,74.41424560546875
2015-10-26,74.1314697265625
2015-10-27,73.93706512451172
2015-10-28,73.56592559814453
2015-10-29,72.67340087890625
2015-10-30,71.1004638671875
2015-11-02,76.85316467285156
2015-11-03,76.72947692871094
2015-11-04,75.90765380859375
2015-11-05,76.64110565185547
2015-11-06,75.70439910888672
2015-11-09,74.80304718017578
2015-11-10,75.45697784423828
2015-11-11,75.84578704833984
2015-11-12,74.53794860839844
2015-11-13,73.04452514648438
2015-11-16,73.38919067382812
2015-11-17,72.51432037353516
2015-11-18,74.00774383544922
2015-11-19,74.73236083984375
2015-11-20,74.58214569091797
2015-11-23,75.47466278076172
2015-11-24,75.61604309082031
2015-11-25,75.73133087158203
2015-11-27,75.63378143310547
2015-11-30,74.59625244140625
2015-12-01,75.40320587158203
2015-12-02,74.30360412597656
2015-12-03,74.33906555175781
2015-12-04,75.7579116821289
2015-12-07,77.1324234008789
2015-12-08,77.22113037109375
2015-12-09,76.4762191772461
2015-12-10,77.0260009765625
2015-12-11,74.9332046508789
2015-12-14,75.86434173583984
2015-12-15,77.5758056640625
2015-12-16,79.15431213378906
2015-12-17,79.10997009277344
2015-12-18,77.51374816894531
2015-12-21,78.22319030761719
2015-12-22,78.61337280273438
2015-12-23,79.24297332763672
2015-12-24,78.74639129638672
2015-12-28,78.6222152709961
2015-12-29,79.27845001220703
2015-12-30,78.9503402709961
2015-12-31,78.09017181396484
2016-01-04,77.33639526367188
2016-01-05,78.04582214355469
2016-01-06,75.4564208984375
2016-01-07,73.8956527709961
2016-01-08,73.44341278076172
2016-01-11,73.49662780761719
2016-01-12,74.69378662109375
2016-01-13,73.69174194335938
2016-01-14,74.73812103271484
2016-01-15,73.02662658691406
2016-01-19,74.3833999633789
2016-01-20,73.54096221923828
2016-01-21,73.86909484863281
2016-01-22,75.98846435546875
2016-01-25,74.01982879638672
2016-01-26,74.1262435913086
2016-01-27,73.07096862792969
2016-01-28,74.21491241455078
2016-01-29,75.59828186035156
2016-02-01,75.78451538085938
2016-02-02,75.39431762695312
2016-02-03,76.67132568359375
2016-02-04,77.15902709960938
2016-02-05,80.68838500976562
2016-02-08,79.48241424560547
2016-02-09,80.20071411132812
2016-02-10,78.45374298095703
2016-02-11,76.91958618164062
2016-02-12,78.31183624267578
2016-02-16,78.58676147460938
2016-02-17,79.87257385253906
2016-02-18,80.91899108886719
2016-02-19,81.2559585571289
2016-02-22,81.3357925415039
2016-02-23,81.3357925415039
2016-02-24,81.601806640625
2016-02-25,82.45594024658203
2016-02-26,81.66410827636719
2016-02-29,81.25483703613281
2016-03-01,82.20679473876953
2016-03-02,81.71748352050781
2016-03-03,82.02888488769531
2016-03-04,82.34027862548828
2016-03-07,81.52173614501953
2016-03-08,81.61959838867188
2016-03-09,82.02888488769531
2016-03-10,81.64630126953125
2016-03-11,82.8385009765625
2016-03-14,83.47907257080078
2016-03-15,83.4523696899414
2016-03-16,82.8385009765625
2016-03-17,83.58583068847656
2016-03-18,83.79044342041016
2016-03-21,83.74596405029297
2016-03-22,82.90079498291016
2016-03-23,83.07868957519531
2016-03-24,82.98082733154297
2016-03-28,83.27444458007812
2016-03-29,83.78156280517578
2016-03-30,84.00397491455078
2016-03-31,83.9061279296875
2016-04-01,85.0982894897461
2016-04-04,84.96482849121094
2016-04-05,84.60894775390625
