Date,SBRY.L
2015-12-03,245.1691436767578
2015-12-04,243.97418212890625
2015-12-07,240.6880340576172
2015-12-08,243.67547607421875
2015-12-09,244.47207641601562
2015-12-10,240.4888153076172
2015-12-11,234.01602172851562
2015-12-14,235.90806579589844
2015-12-15,248.25616455078125
2015-12-16,247.16079711914062
2015-12-17,254.72897338867188
2015-12-18,254.1314697265625
2015-12-21,258.5130310058594
2015-12-22,258.0152282714844
2015-12-23,264.88623046875
2015-12-24,265.2845153808594
2015-12-29,263.7908630371094
2015-12-30,260.6042785644531
2015-12-31,257.71636962890625
2016-01-04,254.23104858398438
2016-01-05,241.08631896972656
2016-01-06,239.99090576171875
2016-01-07,237.7005615234375
2016-01-08,240.88717651367188
2016-01-11,242.28126525878906
2016-01-12,250.1482391357422
2016-01-13,246.66287231445312
2016-01-14,248.95327758789062
2016-01-15,242.8787841796875
2016-01-18,238.4972381591797
2016-01-19,237.9993133544922
2016-01-20,231.9248504638672
2016-01-21,230.13238525390625
2016-01-22,232.62193298339844
2016-01-25,230.6303253173828
2016-01-26,230.03280639648438
2016-01-27,234.5139617919922
2016-01-28,235.7089080810547
2016-01-29,244.07379150390625
2016-02-01,243.5758819580078
2016-02-02,249.45114135742188
2016-02-03,243.47628784179688
2016-02-04,244.07379150390625
2016-02-05,249.84950256347656
2016-02-08,241.8829345703125
2016-02-09,241.48463439941406
2016-02-10,239.29385375976562
2016-02-11,235.41017150878906
2016-02-12,238.29803466796875
2016-02-15,246.16497802734375
2016-02-16,248.554931640625
2016-02-17,260.4051513671875
2016-02-18,261.9984436035156
2016-02-19,260.0068664550781
2016-02-22,254.1314697265625
2016-02-23,250.24781799316406
2016-02-24,246.5633087158203
2016-02-25,248.95327758789062
2016-02-26,251.74151611328125
2016-02-29,253.3347930908203
2016-03-01,258.3138427734375
2016-03-02,260.9029846191406
2016-03-03,263.193359375
2016-03-04,266.08123779296875
2016-03-07,269.367431640625
2016-03-08,265.7825012207031
2016-03-09,266.6786804199219
2016-03-10,264.88623046875
2016-03-11,272.1556701660156
2016-03-14,279.425048828125
2016-03-15,276.4376220703125
2016-03-16,278.3297119140625
2016-03-17,280.3213195800781
2016-03-18,272.0561828613281
2016-03-21,275.3422546386719
2016-03-22,278.82763671875
2016-03-23,279.425048828125
2016-03-24,274.4460144042969
2016-03-29,274.8443603515625
2016-03-30,279.7239074707031
2016-03-31,275.14306640625
2016-04-01,275.44189453125
2016-04-04,275.64105224609375
2016-04-05,277.13470458984375
2016-04-06,278.5289001464844
2016-04-07,285.99749755859375
2016-04-08,287.2920227050781
2016-04-11,289.6820373535156
2016-04-12,284.60333251953125
2016-04-13,284.8024597167969
2016-04-14,284.3046569824219
2016-04-15,283.7071533203125
2016-04-18,287.9891357421875
2016-04-19,291.2752685546875
2016-04-20,290.9765625
2016-04-21,287.59075927734375
2016-04-22,291.1756896972656
2016-04-25,288.48699951171875
2016-04-26,287.0929260253906
2016-04-27,289.0845031738281
2016-04-28,290.5782165527344
2016-04-29,287.69036865234375
2016-05-03,284.5038146972656
2016-05-04,266.6786804199219
2016-05-05,265.48370361328125
2016-05-06,265.38421630859375
2016-05-09,263.09375
2016-05-10,263.4921569824219
2016-05-11,261.8988037109375
2016-05-12,251.5202178955078
2016-05-13,254.2097625732422
2016-05-16,255.40512084960938
2016-05-17,252.516357421875
2016-05-18,252.41671752929688
2016-05-19,250.9225616455078
2016-05-20,259.5888671875
2016-05-23,257.29766845703125
2016-05-24,263.07525634765625
2016-05-25,261.8798522949219
2016-05-26,266.5616760253906
2016-05-27,268.2550354003906
2016-05-31,267.4581298828125
2016-06-01,255.90316772460938
2016-06-02,255.90316772460938
2016-06-03,245.2446746826172
2016-06-06,246.6392364501953
2016-06-07,245.74273681640625
2016-06-08,249.6276092529297
2016-06-09,246.5396270751953
2016-06-10,240.86175537109375
2016-06-13,237.2757110595703
2016-06-14,230.10365295410156
2016-06-15,230.90057373046875
2016-06-16,229.6056365966797
2016-06-17,230.70135498046875
2016-06-20,243.55128479003906
2016-06-21,244.54739379882812
2016-06-22,243.75051879882812
2016-06-23,245.54351806640625
2016-06-24,226.31838989257812
2016-06-27,216.95484924316406
2016-06-28,221.1385955810547
2016-06-29,228.90830993652344
2016-06-30,231.3986053466797
2016-07-01,235.18389892578125
2016-07-04,230.00404357910156
2016-07-05,222.03509521484375
2016-07-06,213.76731872558594
2016-07-07,216.45681762695312
2016-07-08,223.03118896484375
2016-07-11,226.4180145263672
2016-07-12,229.30679321289062
2016-07-13,229.40635681152344
2016-07-14,230.40252685546875
2016-07-15,228.31063842773438
2016-07-18,229.6056365966797
2016-07-19,226.6172637939453
2016-07-20,228.6094970703125
2016-07-21,227.11532592773438
2016-07-22,224.22654724121094
2016-07-25,226.9160919189453
2016-07-26,222.23435974121094
2016-07-27,225.02346801757812
2016-07-28,222.73239135742188
2016-07-29,223.42965698242188
2016-08-01,222.6327667236328
2016-08-02,221.4374237060547
2016-08-03,221.6366424560547
2016-08-04,225.9199676513672
2016-08-05,229.0078887939453
2016-08-08,232.793212890625
2016-08-09,234.98463439941406
2016-08-10,233.59007263183594
2016-08-11,231.79705810546875
2016-08-12,236.6780548095703
2016-08-15,234.088134765625
2016-08-16,234.088134765625
2016-08-17,233.49046325683594
2016-08-18,240.66253662109375
2016-08-19,241.16058349609375
2016-08-22,240.7621612548828
2016-08-23,243.94972229003906
2016-08-24,242.25633239746094
2016-08-25,241.45944213867188
2016-08-26,240.56289672851562
2016-08-30,241.8578643798828
2016-08-31,239.36756896972656
2016-09-01,241.06097412109375
2016-09-02,245.14511108398438
2016-09-05,245.3443145751953
2016-09-06,243.65090942382812
2016-09-07,243.15284729003906
2016-09-08,243.75051879882812
2016-09-09,240.06484985351562
2016-09-12,237.9729766845703
2016-09-13,234.98463439941406
2016-09-14,234.18777465820312
2016-09-15,239.06874084472656
2016-09-16,239.36756896972656
2016-09-19,245.54351806640625
2016-09-20,243.55128479003906
2016-09-21,248.4322509765625
2016-09-22,250.72335815429688
2016-09-23,252.914794921875
2016-09-26,247.73497009277344
2016-09-27,249.8268585205078
2016-09-28,240.06484985351562
2016-09-29,241.45944213867188
2016-09-30,244.84625244140625
2016-10-03,244.04931640625
2016-10-04,249.22914123535156
2016-10-05,247.33656311035156
2016-10-06,243.94972229003906
2016-10-07,231.0997772216797
2016-10-10,232.89280700683594
2016-10-11,231.8966522216797
2016-10-12,232.3947296142578
2016-10-13,230.30291748046875
2016-10-14,231.99627685546875
2016-10-17,228.4102783203125
2016-10-18,234.088134765625
2016-10-19,236.97689819335938
2016-10-20,237.7738037109375
2016-10-21,239.96524047851562
2016-10-24,241.65867614746094
2016-10-25,239.26795959472656
2016-10-26,242.45555114746094
2016-10-27,243.05322265625
2016-10-28,253.01438903808594
2016-10-31,249.92645263671875
2016-11-01,252.71556091308594
2016-11-02,251.91867065429688
2016-11-03,257.5966491699219
2016-11-04,253.8113555908203
2016-11-07,254.6082305908203
2016-11-08,254.5086212158203
2016-11-09,237.7738037109375
2016-11-10,229.6056365966797
2016-11-11,234.28736877441406
2016-11-14,235.5823211669922
2016-11-15,240.7621612548828
2016-11-16,238.4710235595703
2016-11-17,236.71368408203125
2016-11-18,238.0087890625
2016-11-21,235.31887817382812
2016-11-22,236.414794921875
2016-11-23,233.924072265625
2016-11-24,235.11959838867188
2016-11-25,235.11959838867188
2016-11-28,231.93154907226562
2016-11-29,232.33009338378906
2016-11-30,230.1382598876953
2016-12-01,227.84686279296875
2016-12-02,228.14576721191406
2016-12-05,230.6364288330078
2016-12-06,233.62522888183594
2016-12-07,239.7024688720703
2016-12-08,242.49200439453125
2016-12-09,246.07858276367188
2016-12-12,241.09725952148438
2016-12-13,244.8831024169922
2016-12-14,248.46963500976562
2016-12-15,249.66517639160156
2016-12-16,249.06741333007812
2016-12-19,246.9752197265625
2016-12-20,247.9714813232422
2016-12-21,247.17445373535156
2016-12-22,247.7722625732422
2016-12-23,247.7722625732422
2016-12-28,247.07485961914062
2016-12-29,249.06741333007812
2016-12-30,248.37001037597656
2017-01-03,251.4584197998047
2017-01-04,251.4584197998047
2017-01-05,249.56553649902344
2017-01-06,251.05992126464844
2017-01-09,253.8495330810547
2017-01-10,257.8345642089844
2017-01-11,260.42486572265625
2017-01-12,258.83087158203125
2017-01-13,263.61297607421875
2017-01-16,262.0189208984375
2017-01-17,264.1110534667969
2017-01-18,264.60919189453125
2017-01-19,267.000244140625
2017-01-20,261.7200012207031
2017-01-23,258.83087158203125
2017-01-24,255.0449981689453
2017-01-25,255.54315185546875
2017-01-26,257.13720703125
2017-01-27,253.55059814453125
2017-01-30,255.94163513183594
2017-01-31,256.93792724609375
2017-02-01,257.3363952636719
2017-02-02,256.83831787109375
2017-02-03,263.8122253417969
2017-02-06,259.0301208496094
2017-02-07,265.20697021484375
2017-02-08,266.4024353027344
2017-02-09,265.70513916015625
2017-02-10,263.61297607421875
2017-02-13,264.9081115722656
2017-02-14,265.30657958984375
2017-02-15,265.50579833984375
2017-02-16,266.3028564453125
2017-02-17,267.39874267578125
2017-02-20,267.0999450683594
2017-02-21,264.80841064453125
2017-02-22,266.1036071777344
2017-02-23,266.70135498046875
2017-02-24,264.60919189453125
2017-02-27,266.0040283203125
2017-02-28,266.60174560546875
2017-03-01,267.39874267578125
2017-03-02,263.7125244140625
2017-03-03,260.42486572265625
2017-03-06,259.2294006347656
2017-03-07,262.6166687011719
2017-03-08,265.0076904296875
2017-03-09,261.4211120605469
2017-03-10,265.4062194824219
2017-03-13,267.99658203125
2017-03-14,270.1883239746094
2017-03-15,270.3875427246094
2017-03-16,267.0999450683594
2017-03-17,268.6939392089844
2017-03-20,273.2767333984375
2017-03-21,272.081298828125
2017-03-22,265.60546875
2017-03-23,265.60546875
2017-03-24,265.60546875
2017-03-27,266.801025390625
2017-03-28,263.9117736816406
2017-03-29,264.011474609375
2017-03-30,264.21075439453125
2017-03-31,263.31402587890625
2017-04-03,262.21820068359375
2017-04-04,256.4398193359375
2017-04-05,255.3438720703125
2017-04-06,253.4509735107422
2017-04-07,260.8233642578125
2017-04-10,261.62042236328125
2017-04-11,264.011474609375
2017-04-12,256.93792724609375
2017-04-13,257.4360656738281
2017-04-18,253.65025329589844
2017-04-19,266.4024353027344
2017-04-20,264.60919189453125
2017-04-21,265.0076904296875
2017-04-24,270.3875427246094
2017-04-25,271.1846618652344
2017-04-26,272.5793151855469
2017-04-27,272.8782043457031
2017-04-28,274.37261962890625
2017-05-02,278.4573059082031
2017-05-03,262.51702880859375
2017-05-04,258.432373046875
2017-05-05,264.011474609375
2017-05-08,268.49468994140625
2017-05-09,268.7935485839844
2017-05-10,270.6864929199219
2017-05-11,264.1752014160156
2017-05-12,263.87628173828125
2017-05-15,265.7696533203125
2017-05-16,268.75921630859375
2017-05-17,268.16131591796875
2017-05-18,272.24700927734375
2017-05-19,273.3431091308594
2017-05-22,277.0302429199219
2017-05-23,275.7347717285156
2017-05-24,276.6315612792969
2017-05-25,277.62811279296875
2017-05-26,280.71734619140625
2017-05-30,278.72430419921875
2017-05-31,280.019775390625
2017-06-01,278.3257141113281
2017-06-02,274.1404113769531
2017-06-05,271.3501281738281
2017-06-06,269.05816650390625
2017-06-07,267.7626953125
2017-06-08,266.46722412109375
2017-06-09,264.0756530761719
2017-06-12,264.0756530761719
2017-06-13,267.7626953125
2017-06-14,266.66644287109375
2017-06-15,261.4846496582031
2017-06-16,251.41989135742188
2017-06-19,257.1000671386719
2017-06-20,254.01077270507812
2017-06-21,252.51605224609375
2017-06-22,249.52650451660156
2017-06-23,252.51605224609375
2017-06-26,254.24798583984375
2017-06-27,253.01229858398438
2017-06-28,257.49859619140625
2017-06-29,254.70840454101562
2017-06-30,250.82199096679688
2017-07-03,248.03170776367188
2017-07-04,248.7293243408203
2017-07-05,251.02125549316406
2017-07-06,247.33419799804688
2017-07-07,245.5404510498047
2017-07-10,245.24151611328125
2017-07-11,245.24151611328125
2017-07-12,243.64707946777344
2017-07-13,245.14187622070312
2017-07-14,244.84292602539062
2017-07-17,247.13487243652344
2017-07-18,245.93905639648438
2017-07-19,246.33766174316406
2017-07-20,247.73280334472656
2017-07-21,246.13839721679688
2017-07-24,242.45126342773438
2017-07-25,244.24502563476562
2017-07-26,247.6331329345703
2017-07-27,248.23106384277344
2017-07-28,245.8394012451172
2017-07-31,243.946044921875
2017-08-01,247.43382263183594
2017-08-02,248.9286346435547
2017-08-03,251.41989135742188
2017-08-04,251.61915588378906
2017-08-07,249.12789916992188
2017-08-08,245.3411407470703
2017-08-09,244.9425506591797
2017-08-10,242.849853515625
2017-08-11,240.75721740722656
2017-08-14,239.262451171875
2017-08-15,240.95652770996094
2017-08-16,241.7537384033203
2017-08-17,238.86386108398438
2017-08-18,236.27288818359375
2017-08-21,236.7711639404297
2017-08-22,236.8708038330078
2017-08-23,236.07357788085938
2017-08-24,236.37255859375
2017-08-25,235.27639770507812
2017-08-29,229.89523315429688
2017-08-30,234.97744750976562
2017-08-31,234.7781524658203
2017-09-01,235.27639770507812
2017-09-04,233.28338623046875
2017-09-05,234.97744750976562
2017-09-06,236.17324829101562
2017-09-07,236.37255859375
2017-09-08,234.08058166503906
2017-09-11,235.27639770507812
2017-09-12,238.2659454345703
2017-09-13,238.76419067382812
2017-09-14,239.56138610839844
2017-09-15,236.8708038330078
2017-09-18,236.17324829101562
2017-09-19,242.2519989013672
2017-09-20,243.34812927246094
2017-09-21,233.482666015625
2017-09-22,232.4861602783203
2017-09-25,234.1802215576172
2017-09-26,237.07012939453125
2017-09-27,237.568359375
2017-09-28,235.87428283691406
2017-09-29,237.07012939453125
2017-10-02,238.86386108398438
2017-10-03,246.63661193847656
2017-10-04,240.75721740722656
2017-10-05,242.15231323242188
2017-10-06,241.1558074951172
2017-10-09,237.568359375
2017-10-10,238.56484985351562
2017-10-11,238.66455078125
2017-10-12,239.1627655029297
2017-10-13,240.85687255859375
2017-10-16,242.75022888183594
2017-10-17,246.8359375
2017-10-18,245.44081115722656
2017-10-19,245.5404510498047
2017-10-20,246.8359375
2017-10-23,245.5404510498047
2017-10-24,245.5404510498047
2017-10-25,243.34812927246094
2017-10-26,243.946044921875
2017-10-27,242.15231323242188
2017-10-30,241.85336303710938
2017-10-31,241.654052734375
2017-11-01,235.57530212402344
2017-11-02,236.17324829101562
2017-11-03,234.2799072265625
2017-11-06,233.482666015625
2017-11-07,230.1942138671875
2017-11-08,232.68545532226562
2017-11-09,228.40048217773438
2017-11-10,231.38998413085938
2017-11-13,226.5071258544922
2017-11-14,228.00186157226562
2017-11-15,226.3078155517578
2017-11-16,228.33200073242188
2017-11-17,226.83700561523438
2017-11-20,224.04640197753906
2017-11-21,225.94003295898438
2017-11-22,229.62762451171875
2017-11-23,228.03298950195312
2017-11-24,226.63768005371094
2017-11-27,226.0397186279297
2017-11-28,228.73065185546875
2017-11-29,234.81019592285156
2017-11-30,231.52122497558594
2017-12-01,232.2189178466797
2017-12-04,232.11924743652344
2017-12-05,238.497802734375
2017-12-06,241.4877166748047
2017-12-07,242.28506469726562
2017-12-08,243.8796844482422
2017-12-11,243.8796844482422
2017-12-12,233.81353759765625
2017-12-13,237.04367065429688
2017-12-14,235.80685424804688
2017-12-15,235.3085174560547
2017-12-18,236.00616455078125
2017-12-19,236.80349731445312
2017-12-20,235.80685424804688
2017-12-21,236.2054901123047
2017-12-22,237.20213317871094
2017-12-27,239.99273681640625
2017-12-28,241.0890655517578
2017-12-29,240.5907440185547
2018-01-02,240.39141845703125
2018-01-03,242.6837158203125
2018-01-04,241.2884063720703
2018-01-05,240.19210815429688
2018-01-08,240.19210815429688
2018-01-09,247.56727600097656
2018-01-10,253.04881286621094
2018-01-11,247.76663208007812
2018-01-12,251.8528594970703
2018-01-15,250.05889892578125
2018-01-16,255.34115600585938
2018-01-17,255.9391632080078
2018-01-18,256.83612060546875
2018-01-19,257.13519287109375
2018-01-22,256.13848876953125
2018-01-23,256.13848876953125
2018-01-24,258.0320739746094
2018-01-25,257.7330627441406
2018-01-26,260.2247314453125
2018-01-29,259.2280578613281
2018-01-30,256.13848876953125
2018-01-31,251.65350341796875
2018-02-01,253.3478240966797
2018-02-02,248.26495361328125
2018-02-05,242.5840301513672
2018-02-06,236.4048309326172
2018-02-07,241.38807678222656
2018-02-08,245.3746337890625
2018-02-09,244.07901000976562
2018-02-12,245.1753387451172
2018-02-13,245.77333068847656
2018-02-14,243.97933959960938
2018-02-15,247.06893920898438
2018-02-16,250.05889892578125
2018-02-19,250.35791015625
2018-02-20,253.6468048095703
2018-02-21,254.4441375732422
2018-02-22,254.24484252929688
2018-02-23,254.6434783935547
2018-02-26,255.9391632080078
2018-02-27,256.83612060546875
2018-02-28,258.1317138671875
2018-03-01,255.64012145996094
2018-03-02,252.15187072753906
2018-03-05,252.0522003173828
2018-03-06,243.8796844482422
2018-03-07,243.08236694335938
2018-03-08,240.9894256591797
2018-03-09,242.1853790283203
2018-03-12,244.2783660888672
2018-03-13,240.7900848388672
2018-03-14,237.80015563964844
2018-03-15,238.39813232421875
2018-03-16,235.3085174560547
2018-03-19,232.61756896972656
2018-03-20,232.71722412109375
2018-03-21,231.22225952148438
2018-03-22,228.23231506347656
2018-03-23,226.7373504638672
2018-03-26,224.5447540283203
2018-03-27,228.43165588378906
2018-03-28,233.71389770507812
2018-03-29,237.9994659423828
2018-04-03,236.70384216308594
2018-04-04,236.4048309326172
2018-04-05,243.28167724609375
2018-04-06,245.1753387451172
2018-04-09,243.8796844482422
2018-04-10,247.76663208007812
2018-04-11,249.56057739257812
2018-04-12,252.15187072753906
2018-04-13,255.04212951660156
2018-04-16,253.3478240966797
2018-04-17,256.2381286621094
2018-04-18,261.22137451171875
2018-04-19,263.7130126953125
2018-04-20,263.0153503417969
2018-04-23,265.80596923828125
2018-04-24,265.2079772949219
2018-04-25,265.9055480957031
2018-04-26,267.6995544433594
2018-04-27,268.89556884765625
2018-04-30,307.964111328125
2018-05-01,313.4456481933594
2018-05-02,303.9775390625
2018-05-03,300.987548828125
2018-05-04,300.2899475097656
2018-05-08,294.40966796875
2018-05-09,298.4960021972656
2018-05-10,303.87786865234375
2018-05-11,305.47247314453125
2018-05-14,303.578857421875
2018-05-15,302.9808654785156
2018-05-16,305.8712158203125
2018-05-17,306.3694763183594
2018-05-18,304.475830078125
2018-05-21,315.1399841308594
2018-05-22,317.53192138671875
2018-05-23,317.631591796875
2018-05-24,317.4322814941406
2018-05-25,316.83428955078125
2018-05-29,314.3426818847656
2018-05-30,318.1299133300781
2018-05-31,317.2329406738281
2018-06-01,314.5419921875
2018-06-04,316.33599853515625
2018-06-05,312.9473571777344
2018-06-06,312.0504150390625
2018-06-07,302.6508483886719
2018-06-08,303.8470764160156
2018-06-11,306.6383361816406
2018-06-12,305.6414489746094
2018-06-13,307.2364807128906
2018-06-14,313.71612548828125
2018-06-15,309.42962646484375
2018-06-18,309.0308532714844
2018-06-19,309.62896728515625
2018-06-20,315.8095397949219
2018-06-21,309.52923583984375
2018-06-22,316.5074462890625
2018-06-25,311.9217529296875
2018-06-26,305.0433349609375
2018-06-27,315.21148681640625
2018-06-28,318.8999328613281
2018-06-29,320.19586181640625
2018-07-02,316.2083435058594
2018-07-03,317.60394287109375
2018-07-04,326.974609375
2018-07-05,325.479248046875
2018-07-06,324.8811340332031
2018-07-09,328.07110595703125
2018-07-10,328.37017822265625
2018-07-11,327.4730224609375
2018-07-12,328.37017822265625
2018-07-13,328.37017822265625
2018-07-16,327.1819152832031
2018-07-17,327.57269287109375
2018-07-18,323.3858337402344
2018-07-19,325.5789489746094
2018-07-20,325.08056640625
2018-07-23,324.0836181640625
2018-07-24,324.0836181640625
2018-07-25,325.18023681640625
2018-07-26,322.1896057128906
2018-07-27,325.2798156738281
2018-07-30,325.2798156738281
2018-07-31,325.9776916503906
2018-08-01,326.17706298828125
2018-08-02,325.2798156738281
2018-08-03,327.9714050292969
2018-08-06,330.5632629394531
2018-08-07,333.8529968261719
2018-08-08,335.5476379394531
2018-08-09,336.94329833984375
2018-08-10,332.75640869140625
2018-08-13,331.1614990234375
2018-08-14,333.1551513671875
2018-08-15,328.5695495605469
2018-08-16,337.1426696777344
2018-08-17,333.5539855957031
2018-08-20,333.45428466796875
2018-08-21,336.94329833984375
2018-08-22,340.43243408203125
2018-08-23,339.4354553222656
2018-08-24,335.3482971191406
2018-08-28,333.3545227050781
2018-08-29,332.2580261230469
2018-08-30,329.4667663574219
2018-08-31,323.18646240234375
2018-09-03,325.18023681640625
2018-09-04,322.8874206542969
2018-09-05,319.896728515625
2018-09-06,319.09930419921875
2018-09-07,317.90301513671875
2018-09-10,318.5011291503906
2018-09-11,318.8999328613281
2018-09-12,322.4886169433594
2018-09-13,319.1990051269531
2018-09-14,320.19586181640625
2018-09-17,320.6942443847656
2018-09-18,319.6973571777344
2018-09-19,315.9092102050781
2018-09-20,313.41705322265625
2018-09-21,313.2176818847656
2018-09-24,315.41082763671875
2018-09-25,316.4077453613281
2018-09-26,317.90301513671875
2018-09-27,318.5011291503906
2018-09-28,320.7939758300781
2018-10-01,315.70989990234375
2018-10-02,318.00274658203125
2018-10-03,321.990234375
2018-10-04,315.8095397949219
2018-10-05,314.11492919921875
2018-10-08,312.5198669433594
2018-10-09,312.12115478515625
2018-10-10,310.52618408203125
2018-10-11,305.442138671875
2018-10-12,304.0464782714844
2018-10-15,304.4452819824219
2018-10-16,301.45458984375
2018-10-17,298.96240234375
2018-10-18,303.6477355957031
2018-10-19,303.1492614746094
2018-10-22,302.6508483886719
2018-10-23,303.9467468261719
2018-10-24,304.1461486816406
2018-10-25,309.52923583984375
2018-10-26,303.8470764160156
2018-10-29,309.32989501953125
2018-10-30,310.52618408203125
2018-10-31,310.2271423339844
2018-11-01,312.5198669433594
2018-11-02,317.7036437988281
2018-11-05,312.22088623046875
2018-11-06,312.0214538574219
2018-11-07,318.1023864746094
2018-11-08,322.9870910644531
2018-11-09,320.9932861328125
2018-11-12,315.3111267089844
2018-11-13,314.8127136230469
2018-11-14,315.8095397949219
2018-11-15,305.0732116699219
2018-11-16,304.37530517578125
2018-11-19,305.9704895019531
2018-11-20,305.87078857421875
2018-11-21,311.1547546386719
2018-11-22,306.6683349609375
2018-11-23,309.3601379394531
2018-11-26,312.7498474121094
2018-11-27,314.44476318359375
2018-11-28,317.0368957519531
2018-11-29,311.6531677246094
2018-11-30,304.0762634277344
2018-12-03,305.4720153808594
2018-12-04,306.26959228515625
2018-12-05,305.5716247558594
2018-12-06,299.09136962890625
2018-12-07,299.09136962890625
2018-12-10,293.60797119140625
2018-12-11,295.5022888183594
2018-12-12,274.1671142578125
2018-12-13,279.0522155761719
2018-12-14,274.66558837890625
2018-12-17,263.49951171875
2018-12-18,264.4964294433594
2018-12-19,266.291015625
2018-12-20,265.19439697265625
2018-12-21,269.1822814941406
2018-12-24,263.1007385253906
2018-12-27,260.1098327636719
2018-12-28,264.0976867675781
2018-12-31,264.1974792480469
2019-01-02,260.70794677734375
2019-01-03,262.2034606933594
2019-01-04,259.2125244140625
2019-01-07,264.8952941894531
2019-01-08,265.69281005859375
2019-01-09,271.7743835449219
2019-01-10,275.1640319824219
2019-01-11,274.96466064453125
2019-01-14,272.7713317871094
2019-01-15,273.6685791015625
2019-01-16,272.17315673828125
2019-01-17,270.6777038574219
2019-01-18,277.058349609375
2019-01-21,272.17315673828125
2019-01-22,275.8619689941406
2019-01-23,276.4600830078125
2019-01-24,277.7561950683594
2019-01-25,281.8437805175781
2019-01-28,278.1550598144531
2019-01-29,283.139892578125
2019-01-30,286.6292419433594
2019-01-31,284.3362731933594
2019-02-01,286.0310363769531
2019-02-04,287.72589111328125
2019-02-05,292.0128479003906
2019-02-06,291.71380615234375
2019-02-07,290.0189514160156
2019-02-08,291.0158386230469
2019-02-11,293.0098571777344
2019-02-12,283.04010009765625
2019-02-13,281.1458740234375
2019-02-14,282.9404602050781
2019-02-15,285.3332214355469
2019-02-18,284.9343566894531
2019-02-19,287.02801513671875
2019-02-20,233.7897491455078
2019-02-21,232.693115234375
2019-02-22,232.89247131347656
2019-02-25,234.4876708984375
2019-02-26,233.0918731689453
2019-02-27,230.30038452148438
2019-02-28,228.30642700195312
2019-03-01,231.09791564941406
2019-03-04,232.9921875
2019-03-05,230.30038452148438
2019-03-06,231.2973175048828
2019-03-07,226.611572265625
2019-03-08,223.12213134765625
2019-03-11,223.0224609375
2019-03-12,225.2157745361328
2019-03-13,226.31246948242188
2019-03-14,226.41220092773438
2019-03-15,223.12213134765625
2019-03-18,234.1885223388672
2019-03-19,236.18247985839844
2019-03-20,232.79278564453125
2019-03-21,235.8834228515625
2019-03-22,236.08277893066406
2019-03-25,234.08885192871094
2019-03-26,234.5873565673828
2019-03-27,237.37884521484375
2019-03-28,231.89552307128906
2019-03-29,234.9861297607422
2019-04-01,233.9891357421875
2019-04-02,234.1885223388672
2019-04-03,239.87127685546875
2019-04-04,238.97402954101562
2019-04-05,238.07672119140625
2019-04-08,235.68397521972656
2019-04-09,233.29127502441406
2019-04-10,233.29127502441406
2019-04-11,234.4876708984375
2019-04-12,234.28823852539062
2019-04-15,233.39097595214844
2019-04-16,230.499755859375
2019-04-17,225.91371154785156
2019-04-18,227.0103302001953
2019-04-23,229.70216369628906
2019-04-24,225.91371154785156
2019-04-25,215.3457794189453
2019-04-26,219.53306579589844
2019-04-29,221.82611083984375
2019-04-30,221.82611083984375
2019-05-01,230.499755859375
2019-05-02,221.82611083984375
2019-05-03,219.63275146484375
2019-05-07,213.25213623046875
2019-05-08,208.36703491210938
2019-05-09,209.96212768554688
