Date,SDR.L
2015-12-16,482.4900207519531
2015-12-17,496.54156494140625
2015-12-18,492.6477966308594
2015-12-21,490.6162109375
2015-12-22,492.47845458984375
2015-12-23,502.4668273925781
2015-12-24,501.2817687988281
2015-12-29,511.6087646484375
2015-12-30,507.03778076171875
2015-12-31,503.82122802734375
2016-01-04,485.0295104980469
2016-01-05,487.06097412109375
2016-01-06,476.9033508300781
2016-01-07,460.3124694824219
2016-01-08,453.8792419433594
2016-01-11,448.1231689453125
2016-01-12,454.21783447265625
2016-01-13,454.0485534667969
2016-01-14,438.9812927246094
2016-01-15,431.19378662109375
2016-01-18,427.1307373046875
2016-01-19,438.47344970703125
2016-01-20,425.09912109375
2016-01-21,438.30413818359375
2016-01-22,450.8319091796875
2016-01-25,447.10748291015625
2016-01-26,448.631103515625
2016-01-27,453.2021179199219
2016-01-28,448.631103515625
2016-01-29,461.15887451171875
2016-02-01,457.09576416015625
2016-02-02,443.72161865234375
2016-02-03,430.177978515625
2016-02-04,438.9812927246094
2016-02-05,430.68585205078125
2016-02-08,407.15386962890625
2016-02-09,400.55145263671875
2016-02-10,413.2485046386719
2016-02-11,396.48828125
2016-02-12,403.4293518066406
2016-02-15,410.20123291015625
2016-02-16,404.4451599121094
2016-02-17,421.2054138183594
2016-02-18,421.882568359375
2016-02-19,416.4650573730469
2016-02-22,423.74481201171875
2016-02-23,424.0833740234375
2016-02-24,418.6658935546875
2016-02-25,432.8866271972656
2016-02-26,446.9381103515625
2016-02-29,442.8751220703125
2016-03-01,454.8950500488281
2016-03-02,460.1432189941406
2016-03-03,463.529052734375
2016-03-04,444.2294921875
2016-03-07,448.8004455566406
2016-03-08,446.76885986328125
2016-03-09,454.55645751953125
2016-03-10,456.926513671875
2016-03-11,456.75726318359375
2016-03-14,457.6037292480469
2016-03-15,458.6195068359375
2016-03-16,458.2808837890625
2016-03-17,459.8045654296875
2016-03-18,465.5605773925781
2016-03-21,461.3282470703125
2016-03-22,461.49749755859375
2016-03-23,459.63525390625
2016-03-24,450.25091552734375
2016-03-29,448.7269592285156
2016-03-30,458.8868408203125
2016-03-31,454.3148498535156
2016-04-01,444.3243713378906
2016-04-04,447.2030029296875
2016-04-05,434.5031433105469
2016-04-06,438.90582275390625
2016-04-07,427.3912658691406
2016-04-08,423.3273010253906
2016-04-11,424.5126647949219
2016-04-12,430.1004943847656
2016-04-13,437.5511169433594
2016-04-14,440.2603759765625
2016-04-15,438.05914306640625
2016-04-18,436.7044677734375
2016-04-19,444.3243713378906
2016-04-20,442.461669921875
2016-04-21,438.90582275390625
2016-04-22,435.0111389160156
2016-04-25,433.1484375
2016-04-26,437.38177490234375
2016-04-27,437.2124328613281
2016-04-28,434.8418273925781
2016-04-29,425.6980285644531
2016-05-03,418.9246826171875
2016-05-04,415.3687438964844
2016-05-05,414.1834716796875
2016-05-06,413.84478759765625
2016-05-09,416.3847351074219
2016-05-10,417.2313537597656
2016-05-11,419.0939636230469
2016-05-12,417.4007263183594
2016-05-13,422.1419982910156
2016-05-16,423.8353271484375
2016-05-17,424.17401123046875
2016-05-18,429.42315673828125
2016-05-19,426.71392822265625
2016-05-20,436.0271911621094
2016-05-23,437.0430908203125
2016-05-24,453.63751220703125
2016-05-25,459.90283203125
2016-05-26,460.2414855957031
2016-05-27,463.2893981933594
2016-05-31,458.8868408203125
2016-06-01,450.589599609375
2016-06-02,449.2350158691406
2016-06-03,449.74298095703125
2016-06-06,452.62158203125
2016-06-07,449.4042053222656
2016-06-08,449.91229248046875
2016-06-09,445.34039306640625
2016-06-10,432.1325378417969
2016-06-13,419.60205078125
2016-06-14,407.24090576171875
2016-06-15,408.0875549316406
2016-06-16,404.1929626464844
2016-06-17,414.0141296386719
2016-06-20,438.05914306640625
2016-06-21,439.9218444824219
2016-06-22,446.8643493652344
2016-06-23,459.0561828613281
2016-06-24,403.3463439941406
2016-06-27,346.95904541015625
2016-06-28,364.2308349609375
2016-06-29,381.671875
2016-06-30,398.9437255859375
2016-07-01,410.11956787109375
2016-07-04,397.7583312988281
2016-07-05,377.6079406738281
2016-07-06,372.6974182128906
2016-07-07,392.50897216796875
2016-07-08,405.20892333984375
2016-07-11,423.4966735839844
2016-07-12,436.0271911621094
2016-07-13,424.5126647949219
2016-07-14,432.1325378417969
2016-07-15,431.7938537597656
2016-07-18,434.3338317871094
2016-07-19,434.8418273925781
2016-07-20,437.8898010253906
2016-07-21,436.5351867675781
2016-07-22,437.0430908203125
2016-07-25,441.1070556640625
2016-07-26,437.8898010253906
2016-07-27,447.03363037109375
2016-07-28,428.57659912109375
2016-07-29,443.3083190917969
2016-08-01,441.9537353515625
2016-08-02,437.5511169433594
2016-08-03,436.873779296875
2016-08-04,442.461669921875
2016-08-05,451.7748718261719
2016-08-08,458.54803466796875
2016-08-09,461.7655029296875
2016-08-10,460.4107971191406
2016-08-11,464.4747619628906
2016-08-12,471.7559814453125
2016-08-15,474.803955078125
2016-08-16,471.5866394042969
2016-08-17,465.49072265625
2016-08-18,467.7413330078125
2016-08-19,462.4915771484375
2016-08-22,461.9834899902344
2016-08-23,466.0479431152344
2016-08-24,467.2332763671875
2016-08-25,464.8624267578125
2016-08-26,466.55596923828125
2016-08-30,466.7253723144531
2016-08-31,471.4670715332031
2016-09-01,475.1927795410156
2016-09-02,480.1038818359375
2016-09-05,478.240966796875
2016-09-06,471.6364440917969
2016-09-07,469.7735900878906
2016-09-08,472.9911804199219
2016-09-09,464.6930847167969
2016-09-12,454.36279296875
2016-09-13,456.3949890136719
2016-09-14,458.0885314941406
2016-09-15,460.62872314453125
2016-09-16,453.6854248046875
2016-09-19,460.62872314453125
2016-09-20,458.42724609375
2016-09-21,463.8463439941406
2016-09-22,466.38653564453125
2016-09-23,464.0157470703125
2016-09-26,453.3467102050781
2016-09-27,449.959716796875
2016-09-28,452.6692810058594
2016-09-29,457.2417297363281
2016-09-30,456.5644226074219
2016-10-03,469.09613037109375
2016-10-04,476.88623046875
2016-10-05,478.0716552734375
2016-10-06,474.85406494140625
2016-10-07,469.09613037109375
2016-10-10,468.92681884765625
2016-10-11,473.4992980957031
2016-10-12,473.16058349609375
2016-10-13,462.9996032714844
2016-10-14,468.92681884765625
2016-10-17,464.5238037109375
2016-10-18,477.0555725097656
2016-10-19,475.0234069824219
2016-10-20,475.53143310546875
2016-10-21,475.1927795410156
2016-10-24,481.7973327636719
2016-10-25,483.82952880859375
2016-10-26,482.8134460449219
2016-10-27,481.7973327636719
2016-10-28,481.9666748046875
2016-10-31,477.3943176269531
2016-11-01,475.7007141113281
2016-11-02,471.80572509765625
2016-11-03,474.3460388183594
2016-11-04,469.2655334472656
2016-11-07,477.0555725097656
2016-11-08,481.9666748046875
2016-11-09,484.168212890625
2016-11-10,491.6195373535156
2016-11-11,484.3374938964844
2016-11-14,488.40191650390625
2016-11-15,492.127685546875
2016-11-16,485.69232177734375
2016-11-17,485.8616638183594
2016-11-18,486.3697814941406
2016-11-21,477.22491455078125
2016-11-22,485.0149841308594
2016-11-23,482.64410400390625
2016-11-24,481.7973327636719
2016-11-25,485.8616638183594
2016-11-28,477.3943176269531
2016-11-29,472.1444396972656
2016-11-30,468.24945068359375
2016-12-01,471.6364440917969
2016-12-02,472.313720703125
2016-12-05,472.6524963378906
2016-12-06,474.1766357421875
2016-12-07,489.0793151855469
2016-12-08,495.006591796875
2016-12-09,497.2080993652344
2016-12-12,489.41802978515625
2016-12-13,497.54681396484375
2016-12-14,497.2080993652344
2016-12-15,504.1513366699219
2016-12-16,505.5062255859375
2016-12-19,502.1191711425781
2016-12-20,506.691650390625
2016-12-21,502.2885437011719
2016-12-22,502.627197265625
2016-12-23,505.5062255859375
2016-12-28,505.16741943359375
2016-12-29,504.8287048339844
2016-12-30,507.7076721191406
2017-01-03,514.9896240234375
2017-01-04,511.43341064453125
2017-01-05,511.60272216796875
2017-01-06,511.26397705078125
2017-01-09,513.4656982421875
2017-01-10,514.312255859375
2017-01-11,513.9736328125
2017-01-12,509.40118408203125
2017-01-13,516.0057983398438
2017-01-16,513.9736328125
2017-01-17,513.6348876953125
2017-01-18,511.43341064453125
2017-01-19,504.9980773925781
2017-01-20,505.8448791503906
2017-01-23,504.8287048339844
2017-01-24,506.18359375
2017-01-25,509.0624694824219
2017-01-26,499.0709228515625
2017-01-27,495.006591796875
2017-01-30,491.2808532714844
2017-01-31,496.8693542480469
2017-02-01,498.2241516113281
2017-02-02,494.4985046386719
2017-02-03,500.9337463378906
2017-02-06,497.3774108886719
2017-02-07,505.675537109375
2017-02-08,506.691650390625
2017-02-09,512.7881469726562
2017-02-10,514.9896240234375
2017-02-13,519.053955078125
2017-02-14,519.7314453125
2017-02-15,518.5458984375
2017-02-16,515.6670532226562
2017-02-17,519.7314453125
2017-02-20,521.2556762695312
2017-02-21,518.2073974609375
2017-02-22,516.3445434570312
2017-02-23,515.83642578125
2017-02-24,509.40118408203125
2017-02-27,512.4495239257812
2017-02-28,520.4088134765625
2017-03-01,529.3843383789062
2017-03-02,516.5138549804688
2017-03-03,520.0701293945312
2017-03-06,528.1987915039062
2017-03-07,529.5537109375
2017-03-08,531.9244384765625
2017-03-09,531.7552490234375
2017-03-10,529.72314453125
2017-03-13,531.2471923828125
2017-03-14,529.5537109375
2017-03-15,528.53759765625
2017-03-16,534.2954711914062
2017-03-17,533.1100463867188
2017-03-20,534.4647827148438
2017-03-21,529.8923950195312
2017-03-22,525.4894409179688
2017-03-23,526.3360595703125
2017-03-24,522.2718505859375
2017-03-27,518.5458984375
2017-03-28,521.7637329101562
2017-03-29,523.9652099609375
2017-03-30,514.9267578125
2017-03-31,513.2330322265625
2017-04-03,514.4186401367188
2017-04-04,522.7184448242188
2017-04-05,522.2103271484375
2017-04-06,522.0409545898438
2017-04-07,527.461181640625
2017-04-10,530.1712036132812
2017-04-11,531.187744140625
2017-04-12,525.9367065429688
2017-04-13,527.1223754882812
2017-04-18,518.1451416015625
2017-04-19,518.6531372070312
2017-04-20,520.5165405273438
2017-04-21,519.8388671875
2017-04-24,532.2041015625
2017-04-25,534.406005859375
2017-04-26,541.689453125
2017-04-27,542.8751831054688
2017-04-28,539.8262329101562
2017-05-02,545.7545776367188
2017-05-03,542.0282592773438
2017-05-04,548.8035888671875
2017-05-05,545.416015625
2017-05-08,548.4649047851562
2017-05-09,551.1749877929688
2017-05-10,555.0708618164062
2017-05-11,553.2075805664062
2017-05-12,546.0934448242188
2017-05-15,547.1096801757812
2017-05-16,543.044677734375
2017-05-17,532.0344848632812
2017-05-18,529.3244018554688
2017-05-19,526.4449462890625
2017-05-22,528.4776611328125
2017-05-23,530.5101318359375
2017-05-24,533.3897705078125
2017-05-25,536.7772216796875
2017-05-26,536.0999145507812
2017-05-30,536.608154296875
2017-05-31,534.7447509765625
2017-06-01,538.4712524414062
2017-06-02,534.9141235351562
2017-06-05,533.2202758789062
2017-06-06,525.0899047851562
2017-06-07,527.7999877929688
2017-06-08,525.7672729492188
2017-06-09,531.6959228515625
2017-06-12,529.1552124023438
2017-06-13,532.3733520507812
2017-06-14,528.9855346679688
2017-06-15,524.920654296875
2017-06-16,528.138916015625
2017-06-19,533.7283935546875
2017-06-20,533.7283935546875
2017-06-21,529.663330078125
2017-06-22,529.8326416015625
2017-06-23,534.7447509765625
2017-06-26,532.9161987304688
2017-06-27,525.7454223632812
2017-06-28,525.2592163085938
2017-06-29,521.53271484375
2017-06-30,525.7672729492188
2017-07-03,528.9855346679688
2017-07-04,527.6306762695312
2017-07-05,534.9141235351562
2017-07-06,534.5753173828125
2017-07-07,534.7447509765625
2017-07-10,546.2627563476562
2017-07-11,546.2627563476562
2017-07-12,545.416015625
2017-07-13,554.7320556640625
2017-07-14,551.6831665039062
2017-07-17,558.2892456054688
2017-07-18,564.0481567382812
2017-07-19,568.6215209960938
2017-07-20,568.11328125
2017-07-21,566.4195556640625
2017-07-24,563.8788452148438
2017-07-25,568.6215209960938
2017-07-26,573.0254516601562
2017-07-27,588.4393920898438
2017-07-28,583.8660278320312
2017-07-31,583.5272827148438
2017-08-01,586.2374267578125
2017-08-02,586.0679931640625
2017-08-03,587.084228515625
2017-08-04,589.7945556640625
2017-08-07,589.1168823242188
2017-08-08,593.3515014648438
2017-08-09,588.4393920898438
2017-08-10,577.4295654296875
2017-08-11,570.6541748046875
2017-08-14,576.7518310546875
2017-08-15,576.2438354492188
2017-08-16,583.3578491210938
2017-08-17,575.4537353515625
2017-08-18,572.5738525390625
2017-08-21,571.5574951171875
2017-08-22,574.606689453125
2017-08-23,570.8798828125
2017-08-24,573.9290771484375
2017-08-25,571.8961181640625
2017-08-29,568.6776123046875
2017-08-30,568.3388671875
2017-08-31,570.541015625
2017-09-01,573.4208374023438
2017-09-04,567.4918823242188
2017-09-05,560.3770751953125
2017-09-06,556.3115234375
2017-09-07,551.9070434570312
2017-09-08,554.4481201171875
2017-09-11,559.0217895507812
2017-09-12,563.2567138671875
2017-09-13,562.409912109375
2017-09-14,557.6665649414062
2017-09-15,551.7376098632812
2017-09-18,558.8524169921875
2017-09-19,561.5628662109375
2017-09-20,561.393310546875
2017-09-21,553.26220703125
2017-09-22,556.9889526367188
2017-09-25,557.4971923828125
2017-09-26,553.26220703125
2017-09-27,556.4807739257812
2017-09-28,562.409912109375
2017-09-29,568.3388671875
2017-10-02,574.4371948242188
2017-10-03,579.5193481445312
2017-10-04,574.2677612304688
2017-10-05,582.229736328125
2017-10-06,586.6340942382812
2017-10-09,584.0929565429688
2017-10-10,583.9236450195312
2017-10-11,581.8908081054688
2017-10-12,593.5795288085938
2017-10-13,594.0878295898438
2017-10-16,594.9346313476562
2017-10-17,587.8199462890625
2017-10-18,593.4102783203125
2017-10-19,588.15869140625
2017-10-20,590.3609008789062
2017-10-23,590.1915893554688
2017-10-24,590.3609008789062
2017-10-25,586.2953491210938
2017-10-26,594.2571411132812
2017-10-27,586.8034057617188
2017-10-30,590.0220947265625
2017-10-31,591.7161865234375
2017-11-01,587.650390625
2017-11-02,589.1751098632812
2017-11-03,592.3937377929688
2017-11-06,589.5137939453125
2017-11-07,585.1094970703125
2017-11-08,585.7869873046875
2017-11-09,583.0767822265625
2017-11-10,584.7708129882812
2017-11-13,580.0275268554688
2017-11-14,585.4483032226562
2017-11-15,585.9566650390625
2017-11-16,597.306396484375
2017-11-17,592.3937377929688
2017-11-20,592.054931640625
2017-11-21,598.1533813476562
2017-11-22,591.207763671875
2017-11-23,588.4974975585938
2017-11-24,585.6176147460938
2017-11-27,581.0438232421875
2017-11-28,585.7869873046875
2017-11-29,585.2788696289062
2017-11-30,584.431884765625
2017-12-01,576.9783325195312
2017-12-04,574.7760620117188
2017-12-05,574.7760620117188
2017-12-06,576.47021484375
2017-12-07,574.9454956054688
2017-12-08,580.1968383789062
2017-12-11,582.7378540039062
2017-12-12,581.21337890625
2017-12-13,589.294189453125
2017-12-14,587.9892578125
2017-12-15,588.15869140625
2017-12-18,594.4264526367188
2017-12-19,596.967529296875
2017-12-20,594.5960083007812
2017-12-21,597.4756469726562
2017-12-22,591.0384521484375
2017-12-27,594.5960083007812
2017-12-28,596.2899169921875
2017-12-29,595.6123046875
2018-01-02,595.1041870117188
2018-01-03,596.459228515625
2018-01-04,599.84716796875
2018-01-05,603.4047241210938
2018-01-08,605.7763671875
2018-01-09,614.7545776367188
2018-01-10,612.8911743164062
2018-01-11,611.8746948242188
2018-01-12,614.0770263671875
2018-01-15,618.8202514648438
2018-01-16,621.7001342773438
2018-01-17,622.547119140625
2018-01-18,627.6289672851562
2018-01-19,630.6783447265625
2018-01-22,624.7493286132812
2018-01-23,625.4268798828125
2018-01-24,620.3447875976562
2018-01-25,621.869384765625
2018-01-26,630.0006103515625
2018-01-29,639.1482543945312
2018-01-30,629.8312377929688
2018-01-31,630.1701049804688
2018-02-01,628.81494140625
2018-02-02,626.951416015625
2018-02-05,615.7711181640625
2018-02-06,584.6012573242188
2018-02-07,602.2189331054688
2018-02-08,579.8580932617188
2018-02-09,567.4918823242188
2018-02-12,575.1149291992188
2018-02-13,567.322509765625
2018-02-14,569.1859130859375
2018-02-15,571.7269897460938
2018-02-16,578.672119140625
2018-02-19,577.65576171875
2018-02-20,589.0057373046875
2018-02-21,589.5137939453125
2018-02-22,585.2788696289062
2018-02-23,580.53564453125
2018-02-26,584.431884765625
2018-02-27,587.9892578125
2018-02-28,584.2625122070312
2018-03-01,573.4208374023438
2018-03-02,566.9835815429688
2018-03-05,570.541015625
2018-03-06,570.8798828125
2018-03-07,568.0000610351562
2018-03-08,571.7269897460938
2018-03-09,576.639404296875
2018-03-12,583.5849609375
2018-03-13,578.1640014648438
2018-03-14,574.9454956054688
2018-03-15,577.65576171875
2018-03-16,577.65576171875
2018-03-19,574.0984497070312
2018-03-20,576.8088989257812
2018-03-21,573.5903930664062
2018-03-22,552.2051391601562
2018-03-23,545.2582397460938
2018-03-26,539.1583251953125
2018-03-27,543.5639038085938
2018-03-28,540.005615234375
2018-03-29,540.852783203125
2018-04-03,536.1084594726562
2018-04-04,533.9057006835938
2018-04-05,542.7166137695312
2018-04-06,534.7528686523438
2018-04-09,537.1251220703125
2018-04-10,541.3610229492188
2018-04-11,542.0387573242188
2018-04-12,546.4442138671875
2018-04-13,553.221923828125
2018-04-16,551.5274658203125
2018-04-17,550.5108032226562
2018-04-18,547.7997436523438
2018-04-19,551.8663940429688
2018-04-20,556.271728515625
2018-04-23,554.9163208007812
2018-04-24,552.883056640625
2018-04-25,549.6636352539062
2018-04-26,551.5274658203125
2018-04-27,557.2883911132812
2018-04-30,559.3217163085938
2018-05-01,564.4049682617188
2018-05-02,568.640869140625
2018-05-03,564.2354736328125
2018-05-04,566.7771606445312
2018-05-08,574.4017944335938
2018-05-09,578.9768676757812
2018-05-10,579.8239135742188
2018-05-11,583.8905029296875
2018-05-14,577.9600830078125
2018-05-15,581.518310546875
2018-05-16,580.501708984375
2018-05-17,584.3988647460938
2018-05-18,583.2128295898438
2018-05-21,588.8043212890625
2018-05-22,591.0068969726562
2018-05-23,579.8239135742188
2018-05-24,567.2852783203125
2018-05-25,571.0131225585938
2018-05-29,553.8995361328125
2018-05-30,551.0191040039062
2018-05-31,548.4774169921875
2018-06-01,554.2384643554688
2018-06-04,557.4578247070312
2018-06-05,549.6636352539062
2018-06-06,555.7635498046875
2018-06-07,555.255126953125
2018-06-08,551.1884765625
2018-06-11,558.6439208984375
2018-06-12,558.304931640625
2018-06-13,554.9163208007812
2018-06-14,555.0858154296875
2018-06-15,540.005615234375
2018-06-18,538.4805297851562
2018-06-19,535.6001586914062
2018-06-20,537.9722900390625
2018-06-21,528.483642578125
2018-06-22,534.9222412109375
2018-06-25,523.90869140625
2018-06-26,526.7892456054688
2018-06-27,530.5169067382812
2018-06-28,524.9254150390625
2018-06-29,535.091796875
2018-07-02,526.7892456054688
2018-07-03,532.5501098632812
2018-07-04,535.2613525390625
2018-07-05,541.8694458007812
2018-07-06,544.7498779296875
2018-07-09,553.7301025390625
2018-07-10,549.6636352539062
2018-07-11,532.380859375
2018-07-12,533.2279052734375
2018-07-13,535.6001586914062
2018-07-16,535.6792602539062
2018-07-17,538.8193969726562
2018-07-18,548.4774169921875
2018-07-19,547.9691772460938
2018-07-20,541.0220947265625
2018-07-23,539.6666870117188
2018-07-24,546.10546875
2018-07-25,545.9359130859375
2018-07-26,523.4005126953125
2018-07-27,520.6893310546875
2018-07-30,527.4669799804688
2018-07-31,527.4669799804688
2018-08-01,532.380859375
2018-08-02,520.8587646484375
2018-08-03,528.822509765625
2018-08-06,527.6364135742188
2018-08-07,533.736328125
2018-08-08,535.9389038085938
2018-08-09,533.736328125
2018-08-10,525.2642211914062
2018-08-13,526.958740234375
2018-08-14,524.5865478515625
2018-08-15,516.6228637695312
2018-08-16,517.1905517578125
2018-08-17,519.56298828125
2018-08-20,527.1885375976562
2018-08-21,524.816162109375
2018-08-22,527.5275268554688
2018-08-23,526.3414306640625
2018-08-24,527.697021484375
2018-08-28,530.5778198242188
2018-08-29,523.6299438476562
2018-08-30,520.7490844726562
2018-08-31,521.0880126953125
2018-09-03,522.61328125
2018-09-04,516.5126342773438
2018-09-05,506.68402099609375
2018-09-06,508.2091064453125
2018-09-07,502.6169738769531
2018-09-10,504.14208984375
2018-09-11,506.1756591796875
2018-09-12,504.9893493652344
2018-09-13,504.3115539550781
2018-09-14,509.3953552246094
2018-09-17,509.9037170410156
2018-09-18,513.46240234375
2018-09-19,519.56298828125
2018-09-20,525.1550903320312
2018-09-21,529.9000244140625
2018-09-24,525.3245239257812
2018-09-25,527.1885375976562
2018-09-26,527.3579711914062
2018-09-27,528.7136840820312
2018-09-28,524.4772338867188
2018-10-01,512.1067504882812
2018-10-02,504.9893493652344
2018-10-03,519.3934936523438
2018-10-04,521.765869140625
2018-10-05,508.3785705566406
2018-10-08,504.4810791015625
2018-10-09,515.6653442382812
2018-10-10,509.2259521484375
2018-10-11,488.38232421875
2018-10-12,481.4345397949219
2018-10-15,472.9615783691406
2018-10-16,479.06207275390625
2018-10-17,481.4345397949219
2018-10-18,482.6206970214844
2018-10-19,473.808837890625
2018-10-22,468.5555725097656
2018-10-23,448.7288818359375
2018-10-24,441.9504699707031
2018-10-25,450.9317932128906
2018-10-26,442.11993408203125
2018-10-29,445.67852783203125
2018-10-30,447.0341796875
2018-10-31,454.15155029296875
2018-11-01,452.28753662109375
2018-11-02,454.3209533691406
2018-11-05,445.50909423828125
2018-11-06,440.2558288574219
2018-11-07,438.391845703125
2018-11-08,440.7642517089844
2018-11-09,441.7810363769531
2018-11-12,433.1385498046875
2018-11-13,441.10321044921875
2018-11-14,438.0528869628906
2018-11-15,428.56317138671875
2018-11-16,430.4272155761719
2018-11-19,421.615234375
2018-11-20,415.1758117675781
2018-11-21,422.97100830078125
2018-11-22,420.59857177734375
2018-11-23,429.24102783203125
2018-11-26,439.91693115234375
2018-11-27,438.2223815917969
2018-11-28,436.69720458984375
2018-11-29,438.90020751953125
2018-11-30,428.2242126464844
2018-12-03,438.90020751953125
2018-12-04,431.27447509765625
2018-12-05,425.1739501953125
2018-12-06,399.41607666015625
2018-12-07,402.4664306640625
2018-12-10,395.5185241699219
2018-12-11,395.6880187988281
2018-12-12,404.4998474121094
2018-12-13,404.1609802246094
2018-12-14,404.83880615234375
2018-12-17,400.94122314453125
2018-12-18,404.1609802246094
2018-12-19,407.04180908203125
2018-12-20,408.05853271484375
2018-12-21,414.32855224609375
2018-12-24,413.142333984375
2018-12-27,405.85552978515625
2018-12-28,417.37884521484375
2018-12-31,413.9896240234375
2019-01-02,419.0734558105469
2019-01-03,413.3117980957031
2019-01-04,439.2391662597656
2019-01-07,434.4942626953125
2019-01-08,442.6283874511719
2019-01-09,449.0677185058594
2019-01-10,448.389892578125
2019-01-11,446.3564758300781
2019-01-14,440.2558288574219
2019-01-15,434.4942626953125
2019-01-16,435.6804504394531
2019-01-17,433.4775085449219
2019-01-18,447.7120666503906
2019-01-21,449.9150390625
2019-01-22,441.9504699707031
2019-01-23,437.3750305175781
2019-01-24,443.1366271972656
2019-01-25,438.391845703125
2019-01-28,439.7474670410156
2019-01-29,444.492431640625
2019-01-30,448.55938720703125
2019-01-31,442.4588317871094
2019-02-01,449.0677185058594
2019-02-04,450.7623596191406
2019-02-05,459.57427978515625
2019-02-06,458.7269592285156
2019-02-07,448.8983154296875
2019-02-08,439.06964111328125
2019-02-11,450.4234619140625
2019-02-12,456.3545227050781
2019-02-13,458.21856689453125
2019-02-14,456.52398681640625
2019-02-15,457.2018737792969
2019-02-18,457.0323791503906
2019-02-19,452.1180114746094
2019-02-20,451.4401550292969
2019-02-21,456.0155944824219
2019-02-22,459.9131774902344
2019-02-25,466.5221862792969
2019-02-26,469.5723571777344
2019-02-27,461.7771911621094
2019-02-28,463.4718017578125
2019-03-01,471.7753601074219
2019-03-04,471.7753601074219
2019-03-05,471.09747314453125
2019-03-06,467.3693542480469
2019-03-07,439.7474670410156
2019-03-08,430.5967102050781
2019-03-11,442.11993408203125
2019-03-12,453.3041687011719
2019-03-13,460.59100341796875
2019-03-14,459.0658874511719
2019-03-15,464.9969787597656
2019-03-18,464.48858642578125
2019-03-19,465.1664123535156
2019-03-20,457.0323791503906
2019-03-21,456.8628845214844
2019-03-22,451.9485778808594
2019-03-25,452.96533203125
2019-03-26,459.4048156738281
2019-03-27,459.7437438964844
2019-03-28,446.6558532714844
2019-03-29,458.0130615234375
2019-04-01,457.5044860839844
2019-04-02,460.0470886230469
2019-04-03,466.9970397949219
2019-04-04,480.3882141113281
2019-04-05,488.524658203125
2019-04-08,488.1855773925781
2019-04-09,489.0331726074219
2019-04-10,497.33905029296875
2019-04-11,508.1876220703125
2019-04-12,520.0532836914062
2019-04-15,523.6129760742188
2019-04-16,535.817626953125
2019-04-17,539.71630859375
2019-04-18,541.7504272460938
2019-04-23,539.3772583007812
2019-04-24,540.90283203125
2019-04-25,541.5808715820312
2019-04-26,539.8859252929688
2019-04-29,544.12353515625
2019-04-30,536.834716796875
2019-05-01,536.4956665039062
2019-05-02,535.3091430664062
2019-05-03,535.9869995117188
2019-05-07,526.155517578125
2019-05-08,525.3081665039062
2019-05-09,518.358154296875
2019-05-10,521.4093627929688
2019-05-13,509.7132568359375
2019-05-14,517.1716918945312
2019-05-15,520.2227172851562
2019-05-16,528.0202026367188
2019-05-17,524.2908935546875
