Date,MKC
2015-08-03,34.170204162597656
2015-08-04,34.40761947631836
2015-08-05,34.79496383666992
2015-08-06,34.749149322509766
2015-08-07,34.81161880493164
2015-08-10,35.265625
2015-08-11,35.240631103515625
2015-08-12,35.265625
2015-08-13,35.198997497558594
2015-08-14,35.48637008666992
2015-08-17,35.403053283691406
2015-08-18,35.29893112182617
2015-08-19,34.782474517822266
2015-08-20,34.14937973022461
2015-08-21,33.29554748535156
2015-08-24,32.20429229736328
2015-08-25,31.662832260131836
2015-08-26,32.5291633605957
2015-08-27,32.93318176269531
2015-08-28,33.287208557128906
2015-08-31,33.0206413269043
2015-09-01,32.3250732421875
2015-09-02,32.979000091552734
2015-09-03,33.35385513305664
2015-09-04,32.808231353759766
2015-09-08,33.691219329833984
2015-09-09,33.27054977416992
2015-09-10,33.345516204833984
2015-09-11,33.674560546875
2015-09-14,33.778690338134766
2015-09-15,34.07857131958008
2015-09-16,34.653350830078125
2015-09-17,34.65751266479492
2015-09-18,34.420108795166016
2015-09-21,34.645015716552734
2015-09-22,34.34930419921875
2015-09-23,34.38262176513672
2015-09-24,34.632530212402344
2015-09-25,34.749149322509766
2015-09-28,33.94528579711914
2015-09-29,33.81617736816406
2015-09-30,34.2285041809082
2015-10-01,32.77073669433594
2015-10-02,33.16225814819336
2015-10-05,34.0161018371582
2015-10-06,33.9202995300293
2015-10-07,34.07857131958008
2015-10-08,34.635250091552734
2015-10-09,34.74825668334961
2015-10-12,34.886375427246094
2015-10-13,34.555721282958984
2015-10-14,34.220882415771484
2015-10-15,34.24181365966797
2015-10-16,34.601768493652344
2015-10-19,34.58084487915039
2015-10-20,34.467830657958984
2015-10-21,34.710594177246094
2015-10-22,35.807193756103516
2015-10-23,35.64815139770508
2015-10-26,35.66907501220703
2015-10-27,35.313297271728516
2015-10-28,35.28399658203125
2015-10-29,35.42631530761719
2015-10-30,35.15007019042969
2015-11-02,35.38865661621094
2015-11-03,35.564430236816406
2015-11-04,35.59791564941406
2015-11-05,35.93694305419922
2015-11-06,35.21704864501953
2015-11-09,34.970088958740234
2015-11-10,35.07054138183594
2015-11-11,35.25471115112305
2015-11-12,34.467830657958984
2015-11-13,34.22507095336914
2015-11-16,34.865455627441406
2015-11-17,34.61850357055664
2015-11-18,35.44724655151367
2015-11-19,35.45979309082031
2015-11-20,35.23378372192383
2015-11-23,35.635589599609375
2015-11-24,35.694190979003906
2015-11-25,35.878353118896484
2015-11-27,36.00810623168945
2015-11-30,35.962059020996094
2015-12-01,36.29690933227539
2015-12-02,35.79045486450195
2015-12-03,35.38444900512695
2015-12-04,36.18806838989258
2015-12-07,36.581520080566406
2015-12-08,36.2215576171875
2015-12-09,36.06669235229492
2015-12-10,35.6523323059082
2015-12-11,35.09566116333008
2015-12-14,35.4053840637207
2015-12-15,35.46816635131836
2015-12-16,36.17134475708008
2015-12-17,35.489105224609375
2015-12-18,35.024505615234375
2015-12-21,35.42212677001953
2015-12-22,35.7988166809082
2015-12-23,36.35550308227539
2015-12-24,36.28852462768555
2015-12-28,36.49361038208008
2015-12-29,36.703941345214844
2015-12-30,36.42632293701172
2015-12-31,35.98887252807617
2016-01-04,35.450469970703125
2016-01-05,35.50935745239258
2016-01-06,35.44625473022461
2016-01-07,35.202301025390625
2016-01-08,35.17704772949219
2016-01-11,35.374759674072266
2016-01-12,35.96784210205078
2016-01-13,35.70283508300781
2016-01-14,35.76593017578125
2016-01-15,35.2107048034668
2016-01-19,34.18859100341797
2016-01-20,33.7763786315918
2016-01-21,33.55764389038086
2016-01-22,34.361045837402344
2016-01-25,34.045570373535156
2016-01-26,34.81532287597656
2016-01-27,34.571346282958984
2016-01-28,35.92578125
2016-01-29,37.00259017944336
2016-02-01,37.086700439453125
2016-02-02,36.88479995727539
2016-02-03,36.58615493774414
2016-02-04,36.102447509765625
2016-02-05,36.12767028808594
2016-02-08,36.960514068603516
2016-02-09,37.11613845825195
2016-02-10,38.066768646240234
2016-02-11,37.99946594238281
2016-02-12,37.717647552490234
2016-02-16,38.01628494262695
2016-02-17,38.38644790649414
2016-02-18,38.24763107299805
2016-02-19,38.70612716674805
2016-02-22,38.500022888183594
2016-02-23,39.06364822387695
2016-02-24,39.0762825012207
2016-02-25,39.581024169921875
2016-02-26,39.34126281738281
2016-02-29,39.22769546508789
2016-03-01,39.27817916870117
2016-03-02,39.33705520629883
2016-03-03,39.433807373046875
2016-03-04,39.509521484375
2016-03-07,39.23609924316406
2016-03-08,39.3707160949707
2016-03-09,39.48427963256836
2016-03-10,39.391754150390625
2016-03-11,39.635719299316406
2016-03-14,39.66936111450195
2016-03-15,39.44223403930664
2016-03-16,39.85444259643555
2016-03-17,40.27085494995117
2016-03-18,39.71982955932617
2016-03-21,39.59784698486328
2016-03-22,39.54738235473633
2016-03-23,40.31291961669922
2016-03-24,40.51900863647461
2016-03-28,40.952266693115234
2016-03-29,41.89027404785156
2016-03-30,41.95757293701172
2016-03-31,41.843997955322266
2016-04-01,42.28565979003906
2016-04-04,42.36137390136719
2016-04-05,41.679954528808594
2016-04-06,41.89867401123047
2016-04-07,42.000064849853516
2016-04-08,42.25776672363281
2016-04-11,41.624080657958984
2016-04-12,41.780399322509766
2016-04-13,40.85945129394531
2016-04-14,40.061012268066406
2016-04-15,40.15818786621094
2016-04-18,40.16664123535156
2016-04-19,40.12861633300781
2016-04-20,39.5963249206543
2016-04-21,38.6077880859375
2016-04-22,38.764095306396484
2016-04-25,39.41045379638672
2016-04-26,39.31328582763672
2016-04-27,39.28792953491211
2016-04-28,39.44424057006836
2016-04-29,39.61743927001953
2016-05-02,39.84556579589844
2016-05-03,39.54140090942383
2016-05-04,40.01454544067383
2016-05-05,40.04833984375
2016-05-06,40.34406661987305
2016-05-09,40.973514556884766
2016-05-10,41.39174270629883
2016-05-11,41.19318771362305
2016-05-12,41.7592658996582
2016-05-13,41.543819427490234
2016-05-16,41.73393630981445
2016-05-17,40.71159744262695
2016-05-18,40.242671966552734
2016-05-19,40.5848503112793
2016-05-20,40.369415283203125
2016-05-23,40.437007904052734
2016-05-24,40.855224609375
2016-05-25,40.85945129394531
2016-05-26,41.197410583496094
2016-05-27,41.30724334716797
2016-05-31,41.00730514526367
2016-06-01,41.08757019042969
2016-06-02,41.05378341674805
2016-06-03,41.602962493896484
2016-06-06,41.197410583496094
2016-06-07,41.34526443481445
2016-06-08,41.73393630981445
2016-06-09,42.287330627441406
2016-06-10,42.16482162475586
2016-06-13,41.805747985839844
2016-06-14,41.98317337036133
2016-06-15,42.11412811279297
2016-06-16,42.443634033203125
2016-06-17,42.27042770385742
2016-06-20,42.32114028930664
2016-06-21,42.595733642578125
2016-06-22,42.3169059753418
2016-06-23,43.25897979736328
2016-06-24,42.90833282470703
2016-06-27,42.942142486572266
2016-06-28,43.09843826293945
2016-06-29,43.38993453979492
2016-06-30,45.06283187866211
2016-07-01,44.724884033203125
2016-07-05,45.23181915283203
2016-07-06,45.06283187866211
2016-07-07,44.92285919189453
2016-07-08,45.36822509765625
2016-07-11,44.93559646606445
2016-07-12,44.43508529663086
2016-07-13,44.64715576171875
2016-07-14,44.477508544921875
