Date,ENDURANCE.NS
2016-10-19,623.6981811523438
2016-10-20,591.447998046875
2016-10-21,603.7888793945312
2016-10-24,604.8975830078125
2016-10-25,603.9335327148438
2016-10-26,593.0870361328125
2016-10-27,590.09814453125
2016-10-28,602.0053100585938
2016-11-01,586.820068359375
2016-11-02,580.312255859375
2016-11-03,582.8671264648438
2016-11-04,572.7437744140625
2016-11-07,592.315673828125
2016-11-08,601.9088134765625
2016-11-09,610.5859985351562
2016-11-10,609.6701049804688
2016-11-11,574.04541015625
2016-11-15,565.4163208007812
2016-11-16,546.712158203125
2016-11-17,528.1525268554688
2016-11-18,522.9462280273438
2016-11-21,504.1938781738281
2016-11-22,510.75
2016-11-23,525.8868408203125
2016-11-24,521.2108154296875
2016-11-25,525.8386840820312
2016-11-28,542.469970703125
2016-11-29,562.7650146484375
2016-11-30,571.92431640625
2016-12-01,563.4881591796875
2016-12-02,552.3524169921875
2016-12-05,546.0371704101562
2016-12-06,546.22998046875
2016-12-07,569.2728881835938
2016-12-08,563.150634765625
2016-12-09,558.4745483398438
2016-12-12,551.3399047851562
2016-12-13,548.8333129882812
2016-12-14,549.7491455078125
2016-12-15,544.3017578125
2016-12-16,552.5933227539062
2016-12-19,553.412841796875
2016-12-20,549.2188720703125
2016-12-21,547.3870239257812
2016-12-22,538.0830688476562
2016-12-23,541.31298828125
2016-12-26,523.0908813476562
2016-12-27,528.7793579101562
2016-12-28,549.79736328125
2016-12-29,549.3635864257812
2016-12-30,556.0642700195312
2017-01-02,557.7996826171875
2017-01-03,552.2078247070312
2017-01-04,550.8096313476562
2017-01-05,552.97900390625
2017-01-06,542.6627197265625
2017-01-09,543.4822387695312
2017-01-10,538.1314086914062
2017-01-11,553.605712890625
2017-01-12,578.7213134765625
2017-01-13,565.9948120117188
2017-01-16,563.295166015625
2017-01-17,562.3311157226562
2017-01-18,572.695556640625
2017-01-19,579.7819213867188
2017-01-20,565.3198852539062
2017-01-23,563.3435668945312
2017-01-24,575.154052734375
2017-01-25,590.2427978515625
2017-01-27,587.0610961914062
2017-01-30,603.2103881835938
2017-01-31,592.8460083007812
2017-02-01,610.3450317382812
2017-02-02,617.7205200195312
2017-02-03,611.3573608398438
2017-02-06,616.8528442382812
2017-02-07,615.1173706054688
2017-02-08,608.8987426757812
2017-02-09,597.811279296875
2017-02-10,617.6240844726562
2017-02-13,632.2789916992188
2017-02-14,651.1277465820312
2017-02-15,640.5223388671875
2017-02-16,637.7745971679688
2017-02-17,639.9921264648438
2017-02-20,647.7533569335938
2017-02-21,648.42822265625
2017-02-22,644.812744140625
2017-02-23,666.0718994140625
2017-02-27,689.9342041015625
2017-02-28,680.5820922851562
2017-03-01,690.0307006835938
2017-03-02,676.6773681640625
2017-03-03,663.372314453125
2017-03-06,666.45751953125
2017-03-07,674.9901123046875
2017-03-08,676.9183959960938
2017-03-09,674.26708984375
2017-03-10,663.5169677734375
2017-03-14,673.061767578125
2017-03-15,675.3757934570312
2017-03-16,679.0394287109375
2017-03-17,673.6885375976562
2017-03-20,675.761474609375
2017-03-21,680.4375610351562
2017-03-22,700.8289794921875
2017-03-23,712.3021850585938
2017-03-24,701.6484985351562
2017-03-27,696.68310546875
2017-03-28,693.067626953125
2017-03-29,708.6383056640625
2017-03-30,722.6182861328125
2017-03-31,740.9369506835938
2017-04-03,742.0939331054688
2017-04-05,752.3136596679688
2017-04-06,752.5547485351562
2017-04-07,771.7410888671875
2017-04-10,801.6773071289062
2017-04-11,806.97998046875
2017-04-12,802.9788818359375
2017-04-13,802.4005126953125
2017-04-17,791.746826171875
2017-04-18,788.709716796875
2017-04-19,784.5640258789062
2017-04-20,799.9900512695312
2017-04-21,797.5797729492188
2017-04-24,813.3433227539062
2017-04-25,802.9788818359375
2017-04-26,792.1806640625
2017-04-27,777.8150024414062
2017-04-28,777.1882934570312
2017-05-02,782.3464965820312
2017-05-03,773.3799438476562
2017-05-04,775.9349975585938
2017-05-05,769.0414428710938
2017-05-08,767.2577514648438
2017-05-09,766.4382934570312
2017-05-10,780.611083984375
2017-05-11,769.089599609375
2017-05-12,781.7198486328125
2017-05-15,791.505859375
2017-05-16,770.24658203125
2017-05-17,778.3934936523438
2017-05-18,775.01904296875
2017-05-19,772.1266479492188
2017-05-22,776.3206787109375
2017-05-23,773.0907592773438
2017-05-24,801.38818359375
2017-05-25,789.8185424804688
2017-05-26,783.937255859375
2017-05-29,788.8544311523438
2017-05-30,785.2870483398438
2017-05-31,811.2222900390625
2017-06-01,809.920654296875
2017-06-02,837.3984375
2017-06-05,838.5554809570312
2017-06-06,848.148681640625
2017-06-07,867.190185546875
2017-06-08,850.8480834960938
2017-06-09,860.5377197265625
2017-06-12,845.2562255859375
2017-06-13,850.1732177734375
2017-06-14,857.6453857421875
2017-06-15,887.9673461914062
2017-06-16,903.2005615234375
2017-06-19,898.5728149414062
2017-06-20,871.5770263671875
2017-06-21,864.2979125976562
2017-06-22,860.7305908203125
2017-06-23,846.4131469726562
2017-06-27,857.9344482421875
2017-06-28,855.2349243164062
2017-06-29,841.3514404296875
2017-06-30,844.051025390625
2017-07-03,843.0868530273438
2017-07-04,842.845947265625
2017-07-05,836.2898559570312
2017-07-06,829.540771484375
2017-07-07,828.5283813476562
2017-07-10,832.0957641601562
2017-07-11,851.4749145507812
2017-07-12,869.9862060546875
2017-07-13,864.9728393554688
2017-07-14,850.31787109375
2017-07-17,855.6206665039062
2017-07-18,838.6036987304688
2017-07-19,848.5823974609375
2017-07-20,856.8009643554688
2017-07-21,860.3782958984375
2017-07-24,886.000732421875
2017-07-25,882.4715576171875
2017-07-26,884.8404541015625
2017-07-27,893.7840576171875
2017-07-28,886.7258911132812
2017-07-31,874.543212890625
2017-08-01,889.14306640625
2017-08-02,885.1305541992188
2017-08-03,882.5682373046875
2017-08-04,872.7059936523438
2017-08-07,891.3668823242188
2017-08-08,894.7993774414062
2017-08-09,943.046630859375
2017-08-10,909.5442504882812
2017-08-11,940.9677734375
2017-08-14,968.91064453125
2017-08-16,975.1470336914062
2017-08-17,969.8775634765625
2017-08-18,953.2472534179688
2017-08-21,925.787841796875
2017-08-22,937.9705200195312
2017-08-23,928.1566772460938
2017-08-24,921.3884887695312
2017-08-28,944.5936889648438
2017-08-29,949.7664184570312
2017-08-30,931.830810546875
2017-08-31,964.2695922851562
2017-09-01,955.3259887695312
2017-09-04,952.4736938476562
2017-09-05,991.82568359375
2017-09-06,974.27685546875
2017-09-07,965.236572265625
2017-09-08,967.9921264648438
2017-09-11,988.2481689453125
2017-09-12,991.390625
2017-09-13,985.1542358398438
2017-09-14,978.9661865234375
2017-09-15,986.8947143554688
2017-09-18,995.3064575195312
2017-09-19,1024.167724609375
2017-09-20,1024.40966796875
2017-09-21,987.1364135742188
2017-09-22,981.8668823242188
2017-09-25,954.5525512695312
2017-09-26,981.0933227539062
2017-09-27,962.8193359375
2017-09-28,946.7208251953125
2017-09-29,959.822021484375
2017-10-03,951.7968139648438
2017-10-04,976.7424926757812
2017-10-05,1024.9896240234375
2017-10-06,1070.81982421875
2017-10-09,1050.3221435546875
2017-10-10,1057.912109375
2017-10-11,1061.2960205078125
2017-10-12,1046.3095703125
2017-10-13,1077.9263916015625
2017-10-16,1095.18505859375
2017-10-17,1072.270263671875
2017-10-18,1070.7713623046875
2017-10-19,1060.716064453125
2017-10-23,1041.1849365234375
2017-10-24,1033.8367919921875
2017-10-25,1076.5728759765625
2017-10-26,1033.546630859375
2017-10-27,1045.342529296875
2017-10-30,1087.1116943359375
2017-10-31,1120.2274169921875
2017-11-01,1146.864990234375
2017-11-02,1157.3555908203125
2017-11-03,1154.60009765625
2017-11-06,1142.1270751953125
2017-11-07,1142.6591796875
2017-11-08,1117.8585205078125
