Date,BAB.L
2016-09-28,1085.24365234375
2016-09-29,1044.31005859375
2016-09-30,1033.3277587890625
2016-10-03,1051.2989501953125
2016-10-04,1055.29248046875
2016-10-05,1041.3150634765625
2016-10-06,1017.3536987304688
2016-10-07,1003.3764038085938
2016-10-10,988.4004516601562
2016-10-11,998.3843994140625
2016-10-12,989.3989868164062
2016-10-13,987.4021606445312
2016-10-14,986.9029541015625
2016-10-17,980.4134521484375
2016-10-18,994.8900146484375
2016-10-19,1002.378173828125
2016-10-20,1013.3602905273438
2016-10-21,1023.343994140625
2016-10-24,1024.34228515625
2016-10-25,1010.3651123046875
2016-10-26,1007.3699340820312
2016-10-27,995.8885498046875
2016-10-28,1000.3812866210938
2016-10-31,987.4021606445312
2016-11-01,982.9094848632812
2016-11-02,973.9239501953125
2016-11-03,968.4329833984375
2016-11-04,958.4490356445312
2016-11-07,966.9353637695312
2016-11-08,970.4297485351562
2016-11-09,960.9450073242188
2016-11-10,983.40869140625
2016-11-11,965.437744140625
2016-11-14,974.4232177734375
2016-11-15,985.904541015625
2016-11-16,967.4345703125
2016-11-17,979.4150390625
2016-11-18,977.9175415039062
2016-11-21,989.3989868164062
2016-11-22,943.4732055664062
2016-11-23,954.4554443359375
2016-11-24,941.9756469726562
2016-11-25,938.4814453125
2016-11-28,935.4862670898438
2016-11-29,945.9692993164062
2016-11-30,953.45703125
2016-12-01,948.9644165039062
2016-12-02,948.4652709960938
2016-12-05,935.9854125976562
2016-12-06,942.9741821289062
2016-12-07,956.4522094726562
2016-12-08,936.5481567382812
2016-12-09,926.0642700195312
2016-12-12,915.5806274414062
2016-12-13,930.5574340820312
2016-12-14,931.056640625
2016-12-15,945.5341796875
2016-12-16,946.033447265625
2016-12-19,947.0318603515625
2016-12-20,935.5496826171875
2016-12-21,933.5527954101562
2016-12-22,937.5465698242188
2016-12-23,942.538818359375
2016-12-28,941.0411376953125
2016-12-29,944.0365600585938
2016-12-30,951.52490234375
2017-01-03,953.521728515625
2017-01-04,949.5279541015625
2017-01-05,954.02099609375
2017-01-06,938.0457763671875
2017-01-09,925.06591796875
2017-01-10,951.0257568359375
2017-01-11,937.5465698242188
2017-01-12,945.0349731445312
2017-01-13,952.5232543945312
2017-01-16,940.5419921875
2017-01-17,953.0226440429688
2017-01-18,948.5296020507812
2017-01-19,932.5542602539062
2017-01-20,934.0519409179688
2017-01-23,931.056640625
2017-01-24,913.08447265625
2017-01-25,910.5884399414062
2017-01-26,900.1046752929688
2017-01-27,895.6115112304688
2017-01-30,890.6194458007812
2017-01-31,891.6177368164062
2017-02-01,888.6224365234375
2017-02-02,889.1217041015625
2017-02-03,886.6255493164062
2017-02-06,887.6239624023438
2017-02-07,887.1248168945312
2017-02-08,876.6409912109375
2017-02-09,878.6378784179688
2017-02-10,879.63623046875
2017-02-13,899.6054077148438
2017-02-14,898.60693359375
2017-02-15,901.1031494140625
2017-02-16,897.1092529296875
2017-02-17,894.1138305664062
2017-02-20,904.098388671875
2017-02-21,898.1077880859375
2017-02-22,886.6255493164062
2017-02-23,873.6456298828125
2017-02-24,882.6316528320312
2017-02-27,883.6300659179688
2017-02-28,946.5326538085938
2017-03-01,935.0504150390625
2017-03-02,931.5558471679688
2017-03-03,920.0736694335938
2017-03-06,911.087646484375
2017-03-07,904.098388671875
2017-03-08,895.1123657226562
2017-03-09,897.6084594726562
2017-03-10,892.6162109375
2017-03-13,898.1077880859375
2017-03-14,892.6162109375
2017-03-15,913.08447265625
2017-03-16,920.5729370117188
2017-03-17,923.0689697265625
2017-03-20,922.0704956054688
2017-03-21,917.5775756835938
2017-03-22,909.5899658203125
2017-03-23,916.5791625976562
2017-03-24,915.0813598632812
2017-03-27,875.6425170898438
2017-03-28,873.1463623046875
2017-03-29,873.6456298828125
2017-03-30,873.6456298828125
2017-03-31,880.6348266601562
2017-04-03,884.12939453125
2017-04-04,879.63623046875
2017-04-05,880.1355590820312
2017-04-06,877.6394653320312
2017-04-07,881.134033203125
2017-04-10,884.12939453125
2017-04-11,882.6316528320312
2017-04-12,882.1325073242188
2017-04-13,884.12939453125
2017-04-18,872.647216796875
2017-04-19,876.141845703125
2017-04-20,878.6378784179688
2017-04-21,901.602294921875
2017-04-24,904.5977172851562
2017-04-25,911.586669921875
2017-04-26,918.5760498046875
2017-04-27,909.0906372070312
2017-04-28,897.6084594726562
2017-05-02,898.60693359375
2017-05-03,899.106201171875
2017-05-04,901.602294921875
2017-05-05,914.0828857421875
2017-05-08,905.0968627929688
2017-05-09,901.1031494140625
2017-05-10,903.59912109375
2017-05-11,892.1170043945312
2017-05-12,898.1077880859375
2017-05-15,902.6007080078125
2017-05-16,913.08447265625
2017-05-17,918.0767211914062
2017-05-18,921.0721435546875
2017-05-19,936.0488891601562
2017-05-22,940.0427856445312
2017-05-23,967.9993896484375
2017-05-24,958.0147705078125
2017-05-25,949.02880859375
2017-05-26,940.0427856445312
2017-05-30,935.5496826171875
2017-05-31,931.5558471679688
2017-06-01,937.04736328125
2017-06-02,936.5481567382812
2017-06-05,932.5542602539062
2017-06-06,923.0689697265625
2017-06-07,904.5977172851562
2017-06-08,907.593017578125
2017-06-09,881.134033203125
2017-06-12,889.1217041015625
2017-06-13,900.6038208007812
2017-06-14,904.098388671875
2017-06-15,892.6162109375
2017-06-16,909.5899658203125
2017-06-19,907.593017578125
2017-06-20,899.6054077148438
2017-06-21,901.1031494140625
2017-06-22,895.1123657226562
2017-06-23,902.1015014648438
2017-06-26,908.0332641601562
2017-06-27,893.361083984375
2017-06-28,893.61474609375
2017-06-29,883.8438720703125
2017-06-30,879.3499755859375
2017-07-03,878.8504638671875
2017-07-04,881.8465576171875
2017-07-05,876.3538208007812
2017-07-06,873.8569946289062
2017-07-07,872.8583374023438
2017-07-10,863.3707885742188
2017-07-11,848.3903198242188
2017-07-12,868.3641357421875
2017-07-13,855.8804931640625
2017-07-14,851.3864135742188
2017-07-17,850.886962890625
2017-07-18,846.3928833007812
2017-07-19,846.8922729492188
2017-07-20,858.8765258789062
2017-07-21,855.8804931640625
2017-07-24,851.3864135742188
2017-07-25,845.394287109375
2017-07-26,846.8922729492188
2017-07-27,848.8897705078125
2017-07-28,843.3968505859375
2017-07-31,843.3968505859375
2017-08-01,844.8949584960938
2017-08-02,859.3759765625
2017-08-03,849.888427734375
2017-08-04,864.8688354492188
2017-08-07,854.8817749023438
2017-08-08,856.8792114257812
2017-08-09,850.3876953125
2017-08-10,836.9053344726562
2017-08-11,839.9013671875
2017-08-14,847.3917236328125
2017-08-15,849.3889770507812
2017-08-16,846.3928833007812
2017-08-17,838.9027709960938
2017-08-18,813.9354248046875
2017-08-21,808.94189453125
2017-08-22,812.4373168945312
2017-08-23,814.93408203125
2017-08-24,804.9471435546875
2017-08-25,801.9510498046875
2017-08-29,800.4530639648438
2017-08-30,803.9483642578125
2017-08-31,811.4386596679688
2017-09-01,809.9406127929688
2017-09-04,814.93408203125
2017-09-05,814.93408203125
2017-09-06,815.9328002929688
2017-09-07,822.4242553710938
2017-09-08,809.4412231445312
2017-09-11,809.4412231445312
2017-09-12,813.9354248046875
2017-09-13,806.9444580078125
2017-09-14,794.4609375
2017-09-15,799.4544067382812
2017-09-18,804.44775390625
2017-09-19,798.9550170898438
2017-09-20,845.394287109375
2017-09-21,842.8975219726562
2017-09-22,848.3903198242188
2017-09-25,838.4032592773438
2017-09-26,837.4046020507812
2017-09-27,831.911865234375
2017-09-28,832.4112548828125
2017-09-29,826.4190673828125
2017-10-02,827.9171142578125
2017-10-03,822.9236450195312
2017-10-04,825.9197387695312
2017-10-05,825.9197387695312
2017-10-06,827.9171142578125
2017-10-09,821.9249267578125
2017-10-10,818.9287719726562
2017-10-11,820.9262084960938
2017-10-12,821.4255981445312
2017-10-13,824.4217529296875
2017-10-16,827.9171142578125
2017-10-17,823.4229736328125
2017-10-18,826.9183349609375
2017-10-19,821.9249267578125
2017-10-20,820.9262084960938
2017-10-23,822.9236450195312
2017-10-24,824.4217529296875
2017-10-25,817.4307250976562
2017-10-26,821.9249267578125
2017-10-27,816.43212890625
2017-10-30,817.9301147460938
2017-10-31,810.9392700195312
2017-11-01,796.4583129882812
2017-11-02,808.94189453125
2017-11-03,816.43212890625
2017-11-06,817.9301147460938
2017-11-07,815.4334716796875
2017-11-08,819.9275512695312
2017-11-09,817.4307250976562
2017-11-10,811.4386596679688
2017-11-13,752.0164184570312
2017-11-14,741.5300903320312
2017-11-15,740.0321044921875
2017-11-16,758.5078735351562
2017-11-17,758.0084838867188
2017-11-20,753.5142822265625
2017-11-21,702.5810546875
2017-11-22,704.578369140625
2017-11-23,681.6084594726562
2017-11-24,665.1300048828125
2017-11-27,663.1326293945312
2017-11-28,684.1052856445312
2017-11-29,697.5875854492188
2017-11-30,696.0895385742188
2017-12-01,689.0986328125
2017-12-04,686.1026611328125
2017-12-05,675.6162719726562
2017-12-06,677.1143188476562
2017-12-07,653.711181640625
2017-12-08,660.70263671875
2017-12-11,674.1863403320312
2017-12-12,683.6749877929688
2017-12-13,683.1905517578125
2017-12-14,674.1863403320312
2017-12-15,683.6749877929688
2017-12-18,705.6483764648438
2017-12-19,706.647216796875
2017-12-20,704.6495971679688
2017-12-21,703.1514282226562
2017-12-22,701.1539306640625
2017-12-27,706.147705078125
2017-12-28,707.64599609375
2017-12-29,704.6495971679688
2018-01-02,717.134521484375
2018-01-03,707.3463134765625
2018-01-04,710.5425415039062
2018-01-05,714.5377807617188
2018-01-08,709.343994140625
2018-01-09,712.1405639648438
2018-01-10,711.5413208007812
2018-01-11,719.132080078125
2018-01-12,741.305419921875
2018-01-15,747.0983276367188
2018-01-16,748.6964111328125
2018-01-17,750.0947875976562
2018-01-18,737.1104736328125
2018-01-19,713.139404296875
2018-01-22,711.3414916992188
2018-01-23,722.3283081054688
2018-01-24,721.9287109375
2018-01-25,736.9107055664062
2018-01-26,742.3041381835938
2018-01-29,730.5184326171875
2018-01-30,702.5521240234375
2018-01-31,685.1731567382812
2018-02-01,679.1803588867188
2018-02-02,656.2080688476562
2018-02-05,651.8134155273438
2018-02-06,625.4451904296875
2018-02-07,631.6377563476562
2018-02-08,643.2236938476562
2018-02-09,645.6209106445312
2018-02-12,638.229736328125
2018-02-13,630.8386840820312
2018-02-14,637.6304931640625
2018-02-15,644.2225952148438
2018-02-16,648.8170166015625
2018-02-19,645.6209106445312
2018-02-20,645.421142578125
2018-02-21,641.22607421875
2018-02-22,656.00830078125
2018-02-23,662.2008056640625
2018-02-26,660.0034790039062
2018-02-27,657.2068481445312
2018-02-28,651.0142211914062
2018-03-01,643.0239868164062
2018-03-02,630.6389770507812
2018-03-05,644.2225952148438
2018-03-06,659.60400390625
2018-03-07,664.7976684570312
2018-03-08,666.7952270507812
2018-03-09,672.5883178710938
2018-03-12,671.5894775390625
2018-03-13,662.2008056640625
2018-03-14,671.1900024414062
2018-03-15,676.58349609375
2018-03-16,683.375244140625
2018-03-19,671.7892456054688
2018-03-20,666.1959838867188
2018-03-21,672.98779296875
2018-03-22,664.398193359375
2018-03-23,648.6172485351562
2018-03-26,653.0118408203125
2018-03-27,663.9986572265625
2018-03-28,660.403076171875
2018-03-29,667.993896484375
2018-04-03,650.8145751953125
2018-04-04,656.00830078125
2018-04-05,673.9865112304688
2018-04-06,672.98779296875
2018-04-09,666.7952270507812
2018-04-10,686.7711791992188
2018-04-11,707.3463134765625
2018-04-12,708.3450927734375
2018-04-13,727.5220336914062
2018-04-16,721.9287109375
2018-04-17,725.9240112304688
2018-04-18,737.1104736328125
2018-04-19,739.1079711914062
2018-04-20,743.7023315429688
2018-04-23,743.5028076171875
2018-04-24,738.5087890625
2018-04-25,720.3306884765625
2018-04-26,732.9154052734375
2018-04-27,740.1068725585938
2018-04-30,734.9129638671875
2018-05-01,721.9287109375
2018-05-02,727.5220336914062
2018-05-03,716.5353393554688
2018-05-04,734.3137817382812
2018-05-08,748.0971069335938
2018-05-09,754.289794921875
2018-05-10,764.8768920898438
2018-05-11,762.8792114257812
2018-05-14,754.0899658203125
2018-05-15,743.7023315429688
2018-05-16,751.6928100585938
2018-05-17,768.8721313476562
2018-05-18,771.468994140625
2018-05-21,749.0960083007812
2018-05-22,763.4786987304688
2018-05-23,783.0549926757812
2018-05-24,811.021240234375
2018-05-25,824.6047973632812
2018-05-29,819.21142578125
2018-05-30,823.0067749023438
2018-05-31,831.9959716796875
2018-06-01,854.7684936523438
2018-06-04,852.7708740234375
2018-06-05,842.982666015625
2018-06-06,851.9717407226562
2018-06-07,851.9717407226562
2018-06-08,853.1703491210938
2018-06-11,861.3605346679688
2018-06-12,860.36181640625
2018-06-13,854.9682006835938
2018-06-14,855.3677978515625
2018-06-15,845.779296875
2018-06-18,845.779296875
2018-06-19,832.1956787109375
2018-06-20,828.9995727539062
2018-06-21,822.6072387695312
2018-06-22,838.9874267578125
2018-06-25,820.210205078125
2018-06-26,819.810546875
2018-06-27,827.8009033203125
2018-06-28,803.2503662109375
2018-06-29,817.0375366210938
2018-07-02,785.4669799804688
2018-07-03,789.0636596679688
2018-07-04,784.667724609375
2018-07-05,780.6714477539062
2018-07-06,771.47998046875
2018-07-09,779.272705078125
2018-07-10,777.6742553710938
2018-07-11,773.8777465820312
2018-07-12,784.8675537109375
2018-07-13,797.6556396484375
2018-07-16,803.2503662109375
2018-07-17,804.2494506835938
2018-07-18,802.2513427734375
2018-07-19,731.9170532226562
2018-07-20,727.920654296875
2018-07-23,725.7227783203125
2018-07-24,726.5220336914062
2018-07-25,714.3334350585938
2018-07-26,717.9299926757812
2018-07-27,727.1214599609375
2018-07-30,723.1251220703125
2018-07-31,713.9336547851562
2018-08-01,702.3446044921875
2018-08-02,698.5481567382812
2018-08-03,701.9449462890625
2018-08-06,707.33984375
2018-08-07,717.33056640625
2018-08-08,725.3230590820312
2018-08-09,729.9188232421875
2018-08-10,727.5211181640625
2018-08-13,722.7255859375
2018-08-14,713.9336547851562
2018-08-15,709.9375
2018-08-16,719.3286743164062
2018-08-17,716.5313110351562
2018-08-20,720.7274169921875
2018-08-21,727.920654296875
2018-08-22,722.9254760742188
2018-08-23,719.7283935546875
2018-08-24,719.7283935546875
2018-08-28,732.5164184570312
2018-08-29,729.1195678710938
2018-08-30,718.9291381835938
2018-08-31,712.7349243164062
2018-09-03,701.3455810546875
2018-09-04,702.1446533203125
2018-09-05,704.7423095703125
2018-09-06,711.5359497070312
2018-09-07,717.1307983398438
2018-09-10,726.5220336914062
2018-09-11,717.9299926757812
2018-09-12,711.336181640625
2018-09-13,696.7498168945312
2018-09-14,694.1522216796875
2018-09-17,695.950439453125
2018-09-18,691.3547973632812
2018-09-19,714.9328002929688
2018-09-20,717.33056640625
2018-09-21,728.9197998046875
2018-09-24,721.3268432617188
2018-09-25,718.32958984375
2018-09-26,717.1307983398438
2018-09-27,725.9225463867188
2018-09-28,722.3258666992188
2018-10-01,699.5471801757812
2018-10-02,704.7423095703125
2018-10-03,714.533203125
2018-10-04,709.3380126953125
2018-10-05,704.5424194335938
2018-10-08,681.3641357421875
2018-10-09,677.1680297851562
2018-10-10,667.77685546875
2018-10-11,647.3958129882812
2018-10-12,653.3903198242188
2018-10-15,626.4154052734375
2018-10-16,637.2053833007812
2018-10-17,622.419189453125
2018-10-18,625.8160400390625
2018-10-19,619.0223388671875
2018-10-22,620.820556640625
2018-10-23,591.0484619140625
2018-10-24,597.4424438476562
2018-10-25,597.642333984375
2018-10-26,583.2556762695312
2018-10-29,604.8355712890625
2018-10-30,597.4424438476562
2018-10-31,610.6302490234375
2018-11-01,620.421142578125
2018-11-02,618.2230224609375
2018-11-05,579.85888671875
2018-11-06,597.4424438476562
2018-11-07,599.6404418945312
2018-11-08,605.6348876953125
2018-11-09,599.8402099609375
2018-11-12,615.62548828125
2018-11-13,599.0408935546875
2018-11-14,601.0390625
2018-11-15,590.448974609375
2018-11-16,583.6552734375
2018-11-19,588.2510375976562
2018-11-20,593.64599609375
2018-11-21,565.4722290039062
2018-11-22,575.862548828125
2018-11-23,577.6609497070312
2018-11-26,573.46484375
2018-11-27,574.0642700195312
2018-11-28,586.652587890625
2018-11-29,580.8579711914062
2018-11-30,567.470458984375
2018-12-03,571.2667846679688
2018-12-04,557.6796264648438
2018-12-05,553.0838623046875
2018-12-06,522.779296875
2018-12-07,522.1796875
2018-12-10,514.3860473632812
2018-12-11,515.9848022460938
2018-12-12,531.5722045898438
2018-12-13,541.5641479492188
2018-12-14,530.9725952148438
2018-12-17,519.3820190429688
2018-12-18,511.388427734375
2018-12-19,510.58905029296875
2018-12-20,499.597900390625
2018-12-21,489.0064392089844
2018-12-24,493.6027526855469
2018-12-27,472.4197998046875
2018-12-28,496.30059814453125
2018-12-31,488.906494140625
2019-01-02,482.01202392578125
2019-01-03,477.2159118652344
2019-01-04,492.7034912109375
2019-01-07,501.3964538574219
2019-01-08,514.5858764648438
2019-01-09,522.9791259765625
2019-01-10,522.9791259765625
2019-01-11,541.1644287109375
2019-01-14,524.7777099609375
2019-01-15,530.1732788085938
2019-01-16,547.1595458984375
2019-01-17,534.969482421875
2019-01-18,552.5552978515625
2019-01-21,557.7511596679688
2019-01-22,553.5545043945312
2019-01-23,540.964599609375
2019-01-24,544.5617065429688
2019-01-25,549.1580200195312
2019-01-28,536.1683959960938
2019-01-29,541.9638671875
2019-01-30,546.3603515625
2019-01-31,530.3731689453125
2019-02-01,534.7695922851562
2019-02-04,537.367431640625
2019-02-05,542.5632934570312
2019-02-06,545.1613159179688
2019-02-07,525.9766845703125
2019-02-08,518.5826416015625
2019-02-11,522.5794677734375
2019-02-12,528.1748657226562
2019-02-13,548.7583618164062
2019-02-14,552.5552978515625
2019-02-15,551.9557495117188
2019-02-18,558.1508178710938
2019-02-19,547.3594970703125
2019-02-20,559.349853515625
2019-02-21,561.34814453125
2019-02-22,571.5399780273438
2019-02-25,576.1362915039062
2019-02-26,549.5577392578125
2019-02-27,533.7703857421875
2019-02-28,540.5650024414062
2019-03-01,549.5577392578125
2019-03-04,555.5528564453125
2019-03-05,553.9541625976562
2019-03-06,544.5617065429688
2019-03-07,524.5778198242188
2019-03-08,508.39080810546875
2019-03-11,510.18939208984375
2019-03-12,511.5882873535156
2019-03-13,513.18701171875
2019-03-14,521.1805419921875
2019-03-15,540.5650024414062
2019-03-18,547.7592163085938
2019-03-19,541.5641479492188
2019-03-20,533.1708984375
2019-03-21,524.9775390625
2019-03-22,507.79132080078125
2019-03-25,496.90008544921875
2019-03-26,494.70184326171875
2019-03-27,496.00079345703125
2019-03-28,486.2087097167969
2019-03-29,493.1031188964844
2019-04-01,507.19183349609375
2019-04-02,503.19500732421875
2019-04-03,511.9879455566406
2019-04-04,509.1902160644531
2019-04-05,506.59222412109375
2019-04-08,507.19183349609375
2019-04-09,509.3900451660156
2019-04-10,501.9960021972656
2019-04-11,511.9879455566406
2019-04-12,513.3867797851562
2019-04-15,514.1860961914062
2019-04-16,523.57861328125
2019-04-17,527.9749755859375
2019-04-18,519.9815063476562
2019-04-23,514.5858764648438
2019-04-24,513.9863891601562
2019-04-25,518.782470703125
2019-04-26,517.1837158203125
2019-04-29,522.3795776367188
2019-04-30,524.5778198242188
2019-05-01,533.7703857421875
2019-05-02,531.5722045898438
2019-05-03,521.3803100585938
2019-05-07,507.5914611816406
2019-05-08,520.7808837890625
2019-05-09,517.1837158203125
2019-05-10,519.3820190429688
2019-05-13,506.192626953125
2019-05-14,518.5826416015625
2019-05-15,521.97998046875
2019-05-16,523.3787231445312
2019-05-17,516.3843994140625
2019-05-20,516.5841674804688
