Date,KFINTECH.NS
2022-12-29,361.7906188964844
2022-12-30,342.5501403808594
2023-01-02,350.65399169921875
2023-01-03,356.2223205566406
2023-01-04,352.74212646484375
2023-01-05,345.2845764160156
2023-01-06,343.3455810546875
2023-01-09,337.9761657714844
2023-01-10,335.5400390625
2023-01-11,330.568359375
2023-01-12,326.9389953613281
2023-01-13,332.80560302734375
2023-01-16,331.8609619140625
2023-01-17,331.3140869140625
2023-01-18,331.0655212402344
2023-01-19,333.1039123535156
2023-01-20,332.6067199707031
2023-01-23,334.4959716796875
2023-01-24,338.47332763671875
2023-01-25,330.1208801269531
2023-01-27,314.6091613769531
2023-01-30,320.2271728515625
2023-01-31,317.8905029296875
2023-02-01,306.3064270019531
2023-02-02,306.2070007324219
2023-02-03,298.40142822265625
2023-02-06,306.0578308105469
2023-02-07,301.38446044921875
2023-02-08,303.3731384277344
2023-02-09,315.056640625
2023-02-10,317.09503173828125
2023-02-13,311.4770202636719
2023-02-14,312.7696228027344
2023-02-15,313.3165283203125
2023-02-16,315.4543762207031
2023-02-17,316.3492736816406
2023-02-20,313.2668151855469
2023-02-21,304.41717529296875
2023-02-22,296.81048583984375
2023-02-23,291.5404968261719
2023-02-24,294.87152099609375
2023-02-27,290.8444519042969
2023-02-28,292.73370361328125
2023-03-01,291.34161376953125
2023-03-02,288.5574951171875
2023-03-03,291.5404968261719
2023-03-06,297.15850830078125
2023-03-08,300.091796875
2023-03-09,299.6443786621094
2023-03-10,296.0150451660156
2023-03-13,291.5902099609375
2023-03-14,287.26483154296875
2023-03-15,288.7066345214844
2023-03-16,281.9948425292969
2023-03-17,279.0615234375
2023-03-20,271.3056640625
2023-03-21,290.2975769042969
2023-03-22,288.2094421386719
2023-03-23,298.20257568359375
2023-03-24,290.39697265625
2023-03-27,276.426513671875
2023-03-28,274.53729248046875
2023-03-29,278.7135009765625
2023-03-31,278.6637878417969
2023-04-03,284.1326599121094
2023-04-05,281.0502014160156
2023-04-06,284.4309387207031
2023-04-10,279.9564208984375
2023-04-11,279.0615234375
2023-04-12,289.8998107910156
2023-04-13,294.424072265625
2023-04-17,288.30889892578125
2023-04-18,293.47943115234375
2023-04-19,291.4410705566406
2023-04-20,294.424072265625
2023-04-21,295.5178527832031
2023-04-24,307.7979431152344
2023-04-25,313.2668151855469
2023-04-26,319.0837097167969
2023-04-27,312.9188232421875
2023-04-28,312.2724609375
2023-05-02,299.4952087402344
2023-05-03,315.70294189453125
2023-05-04,332.2586975097656
2023-05-05,314.4103088378906
2023-05-08,303.1245422363281
2023-05-09,304.6160583496094
2023-05-10,306.50531005859375
2023-05-11,312.7696228027344
2023-05-12,329.7728576660156
2023-05-15,326.0440673828125
2023-05-16,322.76275634765625
2023-05-17,324.75146484375
2023-05-18,338.0755920410156
2023-05-19,339.6168212890625
2023-05-22,335.0428771972656
2023-05-23,328.480224609375
2023-05-24,332.7558898925781
2023-05-25,332.6067199707031
2023-05-26,331.811279296875
2023-05-29,324.3039855957031
2023-05-30,327.2870178222656
2023-05-31,334.14794921875
2023-06-01,326.98870849609375
2023-06-02,326.4915466308594
2023-06-05,329.5740051269531
2023-06-06,335.9377746582031
2023-06-07,335.390869140625
2023-06-08,339.2190856933594
2023-06-09,339.51739501953125
2023-06-12,340.5117492675781
2023-06-13,353.8359069824219
2023-06-14,361.9894714355469
2023-06-15,357.7635192871094
2023-06-16,362.0392150878906
2023-06-19,357.9126892089844
2023-06-20,359.4042053222656
2023-06-21,351.0517272949219
2023-06-22,349.4608154296875
2023-06-23,340.21343994140625
2023-06-26,347.62127685546875
2023-06-27,343.991943359375
2023-06-28,344.5885009765625
2023-06-30,368.65155029296875
2023-07-03,364.37591552734375
2023-07-04,363.5804138183594
2023-07-05,357.1172180175781
2023-07-06,357.1172180175781
2023-07-07,354.68109130859375
2023-07-10,349.6099548339844
2023-07-11,355.4765625
2023-07-12,376.7057189941406
2023-07-13,377.7000427246094
2023-07-14,372.8277893066406
2023-07-17,373.47412109375
2023-07-18,376.75543212890625
2023-07-19,383.11920166015625
2023-07-20,379.6887512207031
2023-07-21,377.45147705078125
2023-07-24,371.1871032714844
2023-07-25,375.2142028808594
2023-07-26,378.69439697265625
2023-07-27,392.6151428222656
2023-07-28,386.9474182128906
2023-07-31,383.6163635253906
2023-08-01,378.048095703125
2023-08-02,380.1859130859375
2023-08-03,384.36212158203125
2023-08-04,386.9474182128906
2023-08-07,380.6333312988281
2023-08-08,379.4401550292969
2023-08-09,377.202880859375
2023-08-10,387.54400634765625
2023-08-11,380.384765625
2023-08-14,376.9543151855469
2023-08-16,374.8661804199219
2023-08-17,375.86053466796875
2023-08-18,377.8988952636719
2023-08-21,375.8108215332031
2023-08-22,377.79949951171875
2023-08-23,381.627685546875
2023-08-24,382.2740173339844
2023-08-25,425.4283752441406
2023-08-28,420.953857421875
2023-08-29,417.075927734375
2023-08-30,431.5435485839844
2023-08-31,445.61346435546875
2023-09-01,441.1389465332031
2023-09-04,441.2383728027344
2023-09-05,453.51849365234375
2023-09-06,446.65753173828125
2023-09-07,447.6021423339844
2023-09-08,458.68902587890625
2023-09-11,474.1510314941406
2023-09-12,452.8721618652344
2023-09-13,464.2573547363281
2023-09-14,454.3139343261719
2023-09-15,462.3183898925781
2023-09-18,450.7840576171875
2023-09-20,449.0439453125
2023-09-21,445.6632080078125
2023-09-22,448.8948059082031
2023-09-25,454.46307373046875
2023-09-26,457.5455322265625
2023-09-27,462.1692199707031
2023-09-28,466.7929382324219
2023-09-29,466.7929382324219
2023-10-03,482.7023620605469
2023-10-04,471.21771240234375
2023-10-05,465.74884033203125
2023-10-06,461.3737487792969
2023-10-09,453.86651611328125
2023-10-10,464.0087585449219
2023-10-11,466.345458984375
2023-10-12,465.8482971191406
2023-10-13,465.8482971191406
2023-10-16,454.96026611328125
2023-10-17,452.4743957519531
2023-10-18,447.6021423339844
2023-10-19,450.7840576171875
2023-10-20,458.73876953125
2023-10-23,450.4857177734375
2023-10-25,444.17169189453125
2023-10-26,435.4712219238281
2023-10-27,449.1930847167969
2023-10-30,449.1930847167969
2023-10-31,449.2427978515625
2023-11-01,450.18743896484375
2023-11-02,462.4178161621094
2023-11-03,467.04150390625
2023-11-06,474.79736328125
2023-11-07,481.1114196777344
2023-11-08,473.8030090332031
2023-11-09,506.4173583984375
2023-11-10,508.1574401855469
2023-11-13,511.9359130859375
2023-11-15,521.3821411132812
2023-11-16,523.3211059570312
2023-11-17,528.6906127929688
2023-11-20,530.5797729492188
2023-11-21,521.730224609375
2023-11-22,517.6036987304688
2023-11-23,510.096435546875
2023-11-24,522.2273559570312
2023-11-28,522.1279296875
2023-11-29,522.5753784179688
2023-11-30,526.1052856445312
2023-12-01,532.12109375
2023-12-04,533.76171875
2023-12-05,527.1493530273438
2023-12-06,528.49169921875
2023-12-07,535.9989624023438
2023-12-08,516.6093139648438
2023-12-11,514.8692626953125
2023-12-12,508.5552062988281
2023-12-13,500.8987731933594
2023-12-14,528.7899780273438
2023-12-15,511.8365173339844
2023-12-18,509.99700927734375
2023-12-19,485.4367980957031
2023-12-20,465.35113525390625
2023-12-21,482.6029357910156
2023-12-22,489.0661315917969
2023-12-26,499.7552795410156
2023-12-27,500.3021545410156
2023-12-28,490.4582214355469
2023-12-29,479.9679260253906
2024-01-01,480.2165222167969
2024-01-02,478.77471923828125
2024-01-03,485.5859375
2024-01-04,493.739501953125
2024-01-05,504.0806884765625
2024-01-08,507.71002197265625
2024-01-09,511.9856872558594
2024-01-10,517.0568237304688
2024-01-11,527.0499267578125
2024-01-12,526.6522216796875
2024-01-15,526.6522216796875
2024-01-16,534.4080200195312
2024-01-17,519.890625
2024-01-18,535.2034912109375
2024-01-19,539.7774658203125
2024-01-23,545.1469116210938
2024-01-24,541.7164306640625
2024-01-25,537.2916259765625
2024-01-29,556.0846557617188
2024-01-30,596.2559814453125
2024-01-31,617.1868286132812
2024-02-01,624.4952392578125
2024-02-02,632.6488037109375
2024-02-05,634.6375122070312
2024-02-06,635.9798583984375
2024-02-07,647.5142211914062
2024-02-08,662.2801513671875
2024-02-09,675.4551391601562
2024-02-12,656.3638305664062
2024-02-13,617.7337036132812
2024-02-14,623.6500854492188
2024-02-15,630.9087524414062
2024-02-16,648.3096923828125
2024-02-19,634.23974609375
2024-02-20,635.6318359375
2024-02-21,647.3153686523438
2024-02-22,652.635009765625
2024-02-23,699.0707397460938
2024-02-26,719.3552856445312
2024-02-27,714.3836059570312
2024-02-28,672.322998046875
2024-02-29,682.2664184570312
2024-03-01,663.02587890625
2024-03-04,670.5331420898438
2024-03-05,675.3060302734375
2024-03-06,650.745849609375
2024-03-07,647.5639038085938
2024-03-11,624.4952392578125
2024-03-12,589.6932983398438
2024-03-13,558.7196655273438
2024-03-14,587.4063720703125
2024-03-15,609.6298217773438
2024-03-18,590.8368530273438
2024-03-19,581.390625
2024-03-20,581.0923461914062
2024-03-21,595.51025390625
2024-03-22,603.912353515625
2024-03-26,591.4334106445312
2024-03-27,600.879638671875
2024-03-28,610.1767578125
2024-04-01,618.628662109375
2024-04-02,630.6104125976562
2024-04-03,629.2183227539062
2024-04-04,635.1843872070312
2024-04-05,644.2825927734375
2024-04-08,641.1007080078125
2024-04-09,633.3945922851562
2024-04-10,627.726806640625
2024-04-12,621.8104858398438
2024-04-15,610.8727416992188
2024-04-16,615.0490112304688
2024-04-18,622.4071655273438
2024-04-19,612.3145751953125
2024-04-22,623.6997680664062
2024-04-23,638.962890625
2024-04-24,651.6406860351562
2024-04-25,657.0101318359375
2024-04-26,689.5250854492188
2024-04-29,701.7057495117188
2024-04-30,745.705322265625
2024-05-02,811.3317260742188
2024-05-03,781.7998046875
2024-05-06,775.9829711914062
2024-05-07,758.28369140625
2024-05-08,763.8519897460938
2024-05-09,744.46240234375
2024-05-10,745.953857421875
2024-05-13,746.5504760742188
2024-05-14,765.0452270507812
2024-05-15,754.803466796875
2024-05-16,735.9110107421875
2024-05-17,750.9255981445312
2024-05-21,740.7833251953125
2024-05-22,748.5391235351562
2024-05-23,755.648681640625
2024-05-24,741.4793701171875
2024-05-27,747.8430786132812
2024-05-28,747.2465209960938
2024-05-29,739.6895751953125
2024-05-30,674.4608154296875
2024-05-31,692.5081176757812
2024-06-03,715.4773559570312
2024-06-04,659.8937377929688
2024-06-05,690.0222778320312
2024-06-06,690.17138671875
2024-06-07,710.7542114257812
2024-06-10,708.9147338867188
2024-06-11,722.3880004882812
2024-06-12,729.8455810546875
2024-06-13,715.7259521484375
2024-06-14,711.5
2024-06-18,709.3621826171875
2024-06-19,688.3318481445312
2024-06-20,677.2947387695312
2024-06-21,696.6345825195312
2024-06-24,686.740966796875
2024-06-25,683.4098510742188
2024-06-26,692.6572265625
2024-06-27,695.6402587890625
2024-06-28,696.2368774414062
2024-07-01,730.1438598632812
2024-07-02,755.8475952148438
2024-07-03,757.4384765625
2024-07-04,742.9708862304688
2024-07-05,746.8487548828125
2024-07-08,747.6939697265625
2024-07-09,760.22265625
2024-07-10,755.9967041015625
2024-07-11,755.1515502929688
2024-07-12,745.5064086914062
2024-07-15,752.6656494140625
2024-07-16,748.83740234375
2024-07-18,767.4315795898438
2024-07-19,724.2275390625
2024-07-22,729.19921875
2024-07-23,724.9732666015625
2024-07-24,735.1155395507812
2024-07-25,763.4542236328125
2024-07-26,770.3649291992188
2024-07-29,794.0798950195312
2024-07-30,817.2977905273438
2024-07-31,869.7492065429688
2024-08-01,879.8417358398438
2024-08-02,853.1934204101562
2024-08-05,818.9881591796875
2024-08-06,826.4954223632812
2024-08-07,838.6760864257812
2024-08-08,903.8550415039062
2024-08-09,1069.2635498046875
2024-08-12,1015.2708740234375
2024-08-13,1010.597412109375
2024-08-14,987.23046875
2024-08-16,999.7591552734375
2024-08-19,1015.1217041015625
2024-08-20,997.621337890625
2024-08-21,1043.609619140625
2024-08-22,1010.1500244140625
2024-08-23,993.1500244140625
2024-08-26,1009.2000122070312
2024-08-27,1148.0
2024-08-28,1073.25
2024-08-29,1034.25
2024-08-30,1038.5999755859375
2024-09-02,1023.6500244140625
2024-09-03,1013.4000244140625
2024-09-04,1007.4000244140625
2024-09-05,1004.0
2024-09-06,989.5999755859375
2024-09-09,996.9000244140625
2024-09-10,993.7999877929688
2024-09-11,986.0
2024-09-12,999.5
