Date,PCBL.NS
2015-08-21,9.592830657958984
2015-08-24,8.728157997131348
2015-08-25,8.817340850830078
2015-08-26,8.763054847717285
2015-08-27,8.956928253173828
2015-08-28,9.003458023071289
2015-08-31,8.848360061645508
2015-09-01,8.8367280960083
2015-09-02,8.945296287536621
2015-09-03,9.2554931640625
2015-09-04,8.708771705627441
2015-09-07,8.623466491699219
2015-09-08,8.669997215270996
2015-09-09,9.123659133911133
2015-09-10,8.867746353149414
2015-09-11,8.759177207946777
2015-09-14,8.925907135009766
2015-09-15,8.840605735778809
2015-09-16,8.817340850830078
2015-09-18,8.894889831542969
2015-09-21,8.778564453125
2015-09-22,8.673873901367188
2015-09-23,8.71652603149414
2015-09-24,8.794074058532715
2015-09-28,8.887134552001953
2015-09-29,8.71652603149414
2015-09-30,8.71264934539795
2015-10-01,8.894889831542969
2015-10-05,9.348551750183105
2015-10-06,9.084883689880371
2015-10-07,9.177945137023926
2015-10-08,9.046110153198242
2015-10-09,9.038354873657227
2015-10-12,9.088762283325195
2015-10-13,9.875885963439941
2015-10-14,9.860376358032227
2015-10-15,10.399341583251953
2015-10-16,10.81035327911377
2015-10-19,10.721171379089355
2015-10-20,10.709540367126465
2015-10-21,10.329548835754395
2015-10-23,10.763822555541992
2015-10-26,10.856884002685547
2015-10-27,10.628111839294434
2015-10-28,10.395465850830078
2015-10-29,10.197714805603027
2015-10-30,10.21710205078125
2015-11-02,9.914658546447754
2015-11-03,10.321793556213379
2015-11-04,10.306283950805664
2015-11-05,9.95731258392334
2015-11-06,9.740175247192383
2015-11-09,9.592830657958984
2015-11-10,9.426101684570312
2015-11-13,9.402836799621582
2015-11-16,9.918538093566895
2015-11-17,9.658748626708984
2015-11-18,9.488140106201172
2015-11-19,10.162817001342773
2015-11-20,10.093023300170898
2015-11-23,9.988333702087402
2015-11-24,10.465258598327637
2015-11-26,10.946063995361328
2015-11-27,10.624234199523926
2015-11-30,10.926676750183105
2015-12-01,10.59709358215332
2015-12-02,10.244244575500488
2015-12-03,10.007720947265625
2015-12-04,10.069758415222168
2015-12-07,10.469137191772461
2015-12-08,10.112410545349121
2015-12-09,9.627728462219238
2015-12-10,9.449365615844727
2015-12-11,9.31753158569336
2015-12-14,9.371817588806152
2015-12-15,9.402836799621582
2015-12-16,9.484264373779297
2015-12-17,9.732420921325684
2015-12-18,9.62385082244873
2015-12-21,9.693644523620605
2015-12-22,9.635482788085938
2015-12-23,9.627728462219238
2015-12-24,9.883639335632324
2015-12-28,10.116289138793945
2015-12-29,9.887518882751465
2015-12-30,9.860376358032227
2015-12-31,10.027108192443848
2016-01-01,10.096901893615723
2016-01-04,9.887518882751465
2016-01-05,10.100778579711914
2016-01-06,10.341180801391602
2016-01-07,9.794459342956543
2016-01-08,9.87976360321045
2016-01-11,9.662626266479492
2016-01-12,9.604462623596191
2016-01-13,9.216718673706055
2016-01-14,9.01896858215332
2016-01-15,8.63122272491455
2016-01-18,8.208579063415527
2016-01-19,8.580815315246582
2016-01-20,8.11939811706543
2016-01-21,8.049603462219238
2016-01-22,8.212457656860352
2016-01-25,8.216334342956543
2016-01-27,8.340412139892578
2016-01-28,8.270617485046387
2016-01-29,8.293883323669434
2016-02-01,8.429594039916992
2016-02-02,8.297760009765625
2016-02-03,8.026339530944824
2016-02-04,7.844096660614014
2016-02-05,7.704509735107422
2016-02-08,7.898383140563965
2016-02-09,7.692877292633057
2016-02-10,7.495126724243164
2016-02-11,7.010444164276123
2016-02-12,6.521885395050049
2016-02-15,6.9716691970825195
2016-02-16,6.731267929077148
2016-02-17,6.657596111297607
2016-02-18,6.715757369995117
2016-02-19,6.727388858795166
2016-02-22,6.909630298614502
2016-02-23,6.618820667266846
2016-02-24,6.533517360687256
2016-02-25,6.580047607421875
2016-02-26,6.5645365715026855
2016-02-29,6.4171929359436035
2016-03-01,6.556781768798828
2016-03-02,6.715757369995117
2016-03-03,7.499003887176514
2016-03-04,7.4020676612854
2016-03-08,7.169419765472412
2016-03-09,7.254724025726318
2016-03-10,7.177175521850586
2016-03-11,7.126767635345459
2016-03-14,7.0375871658325195
2016-03-15,6.929018974304199
2016-03-16,6.909630298614502
2016-03-17,7.107381343841553
2016-03-18,7.064728736877441
2016-03-21,7.289621353149414
2016-03-22,7.212072372436523
2016-03-23,7.479617118835449
2016-03-28,7.309008598327637
2016-03-29,7.250847816467285
2016-03-30,7.390435218811035
2016-03-31,7.4020676612854
2016-04-01,7.553287982940674
2016-04-04,7.537779808044434
2016-04-05,7.398189544677734
2016-04-06,8.123273849487305
2016-04-07,7.941033840179443
2016-04-08,7.979808330535889
2016-04-11,8.317147254943848
2016-04-12,8.794074058532715
2016-04-13,8.611833572387695
2016-04-18,8.662240982055664
2016-04-20,8.635099411010742
2016-04-21,8.549795150756836
2016-04-22,8.569182395935059
2016-04-25,8.728157997131348
2016-04-26,9.515281677246094
2016-04-27,9.488140106201172
2016-04-28,9.274879455566406
2016-04-29,9.274879455566406
2016-05-02,9.32916259765625
2016-05-03,9.449365615844727
2016-05-04,9.441611289978027
2016-05-05,9.348551750183105
2016-05-06,9.32916259765625
2016-05-09,9.321410179138184
2016-05-10,9.263245582580566
2016-05-11,9.29814338684082
2016-05-12,9.472630500793457
2016-05-13,9.588953971862793
2016-05-16,9.488140106201172
2016-05-17,9.511404991149902
2016-05-18,9.468753814697266
2016-05-19,9.305899620056152
2016-05-20,9.201207160949707
2016-05-23,9.185698509216309
2016-05-24,9.119782447814941
2016-05-25,9.108150482177734
2016-05-26,9.131412506103516
2016-05-27,9.053865432739258
