Date,CTIO.BA
2015-08-24,15.627724647521973
2015-08-25,15.712199211120605
2015-08-26,16.134571075439453
2015-08-27,16.472469329833984
2015-08-28,16.725889205932617
2015-08-31,16.725889205932617
2015-09-01,16.894840240478516
2015-09-02,16.810365676879883
2015-09-03,16.472469329833984
2015-09-04,16.472469329833984
2015-09-07,16.472469329833984
2015-09-08,16.683652877807617
2015-09-09,16.472469329833984
2015-09-10,16.472469329833984
2015-09-11,16.219043731689453
2015-09-14,16.683652877807617
2015-09-15,15.838911056518555
2015-09-16,16.05009651184082
2015-09-17,16.05009651184082
2015-09-18,15.965622901916504
2015-09-21,15.965622901916504
2015-09-22,14.867457389831543
2015-09-23,15.205355644226074
2015-09-24,14.360612869262695
2015-09-25,15.205355644226074
2015-09-28,15.205355644226074
2015-09-29,15.627724647521973
2015-09-30,15.627724647521973
2015-10-01,15.627724647521973
2015-10-02,15.965622901916504
2015-10-05,16.683652877807617
2015-10-06,16.810365676879883
2015-10-07,16.852603912353516
2015-10-08,16.472469329833984
2015-10-09,16.472469329833984
2015-10-13,15.881150245666504
2015-10-14,16.894840240478516
2015-10-15,16.894840240478516
2015-10-16,16.894840240478516
2015-10-19,17.06378746032715
2015-10-20,16.261280059814453
2015-10-21,17.317211151123047
2015-10-22,17.48615837097168
2015-10-23,17.48615837097168
2015-10-26,18.415376663208008
2015-10-27,17.993005752563477
2015-10-28,18.584321975708008
2015-10-29,18.584321975708008
2015-10-30,18.83774757385254
2015-11-02,20.273805618286133
2015-11-03,21.034076690673828
2015-11-04,21.540918350219727
2015-11-05,22.808032989501953
2015-11-09,23.061452865600586
2015-11-10,22.808032989501953
2015-11-11,23.01922035217285
2015-11-12,23.568302154541016
2015-11-13,23.314878463745117
2015-11-16,23.314878463745117
2015-11-17,23.314878463745117
2015-11-18,22.808032989501953
2015-11-19,22.42789649963379
2015-11-20,22.639083862304688
2015-11-24,22.808032989501953
2015-11-25,22.97698402404785
2015-11-26,23.230403900146484
2015-11-27,23.230403900146484
2015-11-30,23.314878463745117
2015-12-01,24.075145721435547
2015-12-02,23.652774810791016
2015-12-03,23.86396026611328
2015-12-04,23.906198501586914
2015-12-09,24.32856559753418
2015-12-10,24.497516632080078
2015-12-11,25.300024032592773
2015-12-14,26.187000274658203
2015-12-15,26.39818572998047
2015-12-16,26.10252571105957
2015-12-17,26.187000274658203
2015-12-18,24.919889450073242
2015-12-21,25.004362106323242
2015-12-22,25.342256546020508
2015-12-23,26.9472713470459
2015-12-28,28.29885482788086
2015-12-29,28.383329391479492
2015-12-30,28.42557144165039
2016-01-04,28.72122573852539
2016-01-05,27.45411491394043
2016-01-06,27.876483917236328
2016-01-07,27.45411491394043
2016-01-08,26.778322219848633
2016-01-11,26.144763946533203
2016-01-12,24.497516632080078
2016-01-13,23.69501304626465
2016-01-14,24.83541488647461
2016-01-15,24.666465759277344
2016-01-18,23.652774810791016
2016-01-19,23.906198501586914
2016-01-20,23.568302154541016
2016-01-21,24.413042068481445
2016-01-22,25.764631271362305
2016-01-25,24.624229431152344
2016-01-26,25.764631271362305
2016-01-27,26.693849563598633
2016-01-28,26.778322219848633
2016-01-29,27.200695037841797
2016-02-01,24.919889450073242
2016-02-02,26.187000274658203
2016-02-03,24.83541488647461
2016-02-04,25.004362106323242
2016-02-05,25.342256546020508
2016-02-10,25.511211395263672
2016-02-11,25.046598434448242
2016-02-12,25.173309326171875
2016-02-15,24.919889450073242
2016-02-16,24.413042068481445
2016-02-17,24.87765121459961
2016-02-18,24.497516632080078
2016-02-19,25.342256546020508
2016-02-22,25.342256546020508
2016-02-23,25.426733016967773
2016-02-24,25.426733016967773
2016-02-25,25.173309326171875
