Date,IRB.NS
2015-08-21,21.471593856811523
2015-08-24,18.766334533691406
2015-08-25,18.55219268798828
2015-08-26,19.20337677001953
2015-08-27,20.016263961791992
2015-08-28,20.833518981933594
2015-08-31,20.418338775634766
2015-09-01,19.513671875
2015-09-02,19.303895950317383
2015-09-03,19.5792293548584
2015-09-04,18.525968551635742
2015-09-07,18.587156295776367
2015-09-08,18.692041397094727
2015-09-09,19.461223602294922
2015-09-10,19.45685577392578
2015-09-11,19.277671813964844
2015-09-14,19.583600997924805
2015-09-15,19.037303924560547
2015-09-16,18.622116088867188
2015-09-18,19.815223693847656
2015-09-21,20.12114906311035
2015-09-22,19.583600997924805
2015-09-23,19.75840950012207
2015-09-24,19.39129638671875
2015-09-28,19.019819259643555
2015-09-29,19.692853927612305
2015-09-30,20.74611473083496
2015-10-01,20.67618751525879
2015-10-05,21.545886993408203
2015-10-06,22.13589096069336
2015-10-07,22.12714958190918
2015-10-08,22.017892837524414
2015-10-09,22.301963806152344
2015-10-12,21.76003646850586
2015-10-13,22.035371780395508
2015-10-14,22.201444625854492
2015-10-15,22.22766876220703
2015-10-16,22.183961868286133
2015-10-19,23.521291732788086
2015-10-20,23.162921905517578
2015-10-21,22.664703369140625
2015-10-23,21.725074768066406
2015-10-26,21.357961654663086
2015-10-27,22.380258560180664
2015-10-28,22.07621192932129
2015-10-29,21.917579650878906
2015-10-30,21.684038162231445
2015-11-02,21.758949279785156
2015-11-03,21.657604217529297
2015-11-04,21.357959747314453
2015-11-05,20.886472702026367
2015-11-06,21.014263153076172
2015-11-09,21.238990783691406
2015-11-10,20.992231369018555
2015-11-13,21.24339485168457
2015-11-16,21.46811866760254
2015-11-17,21.833860397338867
2015-11-18,21.988082885742188
2015-11-19,22.278907775878906
2015-11-20,22.30093765258789
2015-11-23,21.97926902770996
2015-11-24,21.88233184814453
2015-11-26,22.318567276000977
2015-11-27,22.653453826904297
2015-11-30,22.5124454498291
2015-12-01,22.03655433654785
2015-12-02,22.027742385864258
2015-12-03,21.772171020507812
2015-12-04,21.335926055908203
2015-12-07,21.18611717224121
2015-12-08,21.388803482055664
2015-12-09,21.190519332885742
2015-12-10,20.807161331176758
2015-12-11,20.27838897705078
2015-12-14,20.683778762817383
2015-12-15,20.77631378173828
2015-12-16,21.32271385192871
2015-12-17,21.666410446166992
2015-12-18,21.446090698242188
2015-12-21,21.600313186645508
2015-12-22,21.807418823242188
2015-12-23,21.639978408813477
2015-12-24,21.745729446411133
2015-12-28,21.7016658782959
2015-12-29,21.340341567993164
2015-12-30,21.327119827270508
2015-12-31,21.4725341796875
2016-01-01,21.582691192626953
2016-01-04,22.723957061767578
2016-01-05,22.296533584594727
2016-01-06,22.203998565673828
2016-01-07,21.027482986450195
2016-01-08,21.59591293334961
2016-01-11,21.053924560546875
2016-01-12,20.353296279907227
2016-01-13,19.978750228881836
2016-01-14,19.952314376831055
2016-01-15,19.066625595092773
2016-01-18,18.79342269897461
2016-01-19,19.66149139404297
2016-01-20,19.7584285736084
2016-01-21,20.344484329223633
2016-01-22,20.7939395904541
2016-01-25,20.701406478881836
2016-01-27,20.82919692993164
2016-01-28,20.705810546875
2016-01-29,21.41965103149414
2016-02-01,21.4725341796875
2016-02-02,21.04069709777832
2016-02-03,20.525148391723633
2016-02-04,20.370922088623047
2016-02-05,20.66615104675293
2016-02-08,20.516338348388672
2016-02-09,19.952314376831055
2016-02-10,19.705554962158203
2016-02-11,18.50259780883789
2016-02-12,17.96942138671875
2016-02-15,19.079837799072266
2016-02-16,18.67444610595703
2016-02-17,18.885955810546875
2016-02-18,19.264907836914062
2016-02-19,19.101869583129883
2016-02-22,19.370662689208984
2016-02-23,19.03136444091797
2016-02-24,18.71410369873047
2016-02-25,18.454130172729492
2016-02-26,18.753761291503906
2016-02-29,19.018150329589844
2016-03-01,19.73198890686035
2016-03-02,19.881807327270508
2016-03-03,19.86859130859375
2016-03-04,20.22110366821289
2016-03-08,20.080097198486328
2016-03-09,20.600055694580078
2016-03-10,20.33126449584961
2016-03-11,20.467864990234375
2016-03-14,20.481082916259766
2016-03-15,20.57802391052246
2016-03-16,20.4891357421875
2016-03-17,20.591358184814453
2016-03-18,20.533580780029297
2016-03-21,20.59580421447754
2016-03-22,20.653583526611328
2016-03-23,20.844696044921875
2016-03-28,20.195796966552734
2016-03-29,20.271358489990234
2016-03-30,20.41802406311035
2016-03-31,20.684694290161133
2016-04-01,21.053586959838867
2016-04-04,20.77802848815918
2016-04-05,19.906909942626953
2016-04-06,19.995798110961914
2016-04-07,19.760236740112305
2016-04-08,19.369123458862305
2016-04-11,19.746902465820312
2016-04-12,19.70690155029297
2016-04-13,19.84912872314453
2016-04-18,19.644681930541992
2016-04-20,19.59579086303711
2016-04-21,19.65357208251953
2016-04-22,19.555797576904297
2016-04-25,18.85356330871582
2016-04-26,19.062450408935547
2016-04-27,19.178010940551758
2016-04-28,18.898006439208984
2016-04-29,18.991342544555664
2016-05-02,19.04022789001465
2016-05-03,19.124677658081055
2016-05-04,18.76911735534668
2016-05-05,18.74245262145996
2016-05-06,18.595781326293945
2016-05-09,19.466901779174805
2016-05-10,19.426898956298828
2016-05-11,19.20467758178711
2016-05-12,19.529125213623047
2016-05-13,19.12023162841797
2016-05-16,19.435789108276367
2016-05-17,19.235788345336914
2016-05-18,19.738014221191406
2016-05-19,19.484678268432617
2016-05-20,19.222455978393555
2016-05-23,18.875783920288086
2016-05-24,18.64911460876465
2016-05-25,18.83133888244629
2016-05-26,19.009119033813477
2016-05-27,19.4580135345459
2016-05-30,19.449119567871094
2016-05-31,19.600236892700195
2016-06-01,19.093563079833984
2016-06-02,19.373567581176758
2016-06-03,19.01356315612793
2016-06-06,18.92467498779297
2016-06-07,19.329120635986328
2016-06-08,19.133563995361328
2016-06-09,19.280231475830078
2016-06-10,19.044673919677734
2016-06-13,18.858003616333008
2016-06-14,18.83133888244629
2016-06-15,18.93355941772461
2016-06-16,18.76911735534668
2016-06-17,18.840227127075195
2016-06-20,18.83133888244629
2016-06-21,18.818004608154297
2016-06-22,18.706892013549805
2016-06-23,18.7513370513916
2016-06-24,18.24466323852539
2016-06-27,18.200218200683594
2016-06-28,18.289112091064453
2016-06-29,18.591339111328125
2016-06-30,18.969120025634766
2016-07-01,19.080230712890625
