Date,HLMA.L
2016-10-20,1066.13134765625
2016-10-21,1057.138916015625
2016-10-24,1049.1453857421875
2016-10-25,1043.150390625
2016-10-26,1026.1641845703125
2016-10-27,1048.146240234375
2016-10-28,1045.1484375
2016-10-31,1047.1470947265625
2016-11-01,1043.150390625
2016-11-02,1032.1591796875
2016-11-03,1028.1624755859375
2016-11-04,1013.1746215820312
2016-11-07,1022.1672973632812
2016-11-08,1022.1672973632812
2016-11-09,1043.150390625
2016-11-10,1026.1641845703125
2016-11-11,1005.1812133789062
2016-11-14,985.1974487304688
2016-11-15,997.1876831054688
2016-11-16,998.6865844726562
2016-11-17,996.6880493164062
2016-11-18,999.1859741210938
2016-11-21,1004.18212890625
2016-11-22,970.209716796875
2016-11-23,955.721435546875
2016-11-24,972.707763671875
2016-11-25,969.21044921875
2016-11-28,935.7376708984375
2016-11-29,938.7351684570312
2016-11-30,942.2324829101562
2016-12-01,927.2447509765625
2016-12-02,918.7515258789062
2016-12-05,931.740966796875
2016-12-06,931.241455078125
2016-12-07,922.748291015625
2016-12-08,921.7490844726562
2016-12-09,917.2528686523438
2016-12-12,901.7654418945312
2016-12-13,909.7589721679688
2016-12-14,924.7467651367188
2016-12-15,928.7434692382812
2016-12-16,933.7391967773438
2016-12-19,943.731201171875
2016-12-20,911.7572631835938
2016-12-21,907.7606201171875
2016-12-22,913.2559204101562
2016-12-23,901.7654418945312
2016-12-28,907.7606201171875
2016-12-29,904.8160400390625
2016-12-30,896.8222045898438
2017-01-03,885.8304443359375
2017-01-04,893.32470703125
2017-01-05,899.3203125
2017-01-06,908.81298828125
2017-01-09,924.30126953125
2017-01-10,933.7940063476562
2017-01-11,941.7880249023438
2017-01-12,939.2899780273438
2017-01-13,939.2899780273438
2017-01-16,941.7880249023438
2017-01-17,935.2930297851562
2017-01-18,939.7896118164062
2017-01-19,932.2952270507812
2017-01-20,924.30126953125
2017-01-23,915.8078002929688
2017-01-24,914.8084106445312
2017-01-25,924.801025390625
2017-01-26,925.300537109375
2017-01-27,928.7978515625
2017-01-30,923.8016967773438
2017-01-31,924.30126953125
2017-02-01,912.81005859375
2017-02-02,925.300537109375
2017-02-03,962.2724609375
2017-02-06,954.2786865234375
2017-02-07,971.265869140625
2017-02-08,969.2672119140625
2017-02-09,965.2703857421875
2017-02-10,956.7767333984375
2017-02-13,964.7706909179688
2017-02-14,976.2620849609375
2017-02-15,979.2597045898438
2017-02-16,977.760986328125
2017-02-17,975.7622680664062
2017-02-20,978.2604370117188
2017-02-21,981.7578125
2017-02-22,970.2666625976562
2017-02-23,968.2681884765625
2017-02-24,963.2719116210938
2017-02-27,960.7734985351562
2017-02-28,971.7654418945312
2017-03-01,986.25439453125
2017-03-02,997.7457885742188
2017-03-03,987.7533569335938
2017-03-06,983.2568359375
2017-03-07,984.7554321289062
2017-03-08,980.7586059570312
2017-03-09,979.2597045898438
2017-03-10,984.2560424804688
2017-03-13,982.757080078125
2017-03-14,978.7601318359375
2017-03-15,970.7659912109375
2017-03-16,976.76171875
2017-03-17,981.2582397460938
2017-03-20,990.7511596679688
2017-03-21,971.7654418945312
2017-03-22,958.7752685546875
2017-03-23,1021.22802734375
2017-03-24,1011.235595703125
2017-03-27,1020.2288818359375
2017-03-28,1021.22802734375
2017-03-29,1027.2236328125
2017-03-30,1030.22119140625
2017-03-31,1023.2263793945312
2017-04-03,1017.2311401367188
2017-04-04,1011.235595703125
2017-04-05,1006.2393798828125
2017-04-06,1015.232421875
2017-04-07,1019.2296142578125
2017-04-10,1026.224365234375
2017-04-11,1027.2236328125
2017-04-12,1041.212646484375
2017-04-13,1041.212646484375
2017-04-18,1024.2255859375
2017-04-19,1026.224365234375
2017-04-20,1036.2166748046875
2017-04-21,1030.22119140625
2017-04-24,1036.2166748046875
2017-04-25,1036.2166748046875
2017-04-26,1041.212646484375
2017-04-27,1048.207763671875
2017-04-28,1052.20458984375
2017-05-02,1070.191162109375
2017-05-03,1078.18505859375
2017-05-04,1088.1773681640625
2017-05-05,1088.1773681640625
2017-05-08,1090.1761474609375
2017-05-09,1085.179443359375
2017-05-10,1085.179443359375
2017-05-11,1085.179443359375
2017-05-12,1099.1690673828125
2017-05-15,1109.161865234375
2017-05-16,1111.1600341796875
2017-05-17,1096.1715087890625
2017-05-18,1088.1773681640625
2017-05-19,1092.1741943359375
2017-05-22,1099.1690673828125
2017-05-23,1104.1654052734375
2017-05-24,1112.159423828125
2017-05-25,1125.1495361328125
2017-05-26,1133.1434326171875
2017-05-30,1145.1343994140625
2017-05-31,1145.1343994140625
2017-06-01,1150.130615234375
2017-06-02,1155.126708984375
2017-06-05,1143.135986328125
2017-06-06,1139.1387939453125
2017-06-07,1135.1419677734375
2017-06-08,1127.1480712890625
2017-06-09,1135.1419677734375
2017-06-12,1139.1387939453125
2017-06-13,1177.1102294921875
2017-06-14,1142.1365966796875
2017-06-15,1119.1539306640625
2017-06-16,1146.1334228515625
2017-06-19,1154.1275634765625
2017-06-20,1145.1343994140625
2017-06-21,1147.133056640625
2017-06-22,1133.1434326171875
2017-06-23,1132.1441650390625
2017-06-26,1132.218017578125
2017-06-27,1131.10107421875
2017-06-28,1127.1480712890625
2017-06-29,1093.173583984375
2017-06-30,1099.1690673828125
2017-07-03,1099.1690673828125
2017-07-04,1092.1741943359375
2017-07-05,1105.1644287109375
2017-07-06,1091.1751708984375
2017-07-07,1092.1741943359375
2017-07-10,1095.1719970703125
2017-07-11,1095.1719970703125
2017-07-12,1104.1654052734375
2017-07-13,1100.251953125
2017-07-14,1093.2564697265625
2017-07-17,1085.26171875
2017-07-18,1089.25927734375
2017-07-19,1093.2564697265625
2017-07-20,1091.2579345703125
2017-07-21,1104.2491455078125
2017-07-24,1079.2659912109375
2017-07-25,1075.2689208984375
2017-07-26,1093.2564697265625
2017-07-27,1095.255126953125
2017-07-28,1093.2564697265625
2017-07-31,1098.2529296875
2017-08-01,1102.250244140625
2017-08-02,1098.2529296875
2017-08-03,1100.251953125
2017-08-04,1107.2470703125
2017-08-07,1116.2410888671875
2017-08-08,1116.2410888671875
2017-08-09,1113.242919921875
2017-08-10,1099.25244140625
2017-08-11,1094.255859375
2017-08-14,1100.251953125
2017-08-15,1108.2462158203125
2017-08-16,1128.2327880859375
2017-08-17,1103.249755859375
2017-08-18,1097.2540283203125
2017-08-21,1089.25927734375
2017-08-22,1099.25244140625
2017-08-23,1108.2462158203125
2017-08-24,1109.2459716796875
2017-08-25,1104.2491455078125
2017-08-29,1089.25927734375
2017-08-30,1097.2540283203125
2017-08-31,1092.257080078125
2017-09-01,1089.25927734375
2017-09-04,1086.261474609375
2017-09-05,1082.26416015625
2017-09-06,1079.2659912109375
2017-09-07,1081.264892578125
2017-09-08,1083.26318359375
2017-09-11,1096.2545166015625
2017-09-12,1098.2529296875
2017-09-13,1102.250244140625
2017-09-14,1102.250244140625
2017-09-15,1076.2679443359375
2017-09-18,1084.262939453125
2017-09-19,1080.2652587890625
2017-09-20,1079.2659912109375
2017-09-21,1074.269287109375
2017-09-22,1078.266845703125
2017-09-25,1088.2598876953125
2017-09-26,1082.26416015625
2017-09-27,1080.2652587890625
2017-09-28,1094.255859375
2017-09-29,1119.2388916015625
2017-10-02,1131.230712890625
2017-10-03,1141.2239990234375
2017-10-04,1143.22265625
2017-10-05,1145.2213134765625
2017-10-06,1150.2177734375
2017-10-09,1159.2115478515625
2017-10-10,1160.2110595703125
2017-10-11,1166.206787109375
2017-10-12,1178.19873046875
2017-10-13,1176.2000732421875
2017-10-16,1168.20556640625
2017-10-17,1162.20947265625
2017-10-18,1162.20947265625
2017-10-19,1155.2142333984375
2017-10-20,1160.2110595703125
2017-10-23,1162.20947265625
2017-10-24,1171.20361328125
2017-10-25,1173.202392578125
2017-10-26,1179.197998046875
2017-10-27,1185.1942138671875
2017-10-30,1188.192138671875
2017-10-31,1181.19677734375
2017-11-01,1219.1708984375
2017-11-02,1209.177734375
2017-11-03,1238.157958984375
2017-11-06,1228.164794921875
2017-11-07,1233.1614990234375
2017-11-08,1239.1572265625
2017-11-09,1245.1533203125
2017-11-10,1247.15185546875
2017-11-13,1242.155517578125
2017-11-14,1258.1444091796875
2017-11-15,1245.1533203125
2017-11-16,1276.13232421875
2017-11-17,1284.1268310546875
2017-11-20,1284.1268310546875
2017-11-21,1321.1016845703125
2017-11-22,1297.117919921875
2017-11-23,1297.117919921875
2017-11-24,1289.1234130859375
2017-11-27,1296.11865234375
2017-11-28,1285.1260986328125
2017-11-29,1293.1207275390625
2017-11-30,1279.130126953125
2017-12-01,1259.143798828125
2017-12-04,1272.1348876953125
2017-12-05,1276.13232421875
2017-12-06,1283.12744140625
2017-12-07,1273.1343994140625
2017-12-08,1259.143798828125
2017-12-11,1264.1405029296875
2017-12-12,1277.1314697265625
2017-12-13,1265.736083984375
2017-12-14,1262.1417236328125
2017-12-15,1251.149169921875
2017-12-18,1268.1378173828125
2017-12-19,1263.1409912109375
2017-12-20,1250.149658203125
2017-12-21,1260.143310546875
2017-12-22,1259.143798828125
2017-12-27,1269.136962890625
2017-12-28,1255.202880859375
2017-12-29,1259.200439453125
2018-01-02,1253.204345703125
2018-01-03,1262.198486328125
2018-01-04,1265.196533203125
2018-01-05,1289.181396484375
2018-01-08,1285.1837158203125
2018-01-09,1305.171142578125
2018-01-10,1289.181396484375
2018-01-11,1292.1793212890625
2018-01-12,1286.183349609375
2018-01-15,1280.18701171875
2018-01-16,1288.181884765625
2018-01-17,1306.1705322265625
2018-01-18,1314.1654052734375
2018-01-19,1329.1561279296875
2018-01-22,1315.1646728515625
2018-01-23,1313.1661376953125
2018-01-24,1285.1837158203125
2018-01-25,1272.1920166015625
2018-01-26,1264.197265625
2018-01-29,1266.1959228515625
2018-01-30,1274.1904296875
2018-01-31,1276.189697265625
2018-02-01,1264.197265625
2018-02-02,1248.207275390625
2018-02-05,1219.2257080078125
2018-02-06,1182.2490234375
2018-02-07,1204.2353515625
2018-02-08,1174.2540283203125
2018-02-09,1178.251708984375
2018-02-12,1191.243408203125
2018-02-13,1189.2447509765625
2018-02-14,1195.2412109375
2018-02-15,1211.2308349609375
2018-02-16,1222.223876953125
2018-02-19,1200.2376708984375
2018-02-20,1217.227294921875
2018-02-21,1223.2230224609375
2018-02-22,1219.2257080078125
2018-02-23,1206.2340087890625
2018-02-26,1227.2208251953125
2018-02-27,1212.23046875
2018-02-28,1204.2353515625
2018-03-01,1184.247802734375
2018-03-02,1165.2601318359375
2018-03-05,1182.2490234375
2018-03-06,1188.2454833984375
2018-03-07,1185.2474365234375
2018-03-08,1200.2376708984375
2018-03-09,1211.2308349609375
2018-03-12,1211.2308349609375
2018-03-13,1199.2384033203125
2018-03-14,1186.2467041015625
2018-03-15,1198.2388916015625
2018-03-16,1191.243408203125
2018-03-19,1175.2537841796875
2018-03-20,1179.2509765625
2018-03-21,1183.2484130859375
2018-03-22,1159.263671875
2018-03-23,1152.2681884765625
2018-03-26,1147.2716064453125
2018-03-27,1167.2587890625
2018-03-28,1159.263671875
2018-03-29,1178.251708984375
2018-04-03,1162.26171875
2018-04-04,1145.2728271484375
2018-04-05,1174.2540283203125
2018-04-06,1163.26123046875
2018-04-09,1171.256103515625
2018-04-10,1192.242919921875
2018-04-11,1190.2442626953125
2018-04-12,1194.241455078125
2018-04-13,1207.2333984375
2018-04-16,1202.236328125
2018-04-17,1211.2308349609375
2018-04-18,1214.22900390625
2018-04-19,1229.219482421875
2018-04-20,1229.219482421875
2018-04-23,1238.213623046875
2018-04-24,1217.227294921875
2018-04-25,1199.2384033203125
2018-04-26,1208.23291015625
2018-04-27,1221.2247314453125
2018-04-30,1222.223876953125
2018-05-01,1239.212890625
2018-05-02,1240.21240234375
2018-05-03,1240.21240234375
2018-05-04,1248.207275390625
2018-05-08,1279.1876220703125
2018-05-09,1288.181884765625
2018-05-10,1297.17626953125
2018-05-11,1296.1768798828125
2018-05-14,1291.1798095703125
2018-05-15,1295.177490234375
2018-05-16,1310.16796875
2018-05-17,1313.1661376953125
2018-05-18,1309.1685791015625
2018-05-21,1330.1551513671875
2018-05-22,1342.147705078125
2018-05-23,1341.148193359375
2018-05-24,1351.141845703125
2018-05-25,1366.1324462890625
2018-05-29,1346.14501953125
2018-05-30,1364.1337890625
2018-05-31,1349.1431884765625
2018-06-01,1367.1318359375
2018-06-04,1386.1197509765625
2018-06-05,1387.118896484375
2018-06-06,1397.1129150390625
2018-06-07,1409.10498046875
2018-06-08,1420.0980224609375
2018-06-11,1421.0977783203125
2018-06-12,1423.09619140625
2018-06-13,1434.089111328125
2018-06-14,1455.0760498046875
2018-06-15,1428.093017578125
2018-06-18,1431.091064453125
2018-06-19,1411.10400390625
2018-06-20,1414.10205078125
2018-06-21,1389.1180419921875
2018-06-22,1386.1197509765625
2018-06-25,1366.1324462890625
2018-06-26,1367.1318359375
2018-06-27,1381.123046875
2018-06-28,1358.1375732421875
2018-06-29,1369.130615234375
2018-07-02,1346.14501953125
2018-07-03,1343.1470947265625
2018-07-04,1328.1563720703125
2018-07-05,1330.1551513671875
2018-07-06,1339.1494140625
2018-07-09,1338.1500244140625
2018-07-10,1359.1365966796875
2018-07-11,1361.1356201171875
2018-07-12,1363.2242431640625
2018-07-13,1366.222412109375
2018-07-16,1366.222412109375
2018-07-17,1365.222900390625
2018-07-18,1387.2103271484375
2018-07-19,1387.2103271484375
2018-07-20,1394.2064208984375
2018-07-23,1388.2098388671875
2018-07-24,1381.2139892578125
2018-07-25,1372.2188720703125
2018-07-26,1390.2088623046875
2018-07-27,1406.1998291015625
2018-07-30,1406.1998291015625
2018-07-31,1406.1998291015625
2018-08-01,1399.2034912109375
2018-08-02,1396.205322265625
2018-08-03,1409.1978759765625
2018-08-06,1408.19873046875
2018-08-07,1404.20068359375
2018-08-08,1404.20068359375
2018-08-09,1408.19873046875
2018-08-10,1407.198974609375
2018-08-13,1406.1998291015625
2018-08-14,1404.20068359375
2018-08-15,1391.2080078125
2018-08-16,1403.2012939453125
2018-08-17,1409.1978759765625
2018-08-20,1416.194091796875
2018-08-21,1418.1927490234375
2018-08-22,1422.1904296875
2018-08-23,1427.1878662109375
2018-08-24,1430.1861572265625
2018-08-28,1446.1768798828125
2018-08-29,1442.178955078125
2018-08-30,1436.1826171875
2018-08-31,1431.185302734375
2018-09-03,1442.178955078125
2018-09-04,1429.1864013671875
2018-09-05,1419.1923828125
2018-09-06,1402.2017822265625
2018-09-07,1389.2095947265625
2018-09-10,1393.2071533203125
2018-09-11,1392.20751953125
2018-09-12,1387.2103271484375
2018-09-13,1382.2132568359375
2018-09-14,1399.2034912109375
2018-09-17,1405.2003173828125
2018-09-18,1399.2034912109375
2018-09-19,1388.2098388671875
2018-09-20,1390.2088623046875
2018-09-21,1397.204833984375
2018-09-24,1389.2095947265625
2018-09-25,1403.2012939453125
2018-09-26,1416.194091796875
2018-09-27,1452.17333984375
2018-09-28,1444.1781005859375
2018-10-01,1503.144287109375
2018-10-02,1490.151611328125
2018-10-03,1469.1636962890625
2018-10-04,1443.1787109375
2018-10-05,1435.1834716796875
2018-10-08,1367.2218017578125
2018-10-09,1358.22705078125
2018-10-10,1266.2791748046875
2018-10-11,1249.2890625
2018-10-12,1272.27587890625
2018-10-15,1257.2845458984375
2018-10-16,1302.2586669921875
2018-10-17,1317.2501220703125
2018-10-18,1301.2593994140625
2018-10-19,1294.263427734375
2018-10-22,1287.2672119140625
2018-10-23,1236.29638671875
2018-10-24,1249.2890625
2018-10-25,1270.2767333984375
2018-10-26,1245.291259765625
2018-10-29,1270.2767333984375
2018-10-30,1299.260498046875
2018-10-31,1327.24462890625
2018-11-01,1330.2427978515625
2018-11-02,1355.228515625
2018-11-05,1338.238037109375
2018-11-06,1339.2376708984375
2018-11-07,1350.2314453125
2018-11-08,1337.2391357421875
2018-11-09,1316.2509765625
2018-11-12,1297.26171875
2018-11-13,1310.2542724609375
2018-11-14,1298.2611083984375
2018-11-15,1308.2552490234375
2018-11-16,1335.239990234375
2018-11-19,1310.2542724609375
2018-11-20,1349.2320556640625
2018-11-21,1349.2320556640625
2018-11-22,1309.2548828125
2018-11-23,1328.243896484375
2018-11-26,1345.2344970703125
2018-11-27,1346.2337646484375
2018-11-28,1352.23046875
2018-11-29,1374.2178955078125
2018-11-30,1371.2197265625
2018-12-03,1410.197265625
2018-12-04,1368.22119140625
2018-12-05,1341.236572265625
2018-12-06,1319.2491455078125
2018-12-07,1306.256591796875
2018-12-10,1281.2708740234375
2018-12-11,1303.2584228515625
2018-12-12,1309.2548828125
2018-12-13,1311.253662109375
2018-12-14,1300.260009765625
2018-12-17,1296.2623291015625
2018-12-18,1300.260009765625
2018-12-19,1331.2421875
2018-12-20,1307.2559814453125
2018-12-21,1345.2344970703125
2018-12-24,1329.24365234375
2018-12-27,1316.3115234375
2018-12-28,1343.29736328125
2018-12-31,1363.286865234375
2019-01-02,1352.2926025390625
2019-01-03,1312.3133544921875
2019-01-04,1340.298828125
2019-01-07,1368.2840576171875
2019-01-08,1389.2734375
2019-01-09,1413.260498046875
2019-01-10,1409.2626953125
2019-01-11,1401.26708984375
2019-01-14,1395.2698974609375
2019-01-15,1411.2618408203125
2019-01-16,1412.2611083984375
2019-01-17,1384.2760009765625
2019-01-18,1412.2611083984375
2019-01-21,1406.264404296875
2019-01-22,1410.2620849609375
2019-01-23,1389.2734375
2019-01-24,1391.27197265625
2019-01-25,1405.264892578125
2019-01-28,1399.267822265625
2019-01-29,1393.271240234375
2019-01-30,1401.26708984375
2019-01-31,1399.267822265625
2019-02-01,1421.256591796875
2019-02-04,1449.24169921875
2019-02-05,1481.22509765625
2019-02-06,1479.2261962890625
2019-02-07,1481.22509765625
2019-02-08,1476.2275390625
2019-02-11,1498.216064453125
2019-02-12,1486.222412109375
2019-02-13,1494.2181396484375
2019-02-14,1503.21337890625
2019-02-15,1499.2156982421875
2019-02-18,1511.2093505859375
2019-02-19,1498.216064453125
2019-02-20,1500.215087890625
2019-02-21,1495.2177734375
2019-02-22,1504.2132568359375
2019-02-25,1510.2098388671875
2019-02-26,1536.1964111328125
2019-02-27,1540.1943359375
2019-02-28,1553.1875
2019-03-01,1574.17626953125
2019-03-04,1584.1712646484375
2019-03-05,1608.1585693359375
2019-03-06,1594.166015625
2019-03-07,1599.1634521484375
2019-03-08,1609.158203125
2019-03-11,1621.15185546875
2019-03-12,1631.1463623046875
2019-03-13,1647.13818359375
2019-03-14,1635.1446533203125
2019-03-15,1658.1322021484375
2019-03-18,1667.1278076171875
2019-03-19,1667.1278076171875
2019-03-20,1659.1317138671875
2019-03-21,1669.126708984375
2019-03-22,1674.1241455078125
2019-03-25,1655.134033203125
2019-03-26,1654.1346435546875
2019-03-27,1656.1336669921875
2019-03-28,1668.12744140625
2019-03-29,1671.1259765625
2019-04-01,1712.604248046875
2019-04-02,1732.0938720703125
2019-04-03,1736.0916748046875
2019-04-04,1750.5841064453125
2019-04-05,1768.074951171875
2019-04-08,1777.0701904296875
2019-04-09,1760.5787353515625
2019-04-10,1749.0849609375
