Date,HLMA.L
2015-08-24,720.8172607421875
2015-08-25,738.30078125
2015-08-26,734.3046264648438
2015-08-27,749.2905883789062
2015-08-28,754.2857666015625
2015-09-01,739.7994384765625
2015-09-02,743.2960205078125
2015-09-03,748.790771484375
2015-09-04,741.2979125976562
2015-09-07,740.7985229492188
2015-09-08,745.294189453125
2015-09-09,745.294189453125
2015-09-10,745.294189453125
2015-09-11,739.7994384765625
2015-09-14,737.3016967773438
2015-09-15,741.2979125976562
2015-09-16,747.791748046875
2015-09-17,745.294189453125
2015-09-18,741.2979125976562
2015-09-21,733.8051147460938
2015-09-22,714.323486328125
2015-09-23,719.8182983398438
2015-09-24,712.3255004882812
2015-09-25,729.3092651367188
2015-09-28,726.8117065429688
2015-09-29,720.3180541992188
2015-09-30,720.8172607421875
2015-10-01,723.8146362304688
2015-10-02,715.322509765625
2015-10-05,729.3092651367188
2015-10-06,731.307373046875
2015-10-07,729.3092651367188
2015-10-08,728.3104248046875
2015-10-09,733.3055419921875
2015-10-12,732.3065795898438
2015-10-13,733.3055419921875
2015-10-14,725.812744140625
2015-10-15,732.3065795898438
2015-10-16,727.311279296875
2015-10-19,731.307373046875
2015-10-20,733.3055419921875
2015-10-21,739.2999267578125
2015-10-22,738.30078125
2015-10-23,756.2837524414062
2015-10-26,755.7842407226562
2015-10-27,759.7804565429688
2015-10-28,755.7842407226562
2015-10-29,761.2791137695312
2015-10-30,762.7776489257812
2015-11-02,769.2714233398438
2015-11-03,770.7700805664062
2015-11-04,779.2619018554688
2015-11-05,784.7568359375
2015-11-06,785.2564086914062
2015-11-09,783.258056640625
2015-11-10,784.7568359375
2015-11-11,786.7550659179688
2015-11-12,772.7682495117188
2015-11-13,756.2837524414062
2015-11-16,755.2847290039062
2015-11-17,812.2307739257812
2015-11-18,804.7380981445312
2015-11-19,822.720947265625
2015-11-20,833.2108764648438
2015-11-23,830.7130737304688
2015-11-24,829.2146606445312
2015-11-25,847.1976928710938
2015-11-26,849.1958618164062
2015-11-27,850.694580078125
2015-11-30,861.6840209960938
2015-12-01,852.6924438476562
2015-12-02,857.6876220703125
2015-12-03,850.19482421875
2015-12-04,846.6981811523438
2015-12-07,857.1882934570312
2015-12-08,854.6906127929688
2015-12-09,857.1882934570312
2015-12-10,853.691650390625
2015-12-11,843.201416015625
2015-12-14,829.2146606445312
2015-12-15,860.6849365234375
2015-12-16,853.691650390625
2015-12-17,868.6773681640625
2015-12-18,859.6858520507812
2015-12-21,860.6849365234375
2015-12-22,862.1834716796875
2015-12-23,873.1731567382812
2015-12-24,868.6773681640625
2015-12-29,881.6649780273438
2015-12-30,881.6649780273438
2015-12-31,864.23046875
2016-01-04,846.2464599609375
2016-01-05,844.2482299804688
2016-01-06,840.251708984375
2016-01-07,834.2572021484375
2016-01-08,836.7550659179688
2016-01-11,844.747802734375
2016-01-12,855.7379760742188
2016-01-13,847.7450561523438
2016-01-14,821.2685546875
2016-01-15,803.7841796875
2016-01-18,796.7905883789062
2016-01-19,811.2776489257812
2016-01-20,790.7957763671875
2016-01-21,787.7985229492188
2016-01-22,810.2785034179688
2016-01-25,819.7698974609375
2016-01-26,818.2713623046875
2016-01-27,827.2633666992188
2016-01-28,817.272216796875
2016-01-29,835.7557373046875
2016-02-01,827.7628173828125
2016-02-02,816.772705078125
2016-02-03,806.7814331054688
2016-02-04,803.2847290039062
2016-02-05,804.2837524414062
2016-02-08,787.2987670898438
2016-02-09,790.2962646484375
2016-02-10,804.783447265625
2016-02-11,772.8118286132812
2016-02-12,790.7957763671875
2016-02-15,807.7807006835938
2016-02-16,821.7682495117188
2016-02-17,849.2437744140625
2016-02-18,859.734375
2016-02-19,859.2348022460938
2016-02-22,865.2294921875
2016-02-23,858.7354736328125
2016-02-24,866.2286987304688
2016-02-25,872.722900390625
2016-02-26,884.7119750976562
2016-02-29,886.7103881835938
2016-03-01,915.6846313476562
2016-03-02,891.7059326171875
2016-03-03,886.2107543945312
2016-03-04,896.2019653320312
2016-03-07,894.2037963867188
2016-03-08,883.7130737304688
2016-03-09,887.2098388671875
2016-03-10,872.2233276367188
2016-03-11,880.216064453125
2016-03-14,889.2081909179688
2016-03-15,893.2046508789062
2016-03-16,895.202880859375
2016-03-17,890.7069702148438
2016-03-18,853.7398681640625
2016-03-21,862.232177734375
2016-03-22,876.7192993164062
2016-03-23,898.6997680664062
2016-03-24,882.7140502929688
2016-03-29,896.2019653320312
2016-03-30,915.1849365234375
2016-03-31,910.6889038085938
2016-04-01,911.1885986328125
2016-04-04,909.68994140625
2016-04-05,904.19482421875
2016-04-06,917.682861328125
2016-04-07,910.6889038085938
2016-04-08,913.6864013671875
2016-04-11,914.685546875
2016-04-12,910.6889038085938
2016-04-13,913.6864013671875
2016-04-14,909.1903076171875
2016-04-15,905.1937255859375
2016-04-18,905.6934204101562
2016-04-19,914.18603515625
2016-04-20,916.1841430664062
2016-04-21,900.1984252929688
2016-04-22,892.20556640625
2016-04-25,900.1984252929688
2016-04-26,900.697998046875
2016-04-27,904.19482421875
2016-04-28,907.6917724609375
2016-04-29,891.2063598632812
2016-05-03,900.697998046875
2016-05-04,896.2019653320312
2016-05-05,896.2019653320312
2016-05-06,894.2037963867188
2016-05-09,903.1956787109375
2016-05-10,909.68994140625
2016-05-11,911.6881103515625
2016-05-12,914.18603515625
2016-05-13,917.682861328125
2016-05-16,917.682861328125
2016-05-17,894.7033081054688
2016-05-18,901.6970825195312
2016-05-19,890.7069702148438
2016-05-20,901.197509765625
2016-05-23,909.1903076171875
2016-05-24,912.6874389648438
2016-05-25,927.673828125
2016-05-26,930.1718139648438
2016-05-27,932.6695556640625
2016-05-31,947.156494140625
2016-06-01,947.156494140625
2016-06-02,941.1618041992188
2016-06-03,945.1583251953125
2016-06-06,946.6568603515625
2016-06-07,956.6481323242188
2016-06-08,949.6543579101562
2016-06-09,955.1495971679688
2016-06-10,945.1583251953125
2016-06-13,933.66845703125
2016-06-14,932.1698608398438
2016-06-15,935.167236328125
2016-06-16,917.682861328125
2016-06-17,939.1636352539062
2016-06-20,963.6419677734375
2016-06-21,970.635498046875
2016-06-22,959.6453247070312
2016-06-23,965.1405029296875
2016-06-24,955.1495971679688
2016-06-27,927.1744995117188
2016-06-28,957.1476440429688
2016-06-29,990.6181030273438
2016-06-30,1016.0950927734375
2016-07-01,1016.0950927734375
2016-07-04,1003.1067504882812
2016-07-05,995.6134033203125
2016-07-06,998.111083984375
2016-07-07,1003.1067504882812
2016-07-08,1015.0958862304688
2016-07-11,1034.0791015625
2016-07-12,1026.0863037109375
2016-07-13,1032.0809326171875
2016-07-14,1023.1664428710938
2016-07-15,1013.1746215820312
2016-07-18,1028.1624755859375
2016-07-19,1032.1591796875
2016-07-20,1037.1551513671875
2016-07-21,1036.1558837890625
2016-07-22,1035.1566162109375
2016-07-25,1047.1470947265625
2016-07-26,1050.1444091796875
2016-07-27,1052.1429443359375
2016-07-28,1051.1436767578125
2016-07-29,1048.146240234375
2016-08-01,1044.1495361328125
2016-08-02,1034.1575927734375
2016-08-03,1031.1597900390625
2016-08-04,1049.1453857421875
2016-08-05,1060.136474609375
2016-08-08,1064.1331787109375
2016-08-09,1080.1201171875
2016-08-10,1078.121826171875
2016-08-11,1087.114501953125
2016-08-12,1085.11572265625
2016-08-15,1093.109619140625
2016-08-16,1071.12744140625
2016-08-17,1067.130615234375
2016-08-18,1076.123291015625
2016-08-19,1081.119384765625
2016-08-22,1078.121826171875
2016-08-23,1075.124267578125
2016-08-24,1069.1290283203125
2016-08-25,1063.1339111328125
2016-08-26,1062.1348876953125
2016-08-30,1070.12841796875
2016-08-31,1059.1373291015625
2016-09-01,1049.1453857421875
2016-09-02,1054.1409912109375
2016-09-05,1055.140625
2016-09-06,1046.147705078125
2016-09-07,1049.1453857421875
2016-09-08,1053.1424560546875
2016-09-09,1034.1575927734375
2016-09-12,1023.1664428710938
2016-09-13,1020.1690063476562
2016-09-14,1026.1641845703125
2016-09-15,1035.1566162109375
2016-09-16,1034.1575927734375
2016-09-19,1039.1534423828125
2016-09-20,1039.1534423828125
2016-09-21,1042.1510009765625
2016-09-22,1050.1444091796875
2016-09-23,1038.1541748046875
2016-09-26,1036.1558837890625
2016-09-27,1036.1558837890625
2016-09-28,1042.1510009765625
2016-09-29,1046.147705078125
2016-09-30,1048.146240234375
2016-10-03,1069.1290283203125
2016-10-04,1092.1102294921875
2016-10-05,1085.11572265625
2016-10-06,1085.11572265625
2016-10-07,1112.0941162109375
2016-10-10,1125.0836181640625
2016-10-11,1122.0860595703125
2016-10-12,1105.099609375
2016-10-13,1108.0970458984375
2016-10-14,1098.10546875
2016-10-17,1093.109619140625
2016-10-18,1087.114501953125
2016-10-19,1086.1153564453125
