Date,AMP
2015-08-03,101.65129089355469
2015-08-04,101.28705596923828
2015-08-05,101.31137084960938
2015-08-06,100.12153625488281
2015-08-07,99.59544372558594
2015-08-10,101.28705596923828
2015-08-11,99.8948974609375
2015-08-12,98.62416076660156
2015-08-13,98.43802642822266
2015-08-14,99.52261352539062
2015-08-17,100.47767639160156
2015-08-18,99.12600708007812
2015-08-19,97.91192626953125
2015-08-20,96.22027587890625
2015-08-21,92.95034790039062
2015-08-24,88.3287353515625
2015-08-25,86.83136749267578
2015-08-26,90.69217681884766
2015-08-27,93.04747772216797
2015-08-28,92.3837661743164
2015-08-31,91.19397735595703
2015-09-01,88.30442810058594
2015-09-02,88.67676544189453
2015-09-03,88.72534942626953
2015-09-04,87.83499145507812
2015-09-08,89.89895629882812
2015-09-09,88.13447570800781
2015-09-10,88.67676544189453
2015-09-11,88.80628967285156
2015-09-14,88.15875244140625
2015-09-15,88.90340423583984
2015-09-16,89.54279327392578
2015-09-17,88.64437866210938
2015-09-18,86.93656921386719
2015-09-21,88.05352020263672
2015-09-22,87.00944519042969
2015-09-23,86.53997802734375
2015-09-24,86.51569366455078
2015-09-25,87.46268463134766
2015-09-28,84.006591796875
2015-09-29,86.15955352783203
2015-09-30,88.3287353515625
2015-10-01,88.71721649169922
2015-10-02,87.89165496826172
2015-10-05,90.55457305908203
2015-10-06,89.85846710205078
2015-10-07,90.5383529663086
2015-10-08,90.69217681884766
2015-10-09,89.9232406616211
2015-10-12,88.89530181884766
2015-10-13,87.4060287475586
2015-10-14,87.06609344482422
2015-10-15,89.53474426269531
2015-10-16,90.30361938476562
2015-10-19,90.04463195800781
2015-10-20,90.89450073242188
2015-10-21,90.29554748535156
2015-10-22,92.34332275390625
2015-10-23,93.95399475097656
2015-10-26,93.48456573486328
2015-10-27,91.4610824584961
2015-10-28,93.8730697631836
2015-10-29,93.95449829101562
2015-10-30,93.91377258300781
2015-11-02,95.41983795166016
2015-11-03,95.900146484375
2015-11-04,94.34522247314453
2015-11-05,95.28958892822266
2015-11-06,97.10499572753906
2015-11-09,95.56636810302734
2015-11-10,94.88253784179688
2015-11-11,94.47551727294922
2015-11-12,92.60305786132812
2015-11-13,91.57730102539062
2015-11-16,92.37513732910156
2015-11-17,91.96809387207031
2015-11-18,94.00333404541016
2015-11-19,93.59626770019531
2015-11-20,93.20549774169922
2015-11-23,92.49723052978516
2015-11-24,91.6668701171875
2015-11-25,92.00879669189453
2015-11-27,92.40770721435547
2015-11-30,91.95179748535156
2015-12-01,93.3031997680664
2015-12-02,91.99250793457031
2015-12-03,90.60855102539062
2015-12-04,93.57183837890625
2015-12-07,92.244873046875
2015-12-08,90.82832336425781
2015-12-09,88.59774017333984
2015-12-10,88.56515502929688
2015-12-11,85.60186767578125
2015-12-14,85.44718933105469
2015-12-15,86.19617462158203
2015-12-16,87.56385040283203
2015-12-17,85.56116485595703
2015-12-18,83.91670227050781
2015-12-21,85.82982635498047
2015-12-22,87.246337890625
2015-12-23,88.4756088256836
2015-12-24,87.87323760986328
2015-12-28,87.75923919677734
2015-12-29,88.39420318603516
2015-12-30,87.34404754638672
2015-12-31,86.63575744628906
2016-01-04,84.86917877197266
2016-01-05,84.53541564941406
