Date,SON.LS
2015-08-24,0.6325843930244446
2015-08-25,0.6737620830535889
2015-08-26,0.6642137169837952
2015-08-27,0.686294436454773
2015-08-28,0.680923581123352
2015-08-31,0.6779396533966064
2015-09-01,0.657649040222168
2015-09-02,0.6642137169837952
2015-09-03,0.6695846319198608
2015-09-04,0.6481006741523743
2015-09-07,0.6403425931930542
2015-09-08,0.6481006741523743
2015-09-09,0.6492942571640015
2015-09-10,0.642729640007019
2015-09-11,0.6284070611000061
2015-09-14,0.6242296099662781
2015-09-15,0.6301973462104797
2015-09-16,0.639745831489563
2015-09-17,0.6463103294372559
2015-09-18,0.6469070911407471
2015-09-21,0.6594394445419312
2015-09-22,0.6373586654663086
2015-09-23,0.6481006741523743
2015-09-24,0.6307941675186157
2015-09-25,0.643326461315155
2015-09-28,0.6343747973442078
2015-09-29,0.6331812739372253
2015-09-30,0.6564555168151855
2015-10-01,0.6546651721000671
2015-10-02,0.6618265509605408
2015-10-05,0.6845040321350098
2015-10-06,0.6976332068443298
2015-10-07,0.6988268494606018
2015-10-08,0.6976332068443298
2015-10-09,0.6958429217338562
2015-10-12,0.6719717979431152
2015-10-13,0.6648104190826416
2015-10-14,0.6630200147628784
2015-10-15,0.6660040616989136
2015-10-16,0.6719717979431152
2015-10-19,0.6689879298210144
2015-10-20,0.6654072403907776
2015-10-21,0.6594394445419312
2015-10-22,0.6588426828384399
2015-10-23,0.6713749170303345
2015-10-26,0.6737620830535889
2015-10-27,0.6558588147163391
2015-10-28,0.6522780656814575
2015-10-29,0.6546651721000671
2015-10-30,0.6492942571640015
2015-11-02,0.6498910188674927
2015-11-03,0.6618265509605408
2015-11-04,0.6677942872047424
2015-11-05,0.6594394445419312
2015-11-06,0.6612298488616943
2015-11-09,0.6307941675186157
2015-11-10,0.6170682907104492
2015-11-11,0.6301973462104797
2015-11-12,0.6242296099662781
2015-11-13,0.6188585162162781
2015-11-16,0.6307941675186157
2015-11-17,0.6463103294372559
2015-11-18,0.6486973762512207
2015-11-19,0.657052218914032
2015-11-20,0.6552619934082031
2015-11-23,0.6540684103965759
2015-11-24,0.6475038528442383
2015-11-25,0.6516812443733215
2015-11-26,0.6564555168151855
2015-11-27,0.6612298488616943
2015-11-30,0.6666008234024048
2015-12-01,0.6540684103965759
2015-12-02,0.6546651721000671
2015-12-03,0.6445199847221375
2015-12-04,0.6463103294372559
2015-12-07,0.642729640007019
2015-12-08,0.6284070611000061
2015-12-09,0.6266166567802429
2015-12-10,0.6218425035476685
2015-12-11,0.6105037331581116
2015-12-14,0.6087133884429932
2015-12-15,0.6325843930244446
2015-12-16,0.639149010181427
2015-12-17,0.6463103294372559
2015-12-18,0.6552619934082031
2015-12-21,0.642729640007019
2015-12-22,0.642729640007019
2015-12-23,0.6564555168151855
2015-12-24,0.6555278897285461
2015-12-28,0.6431594491004944
2015-12-29,0.6511989831924438
2015-12-30,0.6530541181564331
2015-12-31,0.6530541181564331
2016-01-04,0.6505805253982544
2016-01-05,0.6536726951599121
2016-01-06,0.6580016016960144
2016-01-07,0.6580016016960144
2016-01-08,0.6443963050842285
2016-01-11,0.6326462626457214
2016-01-12,0.6443963050842285
2016-01-13,0.6524357199668884
2016-01-14,0.6369752883911133
2016-01-15,0.6116200089454651
2016-01-18,0.5658568143844604
2016-01-19,0.5695672035217285
2016-01-20,0.5652382373809814
2016-01-21,0.5905935168266296
2016-01-22,0.6215147376060486
2016-01-25,0.6215147376060486
2016-01-26,0.6202778220176697
2016-01-27,0.6276990175247192
2016-01-28,0.625225305557251
2016-01-29,0.6388305425643921
2016-02-01,0.6400673985481262
2016-02-02,0.6357384324073792
2016-02-03,0.6122382879257202
2016-02-04,0.6122382879257202
2016-02-05,0.617804229259491
2016-02-08,0.5936856865882874
2016-02-09,0.572040855884552
2016-02-10,0.5788435339927673
2016-02-11,0.5448302626609802
2016-02-12,0.5491592288017273
2016-02-15,0.5460671782493591
2016-02-16,0.5386459827423096
2016-02-17,0.559672474861145
2016-02-18,0.5541066527366638
2016-02-19,0.5380277037620544
2016-02-22,0.5658568143844604
2016-02-23,0.5559619069099426
2016-02-24,0.5528697371482849
2016-02-25,0.5609093308448792
2016-02-26,0.5708040595054626
2016-02-29,0.5887382626533508
2016-03-01,0.597396194934845
2016-03-02,0.597396194934845
2016-03-03,0.5844092965126038
2016-03-04,0.5955409407615662
2016-03-07,0.5936856865882874
2016-03-08,0.5837909579277039
2016-03-09,0.597396194934845
2016-03-10,0.5936856865882874
2016-03-11,0.6165673136711121
2016-03-14,0.6283174157142639
2016-03-15,0.6289357542991638
2016-03-16,0.6462514996528625
2016-03-17,0.6413041949272156
2016-03-18,0.6400673985481262
2016-03-21,0.641922652721405
2016-03-22,0.6425410509109497
2016-03-23,0.641922652721405
2016-03-24,0.6357384324073792
2016-03-29,0.6388305425643921
2016-03-30,0.6580016016960144
2016-03-31,0.6549095511436462
2016-04-01,0.6511989831924438
2016-04-04,0.6382120847702026
2016-04-05,0.6221331357955933
2016-04-06,0.6122382879257202
2016-04-07,0.6029619574546814
2016-04-08,0.6066725850105286
2016-04-11,0.6128568053245544
2016-04-12,0.609146237373352
2016-04-13,0.6227515339851379
2016-04-14,0.6190410852432251
2016-04-15,0.6202778220176697
2016-04-18,0.6165673136711121
2016-04-19,0.6184226274490356
2016-04-20,0.6165673136711121
2016-04-21,0.6103830933570862
2016-04-22,0.6147120594978333
2016-04-25,0.6116200089454651
2016-04-26,0.6066725850105286
2016-04-27,0.6097646951675415
2016-04-28,0.6054356694221497
2016-04-29,0.599869966506958
2016-05-02,0.599869966506958
2016-05-03,0.5912119746208191
2016-05-04,0.5813171863555908
2016-05-05,0.5875014066696167
2016-05-06,0.5813171863555908
2016-05-09,0.579461932182312
2016-05-10,0.5788435339927673
2016-05-11,0.5745145082473755
2016-05-12,0.579461932182312
2016-05-13,0.5683303475379944
2016-05-16,0.5615277290344238
2016-05-17,0.5633830428123474
2016-05-18,0.5652382373809814
2016-05-19,0.5578172206878662
2016-05-20,0.5615277290344238
2016-05-23,0.559672474861145
2016-05-24,0.5701856017112732
2016-05-25,0.5751330256462097
2016-05-26,0.581935703754425
2016-05-27,0.5782251358032227
2016-05-30,0.5837909579277039
2016-05-31,0.572040855884552
2016-06-01,0.5640015006065369
2016-06-02,0.5677119493484497
2016-06-03,0.5658568143844604
2016-06-06,0.5621460676193237
2016-06-07,0.567093551158905
2016-06-08,0.564619779586792
