Date,EQIX
2015-08-03,224.15097045898438
2015-08-04,221.89268493652344
2015-08-05,222.21755981445312
2015-08-06,221.8610382080078
2015-08-07,222.1699981689453
2015-08-10,221.93234252929688
2015-08-11,221.40940856933594
2015-08-12,222.1383514404297
2015-08-13,223.62802124023438
2015-08-14,225.34739685058594
2015-08-17,225.4345703125
2015-08-18,227.74034118652344
2015-08-19,226.29031372070312
2015-08-20,221.8292999267578
2015-08-21,214.9753875732422
2015-08-24,203.7410430908203
2015-08-25,200.21685791015625
2015-08-26,207.94297790527344
2015-08-27,212.20074462890625
2015-08-28,214.30564880371094
2015-08-31,215.09495544433594
2015-09-01,209.59339904785156
2015-09-02,215.23855590820312
2015-09-03,218.81854248046875
2015-09-04,215.18267822265625
2015-09-08,222.67759704589844
2015-09-09,224.04896545410156
2015-09-10,227.3498992919922
2015-09-11,230.9219207763672
2015-09-14,230.9857635498047
2015-09-15,231.26475524902344
2015-09-16,231.67941284179688
2015-09-17,231.28079223632812
2015-09-18,227.64498901367188
2015-09-21,232.8354949951172
2015-09-22,229.98904418945312
2015-09-23,230.3398895263672
2015-09-24,222.988525390625
2015-09-25,222.69351196289062
2015-09-28,215.66905212402344
2015-09-29,214.46511840820312
2015-09-30,217.9892578125
2015-10-01,220.4291229248047
2015-10-02,222.9167938232422
2015-10-05,225.99444580078125
2015-10-06,225.21482849121094
2015-10-07,220.12249755859375
2015-10-08,221.72320556640625
2015-10-09,223.8297882080078
2015-10-12,226.05247497558594
2015-10-13,225.33920288085938
2015-10-14,227.82733154296875
2015-10-15,232.30593872070312
2015-10-16,237.447998046875
2015-10-19,241.1055450439453
2015-10-20,243.30331420898438
2015-10-21,242.40762329101562
2015-10-22,244.348388671875
2015-10-23,244.53082275390625
2015-10-26,249.8055877685547
2015-10-27,245.56748962402344
2015-10-28,244.32345581054688
2015-10-29,242.93016052246094
2015-10-30,246.05686950683594
2015-11-02,251.7793731689453
2015-11-03,248.2381591796875
2015-11-04,245.48452758789062
2015-11-05,245.32701110839844
2015-11-06,240.82347106933594
2015-11-09,242.5072021484375
2015-11-10,246.77012634277344
2015-11-11,246.2559356689453
2015-11-12,244.44781494140625
2015-11-13,241.40411376953125
2015-11-16,244.98695373535156
2015-11-17,248.0391082763672
2015-11-18,243.07943725585938
2015-11-19,237.29039001464844
2015-11-20,247.6492462158203
2015-11-23,246.9276580810547
2015-11-24,243.1790008544922
2015-11-25,244.77125549316406
2015-11-27,246.9442596435547
2015-11-30,245.90756225585938
2015-12-01,249.33291625976562
2015-12-02,248.52835083007812
2015-12-03,244.84600830078125
2015-12-04,249.8055877685547
2015-12-07,248.19590759277344
2015-12-08,248.62962341308594
2015-12-09,248.74642944335938
2015-12-10,246.58619689941406
2015-12-11,241.82374572753906
2015-12-14,244.83470153808594
2015-12-15,241.89053344726562
2015-12-16,246.45266723632812
2015-12-17,244.71795654296875
2015-12-18,241.33177185058594
2015-12-21,246.6612548828125
2015-12-22,247.6536865234375
2015-12-23,248.0040740966797
2015-12-24,247.8706817626953
2015-12-28,250.9732666015625
2015-12-29,254.3678741455078
2015-12-30,252.45787048339844
2015-12-31,252.21591186523438
2016-01-04,246.9447784423828
2016-01-05,253.0584716796875
2016-01-06,257.8290710449219
2016-01-07,252.95826721191406
2016-01-08,258.3796081542969
2016-01-11,260.956787109375
2016-01-12,262.6582946777344
2016-01-13,254.86831665039062
2016-01-14,259.3804626464844
2016-01-15,252.8749542236328
2016-01-19,246.13571166992188
2016-01-20,245.51026916503906
2016-01-21,241.69029235839844
2016-01-22,247.7538604736328
2016-01-25,250.1558380126953
2016-01-26,253.25030517578125
2016-01-27,249.85560607910156
2016-01-28,250.3978271484375
2016-01-29,259.03021240234375
2016-02-01,259.7557678222656
2016-02-02,260.7149963378906
2016-02-03,258.17108154296875
2016-02-04,257.2619934082031
2016-02-05,240.57269287109375
2016-02-08,224.22540283203125
2016-02-09,221.06430053710938
2016-02-10,227.9785919189453
2016-02-11,229.40480041503906
2016-02-12,237.60350036621094
2016-02-16,242.95803833007812
2016-02-17,242.41592407226562
2016-02-18,242.13238525390625
2016-02-19,249.6887969970703
2016-02-22,250.07252502441406
2016-02-23,243.5919952392578
2016-02-24,246.0524444580078
2016-02-25,256.4612121582031
2016-02-26,255.8607635498047
2016-02-29,253.29190063476562
2016-03-01,257.2203063964844
2016-03-02,253.55882263183594
2016-03-03,259.04681396484375
2016-03-04,258.3211364746094
2016-03-07,249.73207092285156
2016-03-08,250.587646484375
2016-03-09,252.69288635253906
2016-03-10,257.26434326171875
2016-03-11,266.7343444824219
2016-03-14,263.3958740234375
2016-03-15,262.0957946777344
2016-03-16,265.69415283203125
2016-03-17,265.8786926269531
2016-03-18,264.85540771484375
2016-03-21,266.2226257324219
2016-03-22,267.60662841796875
2016-03-23,267.875
2016-03-24,269.0408630371094
2016-03-28,271.57403564453125
2016-03-29,276.24603271484375
2016-03-30,275.2143249511719
2016-03-31,277.395263671875
2016-04-01,276.7494201660156
2016-04-04,279.4082946777344
2016-04-05,275.6590270996094
2016-04-06,274.6272888183594
2016-04-07,273.2851867675781
2016-04-08,273.4361877441406
2016-04-11,271.75860595703125
2016-04-12,270.1983947753906
2016-04-13,269.7119140625
2016-04-14,269.0408630371094
2016-04-15,271.8507995605469
2016-04-18,273.1006774902344
2016-04-19,272.48834228515625
2016-04-20,272.6980285644531
2016-04-21,268.3196105957031
2016-04-22,270.0977478027344
2016-04-25,274.1323547363281
2016-04-26,276.8920593261719
2016-04-27,278.3263244628906
2016-04-28,275.3234558105469
2016-04-29,277.09332275390625
2016-05-02,279.836181640625
2016-05-03,279.223876953125
2016-05-04,280.85101318359375
2016-05-05,277.5462341308594
2016-05-06,282.6376647949219
2016-05-09,286.05999755859375
2016-05-10,286.11859130859375
2016-05-11,285.7579345703125
2016-05-12,290.3963317871094
2016-05-13,288.8530578613281
2016-05-16,292.40118408203125
2016-05-17,287.1335754394531
2016-05-18,286.9070739746094
2016-05-19,287.745849609375
2016-05-20,289.38153076171875
2016-05-23,290.5702209472656
2016-05-24,299.0599365234375
2016-05-25,301.58905029296875
2016-05-26,306.1078796386719
2016-05-27,309.0333251953125
2016-05-31,305.1889343261719
2016-06-01,308.510498046875
2016-06-02,309.85113525390625
2016-06-03,307.45684814453125
2016-06-06,311.3348693847656
2016-06-07,312.73431396484375
2016-06-08,314.4120788574219
2016-06-09,314.6396789550781
2016-06-10,312.1864013671875
2016-06-13,311.36016845703125
2016-06-14,311.3516845703125
2016-06-15,313.7038269042969
2016-06-16,318.2228088378906
2016-06-17,315.794677734375
2016-06-20,315.22979736328125
2016-06-21,319.9510192871094
2016-06-22,320.0689697265625
2016-06-23,324.94195556640625
2016-06-24,316.94970703125
2016-06-27,312.9114685058594
2016-06-28,317.86016845703125
2016-06-29,325.4393615722656
2016-06-30,326.8809509277344
2016-07-01,326.1642761230469
2016-07-05,325.54046630859375
2016-07-06,326.63653564453125
2016-07-07,322.6235656738281
2016-07-08,328.3310546875
2016-07-11,327.740966796875
2016-07-12,326.43408203125
2016-07-13,326.0210266113281
2016-07-14,323.5761413574219
2016-07-15,320.3387145996094
2016-07-18,320.7013244628906
2016-07-19,320.3725280761719
2016-07-20,319.90045166015625
2016-07-21,314.09173583984375
2016-07-22,317.71685791015625
2016-07-25,317.27001953125
2016-07-26,318.20587158203125
2016-07-27,315.08648681640625
2016-07-28,320.5074462890625
2016-07-29,314.3530578613281
2016-08-01,319.4957580566406
2016-08-02,314.8505554199219
2016-08-03,312.22021484375
2016-08-04,313.1138000488281
2016-08-05,308.1396789550781
2016-08-08,307.12799072265625
