Date,SMT.L
2016-04-08,263.556396484375
2016-04-11,263.7561950683594
2016-04-12,263.0566101074219
2016-04-13,271.0522155761719
2016-04-14,271.35205078125
2016-04-15,269.45306396484375
2016-04-18,270.8522644042969
2016-04-19,269.6529846191406
2016-04-20,266.0549621582031
2016-04-21,266.75457763671875
2016-04-22,264.3559265136719
2016-04-25,264.7556457519531
2016-04-26,263.0566101074219
2016-04-27,259.8582763671875
2016-04-28,261.1575927734375
2016-04-29,256.9599304199219
2016-05-03,256.1602478027344
2016-05-04,254.16143798828125
2016-05-05,254.4613037109375
2016-05-06,252.86212158203125
2016-05-09,256.8599853515625
2016-05-10,257.2596740722656
2016-05-11,257.4596862792969
2016-05-12,255.8604736328125
2016-05-13,256.26025390625
2016-05-16,255.66061401367188
2016-05-17,259.2586669921875
2016-05-18,254.86105346679688
2016-05-19,250.66334533691406
2016-05-20,255.8604736328125
2016-05-23,257.35968017578125
2016-05-24,259.8582763671875
2016-05-25,261.8572998046875
2016-05-26,259.8582763671875
2016-05-27,261.1575927734375
2016-05-31,262.2569274902344
2016-06-01,262.35693359375
2016-06-02,264.7556457519531
2016-06-03,260.3580627441406
2016-06-06,264.3559265136719
2016-06-07,260.8577880859375
2016-06-08,260.65789794921875
2016-06-09,260.37384033203125
2016-06-10,256.5757141113281
2016-06-13,253.07736206054688
2016-06-14,246.78042602539062
2016-06-15,249.8789520263672
2016-06-16,249.8789520263672
2016-06-17,252.87744140625
2016-06-20,257.775146484375
2016-06-21,258.374755859375
2016-06-22,256.375732421875
2016-06-23,256.9754638671875
2016-06-24,260.9735412597656
2016-06-27,255.8759765625
2016-06-28,259.37432861328125
2016-06-29,265.8711853027344
2016-06-30,270.8686828613281
2016-07-01,274.8667907714844
2016-07-04,272.86773681640625
2016-07-05,274.8667907714844
2016-07-06,278.3651123046875
2016-07-07,280.1641845703125
2016-07-08,280.8638916015625
2016-07-11,287.0608825683594
2016-07-12,287.4607238769531
2016-07-13,285.36181640625
2016-07-14,281.06378173828125
2016-07-15,284.3622131347656
2016-07-18,285.4617919921875
2016-07-19,287.3607482910156
2016-07-20,289.3597412109375
2016-07-21,289.85955810546875
2016-07-22,290.75909423828125
2016-07-25,290.25927734375
2016-07-26,292.2583312988281
2016-07-27,293.85760498046875
2016-07-28,297.0560302734375
2016-07-29,297.855712890625
2016-08-01,297.4558410644531
2016-08-02,292.6581726074219
2016-08-03,292.8581237792969
2016-08-04,297.55584716796875
2016-08-05,302.4535217285156
2016-08-08,303.1531066894531
2016-08-09,306.151611328125
2016-08-10,306.0517578125
2016-08-11,307.3511047363281
2016-08-12,310.7493591308594
2016-08-15,314.64752197265625
2016-08-16,310.6493835449219
2016-08-17,308.65045166015625
2016-08-18,309.2500915527344
2016-08-19,310.5494689941406
2016-08-22,309.849853515625
2016-08-23,309.4500427246094
2016-08-24,309.5500183105469
2016-08-25,306.0517578125
2016-08-26,306.7513122558594
2016-08-30,307.95074462890625
2016-08-31,309.35009765625
2016-09-01,307.7508239746094
2016-09-02,307.4510498046875
2016-09-05,305.2520446777344
2016-09-06,304.55242919921875
2016-09-07,307.7508239746094
2016-09-08,309.849853515625
2016-09-09,306.6513671875
2016-09-12,302.1535949707031
2016-09-13,302.5533752441406
2016-09-14,303.4530029296875
2016-09-15,306.151611328125
2016-09-16,311.64898681640625
2016-09-19,312.5485534667969
2016-09-20,315.0473327636719
2016-09-21,319.2452697753906
2016-09-22,320.4447021484375
2016-09-23,323.843017578125
2016-09-26,321.94403076171875
2016-09-27,323.6431579589844
2016-09-28,328.0411071777344
2016-09-29,328.34088134765625
2016-09-30,326.541748046875
2016-10-03,333.238525390625
2016-10-04,334.0381774902344
2016-10-05,332.239013671875
2016-10-06,333.7382507324219
2016-10-07,337.8363037109375
2016-10-10,337.8363037109375
2016-10-11,335.2374572753906
2016-10-12,333.1385803222656
2016-10-13,330.8396911621094
2016-10-14,335.2374572753906
2016-10-17,333.6383361816406
2016-10-18,335.8372802734375
2016-10-19,336.83673095703125
2016-10-20,336.83673095703125
2016-10-21,336.9366760253906
2016-10-24,339.1357116699219
2016-10-25,341.234619140625
2016-10-26,338.5360107421875
2016-10-27,338.5360107421875
2016-10-28,341.3345947265625
2016-10-31,337.8363037109375
2016-11-01,333.93817138671875
2016-11-02,328.44085693359375
2016-11-03,321.2443542480469
2016-11-04,315.24725341796875
2016-11-07,320.4447021484375
2016-11-08,324.0429992675781
2016-11-09,322.7435607910156
2016-11-10,315.8468933105469
2016-11-11,313.64801025390625
2016-11-14,311.4490966796875
2016-11-15,315.24725341796875
2016-11-16,312.5485534667969
2016-11-17,314.16168212890625
2016-11-18,317.4602966308594
2016-11-21,316.86053466796875
2016-11-22,317.1604309082031
2016-11-23,315.8609313964844
2016-11-24,317.2604064941406
2016-11-25,317.66015625
2016-11-28,319.3594055175781
2016-11-29,318.159912109375
2016-11-30,315.76104736328125
2016-12-01,309.56378173828125
2016-12-02,304.0662536621094
2016-12-05,305.465576171875
2016-12-06,305.6654357910156
2016-12-07,309.3638610839844
2016-12-08,311.26300048828125
2016-12-09,312.1625671386719
2016-12-12,308.8641052246094
2016-12-13,312.2625427246094
2016-12-14,311.9626770019531
2016-12-15,312.9623107910156
2016-12-16,313.3620910644531
2016-12-19,317.2604064941406
2016-12-20,319.3594055175781
2016-12-21,316.86053466796875
2016-12-22,318.2599182128906
2016-12-23,316.5606994628906
2016-12-28,321.6584167480469
2016-12-29,319.6592712402344
2016-12-30,320.3589782714844
2017-01-03,321.8583984375
2017-01-04,321.6584167480469
2017-01-05,322.8578796386719
2017-01-06,328.15557861328125
2017-01-09,334.3528747558594
2017-01-10,339.95037841796875
2017-01-11,341.84954833984375
2017-01-12,338.850830078125
2017-01-13,343.64874267578125
2017-01-16,344.24847412109375
2017-01-17,338.4510498046875
2017-01-18,339.0508117675781
2017-01-19,338.5510559082031
2017-01-20,338.9508361816406
2017-01-23,335.8522033691406
2017-01-24,338.850830078125
2017-01-25,340.65008544921875
2017-01-26,340.8499755859375
2017-01-27,341.4497375488281
2017-01-30,341.0499267578125
2017-01-31,339.7504577636719
2017-02-01,339.0508117675781
2017-02-02,341.2497863769531
2017-02-03,343.2489318847656
2017-02-06,344.74835205078125
2017-02-07,346.44757080078125
2017-02-08,345.3479309082031
2017-02-09,346.84735107421875
2017-02-10,348.3467102050781
2017-02-13,350.5457458496094
2017-02-14,350.5457458496094
2017-02-15,351.3453674316406
2017-02-16,349.6461486816406
2017-02-17,351.84521484375
2017-02-20,352.6448059082031
2017-02-21,352.94464111328125
2017-02-22,355.1437072753906
2017-02-23,351.04547119140625
2017-02-24,347.447021484375
2017-02-27,349.2463073730469
2017-02-28,349.6461486816406
2017-03-01,351.04547119140625
2017-03-02,349.34625244140625
2017-03-03,348.2467346191406
2017-03-06,348.2467346191406
2017-03-07,351.3453674316406
2017-03-08,355.2436828613281
2017-03-09,353.54443359375
2017-03-10,356.8429870605469
2017-03-13,357.3426818847656
2017-03-14,356.8429870605469
2017-03-15,354.1441345214844
2017-03-16,352.0450744628906
2017-03-17,361.8408508300781
2017-03-20,365.43914794921875
2017-03-21,362.8403015136719
2017-03-22,360.241455078125
2017-03-23,357.642578125
2017-03-24,359.2419128417969
2017-03-27,355.94329833984375
2017-03-28,363.4400329589844
2017-03-29,366.73858642578125
2017-03-30,367.0384826660156
2017-03-31,365.9389343261719
2017-04-03,367.8381042480469
2017-04-04,370.0371398925781
2017-04-05,369.3374938964844
2017-04-06,367.538330078125
2017-04-07,369.8372497558594
2017-04-10,370.4369812011719
2017-04-11,371.936279296875
2017-04-12,370.237060546875
2017-04-13,368.337890625
2017-04-18,362.44049072265625
2017-04-19,364.3395690917969
2017-04-20,361.3409729003906
2017-04-21,362.0406494140625
2017-04-24,370.6369323730469
2017-04-25,372.53607177734375
2017-04-26,374.8349914550781
2017-04-27,373.335693359375
2017-04-28,374.8349914550781
2017-05-02,379.2330627441406
2017-05-03,379.93280029296875
2017-05-04,377.83367919921875
2017-05-05,377.23394775390625
2017-05-08,379.1330871582031
2017-05-09,382.53167724609375
2017-05-10,383.23126220703125
2017-05-11,385.5303039550781
2017-05-12,387.5294494628906
2017-05-15,387.8293762207031
2017-05-16,389.82843017578125
2017-05-17,385.0305480957031
2017-05-18,381.93182373046875
2017-05-19,384.3308410644531
2017-05-22,387.1296081542969
2017-05-23,388.3290710449219
2017-05-24,388.7289123535156
2017-05-25,393.326904296875
2017-05-26,399.823974609375
2017-05-30,398.62445068359375
2017-05-31,396.92529296875
2017-06-01,397.125244140625
2017-06-02,400.3238220214844
2017-06-05,402.22296142578125
2017-06-06,405.5215148925781
2017-06-07,404.9217834472656
2017-06-08,407.8367614746094
2017-06-09,417.8327331542969
2017-06-12,406.63720703125
2017-06-13,407.3369445800781
2017-06-14,408.83636474609375
2017-06-15,401.839111328125
2017-06-16,403.7384338378906
2017-06-19,410.6356506347656
2017-06-20,414.5340270996094
2017-06-21,414.8339538574219
2017-06-22,417.8327331542969
2017-06-23,417.5328674316406
2017-06-26,416.8330993652344
2017-06-27,413.8343505859375
2017-06-28,405.43768310546875
2017-06-29,401.33929443359375
2017-06-30,399.63995361328125
2017-07-03,400.8395080566406
2017-07-04,396.74114990234375
2017-07-05,396.14141845703125
2017-07-06,391.2434387207031
2017-07-07,395.1418151855469
2017-07-10,396.9410705566406
2017-07-11,397.0410461425781
2017-07-12,405.5376281738281
2017-07-13,405.43768310546875
2017-07-14,400.5397033691406
2017-07-17,401.0394592285156
2017-07-18,402.1389465332031
2017-07-19,408.3365173339844
2017-07-20,410.3357849121094
2017-07-21,407.8367614746094
2017-07-24,405.43768310546875
2017-07-25,405.3376770019531
2017-07-26,406.4373474121094
2017-07-27,407.4368896484375
2017-07-28,403.4385070800781
2017-07-31,405.037841796875
2017-08-01,408.3365173339844
2017-08-02,407.5368347167969
2017-08-03,414.8339538574219
2017-08-04,422.3309631347656
2017-08-07,427.1289978027344
2017-08-08,431.7271423339844
2017-08-09,430.1277770996094
2017-08-10,425.82952880859375
2017-08-11,418.2325744628906
2017-08-14,425.22979736328125
2017-08-15,427.8287658691406
2017-08-16,431.5272521972656
2017-08-17,425.4296875
2017-08-18,420.3317565917969
2017-08-21,417.8327331542969
2017-08-22,425.5296630859375
2017-08-23,426.42926025390625
2017-08-24,428.82830810546875
2017-08-25,428.82830810546875
2017-08-29,423.53045654296875
2017-08-30,427.2289733886719
2017-08-31,432.9266662597656
2017-09-01,435.3257141113281
2017-09-04,434.8259582519531
2017-09-05,429.9278869628906
2017-09-06,426.3292541503906
2017-09-07,430.02783203125
2017-09-08,429.8279113769531
2017-09-11,433.62640380859375
2017-09-12,433.62640380859375
2017-09-13,434.126220703125
2017-09-14,428.3285217285156
2017-09-15,420.3317565917969
2017-09-18,424.530029296875
2017-09-19,421.4312744140625
2017-09-20,418.132568359375
2017-09-21,415.93353271484375
2017-09-22,412.9346923828125
2017-09-25,411.2353210449219
2017-09-26,407.4368896484375
2017-09-27,412.33489990234375
2017-09-28,416.8330993652344
2017-09-29,422.13104248046875
2017-10-02,425.1297912597656
2017-10-03,425.4296875
2017-10-04,426.7292175292969
2017-10-05,431.32733154296875
2017-10-06,434.8259582519531
2017-10-09,433.9263000488281
2017-10-10,432.82666015625
2017-10-11,435.9255065917969
2017-10-12,438.6242980957031
2017-10-13,435.5256042480469
2017-10-16,435.8255615234375
2017-10-17,438.5243835449219
2017-10-18,437.8247375488281
2017-10-19,434.6260070800781
2017-10-20,435.62554931640625
2017-10-23,434.42608642578125
2017-10-24,434.8259582519531
2017-10-25,429.3281555175781
2017-10-26,436.5252380371094
2017-10-27,443.42254638671875
2017-10-30,442.4228820800781
2017-10-31,443.5224914550781
2017-11-01,448.3205261230469
2017-11-02,451.119384765625
2017-11-03,456.21728515625
2017-11-06,456.01739501953125
2017-11-07,456.3172912597656
2017-11-08,456.817138671875
2017-11-09,453.3185119628906
2017-11-10,452.01910400390625
2017-11-13,455.3177795410156
2017-11-14,454.3181457519531
2017-11-15,450.81951904296875
2017-11-16,457.03118896484375
2017-11-17,456.33135986328125
2017-11-20,458.2306823730469
2017-11-21,461.5295104980469
2017-11-22,460.5298156738281
2017-11-23,465.5280456542969
2017-11-24,463.8286437988281
2017-11-27,463.2287902832031
2017-11-28,467.32733154296875
2017-11-29,452.73272705078125
2017-11-30,450.4336242675781
2017-12-01,440.437255859375
2017-12-04,437.2384338378906
2017-12-05,433.3398742675781
2017-12-06,429.8411560058594
2017-12-07,428.44171142578125
2017-12-08,444.7356872558594
2017-12-11,443.73602294921875
2017-12-12,442.3365783691406
2017-12-13,440.93707275390625
2017-12-14,436.8385925292969
2017-12-15,436.8385925292969
2017-12-18,440.2373352050781
2017-12-19,442.8363342285156
2017-12-20,439.3376770019531
2017-12-21,444.1358337402344
2017-12-22,445.2354431152344
2017-12-27,447.23468017578125
2017-12-28,446.9349060058594
2017-12-29,448.8341064453125
2018-01-02,448.2344055175781
2018-01-03,456.2313537597656
2018-01-04,460.2300109863281
2018-01-05,461.8293762207031
2018-01-08,466.2276916503906
2018-01-09,470.0263671875
2018-01-10,467.8271484375
2018-01-11,468.0270690917969
2018-01-12,467.8271484375
2018-01-15,465.4280700683594
2018-01-16,468.4268798828125
2018-01-17,463.42877197265625
2018-01-18,465.8279113769531
2018-01-19,470.0263671875
2018-01-22,470.0263671875
2018-01-23,474.82452392578125
2018-01-24,465.8279113769531
2018-01-25,462.42913818359375
2018-01-26,470.8260498046875
2018-01-29,476.8238220214844
2018-01-30,463.2287902832031
2018-01-31,454.4320983886719
2018-02-01,451.6330871582031
2018-02-02,455.83154296875
2018-02-05,444.0359191894531
2018-02-06,422.0440979003906
2018-02-07,449.83367919921875
2018-02-08,433.2398681640625
2018-02-09,427.8419494628906
2018-02-12,439.6375732421875
2018-02-13,440.83709716796875
2018-02-14,443.2362060546875
2018-02-15,450.233642578125
2018-02-16,458.2306823730469
2018-02-19,459.23028564453125
2018-02-20,462.42913818359375
2018-02-21,469.6264953613281
2018-02-22,467.42730712890625
2018-02-23,464.028564453125
2018-02-26,466.4276428222656
2018-02-27,466.8275451660156
2018-02-28,458.4306335449219
2018-03-01,450.233642578125
2018-03-02,451.0333251953125
2018-03-05,456.8312072753906
2018-03-06,463.8286437988281
2018-03-07,465.2280578613281
2018-03-08,472.4255065917969
2018-03-09,473.4250793457031
2018-03-12,477.6235046386719
2018-03-13,472.4255065917969
2018-03-14,471.8256530761719
2018-03-15,471.8256530761719
2018-03-16,469.826416015625
2018-03-19,457.03118896484375
2018-03-20,460.4298400878906
2018-03-21,457.2310485839844
2018-03-22,443.6360778808594
2018-03-23,436.6386413574219
2018-03-26,439.8375244140625
2018-03-27,454.8319396972656
2018-03-28,439.2377014160156
2018-03-29,442.0367126464844
2018-04-03,427.8419494628906
2018-04-04,420.44464111328125
2018-04-05,436.43878173828125
2018-04-06,430.8408203125
2018-04-09,434.4394836425781
2018-04-10,442.8363342285156
2018-04-11,448.0344543457031
2018-04-12,450.233642578125
2018-04-13,447.43463134765625
2018-04-16,445.2354431152344
2018-04-17,454.6319580078125
2018-04-18,460.8297119140625
2018-04-19,461.0296936035156
2018-04-20,463.0289306640625
2018-04-23,462.8289489746094
2018-04-24,459.830078125
2018-04-25,455.4317932128906
2018-04-26,460.8297119140625
2018-04-27,474.4247131347656
2018-04-30,474.4247131347656
2018-05-01,478.42315673828125
2018-05-02,485.8205261230469
2018-05-03,481.62200927734375
2018-05-04,486.8200378417969
2018-05-08,496.0167236328125
2018-05-09,497.6161804199219
2018-05-10,510.8112487792969
2018-05-11,508.3121337890625
2018-05-14,508.3121337890625
2018-05-15,501.8145751953125
2018-05-16,506.31292724609375
2018-05-17,510.8112487792969
2018-05-18,506.8127136230469
2018-05-21,511.81085205078125
2018-05-22,507.8123779296875
2018-05-23,508.81201171875
2018-05-24,509.3117980957031
2018-05-25,512.8104858398438
2018-05-29,510.31146240234375
2018-05-30,510.8112487792969
2018-05-31,509.8116455078125
2018-06-01,511.31109619140625
2018-06-04,515.8095092773438
2018-06-05,520.3078002929688
2018-06-06,522.3070068359375
2018-06-07,528.32177734375
2018-06-08,527.8218994140625
2018-06-11,529.3214721679688
2018-06-12,534.8194580078125
2018-06-13,540.3178100585938
2018-06-14,546.315673828125
2018-06-15,545.8158569335938
2018-06-18,548.8148803710938
2018-06-19,543.8165283203125
2018-06-20,548.3150634765625
2018-06-21,540.8175659179688
2018-06-22,539.8179321289062
2018-06-25,521.823974609375
2018-06-26,524.322998046875
2018-06-27,532.3204345703125
2018-06-28,529.3214721679688
2018-06-29,529.8212280273438
2018-07-02,527.8218994140625
2018-07-03,530.3211059570312
2018-07-04,530.3211059570312
2018-07-05,527.3222045898438
2018-07-06,530.8208618164062
2018-07-09,536.81884765625
2018-07-10,541.817138671875
2018-07-11,536.81884765625
2018-07-12,543.8165283203125
2018-07-13,549.8145141601562
2018-07-16,547.8152465820312
2018-07-17,548.3150634765625
2018-07-18,556.8121948242188
2018-07-19,561.3106079101562
2018-07-20,557.31201171875
2018-07-23,550.8141479492188
2018-07-24,554.812744140625
2018-07-25,548.8148803710938
2018-07-26,550.8141479492188
2018-07-27,548.8148803710938
2018-07-30,534.8194580078125
2018-07-31,534.3197021484375
2018-08-01,533.8200073242188
2018-08-02,531.3206787109375
2018-08-03,544.8162841796875
2018-08-06,545.8158569335938
2018-08-07,551.3140258789062
2018-08-08,558.8115234375
2018-08-09,558.8115234375
2018-08-10,556.8121948242188
2018-08-13,556.3123779296875
2018-08-14,552.41357421875
2018-08-15,537.4186401367188
2018-08-16,548.115234375
2018-08-17,542.5169067382812
2018-08-20,545.0162963867188
2018-08-21,546.4156494140625
2018-08-22,549.3145751953125
2018-08-23,551.1141357421875
2018-08-24,555.1126708984375
2018-08-28,562.8101806640625
2018-08-29,558.8115234375
2018-08-30,560.5108032226562
2018-08-31,559.3114013671875
2018-09-03,568.1083374023438
2018-09-04,560.3109741210938
2018-09-05,544.8162841796875
2018-09-06,532.1204833984375
2018-09-07,530.8208618164062
2018-09-10,529.3214721679688
2018-09-11,530.4210815429688
2018-09-12,533.0202026367188
2018-09-13,535.3193969726562
2018-09-14,545.2161254882812
2018-09-17,531.820556640625
2018-09-18,530.3211059570312
2018-09-19,528.1217651367188
2018-09-20,528.2218017578125
2018-09-21,540.5177001953125
2018-09-24,535.4193725585938
2018-09-25,534.3197021484375
2018-09-26,536.81884765625
2018-09-27,544.0164794921875
2018-09-28,541.1174926757812
2018-10-01,549.41455078125
2018-10-02,544.916259765625
2018-10-03,539.7179565429688
2018-10-04,521.823974609375
2018-10-05,507.62872314453125
2018-10-08,493.9333190917969
2018-10-09,493.78338623046875
2018-10-10,465.2430114746094
2018-10-11,454.24676513671875
2018-10-12,480.8377685546875
2018-10-15,478.28857421875
2018-10-16,484.5865478515625
2018-10-17,492.8836669921875
2018-10-18,485.9860534667969
2018-10-19,483.037109375
2018-10-22,483.0870056152344
2018-10-23,460.1448059082031
2018-10-24,465.8428649902344
2018-10-25,476.289306640625
2018-10-26,462.6938781738281
2018-10-29,469.0417785644531
2018-10-30,472.6405029296875
2018-10-31,481.83740234375
2018-11-01,481.08770751953125
2018-11-02,485.0364074707031
2018-11-05,477.03900146484375
2018-11-06,479.6381530761719
2018-11-07,491.734130859375
2018-11-08,491.6341552734375
2018-11-09,483.1369934082031
2018-11-12,473.8901062011719
2018-11-13,475.3396301269531
2018-11-14,470.6412048339844
2018-11-15,485.65045166015625
2018-11-16,484.0509948730469
2018-11-19,474.8537902832031
2018-11-20,458.2089538574219
2018-11-21,477.4530029296875
2018-11-22,466.50634765625
2018-11-23,470.65509033203125
2018-11-26,484.3008728027344
2018-11-27,487.64984130859375
2018-11-28,487.5499267578125
2018-11-29,498.49652099609375
2018-11-30,495.1976013183594
2018-12-03,499.84619140625
2018-12-04,499.4462585449219
2018-12-05,490.5489807128906
2018-12-06,462.85748291015625
2018-12-07,474.0540771484375
2018-12-10,471.1049499511719
2018-12-11,491.29876708984375
2018-12-12,492.9981994628906
2018-12-13,490.0991516113281
2018-12-14,488.19970703125
2018-12-17,479.5523681640625
2018-12-18,471.1549377441406
2018-12-19,477.4530029296875
2018-12-20,459.0086669921875
2018-12-21,454.8599853515625
2018-12-24,442.81365966796875
2018-12-27,453.76031494140625
2018-12-28,463.90716552734375
2018-12-31,466.80633544921875
2019-01-02,458.7088317871094
2019-01-03,441.21417236328125
2019-01-04,458.9087219238281
2019-01-07,466.65631103515625
2019-01-08,471.25494384765625
2019-01-09,481.85162353515625
2019-01-10,485.55047607421875
2019-01-11,479.5023498535156
2019-01-14,475.853515625
2019-01-15,482.7514343261719
2019-01-16,482.4014587402344
2019-01-17,482.4014587402344
2019-01-18,489.04949951171875
2019-01-21,485.2506103515625
2019-01-22,477.8529357910156
2019-01-23,468.85565185546875
2019-01-24,472.2546081542969
2019-01-25,473.8540954589844
2019-01-28,468.35577392578125
2019-01-29,465.5567321777344
2019-01-30,471.5548400878906
2019-01-31,483.5011291503906
2019-02-01,484.5508728027344
2019-02-04,487.3500061035156
2019-02-05,495.84735107421875
2019-02-06,494.69775390625
2019-02-07,483.3511657714844
2019-02-08,482.6014404296875
2019-02-11,494.54779052734375
2019-02-12,497.546875
2019-02-13,499.4462585449219
2019-02-14,498.8464660644531
2019-02-15,498.646484375
2019-02-18,496.8470458984375
2019-02-19,496.8470458984375
2019-02-20,497.2469177246094
2019-02-21,490.2491455078125
2019-02-22,492.4483642578125
2019-02-25,498.446533203125
2019-02-26,493.847900390625
2019-02-27,488.04974365234375
2019-02-28,493.6480407714844
2019-03-01,491.2487487792969
2019-03-04,494.4477844238281
2019-03-05,499.4462585449219
2019-03-06,495.64739990234375
2019-03-07,489.04949951171875
2019-03-08,486.4502258300781
2019-03-11,496.6470642089844
2019-03-12,498.646484375
2019-03-13,495.4474792480469
2019-03-14,493.847900390625
2019-03-15,496.2471923828125
2019-03-18,497.8467712402344
2019-03-19,499.24627685546875
2019-03-20,500.3459167480469
2019-03-21,509.3431701660156
2019-03-22,493.2481689453125
2019-03-25,485.8504638671875
2019-03-26,490.8488464355469
2019-03-27,489.84918212890625
2019-03-28,499.64617919921875
2019-03-29,511.8424072265625
2019-04-01,513.841796875
2019-04-02,518.84033203125
2019-04-03,527.8374633789062
2019-04-04,520.3399047851562
2019-04-05,528.8372802734375
2019-04-08,527.8374633789062
2019-04-09,528.8372802734375
2019-04-10,527.3377685546875
2019-04-11,526.3379516601562
2019-04-12,527.8374633789062
2019-04-15,522.839111328125
2019-04-16,530.3367309570312
2019-04-17,530.3367309570312
2019-04-18,528.3373413085938
2019-04-23,534.33544921875
2019-04-24,534.33544921875
2019-04-25,527.8374633789062
2019-04-26,524.83837890625
2019-04-29,532.3361206054688
2019-04-30,525.8380737304688
2019-05-01,528.3373413085938
2019-05-02,522.839111328125
2019-05-03,530.3367309570312
2019-05-07,517.840576171875
2019-05-08,525.8380737304688
2019-05-09,512.3421630859375
2019-05-10,513.841796875
2019-05-13,504.8445739746094
2019-05-14,515.3414306640625
2019-05-15,520.8396606445312
