Date,HDFCAMC.NS
2018-08-06,1611.346435546875
2018-08-07,1570.5294189453125
2018-08-08,1579.1365966796875
2018-08-09,1551.984375
2018-08-10,1551.85107421875
2018-08-13,1513.3851318359375
2018-08-14,1533.2615966796875
2018-08-16,1517.60009765625
2018-08-17,1522.347412109375
2018-08-20,1550.298095703125
2018-08-21,1564.894775390625
2018-08-23,1627.98388671875
2018-08-24,1681.534423828125
2018-08-27,1723.194580078125
2018-08-28,1653.8052978515625
2018-08-29,1614.9847412109375
2018-08-30,1630.55712890625
2018-08-31,1609.66064453125
2018-09-03,1545.639892578125
2018-09-04,1542.5784912109375
2018-09-05,1492.84375
2018-09-06,1495.8160400390625
2018-09-07,1483.837158203125
2018-09-10,1447.5010986328125
2018-09-11,1432.2833251953125
2018-09-12,1446.924560546875
2018-09-14,1451.18359375
2018-09-17,1419.4615478515625
2018-09-18,1363.1160888671875
2018-09-19,1250.1146240234375
2018-09-21,1227.4432373046875
2018-09-24,1184.540771484375
2018-09-25,1239.7772216796875
2018-09-26,1276.9119873046875
2018-09-27,1216.6177978515625
2018-09-28,1177.885986328125
2018-10-01,1154.7711181640625
2018-10-03,1144.744140625
2018-10-04,1146.918212890625
2018-10-05,1151.2659912109375
2018-10-08,1129.482177734375
2018-10-09,1125.932861328125
2018-10-10,1174.73583984375
2018-10-11,1195.9429931640625
2018-10-12,1215.109375
2018-10-15,1228.9517822265625
2018-10-16,1232.58984375
2018-10-17,1199.8917236328125
2018-10-19,1181.8345947265625
2018-10-22,1196.9635009765625
2018-10-23,1213.3348388671875
2018-10-24,1217.41650390625
2018-10-25,1201.0452880859375
2018-10-26,1199.0487060546875
2018-10-29,1219.9454345703125
2018-10-30,1215.9967041015625
2018-10-31,1242.705322265625
2018-11-01,1263.069580078125
2018-11-02,1274.82666015625
2018-11-05,1264.9329833984375
2018-11-06,1244.7906494140625
2018-11-07,1260.2301025390625
2018-11-09,1246.5208740234375
2018-11-12,1243.5484619140625
2018-11-13,1236.4495849609375
2018-11-14,1243.14892578125
2018-11-15,1242.749755859375
2018-11-16,1242.572265625
2018-11-19,1245.3673095703125
2018-11-20,1246.875732421875
2018-11-21,1254.507080078125
2018-11-22,1262.182373046875
2018-11-26,1306.9925537109375
2018-11-27,1308.76708984375
2018-11-28,1297.764404296875
2018-11-29,1315.8656005859375
2018-11-30,1349.09619140625
2018-12-03,1383.8797607421875
2018-12-04,1400.6500244140625
2018-12-05,1388.5823974609375
2018-12-06,1375.183837890625
2018-12-07,1374.607177734375
2018-12-10,1340.7552490234375
2018-12-11,1351.713623046875
2018-12-12,1389.381103515625
2018-12-13,1376.2486572265625
2018-12-14,1386.9852294921875
2018-12-17,1394.4832763671875
2018-12-18,1413.7825927734375
2018-12-19,1395.63671875
2018-12-20,1374.2965087890625
2018-12-21,1353.2222900390625
2018-12-24,1325.315673828125
2018-12-26,1299.6719970703125
2018-12-27,1318.3502197265625
2018-12-28,1347.7208251953125
2018-12-31,1335.386962890625
2019-01-01,1343.7279052734375
2019-01-02,1336.36328125
2019-01-03,1347.7652587890625
2019-01-04,1351.713623046875
2019-01-07,1337.5166015625
2019-01-08,1322.8756103515625
2019-01-09,1331.3497314453125
2019-01-10,1337.6495361328125
2019-01-11,1327.8446044921875
2019-01-14,1314.490478515625
2019-01-15,1312.31640625
2019-01-16,1308.412353515625
2019-01-17,1308.9447021484375
2019-01-18,1317.8179931640625
2019-01-21,1314.490478515625
2019-01-22,1320.0360107421875
2019-01-23,1294.436767578125
2019-01-24,1291.9521484375
2019-01-25,1264.0013427734375
2019-01-28,1227.487548828125
2019-01-29,1231.7025146484375
2019-01-30,1218.4368896484375
2019-01-31,1209.0755615234375
2019-02-01,1208.1439208984375
2019-02-04,1199.98046875
2019-02-05,1209.0755615234375
2019-02-06,1196.8304443359375
2019-02-07,1198.605224609375
2019-02-08,1194.1241455078125
2019-02-11,1175.534423828125
2019-02-12,1174.4254150390625
2019-02-14,1169.7669677734375
2019-02-15,1170.5211181640625
2019-02-18,1176.1112060546875
2019-02-19,1163.644287109375
2019-02-20,1180.3260498046875
2019-02-21,1196.697265625
2019-02-22,1195.2777099609375
2019-02-25,1188.445068359375
2019-02-26,1196.0321044921875
2019-02-27,1199.137451171875
2019-02-28,1215.9967041015625
2019-03-01,1251.756103515625
2019-03-05,1307.3031005859375
2019-03-06,1345.1900634765625
2019-03-07,1338.301513671875
2019-03-08,1331.5472412109375
2019-03-11,1339.464599609375
2019-03-12,1349.4393310546875
2019-03-13,1342.2825927734375
2019-03-14,1348.9027099609375
2019-03-15,1355.52294921875
2019-03-18,1342.864013671875
2019-03-19,1335.0362548828125
2019-03-20,1324.5689697265625
2019-03-22,1330.5181884765625
2019-03-25,1314.951904296875
2019-03-26,1314.3704833984375
2019-03-27,1339.375
2019-03-28,1362.1878662109375
2019-04-01,1392.0233154296875
2019-04-02,1403.6531982421875
2019-04-03,1397.0328369140625
2019-04-04,1393.90185546875
2019-04-05,1388.6683349609375
2019-04-08,1364.5584716796875
2019-04-09,1385.4478759765625
2019-04-10,1377.530517578125
2019-04-11,1394.5283203125
2019-04-12,1412.0625
2019-04-15,1415.6412353515625
2019-04-16,1413.762451171875
2019-04-18,1418.63818359375
2019-04-22,1409.6024169921875
2019-04-23,1413.806884765625
2019-04-24,1424.453125
2019-04-25,1441.4954833984375
2019-04-26,1443.06103515625
2019-04-30,1516.4195556640625
2019-05-02,1518.656005859375
2019-05-03,1487.12109375
2019-05-06,1465.9185791015625
2019-05-07,1466.813232421875
2019-05-08,1461.4901123046875
2019-05-09,1460.6849365234375
2019-05-10,1470.346923828125
2019-05-13,1416.4462890625
2019-05-14,1417.69873046875
2019-05-15,1428.5235595703125
2019-05-16,1420.1588134765625
2019-05-17,1431.60986328125
2019-05-20,1470.436279296875
2019-05-21,1482.1109619140625
2019-05-22,1524.068359375
2019-05-23,1559.6741943359375
2019-05-24,1572.3331298828125
2019-05-27,1561.3740234375
2019-05-28,1578.1033935546875
2019-05-29,1577.879638671875
2019-05-30,1572.95947265625
2019-05-31,1585.52880859375
2019-06-03,1596.219482421875
2019-06-04,1619.613525390625
2019-06-06,1616.84033203125
2019-06-07,1627.3519287109375
2019-06-10,1637.2374267578125
2019-06-11,1651.6407470703125
2019-06-12,1665.41796875
2019-06-13,1695.7900390625
2019-06-14,1732.3800048828125
2019-06-17,1728.0858154296875
2019-06-18,1618.45068359375
2019-06-19,1612.859130859375
2019-06-20,1629.275390625
2019-06-21,1674.9456787109375
2019-06-24,1730.053955078125
2019-06-25,1746.7833251953125
2019-06-26,1770.71435546875
2019-06-27,1822.0206298828125
2019-06-28,1844.34130859375
2019-07-01,1861.652099609375
2019-07-02,1790.1722412109375
2019-07-03,1809.5853271484375
2019-07-04,1810.665283203125
2019-07-05,1776.6468505859375
2019-07-08,1713.6051025390625
2019-07-09,1751.403076171875
2019-07-10,1750.63818359375
2019-07-11,1727.734375
2019-07-12,1751.313232421875
2019-07-15,1741.2337646484375
2019-07-16,1791.1812744140625
2019-07-17,1867.7672119140625
2019-07-18,1952.9031982421875
2019-07-19,2086.456787109375
2019-07-22,1984.1318359375
2019-07-23,1929.7293701171875
2019-07-24,1857.8677978515625
2019-07-25,1881.9417724609375
2019-07-26,1975.7171630859375
2019-07-29,1957.043212890625
2019-07-30,1921.5849609375
2019-07-31,1934.184326171875
2019-08-01,1922.6646728515625
2019-08-02,1937.6490478515625
2019-08-05,1850.12841796875
2019-08-06,1869.7025146484375
2019-08-07,1910.0203857421875
2019-08-08,1946.8736572265625
2019-08-09,2005.5958251953125
2019-08-13,1996.326171875
2019-08-14,1980.35205078125
2019-08-16,2035.5191650390625
2019-08-19,2065.66748046875
2019-08-20,2044.518798828125
2019-08-21,1980.576904296875
2019-08-22,1924.2845458984375
2019-08-23,1958.0330810546875
2019-08-26,2018.68994140625
2019-08-27,2170.287353515625
2019-08-28,2160.028076171875
2019-08-29,2189.1416015625
2019-08-30,2296.865966796875
2019-09-03,2386.951904296875
2019-09-04,2316.440185546875
2019-09-05,2344.02392578125
2019-09-06,2350.0087890625
2019-09-09,2381.912109375
2019-09-11,2391.8564453125
2019-09-12,2397.796142578125
2019-09-13,2398.56103515625
2019-09-16,2391.001708984375
2019-09-17,2316.08056640625
2019-09-18,2377.772216796875
2019-09-19,2346.7236328125
2019-09-20,2514.295654296875
2019-09-23,2660.943115234375
2019-09-24,2636.824462890625
2019-09-25,2579.272216796875
2019-09-26,2563.4326171875
2019-09-27,2523.47509765625
2019-09-30,2521.4052734375
2019-10-01,2470.062744140625
2019-10-03,2435.36962890625
2019-10-04,2409.1806640625
2019-10-07,2422.454833984375
2019-10-09,2437.394287109375
2019-10-10,2451.073486328125
2019-10-11,2453.278564453125
2019-10-14,2459.7578125
2019-10-15,2434.379150390625
2019-10-16,2448.32861328125
2019-10-17,2445.404052734375
2019-10-18,2594.25634765625
2019-10-22,2718.405517578125
2019-10-23,2777.307373046875
2019-10-24,2700.406494140625
2019-10-25,2608.56591796875
2019-10-27,2750.8935546875
2019-10-29,2710.93603515625
2019-10-30,2687.132080078125
2019-10-31,2694.73681640625
2019-11-01,2672.957763671875
2019-11-04,2652.12353515625
2019-11-05,2707.335693359375
2019-11-06,2640.424072265625
2019-11-07,2714.9404296875
2019-11-08,2872.2529296875
2019-11-11,3011.970947265625
2019-11-13,3236.194580078125
2019-11-14,3243.439453125
2019-11-15,3148.493896484375
2019-11-18,3102.326171875
2019-11-19,3225.43994140625
2019-11-20,3263.283447265625
2019-11-21,3392.607177734375
2019-11-22,3336.854736328125
2019-11-25,3229.580078125
2019-11-26,3220.80517578125
2019-11-27,3279.4375
2019-11-28,3294.33154296875
2019-11-29,3183.097412109375
2019-12-02,3062.143310546875
2019-12-03,3098.36669921875
2019-12-04,3007.426025390625
2019-12-05,2880.9375
2019-12-06,2863.973388671875
2019-12-09,2685.646728515625
2019-12-10,2600.96142578125
2019-12-11,2724.030029296875
2019-12-12,2754.943359375
2019-12-13,2813.305908203125
2019-12-16,2826.534912109375
2019-12-17,2837.82958984375
2019-12-18,2830.89990234375
2019-12-19,2827.974853515625
2019-12-20,2922.78515625
2019-12-23,2903.39111328125
2019-12-24,2889.93701171875
2019-12-26,2899.1611328125
2019-12-27,2910.140625
2019-12-30,2909.915771484375
2019-12-31,2879.58740234375
2020-01-01,2859.518310546875
