Date,V
2015-08-03,70.66433715820312
2015-08-04,70.19802856445312
2015-08-05,69.92756652832031
2015-08-06,68.62188720703125
2015-08-07,69.2094497680664
2015-08-10,69.36799621582031
2015-08-11,68.4167251586914
2015-08-12,68.69696044921875
2015-08-13,69.06128692626953
2015-08-14,69.3321762084961
2015-08-17,69.50968933105469
2015-08-18,69.56570434570312
2015-08-19,69.50035858154297
2015-08-20,69.07996368408203
2015-08-21,66.50173950195312
2015-08-24,63.858097076416016
2015-08-25,62.55964660644531
2015-08-26,66.03466033935547
2015-08-27,67.63203430175781
2015-08-28,67.6880874633789
2015-08-31,66.60450744628906
2015-09-01,64.4185791015625
2015-09-02,65.0351333618164
2015-09-03,65.76377868652344
2015-09-04,64.60543823242188
2015-09-08,65.88519287109375
2015-09-09,65.01644134521484
2015-09-10,65.6049575805664
2015-09-11,66.10004425048828
2015-09-14,65.39944458007812
2015-09-15,65.86650848388672
2015-09-16,66.31491088867188
2015-09-17,66.2868881225586
2015-09-18,65.19393920898438
2015-09-21,66.11872100830078
2015-09-22,65.62362670898438
2015-09-23,66.27753448486328
2015-09-24,65.61426544189453
2015-09-25,66.03466033935547
2015-09-28,62.77450942993164
2015-09-29,64.01690673828125
2015-09-30,65.07251739501953
2015-10-01,65.38075256347656
2015-10-02,66.01597595214844
2015-10-05,67.4732437133789
2015-10-06,67.33312225341797
2015-10-07,68.3980484008789
2015-10-08,69.03326416015625
2015-10-09,69.10802459716797
2015-10-12,70.05146789550781
2015-10-13,70.06082153320312
2015-10-14,69.31352233886719
2015-10-15,70.37841796875
2015-10-16,70.99494171142578
2015-10-19,71.91976165771484
2015-10-20,71.25651550292969
2015-10-21,70.49053955078125
2015-10-22,71.38732147216797
2015-10-23,71.99449157714844
2015-10-26,73.03140258789062
2015-10-27,72.41486358642578
2015-10-28,73.67597198486328
2015-10-29,73.33966064453125
2015-10-30,72.47090148925781
2015-11-02,70.26634979248047
2015-11-03,72.76984405517578
2015-11-04,73.19020080566406
2015-11-05,74.040283203125
2015-11-06,73.56385803222656
2015-11-09,72.90062713623047
2015-11-10,74.37923431396484
2015-11-11,74.09847259521484
2015-11-12,73.28429412841797
2015-11-13,73.09712219238281
2015-11-16,73.8364486694336
2015-11-17,73.77095031738281
2015-11-18,75.29634094238281
2015-11-19,75.00623321533203
2015-11-20,75.04367065429688
2015-11-23,74.96878814697266
2015-11-24,74.6693344116211
2015-11-25,74.45407104492188
2015-11-27,74.71612548828125
2015-11-30,73.93940734863281
2015-12-01,74.78162384033203
2015-12-02,73.96743774414062
2015-12-03,73.2656021118164
2015-12-04,75.24018096923828
2015-12-07,74.44473266601562
2015-12-08,73.99553680419922
2015-12-09,72.88191223144531
2015-12-10,73.10649108886719
2015-12-11,71.22549438476562
2015-12-14,71.93672943115234
2015-12-15,73.57442474365234
2015-12-16,74.73484802246094
2015-12-17,73.63992309570312
2015-12-18,71.42202758789062
2015-12-21,72.21745300292969
2015-12-22,72.41398620605469
2015-12-23,73.51824188232422
2015-12-24,73.23751831054688
2015-12-28,73.49019622802734
2015-12-29,74.12652587890625
2015-12-30,73.32176971435547
2015-12-31,72.5730972290039
2016-01-04,70.84181213378906
2016-01-05,71.3752212524414
2016-01-06,70.43941497802734
2016-01-07,69.05438995361328
2016-01-08,68.20276641845703
2016-01-11,69.17606353759766
2016-01-12,69.96215057373047
2016-01-13,68.40867614746094
2016-01-14,69.06376647949219
2016-01-15,67.22017669677734
2016-01-19,66.80840301513672
2016-01-20,66.14398193359375
2016-01-21,66.96752166748047
2016-01-22,68.03435516357422
2016-01-25,67.13595581054688
2016-01-26,67.26695251464844
2016-01-27,66.3592300415039
2016-01-28,64.88059997558594
2016-01-29,69.70947265625
2016-02-01,69.60652923583984
2016-02-02,68.68941497802734
2016-02-03,69.60652923583984
2016-02-04,68.9514389038086
2016-02-05,66.94878387451172
2016-02-08,63.42074203491211
2016-02-09,63.94478988647461
2016-02-10,65.64800262451172
2016-02-11,64.0758285522461
2016-02-12,65.90066528320312
2016-02-16,66.5369873046875
2016-02-17,67.54029846191406
2016-02-18,66.79956817626953
2016-02-19,67.07148742675781
2016-02-22,68.50614929199219
2016-02-23,67.65284729003906
2016-02-24,67.37154388427734
2016-02-25,68.70303344726562
2016-02-26,68.19670867919922
2016-02-29,67.87789916992188
2016-03-01,69.98764038085938
2016-03-02,69.66883087158203
2016-03-03,69.30316162109375
2016-03-04,69.29375457763672
2016-03-07,67.45592498779297
2016-03-08,66.21825408935547
2016-03-09,66.27445983886719
2016-03-10,65.84313201904297
2016-03-11,67.16526794433594
2016-03-14,67.03398132324219
2016-03-15,67.42781829833984
2016-03-16,67.85914611816406
2016-03-17,68.58114624023438
2016-03-18,69.1812515258789
2016-03-21,69.171875
2016-03-22,68.4123764038086
2016-03-23,69.30316162109375
2016-03-24,69.51881408691406
2016-03-28,69.46255493164062
2016-03-29,70.68150329589844
2016-03-30,71.99425506591797
2016-03-31,71.71296691894531
2016-04-01,72.7537841796875
2016-04-04,72.97884368896484
2016-04-05,72.17243957519531
2016-04-06,73.33512878417969
2016-04-07,72.74442291259766
2016-04-08,73.16634368896484
2016-04-11,72.96944427490234
2016-04-12,73.62579345703125
2016-04-13,74.74163818359375
2016-04-14,75.322998046875
2016-04-15,75.08858489990234
2016-04-18,76.3731689453125
2016-04-19,75.71680450439453
2016-04-20,76.09188079833984
2016-04-21,75.75430297851562
2016-04-22,74.17901611328125
2016-04-25,73.26948547363281
2016-04-26,73.63517761230469
2016-04-27,73.85083770751953
2016-04-28,72.83818054199219
2016-04-29,72.42559814453125
2016-05-02,73.56954956054688
2016-05-03,72.37870025634766
2016-05-04,72.26618194580078
2016-05-05,72.53813171386719
2016-05-06,72.87567901611328
2016-05-09,73.3445053100586
2016-05-10,74.26342010498047
2016-05-11,72.61019897460938
2016-05-12,73.1644287109375
2016-05-13,72.1687240600586
2016-05-16,73.07987213134766
2016-05-17,72.13114166259766
2016-05-18,72.73230743408203
2016-05-19,72.21568298339844
2016-05-20,72.95774841308594
2016-05-23,72.52566528320312
2016-05-24,74.56398010253906
2016-05-25,74.26342010498047
2016-05-26,74.2070541381836
2016-05-27,74.82701110839844
2016-05-31,74.15071105957031
2016-06-01,74.41372680664062
2016-06-02,75.09941864013672
2016-06-03,75.09002685546875
2016-06-06,75.65363311767578
2016-06-07,75.70996856689453
2016-06-08,76.6962890625
2016-06-09,76.32994842529297
2016-06-10,75.31549835205078
2016-06-13,73.64344787597656
2016-06-14,73.80316925048828
2016-06-15,73.42738342285156
2016-06-16,73.59649658203125
2016-06-17,72.31902313232422
2016-06-20,72.64777374267578
2016-06-21,72.63838195800781
2016-06-22,71.88690185546875
2016-06-23,73.4837875366211
2016-06-24,70.4967041015625
2016-06-27,68.89045715332031
2016-06-28,70.60003662109375
2016-06-29,72.08417510986328
2016-06-30,69.67011260986328
2016-07-01,69.9613037109375
2016-07-05,70.13976287841797
2016-07-06,69.5667724609375
2016-07-07,69.98948669433594
2016-07-08,71.78360748291016
2016-07-11,71.87752532958984
2016-07-12,72.7792739868164
2016-07-13,72.7604751586914
2016-07-14,73.39923095703125
2016-07-15,73.54952239990234
2016-07-18,73.55894470214844
2016-07-19,73.94404602050781
2016-07-20,74.54521179199219
2016-07-21,74.00980377197266
2016-07-22,75.06185913085938
2016-07-25,74.15071105957031
2016-07-26,73.7280044555664
2016-07-27,73.76555633544922
2016-07-28,74.38553619384766
2016-07-29,73.31468963623047
2016-08-01,73.51195526123047
2016-08-02,73.53075408935547
2016-08-03,73.9346694946289
2016-08-04,74.6579360961914
2016-08-05,75.27790069580078
2016-08-08,75.09941864013672
2016-08-09,75.2027359008789
2016-08-10,74.84581756591797
2016-08-11,75.25911712646484
2016-08-12,75.16519927978516
2016-08-15,76.00115966796875
2016-08-16,75.90725708007812
2016-08-17,76.06721496582031
2016-08-18,75.5308609008789
2016-08-19,75.71906280517578
2016-08-22,76.27422332763672
2016-08-23,76.02957153320312
2016-08-24,75.5496826171875
2016-08-25,75.57794952392578
2016-08-26,75.81315612792969
2016-08-29,76.09545135498047
2016-08-30,76.37770080566406
2016-08-31,76.12364959716797
2016-09-01,76.50006103515625
2016-09-02,77.15873718261719
2016-09-06,77.65740966796875
2016-09-07,78.32552337646484
2016-09-08,78.07146453857422
