Date,EVR.L
2015-08-24,0.39144617319107056
2015-08-25,0.40256384015083313
2015-08-26,0.3880850076675415
2015-08-27,0.4085105359554291
2015-08-28,0.40825191140174866
2015-09-01,0.36662524938583374
2015-09-02,0.35240495204925537
2015-09-03,0.35137078166007996
2015-09-04,0.34206292033195496
2015-09-07,0.3534391224384308
2015-09-08,0.36352264881134033
2015-09-09,0.38213837146759033
2015-09-10,0.3642983138561249
2015-09-11,0.3557661473751068
2015-09-14,0.3663667142391205
2015-09-15,0.3653324544429779
2015-09-16,0.37438181042671204
2015-09-17,0.3705035448074341
2015-09-18,0.35550758242607117
2015-09-21,0.33740898966789246
2015-09-22,0.3257741630077362
2015-09-23,0.3376675248146057
2015-09-24,0.3568003475666046
2015-09-25,0.37645024061203003
2015-09-28,0.3661081790924072
2015-09-29,0.37231341004371643
2015-09-30,0.37696731090545654
2015-10-01,0.3891191780567169
2015-10-02,0.4079934060573578
2015-10-05,0.41807687282562256
2015-10-06,0.4224722981452942
2015-10-07,0.46280625462532043
2015-10-08,0.4827146828174591
2015-10-09,0.499520480632782
2015-10-12,0.48840275406837463
2015-10-13,0.46254763007164
2015-10-14,0.463840514421463
2015-10-15,0.48607587814331055
2015-10-16,0.48090478777885437
2015-10-19,0.4485859274864197
2015-10-20,0.4167841374874115
2015-10-21,0.4284188449382782
2015-10-22,0.46073782444000244
2015-10-23,0.4584108293056488
2015-10-26,0.45660099387168884
2015-10-27,0.4105789065361023
2015-10-28,0.4317801296710968
2015-10-29,0.4188525974750519
2015-10-30,0.43824392557144165
2015-11-02,0.4353998601436615
2015-11-03,0.4584108293056488
2015-11-04,0.44005367159843445
2015-11-05,0.42686760425567627
2015-11-06,0.4328143000602722
2015-11-09,0.4348827004432678
2015-11-10,0.4255748689174652
2015-11-11,0.41549140214920044
2015-11-12,0.4041151702404022
2015-11-13,0.40721777081489563
2015-11-16,0.40928617119789124
2015-11-17,0.4157499074935913
2015-11-18,0.43772679567337036
2015-11-19,0.4390195608139038
2015-11-20,0.44367343187332153
2015-11-23,0.4390195608139038
2015-11-24,0.4219551980495453
2015-11-25,0.4116131067276001
2015-11-26,0.41368159651756287
2015-11-27,0.41135454177856445
2015-11-30,0.43152156472206116
2015-12-01,0.43203863501548767
2015-12-02,0.4173012673854828
2015-12-03,0.392738938331604
2015-12-04,0.39506596326828003
2015-12-07,0.3984270393848419
2015-12-08,0.39739277958869934
2015-12-09,0.3782600462436676
2015-12-10,0.37438181042671204
2015-12-11,0.35550758242607117
2015-12-14,0.3037973940372467
2015-12-15,0.32189592719078064
2015-12-16,0.3216373324394226
2015-12-17,0.31827622652053833
2015-12-18,0.3249985873699188
2015-12-21,0.3345649540424347
2015-12-22,0.3562832176685333
2015-12-23,0.3808455765247345
2015-12-24,0.3922218382358551
2015-12-29,0.3694693446159363
2015-12-30,0.36507391929626465
2015-12-31,0.37877723574638367
2016-01-04,0.35447338223457336
2016-01-05,0.37593305110931396
2016-01-06,0.3674009144306183
2016-01-07,0.34956085681915283
2016-01-08,0.3257741630077362
2016-01-11,0.3231887221336365
2016-01-12,0.3195689916610718
2016-01-13,0.318534791469574
2016-01-14,0.327842652797699
2016-01-15,0.31232950091362
2016-01-18,0.3027631938457489
2016-01-19,0.3203446567058563
2016-01-20,0.3079342246055603
2016-01-21,0.3242228627204895
2016-01-22,0.3190518617630005
2016-01-25,0.3229301869869232
2016-01-26,0.3355991244316101
2016-01-27,0.3136223554611206
2016-01-28,0.304314523935318
2016-01-29,0.32241302728652954
2016-02-01,0.3040558993816376
2016-02-02,0.2903527021408081
2016-02-03,0.295006662607193
2016-02-04,0.31801772117614746
2016-02-05,0.3371504545211792
2016-02-08,0.3319794535636902
2016-02-09,0.32137882709503174
2016-02-10,0.33792611956596375
2016-02-11,0.33430635929107666
2016-02-12,0.3562832176685333
2016-02-15,0.3681766092777252
2016-02-16,0.35964441299438477
2016-02-17,0.3568003475666046
2016-02-18,0.34956085681915283
2016-02-19,0.3314623236656189
2016-02-22,0.345424085855484
2016-02-23,0.3392188549041748
2016-02-24,0.3516293466091156
2016-02-25,0.33740898966789246
2016-02-26,0.34206292033195496
2016-02-29,0.3539562523365021
2016-03-01,0.359902948141098
2016-03-02,0.3630055785179138
2016-03-03,0.37489891052246094
2016-03-04,0.4503958225250244
2016-03-07,0.5023645162582397
2016-03-08,0.4896954894065857
2016-03-09,0.45815229415893555
2016-03-10,0.4537569284439087
2016-03-11,0.46022072434425354
2016-03-14,0.478836327791214
2016-03-15,0.4374682605266571
2016-03-16,0.4175598621368408
2016-03-17,0.448068767786026
2016-03-18,0.4633234143257141
2016-03-21,0.47056272625923157
2016-03-22,0.4514300525188446
2016-03-23,0.46073782444000244
2016-03-24,0.47004568576812744
2016-03-29,0.4271261692047119
2016-03-30,0.463840514421463
2016-03-31,0.46539175510406494
2016-04-01,0.4640989303588867
2016-04-04,0.4695284962654114
2016-04-05,0.4488444924354553
2016-04-06,0.46022072434425354
2016-04-07,0.4684944152832031
2016-04-08,0.48142194747924805
2016-04-11,0.5147749781608582
2016-04-12,0.5600213408470154
2016-04-13,0.624142050743103
2016-04-14,0.6525827646255493
2016-04-15,0.691882312297821
2016-04-18,0.6975705027580261
2016-04-19,0.7446268200874329
2016-04-20,0.7632424235343933
2016-04-21,0.7415241003036499
2016-04-22,0.7260111570358276
2016-04-25,0.7456609010696411
2016-04-26,0.7332504987716675
2016-04-27,0.7503148913383484
2016-04-28,0.7482464909553528
2016-04-29,0.7342847585678101
2016-05-03,0.7006731629371643
2016-05-04,0.6820574402809143
2016-05-05,0.6815403699874878
2016-05-06,0.6758522391319275
2016-05-09,0.6029408574104309
2016-05-10,0.5838080644607544
2016-05-11,0.6008724570274353
2016-05-12,0.5734660029411316
2016-05-13,0.5957013964653015
2016-05-16,0.6262104511260986
2016-05-17,0.6468945145606995
2016-05-18,0.6468945145606995
2016-05-19,0.6075947880744934
2016-05-20,0.6148342490196228
2016-05-23,0.6324157118797302
2016-05-24,0.6313813924789429
2016-05-25,0.6256934404373169
2016-05-26,0.6060434579849243
2016-05-27,0.6024238467216492
2016-05-31,0.5739831924438477
2016-06-01,0.5858764052391052
2016-06-02,0.5682949423789978
2016-06-03,0.5770857930183411
2016-06-06,0.5972526669502258
2016-06-07,0.6582705974578857
2016-06-08,0.6779206991195679
2016-06-09,0.6825746297836304
2016-06-10,0.6536169052124023
2016-06-13,0.6293129920959473
2016-06-14,0.6101801991462708
2016-06-15,0.6468945145606995
2016-06-16,0.6008724570274353
2016-06-17,0.5641582012176514
2016-06-20,0.6360354423522949
2016-06-21,0.6675786972045898
2016-06-22,0.66189044713974
2016-06-23,0.6929166913032532
2016-06-24,0.6391379833221436
2016-06-27,0.6050091981887817
2016-06-28,0.6572365164756775
2016-06-29,0.6748179793357849
2016-06-30,0.7094638347625732
2016-07-01,0.7348018288612366
2016-07-04,0.7353188991546631
2016-07-05,0.7249769568443298
2016-07-06,0.7141178250312805
2016-07-07,0.7156691551208496
2016-07-08,0.7399728894233704
2016-07-11,0.7554859519004822
2016-07-12,0.8185723423957825
2016-07-13,0.8351197242736816
2016-07-14,0.8516669273376465
2016-07-15,0.8516669273376465
2016-07-18,0.8397735357284546
2016-07-19,0.8170210719108582
2016-07-20,0.8051276803016663
2016-07-21,0.824260413646698
2016-07-22,0.8258118033409119
2016-07-25,0.818055272102356
2016-07-26,0.8392565250396729
2016-07-27,0.8552865982055664
2016-07-28,0.8625261783599854
2016-07-29,0.8852783441543579
2016-08-01,0.8527011871337891
2016-08-02,0.8402906656265259
2016-08-03,0.8377051949501038
2016-08-04,0.881141722202301
2016-08-05,0.8697654008865356
2016-08-08,0.8883810043334961
2016-08-09,0.9028601050376892
2016-08-10,0.9023429155349731
2016-08-11,0.90492844581604
2016-08-12,0.8894153237342834
2016-08-15,0.8987230658531189
2016-08-16,0.9028601050376892
2016-08-17,0.8940691947937012
2016-08-18,0.7937514185905457
2016-08-19,0.777204155921936
2016-08-22,0.7425584197044373
2016-08-23,0.7306649088859558
2016-08-24,0.719805896282196
2016-08-25,0.7203229069709778
2016-08-26,0.7141178250312805
2016-08-30,0.6825746297836304
2016-08-31,0.66189044713974
2016-09-01,0.6505143046379089
2016-09-02,0.661373496055603
2016-09-05,0.6779206991195679
2016-09-06,0.6877456307411194
2016-09-07,0.7084296941757202
2016-09-08,0.7213571667671204
2016-09-09,0.7213571667671204
2016-09-12,0.6830917000770569
2016-09-13,0.6629246473312378
2016-09-14,0.6737838387489319
2016-09-15,0.6774035096168518
2016-09-16,0.7130835652351379
2016-09-19,0.7606569528579712
2016-09-20,0.7663450241088867
2016-09-21,0.799439549446106
2016-09-22,0.8361537456512451
2016-09-23,0.8061617612838745
2016-09-26,0.8165038228034973
2016-09-27,0.8123671412467957
2016-09-28,0.8480470776557922
