Date,TECH
2015-08-03,25.678030014038086
2015-08-04,25.62666130065918
2015-08-05,25.92546272277832
2015-08-06,25.661680221557617
2015-08-07,25.325538635253906
2015-08-10,25.432918548583984
2015-08-11,25.201810836791992
2015-08-12,24.86332893371582
2015-08-13,24.818843841552734
2015-08-14,24.736892700195312
2015-08-17,24.935916900634766
2015-08-18,24.769672393798828
2015-08-19,24.65728759765625
2015-08-20,24.280319213867188
2015-08-21,23.76755714416504
2015-08-24,22.1636962890625
2015-08-25,21.835901260375977
2015-08-26,22.360374450683594
2015-08-27,22.594505310058594
2015-08-28,22.47743797302246
2015-08-31,22.12154769897461
2015-09-01,21.529176712036133
2015-09-02,21.775026321411133
2015-09-03,21.55025291442871
2015-09-04,21.597078323364258
2015-09-08,22.095800399780273
2015-09-09,21.840585708618164
2015-09-10,22.187114715576172
2015-09-11,22.351009368896484
2015-09-14,22.4352970123291
2015-09-15,22.643680572509766
2015-09-16,22.407203674316406
2015-09-17,22.554712295532227
2015-09-18,22.250322341918945
2015-09-21,22.205842971801758
2015-09-22,22.27374267578125
2015-09-23,22.15666961669922
2015-09-24,21.943605422973633
2015-09-25,21.266944885253906
2015-09-28,20.82207679748535
2015-09-29,21.266944885253906
2015-09-30,21.648591995239258
2015-10-01,21.325475692749023
2015-10-02,21.901460647583008
2015-10-05,21.945947647094727
2015-10-06,21.807804107666016
2015-10-07,22.07004737854004
2015-10-08,21.93657875061035
2015-10-09,22.10750389099121
2015-10-12,22.313541412353516
2015-10-13,21.824186325073242
2015-10-14,21.440204620361328
2015-10-15,21.96233558654785
2015-10-16,22.236282348632812
2015-10-19,22.456371307373047
2015-10-20,22.416566848754883
2015-10-21,22.44700813293457
2015-10-22,21.79375648498535
2015-10-23,22.362720489501953
2015-10-26,22.38378143310547
2015-10-27,22.463397979736328
2015-10-28,20.47555160522461
2015-10-29,20.449785232543945
2015-10-30,20.651155471801758
2015-11-02,21.17328453063965
2015-11-03,20.93446159362793
2015-11-04,20.847827911376953
2015-11-05,20.817394256591797
2015-11-06,20.978944778442383
2015-11-09,20.791637420654297
2015-11-10,21.268659591674805
2015-11-11,20.93262481689453
2015-11-12,20.462656021118164
2015-11-13,20.44384765625
2015-11-16,20.608335494995117
2015-11-17,20.71173095703125
2015-11-18,21.545949935913086
2015-11-19,21.18171501159668
2015-11-20,21.153518676757812
2015-11-23,21.456642150878906
2015-11-24,21.242807388305664
2015-11-25,21.480144500732422
2015-11-27,21.76683235168457
2015-11-30,21.433147430419922
2015-12-01,21.501296997070312
2015-12-02,21.621137619018555
2015-12-03,21.5341854095459
2015-12-04,21.65168571472168
2015-12-07,21.576486587524414
2015-12-08,21.604690551757812
2015-12-09,21.242807388305664
2015-12-10,21.256900787353516
2015-12-11,20.723485946655273
2015-12-14,20.930273056030273
2015-12-15,20.918527603149414
2015-12-16,21.294506072998047
2015-12-17,21.059520721435547
2015-12-18,20.71173095703125
2015-12-21,20.650646209716797
2015-12-22,20.918527603149414
2015-12-23,21.120615005493164
2015-12-24,21.433147430419922
2015-12-28,21.5341854095459
2015-12-29,21.583538055419922
2015-12-30,21.433147430419922
2015-12-31,21.14881134033203
2016-01-04,20.73288917541504
2016-01-05,20.671791076660156
2016-01-06,20.608335494995117
2016-01-07,20.47909927368164
2016-01-08,20.152475357055664
2016-01-11,19.79999351501465
2016-01-12,20.030277252197266
2016-01-13,19.36761474609375
2016-01-14,19.628446578979492
2016-01-15,19.579105377197266
2016-01-19,19.304170608520508
2016-01-20,19.36056900024414
2016-01-21,19.421661376953125
2016-01-22,20.178319931030273
2016-01-25,19.431060791015625
2016-01-26,19.741243362426758
2016-01-27,19.581453323364258
2016-01-28,19.08563232421875
2016-01-29,19.431060791015625
2016-02-01,19.224273681640625
2016-02-02,20.267610549926758
2016-02-03,20.16891860961914
2016-02-04,19.92688751220703
2016-02-05,20.568397521972656
2016-02-08,19.969181060791016
2016-02-09,19.90103530883789
2016-02-10,20.02605438232422
2016-02-11,19.667510986328125
2016-02-12,19.95056915283203
2016-02-16,20.62989616394043
2016-02-17,20.703022003173828
2016-02-18,20.55205726623535
2016-02-19,20.85869789123535
2016-02-22,20.86813735961914
2016-02-23,20.41524887084961
2016-02-24,20.47421646118164
2016-02-25,20.533187866210938
2016-02-26,20.509599685668945
2016-02-29,20.24776840209961
2016-03-01,21.226669311523438
2016-03-02,21.335172653198242
2016-03-03,21.46489906311035
2016-03-04,21.835237503051758
2016-03-07,22.000349044799805
2016-03-08,21.762115478515625
2016-03-09,21.77626609802246
2016-03-10,21.77626609802246
2016-03-11,22.229150772094727
2016-03-14,22.23858642578125
2016-03-15,21.724365234375
2016-03-16,22.033370971679688
2016-03-17,22.035724639892578
2016-03-18,22.3447265625
2016-03-21,22.358884811401367
2016-03-22,22.365957260131836
2016-03-23,21.891845703125
2016-03-24,22.141878128051758
2016-03-28,21.93195152282715
2016-03-29,22.170185089111328
2016-03-30,22.540510177612305
2016-03-31,22.295198440551758
2016-04-01,22.526355743408203
2016-04-04,22.32586097717285
2016-04-05,21.736160278320312
2016-04-06,22.36359977722168
2016-04-07,22.141878128051758
2016-04-08,21.95553207397461
2016-04-11,21.710220336914062
2016-04-12,21.69607162475586
2016-04-13,21.85175132751465
2016-04-14,21.663042068481445
2016-04-15,21.92015266418457
2016-04-18,22.165464401245117
2016-04-19,21.854101181030273
2016-04-20,21.837594985961914
2016-04-21,22.153671264648438
2016-04-22,22.365957260131836
2016-04-25,21.957883834838867
2016-04-26,22.099422454833984
2016-04-27,22.170185089111328
2016-04-28,21.832874298095703
2016-04-29,21.97911834716797
2016-05-02,22.007427215576172
2016-05-03,23.71754264831543
2016-05-04,23.573659896850586
2016-05-05,23.682165145874023
2016-05-06,23.802457809448242
2016-05-09,24.024185180664062
2016-05-10,24.047775268554688
2016-05-11,23.967317581176758
2016-05-12,23.941295623779297
2016-05-13,24.11165428161621
2016-05-16,24.39560317993164
2016-05-17,24.255998611450195
2016-05-18,24.279653549194336
2016-05-19,24.3719425201416
2016-05-20,24.70794105529785
2016-05-23,24.868846893310547
2016-05-24,25.273468017578125
2016-05-25,25.342082977294922
2016-05-26,25.356285095214844
2016-05-27,25.936006546020508
2016-05-31,25.999889373779297
2016-06-01,26.35008430480957
2016-06-02,26.4305477142334
2016-06-03,26.17262840270996
2016-06-06,26.52755355834961
2016-06-07,26.71921730041504
2016-06-08,27.017362594604492
2016-06-09,26.932172775268555
2016-06-10,26.757080078125
2016-06-13,26.58197593688965
2016-06-14,26.624568939208984
2016-06-15,26.652963638305664
2016-06-16,26.676626205444336
2016-06-17,26.061410903930664
2016-06-20,26.253074645996094
2016-06-21,26.21758270263672
2016-06-22,26.309864044189453
2016-06-23,26.676626205444336
2016-06-24,26.373750686645508
2016-06-27,25.479328155517578
2016-06-28,25.822425842285156
2016-06-29,25.78693389892578
2016-06-30,26.68372344970703
2016-07-01,26.558313369750977
2016-07-05,26.61036491394043
2016-07-06,26.726314544677734
2016-07-07,27.251617431640625
2016-07-08,27.251617431640625
2016-07-11,27.074148178100586
2016-07-12,27.123838424682617
2016-07-13,27.0528564453125
2016-07-14,26.473133087158203
2016-07-15,26.245981216430664
2016-07-18,26.416345596313477
2016-07-19,26.23651123046875
2016-07-20,26.37849235534668
2016-07-21,26.238874435424805
2016-07-22,26.20574378967285
2016-07-25,26.127668380737305
2016-07-26,26.12056541442871
2016-07-27,26.19628143310547
