Date,TELIA.ST
2015-08-24,25.024049758911133
2015-08-25,26.40249252319336
2015-08-26,26.039745330810547
2015-08-27,26.8210506439209
2015-08-28,26.79314422607422
2015-08-31,26.6647891998291
2015-09-01,26.084388732910156
2015-09-02,26.15694236755371
2015-09-03,26.625722885131836
2015-09-04,25.995100021362305
2015-09-07,26.15694236755371
2015-09-08,26.38016700744629
2015-09-09,26.765239715576172
2015-09-10,26.38574981689453
2015-09-11,26.09555435180664
2015-09-14,25.978355407714844
2015-09-15,25.794198989868164
2015-09-16,25.950448989868164
2015-09-17,26.80988883972168
2015-09-18,26.15694236755371
2015-09-21,25.889068603515625
2015-09-22,25.26959800720215
2015-09-23,25.286344528198242
2015-09-24,24.784074783325195
2015-09-25,25.28076171875
2015-09-28,24.644559860229492
2015-09-29,24.828720092773438
2015-09-30,25.135663986206055
2015-10-01,24.365522384643555
2015-10-02,24.036258697509766
2015-10-05,24.86779022216797
2015-10-06,24.270652770996094
2015-10-07,24.07532501220703
2015-10-08,24.46597671508789
2015-10-09,24.745012283325195
2015-10-12,24.851045608520508
2015-10-13,24.611074447631836
2015-10-14,24.19252586364746
2015-10-15,23.46702003479004
2015-10-16,23.67351722717285
2015-10-19,23.640029907226562
2015-10-20,23.86325454711914
2015-10-21,23.840938568115234
2015-10-22,24.605493545532227
2015-10-23,24.92359733581543
2015-10-26,25.007307052612305
2015-10-27,24.499460220336914
2015-10-28,24.544105529785156
2015-10-29,24.42133140563965
2015-10-30,24.404590606689453
2015-11-02,24.454814910888672
2015-11-03,24.108808517456055
2015-11-04,24.18694305419922
2015-11-05,24.064157485961914
2015-11-06,23.846513748168945
2015-11-09,23.427959442138672
2015-11-10,23.3442440032959
2015-11-11,23.45586395263672
2015-11-12,23.126598358154297
2015-11-13,23.444700241088867
2015-11-16,23.271697998046875
2015-11-17,23.95254898071289
2015-11-18,23.86325454711914
2015-11-19,24.02509307861328
2015-11-20,23.95254898071289
2015-11-23,23.78512191772461
2015-11-24,23.45586395263672
2015-11-25,23.539573669433594
2015-11-26,23.846513748168945
2015-11-27,23.885578155517578
2015-11-30,23.891164779663086
2015-12-01,24.041839599609375
2015-12-02,24.142295837402344
2015-12-03,23.695829391479492
2015-12-04,23.17682647705078
2015-12-07,23.31634521484375
2015-12-08,23.014986038208008
2015-12-09,22.72478675842285
2015-12-10,22.74152374267578
2015-12-11,22.50155258178711
2015-12-14,22.350875854492188
2015-12-15,23.148927688598633
2015-12-16,23.243793487548828
2015-12-17,23.740478515625
2015-12-18,23.31634521484375
2015-12-21,23.232633590698242
2015-12-22,23.06521224975586
2015-12-23,23.595380783081055
2015-12-28,23.47260284423828
2015-12-29,23.77396583557129
2015-12-30,23.54515266418457
2016-01-04,22.429004669189453
2016-01-05,22.24483871459961
2016-01-07,22.038354873657227
2016-01-08,22.356454849243164
2016-01-11,22.306228637695312
2016-01-12,22.12764549255371
2016-01-13,22.44574737548828
2016-01-14,21.848608016967773
2016-01-15,21.480276107788086
2016-01-18,21.273788452148438
2016-01-19,21.876510620117188
2016-01-20,21.02265167236328
2016-01-21,21.385404586791992
2016-01-22,22.177875518798828
2016-01-25,21.904415130615234
2016-01-26,21.876510620117188
2016-01-27,21.926738739013672
2016-01-28,21.536083221435547
2016-01-29,22.50713348388672
2016-02-01,22.06625747680664
2016-02-02,21.463537216186523
2016-02-03,21.24030876159668
2016-02-04,21.47469711303711
2016-02-05,21.876510620117188
2016-02-08,21.262624740600586
2016-02-09,21.346342086791992
2016-02-10,21.49702262878418
2016-02-11,20.671070098876953
2016-02-12,21.167753219604492
2016-02-15,21.9825439453125
2016-02-16,21.709091186523438
2016-02-17,22.367616653442383
2016-02-18,22.322973251342773
2016-02-19,21.9434757232666
2016-02-22,22.311805725097656
2016-02-23,22.010446548461914
2016-02-24,21.40772247314453
2016-02-25,22.038354873657227
2016-02-26,22.060670852661133
2016-02-29,22.0439395904541
2016-03-01,22.557361602783203
2016-03-02,22.2783203125
2016-03-03,22.47365379333496
2016-03-04,22.80849266052246
2016-03-07,22.775009155273438
2016-03-08,23.037307739257812
2016-03-09,23.22705078125
2016-03-10,23.126598358154297
2016-03-11,23.71816062927246
2016-03-14,23.640029907226562
2016-03-15,23.360992431640625
2016-03-16,23.260540008544922
2016-03-17,23.39447021484375
2016-03-18,23.874414443969727
2016-03-21,23.941387176513672
2016-03-22,24.13113784790039
2016-03-23,23.8800048828125
2016-03-24,23.38331413269043
2016-03-29,23.38331413269043
2016-03-30,23.67351722717285
2016-03-31,23.53398895263672
2016-04-01,23.277278900146484
2016-04-04,23.13217544555664
2016-04-05,22.51271629333496
2016-04-06,22.981496810913086
2016-04-07,22.657814025878906
2016-04-08,23.165664672851562
2016-04-11,23.193565368652344
2016-04-12,23.299598693847656
2016-04-13,23.021738052368164
2016-04-14,22.668630599975586
2016-04-15,22.657052993774414
2016-04-18,22.413923263549805
2016-04-19,22.95227813720703
2016-04-20,23.21855926513672
2016-04-21,23.114362716674805
2016-04-22,22.86545181274414
2016-04-25,22.7728271484375
2016-04-26,22.82492446899414
2016-04-27,22.622316360473633
2016-04-28,22.581796646118164
2016-04-29,22.199743270874023
2016-05-02,22.083969116210938
2016-05-03,21.86978530883789
2016-05-04,21.53403663635254
2016-05-06,21.30828094482422
2016-05-09,21.57455825805664
2016-05-10,21.852420806884766
2016-05-11,21.730859756469727
2016-05-12,21.690336227416992
2016-05-13,21.892942428588867
2016-05-16,22.07818031311035
2016-05-17,22.089759826660156
2016-05-18,22.240262985229492
2016-05-19,21.800317764282227
2016-05-20,22.274995803833008
2016-05-23,22.309730529785156
2016-05-24,22.437082290649414
2016-05-25,22.64546775817871
2016-05-26,22.8828067779541
2016-05-27,22.877023696899414
2016-05-30,23.068050384521484
2016-05-31,22.628108978271484
2016-06-01,22.518125534057617
2016-06-02,22.680206298828125
2016-06-03,22.46023178100586
2016-06-07,22.69757080078125
2016-06-08,22.437082290649414
2016-06-09,22.130277633666992
2016-06-10,21.562978744506836
2016-06-13,21.244611740112305
2016-06-14,20.908857345581055
2016-06-15,21.3430118560791
2016-06-16,21.16356658935547
2016-06-17,20.966747283935547
2016-06-20,21.49352264404297
2016-06-21,21.42984390258789
2016-06-22,21.863998413085938
2016-06-23,22.14764404296875
2016-06-27,20.659936904907227
2016-06-28,21.725069046020508
2016-06-29,22.518125534057617
2016-06-30,22.992794036865234
2016-07-01,23.195398330688477
2016-07-04,22.934907913208008
2016-07-05,22.639684677124023
2016-07-06,22.425500869750977
2016-07-07,22.8828067779541
2016-07-08,23.131725311279297
2016-07-11,23.38643455505371
2016-07-12,23.438535690307617
2016-07-13,23.548513412475586
2016-07-14,23.67586898803711
2016-07-15,23.791635513305664
2016-07-18,23.623767852783203
2016-07-19,23.56588363647461
2016-07-20,22.680206298828125
2016-07-21,22.74966812133789
2016-07-22,22.963851928710938
2016-07-25,23.010168075561523
2016-07-26,22.888601303100586
2016-07-27,22.84807777404785
2016-07-28,22.63389778137207
2016-07-29,22.604955673217773
2016-08-01,22.604955673217773
2016-08-02,22.33867073059082
2016-08-03,22.309730529785156
2016-08-04,22.454448699951172
2016-08-05,22.48339080810547
2016-08-08,22.46023178100586
2016-08-09,22.830711364746094
2016-08-10,22.691783905029297
2016-08-11,22.871234893798828
2016-08-12,22.738094329833984
2016-08-15,22.639684677124023
2016-08-16,22.373401641845703
2016-08-17,22.1129093170166
2016-08-18,22.34446144104004
2016-08-19,22.23447608947754
2016-08-22,22.28078269958496
2016-08-23,22.36182975769043
2016-08-24,22.24605369567871
2016-08-25,22.26342010498047
2016-08-26,22.46023178100586
2016-08-29,22.4023494720459
2016-08-30,22.44287109375
2016-08-31,22.384986877441406
2016-09-01,22.066600799560547
2016-09-02,22.384986877441406
2016-09-05,22.49496841430664
2016-09-06,22.413923263549805
2016-09-07,22.39655876159668
2016-09-08,22.454448699951172
