Date,0P0001KR2R.BO
2020-10-16,10.0
2020-10-19,10.038800239562988
2020-10-20,10.064299583435059
2020-10-21,10.06410026550293
2020-10-22,10.141599655151367
2020-10-23,10.212599754333496
2020-10-26,10.103400230407715
2020-10-27,10.122699737548828
2020-10-28,10.040499687194824
2020-10-29,9.957599639892578
2020-10-30,9.959799766540527
2020-11-02,9.832200050354004
2020-11-03,9.856599807739258
2020-11-04,9.858599662780762
2020-11-05,10.018699645996094
2020-11-06,10.06779956817627
2020-11-09,10.108599662780762
2020-11-10,10.089900016784668
2020-11-11,10.145099639892578
2020-11-12,10.26360034942627
2020-11-13,10.359399795532227
2020-11-17,10.505999565124512
2020-11-18,10.572099685668945
2020-11-19,10.572199821472168
2020-11-20,10.683799743652344
2020-11-23,10.860300064086914
2020-11-24,10.956299781799316
2020-11-25,10.855199813842773
2020-11-26,10.937800407409668
2020-11-27,11.21150016784668
2020-12-01,11.339599609375
2020-12-02,11.371999740600586
2020-12-03,11.468700408935547
2020-12-04,11.524100303649902
2020-12-07,11.678000450134277
2020-12-08,11.64490032196045
2020-12-09,11.728599548339844
2020-12-10,11.654899597167969
2020-12-11,11.713199615478516
2020-12-14,11.806300163269043
2020-12-15,11.830599784851074
2020-12-16,11.94159984588623
2020-12-17,11.937700271606445
2020-12-18,11.893899917602539
2020-12-21,11.318699836730957
2020-12-22,11.425399780273438
2020-12-23,11.749500274658203
2020-12-24,11.836799621582031
2020-12-28,12.036399841308594
2020-12-29,12.036199569702148
2020-12-30,12.106399536132812
2020-12-31,12.132599830627441
2021-01-01,12.248000144958496
2021-01-04,12.404199600219727
2021-01-05,12.476200103759766
2021-01-06,12.443900108337402
2021-01-07,12.583200454711914
2021-01-08,12.672300338745117
2021-01-11,12.662099838256836
2021-01-12,12.697999954223633
2021-01-13,12.6628999710083
2021-01-14,12.718000411987305
2021-01-15,12.58329963684082
2021-01-18,12.35200023651123
2021-01-19,12.556500434875488
2021-01-20,12.6072998046875
2021-01-21,12.553400039672852
2021-01-22,12.466300010681152
2021-01-25,12.344799995422363
2021-01-27,12.317899703979492
2021-01-28,12.26710033416748
2021-01-29,12.226400375366211
2021-02-01,12.47089958190918
2021-02-02,12.625900268554688
2021-02-03,12.803600311279297
2021-02-04,12.979599952697754
2021-02-05,13.010299682617188
2021-02-08,13.207900047302246
2021-02-09,13.151800155639648
2021-02-10,13.205400466918945
2021-02-11,13.392200469970703
2021-02-12,13.373299598693848
2021-02-15,13.41100025177002
2021-02-16,13.441699981689453
2021-02-17,13.49779987335205
2021-02-18,13.613499641418457
2021-02-19,13.501199722290039
2021-02-22,13.369400024414062
2021-02-23,13.488200187683105
2021-02-24,13.659199714660645
2021-02-25,13.879899978637695
2021-02-26,13.725000381469727
2021-03-01,13.969400405883789
2021-03-02,14.139800071716309
2021-03-03,14.271200180053711
2021-03-04,14.409299850463867
2021-03-05,14.190699577331543
2021-03-08,14.278200149536133
2021-03-09,14.157899856567383
2021-03-10,14.307900428771973
2021-03-12,14.357199668884277
2021-03-15,14.251399993896484
2021-03-16,14.288800239562988
2021-03-17,13.971099853515625
2021-03-18,13.773200035095215
2021-03-19,13.833600044250488
2021-03-22,13.868200302124023
2021-03-23,13.963399887084961
2021-03-24,13.698399543762207
2021-03-25,13.437199592590332
2021-03-26,13.593199729919434
2021-03-30,13.763199806213379
2021-03-31,13.83489990234375
2021-04-01,14.105799674987793
2021-04-05,13.8818998336792
2021-04-06,14.030699729919434
2021-04-07,14.225500106811523
2021-04-08,14.377699851989746
2021-04-09,14.454099655151367
2021-04-12,13.673800468444824
2021-04-13,13.902099609375
2021-04-15,13.858099937438965
2021-04-16,13.975099563598633
2021-04-19,13.694899559020996
2021-04-20,13.798199653625488
2021-04-22,13.8996000289917
2021-04-23,13.956199645996094
2021-04-26,14.107999801635742
2021-04-27,14.347700119018555
2021-04-28,14.460000038146973
2021-04-29,14.504400253295898
2021-04-30,14.460800170898438
2021-05-03,14.646200180053711
2021-05-04,14.552399635314941
2021-05-05,14.647500038146973
2021-05-06,14.75879955291748
2021-05-07,14.862099647521973
2021-05-10,15.086600303649902
2021-05-11,15.211199760437012
2021-05-12,15.106300354003906
2021-05-14,14.954400062561035
2021-05-17,15.145999908447266
2021-05-18,15.333399772644043
2021-05-19,15.421299934387207
2021-05-20,15.450900077819824
2021-05-21,15.566800117492676
2021-05-24,15.686100006103516
2021-05-25,15.711000442504883
2021-05-26,15.814599990844727
2021-05-27,15.919300079345703
2021-05-28,15.837800025939941
2021-05-31,15.902799606323242
2021-06-01,15.79699993133545
2021-06-02,15.988900184631348
2021-06-03,16.16939926147461
2021-06-04,16.251100540161133
2021-06-07,16.4862003326416
2021-06-08,16.568500518798828
2021-06-09,16.366500854492188
2021-06-10,16.626300811767578
2021-06-11,16.685699462890625
2021-06-14,16.60580062866211
2021-06-15,16.687700271606445
2021-06-16,16.586299896240234
2021-06-17,16.484399795532227
2021-06-18,16.366300582885742
2021-06-21,16.493999481201172
2021-06-22,16.639999389648438
2021-06-23,16.58169937133789
2021-06-24,16.54669952392578
2021-06-25,16.607200622558594
2021-06-28,16.69260025024414
2021-06-29,16.67620086669922
2021-06-30,16.7810001373291
2021-07-01,16.87929916381836
2021-07-02,17.03529930114746
2021-07-05,17.225900650024414
2021-07-06,17.135900497436523
2021-07-07,17.249099731445312
2021-07-08,17.24250030517578
2021-07-09,17.336299896240234
2021-07-12,17.522899627685547
2021-07-13,17.66990089416504
2021-07-14,17.700599670410156
2021-07-15,17.82360076904297
2021-07-16,17.978300094604492
2021-07-19,17.9768009185791
2021-07-20,17.685300827026367
2021-07-22,17.966800689697266
2021-07-23,17.9281005859375
2021-07-26,17.99340057373047
2021-07-27,17.98040008544922
2021-07-28,17.889799118041992
2021-07-29,18.051300048828125
2021-07-30,18.138099670410156
2021-08-02,18.286500930786133
2021-08-03,18.241500854492188
2021-08-04,18.03730010986328
2021-08-05,17.946300506591797
2021-08-06,17.971799850463867
2021-08-09,17.786100387573242
2021-08-10,17.32710075378418
2021-08-11,17.233699798583984
2021-08-12,17.627599716186523
2021-08-13,17.615299224853516
2021-08-16,17.46380043029785
2021-08-17,17.416099548339844
2021-08-18,17.348800659179688
2021-08-20,16.940399169921875
2021-08-23,16.61039924621582
2021-08-24,16.951000213623047
2021-08-25,17.079200744628906
2021-08-26,17.121000289916992
2021-08-27,17.255199432373047
2021-08-30,17.49410057067871
2021-08-31,17.613300323486328
2021-09-01,17.649099349975586
2021-09-02,17.817899703979492
2021-09-03,17.913400650024414
2021-09-06,18.05620002746582
2021-09-07,18.01289939880371
2021-09-08,18.127700805664062
2021-09-09,18.272300720214844
2021-09-13,18.41360092163086
2021-09-14,18.508800506591797
2021-09-15,18.63450050354004
2021-09-16,18.635700225830078
2021-09-17,18.50550079345703
2021-09-20,18.150699615478516
2021-09-21,18.160200119018555
2021-09-22,18.400800704956055
2021-09-23,18.55929946899414
2021-09-24,18.547300338745117
2021-09-27,18.57550048828125
2021-09-28,18.488300323486328
2021-09-29,18.529699325561523
2021-09-30,18.64459991455078
2021-10-01,18.696300506591797
2021-10-04,18.96339988708496
2021-10-05,19.067899703979492
2021-10-06,18.90060043334961
2021-10-07,19.122699737548828
2021-10-08,19.275400161743164
2021-10-11,19.481399536132812
2021-10-12,19.60379981994629
2021-10-13,19.657899856567383
2021-10-14,19.761699676513672
2021-10-18,19.925600051879883
2021-10-19,19.55940055847168
2021-10-20,19.16029930114746
2021-10-21,19.02829933166504
2021-10-22,18.822399139404297
2021-10-25,18.480100631713867
2021-10-26,18.92569923400879
2021-10-27,19.023000717163086
2021-10-28,18.725299835205078
2021-10-29,18.6648006439209
2021-11-01,18.858200073242188
2021-11-02,19.085500717163086
2021-11-03,19.023099899291992
2021-11-08,19.427799224853516
2021-11-09,19.506799697875977
2021-11-10,19.497600555419922
2021-11-11,19.399099349975586
2021-11-12,19.464500427246094
2021-11-15,19.4197998046875
2021-11-16,19.475200653076172
2021-11-17,19.460800170898438
2021-11-18,19.150999069213867
2021-11-22,18.64109992980957
2021-11-23,18.996999740600586
2021-11-24,19.090700149536133
2021-11-25,19.25320053100586
2021-11-26,18.69729995727539
