Date,BEN
2015-08-03,28.573190689086914
2015-08-04,28.422304153442383
2015-08-05,28.40974235534668
2015-08-06,28.10797882080078
2015-08-07,27.869091033935547
2015-08-10,28.24627685546875
2015-08-11,27.63018035888672
2015-08-12,27.6490421295166
2015-08-13,27.39128303527832
2015-08-14,27.422718048095703
2015-08-17,27.510732650756836
2015-08-18,27.592464447021484
2015-08-19,27.202678680419922
2015-08-20,26.441991806030273
2015-08-21,25.76303482055664
2015-08-24,24.776012420654297
2015-08-25,24.423954010009766
2015-08-26,25.140640258789062
2015-08-27,25.807029724121094
2015-08-28,25.926475524902344
2015-08-31,25.511560440063477
2015-09-01,24.80115509033203
2015-09-02,24.845172882080078
2015-09-03,25.02748680114746
2015-09-04,24.524538040161133
2015-09-08,25.190937042236328
2015-09-09,24.933176040649414
2015-09-10,24.70685577392578
2015-09-11,24.782299041748047
2015-09-14,24.6251277923584
2015-09-15,24.80115509033203
2015-09-16,24.88916778564453
2015-09-17,24.851451873779297
2015-09-18,24.210205078125
2015-09-21,24.298215866088867
2015-09-22,23.89586639404297
2015-09-23,23.600387573242188
2015-09-24,23.43064308166504
2015-09-25,23.487226486206055
2015-09-28,23.16530990600586
2015-09-29,22.950700759887695
2015-09-30,23.518787384033203
2015-10-01,23.405174255371094
2015-10-02,23.83439064025879
2015-10-05,24.408788681030273
2015-10-06,24.440353393554688
2015-10-07,24.62971305847168
2015-10-08,24.547657012939453
2015-10-09,24.522411346435547
2015-10-12,24.00481605529785
2015-10-13,23.67028045654297
2015-10-14,23.651342391967773
2015-10-15,23.865955352783203
2015-10-16,24.28254508972168
2015-10-19,24.080564498901367
2015-10-20,24.099506378173828
2015-10-21,23.948013305664062
2015-10-22,25.109426498413086
2015-10-23,25.361919403076172
2015-10-26,25.298795700073242
2015-10-27,24.85064697265625
2015-10-28,25.229368209838867
2015-10-29,25.317726135253906
2015-10-30,25.728008270263672
2015-11-02,25.974184036254883
2015-11-03,26.131990432739258
2015-11-04,25.96156120300293
2015-11-05,26.239288330078125
2015-11-06,25.791139602661133
2015-11-09,25.658586502075195
2015-11-10,25.753257751464844
2015-11-11,25.778514862060547
2015-11-12,25.507099151611328
2015-11-13,25.00843048095703
2015-11-16,25.563899993896484
2015-11-17,25.513404846191406
2015-11-18,26.144607543945312
2015-11-19,26.245607376098633
2015-11-20,26.094106674194336
2015-11-23,25.999425888061523
2015-11-24,26.062543869018555
2015-11-25,26.39078712463379
2015-11-27,26.245607376098633
2015-11-30,26.4602108001709
2015-12-01,26.40340232849121
2015-12-02,25.89845085144043
2015-12-03,25.513404846191406
2015-12-04,25.96786880493164
2015-12-07,25.76589012145996
2015-12-08,24.819076538085938
2015-12-09,24.307798385620117
2015-12-10,24.28254508972168
2015-12-11,22.83708381652832
2015-12-14,22.168004989624023
2015-12-15,22.470975875854492
2015-12-16,22.824459075927734
2015-12-17,22.376304626464844
2015-12-18,22.09225845336914
2015-12-21,22.243749618530273
2015-12-22,22.609846115112305
2015-12-23,23.5819034576416
2015-12-24,23.448713302612305
2015-12-28,23.417009353637695
2015-12-29,23.72144889831543
2015-12-30,23.48676300048828
2015-12-31,23.353586196899414
2016-01-04,22.94764518737793
2016-01-05,22.909595489501953
2016-01-06,22.326066970825195
2016-01-07,21.609352111816406
2016-01-08,21.342967987060547
2016-01-11,21.24781608581543
2016-01-12,21.564952850341797
2016-01-13,20.917997360229492
2016-01-14,21.165363311767578
2016-01-15,20.683326721191406
2016-01-19,20.96240234375
2016-01-20,20.873598098754883
2016-01-21,21.06388282775879
2016-01-22,21.59032440185547
2016-01-25,20.632577896118164
2016-01-26,21.165363311767578
2016-01-27,21.06388282775879
2016-01-28,21.127309799194336
2016-01-29,21.983570098876953
2016-02-01,21.36832618713379
2016-02-02,20.448652267456055
2016-02-03,20.77846336364746
2016-02-04,21.431760787963867
2016-02-05,21.381017684936523
2016-02-08,20.588184356689453
2016-02-09,20.3535099029541
2016-02-10,20.58184242248535
2016-02-11,19.94758415222168
2016-02-12,20.4993896484375
2016-02-16,21.469806671142578
2016-02-17,21.7298641204834
2016-02-18,21.983570098876953
2016-02-19,21.615694046020508
2016-02-22,22.205554962158203
2016-02-23,22.161155700683594
2016-02-24,22.046998977661133
2016-02-25,22.662233352661133
2016-02-26,22.928619384765625
2016-02-29,22.73833465576172
2016-03-01,23.417009353637695
2016-03-02,23.689727783203125
2016-03-03,24.025890350341797
2016-03-04,24.400104522705078
2016-03-07,24.387420654296875
2016-03-08,24.10201072692871
2016-03-09,23.7277889251709
2016-03-10,23.31551742553711
2016-03-11,24.330341339111328
2016-03-14,24.159088134765625
2016-03-15,23.359914779663086
2016-03-16,23.82927131652832
2016-03-17,24.590394973754883
2016-03-18,24.793346405029297
2016-03-21,24.767974853515625
2016-03-22,24.767974853515625
2016-03-23,24.463531494140625
2016-03-24,24.159088134765625
2016-03-28,24.31131362915039
2016-03-29,24.916706085205078
2016-03-30,24.942190170288086
2016-03-31,24.88484001159668
2016-04-01,25.146116256713867
2016-04-04,24.725528717041016
2016-04-05,24.502490997314453
2016-04-06,24.521608352661133
2016-04-07,23.70592498779297
2016-04-08,23.73140525817871
2016-04-11,23.85249137878418
2016-04-12,24.196605682373047
2016-04-13,25.22259521484375
2016-04-14,25.41376495361328
2016-04-15,25.177978515625
2016-04-18,25.26719856262207
2016-04-19,25.745132446289062
2016-04-20,26.114757537841797
2016-04-21,25.8343448638916
2016-04-22,25.917194366455078
2016-04-25,25.585830688476562
2016-04-26,25.60494041442871
2016-04-27,25.26719856262207
2016-04-28,24.311315536499023
2016-04-29,23.79513931274414
2016-05-02,24.050037384033203
2016-05-03,23.451013565063477
2016-05-04,22.960330963134766
2016-05-05,22.83287811279297
2016-05-06,23.00493621826172
2016-05-09,22.909351348876953
2016-05-10,23.285335540771484
2016-05-11,22.73091697692871
2016-05-12,22.839244842529297
2016-05-13,22.329442977905273
2016-05-16,22.463272094726562
2016-05-17,22.348562240600586
2016-05-18,22.692676544189453
2016-05-19,22.437774658203125
2016-05-20,22.660818099975586
2016-05-23,22.73091697692871
2016-05-24,23.30445098876953
2016-05-25,23.89072608947754
2016-05-26,23.597583770751953
2016-05-27,23.807878494262695
2016-05-31,23.801502227783203
2016-06-01,23.46377182006836
2016-06-02,22.801015853881836
2016-06-03,22.679933547973633
2016-06-06,22.813758850097656
2016-06-07,22.59072494506836
2016-06-08,22.463272094726562
2016-06-09,21.934345245361328
2016-06-10,21.532878875732422
2016-06-13,21.201507568359375
2016-06-14,20.972089767456055
2016-06-15,21.06130599975586
2016-06-16,21.06130599975586
2016-06-17,21.252490997314453
2016-06-20,21.513757705688477
2016-06-21,21.545618057250977
2016-06-22,21.501012802124023
2016-06-23,22.03630828857422
2016-06-24,20.42405128479004
2016-06-27,19.54463768005371
2016-06-28,19.88437843322754
2016-06-29,20.820266723632812
2016-06-30,21.39076805114746
2016-07-01,21.19846534729004
2016-07-05,20.704877853393555
2016-07-06,20.852310180664062
2016-07-07,20.897184371948242
2016-07-08,21.78179168701172
2016-07-11,21.76255989074707
2016-07-12,22.333065032958984
2016-07-13,22.095890045166016
2016-07-14,22.204864501953125
2016-07-15,22.23691177368164
2016-07-18,22.429218292236328
2016-07-19,22.166404724121094
2016-07-20,22.512550354003906
2016-07-21,22.442039489746094
2016-07-22,22.544605255126953
2016-07-25,22.217687606811523
2016-07-26,22.17281150817871
2016-07-27,22.3394775390625
2016-07-28,22.448448181152344
2016-07-29,23.198436737060547
2016-08-01,23.095874786376953
2016-08-02,22.480497360229492
2016-08-03,22.845882415771484
2016-08-04,22.679222106933594
2016-08-05,23.3522891998291
2016-08-08,23.3522891998291
2016-08-09,22.92280387878418
2016-08-10,22.794597625732422
2016-08-11,22.852294921875
2016-08-12,22.775367736816406
2016-08-15,23.057422637939453
2016-08-16,23.108699798583984
2016-08-17,23.23690414428711
2016-08-18,23.46125602722168
2016-08-19,23.6022891998291
2016-08-22,23.397157669067383
2016-08-23,23.634326934814453
2016-08-24,23.21125602722168
2016-08-25,23.089466094970703
2016-08-26,23.17920684814453
2016-08-29,23.268951416015625
2016-08-30,23.390743255615234
2016-08-31,23.397157669067383
2016-09-01,22.986907958984375
2016-09-02,23.172801971435547
2016-09-06,23.153573989868164
2016-09-07,23.377927780151367
2016-09-08,23.51253890991211
2016-09-09,22.807424545288086
2016-09-12,23.3522891998291
2016-09-13,22.576656341552734
2016-09-14,22.557424545288086
2016-09-15,22.916393280029297
2016-09-16,22.49972915649414
2016-09-19,22.583065032958984
2016-09-20,22.429218292236328
2016-09-21,22.877927780151367
2016-09-22,23.115108489990234
2016-09-23,22.557424545288086
2016-09-26,22.115121841430664
2016-09-27,22.192039489746094
2016-09-28,22.514225006103516
2016-09-29,22.385358810424805
2016-09-30,22.92017364501953
2016-10-03,23.377681732177734
2016-10-04,23.049053192138672
2016-10-05,23.686973571777344
2016-10-06,23.32613182067871
2016-10-07,23.145709991455078
2016-10-10,23.442113876342773
2016-10-11,22.411128997802734
2016-10-12,22.391796112060547
2016-10-13,22.16626739501953
2016-10-14,21.96651268005371
2016-10-17,21.79252815246582
2016-10-18,22.056726455688477
2016-10-19,22.449790954589844
2016-10-20,22.282251358032227
2016-10-21,22.217817306518555
2016-10-24,22.37890625
2016-10-25,22.43690299987793
2016-10-26,22.61732292175293
2016-10-27,22.185598373413086
2016-10-28,22.03095054626465
2016-10-31,21.68943977355957
2016-11-01,21.715208053588867
2016-11-02,21.380136489868164
2016-11-03,21.554119110107422
2016-11-04,21.77964210510254
2016-11-07,22.185598373413086
2016-11-08,22.069616317749023
2016-11-09,24.801734924316406
2016-11-10,24.389339447021484
2016-11-11,23.983386993408203
2016-11-14,24.94994354248047
2016-11-15,25.07236671447754
2016-11-16,24.808176040649414
2016-11-17,25.027257919311523
2016-11-18,25.05948257446289
2016-11-21,25.33011817932129
2016-11-22,25.233455657958984
2016-11-23,25.30434799194336
2016-11-25,25.33656120300293
2016-11-28,24.90483283996582
2016-11-29,24.937049865722656
2016-11-30,25.29789161682129
2016-12-01,25.491209030151367
2016-12-02,25.265682220458984
2016-12-05,25.620079040527344
2016-12-06,25.703847885131836
2016-12-07,26.174236297607422
2016-12-08,27.07634925842285
2016-12-09,26.425535202026367
2016-12-12,25.768280029296875
2016-12-13,25.768280029296875
2016-12-14,25.33011817932129
2016-12-15,25.426767349243164
2016-12-16,25.3107852935791
2016-12-19,25.626522064208984
2016-12-20,26.032472610473633
2016-12-21,26.038930892944336
2016-12-22,25.95515251159668
2016-12-23,26.084016799926758
2016-12-27,25.974483489990234
2016-12-28,25.560033798217773
2016-12-29,25.521183013916016
2016-12-30,25.63126564025879
2017-01-03,26.188186645507812
2017-01-04,26.777469635009766
2017-01-05,26.375986099243164
2017-01-06,26.388935089111328
2017-01-09,26.1039981842041
2017-01-10,26.162288665771484
2017-01-11,26.388935089111328
2017-01-12,26.21408462524414
2017-01-13,26.227046966552734
2017-01-17,25.864398956298828
2017-01-18,25.90972137451172
2017-01-19,25.812585830688477
2017-01-20,26.298274993896484
2017-01-23,26.162288665771484
2017-01-24,26.654438018798828
2017-01-25,27.107755661010742
2017-01-26,26.40188217163086
2017-01-27,26.110475540161133
2017-01-30,26.013328552246094
2017-01-31,25.734882354736328
2017-02-01,25.89678192138672
2017-02-02,25.83849334716797
2017-02-03,26.1039981842041
2017-02-06,25.89678192138672
2017-02-07,25.90972137451172
2017-02-08,25.734882354736328
2017-02-09,26.21408462524414
2017-02-10,26.473125457763672
2017-02-13,26.881092071533203
2017-02-14,27.263166427612305
2017-02-15,27.6646728515625
2017-02-16,27.38620948791504
2017-02-17,27.541622161865234
2017-02-21,27.865421295166016
2017-02-22,27.69706153869629
2017-02-23,27.80713653564453
2017-02-24,27.677623748779297
2017-02-27,28.085590362548828
2017-02-28,27.87190055847168
2017-03-01,28.130929946899414
2017-03-02,27.77475929260254
2017-03-03,27.63875961303711
2017-03-06,27.444494247436523
2017-03-07,27.444494247436523
2017-03-08,27.56105613708496
2017-03-09,27.470399856567383
2017-03-10,27.574005126953125
2017-03-13,27.56753921508789
2017-03-14,27.47687530517578
2017-03-15,27.839519500732422
2017-03-16,28.435287475585938
2017-03-17,27.34088897705078
2017-03-20,27.224313735961914
2017-03-21,26.777469635009766
2017-03-22,26.79043960571289
2017-03-23,26.84871482849121
2017-03-24,26.719194412231445
2017-03-27,26.60910987854004
2017-03-28,27.1466007232666
2017-03-29,26.944894790649414
2017-03-30,27.471956253051758
2017-03-31,27.41989517211914
2017-04-03,27.16613006591797
2017-04-04,27.04900360107422
2017-04-05,26.938392639160156
2017-04-06,27.302762985229492
2017-04-07,27.18564796447754
2017-04-10,27.354825973510742
