Date,WALL-B.ST
2015-08-24,26.623197555541992
2015-08-25,27.489696502685547
2015-08-26,27.2730712890625
2015-08-27,27.77130699157715
2015-08-28,27.554683685302734
2015-08-31,27.944604873657227
2015-09-01,27.208086013793945
2015-09-02,27.59800910949707
2015-09-03,28.247882843017578
2015-09-04,27.922945022583008
2015-09-07,28.33453369140625
2015-09-08,28.962743759155273
2015-09-09,29.460987091064453
2015-09-10,29.65594482421875
2015-09-11,29.460987091064453
2015-09-14,29.02773666381836
2015-09-15,28.68113136291504
2015-09-16,28.941085815429688
2015-09-17,29.222694396972656
2015-09-18,29.48264503479004
2015-09-21,29.54763412475586
2015-09-22,29.179370880126953
2015-09-23,29.222694396972656
2015-09-24,28.789445877075195
2015-09-25,29.417654037475586
2015-09-28,29.02773666381836
2015-09-29,29.179370880126953
2015-09-30,29.807579040527344
2015-10-01,29.35267448425293
2015-10-02,29.136051177978516
2015-10-05,29.807579040527344
2015-10-06,29.829242706298828
2015-10-07,29.612621307373047
2015-10-08,29.93756103515625
2015-10-09,29.829242706298828
2015-10-12,30.17584228515625
2015-10-13,29.87256622314453
2015-10-14,29.87256622314453
2015-10-15,29.894229888916016
2015-10-16,29.72093391418457
2015-10-19,30.00254249572754
2015-10-20,30.847379684448242
2015-10-21,30.999013900756836
2015-10-22,31.605567932128906
2015-10-23,31.908845901489258
2015-10-26,31.952173233032227
2015-10-27,31.843849182128906
2015-10-28,32.3204345703125
2015-10-29,32.298770904541016
2015-10-30,32.79700469970703
2015-11-02,32.840328216552734
2015-11-03,32.49373245239258
2015-11-04,32.298770904541016
2015-11-05,31.843849182128906
2015-11-06,32.017154693603516
2015-11-09,31.172319412231445
2015-11-10,30.890710830688477
2015-11-11,31.08565902709961
2015-11-12,30.60909652709961
2015-11-13,30.327478408813477
2015-11-16,30.565767288208008
2015-11-17,30.825719833374023
2015-11-18,30.760726928710938
2015-11-19,31.19397735595703
2015-11-20,31.345611572265625
2015-11-23,31.064006805419922
2015-11-24,30.54411506652832
2015-11-25,30.97735023498535
2015-11-26,30.869041442871094
2015-11-27,30.93402671813965
2015-11-30,30.825719833374023
2015-12-01,31.21564292907715
2015-12-02,30.522441864013672
2015-12-03,30.110849380493164
2015-12-04,30.154178619384766
2015-12-07,30.73906135559082
2015-12-08,29.9158935546875
2015-12-09,29.959218978881836
2015-12-10,30.132516860961914
2015-12-11,29.4393253326416
2015-12-14,28.746116638183594
2015-12-15,29.15770721435547
2015-12-16,29.309345245361328
2015-12-17,29.63429069519043
2015-12-18,29.612621307373047
2015-12-21,29.504304885864258
2015-12-22,29.460987091064453
2015-12-23,29.807579040527344
2015-12-28,29.525978088378906
2015-12-29,29.93756103515625
2015-12-30,29.460987091064453
2016-01-04,29.4393253326416
2016-01-05,29.136051177978516
2016-01-07,28.637805938720703
2016-01-08,28.139568328857422
2016-01-11,27.706317901611328
2016-01-12,28.182897567749023
2016-01-13,28.031251907348633
2016-01-14,27.056446075439453
2016-01-15,26.211605072021484
2016-01-18,25.80002212524414
2016-01-19,26.16828727722168
2016-01-20,25.36677360534668
2016-01-21,25.32344627380371
2016-01-22,26.298259735107422
2016-01-25,26.53654670715332
2016-01-26,26.44989776611328
2016-01-27,25.97332191467285
2016-01-28,26.038307189941406
2016-01-29,26.42823600769043
2016-02-01,26.60153579711914
2016-02-02,26.16828727722168
2016-02-03,26.1899471282959
2016-02-04,26.146623611450195
2016-02-05,25.75669288635254
2016-02-08,24.5869197845459
2016-02-09,24.3486328125
2016-02-10,24.825210571289062
2016-02-11,24.413623809814453
2016-02-12,24.760223388671875
2016-02-15,25.778356552124023
2016-02-16,26.038307189941406
2016-02-17,26.57987403869629
2016-02-18,26.731510162353516
2016-02-19,26.991455078125
2016-02-22,27.533023834228516
2016-02-23,27.38138771057129
2016-02-24,26.861482620239258
2016-02-25,28.42118263244629
2016-02-26,28.85443115234375
2016-02-29,28.616146087646484
2016-03-01,28.81110382080078
2016-03-02,28.81110382080078
2016-03-03,28.89775276184082
2016-03-04,29.35267448425293
2016-03-07,29.049394607543945
2016-03-08,28.72446060180664
2016-03-09,28.767784118652344
2016-03-10,28.616146087646484
2016-03-11,29.244354248046875
2016-03-14,29.65594482421875
2016-03-15,29.612621307373047
2016-03-16,29.9158935546875
2016-03-17,30.240835189819336
2016-03-18,30.17584228515625
2016-03-21,30.28415870666504
2016-03-22,30.262487411499023
2016-03-23,30.1975040435791
2016-03-24,30.024208068847656
2016-03-29,29.87256622314453
2016-03-30,30.479108810424805
2016-03-31,30.414125442504883
2016-04-01,30.414125442504883
2016-04-04,29.894229888916016
2016-04-05,30.349145889282227
2016-04-06,30.630752563476562
2016-04-07,30.630752563476562
2016-04-08,31.150657653808594
2016-04-11,31.237302780151367
2016-04-12,30.825719833374023
2016-04-13,30.479108810424805
2016-04-14,29.78591537475586
2016-04-15,30.00254249572754
2016-04-18,30.00254249572754
2016-04-19,30.067529678344727
2016-04-20,30.132516860961914
2016-04-21,30.067529678344727
2016-04-22,29.35267448425293
2016-04-25,29.65594482421875
2016-04-26,30.28415870666504
2016-04-27,30.195608139038086
2016-04-28,29.885683059692383
2016-04-29,29.885683059692383
2016-05-02,29.863544464111328
2016-05-03,30.0406436920166
2016-05-04,29.97422981262207
2016-05-06,29.907817840576172
2016-05-09,30.284162521362305
2016-05-10,30.15133285522461
2016-05-11,29.95209503173828
2016-05-12,29.97422981262207
2016-05-13,30.217744827270508
2016-05-16,30.23988151550293
2016-05-17,30.461254119873047
2016-05-18,30.527664184570312
2016-05-19,30.173473358154297
2016-05-20,30.505525588989258
2016-05-23,30.527664184570312
2016-05-24,30.5497989654541
2016-05-25,30.5497989654541
2016-05-26,30.859731674194336
2016-05-27,30.88187026977539
2016-05-30,30.859731674194336
2016-05-31,31.435304641723633
2016-06-01,31.08110237121582
2016-06-02,30.992555618286133
2016-06-03,30.771177291870117
2016-06-07,30.904010772705078
2016-06-08,31.30247688293457
2016-06-09,31.368894577026367
2016-06-10,30.815452575683594
2016-06-13,30.062776565551758
2016-06-14,29.110870361328125
2016-06-15,29.199417114257812
2016-06-16,28.51314926147461
2016-06-17,28.73453140258789
2016-06-20,29.531475067138672
2016-06-21,29.885683059692383
2016-06-22,29.863544464111328
2016-06-23,29.907817840576172
2016-06-27,28.88949203491211
2016-06-28,29.110870361328125
2016-06-29,30.107059478759766
2016-06-30,30.350568771362305
2016-07-01,30.859731674194336
2016-07-04,30.726905822753906
2016-07-05,30.23988151550293
2016-07-06,29.642166137695312
2016-07-07,29.907817840576172
2016-07-08,30.505525588989258
2016-07-11,31.479585647583008
2016-07-12,31.280351638793945
2016-07-13,31.656681060791016
2016-07-14,31.523855209350586
2016-07-15,31.34675407409668
2016-07-18,31.368894577026367
2016-07-19,31.612403869628906
2016-07-20,31.944467544555664
2016-07-21,31.634540557861328
2016-07-22,31.634540557861328
2016-07-25,31.789508819580078
2016-07-26,31.96660804748535
2016-07-27,31.922332763671875
2016-07-28,32.54218292236328
2016-07-29,33.051353454589844
2016-08-01,33.184173583984375
2016-08-02,32.69715118408203
2016-08-03,31.501726150512695
2016-08-04,32.099430084228516
2016-08-05,32.85210037231445
2016-08-08,32.69715118408203
2016-08-09,33.184173583984375
2016-08-10,32.98493194580078
2016-08-11,32.87425231933594
2016-08-12,33.11775588989258
2016-08-15,33.09562301635742
2016-08-16,32.453643798828125
2016-08-17,31.922332763671875
2016-08-18,32.54218292236328
2016-08-19,32.475765228271484
2016-08-22,32.23225784301758
2016-08-23,32.4979133605957
2016-08-24,32.36507797241211
2016-08-25,32.409358978271484
2016-08-26,32.520042419433594
2016-08-29,32.63072967529297
2016-08-30,32.453643798828125
