Date,ASSA-B.ST
2015-12-10,150.6361083984375
2015-12-11,148.17779541015625
2015-12-14,147.8386993408203
2015-12-15,150.8904266357422
2015-12-16,150.8904266357422
2015-12-17,153.00970458984375
2015-12-18,149.27981567382812
2015-12-21,149.618896484375
2015-12-22,147.07577514648438
2015-12-23,150.29701232910156
2015-12-28,149.11024475097656
2015-12-29,151.65335083007812
2015-12-30,150.8904266357422
2016-01-04,145.6346893310547
2016-01-05,146.3128662109375
2016-01-07,144.78700256347656
2016-01-08,142.66769409179688
2016-01-11,142.0743408203125
2016-01-12,143.60020446777344
2016-01-13,143.51544189453125
2016-01-14,138.17491149902344
2016-01-15,135.88613891601562
2016-01-18,139.70077514648438
2016-01-19,142.8372802734375
2016-01-20,139.87033081054688
2016-01-21,138.85308837890625
2016-01-22,142.8372802734375
2016-01-25,145.12608337402344
2016-01-26,147.49960327148438
2016-01-27,149.19503784179688
2016-01-28,148.17779541015625
2016-01-29,153.17921447753906
2016-02-01,151.22947692871094
2016-02-02,146.8214569091797
2016-02-03,145.12608337402344
2016-02-04,143.51544189453125
2016-02-05,141.56573486328125
2016-02-08,127.74822235107422
2016-02-09,127.57868194580078
2016-02-10,131.47813415527344
2016-02-11,125.79850769042969
2016-02-12,128.7655029296875
2016-02-15,134.19076538085938
2016-02-16,131.98670959472656
2016-02-17,138.93785095214844
2016-02-18,138.85308837890625
2016-02-19,139.10740661621094
2016-02-22,141.48097229003906
2016-02-23,140.718017578125
2016-02-24,134.69935607910156
2016-02-25,138.93785095214844
2016-02-26,138.768310546875
2016-02-29,139.95510864257812
2016-03-01,142.41343688964844
2016-03-02,138.68357849121094
2016-03-03,138.42922973632812
2016-03-04,139.44647216796875
2016-03-07,137.58154296875
2016-03-08,137.24244689941406
2016-03-09,135.97091674804688
2016-03-10,134.2755126953125
2016-03-11,137.24244689941406
2016-03-14,139.78555297851562
2016-03-15,138.34449768066406
2016-03-16,137.24244689941406
2016-03-17,135.1232147216797
2016-03-18,135.6318359375
2016-03-21,134.86892700195312
2016-03-22,135.80137634277344
2016-03-23,135.4622802734375
2016-03-24,132.41055297851562
2016-03-29,132.15628051757812
2016-03-30,136.31004333496094
2016-03-31,135.80137634277344
2016-04-01,134.61459350585938
2016-04-04,133.93643188476562
2016-04-05,133.0887451171875
2016-04-06,135.4622802734375
2016-04-07,132.83444213867188
2016-04-08,136.9881591796875
2016-04-11,135.97091674804688
2016-04-12,135.88613891601562
2016-04-13,138.09014892578125
2016-04-14,139.10740661621094
2016-04-15,139.10740661621094
2016-04-18,139.95510864257812
2016-04-19,141.90481567382812
2016-04-20,142.8372802734375
2016-04-21,141.82005310058594
2016-04-22,139.53128051757812
2016-04-25,140.0398712158203
2016-04-26,140.97232055664062
2016-04-27,146.05853271484375
2016-04-28,147.9956512451172
2016-04-29,144.98236083984375
2016-05-02,142.91612243652344
2016-05-03,142.31344604492188
2016-05-04,139.7306365966797
2016-05-06,139.1279754638672
2016-05-09,142.1412353515625
2016-05-10,141.9690399169922
2016-05-11,141.88296508789062
2016-05-12,140.1610870361328
2016-05-13,141.45249938964844
2016-05-16,143.26048278808594
2016-05-17,141.9690399169922
2016-05-18,143.6048583984375
2016-05-19,142.31344604492188
2016-05-20,144.81016540527344
2016-05-23,144.46578979492188
2016-05-24,147.39300537109375
2016-05-25,146.7042236328125
2016-05-26,146.96250915527344
2016-05-27,147.0486297607422
2016-05-30,148.08175659179688
2016-05-31,149.28704833984375
2016-06-01,147.9956512451172
2016-06-02,146.7903594970703
2016-06-03,145.24063110351562
2016-06-07,147.9095458984375
2016-06-08,147.22080993652344
2016-06-09,146.1876678466797
2016-06-10,142.39952087402344
2016-06-13,140.76376342773438
2016-06-14,138.8696746826172
2016-06-15,141.71080017089844
2016-06-16,138.43922424316406
2016-06-17,139.4723358154297
2016-06-20,144.81016540527344
2016-06-21,145.412841796875
2016-06-22,145.58505249023438
2016-06-23,147.73739624023438
2016-06-27,139.38624572753906
2016-06-28,142.5717315673828
2016-06-29,146.01548767089844
2016-06-30,148.1678466796875
2016-07-01,150.23410034179688
2016-07-04,148.1678466796875
2016-07-05,145.92938232421875
2016-07-06,144.63796997070312
2016-07-07,146.53204345703125
2016-07-08,147.13470458984375
2016-07-11,151.61160278320312
2016-07-12,152.386474609375
2016-07-13,152.64474487304688
2016-07-14,152.386474609375
2016-07-15,152.98912048339844
2016-07-18,152.386474609375
2016-07-19,159.2739715576172
2016-07-20,160.90975952148438
2016-07-21,160.3070831298828
2016-07-22,159.53224182128906
2016-07-25,160.13490295410156
2016-07-26,160.39317321777344
2016-07-27,161.25413513183594
2016-07-28,161.5985107421875
2016-07-29,161.68463134765625
2016-08-01,159.79055786132812
2016-08-02,158.49911499023438
2016-08-03,157.8964385986328
2016-08-04,160.04881286621094
2016-08-05,160.13490295410156
2016-08-08,160.65147399902344
2016-08-09,163.66476440429688
2016-08-10,162.2872772216797
2016-08-11,162.9760284423828
2016-08-12,163.57864379882812
2016-08-15,162.8038330078125
2016-08-16,161.25413513183594
2016-08-17,158.4130401611328
2016-08-18,159.18789672851562
2016-08-19,156.3467559814453
2016-08-22,157.98257446289062
2016-08-23,158.84349060058594
2016-08-24,156.949462890625
2016-08-25,156.0023956298828
2016-08-26,156.949462890625
2016-08-29,154.79708862304688
2016-08-30,150.14801025390625
2016-08-31,149.28704833984375
2016-09-01,149.0287628173828
2016-09-02,150.14801025390625
2016-09-05,151.26724243164062
2016-09-06,152.73080444335938
2016-09-07,151.26724243164062
2016-09-08,149.37315368652344
2016-09-09,147.0486297607422
2016-09-12,148.34002685546875
2016-09-13,148.25389099121094
2016-09-14,148.85658264160156
2016-09-15,148.25389099121094
2016-09-16,147.9095458984375
2016-09-19,149.63143920898438
2016-09-20,149.63143920898438
2016-09-21,149.37315368652344
2016-09-22,152.5586395263672
2016-09-23,151.61160278320312
2016-09-26,149.28704833984375
2016-09-27,148.9426727294922
2016-09-28,150.32017517089844
2016-09-29,149.88973999023438
2016-09-30,150.06192016601562
2016-10-03,149.2010040283203
2016-10-04,151.69769287109375
2016-10-05,148.4261474609375
2016-10-06,148.6843719482422
2016-10-07,148.25389099121094
2016-10-10,149.88973999023438
2016-10-11,148.6843719482422
2016-10-12,149.80360412597656
2016-10-13,150.06192016601562
2016-10-14,154.1083221435547
2016-10-17,152.0420684814453
2016-10-18,155.7440948486328
2016-10-19,154.3666229248047
2016-10-20,153.67784118652344
2016-10-21,143.7770538330078
2016-10-24,142.8300018310547
2016-10-25,142.22735595703125
2016-10-26,143.86309814453125
2016-10-27,144.29359436035156
2016-10-28,143.86309814453125
2016-10-31,141.45249938964844
2016-11-01,141.71080017089844
2016-11-02,141.6247100830078
2016-11-03,141.71080017089844
2016-11-04,140.07498168945312
2016-11-07,143.1743927001953
2016-11-08,143.94921875
2016-11-09,147.82345581054688
2016-11-10,150.23410034179688
2016-11-11,146.53204345703125
2016-11-14,143.1743927001953
2016-11-15,143.69094848632812
2016-11-16,145.0684356689453
2016-11-17,147.39300537109375
2016-11-18,147.13470458984375
2016-11-21,148.25389099121094
2016-11-22,146.2737579345703
2016-11-23,145.24063110351562
2016-11-24,143.5187530517578
2016-11-25,145.412841796875
2016-11-28,144.29359436035156
2016-11-29,146.35986328125
2016-11-30,150.14801025390625
2016-12-01,147.9956512451172
2016-12-02,144.1214141845703
2016-12-05,143.00221252441406
2016-12-06,142.91612243652344
2016-12-07,141.10813903808594
2016-12-08,140.07498168945312
2016-12-09,143.3466033935547
2016-12-12,143.69094848632812
2016-12-13,148.6843719482422
2016-12-14,148.51222229003906
2016-12-15,148.08175659179688
2016-12-16,147.82345581054688
2016-12-19,148.34002685546875
2016-12-20,149.11485290527344
2016-12-21,146.44595336914062
2016-12-22,147.13470458984375
2016-12-23,146.44595336914062
2016-12-27,146.96250915527344
2016-12-28,147.4790802001953
2016-12-29,146.35986328125
2016-12-30,145.58505249023438
2017-01-02,146.2737579345703
2017-01-03,147.4790802001953
2017-01-04,146.7903594970703
2017-01-05,143.94921875
2017-01-09,143.0883026123047
2017-01-10,142.8300018310547
2017-01-11,143.3466033935547
2017-01-12,141.6247100830078
2017-01-13,143.1743927001953
2017-01-16,142.5717315673828
2017-01-17,142.74391174316406
2017-01-18,143.69094848632812
2017-01-19,142.91612243652344
2017-01-20,142.65780639648438
2017-01-23,141.0220184326172
2017-01-24,143.4326629638672
2017-01-25,144.98236083984375
2017-01-26,146.61813354492188
2017-01-27,144.1214141845703
2017-01-30,142.74391174316406
2017-01-31,142.5717315673828
2017-02-01,145.84327697753906
2017-02-02,141.71080017089844
2017-02-03,142.22735595703125
2017-02-06,141.1942138671875
2017-02-07,143.0883026123047
2017-02-08,145.67112731933594
2017-02-09,145.92938232421875
2017-02-10,147.22080993652344
2017-02-13,149.71751403808594
2017-02-14,148.34002685546875
2017-02-15,149.11485290527344
2017-02-16,148.85658264160156
2017-02-17,150.06192016601562
2017-02-20,151.35333251953125
2017-02-21,152.47256469726562
2017-02-22,151.78378295898438
2017-02-23,154.19442749023438
2017-02-24,151.86984252929688
2017-02-27,151.26724243164062
2017-02-28,151.18112182617188
2017-03-01,152.81692504882812
2017-03-02,149.975830078125
2017-03-03,149.28704833984375
2017-03-06,148.6843719482422
2017-03-07,148.6843719482422
2017-03-08,149.11485290527344
2017-03-09,148.7705078125
2017-03-10,148.59829711914062
2017-03-13,150.40631103515625
2017-03-14,150.32017517089844
2017-03-15,150.49237060546875
2017-03-16,151.26724243164062
2017-03-17,151.18112182617188
2017-03-20,153.50564575195312
2017-03-21,153.41957092285156
2017-03-22,153.9361114501953
2017-03-23,155.2275848388672
2017-03-24,156.69113159179688
2017-03-27,155.2275848388672
2017-03-28,156.60504150390625
2017-03-29,157.72427368164062
2017-03-30,158.49911499023438
2017-03-31,158.6713104248047
2017-04-03,157.0355224609375
2017-04-04,157.12159729003906
2017-04-05,157.12159729003906
2017-04-06,157.8103485107422
2017-04-07,158.7574005126953
2017-04-10,158.84349060058594
2017-04-11,160.04881286621094
2017-04-12,160.90975952148438
2017-04-13,159.79055786132812
2017-04-18,160.90975952148438
2017-04-19,161.08193969726562
2017-04-20,162.7177276611328
2017-04-21,162.2872772216797
2017-04-24,165.558837890625
2017-04-25,166.93634033203125
2017-04-26,167.02244567871094
2017-04-27,169.29600524902344
2017-04-28,167.8094482421875
2017-05-02,170.2579345703125
2017-05-03,167.63455200195312
2017-05-04,168.9462432861328
2017-05-05,171.39474487304688
2017-05-08,170.69515991210938
2017-05-09,172.35662841796875
2017-05-10,170.78260803222656
2017-05-11,169.1211395263672
2017-05-12,170.43283081054688
2017-05-15,168.6839141845703
2017-05-16,169.3834686279297
2017-05-17,166.1479949951172
2017-05-18,165.53585815429688
2017-05-19,165.62330627441406
2017-05-22,165.53585815429688
2017-05-23,166.4977569580078
2017-05-24,166.4977569580078
2017-05-26,167.98434448242188
2017-05-29,167.37220764160156
2017-05-30,168.50901794433594
2017-05-31,170.69515991210938
2017-06-01,170.69515991210938
2017-06-02,171.0449981689453
2017-06-05,169.99560546875
2017-06-06,169.99560546875
2017-06-07,169.3834686279297
2017-06-08,169.3834686279297
2017-06-09,170.60777282714844
2017-06-12,166.93495178222656
2017-06-13,168.5964813232422
2017-06-14,168.15924072265625
2017-06-15,166.32286071777344
2017-06-16,168.5964813232422
2017-06-19,169.6458282470703
2017-06-20,168.6839141845703
2017-06-21,167.4596405029297
2017-06-22,168.15924072265625
2017-06-23,168.15924072265625
2017-06-26,168.24667358398438
2017-06-27,166.67263793945312
2017-06-28,165.62330627441406
2017-06-29,162.12545776367188
2017-06-30,161.86309814453125
2017-07-03,162.73757934570312
2017-07-04,161.2509765625
2017-07-05,162.65011596679688
2017-07-06,160.9011993408203
2017-07-07,159.9392547607422
2017-07-10,159.6769561767578
2017-07-11,159.4146270751953
2017-07-12,162.91244506835938
2017-07-13,159.6769561767578
2017-07-14,160.5513916015625
2017-07-17,161.6007843017578
2017-07-18,160.8137664794922
2017-07-19,151.98165893554688
2017-07-20,153.46824645996094
2017-07-21,150.7574005126953
2017-07-24,150.32017517089844
2017-07-25,150.7574005126953
2017-07-26,153.20590209960938
2017-07-27,154.34271240234375
2017-07-28,152.33143615722656
2017-07-31,151.28207397460938
2017-08-01,152.33143615722656
2017-08-02,151.1072235107422
2017-08-03,150.4076385498047
2017-08-04,151.63186645507812
2017-08-07,152.1565399169922
2017-08-08,152.2440185546875
2017-08-09,151.4569854736328
2017-08-10,149.9703826904297
2017-08-11,148.57125854492188
2017-08-14,150.58248901367188
2017-08-15,149.70806884765625
2017-08-16,150.58248901367188
2017-08-17,149.79551696777344
2017-08-18,148.3089141845703
2017-08-21,148.65870666503906
2017-08-22,151.0197296142578
2017-08-23,148.4838104248047
2017-08-24,148.92105102539062
2017-08-25,147.34701538085938
2017-08-28,147.172119140625
2017-08-29,146.9097900390625
2017-08-30,148.22146606445312
2017-08-31,150.23272705078125
2017-09-01,152.1565399169922
2017-09-04,151.8942413330078
2017-09-05,152.5937957763672
2017-09-06,152.41891479492188
2017-09-07,154.25523376464844
2017-09-08,152.76869201660156
2017-09-11,154.34271240234375
2017-09-12,157.40330505371094
2017-09-13,157.75311279296875
2017-09-14,157.57821655273438
2017-09-15,156.70375061035156
2017-09-18,158.365234375
2017-09-19,158.01544189453125
2017-09-20,157.22842407226562
2017-09-21,158.27780151367188
2017-09-22,157.57821655273438
2017-09-25,157.57821655273438
2017-09-26,159.3271484375
2017-09-27,160.5513916015625
2017-09-28,161.86309814453125
2017-09-29,162.65011596679688
2017-10-02,162.99990844726562
2017-10-03,162.21287536621094
2017-10-04,162.91244506835938
2017-10-05,154.77993774414062
2017-10-06,154.43017578125
2017-10-09,155.3046112060547
2017-10-10,155.74188232421875
2017-10-11,155.3046112060547
2017-10-12,156.1791229248047
2017-10-13,156.61631774902344
2017-10-16,155.0422821044922
2017-10-17,155.74188232421875
2017-10-18,156.1791229248047
2017-10-19,157.57821655273438
2017-10-20,153.73060607910156
2017-10-23,151.0197296142578
2017-10-24,152.1565399169922
2017-10-25,148.65870666503906
2017-10-26,151.54443359375
2017-10-27,153.38079833984375
2017-10-30,154.16781616210938
2017-10-31,154.51759338378906
2017-11-01,153.55567932128906
2017-11-02,153.73060607910156
2017-11-03,154.08038330078125
2017-11-06,152.68121337890625
2017-11-07,152.06910705566406
2017-11-08,150.6699676513672
2017-11-09,149.35829162597656
2017-11-10,146.38511657714844
2017-11-13,147.5218963623047
2017-11-14,148.22146606445312
2017-11-15,146.99722290039062
2017-11-16,150.58248901367188
2017-11-17,148.65870666503906
2017-11-20,147.69679260253906
2017-11-21,146.8223419189453
2017-11-22,149.09593200683594
2017-11-23,148.3089141845703
2017-11-24,148.7461700439453
2017-11-27,147.78424072265625
2017-11-28,148.65870666503906
2017-11-29,149.79551696777344
2017-11-30,148.3963623046875
2017-12-01,147.95913696289062
2017-12-04,150.6699676513672
2017-12-05,150.9322967529297
2017-12-06,149.35829162597656
2017-12-07,149.88294982910156
2017-12-08,149.5331573486328
2017-12-11,149.5331573486328
2017-12-12,150.14529418945312
2017-12-13,149.09593200683594
2017-12-14,148.04656982421875
2017-12-15,146.73484802246094
2017-12-18,149.09593200683594
2017-12-19,149.88294982910156
2017-12-20,149.5331573486328
2017-12-21,150.9322967529297
2017-12-22,151.3695526123047
2017-12-27,150.8448944091797
2017-12-28,150.057861328125
2017-12-29,149.0084991455078
2018-01-02,148.44007873535156
2018-01-03,149.09593200683594
2018-01-04,150.4076385498047
2018-01-05,151.19464111328125
2018-01-08,150.6699676513672
2018-01-09,154.5613250732422
2018-01-10,153.24966430664062
2018-01-11,152.5500946044922
2018-01-12,154.43017578125
2018-01-15,155.12973022460938
2018-01-16,153.94921875
2018-01-17,153.42454528808594
2018-01-18,155.08602905273438
2018-01-19,156.3539581298828
2018-01-22,156.87864685058594
2018-01-23,158.10289001464844
2018-01-24,155.08602905273438
2018-01-25,153.42454528808594
2018-01-26,154.43017578125
2018-01-29,152.1565399169922
2018-01-30,151.41322326660156
2018-01-31,152.5937957763672
2018-02-01,154.25523376464844
2018-02-02,154.12408447265625
2018-02-05,149.79551696777344
2018-02-06,153.38079833984375
2018-02-07,153.9054412841797
2018-02-08,148.65870666503906
2018-02-09,145.94786071777344
2018-02-12,148.61497497558594
2018-02-13,148.0028533935547
2018-02-14,150.4513702392578
2018-02-15,152.33143615722656
2018-02-16,155.21717834472656
2018-02-19,154.51759338378906
2018-02-20,158.10289001464844
2018-02-21,159.4583282470703
2018-02-22,159.9392547607422
2018-02-23,160.28904724121094
2018-02-26,161.33839416503906
2018-02-27,161.99427795410156
2018-02-28,162.5189666748047
2018-03-01,160.50767517089844
2018-03-02,156.2665252685547
2018-03-05,159.5457763671875
2018-03-06,160.72628784179688
2018-03-07,160.94491577148438
2018-03-08,162.21287536621094
2018-03-09,162.8249969482422
2018-03-12,162.86874389648438
2018-03-13,160.68255615234375
2018-03-14,161.2509765625
2018-03-15,161.20726013183594
2018-03-16,158.49642944335938
2018-03-19,157.62193298339844
2018-03-20,157.09725952148438
2018-03-21,155.6543731689453
2018-03-22,153.1621856689453
2018-03-23,152.33143615722656
2018-03-26,150.01412963867188
2018-03-27,153.24966430664062
2018-03-28,154.25523376464844
2018-03-29,157.7094268798828
2018-04-03,153.81805419921875
2018-04-04,152.20030212402344
2018-04-05,156.74746704101562
2018-04-06,155.916748046875
2018-04-09,156.61631774902344
2018-04-10,157.57821655273438
2018-04-11,154.473876953125
2018-04-12,154.5613250732422
2018-04-13,154.8673858642578
2018-04-16,155.21717834472656
2018-04-17,156.9224090576172
2018-04-18,157.31588745117188
2018-04-19,156.1353759765625
2018-04-20,156.5288543701172
2018-04-23,156.74746704101562
2018-04-24,155.47952270507812
2018-04-25,157.1409912109375
2018-04-26,161.7756805419922
2018-04-27,163.51181030273438
2018-04-30,164.00149536132812
2018-05-02,167.91900634765625
2018-05-03,165.87123107910156
2018-05-04,167.1177215576172
2018-05-07,169.299072265625
2018-05-08,169.74424743652344
2018-05-09,170.1003875732422
2018-05-11,170.41197204589844
2018-05-14,169.16551208496094
2018-05-15,169.299072265625
2018-05-16,168.09710693359375
2018-05-17,170.1003875732422
2018-05-18,171.3023223876953
2018-05-21,172.6378631591797
2018-05-22,172.23719787597656
2018-05-23,170.3229522705078
2018-05-24,169.96681213378906
2018-05-25,170.1894073486328
2018-05-28,170.7681121826172
2018-05-29,170.3674774169922
2018-05-30,168.6313018798828
2018-05-31,168.8093719482422
2018-06-01,170.9016876220703
2018-06-04,171.16879272460938
2018-06-05,169.61068725585938
2018-06-06,169.61068725585938
2018-06-07,167.8300018310547
2018-06-08,168.27516174316406
2018-06-11,168.8093719482422
2018-06-12,169.16551208496094
2018-06-13,168.7203369140625
2018-06-14,170.1003875732422
2018-06-15,168.45323181152344
2018-06-18,168.18612670898438
2018-06-19,168.09710693359375
2018-06-20,169.56614685058594
2018-06-21,166.36093139648438
2018-06-22,166.36093139648438
2018-06-25,166.31639099121094
2018-06-26,164.80282592773438
2018-06-27,166.31639099121094
2018-06-28,166.182861328125
2018-06-29,169.96681213378906
2018-07-02,168.5867919921875
2018-07-03,167.3402862548828
2018-07-04,164.4912109375
2018-07-05,164.93637084960938
2018-07-06,154.91998291015625
2018-07-09,157.7690887451172
2018-07-10,159.28269958496094
2018-07-11,157.5910186767578
2018-07-12,159.4607696533203
2018-07-13,160.26205444335938
2018-07-16,159.5942840576172
2018-07-17,158.2587890625
2018-07-18,155.8548583984375
2018-07-19,154.2522430419922
2018-07-20,154.96450805664062
2018-07-23,154.3857879638672
2018-07-24,154.5638427734375
2018-07-25,154.83094787597656
2018-07-26,155.94387817382812
2018-07-27,155.8103485107422
2018-07-30,155.58773803710938
2018-07-31,155.2316131591797
2018-08-01,155.45419311523438
2018-08-02,154.91998291015625
2018-08-03,155.8548583984375
2018-08-06,155.3651885986328
2018-08-07,156.0329132080078
2018-08-08,156.30001831054688
2018-08-09,158.48135375976562
2018-08-10,158.52589416503906
2018-08-13,158.0806884765625
2018-08-14,158.2142791748047
2018-08-15,157.45748901367188
2018-08-16,160.0394744873047
2018-08-17,162.79954528808594
2018-08-20,163.37826538085938
2018-08-21,161.8647003173828
2018-08-22,160.26205444335938
2018-08-23,159.37171936035156
2018-08-24,159.63882446289062
2018-08-27,161.10787963867188
2018-08-28,162.75502014160156
2018-08-29,164.9808807373047
2018-08-30,166.6725311279297
2018-08-31,165.96026611328125
2018-09-03,166.31639099121094
2018-09-04,164.8473663330078
2018-09-05,164.40216064453125
2018-09-06,163.82345581054688
2018-09-07,162.4434051513672
2018-09-10,162.6214599609375
2018-09-11,163.37826538085938
2018-09-12,163.333740234375
2018-09-13,162.04275512695312
2018-09-14,165.55960083007812
2018-09-17,166.00474548339844
2018-09-18,162.7105255126953
2018-09-19,162.5324249267578
2018-09-20,161.1524200439453
2018-09-21,161.0188446044922
2018-09-24,160.52919006347656
2018-09-25,159.72784423828125
2018-09-26,159.5942840576172
2018-09-27,160.26205444335938
2018-09-28,159.06011962890625
2018-10-01,160.3065643310547
2018-10-02,160.217529296875
2018-10-03,163.77891540527344
2018-10-04,161.90921020507812
2018-10-05,162.1763153076172
2018-10-08,161.59759521484375
2018-10-09,160.75177001953125
2018-10-10,156.4781036376953
2018-10-11,152.20443725585938
2018-10-12,150.60183715820312
2018-10-15,151.18055725097656
2018-10-16,152.69412231445312
2018-10-17,153.71800231933594
2018-10-18,151.18055725097656
2018-10-19,155.8548583984375
2018-10-22,155.94387817382812
2018-10-23,156.30001831054688
2018-10-24,157.10134887695312
2018-10-25,156.34451293945312
2018-10-26,155.2316131591797
2018-10-29,157.45748901367188
2018-10-30,156.92324829101562
2018-10-31,162.48794555664062
2018-11-01,160.70724487304688
2018-11-02,157.368408203125
2018-11-05,156.34451293945312
2018-11-06,157.63555908203125
2018-11-07,158.0361785888672
2018-11-08,158.2142791748047
2018-11-09,157.81361389160156
2018-11-12,157.81361389160156
2018-11-13,160.48463439941406
2018-11-14,157.41294860839844
2018-11-15,156.6116485595703
2018-11-16,157.6800537109375
2018-11-19,152.69412231445312
2018-11-20,152.07090759277344
2018-11-21,153.3173370361328
2018-11-22,150.20114135742188
2018-11-23,148.91018676757812
2018-11-26,150.3792266845703
2018-11-27,149.57794189453125
2018-11-28,149.66696166992188
2018-11-29,150.1566619873047
2018-11-30,150.64634704589844
2018-12-03,151.53668212890625
2018-12-04,150.73533630371094
2018-12-05,144.94815063476562
2018-12-06,142.54421997070312
2018-12-07,144.14682006835938
2018-12-10,143.0784149169922
2018-12-11,146.59524536132812
2018-12-12,148.59852600097656
2018-12-13,147.44110107421875
2018-12-14,145.25975036621094
2018-12-17,142.677734375
2018-12-18,141.7874298095703
2018-12-19,142.90032958984375
2018-12-20,140.98606872558594
2018-12-21,140.18479919433594
2018-12-27,138.76025390625
2018-12-28,140.80801391601562
2019-01-02,138.89378356933594
2019-01-03,137.5137176513672
2019-01-04,140.8970489501953
2019-01-07,142.27708435058594
2019-01-08,143.5680694580078
2019-01-09,143.96878051757812
2019-01-10,141.96548461914062
2019-01-11,141.7874298095703
2019-01-14,141.69837951660156
2019-01-15,142.677734375
2019-01-16,144.36940002441406
2019-01-17,146.2836456298828
2019-01-18,149.35533142089844
2019-01-21,149.53343200683594
2019-01-22,148.6875762939453
2019-01-23,147.7972412109375
2019-01-24,146.81784057617188
2019-01-25,149.3998565673828
2019-01-28,148.15335083007812
2019-01-29,149.80050659179688
2019-01-30,149.53343200683594
2019-01-31,149.80050659179688
2019-02-01,152.0263671875
2019-02-04,152.6496124267578
2019-02-05,163.37826538085938
2019-02-06,167.42935180664062
2019-02-07,168.3641815185547
2019-02-08,167.8300018310547
2019-02-11,165.24798583984375
2019-02-12,164.31312561035156
2019-02-13,165.51512145996094
2019-02-14,165.73765563964844
2019-02-15,168.23060607910156
2019-02-18,168.8093719482422
2019-02-19,168.8093719482422
2019-02-20,171.61395263671875
2019-02-21,171.92559814453125
2019-02-22,171.92559814453125
2019-02-25,171.74749755859375
2019-02-26,171.4803924560547
2019-02-27,169.83328247070312
2019-02-28,170.1003875732422
2019-03-01,171.3023223876953
2019-03-04,174.77468872070312
2019-03-05,174.15145874023438
2019-03-06,173.2165985107422
2019-03-07,170.857177734375
2019-03-08,172.50430297851562
2019-03-11,171.79205322265625
2019-03-12,172.01461791992188
2019-03-13,173.61721801757812
2019-03-14,175.75404357910156
2019-03-15,176.7334442138672
2019-03-18,175.93212890625
2019-03-19,175.3979034423828
2019-03-20,174.99728393554688
2019-03-21,175.93212890625
2019-03-22,172.77139282226562
2019-03-25,172.45977783203125
2019-03-26,172.86045837402344
2019-03-27,175.66502380371094
2019-03-28,178.24703979492188
2019-03-29,178.69216918945312
2019-04-01,180.25030517578125
2019-04-02,175.84310913085938
2019-04-03,180.8290252685547
2019-04-04,181.007080078125
2019-04-05,180.29483032226562
2019-04-08,181.8974151611328
2019-04-09,181.09609985351562
2019-04-10,183.7671356201172
2019-04-11,183.41102600097656
2019-04-12,184.39041137695312
2019-04-15,183.41102600097656
2019-04-16,182.8768310546875
2019-04-17,183.50006103515625
2019-04-18,187.3285369873047
2019-04-23,187.23951721191406
2019-04-24,187.9517822265625
2019-04-25,184.12327575683594
2019-04-26,183.8516082763672
2019-04-29,185.2101287841797
2019-04-30,183.48934936523438
2019-05-02,183.3987579345703
2019-05-03,185.84405517578125
2019-05-06,183.6704559326172
