Date,SGSN.SW
2015-08-24,46.89237976074219
2015-08-25,48.0171012878418
2015-08-26,47.72871017456055
2015-08-27,48.91111755371094
2015-08-28,49.08415222167969
2015-08-31,49.19951248168945
2015-09-01,48.50736999511719
2015-09-02,48.738075256347656
2015-09-03,49.89163589477539
2015-09-04,49.08415222167969
2015-09-07,49.0553092956543
2015-09-08,49.68977355957031
2015-09-09,50.58378219604492
2015-09-10,50.23770523071289
2015-09-11,49.80512619018555
2015-09-14,49.25718688964844
2015-09-15,49.7474479675293
2015-09-16,50.18003463745117
2015-09-17,50.00700378417969
2015-09-18,49.25718688964844
2015-09-21,50.00700378417969
2015-09-22,48.738075256347656
2015-09-23,48.62272644042969
2015-09-24,47.64219284057617
2015-09-25,48.82460021972656
2015-09-28,48.0171012878418
2015-09-29,48.27665328979492
2015-09-30,49.026466369628906
2015-10-01,49.3725471496582
2015-10-02,49.7474479675293
2015-10-05,50.987525939941406
2015-10-06,51.795021057128906
2015-10-07,51.82386016845703
2015-10-08,52.02574920654297
2015-10-09,52.34296798706055
2015-10-12,52.16993713378906
2015-10-13,51.62199020385742
2015-10-14,51.53547286987305
2015-10-15,51.91038513183594
2015-10-16,51.88154602050781
2015-10-19,51.70851516723633
2015-10-20,51.795021057128906
2015-10-21,51.73735427856445
2015-10-22,52.54484558105469
2015-10-23,53.66957092285156
2015-10-26,53.49652862548828
2015-10-27,53.26581573486328
2015-10-28,53.554203033447266
2015-10-29,54.53474426269531
2015-10-30,54.33285903930664
2015-11-02,54.99617004394531
2015-11-03,55.19804000854492
2015-11-04,55.71713638305664
2015-11-05,55.486427307128906
2015-11-06,55.08268737792969
2015-11-09,55.111515045166016
2015-11-10,54.10215759277344
2015-11-11,54.73660659790039
2015-11-12,54.15983963012695
2015-11-13,53.81376647949219
2015-11-16,54.07332229614258
2015-11-17,55.28456497192383
2015-11-18,55.515262603759766
2015-11-19,55.71713638305664
2015-11-20,55.60179138183594
2015-11-23,54.9096565246582
2015-11-24,53.98679733276367
2015-11-25,55.28456497192383
2015-11-26,55.77482604980469
2015-11-27,56.23624801635742
2015-11-30,56.75535583496094
2015-12-01,57.07258224487305
2015-12-02,57.36096954345703
2015-12-03,56.26509094238281
2015-12-04,55.947853088378906
2015-12-07,56.4381217956543
2015-12-08,55.371070861816406
2015-12-09,54.9384880065918
2015-12-10,53.92912292480469
2015-12-11,53.26581573486328
2015-12-14,52.91975021362305
2015-12-15,53.95795822143555
2015-12-16,53.75608444213867
2015-12-17,53.9002799987793
2015-12-18,53.69841384887695
2015-12-21,53.15046691894531
