Date,CMIG4.SA
2015-08-24,1.572916865348816
2015-08-25,1.6027822494506836
2015-08-26,1.5629613399505615
2015-08-27,1.6087554693222046
2015-08-28,1.5629613399505615
2015-08-31,1.4972578287124634
2015-09-01,1.473365306854248
2015-09-02,1.4912840127944946
2015-09-03,1.5171678066253662
2015-09-04,1.4793380498886108
2015-09-08,1.4036786556243896
2015-09-09,1.4215977191925049
2015-09-10,1.4474819898605347
2015-09-11,1.4534544944763184
2015-09-14,1.4375263452529907
2015-09-15,1.4434995651245117
2015-09-16,1.4773472547531128
2015-09-17,1.4853112697601318
2015-09-18,1.3977057933807373
2015-09-21,1.4295622110366821
2015-09-22,1.4076611995697021
2015-09-23,1.3937238454818726
2015-09-24,1.36784029006958
2015-09-25,1.3539031744003296
2015-09-28,1.3320015668869019
2015-09-29,1.3280194997787476
2015-09-30,1.391732931137085
2015-10-01,1.3758043050765991
2015-10-02,1.399696946144104
2015-10-05,1.413634181022644
2015-10-06,1.3877506256103516
2015-10-07,1.4076611995697021
2015-10-08,1.4036786556243896
2015-10-09,1.4335441589355469
2015-10-13,1.4434995651245117
2015-10-14,1.4275710582733154
2015-10-15,1.4454907178878784
2015-10-16,1.4156252145767212
2015-10-19,1.4235889911651611
2015-10-20,1.5052214860916138
2015-10-21,1.525132417678833
2015-10-22,1.5470337867736816
2015-10-23,1.4932754039764404
2015-10-26,1.441508412361145
2015-10-27,1.4076611995697021
2015-10-28,1.4315534830093384
2015-10-29,1.399696946144104
2015-10-30,1.4255799055099487
2015-11-03,1.5052214860916138
2015-11-04,1.5510154962539673
2015-11-05,1.5868539810180664
2015-11-06,1.4813292026519775
2015-11-09,1.473365306854248
2015-11-10,1.4932754039764404
2015-11-11,1.535086989402771
2015-11-12,1.4833205938339233
2015-11-13,1.4574373960494995
2015-11-16,1.4534544944763184
2015-11-17,1.4176161289215088
2015-11-18,1.4315534830093384
2015-11-19,1.4454907178878784
2015-11-23,1.4554457664489746
2015-11-24,1.467392086982727
2015-11-25,1.4255799055099487
2015-11-26,1.4554457664489746
2015-11-27,1.3857593536376953
2015-11-30,1.314082384109497
2015-12-01,1.2344409227371216
2015-12-02,1.2742619514465332
2015-12-03,1.2742619514465332
2015-12-04,1.254351019859314
2015-12-07,1.2503691911697388
2015-12-08,1.2205034494400024
2015-12-09,1.2662975788116455
2015-12-10,1.2483785152435303
2015-12-11,1.2145307064056396
2015-12-14,1.1468355655670166
2015-12-15,1.1926294565200806
2015-12-16,1.2583335638046265
2015-12-17,1.240414023399353
2015-12-18,1.2045753002166748
2015-12-21,1.2244858741760254
2015-12-22,1.1946202516555786
2015-12-23,1.2304587364196777
2015-12-28,1.2344409227371216
2015-12-29,1.2304587364196777
2015-12-30,1.2205034494400024
2016-01-04,1.1569236516952515
2016-01-05,1.1242188215255737
2016-01-06,1.066986083984375
2016-01-07,1.007709264755249
2016-01-08,0.9606961607933044
2016-01-11,0.9729601144790649
2016-01-12,0.9913570880889893
2016-01-13,0.958652138710022
2016-01-14,0.9443442225456238
2016-01-15,0.9198154807090759
2016-01-18,0.9198154807090759
2016-01-19,0.8768908381462097
2016-01-20,0.8891551494598389
2016-01-21,0.893243134021759
2016-01-22,0.9136838316917419
2016-01-26,0.9095953106880188
2016-01-27,1.003620982170105
2016-01-28,1.0915144681930542
2016-01-29,1.208024501800537
2016-02-01,1.3592833280563354
2016-02-02,1.073117971420288
2016-02-03,1.116042971611023
2016-02-04,1.1180869340896606
2016-02-05,1.1896284818649292
2016-02-10,1.2979621887207031
2016-02-11,1.1937161684036255
2016-02-12,1.185539960861206
2016-02-15,1.1978048086166382
2016-02-16,1.2366408109664917
2016-02-17,1.2529929876327515
2016-02-18,1.29387366771698
2016-02-19,1.224376916885376
2016-02-22,1.2713896036148071
2016-02-23,1.2325528860092163
2016-02-24,1.1671435832977295
2016-02-25,1.2264206409454346
2016-02-26,1.1671435832977295
2016-02-29,1.199847936630249
2016-03-01,1.2550370693206787
2016-03-02,1.2489053010940552
2016-03-03,1.4328681230545044
2016-03-04,1.445132851600647
2016-03-07,1.4267364740371704
2016-03-08,1.455352783203125
2016-03-09,1.4328681230545044
2016-03-10,1.4614845514297485
2016-03-11,1.5739071369171143
2016-03-14,1.4921449422836304
2016-03-15,1.4103840589523315
2016-03-16,1.4124280214309692
2016-03-17,1.5432462692260742
2016-03-18,1.5739071369171143
2016-03-21,1.6147875785827637
2016-03-22,1.6250076293945312
2016-03-23,1.5882154703140259
2016-03-24,1.6188753843307495
2016-03-28,1.686328649520874
2016-03-29,1.698593020439148
2016-03-30,1.7149451971054077
2016-03-31,1.6536239385604858
2016-04-01,1.6209193468093872
2016-04-04,1.522806167602539
2016-04-05,1.4717047214508057
2016-04-06,1.3858555555343628
2016-04-07,1.3715471029281616
2016-04-08,1.45126473903656
2016-04-11,1.5330259799957275
2016-04-12,1.5923030376434326
2016-04-13,1.6250076293945312
2016-04-14,1.5616419315338135
2016-04-15,1.5943471193313599
2016-04-18,1.541202187538147
2016-04-19,1.5371145009994507
2016-04-20,1.5146299600601196
2016-04-22,1.481925129890442
2016-04-25,1.4533087015151978
2016-04-26,1.4492205381393433
2016-04-27,1.4614845514297485
2016-04-28,1.4655725955963135
