Date,AZN.ST
2016-08-10,539.1470947265625
2016-08-11,541.8180541992188
2016-08-12,537.5404663085938
2016-08-15,540.8677368164062
2016-08-16,537.5404663085938
2016-08-17,534.213623046875
2016-08-18,533.2631225585938
2016-08-19,532.3125
2016-08-22,538.0158081054688
2016-08-23,538.4912719726562
2016-08-24,542.7686157226562
2016-08-25,534.6889038085938
2016-08-26,531.3618774414062
2016-08-29,534.6889038085938
2016-08-30,539.4418334960938
2016-08-31,533.7384033203125
2016-09-01,528.9856567382812
2016-09-02,545.14501953125
2016-09-05,539.4418334960938
2016-09-06,535.6395263671875
2016-09-07,528.9856567382812
2016-09-08,526.6093139648438
2016-09-09,523.7574462890625
2016-09-12,529.4609375
2016-09-13,527.0845947265625
2016-09-14,533.7384033203125
2016-09-15,538.9663696289062
2016-09-16,550.3732299804688
2016-09-19,546.5709838867188
2016-09-20,547.996826171875
2016-09-21,545.14501953125
2016-09-22,554.6507568359375
2016-09-23,552.7495727539062
2016-09-26,544.6698608398438
2016-09-27,546.5709838867188
2016-09-28,551.3236083984375
2016-09-29,538.4912719726562
2016-09-30,538.9663696289062
2016-10-03,535.1641235351562
2016-10-04,534.213623046875
2016-10-05,532.7879028320312
2016-10-06,529.93603515625
2016-10-07,527.5596923828125
2016-10-10,528.9856567382812
2016-10-11,525.183349609375
2016-10-12,515.6777954101562
2016-10-13,514.2520141601562
2016-10-14,514.2520141601562
2016-10-17,515.6777954101562
2016-10-18,524.2327880859375
2016-10-19,519.4800415039062
2016-10-20,521.381103515625
2016-10-21,519.9552612304688
2016-10-24,510.44964599609375
2016-10-25,504.27105712890625
2016-10-26,502.3699951171875
2016-10-27,493.33966064453125
2016-10-28,489.0621643066406
2016-10-31,487.1610412597656
2016-11-01,476.704833984375
2016-11-02,478.13067626953125
2016-11-03,475.7544250488281
2016-11-04,475.18402099609375
2016-11-07,478.13067626953125
2016-11-08,479.55657958984375
2016-11-09,495.71600341796875
2016-11-10,484.309326171875
2016-11-11,478.13067626953125
2016-11-14,480.0318298339844
2016-11-15,479.55657958984375
2016-11-16,480.0318298339844
2016-11-17,480.0318298339844
2016-11-18,476.704833984375
2016-11-21,478.13067626953125
2016-11-22,466.6289978027344
2016-11-23,462.6366271972656
2016-11-24,466.34381103515625
2016-11-25,475.2790832519531
2016-11-28,469.00531005859375
2016-11-29,471.0965881347656
2016-11-30,462.1613464355469
2016-12-01,458.2641296386719
2016-12-02,455.8876647949219
2016-12-05,453.51129150390625
2016-12-06,452.08544921875
2016-12-07,443.81561279296875
2016-12-08,455.8876647949219
2016-12-09,477.18017578125
2016-12-12,471.95208740234375
2016-12-13,481.93292236328125
2016-12-14,481.93292236328125
2016-12-15,493.81494140625
2016-12-16,496.1913146972656
2016-12-19,484.7845458984375
2016-12-20,482.8835144042969
2016-12-21,474.51861572265625
2016-12-22,473.94830322265625
2016-12-23,478.13067626953125
2016-12-27,480.0318298339844
2016-12-28,479.55657958984375
2016-12-29,476.2296447753906
2016-12-30,472.5223693847656
2017-01-02,476.704833984375
2017-01-03,480.0318298339844
2017-01-04,482.8835144042969
2017-01-05,486.6856994628906
2017-01-09,488.111572265625
2017-01-10,493.81494140625
2017-01-11,486.6856994628906
2017-01-12,479.55657958984375
2017-01-13,482.8835144042969
2017-01-16,476.704833984375
2017-01-17,481.45770263671875
2017-01-18,484.309326171875
2017-01-19,478.13067626953125
2017-01-20,458.0738830566406
2017-01-23,453.4161682128906
2017-01-24,449.614013671875
2017-01-25,458.5491943359375
2017-01-26,462.3514404296875
2017-01-27,454.3667297363281
2017-01-30,453.3211364746094
2017-01-31,447.3326110839844
2017-02-01,453.7014465332031
2017-02-02,451.1348876953125
2017-02-03,460.5454406738281
2017-02-06,464.34771728515625
2017-02-07,473.2828674316406
2017-02-08,476.704833984375
2017-02-09,490.01263427734375
2017-02-10,495.2408142089844
2017-02-13,499.99359130859375
2017-02-14,496.6666564941406
2017-02-15,501.8946838378906
2017-02-16,498.5285949707031
2017-02-17,504.4167785644531
2017-02-20,504.9074401855469
2017-02-21,507.8514404296875
2017-02-22,507.8514404296875
2017-02-23,515.7023315429688
2017-02-24,515.7023315429688
2017-02-27,515.211669921875
2017-02-28,518.6464233398438
2017-03-01,517.1744384765625
2017-03-02,524.0438232421875
2017-03-03,525.0252075195312
2017-03-06,522.57177734375
2017-03-07,515.7023315429688
2017-03-08,520.609130859375
2017-03-09,520.609130859375
2017-03-10,519.1370239257812
2017-03-13,523.0625
2017-03-14,525.5159301757812
2017-03-15,528.4599609375
2017-03-16,527.96923828125
2017-03-17,529.931884765625
2017-03-20,530.913330078125
2017-03-21,526.006591796875
2017-03-22,528.9506225585938
2017-03-23,543.6708984375
2017-03-24,538.7640991210938
2017-03-27,544.6524047851562
2017-03-28,541.708251953125
2017-03-29,544.1618041992188
2017-03-30,544.6524047851562
2017-03-31,547.5963745117188
2017-04-03,546.1243896484375
2017-04-04,550.5404663085938
2017-04-05,540.7268676757812
2017-04-06,536.8015747070312
2017-04-07,536.3108520507812
2017-04-10,531.8946533203125
2017-04-11,532.8760375976562
2017-04-12,531.8946533203125
2017-04-13,529.931884765625
2017-04-18,525.0252075195312
2017-04-19,526.006591796875
2017-04-20,525.5159301757812
2017-04-21,525.0252075195312
2017-04-24,526.4971923828125
2017-04-25,526.4971923828125
2017-04-26,527.4785766601562
2017-04-27,533.36669921875
2017-04-28,530.4226684570312
2017-05-02,528.4599609375
2017-05-03,528.4599609375
2017-05-04,529.4412841796875
2017-05-05,524.0438232421875
2017-05-08,525.5159301757812
2017-05-09,538.2734985351562
2017-05-10,541.708251953125
2017-05-11,540.2362060546875
2017-05-12,581.9437255859375
2017-05-15,588.3226318359375
2017-05-16,593.7200927734375
2017-05-17,589.7947387695312
2017-05-18,582.9251708984375
2017-05-19,580.4717407226562
2017-05-22,578.999755859375
2017-05-23,578.999755859375
2017-05-24,581.4531860351562
2017-05-26,578.509033203125
2017-05-29,578.999755859375
2017-05-30,581.9437255859375
2017-05-31,583.415771484375
2017-06-01,591.7572631835938
2017-06-02,592.7388305664062
2017-06-05,592.7388305664062
2017-06-06,592.7388305664062
2017-06-07,592.7388305664062
2017-06-08,595.682861328125
2017-06-09,590.776123046875
2017-06-12,583.9065551757812
2017-06-13,580.9625244140625
2017-06-14,585.3784790039062
2017-06-15,586.8506469726562
2017-06-16,584.887939453125
2017-06-19,591.266845703125
2017-06-20,598.626953125
2017-06-21,596.1734619140625
2017-06-22,607.4590454101562
2017-06-23,607.4590454101562
2017-06-26,600.589599609375
2017-06-27,588.3226318359375
2017-06-28,579.490478515625
2017-06-29,568.2049560546875
2017-06-30,561.33544921875
2017-07-03,564.7702026367188
2017-07-04,563.2981567382812
2017-07-05,567.2235717773438
2017-07-06,557.4099731445312
2017-07-07,555.9379272460938
2017-07-10,556.4285278320312
2017-07-11,549.0684204101562
2017-07-12,560.3539428710938
2017-07-13,539.7457275390625
2017-07-14,541.708251953125
2017-07-17,545.1428833007812
2017-07-18,545.1428833007812
2017-07-19,545.1428833007812
2017-07-20,545.1428833007812
2017-07-21,548.5776977539062
2017-07-24,541.708251953125
2017-07-25,541.2175903320312
2017-07-26,545.1428833007812
2017-07-27,463.0035400390625
2017-07-28,472.4245300292969
2017-07-31,484.1027526855469
2017-08-01,479.0978088378906
2017-08-02,479.68658447265625
2017-08-03,481.8455810546875
2017-08-04,480.6679382324219
2017-08-07,479.78472900390625
2017-08-08,482.7288513183594
2017-08-09,478.9996643066406
2017-08-10,468.0803527832031
2017-08-11,462.871826171875
2017-08-14,464.3460388183594
2017-08-15,462.18389892578125
2017-08-16,464.3460388183594
2017-08-17,467.0976257324219
2017-08-18,462.97015380859375
2017-08-21,458.6460266113281
2017-08-22,460.4150695800781
2017-08-23,462.6753234863281
2017-08-24,466.1148986816406
2017-08-25,462.97015380859375
2017-08-28,461.0047302246094
2017-08-29,458.2529602050781
2017-08-30,458.1546630859375
2017-08-31,463.95294189453125
2017-09-01,473.2889709472656
2017-09-04,471.3234558105469
2017-09-05,472.5028076171875
2017-09-06,474.8613586425781
2017-09-07,494.3196105957031
2017-09-08,497.7592468261719
2017-09-11,512.5003662109375
2017-09-12,517.9054565429688
2017-09-13,513.4832153320312
2017-09-14,512.99169921875
2017-09-15,507.5865783691406
2017-09-18,505.6211853027344
2017-09-19,512.0090942382812
2017-09-20,510.534912109375
2017-09-21,513.4832153320312
2017-09-22,524.78466796875
2017-09-25,532.1551513671875
2017-09-26,531.663818359375
2017-09-27,531.663818359375
2017-09-28,535.103515625
2017-09-29,538.0516967773438
2017-10-02,545.9135131835938
2017-10-03,544.4395141601562
2017-10-04,545.4223022460938
2017-10-05,542.9654541015625
2017-10-06,542.9654541015625
2017-10-09,548.3704833984375
2017-10-10,549.3532104492188
2017-10-11,545.9135131835938
2017-10-12,547.3876953125
2017-10-13,550.827392578125
2017-10-16,553.2841796875
2017-10-17,554.7583618164062
2017-10-18,554.7583618164062
2017-10-19,554.2669677734375
2017-10-20,554.2669677734375
2017-10-23,554.7583618164062
2017-10-24,546.405029296875
2017-10-25,550.3359375
2017-10-26,552.3014526367188
2017-10-27,550.3359375
2017-10-30,551.8101196289062
2017-10-31,558.197998046875
2017-11-01,570.9735717773438
2017-11-02,563.1116333007812
2017-11-03,564.5858154296875
2017-11-06,565.0771484375
2017-11-07,554.2669677734375
2017-11-08,547.879150390625
2017-11-09,545.4223022460938
2017-11-10,537.0689697265625
2017-11-13,540.5086669921875
2017-11-14,545.4223022460938
2017-11-15,552.3014526367188
2017-11-16,553.2841796875
2017-11-17,552.3014526367188
2017-11-20,555.2495727539062
2017-11-21,560.163330078125
2017-11-22,555.7410278320312
2017-11-23,550.827392578125
2017-11-24,547.879150390625
2017-11-27,548.3704833984375
2017-11-28,547.3876953125
2017-11-29,548.8618774414062
2017-11-30,539.5258178710938
2017-12-01,537.0689697265625
2017-12-04,536.5775756835938
2017-12-05,535.103515625
2017-12-06,531.663818359375
2017-12-07,532.6465454101562
2017-12-08,541.0
2017-12-11,548.3704833984375
2017-12-12,552.3014526367188
2017-12-13,553.2841796875
2017-12-14,551.3187255859375
2017-12-15,552.3014526367188
2017-12-18,552.3014526367188
2017-12-19,548.3704833984375
2017-12-20,544.4395141601562
2017-12-21,550.3359375
2017-12-22,551.3187255859375
2017-12-27,546.8963623046875
2017-12-28,551.8101196289062
2017-12-29,558.6891479492188
2018-01-02,562.1289672851562
2018-01-03,567.0426025390625
2018-01-04,566.0599365234375
2018-01-05,569.6959838867188
2018-01-08,569.6959838867188
2018-01-09,573.7251586914062
2018-01-10,565.9616088867188
2018-01-11,564.5858154296875
2018-01-12,566.4529418945312
2018-01-15,565.6666870117188
2018-01-16,556.8220825195312
2018-01-17,552.2032470703125
2018-01-18,552.6945190429688
2018-01-19,558.9840698242188
2018-01-22,563.30810546875
2018-01-23,569.4011840820312
2018-01-24,560.6548461914062
2018-01-25,557.0184936523438
2018-01-26,565.3718872070312
2018-01-29,562.6203002929688
2018-01-30,555.8394165039062
2018-01-31,543.358642578125
2018-02-01,543.456787109375
2018-02-02,558.8858642578125
2018-02-05,540.6068115234375
2018-02-06,522.5242919921875
2018-02-07,532.6465454101562
2018-02-08,544.734375
2018-02-09,530.189697265625
2018-02-12,539.5258178710938
2018-02-13,535.8895874023438
2018-02-14,538.3464965820312
2018-02-15,526.855712890625
2018-02-16,529.8112182617188
2018-02-19,526.067626953125
2018-02-20,534.44140625
2018-02-21,542.4210815429688
2018-02-22,541.2389526367188
2018-02-23,541.6328125
2018-02-26,547.0511474609375
2018-02-27,547.5440063476562
2018-02-28,545.4750366210938
2018-03-01,539.7611694335938
2018-03-02,540.8448486328125
2018-03-05,548.5289916992188
2018-03-06,546.9527587890625
2018-03-07,545.2780151367188
2018-03-08,551.1889038085938
2018-03-09,546.55859375
2018-03-12,549.6127319335938
2018-03-13,549.218505859375
2018-03-14,544.4898071289062
2018-03-15,547.642333984375
2018-03-16,554.2427368164062
2018-03-19,554.932373046875
2018-03-20,560.3507080078125
2018-03-21,562.1239013671875
2018-03-22,559.7597045898438
2018-03-23,558.8731079101562
2018-03-26,554.932373046875
2018-03-27,563.9957885742188
2018-03-28,578.5759887695312
2018-03-29,576.6056518554688
2018-04-03,582.0238647460938
2018-04-04,575.6205444335938
2018-04-05,590.2991943359375
2018-04-06,587.2452392578125
2018-04-09,588.8214111328125
2018-04-10,597.5891723632812
2018-04-11,597.8848876953125
2018-04-12,604.0911865234375
2018-04-13,603.4015502929688
2018-04-16,593.7471313476562
2018-04-17,591.8753051757812
2018-04-18,592.8605346679688
2018-04-19,589.5110473632812
2018-04-20,588.9197998046875
2018-04-23,593.5501708984375
2018-04-24,591.0872802734375
2018-04-25,593.9441528320312
2018-04-26,599.2639770507812
2018-04-27,606.6525268554688
2018-04-30,608.5242309570312
2018-05-02,625.0747680664062
2018-05-03,620.6416625976562
2018-05-04,620.3460693359375
2018-05-07,623.7940673828125
2018-05-08,622.7103881835938
2018-05-09,612.267822265625
2018-05-11,613.2530517578125
2018-05-14,616.7996215820312
2018-05-15,622.4149169921875
2018-05-16,625.3703002929688
2018-05-17,629.5078125
2018-05-18,615.6173706054688
2018-05-21,630.4931640625
2018-05-22,634.6307373046875
2018-05-23,635.0245971679688
2018-05-24,633.4484252929688
2018-05-25,635.9114379882812
2018-05-28,636.1083984375
2018-05-29,638.5712890625
2018-05-30,636.896484375
2018-05-31,638.7683715820312
2018-06-01,637.9801025390625
2018-06-04,630.0003662109375
2018-06-05,629.4094848632812
2018-06-06,629.4094848632812
2018-06-07,622.1192626953125
2018-06-08,624.0895385742188
2018-06-11,621.6267700195312
2018-06-12,614.8292846679688
2018-06-13,617.1936645507812
2018-06-14,630.8871459960938
2018-06-15,628.3257446289062
2018-06-18,627.1434326171875
2018-06-19,627.4391479492188
2018-06-20,629.803466796875
2018-06-21,619.5579223632812
2018-06-22,619.5579223632812
2018-06-25,611.1842041015625
2018-06-26,609.9035034179688
2018-06-27,613.5485229492188
2018-06-28,612.95751953125
2018-06-29,620.4444580078125
2018-07-02,612.6619262695312
2018-07-03,604.4852294921875
2018-07-04,600.1505737304688
2018-07-05,599.1654663085938
2018-07-06,600.74169921875
2018-07-09,606.45556640625
2018-07-10,611.5782470703125
2018-07-11,608.3273315429688
2018-07-12,634.1381225585938
2018-07-13,645.9598388671875
2018-07-16,638.3741455078125
2018-07-17,643.6940307617188
2018-07-18,648.0287475585938
2018-07-19,651.1812133789062
2018-07-20,649.4078369140625
2018-07-23,647.0433349609375
2018-07-24,648.7183227539062
2018-07-25,642.708984375
2018-07-26,668.716796875
2018-07-27,664.5790405273438
2018-07-30,661.5250854492188
2018-07-31,675.1201171875
2018-08-01,670.5884399414062
2018-08-02,670.8841552734375
2018-08-03,677.2875366210938
2018-08-06,672.1646728515625
2018-08-07,687.3360595703125
2018-08-08,687.927001953125
2018-08-09,701.3224487304688
2018-08-10,711.7752075195312
2018-08-13,705.2667846679688
2018-08-14,702.1112060546875
2018-08-15,694.8140258789062
2018-08-16,693.4335327148438
2018-08-17,693.236328125
2018-08-20,701.0267333984375
2018-08-21,698.857177734375
2018-08-22,694.3209838867188
2018-08-23,689.1932373046875
2018-08-24,689.0944213867188
2018-08-27,691.7572021484375
2018-08-28,694.4196166992188
2018-08-29,699.5474243164062
2018-08-30,701.0267333984375
2018-08-31,689.4891357421875
2018-09-03,688.5030517578125
2018-09-04,679.1349487304688
2018-09-05,668.48486328125
2018-09-06,664.44189453125
2018-09-07,664.1459350585938
2018-09-10,672.0348510742188
2018-09-11,676.176513671875
2018-09-12,669.8654174804688
2018-09-13,662.4696655273438
2018-09-14,666.9071655273438
2018-09-17,660.3001708984375
2018-09-18,656.848876953125
2018-09-19,653.7918701171875
2018-09-20,650.43896484375
2018-09-21,652.5098876953125
2018-09-24,654.6793212890625
2018-09-25,669.8654174804688
2018-09-26,678.6417846679688
2018-09-27,688.6015625
2018-09-28,692.3486328125
2018-10-01,700.1390380859375
2018-10-02,700.1390380859375
2018-10-03,714.9306640625
2018-10-04,706.7459716796875
2018-10-05,700.6320190429688
2018-10-08,687.1222534179688
2018-10-09,686.2348022460938
2018-10-10,686.53076171875
2018-10-11,668.1892700195312
2018-10-12,656.257080078125
2018-10-15,661.2863159179688
2018-10-16,676.4723510742188
2018-10-17,687.7140502929688
2018-10-18,691.3626098632812
2018-10-19,698.2653198242188
2018-10-22,698.1668701171875
2018-10-23,698.1668701171875
2018-10-24,697.5751342773438
2018-10-25,679.6280517578125
2018-10-26,671.3445434570312
2018-10-29,685.7418212890625
2018-10-30,693.3348999023438
2018-10-31,701.0267333984375
2018-11-01,682.7835693359375
2018-11-02,684.755859375
2018-11-05,696.0960083007812
2018-11-06,682.7835693359375
2018-11-07,692.151611328125
2018-11-08,718.2835693359375
2018-11-09,727.5528564453125
2018-11-12,734.357177734375
2018-11-13,744.3167724609375
2018-11-14,742.2460327148438
2018-11-15,729.1307373046875
2018-11-16,719.2696533203125
2018-11-19,713.1557006835938
2018-11-20,725.1864013671875
2018-11-21,716.705810546875
2018-11-22,706.7459716796875
2018-11-23,722.7210693359375
2018-11-26,715.2265014648438
2018-11-27,708.8167724609375
2018-11-28,711.9723510742188
2018-11-29,714.0432739257812
2018-11-30,712.9584350585938
2018-12-03,711.3806762695312
2018-12-04,711.9723510742188
2018-12-05,694.0252685546875
2018-12-06,682.6849975585938
2018-12-07,682.980712890625
2018-12-10,684.8543090820312
2018-12-11,699.0543823242188
2018-12-12,701.5196533203125
2018-12-13,699.5474243164062
2018-12-14,696.3919677734375
2018-12-17,689.587646484375
2018-12-18,686.3334350585938
2018-12-19,684.5585327148438
2018-12-20,679.4306640625
2018-12-21,675.6834716796875
2018-12-27,652.6085815429688
2018-12-28,664.3433227539062
2019-01-02,668.1892700195312
2019-01-03,684.8543090820312
2019-01-04,692.5460815429688
2019-01-07,683.4737548828125
2019-01-08,674.204345703125
2019-01-09,672.2321166992188
2019-01-10,670.0626220703125
2019-01-11,657.8347778320312
2019-01-14,635.5486450195312
2019-01-15,637.4224243164062
2019-01-16,635.2529907226562
2019-01-17,642.747314453125
2019-01-18,650.3405151367188
2019-01-21,656.848876953125
2019-01-22,648.2695922851562
2019-01-23,653.7918701171875
2019-01-24,648.4667358398438
2019-01-25,640.1834106445312
2019-01-28,634.3652954101562
2019-01-29,637.9154052734375
2019-01-30,645.4099731445312
2019-01-31,653.7918701171875
2019-02-01,655.1724853515625
2019-02-04,659.3140258789062
2019-02-05,668.38623046875
2019-02-06,671.837646484375
2019-02-07,672.62646484375
2019-02-08,678.543212890625
2019-02-11,675.6834716796875
2019-02-12,681.6001586914062
2019-02-13,675.486328125
2019-02-14,731.2015991210938
2019-02-15,742.6404418945312
2019-02-18,735.34326171875
2019-02-19,740.0765991210938
2019-02-20,748.2612915039062
2019-02-21,743.3306884765625
2019-02-22,754.079345703125
2019-02-25,765.0252685546875
2019-02-26,772.7168579101562
2019-02-27,772.1250610351562
2019-02-28,755.9896850585938
2019-03-01,759.1513061523438
2019-03-04,764.6837768554688
2019-03-05,772.8839111328125
2019-03-06,769.6236572265625
2019-03-07,771.3032836914062
2019-03-08,773.0816040039062
2019-03-11,779.00927734375
2019-03-12,771.797119140625
2019-03-13,772.7852783203125
2019-03-14,779.8984375
2019-03-15,772.093505859375
2019-03-18,777.5274047851562
2019-03-19,778.4165649414062
2019-03-20,777.5274047851562
2019-03-21,783.1588134765625
2019-03-22,779.1080322265625
2019-03-25,776.04541015625
2019-03-26,782.46728515625
2019-03-27,778.5154418945312
2019-03-28,791.2600708007812
2019-03-29,743.2452392578125
2019-04-01,755.9896850585938
2019-04-02,763.2020263671875
2019-04-03,753.2234497070312
2019-04-04,744.2330322265625
2019-04-05,746.9005126953125
2019-04-08,747.3944702148438
2019-04-09,744.13427734375
2019-04-10,746.6041870117188
2019-04-11,731.2906494140625
2019-04-12,728.326904296875
2019-04-15,728.1292724609375
2019-04-16,728.1292724609375
2019-04-17,714.9893188476562
2019-04-18,714.4953002929688
2019-04-23,719.0398559570312
2019-04-24,719.33642578125
2019-04-25,727.0424194335938
2019-04-26,712.5193481445312
2019-04-29,722.0037841796875
2019-04-30,724.1773071289062
2019-05-02,711.2351684570312
2019-05-03,722.8931274414062
2019-05-06,722.6953735351562
2019-05-07,721.2134399414062
2019-05-08,731.0932006835938
2019-05-09,732.0811157226562
2019-05-10,715.3844604492188
2019-05-13,710.148193359375
2019-05-14,717.2615356445312
2019-05-15,718.7434692382812
2019-05-16,724.5724487304688
2019-05-17,721.5098266601562
2019-05-20,716.6690063476562
