Date,INFY.NS
2015-08-21,450.08941650390625
2015-08-24,427.4460144042969
2015-08-25,424.94091796875
2015-08-26,416.70159912109375
2015-08-27,423.8254089355469
2015-08-28,434.8829345703125
2015-08-31,428.36572265625
2015-09-01,426.2521667480469
2015-09-02,430.3424377441406
2015-09-03,430.3033142089844
2015-09-04,420.3613586425781
2015-09-07,414.411865234375
2015-09-08,414.431396484375
2015-09-09,426.13470458984375
2015-09-10,422.9054870605469
2015-09-11,426.9371643066406
2015-09-14,430.45989990234375
2015-09-15,430.2445373535156
2015-09-16,431.2035217285156
2015-09-18,432.29949951171875
2015-09-21,432.3778076171875
2015-09-22,433.4737548828125
2015-09-23,436.9181823730469
2015-09-24,446.42974853515625
2015-09-28,432.7301025390625
2015-09-29,439.110107421875
2015-09-30,454.805908203125
2015-10-01,459.15069580078125
2015-10-05,462.555908203125
2015-10-06,451.9290466308594
2015-10-07,443.5527648925781
2015-10-08,443.1418151855469
2015-10-09,456.9391784667969
2015-10-12,439.52117919921875
2015-10-13,430.3229064941406
2015-10-14,429.61834716796875
2015-10-15,429.5205078125
2015-10-16,432.50286865234375
2015-10-19,439.2378234863281
2015-10-20,444.76806640625
2015-10-21,449.68603515625
2015-10-23,454.22869873046875
2015-10-26,455.11749267578125
2015-10-27,454.0311279296875
2015-10-28,455.5322570800781
2015-10-29,452.3128967285156
2015-10-30,448.52069091796875
2015-11-02,446.8419494628906
2015-11-03,452.4906311035156
2015-11-04,449.05401611328125
2015-11-05,443.5633239746094
2015-11-06,449.6465148925781
2015-11-09,448.1849365234375
2015-11-10,436.03814697265625
2015-11-13,434.83349609375
2015-11-16,426.6960144042969
2015-11-17,419.3093566894531
2015-11-18,402.91619873046875
2015-11-19,413.8975830078125
2015-11-20,415.714599609375
2015-11-23,416.2281494140625
2015-11-24,411.2707824707031
2015-11-26,415.714599609375
2015-11-27,421.22509765625
2015-11-30,429.7377014160156
2015-12-01,426.22210693359375
2015-12-02,418.9932861328125
2015-12-03,417.8280334472656
2015-12-04,414.39141845703125
2015-12-07,413.2853088378906
2015-12-08,412.5545959472656
2015-12-09,406.1552429199219
2015-12-10,413.7198791503906
2015-12-11,415.8726501464844
2015-12-14,422.46942138671875
2015-12-15,425.6493225097656
2015-12-16,432.87811279296875
2015-12-17,437.32208251953125
2015-12-18,427.8614196777344
2015-12-21,435.8802185058594
2015-12-22,428.0984191894531
2015-12-23,434.8531799316406
2015-12-24,433.07562255859375
2015-12-28,436.3936462402344
2015-12-29,436.37396240234375
2015-12-30,429.1057434082031
2015-12-31,436.6504821777344
2016-01-01,436.59124755859375
2016-01-04,426.1825866699219
2016-01-05,424.2668151855469
2016-01-06,422.41021728515625
2016-01-07,415.0826110839844
2016-01-08,420.02032470703125
2016-01-11,417.0182189941406
2016-01-12,414.746826171875
2016-01-13,427.96014404296875
2016-01-14,447.55291748046875
2016-01-15,450.2784729003906
2016-01-18,447.1184997558594
2016-01-19,450.1797790527344
2016-01-20,442.9114685058594
2016-01-21,449.1528015136719
2016-01-22,448.83673095703125
2016-01-25,449.3897705078125
2016-01-27,449.72552490234375
2016-01-28,446.2098693847656
2016-01-29,460.15386962890625
2016-02-01,463.4919128417969
2016-02-02,464.36083984375
2016-02-03,457.309814453125
2016-02-04,466.0199890136719
2016-02-05,464.0251159667969
2016-02-08,454.5841979980469
2016-02-09,437.539306640625
2016-02-10,437.89483642578125
2016-02-11,426.0838317871094
2016-02-12,428.4539489746094
2016-02-15,431.25848388671875
2016-02-16,426.28131103515625
2016-02-17,433.6681213378906
2016-02-18,443.76080322265625
2016-02-19,445.2816162109375
2016-02-22,445.04461669921875
2016-02-23,443.9583435058594
2016-02-24,444.5310363769531
2016-02-25,438.5860595703125
2016-02-26,442.8720397949219
2016-02-29,428.2169494628906
2016-03-01,444.57049560546875
2016-03-02,456.63824462890625
2016-03-03,461.89208984375
2016-03-04,462.42523193359375
2016-03-08,459.58111572265625
2016-03-09,465.5260925292969
2016-03-10,451.3056335449219
2016-03-11,451.5030822753906
2016-03-14,450.7921142578125
2016-03-15,448.1059265136719
2016-03-16,455.2359924316406
2016-03-17,458.9095764160156
2016-03-18,471.4120178222656
2016-03-21,472.0044250488281
2016-03-22,470.049072265625
2016-03-23,477.10015869140625
2016-03-28,475.95465087890625
2016-03-29,472.93280029296875
2016-03-30,476.36932373046875
2016-03-31,481.24786376953125
2016-04-01,476.1719665527344
2016-04-04,491.28125
2016-04-05,481.8403015136719
2016-04-06,474.2953796386719
2016-04-07,466.7112731933594
2016-04-08,460.4896545410156
2016-04-11,467.6592102050781
2016-04-12,466.98773193359375
2016-04-13,463.235107421875
2016-04-18,489.3060302734375
2016-04-20,491.2417297363281
2016-04-21,484.4079284667969
2016-04-22,478.462890625
2016-04-25,480.2799377441406
2016-04-26,486.7187805175781
2016-04-27,489.8788757324219
2016-04-28,477.6334228515625
2016-04-29,477.2187194824219
2016-05-02,474.4337463378906
2016-05-03,465.2496337890625
2016-05-04,469.6144104003906
2016-05-05,471.0365905761719
2016-05-06,466.7112731933594
2016-05-09,473.64373779296875
2016-05-10,479.07525634765625
2016-05-11,474.7497253417969
2016-05-12,477.9691467285156
2016-05-13,476.8829345703125
2016-05-16,479.9441833496094
2016-05-17,479.64801025390625
2016-05-18,477.9099426269531
2016-05-19,476.29034423828125
2016-05-20,474.6510314941406
2016-05-23,469.27886962890625
2016-05-24,469.1800231933594
2016-05-25,477.4358215332031
2016-05-26,487.5086975097656
2016-05-27,492.7822570800781
2016-05-30,500.7220458984375
2016-05-31,493.2366027832031
2016-06-01,497.0087890625
2016-06-02,498.3323059082031
2016-06-03,500.4455871582031
2016-06-06,500.3862609863281
2016-06-07,496.69287109375
2016-06-08,489.0691223144531
2016-06-09,473.74395751953125
2016-06-10,471.7857360839844
2016-06-13,471.9056701660156
2016-06-14,469.5479431152344
2016-06-15,475.5221252441406
2016-06-16,473.9437561035156
2016-06-17,471.3462219238281
2016-06-20,483.0348815917969
2016-06-21,481.9759521484375
2016-06-22,479.3385314941406
2016-06-23,484.1739501953125
2016-06-24,477.3604736328125
2016-06-27,466.03125
2016-06-28,463.2139892578125
2016-06-29,470.2872009277344
2016-06-30,467.86956787109375
2016-07-01,468.5088806152344
2016-07-04,473.1244201660156
2016-07-05,469.72772216796875
2016-07-07,462.45477294921875
2016-07-08,462.8343505859375
2016-07-11,469.56787109375
2016-07-12,470.16729736328125
2016-07-13,477.0606384277344
2016-07-14,470.0474548339844
2016-07-15,428.6072692871094
2016-07-18,432.3636474609375
2016-07-19,434.36175537109375
2016-07-20,432.8232116699219
2016-07-21,431.5445251464844
2016-07-22,428.5673522949219
2016-07-25,431.9241027832031
2016-07-26,435.06109619140625
2016-07-27,433.722412109375
2016-07-28,430.58551025390625
2016-07-29,429.1268005371094
2016-08-01,433.68243408203125
2016-08-02,433.10302734375
2016-08-03,433.5426330566406
2016-08-04,428.3076477050781
2016-08-05,426.7890319824219
2016-08-08,431.0649719238281
2016-08-09,432.94317626953125
2016-08-10,432.5234680175781
2016-08-11,430.5255432128906
2016-08-12,424.6111755371094
2016-08-16,420.3153076171875
2016-08-17,412.92242431640625
2016-08-18,408.9662780761719
2016-08-19,408.1270446777344
2016-08-22,405.7892761230469
2016-08-23,415.4599914550781
2016-08-24,422.55316162109375
2016-08-25,414.06134033203125
2016-08-26,407.70745849609375
2016-08-29,408.7264709472656
2016-08-30,415.7596740722656
2016-08-31,413.94140625
2016-09-01,414.6208190917969
2016-09-02,412.3429870605469
2016-09-06,417.5979309082031
2016-09-07,421.3343505859375
2016-09-08,414.6607971191406
2016-09-09,413.8015441894531
2016-09-12,421.1944274902344
2016-09-14,417.83770751953125
2016-09-15,416.4789733886719
2016-09-16,423.6520690917969
2016-09-19,424.0716552734375
2016-09-20,419.656005859375
2016-09-21,421.893798828125
2016-09-22,423.1125793457031
2016-09-23,416.6188659667969
2016-09-26,413.9614562988281
2016-09-27,415.4999694824219
2016-09-28,415.18023681640625
2016-09-29,411.2839660644531
2016-09-30,414.0213928222656
2016-10-03,414.8406066894531
2016-10-04,419.2763671875
2016-10-05,416.19927978515625
2016-10-06,410.5647277832031
2016-10-07,404.6303405761719
2016-10-10,411.583740234375
2016-10-13,420.53509521484375
2016-10-14,410.46478271484375
2016-10-17,408.5666809082031
2016-10-18,415.2201843261719
2016-10-19,416.3192138671875
2016-10-20,414.26116943359375
2016-10-21,419.37054443359375
2016-10-24,414.8467712402344
2016-10-25,410.8481750488281
2016-10-26,409.6365051269531
2016-10-27,405.3147277832031
2016-10-28,402.8913269042969
2016-11-01,399.63995361328125
2016-11-02,396.24713134765625
2016-11-03,390.51177978515625
2016-11-04,392.1879577636719
2016-11-07,394.9950866699219
2016-11-08,396.8731994628906
2016-11-09,387.0584716796875
2016-11-10,379.4246826171875
2016-11-11,372.21502685546875
2016-11-15,373.0227966308594
2016-11-16,380.0305480957031
2016-11-17,375.5472412109375
2016-11-18,371.5889892578125
2016-11-21,367.9942932128906
2016-11-22,369.246337890625
2016-11-23,371.69000244140625
2016-11-24,375.7491760253906
2016-11-25,394.8133239746094
2016-11-28,395.7220764160156
2016-11-29,392.83416748046875
2016-11-30,394.02569580078125
2016-12-01,394.0458679199219
2016-12-02,389.5625915527344
2016-12-05,388.4115295410156
2016-12-06,390.37042236328125
2016-12-07,390.3300476074219
2016-12-08,397.7012634277344
2016-12-09,399.59954833984375
2016-12-12,394.7527160644531
2016-12-13,399.9428405761719
2016-12-14,403.8001403808594
2016-12-15,400.81121826171875
2016-12-16,405.981201171875
2016-12-19,405.77923583984375
2016-12-20,408.8085021972656
2016-12-21,404.527099609375
2016-12-22,397.72137451171875
2016-12-23,399.2360534667969
2016-12-26,396.93377685546875
2016-12-27,403.4769592285156
2016-12-28,403.2951965332031
2016-12-29,400.81121826171875
2016-12-30,408.1824035644531
2017-01-02,404.3453369140625
2017-01-03,401.4170837402344
2017-01-04,402.9922790527344
2017-01-05,402.3460693359375
2017-01-06,392.6928405761719
2017-01-09,391.9254150390625
2017-01-10,392.0062255859375
2017-01-11,391.4205322265625
2017-01-12,403.9212646484375
2017-01-13,394.1266784667969
2017-01-16,385.98809814453125
2017-01-17,385.8871154785156
2017-01-18,384.0291442871094
2017-01-19,386.97760009765625
2017-01-20,383.18096923828125
2017-01-23,384.7966003417969
2017-01-24,381.9086608886719
2017-01-25,378.29376220703125
2017-01-27,380.53546142578125
2017-01-30,383.4435119628906
2017-01-31,375.0625
2017-02-01,370.2763671875
2017-02-02,378.0110168457031
2017-02-03,378.0917663574219
2017-02-06,377.74847412109375
2017-02-07,380.5758056640625
2017-02-08,378.25341796875
2017-02-09,382.0904235839844
2017-02-10,391.0974426269531
2017-02-13,397.5799865722656
2017-02-14,398.93310546875
2017-02-15,396.5500183105469
2017-02-16,408.78826904296875
2017-02-17,403.9414978027344
2017-02-20,408.04107666015625
2017-02-21,409.3941345214844
2017-02-22,399.9226379394531
2017-02-23,407.4755859375
2017-02-27,408.90948486328125
2017-02-28,408.90948486328125
2017-03-01,414.059326171875
2017-03-02,413.31195068359375
2017-03-03,416.5028381347656
2017-03-06,417.5933837890625
