Date,RNK.L
2016-03-21,255.8790283203125
2016-03-22,256.1785583496094
2016-03-23,255.97885131835938
2016-03-24,253.18345642089844
2016-03-29,254.98048400878906
2016-03-30,257.2767333984375
2016-03-31,253.58277893066406
2016-04-01,250.68756103515625
2016-04-04,243.99855041503906
2016-04-05,247.99197387695312
2016-04-06,248.59100341796875
2016-04-07,246.69410705566406
2016-04-08,244.29808044433594
2016-04-11,244.5975799560547
2016-04-12,245.59593200683594
2016-04-13,245.8954315185547
2016-04-14,246.59429931640625
2016-04-15,247.09347534179688
2016-04-18,252.5844268798828
2016-04-19,252.88394165039062
2016-04-20,246.893798828125
2016-04-21,245.59593200683594
2016-04-22,239.6057891845703
2016-04-25,241.80218505859375
2016-04-26,242.6008758544922
2016-04-27,242.6008758544922
2016-04-28,247.59268188476562
2016-04-29,240.60409545898438
2016-05-03,239.7056427001953
2016-05-04,243.19989013671875
2016-05-05,241.7023468017578
2016-05-06,240.60409545898438
2016-05-09,238.707275390625
2016-05-10,238.6074676513672
2016-05-11,237.01007080078125
2016-05-12,247.59268188476562
2016-05-13,243.59921264648438
2016-05-16,244.99688720703125
2016-05-17,244.99688720703125
2016-05-18,244.5975799560547
2016-05-19,243.4993896484375
2016-05-20,247.09347534179688
2016-05-23,245.79562377929688
2016-05-24,248.09182739257812
2016-05-25,249.78903198242188
2016-05-26,247.3929901123047
2016-05-27,254.68099975585938
2016-05-31,252.78408813476562
2016-06-01,249.58935546875
2016-06-02,251.98544311523438
2016-06-03,252.1851043701172
2016-06-06,249.8888702392578
2016-06-07,247.59268188476562
2016-06-08,247.1933135986328
2016-06-09,243.19989013671875
2016-06-10,239.6057891845703
2016-06-13,230.9200897216797
2016-06-14,225.82846069335938
2016-06-15,227.82516479492188
2016-06-16,226.6271514892578
2016-06-17,234.414306640625
2016-06-20,236.01168823242188
2016-06-21,237.40940856933594
2016-06-22,237.60910034179688
2016-06-23,242.6008758544922
2016-06-24,216.54373168945312
2016-06-27,199.37197875976562
2016-06-28,204.46360778808594
2016-06-29,213.3489990234375
2016-06-30,213.7483367919922
2016-07-01,219.8383331298828
2016-07-04,211.65179443359375
2016-07-05,211.65179443359375
2016-07-06,209.5552215576172
2016-07-07,211.9512939453125
2016-07-08,218.14109802246094
2016-07-11,226.52732849121094
2016-07-12,227.62550354003906
2016-07-13,231.5191192626953
2016-07-14,228.62387084960938
2016-07-15,224.0314178466797
2016-07-18,229.12303161621094
2016-07-19,231.4192657470703
2016-07-20,235.2130126953125
2016-07-21,233.11643981933594
2016-07-22,236.71054077148438
2016-07-25,235.51251220703125
2016-07-26,232.9167938232422
2016-07-27,230.7204132080078
2016-07-28,229.5223846435547
2016-07-29,222.13455200195312
2016-08-01,229.62222290039062
2016-08-02,217.74180603027344
2016-08-03,218.4406280517578
2016-08-04,214.6468505859375
2016-08-05,215.14602661132812
2016-08-08,212.650146484375
2016-08-09,210.65342712402344
2016-08-10,207.3588409423828
2016-08-11,205.761474609375
2016-08-12,207.75820922851562
2016-08-15,214.7467041015625
2016-08-16,216.3440399169922
2016-08-17,223.5322265625
2016-08-18,221.2360076904297
2016-08-19,222.63369750976562
2016-08-22,221.1361846923828
2016-08-23,217.44224548339844
2016-08-24,221.1361846923828
2016-08-25,217.64190673828125
2016-08-26,218.4406280517578
2016-08-30,215.64520263671875
2016-08-31,215.64520263671875
2016-09-01,217.84158325195312
2016-09-02,214.6468505859375
2016-09-05,217.44224548339844
2016-09-06,215.64520263671875
2016-09-07,217.84158325195312
2016-09-08,215.59182739257812
2016-09-09,214.29367065429688
2016-09-12,212.49624633789062
2016-09-13,212.49624633789062
2016-09-14,209.80010986328125
2016-09-15,210.69882202148438
2016-09-16,212.49624633789062
2016-09-19,211.19810485839844
2016-09-20,212.69595336914062
2016-09-21,210.39923095703125
2016-09-22,208.70166015625
2016-09-23,207.70309448242188
2016-09-26,205.70594787597656
2016-09-27,206.10537719726562
2016-09-28,209.4006805419922
2016-09-29,206.50479125976562
2016-09-30,205.10678100585938
2016-10-03,214.49337768554688
2016-10-04,213.7943878173828
2016-10-05,212.59608459472656
2016-10-06,210.69882202148438
2016-10-07,207.70309448242188
2016-10-10,200.61322021484375
2016-10-11,203.90850830078125
2016-10-12,201.21237182617188
2016-10-13,204.7073516845703
2016-10-14,202.8101043701172
2016-10-17,193.02407836914062
2016-10-18,191.0269317626953
2016-10-19,191.92564392089844
2016-10-20,190.52764892578125
2016-10-21,190.6275177001953
2016-10-24,189.42922973632812
2016-10-25,186.5333709716797
2016-10-26,187.23233032226562
2016-10-27,196.11964416503906
2016-10-28,194.92135620117188
2016-10-31,193.22378540039062
2016-11-01,193.22378540039062
2016-11-02,193.62319946289062
2016-11-03,195.021240234375
2016-11-04,196.7187957763672
2016-11-07,200.0140838623047
2016-11-08,194.72164916992188
2016-11-09,194.62176513671875
2016-11-10,192.72451782226562
2016-11-11,192.82437133789062
2016-11-14,193.12393188476562
2016-11-15,195.32078552246094
2016-11-16,194.1224822998047
2016-11-17,195.919921875
2016-11-18,200.11395263671875
2016-11-21,199.71450805664062
2016-11-22,203.70883178710938
2016-11-23,200.9127960205078
2016-11-24,202.90994262695312
2016-11-25,202.61036682128906
2016-11-28,203.70883178710938
2016-11-29,202.7102508544922
2016-11-30,193.9227752685547
2016-12-01,191.72593688964844
2016-12-02,196.8186798095703
2016-12-05,198.4163818359375
2016-12-06,195.72023010253906
2016-12-07,193.72308349609375
2016-12-08,194.22235107421875
2016-12-09,199.71450805664062
2016-12-12,197.41781616210938
2016-12-13,195.12106323242188
2016-12-14,195.62034606933594
2016-12-15,196.7187957763672
2016-12-16,197.01837158203125
2016-12-19,196.51910400390625
2016-12-20,194.72164916992188
2016-12-21,192.92420959472656
2016-12-22,194.52194213867188
2016-12-23,192.72451782226562
2016-12-28,193.5233612060547
2016-12-29,194.72164916992188
2016-12-30,194.72164916992188
2017-01-03,193.5233612060547
2017-01-04,194.72164916992188
2017-01-05,194.72164916992188
2017-01-06,194.52194213867188
2017-01-09,194.72164916992188
2017-01-10,194.62176513671875
2017-01-11,193.02407836914062
2017-01-12,188.73020935058594
2017-01-13,191.72593688964844
2017-01-16,192.52479553222656
2017-01-17,193.72308349609375
2017-01-18,194.22235107421875
2017-01-19,194.4220733642578
2017-01-20,195.12106323242188
2017-01-23,196.51910400390625
2017-01-24,197.01837158203125
2017-01-25,192.62464904785156
2017-01-26,198.61605834960938
2017-01-27,193.82293701171875
2017-01-30,196.41921997070312
2017-01-31,198.4163818359375
2017-02-01,201.41207885742188
2017-02-02,202.2109375
2017-02-03,202.41065979003906
2017-02-06,205.20664978027344
2017-02-07,207.2038116455078
2017-02-08,208.90139770507812
2017-02-09,205.62576293945312
2017-02-10,207.72296142578125
2017-02-13,210.11973571777344
2017-02-14,208.02255249023438
2017-02-15,209.7202911376953
2017-02-16,207.82281494140625
2017-02-17,203.32882690429688
2017-02-20,208.02255249023438
2017-02-21,211.3181610107422
2017-02-22,213.0159149169922
2017-02-23,208.42201232910156
2017-02-24,209.021240234375
2017-02-27,208.62176513671875
2017-02-28,211.71762084960938
2017-03-01,210.21961975097656
2017-03-02,209.3208465576172
2017-03-03,210.41934204101562
2017-03-06,210.11973571777344
2017-03-07,209.82017517089844
2017-03-08,209.220947265625
2017-03-09,210.71896362304688
2017-03-10,209.82017517089844
2017-03-13,212.31683349609375
2017-03-14,213.81483459472656
2017-03-15,212.21694946289062
2017-03-16,209.220947265625
2017-03-17,216.31150817871094
2017-03-20,215.5125732421875
2017-03-21,214.0145721435547
2017-03-22,212.21694946289062
2017-03-23,212.816162109375
2017-03-24,213.7149658203125
2017-03-27,216.71096801757812
2017-03-28,216.2116241455078
2017-03-29,212.71629333496094
2017-03-30,214.3141632080078
2017-03-31,208.42201232910156
2017-04-03,208.82150268554688
2017-04-04,209.021240234375
2017-04-05,210.01992797851562
2017-04-06,214.1144256591797
2017-04-07,208.92137145996094
2017-04-10,210.9186553955078
2017-04-11,212.21694946289062
2017-04-12,211.0185546875
2017-04-13,211.71762084960938
2017-04-18,212.71629333496094
2017-04-19,217.70962524414062
2017-04-20,213.61509704589844
2017-04-21,212.71629333496094
2017-04-24,209.52056884765625
2017-04-25,213.11575317382812
2017-04-26,211.71762084960938
2017-04-27,214.1144256591797
2017-04-28,213.51522827148438
2017-05-02,213.2156219482422
2017-05-03,212.71629333496094
2017-05-04,213.11575317382812
2017-05-05,210.71896362304688
2017-05-08,208.32215881347656
2017-05-09,211.118408203125
2017-05-10,211.71762084960938
2017-05-11,208.12242126464844
2017-05-12,205.72561645507812
2017-05-15,205.72561645507812
2017-05-16,207.52322387695312
2017-05-17,205.62576293945312
2017-05-18,210.01992797851562
2017-05-19,211.118408203125
2017-05-22,211.118408203125
2017-05-23,209.7202911376953
2017-05-24,212.11709594726562
2017-05-25,218.90802001953125
2017-05-26,221.90403747558594
2017-05-30,219.70697021484375
2017-05-31,219.2076416015625
2017-06-01,220.10643005371094
2017-06-02,221.3048553466797
2017-06-05,220.80551147460938
2017-06-06,219.70697021484375
2017-06-07,219.70697021484375
2017-06-08,219.90670776367188
2017-06-09,219.70697021484375
2017-06-12,219.70697021484375
2017-06-13,219.2076416015625
2017-06-14,226.69764709472656
2017-06-15,223.70162963867188
2017-06-16,243.17567443847656
2017-06-19,235.48593139648438
2017-06-20,230.89202880859375
2017-06-21,231.99061584472656
2017-06-22,235.7855224609375
2017-06-23,236.28485107421875
2017-06-26,232.78953552246094
2017-06-27,236.78421020507812
2017-06-28,232.6896514892578
2017-06-29,237.38340759277344
2017-06-30,236.88404846191406
2017-07-03,228.6949920654297
2017-07-04,229.49392700195312
2017-07-05,233.18898010253906
2017-07-06,231.6909942626953
2017-07-07,226.99725341796875
2017-07-10,227.596435546875
2017-07-11,227.596435546875
2017-07-12,220.20631408691406
2017-07-13,226.59776306152344
2017-07-14,223.9313507080078
2017-07-17,222.30349731445312
2017-07-18,221.70428466796875
2017-07-19,223.70162963867188
2017-07-20,223.9013671875
2017-07-21,222.7029571533203
2017-07-24,225.79884338378906
2017-07-25,225.19964599609375
2017-07-26,223.70162963867188
2017-07-27,228.4952392578125
2017-07-28,232.48992919921875
2017-07-31,233.68833923339844
2017-08-01,238.48194885253906
2017-08-02,239.68031311035156
2017-08-03,236.68434143066406
2017-08-04,238.2822265625
2017-08-07,234.4872589111328
2017-08-08,234.0877685546875
2017-08-09,234.5870819091797
2017-08-10,231.7908935546875
2017-08-11,228.6949920654297
2017-08-14,233.58843994140625
2017-08-15,236.38473510742188
2017-08-16,239.2808837890625
2017-08-17,224.70028686523438
2017-08-18,233.089111328125
2017-08-21,233.38870239257812
2017-08-22,226.69764709472656
2017-08-23,225.09979248046875
2017-08-24,229.6936492919922
2017-08-25,224.50057983398438
2017-08-29,228.39537048339844
2017-08-30,223.30218505859375
2017-08-31,229.6936492919922
2017-09-01,228.6949920654297
2017-09-04,225.09979248046875
2017-09-05,224.30084228515625
2017-09-06,223.30218505859375
2017-09-07,230.3927001953125
2017-09-08,229.29420471191406
2017-09-11,236.08511352539062
2017-09-12,236.1850128173828
2017-09-13,236.88404846191406
2017-09-14,234.4872589111328
2017-09-15,234.68701171875
2017-09-18,222.6031036376953
2017-09-19,226.8973846435547
2017-09-20,227.69630432128906
2017-09-21,219.8579559326172
2017-09-22,217.46058654785156
2017-09-25,219.758056640625
2017-09-26,216.76133728027344
2017-09-27,217.96002197265625
2017-09-28,210.36839294433594
2017-09-29,221.75584411621094
2017-10-02,219.25860595703125
2017-10-03,221.05662536621094
2017-10-04,222.5549774169922
2017-10-05,225.15211486816406
2017-10-06,233.64276123046875
2017-10-09,221.75584411621094
2017-10-10,225.55169677734375
2017-10-11,225.25201416015625
2017-10-12,227.84912109375
2017-10-13,227.3496856689453
2017-10-16,234.84144592285156
2017-10-17,229.74703979492188
2017-10-18,229.34750366210938
2017-10-19,234.2421112060547
2017-10-20,233.04345703125
2017-10-23,228.04891967773438
2017-10-24,220.8568572998047
2017-10-25,221.4561767578125
2017-10-26,231.54507446289062
2017-10-27,232.444091796875
2017-10-30,231.8447723388672
2017-10-31,237.63836669921875
2017-11-01,236.43968200683594
2017-11-02,237.73825073242188
2017-11-03,234.74156188964844
2017-11-06,234.04232788085938
2017-11-07,234.3419952392578
2017-11-08,227.24981689453125
2017-11-09,230.54617309570312
2017-11-10,234.04232788085938
2017-11-13,232.04454040527344
2017-11-14,232.84365844726562
2017-11-15,231.4451904296875
2017-11-16,233.94241333007812
2017-11-17,233.54286193847656
2017-11-20,234.14218139648438
2017-11-21,235.740478515625
2017-11-22,238.13783264160156
2017-11-23,240.43527221679688
2017-11-24,239.23660278320312
2017-11-27,241.53408813476562
2017-11-28,239.7360382080078
2017-11-29,246.12901306152344
2017-11-30,246.0291290283203
2017-12-01,237.53848266601562
2017-12-04,240.8348388671875
2017-12-05,246.12901306152344
2017-12-06,244.73056030273438
2017-12-07,239.43638610839844
2017-12-08,242.73275756835938
2017-12-11,245.7294464111328
2017-12-12,245.7294464111328
2017-12-13,244.01234436035156
2017-12-14,244.73056030273438
2017-12-15,245.0302276611328
2017-12-18,243.6317596435547
2017-12-19,242.03353881835938
2017-12-20,243.73167419433594
2017-12-21,243.6317596435547
2017-12-22,244.73056030273438
2017-12-27,248.22671508789062
2017-12-28,244.73056030273438
2017-12-29,241.2344207763672
2018-01-02,248.22671508789062
2018-01-03,243.2322235107422
2018-01-04,245.23001098632812
2018-01-05,244.73056030273438
2018-01-08,245.23001098632812
2018-01-09,241.2344207763672
2018-01-10,241.73387145996094
2018-01-11,244.2311248779297
2018-01-12,239.23660278320312
2018-01-15,243.73167419433594
2018-01-16,244.73056030273438
2018-01-17,238.73716735839844
2018-01-18,239.7360382080078
2018-01-19,240.23548889160156
2018-01-22,242.2333221435547
2018-01-23,232.24429321289062
2018-01-24,232.74375915527344
2018-01-25,235.2410125732422
2018-01-26,225.75146484375
2018-01-29,224.75253295898438
2018-01-30,223.2541961669922
2018-01-31,226.7503662109375
2018-02-01,227.74925231933594
2018-02-02,225.25201416015625
2018-02-05,227.24981689453125
2018-02-06,221.75584411621094
2018-02-07,227.24981689453125
2018-02-08,223.75364685058594
2018-02-09,223.2541961669922
2018-02-12,226.2509307861328
2018-02-13,229.74703979492188
2018-02-14,229.74703979492188
2018-02-15,233.76451110839844
2018-02-16,231.2670135498047
2018-02-19,226.7715606689453
2018-02-20,227.77053833007812
2018-02-21,222.2760772705078
2018-02-22,222.2760772705078
2018-02-23,223.77456665039062
2018-02-26,225.2730712890625
2018-02-27,225.77256774902344
2018-02-28,219.77859497070312
2018-03-01,222.77557373046875
2018-03-02,222.77557373046875
2018-03-05,221.7765655517578
2018-03-06,224.2740478515625
2018-03-07,217.78060913085938
2018-03-08,215.2831268310547
2018-03-09,217.78060913085938
2018-03-12,219.77859497070312
2018-03-13,216.28211975097656
2018-03-14,214.78363037109375
2018-03-15,215.7826385498047
2018-03-16,217.78060913085938
2018-03-19,216.28211975097656
2018-03-20,213.78465270996094
2018-03-21,214.28411865234375
2018-03-22,206.7916717529297
2018-03-23,210.78765869140625
2018-03-26,207.79066467285156
2018-03-27,209.28915405273438
2018-03-28,209.28915405273438
2018-03-29,206.2921905517578
2018-04-03,206.7916717529297
2018-04-04,213.28514099121094
2018-04-05,179.81886291503906
2018-04-06,173.22549438476562
2018-04-09,172.2264862060547
2018-04-10,177.22146606445312
2018-04-11,175.62306213378906
2018-04-12,175.023681640625
2018-04-13,173.02566528320312
2018-04-16,174.8238983154297
2018-04-17,171.82688903808594
2018-04-18,172.6260986328125
2018-04-19,174.6240997314453
2018-04-20,172.82589721679688
2018-04-23,173.42529296875
2018-04-24,172.82589721679688
2018-04-25,169.8289031982422
2018-04-26,169.22950744628906
2018-04-27,174.42428588867188
2018-04-30,174.8238983154297
2018-05-01,173.8249053955078
2018-05-02,172.6260986328125
2018-05-03,172.2264862060547
2018-05-04,172.2264862060547
2018-05-08,172.0266876220703
2018-05-09,173.8249053955078
2018-05-10,174.2244873046875
2018-05-11,174.8238983154297
2018-05-14,170.228515625
2018-05-15,167.63113403320312
2018-05-16,164.23452758789062
2018-05-17,169.62911987304688
2018-05-18,161.43739318847656
2018-05-21,154.84400939941406
2018-05-22,169.62911987304688
2018-05-23,171.2274932861328
2018-05-24,175.22349548339844
2018-05-25,174.6240997314453
2018-05-29,179.21945190429688
2018-05-30,180.81785583496094
2018-05-31,186.6120147705078
2018-06-01,186.81179809570312
2018-06-04,187.81080627441406
2018-06-05,187.01162719726562
2018-06-06,184.81381225585938
2018-06-07,186.4122314453125
2018-06-08,185.6129913330078
2018-06-11,186.81179809570312
2018-06-12,187.21139526367188
2018-06-13,188.01058959960938
2018-06-14,189.8087921142578
2018-06-15,187.21139526367188
2018-06-18,188.80978393554688
2018-06-19,188.21038818359375
2018-06-20,188.4102020263672
2018-06-21,188.80978393554688
2018-06-22,192.8057861328125
2018-06-25,187.01162719726562
2018-06-26,184.4142303466797
2018-06-27,186.81179809570312
2018-06-28,183.01564025878906
2018-06-29,191.20736694335938
2018-07-02,190.00857543945312
2018-07-03,188.01058959960938
2018-07-04,193.8047637939453
2018-07-05,184.81381225585938
2018-07-06,187.81080627441406
2018-07-09,187.6110076904297
2018-07-10,187.01162719726562
2018-07-11,182.81582641601562
2018-07-12,177.8208465576172
2018-07-13,176.2224578857422
2018-07-16,183.9586639404297
2018-07-17,183.4152374267578
2018-07-18,175.62306213378906
2018-07-19,183.8148193359375
2018-07-20,182.81582641601562
2018-07-23,182.81582641601562
2018-07-24,182.6160430908203
2018-07-25,183.4152374267578
2018-07-26,184.21441650390625
2018-07-27,188.80978393554688
2018-07-30,185.6129913330078
2018-07-31,181.417236328125
2018-08-01,187.4112091064453
2018-08-02,181.417236328125
2018-08-03,180.01864624023438
2018-08-06,178.81983947753906
2018-08-07,181.01763916015625
2018-08-08,177.8208465576172
2018-08-09,178.6200714111328
2018-08-10,186.6120147705078
2018-08-13,187.21139526367188
2018-08-14,183.21543884277344
2018-08-15,175.8228759765625
2018-08-16,170.82791137695312
2018-08-17,164.03475952148438
2018-08-20,163.83494567871094
2018-08-21,174.6240997314453
2018-08-22,167.63113403320312
2018-08-23,168.63011169433594
2018-08-24,166.83193969726562
2018-08-28,174.8238983154297
2018-08-29,169.8289031982422
2018-08-30,171.82688903808594
2018-08-31,172.6260986328125
2018-09-03,170.62811279296875
2018-09-04,169.62911987304688
2018-09-05,171.2274932861328
2018-09-06,170.62811279296875
2018-09-07,174.42428588867188
2018-09-10,173.62509155273438
2018-09-11,173.22549438476562
2018-09-12,175.8228759765625
2018-09-13,176.42225646972656
2018-09-14,171.82688903808594
2018-09-17,182.4162139892578
2018-09-18,183.4152374267578
2018-09-19,176.2224578857422
2018-09-20,171.8785400390625
2018-09-21,170.07980346679688
2018-09-24,171.8785400390625
2018-09-25,168.2810821533203
2018-09-26,174.87643432617188
2018-09-27,171.07911682128906
2018-09-28,169.87994384765625
2018-10-01,175.67587280273438
2018-10-02,170.6793975830078
2018-10-03,172.677978515625
2018-10-04,171.2789764404297
2018-10-05,171.4788360595703
2018-10-08,166.48236083984375
2018-10-09,169.87994384765625
2018-10-10,173.07769775390625
2018-10-11,169.0805206298828
2018-10-12,167.28179931640625
2018-10-15,166.68223571777344
2018-10-16,168.68081665039062
2018-10-17,163.0847625732422
2018-10-18,156.08970642089844
2018-10-19,158.6878662109375
2018-10-22,160.0868682861328
2018-10-23,152.8919677734375
2018-10-24,151.89266967773438
2018-10-25,157.48873901367188
2018-10-26,154.69068908691406
2018-10-29,150.8933563232422
2018-10-30,155.29025268554688
2018-10-31,159.88702392578125
2018-11-01,160.8863067626953
2018-11-02,161.2860107421875
2018-11-05,153.4915313720703
2018-11-06,151.89266967773438
2018-11-07,153.4915313720703
2018-11-08,154.8905487060547
2018-11-09,156.88912963867188
2018-11-12,154.2909698486328
2018-11-13,159.88702392578125
2018-11-14,155.29025268554688
2018-11-15,159.4873046875
2018-11-16,153.4915313720703
2018-11-19,152.8919677734375
2018-11-20,152.8919677734375
2018-11-21,158.6878662109375
2018-11-22,159.88702392578125
2018-11-23,152.09251403808594
2018-11-26,156.08970642089844
2018-11-27,153.89125061035156
2018-11-28,153.09182739257812
2018-11-29,153.4915313720703
2018-11-30,158.88771057128906
2018-12-03,155.6899871826172
2018-12-04,142.2994384765625
2018-12-05,142.89901733398438
2018-12-06,141.50003051757812
2018-12-07,137.7026824951172
2018-12-10,136.90325927734375
2018-12-11,134.9046630859375
2018-12-12,142.4993133544922
2018-12-13,136.90325927734375
2018-12-14,142.0995635986328
2018-12-17,136.90325927734375
2018-12-18,141.30015563964844
2018-12-19,149.89407348632812
2018-12-20,148.29519653320312
2018-12-21,142.2994384765625
2018-12-24,134.9046630859375
2018-12-27,137.1031036376953
2018-12-28,140.9004364013672
2018-12-31,137.7026824951172
2019-01-02,139.90115356445312
2019-01-03,142.0995635986328
2019-01-04,139.70127868652344
2019-01-07,142.0995635986328
2019-01-08,149.49436950683594
2019-01-09,145.89691162109375
2019-01-10,143.8983154296875
2019-01-11,148.4950714111328
2019-01-14,154.0911102294922
2019-01-15,158.88771057128906
2019-01-16,152.69210815429688
2019-01-17,150.29379272460938
2019-01-18,152.8919677734375
2019-01-21,148.0953369140625
2019-01-22,149.89407348632812
2019-01-23,144.8976287841797
2019-01-24,146.09677124023438
2019-01-25,150.49366760253906
2019-01-28,147.09605407714844
2019-01-29,151.89266967773438
2019-01-30,149.49436950683594
2019-01-31,158.6878662109375
2019-02-01,164.28390502929688
2019-02-04,169.87994384765625
2019-02-05,171.8785400390625
2019-02-06,170.4795379638672
2019-02-07,163.8842010498047
2019-02-08,161.2860107421875
2019-02-11,164.48377990722656
2019-02-12,163.8842010498047
2019-02-13,167.48165893554688
2019-02-14,162.30615234375
2019-02-15,162.30615234375
2019-02-18,167.10336303710938
2019-02-19,163.10568237304688
2019-02-20,166.70361328125
2019-02-21,168.30267333984375
2019-02-22,166.5037078857422
2019-02-25,162.30615234375
2019-02-26,162.30615234375
2019-02-27,167.30325317382812
2019-02-28,162.9058074951172
2019-03-01,167.90292358398438
2019-03-04,163.70533752441406
2019-03-05,163.9052276611328
2019-03-06,160.90695190429688
2019-03-07,164.3049774169922
2019-03-08,162.9058074951172
2019-03-11,161.70648193359375
2019-03-12,158.30845642089844
2019-03-13,162.9058074951172
2019-03-14,160.90695190429688
2019-03-15,164.90463256835938
2019-03-18,164.70474243164062
2019-03-19,164.90463256835938
2019-03-20,157.10914611816406
2019-03-21,161.50660705566406
2019-03-22,161.50660705566406
2019-03-25,154.71054077148438
2019-03-26,157.90869140625
2019-03-27,156.9092559814453
2019-03-28,156.9092559814453
2019-03-29,157.30902099609375
2019-04-01,158.50836181640625
2019-04-02,160.90695190429688
2019-04-03,159.90753173828125
2019-04-04,157.90869140625
2019-04-05,160.30728149414062
2019-04-08,156.50950622558594
2019-04-09,159.307861328125
2019-04-10,153.1114501953125
2019-04-11,153.31134033203125
2019-04-12,159.90753173828125
2019-04-15,160.90695190429688
2019-04-16,158.10858154296875
2019-04-17,153.1114501953125
2019-04-18,155.9098358154297
2019-04-23,159.5077667236328
2019-04-24,157.30902099609375
2019-04-25,159.90753173828125
2019-04-26,153.71112060546875
2019-04-29,159.7076416015625
2019-04-30,159.90753173828125
2019-05-01,158.90809631347656
2019-05-02,160.70706176757812
2019-05-03,160.30728149414062
2019-05-07,159.5077667236328
2019-05-08,158.70822143554688
