Date,SCHO.CO
2015-08-24,276.133544921875
2015-08-25,276.911376953125
2015-08-26,281.9673156738281
2015-08-27,283.52301025390625
2015-08-28,279.6338195800781
2015-08-31,287.4122314453125
2015-09-01,276.133544921875
2015-09-02,275.35565185546875
2015-09-03,286.6343994140625
2015-09-04,291.69036865234375
2015-09-07,289.3567810058594
2015-09-08,294.41278076171875
2015-09-09,298.3019714355469
2015-09-10,300.2466125488281
2015-09-11,297.1352233886719
2015-09-14,295.9684753417969
2015-09-15,292.0792541503906
2015-09-16,294.0238342285156
2015-09-17,298.3019714355469
2015-09-18,298.6908874511719
2015-09-21,299.4687805175781
2015-09-22,287.0233154296875
2015-09-23,283.91192626953125
2015-09-24,283.91192626953125
2015-09-25,287.0233154296875
2015-09-28,283.91192626953125
2015-09-29,276.911376953125
2015-09-30,279.2449035644531
2015-10-01,281.9673156738281
2015-10-02,279.6338195800781
2015-10-05,293.2460021972656
2015-10-06,295.57952880859375
2015-10-07,299.07977294921875
2015-10-08,295.9684753417969
2015-10-09,296.7463073730469
2015-10-12,295.19061279296875
2015-10-13,294.41278076171875
2015-10-14,296.7463073730469
2015-10-15,294.41278076171875
2015-10-16,292.0792541503906
2015-10-19,288.5790100097656
2015-10-20,292.4681701660156
2015-10-21,293.2460021972656
2015-10-22,291.3013916015625
2015-10-23,293.63494873046875
2015-10-26,291.69036865234375
2015-10-27,291.69036865234375
2015-10-28,286.24542236328125
2015-10-29,281.189453125
2015-10-30,276.133544921875
2015-11-02,273.0221252441406
2015-11-03,275.35565185546875
2015-11-04,280.0227355957031
2015-11-05,291.69036865234375
2015-11-06,288.5790100097656
2015-11-09,290.91253662109375
2015-11-10,294.41278076171875
2015-11-11,302.1911926269531
2015-11-12,305.30255126953125
2015-11-13,306.4692687988281
2015-11-16,306.4692687988281
2015-11-17,308.4139099121094
2015-11-18,313.4698181152344
2015-11-19,313.8587951660156
2015-11-20,310.3585205078125
2015-11-23,312.3031311035156
2015-11-24,308.8028259277344
2015-11-25,314.63665771484375
2015-11-26,316.1923522949219
2015-11-27,318.1369323730469
2015-11-30,319.3037109375
2015-12-01,322.4150390625
2015-12-02,322.026123046875
2015-12-03,318.5258483886719
2015-12-04,316.1923522949219
2015-12-07,319.6926574707031
2015-12-08,322.026123046875
2015-12-09,318.5258483886719
2015-12-10,316.1923522949219
2015-12-11,299.4687805175781
2015-12-14,287.8011169433594
2015-12-15,288.9679260253906
2015-12-16,290.1346435546875
2015-12-17,297.9130554199219
2015-12-18,297.9130554199219
2015-12-21,294.41278076171875
2015-12-22,295.57952880859375
2015-12-23,301.80230712890625
2015-12-28,300.635498046875
2015-12-29,301.4133605957031
2015-12-30,301.02447509765625
2016-01-04,295.19061279296875
2016-01-05,298.3019714355469
2016-01-06,300.2466125488281
2016-01-07,287.8011169433594
2016-01-08,283.52301025390625
2016-01-11,276.911376953125
2016-01-12,276.133544921875
2016-01-13,276.911376953125
2016-01-14,269.1329345703125
2016-01-15,257.85430908203125
2016-01-18,259.4099426269531
2016-01-19,263.29913330078125
2016-01-20,253.57614135742188
2016-01-21,267.1883850097656
2016-01-22,290.91253662109375
2016-01-25,295.57952880859375
2016-01-26,299.8576965332031
2016-01-27,308.8028259277344
2016-01-28,308.4139099121094
2016-01-29,315.41448974609375
2016-02-01,322.8039245605469
2016-02-02,316.58123779296875
2016-02-03,325.13751220703125
2016-02-04,316.1923522949219
2016-02-05,309.9696044921875
2016-02-08,297.1352233886719
2016-02-09,283.91192626953125
2016-02-10,301.02447509765625
2016-02-11,293.2460021972656
2016-02-12,301.4133605957031
2016-02-15,308.8028259277344
2016-02-16,309.5806884765625
2016-02-17,308.0249938964844
2016-02-18,316.58123779296875
2016-02-19,310.3585205078125
2016-02-22,314.2477111816406
2016-02-23,312.3031311035156
2016-02-24,309.9696044921875
2016-02-25,315.0255432128906
2016-02-26,316.97015380859375
2016-02-29,322.8039245605469
2016-03-01,328.6378173828125
2016-03-02,329.8045349121094
2016-03-03,322.8039245605469
2016-03-04,323.19287109375
2016-03-07,319.6926574707031
2016-03-08,311.1363830566406
2016-03-09,302.5801086425781
2016-03-10,301.4133605957031
2016-03-11,302.96905517578125
2016-03-14,307.2471618652344
2016-03-15,308.0249938964844
2016-03-16,305.69140625
2016-03-17,302.1911926269531
2016-03-18,303.35797119140625
2016-03-21,303.746826171875
2016-03-22,307.2471618652344
2016-03-23,315.41448974609375
2016-03-29,314.63665771484375
2016-03-30,315.8034362792969
2016-03-31,318.1369323730469
2016-04-01,320.08148193359375
2016-04-04,315.0255432128906
2016-04-05,315.8034362792969
2016-04-06,318.5258483886719
2016-04-07,316.1923522949219
2016-04-08,313.0809631347656
2016-04-11,313.4698181152344
2016-04-12,314.63665771484375
2016-04-13,307.2471618652344
2016-04-14,305.69140625
2016-04-15,304.8933410644531
2016-04-18,302.4988708496094
2016-04-19,304.4942321777344
2016-04-20,306.8887023925781
2016-04-21,304.4942321777344
2016-04-25,306.0905456542969
2016-04-26,304.8933410644531
2016-04-27,306.4896545410156
2016-04-28,307.6868591308594
2016-04-29,303.2969970703125
2016-05-02,306.4896545410156
2016-05-03,297.3108825683594
2016-05-04,299.3062438964844
2016-05-09,300.5035095214844
2016-05-10,306.8887023925781
2016-05-11,307.28778076171875
2016-05-12,306.4896545410156
2016-05-13,302.09979248046875
2016-05-17,300.9025573730469
2016-05-18,298.9072265625
2016-05-19,294.5173645019531
2016-05-20,296.91180419921875
2016-05-23,299.705322265625
2016-05-24,298.1090393066406
2016-05-25,314.47113037109375
2016-05-26,319.65911865234375
2016-05-27,319.2600402832031
2016-05-30,324.44805908203125
2016-05-31,324.84710693359375
2016-06-01,324.84710693359375
2016-06-02,320.05816650390625
2016-06-03,321.6545104980469
2016-06-06,313.6729431152344
2016-06-07,314.0720520019531
2016-06-08,314.0720520019531
2016-06-09,308.8840637207031
2016-06-10,303.2969970703125
2016-06-13,294.5173645019531
2016-06-14,290.9257507324219
2016-06-15,296.51275634765625
2016-06-16,281.7469482421875
2016-06-17,294.91644287109375
2016-06-20,299.705322265625
2016-06-21,297.3108825683594
2016-06-22,298.9072265625
2016-06-23,299.705322265625
2016-06-24,292.92108154296875
2016-06-27,275.36175537109375
2016-06-28,281.7469482421875
2016-06-29,286.5358581542969
2016-06-30,295.7145690917969
2016-07-01,299.3062438964844
2016-07-04,301.70074462890625
2016-07-05,298.50811767578125
2016-07-06,299.705322265625
2016-07-07,308.48504638671875
2016-07-08,310.0813293457031
2016-07-11,313.27386474609375
2016-07-12,313.6729431152344
2016-07-13,311.6776123046875
2016-07-14,311.6776123046875
2016-07-15,310.87945556640625
2016-07-18,308.8840637207031
2016-07-19,305.2923889160156
2016-07-20,306.4896545410156
2016-07-21,306.4896545410156
2016-07-22,304.0951843261719
2016-07-25,305.2923889160156
2016-07-26,307.6868591308594
2016-07-27,307.6868591308594
2016-07-28,305.2923889160156
2016-07-29,308.0859375
2016-08-01,306.8887023925781
2016-08-02,305.2923889160156
2016-08-03,303.2969970703125
2016-08-04,301.30169677734375
2016-08-05,300.10443115234375
2016-08-08,299.3062438964844
2016-08-09,301.70074462890625
2016-08-10,300.9025573730469
2016-08-11,313.6729431152344
2016-08-12,323.64984130859375
2016-08-15,325.2461853027344
2016-08-16,322.8516845703125
2016-08-17,320.05816650390625
2016-08-18,322.0535583496094
2016-08-19,324.0489196777344
2016-08-22,328.0396728515625
2016-08-23,332.03045654296875
2016-08-24,334.8239440917969
2016-08-25,331.6313171386719
2016-08-26,336.0211486816406
2016-08-29,333.2276306152344
2016-08-30,335.2230224609375
2016-08-31,335.6221008300781
2016-09-01,334.4248962402344
2016-09-02,341.6082458496094
2016-09-05,344.0026550292969
2016-09-06,344.80084228515625
2016-09-07,342.8054504394531
2016-09-08,342.8054504394531
2016-09-09,350.7869567871094
2016-09-12,345.5989990234375
2016-09-13,350.3878479003906
2016-09-14,346.7961730957031
2016-09-15,345.1999206542969
2016-09-16,351.1860656738281
2016-09-19,351.5850524902344
2016-09-20,351.1860656738281
2016-09-21,351.5850524902344
2016-09-22,353.97955322265625
2016-09-23,347.5943908691406
2016-09-26,347.9934387207031
2016-09-27,341.2091369628906
2016-09-28,345.1999206542969
2016-09-29,348.7915954589844
2016-09-30,345.1999206542969
2016-10-03,347.5943908691406
2016-10-04,346.7961730957031
2016-10-05,345.1999206542969
2016-10-06,345.5989990234375
2016-10-07,342.4063720703125
2016-10-10,340.81005859375
2016-10-11,340.81005859375
2016-10-12,336.0211486816406
2016-10-13,335.6221008300781
2016-10-14,340.81005859375
2016-10-17,340.01190185546875
2016-10-18,340.4109802246094
2016-10-19,344.0026550292969
2016-10-20,341.2091369628906
2016-10-21,341.2091369628906
2016-10-24,342.8054504394531
2016-10-25,340.4109802246094
2016-10-26,338.0165710449219
2016-10-27,342.4063720703125
2016-10-28,343.2045593261719
2016-10-31,343.60357666015625
2016-11-01,343.2045593261719
2016-11-02,336.8193054199219
2016-11-03,335.2230224609375
2016-11-04,330.43414306640625
2016-11-07,332.03045654296875
2016-11-08,327.6406555175781
2016-11-09,330.43414306640625
2016-11-10,349.1906433105469
2016-11-11,342.8054504394531
2016-11-14,344.0026550292969
2016-11-15,344.4017333984375
2016-11-16,354.7776794433594
2016-11-17,365.1536865234375
2016-11-18,371.1397705078125
2016-11-21,370.34161376953125
2016-11-22,372.736083984375
2016-11-23,368.745361328125
2016-11-24,373.1351318359375
2016-11-25,373.1351318359375
2016-11-28,377.12591552734375
2016-11-29,376.7268371582031
2016-11-30,373.5342102050781
2016-12-01,371.93792724609375
2016-12-02,368.745361328125
2016-12-05,370.7406921386719
2016-12-06,372.33697509765625
2016-12-07,376.7268371582031
2016-12-08,379.12127685546875
2016-12-09,395.08428955078125
2016-12-12,396.2815246582031
2016-12-13,407.0564880371094
2016-12-14,395.4833679199219
2016-12-15,399.8731689453125
2016-12-16,405.4602355957031
2016-12-19,403.8639221191406
2016-12-20,403.0657958984375
2016-12-21,406.2583923339844
2016-12-22,404.6620788574219
2016-12-23,406.2583923339844
2016-12-27,406.2583923339844
2016-12-28,406.2583923339844
2016-12-29,411.0472717285156
2016-12-30,419.8269348144531
2017-01-02,413.4416809082031
2017-01-03,409.4509582519531
2017-01-04,406.6574401855469
2017-01-05,419.4278869628906
2017-01-06,415.43707275390625
2017-01-09,412.6435852050781
2017-01-10,411.0472717285156
2017-01-11,407.8546447753906
2017-01-12,411.0472717285156
2017-01-13,418.6297302246094
2017-01-16,415.0379943847656
2017-01-17,411.84539794921875
2017-01-18,415.836181640625
2017-01-19,416.23529052734375
2017-01-20,415.0379943847656
2017-01-23,413.8407897949219
2017-01-24,417.83154296875
2017-01-25,419.8269348144531
2017-01-26,418.6297302246094
2017-01-27,417.03338623046875
2017-01-30,412.2444763183594
2017-01-31,414.638916015625
2017-02-01,418.23065185546875
2017-02-02,428.20745849609375
2017-02-03,435.3908996582031
2017-02-06,432.99639892578125
2017-02-07,441.376953125
2017-02-08,440.57879638671875
2017-02-09,441.77606201171875
2017-02-10,444.5695495605469
2017-02-13,446.1658630371094
2017-02-14,446.5649719238281
2017-02-15,448.1612548828125
2017-02-16,448.9593811035156
2017-02-17,450.5556945800781
2017-02-20,446.5649719238281
2017-02-21,453.7482604980469
2017-02-22,449.3584899902344
2017-02-23,458.936279296875
2017-02-24,462.5279541015625
2017-02-27,453.3492431640625
2017-02-28,439.7807312011719
2017-03-01,451.3538513183594
2017-03-02,446.5649719238281
2017-03-03,446.96405029296875
2017-03-06,447.36309814453125
2017-03-07,453.7482604980469
2017-03-08,451.7529296875
2017-03-09,457.3399353027344
2017-03-10,470.11041259765625
2017-03-13,483.2798767089844
2017-03-14,478.0919189453125
2017-03-15,472.9039611816406
2017-03-16,478.0919189453125
2017-03-17,477.2937316894531
2017-03-20,486.47247314453125
2017-03-21,493.6558532714844
2017-03-22,490.8622741699219
2017-03-23,495.65118408203125
2017-03-24,500.4400634765625
2017-03-27,496.0502624511719
2017-03-28,503.6326599121094
2017-03-29,507.224365234375
2017-03-30,506.8252868652344
2017-03-31,510.4169921875
2017-04-03,510.8159484863281
2017-04-04,515.6049194335938
2017-04-05,518.7975463867188
2017-04-06,519.1966552734375
2017-04-07,532.3660888671875
2017-04-10,532.76513671875
2017-04-11,540.3475952148438
2017-04-12,549.1272583007812
2017-04-18,553.5170288085938
2017-04-19,553.1180419921875
2017-04-20,553.5170288085938
2017-04-21,552.2987670898438
2017-04-24,548.2377319335938
2017-04-25,558.7964477539062
2017-04-26,555.547607421875
2017-04-27,570.167236328125
2017-04-28,571.3856201171875
2017-05-01,573.4160766601562
2017-05-02,590.4722900390625
2017-05-03,586.8175048828125
2017-05-04,580.725830078125
2017-05-05,576.6649169921875
2017-05-08,581.9441528320312
2017-05-09,582.3502807617188
2017-05-10,583.1624755859375
2017-05-11,589.6600952148438
2017-05-15,583.1624755859375
2017-05-16,573.4160766601562
2017-05-17,563.2634887695312
2017-05-18,551.0804443359375
2017-05-19,563.6696166992188
2017-05-22,565.7001953125
2017-05-23,567.7306518554688
2017-05-24,568.9489135742188
2017-05-29,563.2634887695312
2017-05-30,564.887939453125
2017-05-31,575.04052734375
2017-06-01,576.6649169921875
2017-06-02,587.6295776367188
2017-06-06,587.2235107421875
2017-06-07,580.725830078125
2017-06-08,581.1319580078125
2017-06-09,580.725830078125
2017-06-12,580.3197631835938
2017-06-13,581.1319580078125
2017-06-14,587.2235107421875
2017-06-15,582.7564086914062
2017-06-16,588.03564453125
2017-06-19,608.7469482421875
2017-06-20,609.1530151367188
2017-06-21,603.4676513671875
2017-06-22,599.8126831054688
2017-06-23,595.3455200195312
2017-06-26,600.2188110351562
2017-06-27,576.6649169921875
2017-06-28,572.19775390625
2017-06-29,561.23291015625
2017-06-30,567.3245849609375
2017-07-03,561.6390380859375
2017-07-04,561.23291015625
2017-07-05,560.4208374023438
2017-07-06,559.2025146484375
2017-07-07,565.2940673828125
2017-07-10,563.2634887695312
2017-07-11,557.5780639648438
2017-07-12,557.9842529296875
2017-07-13,565.7001953125
2017-07-14,565.2940673828125
2017-07-17,567.3245849609375
2017-07-18,563.6696166992188
2017-07-19,573.8221435546875
2017-07-20,567.7306518554688
2017-07-21,563.2634887695312
2017-07-24,560.0147705078125
2017-07-25,564.887939453125
2017-07-26,563.6696166992188
2017-07-27,563.6696166992188
2017-07-28,552.2987670898438
2017-07-31,560.4208374023438
2017-08-01,562.045166015625
2017-08-02,562.8574829101562
2017-08-03,566.5123291015625
2017-08-04,573.0099487304688
2017-08-07,571.3856201171875
2017-08-08,571.3856201171875
2017-08-09,577.4771118164062
2017-08-10,569.35498046875
2017-08-11,569.7611694335938
2017-08-14,579.9136962890625
2017-08-15,579.507568359375
2017-08-16,582.3502807617188
2017-08-17,570.9794921875
2017-08-18,566.9183959960938
2017-08-21,551.0804443359375
2017-08-22,555.1416015625
2017-08-23,536.0546875
2017-08-24,536.0546875
2017-08-25,542.5523681640625
2017-08-28,541.7401123046875
2017-08-29,530.7752685546875
2017-08-30,529.15087890625
2017-08-31,531.99365234375
2017-09-01,539.303466796875
2017-09-04,535.6485595703125
2017-09-05,539.303466796875
2017-09-06,533.6180419921875
2017-09-07,533.6180419921875
2017-09-08,537.6790161132812
2017-09-11,530.3692626953125
2017-09-12,529.15087890625
2017-09-13,534.4302368164062
2017-09-14,537.27294921875
2017-09-15,529.5570068359375
2017-09-18,531.99365234375
2017-09-19,530.7752685546875
2017-09-20,537.6790161132812
2017-09-21,540.1156005859375
2017-09-22,562.045166015625
2017-09-25,557.1719970703125
2017-09-26,547.8316650390625
2017-09-27,548.6439208984375
