Date,KLAC
2015-08-03,43.38801193237305
2015-08-04,42.81820297241211
2015-08-05,43.47060012817383
2015-08-06,42.900787353515625
2015-08-07,43.23110580444336
2015-08-10,44.71757507324219
2015-08-11,43.77614974975586
2015-08-12,43.99911880493164
2015-08-13,42.96501541137695
2015-08-14,42.698150634765625
2015-08-17,43.22353744506836
2015-08-18,41.855865478515625
2015-08-19,41.70576095581055
2015-08-20,40.39646530151367
2015-08-21,39.779335021972656
2015-08-24,39.1705436706543
2015-08-25,38.628475189208984
2015-08-26,40.121253967285156
2015-08-27,41.355506896972656
2015-08-28,41.605674743652344
2015-08-31,41.789146423339844
2015-09-01,40.05453872680664
2015-09-02,40.579917907714844
2015-09-03,40.72169494628906
2015-09-04,39.645904541015625
2015-09-08,41.5306282043457
2015-09-09,41.15534973144531
2015-09-10,42.93166732788086
2015-09-11,42.70649337768555
2015-09-14,43.51542663574219
2015-09-15,43.8490104675293
2015-09-16,44.35770797729492
2015-09-17,42.78988265991211
2015-09-18,42.047672271728516
2015-09-21,41.0302734375
2015-09-22,41.19704818725586
2015-09-23,39.929439544677734
2015-09-24,40.196311950683594
2015-09-25,40.5382194519043
2015-09-28,40.43815231323242
2015-09-29,40.179630279541016
2015-09-30,41.69742965698242
2015-10-01,41.36384582519531
2015-10-02,42.05602264404297
2015-10-05,43.14015579223633
2015-10-06,43.75727462768555
2015-10-07,43.9240608215332
2015-10-08,44.441104888916016
2015-10-09,44.35770797729492
2015-10-12,44.04914093017578
2015-10-13,43.02340316772461
2015-10-14,43.857330322265625
2015-10-15,43.90739059448242
2015-10-16,44.17423629760742
2015-10-19,44.29933547973633
2015-10-20,44.91646194458008
2015-10-21,53.356021881103516
2015-10-22,54.12325668334961
2015-10-23,54.498538970947266
2015-10-26,54.44849395751953
2015-10-27,54.49018096923828
2015-10-28,54.882144927978516
2015-10-29,55.307464599609375
2015-10-30,55.974605560302734
2015-11-02,55.499267578125
2015-11-03,55.45756530761719
2015-11-04,55.73278045654297
2015-11-05,55.87453842163086
2015-11-06,55.74943923950195
2015-11-09,55.80781555175781
2015-11-10,55.67438888549805
2015-11-11,55.79114532470703
2015-11-12,55.35408020019531
2015-11-13,55.202816009521484
2015-11-16,55.76594161987305
2015-11-17,56.05168151855469
2015-11-18,56.39628601074219
2015-11-19,56.22819900512695
2015-11-20,56.32904052734375
2015-11-23,56.02648162841797
2015-11-24,55.85838317871094
2015-11-25,55.782745361328125
2015-11-27,55.925628662109375
2015-11-30,55.866798400878906
2015-12-01,57.06868362426758
2015-12-02,56.917388916015625
2015-12-03,55.98445510864258
2015-12-04,56.79132080078125
2015-12-07,56.71568298339844
2015-12-08,57.76628875732422
2015-12-09,56.79972839355469
2015-12-10,57.56456756591797
2015-12-11,57.04347229003906
2015-12-14,56.84173583984375
2015-12-15,57.892356872558594
2015-12-16,58.06044006347656
2015-12-17,57.19474411010742
2015-12-18,56.194580078125
2015-12-21,57.46370315551758
2015-12-22,58.06044006347656
2015-12-23,58.20332336425781
2015-12-24,58.421844482421875
2015-12-28,58.32939147949219
2015-12-29,58.74964904785156
2015-12-30,58.57312774658203
2015-12-31,58.287357330322266
2016-01-04,57.732669830322266
2016-01-05,57.774658203125
2016-01-06,55.9592399597168
2016-01-07,55.42133712768555
2016-01-08,54.83299255371094
2016-01-11,55.059932708740234
2016-01-12,55.26163864135742
2016-01-13,54.44636917114258
2016-01-14,56.02648162841797
2016-01-15,54.25307083129883
2016-01-19,54.059757232666016
2016-01-20,54.681705474853516
2016-01-21,54.32030487060547
2016-01-22,54.70693588256836
2016-01-25,54.337120056152344
2016-01-26,54.74894332885742
2016-01-27,54.15220260620117
2016-01-28,55.00950241088867
2016-01-29,56.30382537841797
2016-02-01,56.4130973815918
2016-02-02,55.606231689453125
2016-02-03,56.144142150878906
2016-02-04,56.21138381958008
2016-02-05,55.059932708740234
2016-02-08,53.90846633911133
2016-02-09,53.75718307495117
2016-02-10,53.90005874633789
2016-02-11,53.281490325927734
2016-02-12,54.05257797241211
2016-02-16,54.857566833496094
2016-02-17,55.56086349487305
2016-02-18,54.950775146484375
2016-02-19,55.662567138671875
2016-02-22,56.04384994506836
2016-02-23,55.654090881347656
2016-02-24,56.21333312988281
2016-02-25,57.153900146484375
2016-02-26,57.59451675415039
2016-02-29,57.39963912963867
2016-03-01,58.45035934448242
2016-03-02,57.97582244873047
2016-03-03,58.21308135986328
2016-03-04,57.882633209228516
2016-03-07,58.33171844482422
2016-03-08,57.39115524291992
2016-03-09,57.670780181884766
2016-03-10,58.21308135986328
2016-03-11,58.65369415283203
2016-03-14,58.94181442260742
2016-03-15,59.04349899291992
2016-03-16,59.441749572753906
2016-03-17,60.04338073730469
2016-03-18,60.314517974853516
2016-03-21,60.382301330566406
2016-03-22,60.53483581542969
2016-03-23,60.1619987487793
2016-03-24,59.992523193359375
2016-03-28,60.04338073730469
2016-03-29,61.31439208984375
2016-03-30,61.483863830566406
2016-03-31,61.69572067260742
2016-04-01,61.89906692504883
2016-04-04,61.712642669677734
2016-04-05,61.32286834716797
2016-04-06,61.63636779785156
2016-04-07,61.10256576538086
