Date,UNI.MI
2015-08-24,2.187720775604248
2015-08-25,2.283907651901245
2015-08-26,2.2336769104003906
2015-08-27,2.2774951457977295
2015-08-28,2.2304704189300537
2015-08-31,2.246501922607422
2015-09-01,2.1695520877838135
2015-09-02,2.1652770042419434
2015-09-03,2.270014524459839
2015-09-04,2.224058151245117
2015-09-07,2.232607841491699
2015-09-08,2.302076816558838
2015-09-09,2.295663833618164
2015-09-10,2.275357961654663
2015-09-11,2.246501922607422
2015-09-14,2.2379519939422607
2015-09-15,2.278564214706421
2015-09-16,2.307420253753662
2015-09-17,2.2967331409454346
2015-09-18,2.243295669555664
2015-09-21,2.2283332347869873
2015-09-22,2.1374900341033936
2015-09-23,2.1300084590911865
2015-09-24,2.084052562713623
2015-09-25,2.1887896060943604
2015-09-28,2.131077527999878
2015-09-29,2.095808744430542
2015-09-30,2.099015235900879
2015-10-01,2.1406960487365723
2015-10-02,2.196270704269409
2015-10-05,2.2603955268859863
2015-10-06,2.2967331409454346
2015-10-07,2.2582578659057617
2015-10-08,2.283907651901245
2015-10-09,2.3095576763153076
2015-10-12,2.2849769592285156
2015-10-13,2.2422268390655518
2015-10-14,2.211232900619507
2015-10-15,2.271083116531372
2015-10-16,2.361926555633545
2015-10-19,2.35123872756958
2015-10-20,2.3458948135375977
2015-10-21,2.3116953372955322
2015-10-22,2.325589179992676
2015-10-23,2.3448262214660645
2015-10-26,2.3042140007019043
2015-10-27,2.2924578189849854
2015-10-28,2.279632329940796
2015-10-29,2.2368829250335693
2015-10-30,2.2657389640808105
2015-11-02,2.2978017330169678
2015-11-03,2.267876386642456
2015-11-04,2.278564214706421
2015-11-05,2.287114143371582
2015-11-06,2.454906940460205
2015-11-09,2.4249825477600098
2015-11-10,2.485900402069092
2015-11-11,2.519031524658203
2015-11-12,2.4153637886047363
2015-11-13,2.3929195404052734
2015-11-16,2.421776056289673
2015-11-17,2.4730751514434814
2015-11-18,2.454906940460205
2015-11-19,2.4313948154449463
2015-11-20,2.421776056289673
2015-11-23,2.4634571075439453
2015-11-24,2.4281883239746094
2015-11-25,2.4591825008392334
2015-11-26,2.5008628368377686
2015-11-27,2.514756679534912
2015-11-30,2.521169424057007
2015-12-01,2.5361313819885254
2015-12-02,2.491244077682495
2015-12-03,2.4196383953094482
2015-12-04,2.490175724029541
2015-12-07,2.4976565837860107
2015-12-08,2.462388515472412
2015-12-09,2.453838348388672
2015-12-10,2.494450330734253
2015-12-11,2.4292569160461426
2015-12-14,2.391850709915161
2015-12-15,2.4923129081726074
2015-12-16,2.513688087463379
2015-12-17,2.5201003551483154
2015-12-18,2.4976565837860107
2015-12-21,2.513688087463379
2015-12-22,2.466663122177124
2015-12-23,2.519031524658203
2015-12-28,2.5510945320129395
2015-12-29,2.553231716156006
2015-12-30,2.545750617980957
2015-12-31,2.545750617980957
2016-01-04,2.4452884197235107
2016-01-05,2.501932144165039
2016-01-06,2.4089508056640625
2016-01-07,2.3565826416015625
2016-01-08,2.314901351928711
2016-01-11,2.2978017330169678
2016-01-12,2.3726134300231934
2016-01-13,2.377957344055176
2016-01-14,2.334139108657837
2016-01-15,2.234745740890503
2016-01-18,2.154589891433716
2016-01-19,2.111839771270752
2016-01-20,1.996415376663208
2016-01-21,2.0658838748931885
2016-01-22,2.079777479171753
2016-01-25,2.0348899364471436
2016-01-26,2.031684160232544
2016-01-27,2.0295464992523193
2016-01-28,1.9034343957901
2016-01-29,2.0092403888702393
2016-02-01,1.9354969263076782
2016-02-02,1.840378761291504
2016-02-03,1.749535322189331
2016-02-04,1.7570165395736694
2016-02-05,1.6779298782348633
2016-02-08,1.5934985876083374
2016-02-09,1.5315114259719849
2016-02-10,1.68861722946167
2016-02-11,1.5582298040390015
2016-02-12,1.6063237190246582
2016-02-15,1.7292290925979614
2016-02-16,1.678998351097107
2016-02-17,1.7431228160858154
2016-02-18,1.733504056930542
2016-02-19,1.6939609050750732
2016-02-22,1.7441916465759277
2016-02-23,1.705716848373413
2016-02-24,1.6629670858383179
2016-02-25,1.7153353691101074
2016-02-26,1.825416088104248
2016-02-29,1.823278784751892
2016-03-01,1.880990982055664
2016-03-02,1.8938158750534058
2016-03-03,1.8948845863342285
2016-03-04,1.8660286664962769
2016-03-07,1.8040411472320557
2016-03-08,1.7655668258666992
2016-03-09,1.826485276222229
2016-03-10,1.7997665405273438
2016-03-11,1.9205348491668701
2016-03-14,1.9344279766082764
2016-03-15,1.9322909116744995
2016-03-16,1.962215542793274
2016-03-17,1.9643532037734985
2016-03-18,1.9718343019485474
2016-03-21,1.9558032751083374
2016-03-22,1.952596664428711
2016-03-23,1.9237408638000488
2016-03-24,1.8756473064422607
2016-03-29,1.8831285238265991
2016-03-30,1.9119846820831299
2016-03-31,1.9002286195755005
2016-04-01,1.8756473064422607
2016-04-04,1.8916783332824707
2016-04-05,1.8157974481582642
2016-04-06,1.8179349899291992
2016-04-07,1.8019038438796997
2016-04-08,1.8799221515655518
2016-04-11,1.9012973308563232
2016-04-12,1.844653606414795
2016-04-13,1.925878643989563
2016-04-14,1.928015947341919
2016-04-15,1.9151909351348877
2016-04-18,2.0177903175354004
2016-04-19,2.056265354156494
2016-04-20,2.0744335651397705
2016-04-21,2.0616087913513184
2016-04-22,2.0701589584350586
2016-04-25,2.0263404846191406
2016-04-26,2.0551962852478027
2016-04-27,2.0295464992523193
2016-04-28,2.050921678543091
2016-04-29,1.9985530376434326
2016-05-02,1.9921406507492065
2016-05-03,1.9237408638000488
2016-05-04,1.9504594802856445
2016-05-05,1.9397722482681274
2016-05-06,1.8948845863342285
2016-05-09,1.8499974012374878
2016-05-10,1.874578595161438
2016-05-11,1.826485276222229
2016-05-12,1.791216254234314
2016-05-13,1.7388479709625244
2016-05-16,1.7238852977752686
2016-05-17,1.695029616355896
2016-05-18,1.706785798072815
2016-05-19,1.7078545093536377
2016-05-20,1.7431228160858154
2016-05-23,1.762352705001831
2016-05-24,1.837009072303772
2016-05-25,1.877731442451477
2016-05-26,1.8754692077636719
2016-05-27,1.9127973318099976
2016-05-30,1.9060102701187134
2016-05-31,1.877731442451477
2016-06-01,1.8845181465148926
2016-06-02,1.8754692077636719
2016-06-03,1.800812005996704
2016-06-06,1.809861421585083
2016-06-07,1.814386010169983
2016-06-08,1.8064682483673096
2016-06-09,1.7510408163070679
2016-06-10,1.6311378479003906
2016-06-13,1.5429069995880127
2016-06-14,1.4671190977096558
2016-06-15,1.4739056825637817
2016-06-16,1.4252660274505615
2016-06-17,1.516890287399292
2016-06-20,1.611907720565796
2016-06-21,1.6005960702896118
2016-06-22,1.5768418312072754
2016-06-23,1.6990076303482056
2016-06-24,1.3834130764007568
2016-06-27,1.2420176267623901
2016-06-28,1.2725589275360107
2016-06-29,1.213738203048706
2016-06-30,1.191115140914917
2016-07-01,1.2363618612289429
2016-07-04,1.1854592561721802
2016-07-05,1.1402127742767334
2016-07-06,1.0994908809661865
2016-07-07,1.0972285270690918
2016-07-08,1.2374929189682007
2016-07-11,1.287264108657837
2016-07-12,1.3687076568603516
2016-07-13,1.3347727060317993
2016-07-14,1.3935935497283936
2016-07-15,1.384544014930725
2016-07-18,1.4003804922103882
2016-07-19,1.369838833808899
2016-07-20,1.398118019104004
2016-07-21,1.3788883686065674
2016-07-22,1.3709700107574463
2016-07-25,1.3834130764007568
2016-07-26,1.37775719165802
2016-07-27,1.4297908544540405
2016-07-28,1.384544014930725
2016-07-29,1.4026426076889038
2016-08-01,1.3856751918792725
2016-08-02,1.2601161003112793
2016-08-03,1.2963134050369263
2016-08-04,1.322330117225647
2016-08-05,1.3754944801330566
2016-08-08,1.4365776777267456
2016-08-09,1.4535448551177979
2016-08-10,1.4478892087936401
2016-08-11,1.4705123901367188
2016-08-12,1.4501515626907349
2016-08-16,1.4196101427078247
2016-08-17,1.3800195455551147
2016-08-18,1.396986961364746
2016-08-19,1.3313795328140259
2016-08-22,1.3325104713439941
2016-08-23,1.3822816610336304
2016-08-24,1.3675767183303833
2016-08-25,1.3381662368774414
2016-08-26,1.3540027141571045
2016-08-29,1.3279858827590942
2016-08-30,1.3709700107574463
2016-08-31,1.4105607271194458
2016-09-01,1.4037737846374512
2016-09-02,1.4241348505020142
2016-09-05,1.4388399124145508
2016-09-06,1.4592009782791138
2016-09-07,1.4772995710372925
2016-09-08,1.4874802827835083
2016-09-09,1.4897422790527344
2016-09-12,1.4297908544540405
2016-09-13,1.3901997804641724
2016-09-14,1.4071671962738037
2016-09-15,1.4196101427078247
2016-09-16,1.36078941822052
2016-09-19,1.412822961807251
2016-09-20,1.3551336526870728
2016-09-21,1.3675767183303833
2016-09-22,1.349478006362915
2016-09-23,1.34269118309021
2016-09-26,1.305362582206726
2016-09-27,1.2782148122787476
2016-09-28,1.3178054094314575
2016-09-29,1.2861329317092896
2016-09-30,1.2850016355514526
2016-10-03,1.2793457508087158
2016-10-04,1.305362582206726
2016-10-05,1.3517403602600098
2016-10-06,1.3585273027420044
2016-10-07,1.3721014261245728
2016-10-10,1.394724726676941
2016-10-11,1.3834130764007568
2016-10-12,1.4003804922103882
2016-10-13,1.34269118309021
2016-10-14,1.4162163734436035
2016-10-17,1.4411022663116455
2016-10-18,1.493135929107666
2016-10-19,1.5248082876205444
2016-10-20,1.531595230102539
2016-10-21,1.5157591104507446
2016-10-24,1.54856276512146
2016-10-25,1.5655299425125122
2016-10-26,1.610776662826538
2016-10-27,1.6345314979553223
2016-10-28,1.5983339548110962
2016-10-31,1.575710654258728
2016-11-01,1.571185827255249
2016-11-02,1.504447340965271
2016-11-03,1.5180212259292603
2016-11-04,1.4750372171401978
2016-11-07,1.5157591104507446
2016-11-08,1.531595230102539
2016-11-09,1.5248082876205444
2016-11-10,1.5429069995880127
2016-11-11,1.6571543216705322
2016-11-14,1.6933516263961792
2016-11-15,1.667335033416748
2016-11-16,1.6616789102554321
2016-11-17,1.639055848121643
2016-11-18,1.6017274856567383
2016-11-21,1.5745797157287598
2016-11-22,1.626612901687622
2016-11-23,1.584760069847107
2016-11-24,1.5610054731369019
2016-11-25,1.5610054731369019
2016-11-28,1.5406447649002075
2016-11-29,1.6051208972930908
2016-11-30,1.6492359638214111
2016-12-01,1.6662037372589111
2016-12-02,1.6345314979553223
2016-12-05,1.6243507862091064
2016-12-06,1.7204997539520264
2016-12-07,1.7974185943603516
2016-12-08,1.8528459072113037
2016-12-09,1.844927430152893
2016-12-12,1.830222249031067
2016-12-13,1.86302649974823
2016-12-14,1.8562389612197876
2016-12-15,1.910535216331482
2016-12-16,1.8992236852645874
2016-12-19,1.9116663932800293
2016-12-20,1.9263713359832764
2016-12-21,1.8992236852645874
2016-12-22,1.945601463317871
2016-12-23,1.945601463317871
2016-12-27,1.9444700479507446
2016-12-28,1.9060102701187134
2016-12-29,1.896960735321045
2016-12-30,1.9365519285202026
2017-01-02,1.9806675910949707
2017-01-03,2.0134711265563965
2017-01-04,2.00781512260437
2017-01-05,2.015733242034912
2017-01-06,2.0191266536712646
2017-01-09,1.9648308753967285
2017-01-10,1.9987659454345703
2017-01-11,2.0202574729919434
2017-01-12,1.9772738218307495
2017-01-13,2.010077476501465
2017-01-16,1.9716179370880127
2017-01-17,1.9478634595870972
2017-01-18,1.9795360565185547
2017-01-19,2.0225203037261963
2017-01-20,1.9908475875854492
2017-01-23,2.0225203037261963
2017-01-24,2.082472085952759
2017-01-25,2.086996555328369
2017-01-26,2.0507993698120117
2017-01-27,2.0519306659698486
2017-01-30,1.9354207515716553
2017-01-31,1.932026982307434
2017-02-01,1.9670933485031128
2017-02-02,1.9716179370880127
2017-02-03,2.008946418762207
2017-02-06,1.909403681755066
2017-02-07,1.8913053274154663
2017-02-08,1.8732068538665771
2017-02-09,1.8799936771392822
2017-02-10,1.8551080226898193
2017-02-13,1.965962290763855
2017-02-14,2.0360939502716064
2017-02-15,1.9795360565185547
2017-02-16,1.9942412376403809
2017-02-17,2.0021591186523438
2017-02-20,2.0032904148101807
