Date,CEG
2022-01-19,40.70500946044922
2022-01-20,43.61250686645508
2022-01-21,43.61250686645508
2022-01-24,41.4803352355957
2022-01-25,40.60614776611328
2022-01-26,41.887393951416016
2022-01-27,44.34907531738281
2022-01-28,45.30855178833008
2022-01-31,46.5200080871582
2022-02-01,48.24512481689453
2022-02-02,51.37553024291992
2022-02-03,51.96672821044922
2022-02-04,48.594024658203125
2022-02-07,44.649513244628906
2022-02-08,44.09709548950195
2022-02-09,45.85128402709961
2022-02-10,45.599300384521484
2022-02-11,46.60723876953125
2022-02-14,46.62662124633789
2022-02-15,46.5200080871582
2022-02-16,45.74467086791992
2022-02-17,43.89356231689453
2022-02-18,44.00986862182617
2022-02-22,42.19752502441406
2022-02-23,41.76140213012695
2022-02-24,43.0944938659668
2022-02-25,42.69583511352539
2022-02-28,44.70859146118164
2022-03-01,46.46854019165039
2022-03-02,48.09236145019531
2022-03-03,48.15070343017578
2022-03-04,49.58978271484375
2022-03-07,50.221805572509766
2022-03-08,50.8732795715332
2022-03-09,49.9106559753418
2022-03-10,49.90092849731445
2022-03-11,47.95623016357422
2022-03-14,49.54116439819336
2022-03-15,49.871761322021484
2022-03-16,50.33849334716797
2022-03-17,49.58005905151367
2022-03-18,47.65480422973633
2022-03-21,47.8589973449707
2022-03-22,49.72590637207031
2022-03-23,49.58005905151367
2022-03-24,50.960792541503906
2022-03-25,52.312355041503906
2022-03-28,55.209957122802734
2022-03-29,54.77239990234375
2022-03-30,55.9100456237793
2022-03-31,54.694618225097656
2022-04-01,56.41566467285156
2022-04-04,56.765716552734375
2022-04-05,57.368568420410156
2022-04-06,57.95198059082031
2022-04-07,59.22574996948242
2022-04-08,62.249755859375
2022-04-11,59.002113342285156
2022-04-12,60.159210205078125
2022-04-13,62.42478561401367
2022-04-14,60.820396423339844
2022-04-18,61.55939483642578
2022-04-19,64.8653793334961
2022-04-20,63.60133743286133
2022-04-21,60.93709182739258
2022-04-22,60.70372772216797
2022-04-25,60.54814529418945
2022-04-26,58.292301177978516
2022-04-27,58.428428649902344
2022-04-28,59.61469268798828
2022-04-29,57.5727653503418
2022-05-02,56.5906867980957
2022-05-03,58.049217224121094
2022-05-04,60.10087203979492
2022-05-05,58.496490478515625
2022-05-06,58.60344696044922
2022-05-09,56.0267333984375
2022-05-10,55.4627685546875
2022-05-11,55.783634185791016
2022-05-12,52.11958312988281
2022-05-13,53.23078536987305
2022-05-16,55.1607780456543
2022-05-17,57.82183074951172
2022-05-18,55.83335494995117
2022-05-19,55.78462219238281
2022-05-20,55.219261169433594
2022-05-23,55.1705207824707
2022-05-24,55.34598159790039
2022-05-25,57.67561340332031
2022-05-26,60.892276763916016
2022-05-27,64.91797637939453
2022-05-31,60.512123107910156
2022-06-01,62.04247283935547
2022-06-02,62.13994216918945
2022-06-03,63.52408218383789
2022-06-06,64.7132797241211
2022-06-07,64.86924743652344
2022-06-08,63.13417434692383
2022-06-09,59.664093017578125
2022-06-10,58.279972076416016
2022-06-13,54.07881546020508
2022-06-14,53.06507873535156
2022-06-15,56.73011016845703
2022-06-16,56.78860092163086
2022-06-17,56.63264083862305
2022-06-21,58.855064392089844
2022-06-22,57.71460723876953
2022-06-23,57.16875076293945
2022-06-24,57.782840728759766
2022-06-27,57.9193115234375
2022-06-28,56.61315155029297
2022-06-29,55.86259460449219
2022-06-30,55.81386184692383
2022-07-01,56.14527130126953
2022-07-05,53.55244827270508
2022-07-06,55.32648468017578
2022-07-07,57.61713409423828
2022-07-08,58.143497467041016
2022-07-11,58.32870101928711
2022-07-12,57.734100341796875
2022-07-13,58.309207916259766
2022-07-14,56.45718765258789
2022-07-15,54.2542724609375
2022-07-18,53.425743103027344
2022-07-19,53.61093521118164
2022-07-20,52.70442199707031
2022-07-21,52.79214859008789
2022-07-22,52.63618087768555
2022-07-25,53.57194900512695
2022-07-26,54.098304748535156
2022-07-27,54.12754821777344
2022-07-28,62.95873260498047
2022-07-29,64.43058776855469
2022-08-01,63.650814056396484
2022-08-02,64.17716217041016
2022-08-03,65.47355651855469
2022-08-04,65.75625610351562
2022-08-05,72.42350006103516
2022-08-08,73.97335052490234
2022-08-09,73.8076400756836
2022-08-10,75.17228698730469
2022-08-11,76.83909606933594
2022-08-12,79.5840072631836
2022-08-15,79.29106903076172
2022-08-16,79.48635864257812
2022-08-17,77.8263168334961
2022-08-18,79.68165588378906
2022-08-19,78.93953704833984
2022-08-22,77.77750396728516
2022-08-23,77.87515258789062
2022-08-24,78.4805679321289
2022-08-25,80.79486083984375
2022-08-26,78.92975616455078
2022-08-29,79.09576416015625
2022-08-30,77.81657409667969
2022-08-31,79.67189025878906
2022-09-01,80.58000946044922
2022-09-02,79.16410827636719
