Date,TDC.CO
2015-08-24,38.89958572387695
2015-08-25,39.872074127197266
2015-08-26,39.58032989501953
2015-08-27,41.17521286010742
2015-08-28,41.00016403198242
2015-08-31,40.932090759277344
2015-09-01,39.34693145751953
2015-09-02,40.76676559448242
2015-09-03,41.496131896972656
2015-09-04,40.43612289428711
2015-09-08,40.338871002197266
2015-09-09,40.757041931152344
2015-09-10,39.48307800292969
2015-09-11,36.44891357421875
2015-09-14,37.05185317993164
2015-09-15,36.974056243896484
2015-09-16,35.76816940307617
2015-09-17,36.17661666870117
2015-09-18,36.585060119628906
2015-09-21,36.44891357421875
2015-09-22,36.11826705932617
2015-09-23,35.63201904296875
2015-09-24,34.183013916015625
2015-09-25,34.4261360168457
2015-09-28,33.58979415893555
2015-09-29,33.4633674621582
2015-09-30,33.424468994140625
2015-10-01,33.09382247924805
2015-10-02,32.42280578613281
2015-10-05,33.482818603515625
2015-10-06,33.01602554321289
2015-10-07,33.36612319946289
2015-10-08,32.37417984008789
2015-10-09,32.65620422363281
2015-10-12,34.6011848449707
2015-10-13,33.482818603515625
2015-10-14,32.27693176269531
2015-10-15,32.43252944946289
2015-10-16,33.06464767456055
2015-10-19,33.06464767456055
2015-10-20,33.89126205444336
2015-10-21,34.45530700683594
2015-10-22,35.89459228515625
2015-10-23,35.74871826171875
2015-10-26,36.322486877441406
2015-10-27,35.398624420166016
2015-10-28,34.91238021850586
2015-10-29,34.77622985839844
2015-10-30,34.57200622558594
2015-11-02,35.019351959228516
2015-11-03,36.35166549682617
2015-11-04,36.45863723754883
2015-11-05,37.47002410888672
2015-11-06,37.77149963378906
2015-11-09,36.61423873901367
2015-11-10,36.380836486816406
2015-11-11,36.293312072753906
2015-11-12,35.06797790527344
2015-11-13,35.486148834228516
2015-11-16,34.94155502319336
2015-11-17,35.252750396728516
2015-11-18,35.058250427246094
2015-11-19,35.019351959228516
2015-11-20,35.690372467041016
2015-11-23,35.83624267578125
2015-11-24,35.602848052978516
2015-11-25,35.077701568603516
2015-11-27,36.15716552734375
2015-11-30,36.06964111328125
2015-12-01,35.70981979370117
2015-12-02,35.06797790527344
2015-12-03,34.1052131652832
2015-12-04,33.657867431640625
2015-12-07,33.79401397705078
2015-12-08,33.05492401123047
2015-12-09,32.70482635498047
2015-12-10,32.529781341552734
2015-12-11,32.169960021972656
2015-12-14,31.635087966918945
2015-12-15,31.936559677124023
2015-12-16,32.92850112915039
2015-12-17,33.541168212890625
2015-12-18,32.111610412597656
2015-12-21,32.199134826660156
2015-12-22,32.150508880615234
2015-12-23,33.045196533203125
2015-12-24,33.045196533203125
2015-12-28,32.92850112915039
2015-12-29,33.4925422668457
2015-12-30,33.44392013549805
2015-12-31,33.44392013549805
2016-01-04,32.58812713623047
2016-01-05,32.27693176269531
2016-01-06,31.985183715820312
2016-01-07,31.275266647338867
2016-01-08,33.01602554321289
2016-01-11,33.482818603515625
2016-01-12,32.60757827758789
2016-01-13,32.94795227050781
2016-01-14,32.870147705078125
2016-01-15,33.03547286987305
2016-01-19,32.97712326049805
2016-01-20,31.732337951660156
2016-01-21,33.6675910949707
2016-01-22,34.40668487548828
2016-01-25,33.9009895324707
2016-01-26,33.9885139465332
2016-01-27,30.73067283630371
2016-01-28,29.126066207885742
2016-01-29,28.600919723510742
2016-02-01,28.746793746948242
2016-02-02,28.503671646118164
2016-02-03,28.250823974609375
2016-02-04,29.126066207885742
2016-02-05,30.623699188232422
2016-02-08,29.544235229492188
2016-02-09,28.639822006225586
2016-02-10,29.13578987121582
2016-02-11,28.05632781982422
2016-02-12,27.57980728149414
2016-02-16,28.455047607421875
2016-02-17,29.709558486938477
2016-02-18,29.942956924438477
2016-02-19,29.33028793334961
2016-02-22,29.942956924438477
2016-02-23,29.573410034179688
2016-02-24,28.095226287841797
2016-02-25,28.386974334716797
2016-02-26,28.299449920654297
2016-02-29,28.396697998046875
2016-03-01,28.98019027709961
2016-03-02,28.98991584777832
2016-03-03,28.970468521118164
2016-03-04,29.34001350402832
2016-03-07,29.6706600189209
2016-03-08,29.826257705688477
2016-03-09,29.865156173706055
2016-03-10,29.53451156616211
2016-03-11,30.040205001831055
2016-03-14,29.865156173706055
2016-03-15,29.933231353759766
2016-03-16,30.069379806518555
2016-03-17,30.127729415893555
2016-03-18,30.283327102661133
2016-03-21,30.429203033447266
2016-03-22,31.314167022705078
2016-03-23,31.421142578125
2016-03-24,31.421142578125
2016-03-28,31.421142578125
2016-03-29,30.87654685974121
2016-03-30,31.3336181640625
2016-03-31,31.168292999267578
2016-04-01,31.460039138793945
2016-04-04,31.557289123535156
2016-04-05,30.195802688598633
2016-04-06,30.419477462768555
2016-04-07,30.594524383544922
2016-04-08,30.740398406982422
2016-04-11,30.682048797607422
2016-04-12,30.934894561767578
2016-04-13,31.255817413330078
2016-04-14,31.528112411499023
2016-04-15,31.887937545776367
2016-04-18,32.082435607910156
2016-04-19,32.56867980957031
2016-04-20,32.49087905883789
2016-04-21,32.55895233154297
2016-04-22,32.55895233154297
2016-04-25,32.28665542602539
2016-04-26,32.22830581665039
2016-04-27,32.25748062133789
2016-04-28,32.267208099365234
2016-04-29,32.34500503540039
2016-05-02,32.111610412597656
2016-05-03,32.092159271240234
2016-05-04,33.11327362060547
2016-05-05,33.11327362060547
2016-05-06,33.11327362060547
2016-05-09,33.161895751953125
2016-05-10,33.4050178527832
2016-05-11,33.14244842529297
2016-05-12,33.02574920654297
2016-05-13,33.12299728393555
2016-05-16,33.12299728393555
2016-05-17,33.6384162902832
2016-05-18,33.6675910949707
2016-05-19,32.86042785644531
2016-05-20,32.99657440185547
2016-05-23,32.617305755615234
2016-05-24,32.46170425415039
2016-05-25,32.89932632446289
2016-05-26,33.50226974487305
2016-05-27,33.01602554321289
2016-05-31,32.53950119018555
2016-06-01,32.83124923706055
2016-06-02,33.19107437133789
2016-06-03,33.03547286987305
2016-06-06,33.26887130737305
2016-06-07,32.57840347290039
2016-06-08,32.55895233154297
2016-06-09,32.31583023071289
2016-06-10,31.5086669921875
2016-06-13,30.43892478942871
2016-06-14,29.767908096313477
2016-06-15,29.874881744384766
2016-06-16,29.602584838867188
2016-06-17,29.942956924438477
2016-06-20,30.322227478027344
2016-06-21,31.022418975830078
2016-06-22,31.06131935119629
2016-06-23,31.362791061401367
2016-06-24,30.341678619384766
2016-06-27,29.22331428527832
2016-06-28,30.419477462768555
2016-06-29,31.489215850830078
2016-06-30,31.751789093017578
2016-07-01,32.56867980957031
2016-07-05,32.43252944946289
2016-07-06,31.1585693359375
2016-07-07,31.654537200927734
2016-07-08,34.552555084228516
2016-07-11,34.65953063964844
2016-07-12,34.873477935791016
2016-07-13,34.80540466308594
2016-07-14,34.85403060913086
2016-07-15,34.30943298339844
2016-07-18,34.15383529663086
2016-07-19,34.17328643798828
2016-07-20,33.95933532714844
2016-07-21,34.06631088256836
2016-07-22,34.5136604309082
2016-07-25,33.9885139465332
2016-07-26,33.745391845703125
2016-07-27,33.88153839111328
2016-07-28,34.02741622924805
2016-07-29,34.05658721923828
2016-08-01,34.41640853881836
2016-08-02,33.99823760986328
2016-08-03,33.862091064453125
2016-08-04,33.541168212890625
2016-08-05,33.35639572143555
2016-08-08,33.395294189453125
2016-08-09,33.949615478515625
2016-08-10,36.33221435546875
2016-08-11,35.602848052978516
2016-08-12,35.320823669433594
2016-08-15,34.77622985839844
2016-08-16,34.92210388183594
2016-08-17,35.35972595214844
2016-08-18,35.291648864746094
2016-08-19,35.145774841308594
2016-08-22,35.54449462890625
2016-08-23,36.12799072265625
2016-08-24,36.31276321411133
2016-08-25,35.88486862182617
2016-08-26,35.79734420776367
2016-08-29,35.76816940307617
2016-08-30,35.612571716308594
2016-08-31,35.865421295166016
2016-09-01,36.293312072753906
2016-09-02,36.760108947753906
2016-09-06,37.10048294067383
2016-09-07,37.05185317993164
2016-09-08,36.935157775878906
2016-09-09,36.293312072753906
2016-09-12,36.21551513671875
2016-09-13,35.97239303588867
2016-09-14,34.5136604309082
2016-09-15,36.52671432495117
2016-09-16,36.993507385253906
2016-09-19,37.48947525024414
2016-09-20,37.674251556396484
2016-09-21,38.685638427734375
2016-09-22,39.08435821533203
2016-09-23,38.70508575439453
2016-09-26,38.22856903076172
2016-09-27,38.31609344482422
2016-09-28,38.218841552734375
2016-09-29,38.452239990234375
2016-09-30,37.90764617919922
2016-10-03,38.2382926940918
2016-10-04,38.28691482543945
2016-10-05,37.92709732055664
2016-10-06,37.59645080566406
2016-10-07,37.74232482910156
2016-10-10,37.615901947021484
2016-10-11,37.003231048583984
2016-10-12,36.89625549316406
2016-10-13,36.565608978271484
2016-10-14,36.86708450317383
2016-10-17,36.974056243896484
2016-10-18,37.022682189941406
2016-10-19,36.80873107910156
2016-10-20,36.00156784057617
2016-10-21,36.711483001708984
2016-10-24,36.85736083984375
2016-10-25,36.380836486816406
2016-10-26,35.89459228515625
2016-10-27,35.85569381713867
2016-10-28,35.933494567871094
2016-10-31,36.36138916015625
2016-11-01,35.369449615478516
2016-11-02,35.612571716308594
2016-11-03,35.602848052978516
2016-11-04,34.63035583496094
2016-11-07,34.620628356933594
2016-11-08,34.620628356933594
2016-11-09,34.270538330078125
2016-11-10,33.4050178527832
2016-11-11,33.5800666809082
2016-11-14,33.89126205444336
2016-11-15,34.270538330078125
2016-11-16,34.52338409423828
2016-11-17,34.65953063964844
