Date,LICHSGFIN.NS
2015-08-21,397.8524169921875
2015-08-24,366.2726745605469
2015-08-25,374.64215087890625
2015-08-26,369.0337829589844
2015-08-27,384.478515625
2015-08-28,378.9994812011719
2015-08-31,382.2351379394531
2015-09-01,366.44525146484375
2015-09-02,348.6277160644531
2015-09-03,365.3235778808594
2015-09-04,356.652099609375
2015-09-07,346.6001281738281
2015-09-08,359.5426330566406
2015-09-09,369.0769348144531
2015-09-10,371.62225341796875
2015-09-11,370.4143371582031
2015-09-14,379.12890625
2015-09-15,376.79925537109375
2015-09-16,380.8545837402344
2015-09-18,380.9408264160156
2015-09-21,387.9298400878906
2015-09-22,376.0658874511719
2015-09-23,375.54815673828125
2015-09-24,367.6963806152344
2015-09-28,365.1941833496094
2015-09-29,388.4906005859375
2015-09-30,406.0061340332031
2015-10-01,399.49176025390625
2015-10-05,416.87786865234375
2015-10-06,413.9010925292969
2015-10-07,417.4386901855469
2015-10-08,409.9320373535156
2015-10-09,413.25396728515625
2015-10-12,415.497314453125
2015-10-13,409.9320373535156
2015-10-14,416.0150146484375
2015-10-15,423.7805480957031
2015-10-16,425.37677001953125
2015-10-19,412.17547607421875
2015-10-20,408.1632385253906
2015-10-21,416.36016845703125
2015-10-23,415.1521911621094
2015-10-26,422.0117492675781
2015-10-27,424.2550964355469
2015-10-28,423.04705810546875
2015-10-29,421.5371398925781
2015-10-30,413.9873962402344
2015-11-02,414.8070983886719
2015-11-03,416.1444396972656
2015-11-04,415.92877197265625
2015-11-05,396.42877197265625
2015-11-06,404.19427490234375
2015-11-09,410.8811950683594
2015-11-10,399.66436767578125
2015-11-13,401.7782287597656
2015-11-16,406.3512878417969
2015-11-17,402.46856689453125
2015-11-18,395.9541931152344
2015-11-19,397.33465576171875
2015-11-20,401.7782287597656
2015-11-23,401.7351379394531
2015-11-24,409.8457336425781
2015-11-26,409.71636962890625
2015-11-27,415.9718933105469
2015-11-30,418.172119140625
2015-12-01,418.776123046875
2015-12-02,413.5990905761719
2015-12-03,403.7196960449219
2015-12-04,395.0050354003906
2015-12-07,399.0172119140625
2015-12-08,399.18975830078125
2015-12-09,390.6908874511719
2015-12-10,400.3114929199219
2015-12-11,397.3778076171875
2015-12-14,407.94757080078125
2015-12-15,406.04931640625
2015-12-16,413.2971496582031
2015-12-17,418.73297119140625
2015-12-18,417.4386901855469
2015-12-21,420.9762878417969
2015-12-22,417.8701171875
2015-12-23,422.22747802734375
2015-12-24,418.905517578125
2015-12-28,420.50177001953125
2015-12-29,433.6168518066406
2015-12-30,431.97747802734375
2015-12-31,440.0881042480469
2016-01-01,438.62127685546875
2016-01-04,422.5294494628906
2016-01-05,432.3657531738281
2016-01-06,431.07147216796875
2016-01-07,419.33697509765625
2016-01-08,435.8170471191406
2016-01-11,431.5460205078125
2016-01-12,424.4707946777344
2016-01-13,422.22747802734375
2016-01-14,418.4309997558594
2016-01-15,402.46856689453125
2016-01-18,400.0526123046875
2016-01-19,405.35906982421875
2016-01-20,397.0758361816406
2016-01-21,403.3313903808594
2016-01-22,417.5681457519531
2016-01-25,416.1012878417969
2016-01-27,414.28936767578125
2016-01-28,409.4574890136719
2016-01-29,410.6223449707031
2016-02-01,404.02166748046875
2016-02-02,389.09466552734375
2016-02-03,382.06256103515625
2016-02-04,377.5326232910156
2016-02-05,386.11785888671875
2016-02-08,383.2705383300781
2016-02-09,366.10009765625
2016-02-10,371.0613708496094
2016-02-11,350.8280334472656
2016-02-12,352.7262268066406
2016-02-15,369.2494812011719
2016-02-16,355.27154541015625
2016-02-17,350.3534240722656
2016-02-18,352.63995361328125
2016-02-19,362.00164794921875
2016-02-22,365.84130859375
2016-02-23,358.8523254394531
2016-02-24,342.8468322753906
2016-02-25,337.6697692871094
2016-02-26,352.3379821777344
2016-02-29,363.98614501953125
2016-03-01,378.9563903808594
2016-03-02,390.4320373535156
2016-03-03,384.9530334472656
2016-03-04,386.72186279296875
2016-03-08,387.2395324707031
2016-03-09,397.7229919433594
2016-03-10,395.43646240234375
2016-03-11,398.8015441894531
2016-03-14,393.6245422363281
2016-03-15,391.68316650390625
2016-03-16,384.6078796386719
2016-03-17,388.79266357421875
2016-03-18,400.009521484375
2016-03-21,406.3512878417969
2016-03-22,412.39111328125
2016-03-23,412.2185363769531
2016-03-28,406.6532897949219
2016-03-29,411.4420166015625
2016-03-30,421.1920166015625
2016-03-31,425.5061950683594
2016-04-01,418.9918518066406
2016-04-04,419.9409484863281
2016-04-05,403.4608459472656
2016-04-06,403.50396728515625
2016-04-07,401.001708984375
2016-04-08,411.3988952636719
2016-04-11,411.4851379394531
2016-04-12,412.7793884277344
2016-04-13,414.8070983886719
2016-04-18,418.8623962402344
2016-04-20,402.8568420410156
2016-04-21,401.0880126953125
2016-04-22,397.33465576171875
2016-04-25,394.18536376953125
2016-04-26,397.7661437988281
2016-04-27,399.1034851074219
2016-04-28,394.09912109375
2016-04-29,398.8877868652344
2016-05-02,397.20526123046875
2016-05-03,392.4597473144531
2016-05-04,389.4397888183594
2016-05-05,387.7572021484375
2016-05-06,388.4475402832031
2016-05-09,399.2329406738281
2016-05-10,397.20526123046875
2016-05-11,390.0868835449219
2016-05-12,404.84136962890625
2016-05-13,395.7815856933594
2016-05-16,399.49176025390625
2016-05-17,398.7152404785156
2016-05-18,398.197509765625
2016-05-19,392.3302917480469
2016-05-20,383.48626708984375
2016-05-23,375.50506591796875
2016-05-24,374.81475830078125
2016-05-25,382.537109375
2016-05-26,394.6598815917969
2016-05-27,398.5858154296875
2016-05-30,404.10791015625
2016-05-31,406.1787109375
2016-06-01,403.547119140625
2016-06-02,408.9398193359375
2016-06-03,410.7085876464844
2016-06-06,403.072509765625
2016-06-07,409.3712158203125
2016-06-08,414.33251953125
2016-06-09,410.36346435546875
2016-06-10,408.3789978027344
2016-06-13,406.04931640625
2016-06-14,405.0138854980469
2016-06-15,411.9597473144531
2016-06-16,405.18646240234375
2016-06-17,409.54376220703125
2016-06-20,414.59136962890625
2016-06-21,418.5172424316406
2016-06-22,417.5681457519531
2016-06-23,421.8823547363281
2016-06-24,412.43426513671875
2016-06-27,416.1875915527344
2016-06-28,429.38897705078125
2016-06-29,423.1334533691406
2016-06-30,427.1024169921875
2016-07-01,430.3381042480469
2016-07-04,432.1500244140625
2016-07-05,430.3381042480469
2016-07-07,429.7340393066406
2016-07-08,441.0372009277344
2016-07-11,451.86572265625
2016-07-12,449.27728271484375
2016-07-13,441.42547607421875
2016-07-14,437.2407531738281
2016-07-15,453.3757629394531
2016-07-18,448.84588623046875
2016-07-19,438.2761535644531
2016-07-20,434.9973449707031
2016-07-21,433.8325500488281
2016-07-22,440.821533203125
2016-07-25,447.422119140625
2016-07-26,442.3746337890625
2016-07-27,447.3359375
2016-07-28,443.5825500488281
2016-07-29,448.67327880859375
2016-08-01,450.3127136230469
2016-08-02,443.021728515625
2016-08-03,431.7616882324219
2016-08-04,441.5117492675781
2016-08-05,447.50848388671875
2016-08-08,453.8503112792969
2016-08-09,454.0682373046875
2016-08-10,450.97283935546875
2016-08-11,455.7685546875
2016-08-12,483.88897705078125
2016-08-16,478.134033203125
2016-08-17,477.65447998046875
2016-08-18,484.15057373046875
2016-08-19,482.97344970703125
2016-08-22,480.095947265625
2016-08-23,481.2295227050781
2016-08-24,484.01971435546875
2016-08-25,486.02520751953125
2016-08-26,503.8565673828125
2016-08-29,498.5377502441406
2016-08-30,499.40972900390625
2016-08-31,499.67132568359375
2016-09-01,499.2352600097656
2016-09-02,501.3279724121094
2016-09-06,517.28466796875
2016-09-07,513.099365234375
2016-09-08,508.6523132324219
2016-09-09,508.4779968261719
2016-09-12,488.59747314453125
2016-09-14,498.6249694824219
2016-09-15,492.216064453125
2016-09-16,497.9273986816406
2016-09-19,500.8048400878906
2016-09-20,494.70111083984375
2016-09-21,497.5786437988281
2016-09-22,508.73956298828125
2016-09-23,499.75848388671875
2016-09-26,495.5295104980469
2016-09-27,497.88372802734375
2016-09-28,513.0120239257812
2016-09-29,491.4312744140625
2016-09-30,504.6849365234375
2016-10-03,517.15380859375
2016-10-04,521.20849609375
2016-10-05,516.06396484375
2016-10-06,512.6198120117188
2016-10-07,524.8270874023438
2016-10-10,516.935791015625
2016-10-13,509.4371032714844
2016-10-14,510.657958984375
2016-10-17,503.6385803222656
2016-10-18,534.462158203125
2016-10-19,536.8163452148438
2016-10-20,530.9743041992188
2016-10-21,522.7343139648438
2016-10-24,525.61181640625
2016-10-25,521.295654296875
2016-10-26,510.9629211425781
2016-10-27,510.7450256347656
2016-10-28,508.1291809082031
2016-11-01,513.6224365234375
2016-11-02,499.80206298828125
2016-11-03,479.79083251953125
2016-11-04,464.4008483886719
2016-11-07,473.0767822265625
2016-11-08,478.70086669921875
2016-11-09,458.3843994140625
2016-11-10,481.4039001464844
2016-11-11,453.67584228515625
2016-11-15,418.3183288574219
2016-11-16,446.8746643066406
2016-11-17,441.5993347167969
2016-11-18,452.0191955566406
2016-11-21,436.7600402832031
2016-11-22,451.9320068359375
2016-11-23,458.51519775390625
2016-11-24,453.4578857421875
2016-11-25,466.755126953125
2016-11-28,471.0713195800781
2016-11-29,474.82061767578125
2016-11-30,492.1289367675781
2016-12-01,497.9273986816406
2016-12-02,484.6300964355469
2016-12-05,492.6084899902344
2016-12-06,489.5130920410156
2016-12-07,482.45025634765625
2016-12-08,495.5295104980469
2016-12-09,497.18621826171875
2016-12-12,493.48046875
2016-12-13,481.31671142578125
2016-12-14,478.04693603515625
2016-12-15,485.1968994140625
2016-12-16,480.9678649902344
2016-12-19,478.04693603515625
2016-12-20,476.08502197265625
2016-12-21,473.6871643066406
2016-12-22,470.5917663574219
2016-12-23,472.4228210449219
2016-12-26,467.6706237792969
2016-12-27,469.8505859375
2016-12-28,477.916015625
2016-12-29,485.32769775390625
2016-12-30,488.03070068359375
2017-01-02,462.22100830078125
2017-01-03,463.2673645019531
2017-01-04,450.7548522949219
2017-01-05,456.1173400878906
2017-01-06,457.42523193359375
2017-01-09,457.2508850097656
2017-01-10,454.76580810546875
2017-01-11,464.6188659667969
2017-01-12,458.29718017578125
2017-01-13,462.6134033203125
2017-01-16,471.76885986328125
2017-01-17,463.7904968261719
2017-01-18,461.741455078125
2017-01-19,458.6023864746094
2017-01-20,450.8855895996094
2017-01-23,458.3843994140625
2017-01-24,458.9511413574219
2017-01-25,476.1721496582031
2017-01-27,486.3304443359375
2017-01-30,487.8563232421875
2017-01-31,482.6682434082031
2017-02-01,497.7093811035156
2017-02-02,488.2487487792969
