Date,JMAT.L
2016-02-08,2269.9501953125
2016-02-09,2247.02099609375
2016-02-10,2297.863037109375
2016-02-11,2223.095703125
2016-02-12,2241.040283203125
2016-02-15,2308.8291015625
2016-02-16,2343.720947265625
2016-02-17,2422.4765625
2016-02-18,2452.383056640625
2016-02-19,2468.333984375
2016-02-22,2517.182373046875
2016-02-23,2475.31201171875
2016-02-24,2418.488525390625
2016-02-25,2464.3466796875
2016-02-26,2516.185546875
2016-02-29,2549.08349609375
2016-03-01,2591.95068359375
2016-03-02,2556.062255859375
2016-03-03,2559.05224609375
2016-03-04,2604.909423828125
2016-03-07,2602.915771484375
2016-03-08,2564.036376953125
2016-03-09,2591.95068359375
2016-03-10,2512.19775390625
2016-03-11,2532.135498046875
2016-03-14,2570.0185546875
2016-03-15,2533.133056640625
2016-03-16,2536.12353515625
2016-03-17,2556.062255859375
2016-03-18,2589.95654296875
2016-03-21,2590.95263671875
2016-03-22,2667.71484375
2016-03-23,2696.624755859375
2016-03-24,2680.674072265625
2016-03-29,2676.6865234375
2016-03-30,2723.541259765625
2016-03-31,2735.503662109375
2016-04-01,2711.57861328125
2016-04-04,2698.619140625
2016-04-05,2671.701904296875
2016-04-06,2663.7265625
2016-04-07,2650.76806640625
2016-04-08,2711.57861328125
2016-04-11,2734.50732421875
2016-04-12,2748.46435546875
2016-04-13,2816.253173828125
2016-04-14,2858.122314453125
2016-04-15,2853.13916015625
2016-04-18,2877.064453125
2016-04-19,2897.002197265625
2016-04-20,2890.0244140625
2016-04-21,2929.900634765625
2016-04-22,2886.036865234375
2016-04-25,2862.110595703125
2016-04-26,2883.045654296875
2016-04-27,2895.009033203125
2016-04-28,2891.021484375
2016-04-29,2878.06103515625
2016-05-03,2891.021484375
2016-05-04,2872.079833984375
2016-05-05,2846.15966796875
2016-05-06,2873.076416015625
2016-05-09,2839.182373046875
2016-05-10,2860.1171875
2016-05-11,2870.086181640625
2016-05-12,2854.135986328125
2016-05-13,2861.113525390625
2016-05-16,2883.045654296875
2016-05-17,2907.968017578125
2016-05-18,2925.912353515625
2016-05-19,2886.036865234375
2016-05-20,2866.0986328125
2016-05-23,2862.110595703125
2016-05-24,2849.1513671875
2016-05-25,2832.20361328125
2016-05-26,2867.09521484375
2016-05-27,2874.0732421875
2016-05-31,2875.071044921875
2016-06-01,2818.2470703125
2016-06-02,2985.726806640625
2016-06-03,2932.891357421875
2016-06-06,3052.51904296875
2016-06-07,3072.4580078125
2016-06-08,3073.4541015625
2016-06-09,2966.289306640625
2016-06-10,2943.356689453125
2016-06-13,2881.538330078125
2016-06-14,2828.693603515625
2016-06-15,2892.505859375
2016-06-16,2841.6552734375
2016-06-17,2843.64892578125
2016-06-20,2924.412353515625
2016-06-21,2923.415771484375
2016-06-22,2954.324462890625
2016-06-23,2984.236083984375
2016-06-24,2905.46728515625
2016-06-27,2770.86376953125
2016-06-28,2779.836669921875
2016-06-29,2807.75537109375
2016-06-30,2792.79833984375
2016-07-01,2948.342529296875
2016-07-04,2930.394287109375
2016-07-05,2911.450439453125
2016-07-06,2889.5146484375
2016-07-07,2910.453369140625
2016-07-08,2967.286376953125
2016-07-11,3064.9990234375
2016-07-12,3055.028564453125
2016-07-13,3078.958740234375
2016-07-14,3093.914306640625
2016-07-15,3136.7890625
2016-07-18,3159.721435546875
2016-07-19,3137.78564453125
2016-07-20,3165.70361328125
2016-07-21,3203.59228515625
2016-07-22,3210.572021484375
2016-07-25,3210.572021484375
2016-07-26,3218.54833984375
2016-07-27,3233.504638671875
2016-07-28,3232.5078125
2016-07-29,3266.407470703125
2016-08-01,3263.4169921875
2016-08-02,3155.732666015625
2016-08-03,3134.7939453125
2016-08-04,3195.61572265625
2016-08-05,3264.413330078125
2016-08-08,3250.454833984375
2016-08-09,3272.39013671875
2016-08-10,3269.399169921875
2016-08-11,3335.2060546875
2016-08-12,3349.1650390625
2016-08-15,3353.1533203125
2016-08-16,3339.194580078125
2016-08-17,3335.2060546875
2016-08-18,3349.1650390625
2016-08-19,3329.223388671875
2016-08-22,3309.281982421875
2016-08-23,3321.2470703125
2016-08-24,3308.284912109375
2016-08-25,3283.3583984375
2016-08-26,3295.3232421875
2016-08-30,3332.21435546875
2016-08-31,3328.226806640625
2016-09-01,3287.346435546875
2016-09-02,3304.296630859375
2016-09-05,3305.2939453125
2016-09-06,3292.331787109375
2016-09-07,3282.3603515625
2016-09-08,3262.419677734375
2016-09-09,3228.51953125
2016-09-12,3160.718017578125
2016-09-13,3160.718017578125
2016-09-14,3191.627685546875
2016-09-15,3229.515869140625
2016-09-16,3180.659423828125
2016-09-19,3200.601318359375
2016-09-20,3262.419677734375
2016-09-21,3285.3525390625
2016-09-22,3321.2470703125
2016-09-23,3267.405517578125
2016-09-26,3216.554931640625
2016-09-27,3217.55126953125
2016-09-28,3240.484619140625
2016-09-29,3271.3935546875
2016-09-30,3284.35546875
2016-10-03,3362.126708984375
2016-10-04,3450.86669921875
2016-10-05,3453.857666015625
2016-10-06,3440.895263671875
2016-10-07,3465.822509765625
2016-10-10,3489.75244140625
2016-10-11,3513.681884765625
2016-10-12,3473.799560546875
2016-10-13,3477.787109375
2016-10-14,3529.634765625
2016-10-17,3478.784423828125
2016-10-18,3445.880859375
2016-10-19,3490.749267578125
2016-10-20,3496.73193359375
2016-10-21,3452.8603515625
2016-10-24,3429.927490234375
2016-10-25,3439.8984375
2016-10-26,3356.144287109375
2016-10-27,3361.1298828125
2016-10-28,3374.092529296875
2016-10-31,3400.015380859375
2016-11-01,3369.106201171875
2016-11-02,3359.135986328125
2016-11-03,3255.440185546875
2016-11-04,3232.5078125
2016-11-07,3267.405517578125
2016-11-08,3298.31396484375
2016-11-09,3313.270263671875
2016-11-10,3292.331787109375
2016-11-11,3250.454833984375
2016-11-14,3255.440185546875
2016-11-15,3286.34912109375
2016-11-16,3325.2353515625
2016-11-17,3217.55126953125
2016-11-18,3237.492919921875
2016-11-21,3205.586669921875
2016-11-22,3232.5078125
2016-11-23,3214.560302734375
2016-11-24,3175.876708984375
2016-11-25,3150.94775390625
2016-11-28,3136.988525390625
2016-11-29,3132.001953125
2016-11-30,3121.0341796875
2016-12-01,3095.108154296875
2016-12-02,3073.17138671875
2016-12-05,3084.139892578125
2016-12-06,2995.394775390625
2016-12-07,3046.249267578125
2016-12-08,3030.294921875
2016-12-09,3036.27734375
2016-12-12,3008.357421875
2016-12-13,3062.203369140625
2016-12-14,3092.116943359375
2016-12-15,3073.17138671875
2016-12-16,3062.203369140625
2016-12-19,3093.114501953125
2016-12-20,3101.091064453125
2016-12-21,3120.036865234375
2016-12-22,3161.9169921875
2016-12-23,3143.9677734375
2016-12-28,3163.91064453125
2016-12-29,3168.89697265625
2016-12-30,3172.8857421875
2017-01-03,3176.873291015625
2017-01-04,3166.90185546875
2017-01-05,3133.996826171875
2017-01-06,3150.94775390625
2017-01-09,3178.86767578125
2017-01-10,3183.853515625
2017-01-11,3200.804931640625
2017-01-12,3210.776123046875
2017-01-13,3238.69580078125
2017-01-16,3217.755615234375
2017-01-17,3140.977294921875
2017-01-18,3166.90185546875
2017-01-19,3142.970947265625
2017-01-20,3132.999755859375
2017-01-23,3158.92431640625
2017-01-24,3200.804931640625
2017-01-25,3233.710205078125
2017-01-26,3210.776123046875
2017-01-27,3243.681640625
2017-01-30,3239.693115234375
2017-01-31,3241.687255859375
2017-02-01,3272.598388671875
2017-02-02,3230.71923828125
2017-02-03,3172.8857421875
2017-02-06,3169.893310546875
2017-02-07,3170.890869140625
2017-02-08,3176.873291015625
2017-02-09,3180.86181640625
2017-02-10,3160.919189453125
2017-02-13,3144.965087890625
2017-02-14,3106.07666015625
2017-02-15,3105.079833984375
2017-02-16,3063.2001953125
2017-02-17,3053.228271484375
2017-02-20,3053.228271484375
2017-02-21,3043.257080078125
2017-02-22,3035.2802734375
2017-02-23,2987.418212890625
2017-02-24,3004.369384765625
2017-02-27,3035.2802734375
2017-02-28,3055.222900390625
2017-03-01,3077.16015625
2017-03-02,3076.163330078125
2017-03-03,3047.245849609375
2017-03-06,3010.35205078125
2017-03-07,2968.471923828125
2017-03-08,2957.50390625
2017-03-09,2939.555419921875
2017-03-10,2902.6611328125
2017-03-13,2943.5439453125
2017-03-14,2944.541015625
2017-03-15,2946.535400390625
2017-03-16,2955.509521484375
2017-03-17,2998.386474609375
2017-03-20,3009.35498046875
2017-03-21,2994.3974609375
2017-03-22,2949.526123046875
2017-03-23,2961.491943359375
2017-03-24,2914.626708984375
2017-03-27,2933.572265625
2017-03-28,2999.3837890625
2017-03-29,3013.34326171875
2017-03-30,3047.245849609375
2017-03-31,3071.17724609375
2017-04-03,3041.263427734375
2017-04-04,3043.257080078125
2017-04-05,2997.38916015625
2017-04-06,2987.418212890625
2017-04-07,3020.3232421875
2017-04-10,2963.486572265625
2017-04-11,2976.449462890625
2017-04-12,3004.369384765625
2017-04-13,3007.36083984375
2017-04-18,2892.68994140625
2017-04-19,2890.696044921875
2017-04-20,2892.68994140625
2017-04-21,2847.819091796875
2017-04-24,2919.612548828125
2017-04-25,2956.506591796875
2017-04-26,2941.549072265625
2017-04-27,2991.406005859375
2017-04-28,2970.46630859375
2017-05-02,2999.3837890625
2017-05-03,3088.12841796875
2017-05-04,3078.1572265625
2017-05-05,3110.065673828125
2017-05-08,3080.1513671875
2017-05-09,3130.008544921875
2017-05-10,3139.979736328125
2017-05-11,3121.0341796875
2017-05-12,3121.0341796875
2017-05-15,3109.068359375
2017-05-16,3133.996826171875
2017-05-17,3075.1650390625
2017-05-18,3071.17724609375
2017-05-19,3036.27734375
2017-05-22,3058.214111328125
2017-05-23,3103.085693359375
2017-05-24,3078.1572265625
2017-05-25,3086.134521484375
2017-05-26,3165.905029296875
2017-05-30,3128.013671875
2017-05-31,3103.085693359375
2017-06-01,3082.146240234375
2017-06-02,3138.982177734375
2017-06-05,3120.036865234375
2017-06-06,3030.294921875
2017-06-07,2970.46630859375
2017-06-08,2939.095947265625
2017-06-09,2975.996337890625
2017-06-12,3036.8330078125
2017-06-13,3067.749755859375
2017-06-14,3069.744873046875
2017-06-15,2988.96142578125
2017-06-16,3014.89208984375
2017-06-19,3033.841064453125
2017-06-20,3033.841064453125
2017-06-21,2993.948486328125
2017-06-22,2930.1201171875
2017-06-23,2933.111572265625
2017-06-26,2936.58056640625
2017-06-27,2913.462890625
2017-06-28,2907.18212890625
2017-06-29,2918.15234375
2017-06-30,2863.299560546875
2017-07-03,2887.2353515625
2017-07-04,2872.27587890625
2017-07-05,2857.31591796875
2017-07-06,2808.447509765625
2017-07-07,2776.53271484375
2017-07-10,2767.556640625
2017-07-11,2766.559814453125
2017-07-12,2811.439208984375
2017-07-13,2846.345458984375
2017-07-14,2838.36669921875
2017-07-17,2841.358642578125
2017-07-18,2843.35400390625
2017-07-19,2872.27587890625
2017-07-20,2880.254150390625
2017-07-21,2872.27587890625
2017-07-24,2851.33203125
2017-07-25,2862.3017578125
2017-07-26,2853.326171875
2017-07-27,2895.213623046875
2017-07-28,2789.498291015625
2017-07-31,2802.46337890625
2017-08-01,2756.586669921875
2017-08-02,2779.525146484375
2017-08-03,2775.53564453125
2017-08-04,2806.4521484375
2017-08-07,2785.5087890625
2017-08-08,2801.466064453125
2017-08-09,2754.592041015625
2017-08-10,2734.64599609375
2017-08-11,2719.686279296875
2017-08-14,2736.64013671875
2017-08-15,2720.68310546875
2017-08-16,2746.613525390625
2017-08-17,2810.44140625
2017-08-18,2773.541015625
2017-08-21,2757.584228515625
2017-08-22,2801.466064453125
2017-08-23,2816.42578125
2017-08-24,2825.401611328125
2017-08-25,2801.466064453125
2017-08-29,2789.498291015625
2017-08-30,2748.608154296875
2017-08-31,2756.586669921875
2017-09-01,2775.53564453125
2017-09-04,2825.401611328125
2017-09-05,2828.3935546875
2017-09-06,2826.39892578125
2017-09-07,2885.240478515625
2017-09-08,2897.20849609375
2017-09-11,2856.318359375
2017-09-12,2900.200439453125
2017-09-13,2825.401611328125
2017-09-14,2812.436767578125
2017-09-15,2827.396484375
2017-09-18,2902.1953125
2017-09-19,2968.017822265625
2017-09-20,2950.06591796875
2017-09-21,3380.90771484375
2017-09-22,3482.63427734375
2017-09-25,3441.743896484375
2017-09-26,3401.851318359375
2017-09-27,3404.843017578125
2017-09-28,3410.8271484375
2017-09-29,3410.8271484375
2017-10-02,3415.813720703125
2017-10-03,3405.8408203125
2017-10-04,3411.824951171875
2017-10-05,3396.864990234375
2017-10-06,3396.864990234375
2017-10-09,3374.924072265625
2017-10-10,3320.0712890625
2017-10-11,3369.93701171875
2017-10-12,3398.85986328125
2017-10-13,3465.679443359375
2017-10-16,3439.749267578125
2017-10-17,3364.950927734375
2017-10-18,3376.91796875
2017-10-19,3386.8916015625
2017-10-20,3425.787109375
2017-10-23,3461.6904296875
2017-10-24,3378.913330078125
2017-10-25,3385.894287109375
2017-10-26,3390.881103515625
2017-10-27,3380.90771484375
2017-10-30,3314.087158203125
2017-10-31,3371.93212890625
2017-11-01,3343.009765625
2017-11-02,3400.853759765625
2017-11-03,3493.6044921875
2017-11-06,3457.701416015625
2017-11-07,3442.74169921875
2017-11-08,3439.749267578125
2017-11-09,3397.86181640625
2017-11-10,3355.974853515625
2017-11-13,3341.014892578125
2017-11-14,3362.955810546875
2017-11-15,3279.181640625
2017-11-16,3296.135498046875
2017-11-17,3252.25390625
2017-11-20,3261.229736328125
2017-11-21,3149.530029296875
2017-11-22,3132.574951171875
2017-11-23,3059.771240234375
2017-11-24,3074.73095703125
2017-11-27,3010.903076171875
2017-11-28,3077.723388671875
2017-11-29,3050.79541015625
2017-11-30,3023.0859375
2017-12-01,2960.250244140625
2017-12-04,2986.18212890625
2017-12-05,2992.166259765625
2017-12-06,2987.179443359375
2017-12-07,2987.179443359375
2017-12-08,3004.134765625
2017-12-11,3052.010009765625
2017-12-12,3053.007080078125
2017-12-13,3028.072021484375
2017-12-14,3010.11962890625
2017-12-15,3031.064697265625
2017-12-18,3048.020263671875
2017-12-19,3070.960205078125
2017-12-20,3065.97314453125
2017-12-21,3061.9833984375
2017-12-22,3062.98095703125
2017-12-27,3075.946533203125
2017-12-28,3082.92919921875
2017-12-29,3066.97119140625
2018-01-02,3059.98876953125
2018-01-03,3108.861083984375
2018-01-04,3157.733154296875
2018-01-05,3190.646728515625
2018-01-08,3177.6806640625
2018-01-09,3211.59228515625
2018-01-10,3123.821533203125
2018-01-11,3093.900634765625
2018-01-12,3155.73828125
2018-01-15,3200.62060546875
2018-01-16,3291.38330078125
2018-01-17,3213.58642578125
2018-01-18,3246.50048828125
2018-01-19,3243.508544921875
2018-01-22,3231.5400390625
2018-01-23,3236.52685546875
2018-01-24,3211.59228515625
2018-01-25,3216.5791015625
2018-01-26,3285.39892578125
2018-01-29,3325.294189453125
2018-01-30,3299.36181640625
2018-01-31,3450.965576171875
2018-02-01,3425.03271484375
2018-02-02,3327.289306640625
2018-02-05,3310.333251953125
2018-02-06,3232.537109375
2018-02-07,3301.35693359375
2018-02-08,3242.51123046875
2018-02-09,3101.879150390625
2018-02-12,3100.881591796875
2018-02-13,3101.879150390625
2018-02-14,3095.894775390625
2018-02-15,3197.628173828125
2018-02-16,3217.57666015625
2018-02-19,3145.76416015625
2018-02-20,3162.719970703125
2018-02-21,3201.6181640625
2018-02-22,3176.68359375
2018-02-23,3151.74853515625
2018-02-26,3143.76953125
2018-02-27,3146.761962890625
2018-02-28,3126.813720703125
2018-03-01,3080.93408203125
2018-03-02,3022.087646484375
2018-03-05,3058.9912109375
2018-03-06,3073.952392578125
2018-03-07,3131.801025390625
2018-03-08,3191.64404296875
2018-03-09,3241.513671875
2018-03-12,3241.513671875
2018-03-13,3148.75634765625
2018-03-14,3131.801025390625
2018-03-15,3176.68359375
2018-03-16,3129.8056640625
2018-03-19,3115.8427734375
2018-03-20,3168.70458984375
2018-03-21,3162.719970703125
2018-03-22,3092.902587890625
2018-03-23,3077.9423828125
2018-03-26,3030.0673828125
2018-03-27,3058.9912109375
2018-03-28,3083.926513671875
2018-03-29,3034.056884765625
2018-04-03,3025.080322265625
2018-04-04,3012.113525390625
2018-04-05,3142.771728515625
2018-04-06,3200.62060546875
2018-04-09,3231.5400390625
2018-04-10,3258.4697265625
2018-04-11,3220.568603515625
2018-04-12,3261.46142578125
2018-04-13,3294.375244140625
2018-04-16,3265.45068359375
2018-04-17,3290.3857421875
2018-04-18,3260.46435546875
2018-04-19,3254.47998046875
2018-04-20,3256.474609375
2018-04-23,3284.401611328125
2018-04-24,3241.513671875
2018-04-25,3190.646728515625
2018-04-26,3224.558349609375
2018-04-27,3292.380859375
2018-04-30,3285.39892578125
2018-05-01,3292.380859375
2018-05-02,3315.31982421875
2018-05-03,3263.45654296875
2018-05-04,3307.34130859375
2018-05-08,3332.276611328125
2018-05-09,3398.103515625
2018-05-10,3437.00146484375
2018-05-11,3455.9521484375
2018-05-14,3434.009765625
2018-05-15,3435.007568359375
2018-05-16,3481.88427734375
2018-05-17,3533.74853515625
2018-05-18,3470.913330078125
2018-05-21,3525.769287109375
2018-05-22,3510.80859375
2018-05-23,3464.9287109375
2018-05-24,3460.939453125
2018-05-25,3411.06982421875
2018-05-29,3370.176513671875
2018-05-30,3388.129638671875
2018-05-31,3503.826904296875
2018-06-01,3645.455322265625
2018-06-04,3771.126953125
2018-06-05,3721.258056640625
2018-06-06,3779.106201171875
2018-06-07,3745.770751953125
2018-06-08,3778.689453125
2018-06-11,3805.62353515625
2018-06-12,3777.692138671875
2018-06-13,3812.606201171875
2018-06-14,3813.603759765625
2018-06-15,3752.75390625
2018-06-18,3771.70703125
2018-06-19,3715.8447265625
2018-06-20,3747.765869140625
2018-06-21,3660.980224609375
2018-06-22,3680.930908203125
2018-06-25,3596.1396484375
2018-06-26,3618.08544921875
2018-06-27,3675.9423828125
2018-06-28,3567.21044921875
2018-06-29,3610.105224609375
2018-07-02,3542.27197265625
2018-07-03,3548.257568359375
2018-07-04,3491.3974609375
2018-07-05,3551.25
2018-07-06,3559.23046875
2018-07-09,3583.171142578125
2018-07-10,3564.218505859375
2018-07-11,3534.29150390625
2018-07-12,3571.201171875
2018-07-13,3655.991943359375
2018-07-16,3670.945068359375
2018-07-17,3657.987548828125
2018-07-18,3746.768798828125
2018-07-19,3738.78857421875
2018-07-20,3695.8935546875
2018-07-23,3678.935546875
2018-07-24,3705.868896484375
2018-07-25,3683.92333984375
2018-07-26,3700.88134765625
2018-07-27,3738.78857421875
2018-07-30,3744.773193359375
2018-07-31,3750.7587890625
2018-08-01,3657.987548828125
2018-08-02,3632.050537109375
2018-08-03,3664.969970703125
2018-08-06,3641.029052734375
2018-08-07,3672.9501953125
2018-08-08,3687.912841796875
2018-08-09,3742.778076171875
2018-08-10,3673.947998046875
2018-08-13,3667.962890625
2018-08-14,3641.029052734375
2018-08-15,3540.277099609375
2018-08-16,3591.15234375
2018-08-17,3557.2353515625
2018-08-20,3609.107421875
2018-08-21,3633.048828125
2018-08-22,3524.31689453125
2018-08-23,3523.318603515625
2018-08-24,3545.265380859375
2018-08-28,3620.079833984375
2018-08-29,3559.23046875
2018-08-30,3553.24462890625
2018-08-31,3487.4072265625
2018-09-03,3527.3095703125
2018-09-04,3480.424560546875
2018-09-05,3477.431884765625
2018-09-06,3466.458740234375
2018-09-07,3469.451416015625
2018-09-10,3461.471435546875
2018-09-11,3494.39013671875
2018-09-12,3508.35595703125
2018-09-13,3513.34375
2018-09-14,3489.40234375
2018-09-17,3501.372802734375
2018-09-18,3516.336181640625
2018-09-19,3580.17919921875
2018-09-20,3646.01611328125
2018-09-21,3663.97216796875
2018-09-24,3642.0263671875
2018-09-25,3627.0634765625
2018-09-26,3589.156494140625
2018-09-27,3558.232666015625
2018-09-28,3553.24462890625
2018-10-01,3587.16162109375
2018-10-02,3467.456298828125
2018-10-03,3425.559814453125
2018-10-04,3393.638427734375
2018-10-05,3352.739501953125
2018-10-08,3318.822998046875
2018-10-09,3291.888916015625
2018-10-10,3173.181640625
2018-10-11,3081.407470703125
2018-10-12,3088.390625
2018-10-15,3087.39306640625
2018-10-16,3032.52783203125
2018-10-17,3073.427490234375
2018-10-18,3002.601318359375
2018-10-19,2906.837158203125
2018-10-22,2929.781494140625
2018-10-23,2848.98046875
2018-10-24,2850.975341796875
2018-10-25,2884.8916015625
2018-10-26,2829.02978515625
2018-10-29,2890.877197265625
2018-10-30,2901.850341796875
2018-10-31,2965.69287109375
2018-11-01,2999.609375
2018-11-02,3061.457275390625
2018-11-05,3003.599853515625
2018-11-06,2992.626708984375
2018-11-07,3035.52099609375
2018-11-08,2986.640869140625
2018-11-09,2939.7568359375
2018-11-12,2905.84033203125
2018-11-13,2934.76904296875
2018-11-14,2921.801025390625
2018-11-15,2945.74169921875
2018-11-16,2992.626708984375
2018-11-19,2869.92919921875
2018-11-20,2770.1748046875
2018-11-21,3133.279296875
2018-11-22,3039.510498046875
2018-11-23,3050.48388671875
2018-11-26,3069.43701171875
2018-11-27,2942.748779296875
2018-11-28,2926.788330078125
2018-11-29,3001.84228515625
2018-11-30,2917.04443359375
2018-12-03,2946.97265625
2018-12-04,2843.22021484375
2018-12-05,2793.339599609375
2018-12-06,2647.686767578125
2018-12-07,2675.620361328125
2018-12-10,2613.767578125
2018-12-11,2685.59619140625
2018-12-12,2792.342041015625
2018-12-13,2763.410888671875
2018-12-14,2711.53466796875
2018-12-17,2681.60546875
2018-12-18,2744.455810546875
2018-12-19,2762.412841796875
2018-12-20,2743.458740234375
2018-12-21,2768.3984375
2018-12-24,2762.412841796875
2018-12-27,2736.47509765625
2018-12-28,2772.389404296875
2018-12-31,2792.342041015625
2019-01-02,2716.5224609375
2019-01-03,2658.66064453125
2019-01-04,2787.353515625
2019-01-07,2788.350830078125
2019-01-08,2888.11328125
2019-01-09,2945.975341796875
2019-01-10,2946.97265625
2019-01-11,2918.041748046875
2019-01-14,2922.0322265625
2019-01-15,2935.001953125
2019-01-16,2941.98486328125
2019-01-17,2971.9130859375
2019-01-18,3043.742431640625
2019-01-21,3015.808837890625
2019-01-22,3036.759033203125
2019-01-23,3003.837890625
2019-01-24,2958.944580078125
2019-01-25,3003.837890625
2019-01-28,2965.92724609375
2019-01-29,2987.87548828125
2019-01-30,3082.6494140625
2019-01-31,3035.761474609375
2019-02-01,3037.75634765625
2019-02-04,3051.72314453125
2019-02-05,3106.59228515625
2019-02-06,3090.63037109375
2019-02-07,2992.86376953125
2019-02-08,2946.97265625
2019-02-11,2992.86376953125
2019-02-12,2992.86376953125
2019-02-13,3010.820556640625
2019-02-14,3018.801513671875
2019-02-15,3087.6376953125
2019-02-18,3105.594970703125
2019-02-19,3096.61572265625
2019-02-20,3195.38037109375
2019-02-21,3146.4970703125
2019-02-22,3176.42626953125
2019-02-25,3218.326171875
2019-02-26,3202.36376953125
2019-02-27,3136.52099609375
2019-02-28,3085.642333984375
2019-03-01,3141.509521484375
2019-03-04,3176.42626953125
2019-03-05,3177.423095703125
2019-03-06,3166.44970703125
2019-03-07,3106.59228515625
2019-03-08,3062.696533203125
2019-03-11,3094.62109375
2019-03-12,3104.596923828125
2019-03-13,3135.5234375
2019-03-14,3128.5400390625
2019-03-15,3153.48095703125
2019-03-18,3176.42626953125
2019-03-19,3211.34228515625
2019-03-20,3200.368408203125
2019-03-21,3217.32861328125
2019-03-22,3092.6259765625
2019-03-25,3065.689453125
2019-03-26,3098.611328125
2019-03-27,3104.596923828125
2019-03-28,3177.423095703125
2019-03-29,3134.52587890625
2019-04-01,3195.38037109375
2019-04-02,3227.30419921875
2019-04-03,3301.128173828125
2019-04-04,3289.156982421875
2019-04-05,3343.028564453125
2019-04-08,3317.090576171875
2019-04-09,3301.128173828125
2019-04-10,3324.073974609375
2019-04-11,3347.0185546875
2019-04-12,3353.00537109375
2019-04-15,3375.9501953125
2019-04-16,3391.911865234375
2019-04-17,3445.78369140625
2019-04-18,3427.826416015625
2019-04-23,3386.923828125
2019-04-24,3349.014404296875
2019-04-25,3351.010009765625
2019-04-26,3365.973876953125
2019-04-29,3363.978515625
2019-04-30,3329.06201171875
2019-05-01,3319.085693359375
2019-05-02,3330.0595703125
2019-05-03,3334.0498046875
2019-05-07,3214.33544921875
2019-05-08,3211.34228515625
2019-05-09,3126.545166015625
2019-05-10,3151.4853515625
2019-05-13,3057.708740234375
