Date,CVERDEC1.LM
2015-08-24,10.461519241333008
2015-08-25,10.682538032531738
2015-08-26,11.050899505615234
2015-08-27,11.787627220153809
2015-08-28,11.787627220153809
2015-08-31,12.524353981018066
2015-09-01,12.524353981018066
2015-09-02,12.516986846923828
2015-09-03,12.516986846923828
2015-09-04,12.155990600585938
2015-09-08,12.524353981018066
2015-09-09,12.524353981018066
2015-09-10,12.516986846923828
2015-09-11,12.50961971282959
2015-09-14,12.170723915100098
2015-09-15,12.155990600585938
2015-09-16,12.155990600585938
2015-09-17,12.50961971282959
2015-09-18,12.155990600585938
2015-09-21,12.487518310546875
2015-09-22,12.487518310546875
2015-09-23,12.487518310546875
2015-09-24,12.155990600585938
2015-09-25,12.155990600585938
2015-09-28,12.163357734680176
2015-09-29,11.794994354248047
2015-09-30,11.794994354248047
2015-10-01,12.524353981018066
2015-10-02,12.524353981018066
2015-10-05,12.155990600585938
2015-10-06,12.155990600585938
2015-10-07,12.155990600585938
2015-10-08,12.155990600585938
2015-10-09,12.155990600585938
2015-10-12,12.524353981018066
2015-10-13,12.524353981018066
2015-10-14,12.708536148071289
2015-10-15,12.900087356567383
2015-10-16,12.900087356567383
2015-10-19,12.900087356567383
2015-10-20,12.900087356567383
2015-10-21,13.113734245300293
2015-10-22,13.113734245300293
2015-10-23,13.261082649230957
2015-10-26,13.268445014953613
2015-10-27,13.268445014953613
2015-10-28,12.524353981018066
2015-10-29,12.855880737304688
2015-10-30,12.634861946105957
2015-11-02,12.900087356567383
2015-11-03,12.900087356567383
2015-11-04,13.261082649230957
2015-11-05,13.261082649230957
2015-11-06,13.261082649230957
2015-11-09,13.261082649230957
2015-11-10,13.261082649230957
2015-11-11,13.261082649230957
2015-11-12,12.524353981018066
2015-11-13,12.524353981018066
2015-11-16,12.155990600585938
2015-11-17,12.155990600585938
2015-11-18,12.524353981018066
2015-11-19,12.155990600585938
2015-11-20,12.524353981018066
2015-11-23,12.524353981018066
2015-11-24,12.524353981018066
2015-11-25,12.524353981018066
2015-11-27,12.524353981018066
2015-11-30,12.155990600585938
2015-12-01,12.155990600585938
2015-12-02,12.155990600585938
2015-12-03,12.155990600585938
2015-12-04,12.155990600585938
2015-12-07,12.155990600585938
2015-12-08,12.155990600585938
2015-12-09,12.155990600585938
2015-12-10,12.155990600585938
2015-12-11,12.155990600585938
2015-12-14,11.787627220153809
2015-12-15,11.787627220153809
2015-12-16,11.787627220153809
2015-12-17,11.787627220153809
2015-12-18,11.050899505615234
2015-12-21,10.31417465209961
2015-12-22,10.31417465209961
2015-12-23,10.31417465209961
2015-12-24,10.387845993041992
2015-12-28,10.387845993041992
2015-12-29,10.387845993041992
2015-12-30,10.682538032531738
2015-12-31,10.682538032531738
2016-01-04,10.682538032531738
2016-01-05,10.535191535949707
2016-01-06,10.535191535949707
2016-01-07,10.535191535949707
2016-01-08,10.535191535949707
2016-01-11,10.535191535949707
2016-01-12,10.535191535949707
2016-01-13,10.682538032531738
2016-01-14,10.682538032531738
2016-01-15,10.682538032531738
2016-01-19,10.608864784240723
2016-01-20,10.535191535949707
2016-01-21,10.608864784240723
2016-01-22,10.608864784240723
2016-01-25,10.387845993041992
2016-01-26,10.387845993041992
2016-01-27,10.31417465209961
2016-01-28,10.31417465209961
2016-01-29,10.31417465209961
2016-02-01,10.468887329101562
2016-02-02,10.468887329101562
2016-02-03,10.468887329101562
2016-02-04,11.058267593383789
2016-02-05,12.303336143493652
2016-02-08,12.531720161437988
2016-02-09,12.531720161437988
2016-02-10,12.671700477600098
2016-02-11,12.671700477600098
2016-02-12,12.598027229309082
2016-02-16,12.524353981018066
2016-02-17,12.524353981018066
2016-02-18,12.2738676071167
2016-02-19,12.22966480255127
2016-02-22,12.22966480255127
2016-02-23,12.22966480255127
2016-02-24,12.524353981018066
2016-02-25,12.671700477600098
2016-02-26,12.671700477600098
2016-02-29,12.598027229309082
2016-03-01,12.598027229309082
2016-03-02,12.598027229309082
2016-03-03,12.671700477600098
2016-03-04,13.01059341430664
2016-03-07,14.366168022155762
2016-03-08,14.366168022155762
2016-03-09,14.734533309936523
2016-03-10,15.47126293182373
2016-03-11,14.71979808807373
2016-03-14,14.71979808807373
2016-03-15,14.71979808807373
2016-03-16,14.71979808807373
2016-03-17,13.629444122314453
2016-03-18,15.102900505065918
2016-03-21,15.029224395751953
2016-03-22,15.029224395751953
2016-03-23,14.955551147460938
2016-03-24,14.145153045654297
2016-03-28,14.145153045654297
2016-03-29,14.145153045654297
2016-03-30,13.629444122314453
2016-03-31,14.277763366699219
2016-04-01,15.029224395751953
2016-04-04,14.734533309936523
2016-04-05,14.734533309936523
2016-04-06,14.727168083190918
2016-04-07,14.579821586608887
2016-04-08,13.850461959838867
2016-04-11,14.587191581726074
2016-04-12,14.587191581726074
2016-04-13,14.587191581726074
2016-04-14,14.366168022155762
2016-04-15,14.25566291809082
2016-04-18,13.997807502746582
2016-04-19,13.997807502746582
2016-04-20,14.734533309936523
2016-04-21,14.145153045654297
2016-04-22,14.43984317779541
2016-04-25,14.734533309936523
2016-04-26,14.734533309936523
2016-04-27,15.102900505065918
2016-04-28,15.102900505065918
2016-04-29,14.734533309936523
2016-05-02,14.734533309936523
2016-05-03,14.734533309936523
2016-05-04,14.329334259033203
2016-05-05,14.145153045654297
2016-05-06,14.145153045654297
2016-05-09,14.366168022155762
2016-05-10,14.145153045654297
2016-05-11,14.145153045654297
2016-05-12,14.366168022155762
