Date,WDP.BR
2015-08-24,6.416567325592041
2015-08-25,6.583939075469971
2015-08-26,6.4796905517578125
2015-08-27,6.734095573425293
2015-08-28,6.676710605621338
2015-08-31,6.8010454177856445
2015-09-01,6.512208461761475
2015-09-02,6.629847526550293
2015-09-03,6.612630844116211
2015-09-04,6.564810752868652
2015-09-07,6.634629249572754
2015-09-08,6.609762668609619
2015-09-09,6.673842430114746
2015-09-10,6.78861141204834
2015-09-11,6.647063255310059
2015-09-14,6.572462558746338
2015-09-15,6.520816326141357
2015-09-16,6.569591522216797
2015-09-17,6.592546463012695
2015-09-18,6.540900707244873
2015-09-21,6.675754547119141
2015-09-22,6.550464153289795
2015-09-23,6.592546463012695
2015-09-24,6.48351526260376
2015-09-25,6.663321495056152
2015-09-28,6.636541366577148
2015-09-29,6.660451889038086
2015-09-30,6.630804538726807
2015-10-01,6.685319900512695
2015-10-02,6.680537223815918
2015-10-05,6.972243785858154
2015-10-06,6.895728588104248
2015-10-07,6.77522087097168
2015-10-08,6.707315921783447
2015-10-09,6.767570495605469
2015-10-12,6.90242338180542
2015-10-13,6.942594051361084
2015-10-14,6.895728588104248
2015-10-15,6.931115627288818
2015-10-16,6.8995537757873535
2015-10-19,6.933985710144043
2015-10-20,6.922508716583252
2015-10-21,6.936855792999268
2015-10-22,7.182652950286865
2015-10-23,7.229516983032227
2015-10-26,7.136745452880859
2015-10-27,7.160655498504639
2015-10-28,7.096576690673828
2015-10-29,7.077445983886719
2015-10-30,7.125268459320068
2015-11-02,7.182652950286865
2015-11-03,7.181695938110352
2015-11-04,7.225692272186279
2015-11-05,7.233342170715332
2015-11-06,7.291684627532959
2015-11-09,7.2639479637146
2015-11-10,7.152047634124756
2015-11-11,7.225692272186279
2015-11-12,7.179782867431641
2015-11-13,7.137701034545898
2015-11-16,7.218997478485107
2015-11-17,7.290727615356445
2015-11-18,7.29263973236084
2015-11-19,7.275424480438232
2015-11-20,7.383500576019287
2015-11-23,7.193173885345459
2015-11-24,7.0449299812316895
2015-11-25,7.249602794647217
2015-11-26,7.238125801086426
2015-11-27,7.238125801086426
2015-11-30,7.2448201179504395
2015-12-01,7.46766471862793
2015-12-02,7.388281345367432
2015-12-03,7.3060302734375
2015-12-04,7.242907524108887
2015-12-07,7.3050737380981445
2015-12-08,7.2390828132629395
2015-12-09,7.188391208648682
2015-12-10,7.182652950286865
2015-12-11,7.131007194519043
2015-12-14,7.016236782073975
2015-12-15,7.105183124542236
2015-12-16,7.17500114440918
2015-12-17,7.323246479034424
2015-12-18,7.266817092895508
2015-12-21,7.243863582611084
2015-12-22,7.274468421936035
2015-12-23,7.48009729385376
2015-12-24,7.42749547958374
2015-12-28,7.468622207641602
2015-12-29,7.619733810424805
2015-12-30,7.603473663330078
2016-01-04,7.460970878601074
2016-01-05,7.546089172363281
2016-01-06,7.549915313720703
2016-01-07,7.240993499755859
2016-01-08,7.201781272888184
2016-01-11,7.077445983886719
2016-01-12,7.1434407234191895
2016-01-13,7.178827285766602
2016-01-14,7.125268459320068
2016-01-15,6.962677955627441
2016-01-18,6.742702960968018
2016-01-19,6.863212585449219
2016-01-20,6.73887825012207
2016-01-21,6.670015811920166
2016-01-22,7.088924407958984
2016-01-25,7.115703582763672
2016-01-26,7.139614105224609
2016-01-27,6.836431503295898
2016-01-28,6.890946865081787
2016-01-29,7.149177551269531
2016-02-01,7.153960227966309
2016-02-02,7.098489284515381
2016-02-03,7.108053684234619
2016-02-04,7.053536891937256
2016-02-05,6.981807708740234
2016-02-08,6.727402210235596
2016-02-09,6.6422810554504395
2016-02-10,6.7838287353515625
2016-02-11,6.647063255310059
2016-02-12,6.730269908905029
2016-02-15,6.792436122894287
2016-02-16,6.8077392578125
2016-02-17,7.181695938110352
2016-02-18,7.19126033782959
2016-02-19,7.36915397644043
2016-02-22,7.399759292602539
2016-02-23,7.412191867828369
2016-02-24,7.327070713043213
2016-02-25,7.446623802185059
2016-02-26,7.432277202606201
2016-02-29,7.449492454528809
2016-03-01,7.497312545776367
2016-03-02,7.527917861938477
2016-03-03,7.434189796447754
2016-03-04,7.495398998260498
2016-03-07,7.421755790710449
2016-03-08,7.39497709274292
2016-03-09,7.371066093444824
2016-03-10,7.408367156982422
2016-03-11,7.503051280975342
2016-03-14,7.651295185089111
2016-03-15,7.651295185089111
2016-03-16,7.923872470855713
2016-03-17,7.897092342376709
2016-03-18,7.890398025512695
2016-03-21,7.947781562805176
2016-03-22,7.932478904724121
2016-03-23,7.938218593597412
2016-03-24,7.952564239501953
2016-03-29,8.05681324005127
2016-03-30,8.06255054473877
2016-03-31,7.990820407867432
2016-04-01,7.9573469161987305
2016-04-04,8.004210472106934
2016-04-05,7.9573469161987305
2016-04-06,7.9487385749816895
2016-04-07,7.9487385749816895
2016-04-08,8.027164459228516
2016-04-11,8.032902717590332
2016-04-12,7.965953350067139
2016-04-13,8.005167007446289
2016-04-14,7.7698893547058105
2016-04-15,7.778497695922852
2016-04-18,7.773715019226074
2016-04-19,7.8416218757629395
2016-04-20,7.809103965759277
2016-04-21,7.669466018676758
2016-04-22,7.559479236602783
2016-04-25,7.705811023712158
2016-04-26,7.734500885009766
2016-04-27,7.815796852111816
2016-04-28,7.932451248168945
2016-04-29,7.994800090789795
2016-05-02,8.00485610961914
2016-05-03,8.045083045959473
