Date,MEDANTA.NS
2024-04-03,1337.949951171875
2024-04-04,1356.0999755859375
2024-04-05,1365.949951171875
2024-04-08,1382.3499755859375
2024-04-09,1394.449951171875
2024-04-10,1425.699951171875
2024-04-12,1398.300048828125
2024-04-15,1380.300048828125
2024-04-16,1386.5
2024-04-18,1372.949951171875
2024-04-19,1403.699951171875
2024-04-22,1422.699951171875
2024-04-23,1398.3499755859375
2024-04-24,1442.5
2024-04-25,1438.4000244140625
2024-04-26,1447.25
2024-04-29,1457.9000244140625
2024-04-30,1445.199951171875
2024-05-02,1424.449951171875
2024-05-03,1409.0
2024-05-06,1400.449951171875
2024-05-07,1401.25
2024-05-08,1414.75
2024-05-09,1397.699951171875
2024-05-10,1412.050048828125
2024-05-13,1388.699951171875
2024-05-14,1412.75
2024-05-15,1400.949951171875
2024-05-16,1394.949951171875
2024-05-17,1421.199951171875
2024-05-21,1335.199951171875
2024-05-22,1240.25
2024-05-23,1201.800048828125
2024-05-24,1184.449951171875
2024-05-27,1223.199951171875
2024-05-28,1230.0999755859375
2024-05-29,1187.4000244140625
2024-05-30,1159.5
2024-05-31,1191.8499755859375
2024-06-03,1166.25
2024-06-04,1076.800048828125
2024-06-05,1122.4000244140625
2024-06-06,1192.0999755859375
2024-06-07,1227.4000244140625
2024-06-10,1212.5999755859375
2024-06-11,1226.300048828125
2024-06-12,1243.199951171875
2024-06-13,1277.4000244140625
2024-06-14,1356.199951171875
2024-06-18,1373.449951171875
2024-06-19,1351.300048828125
2024-06-20,1320.0999755859375
2024-06-21,1328.699951171875
2024-06-24,1310.199951171875
2024-06-25,1280.0999755859375
2024-06-26,1305.550048828125
2024-06-27,1275.9000244140625
2024-06-28,1308.300048828125
2024-07-01,1270.550048828125
2024-07-02,1275.25
2024-07-03,1271.949951171875
2024-07-04,1270.9000244140625
2024-07-05,1266.75
2024-07-08,1258.1500244140625
2024-07-09,1260.75
2024-07-10,1252.3499755859375
2024-07-11,1246.800048828125
2024-07-12,1212.3499755859375
2024-07-15,1211.449951171875
2024-07-16,1208.300048828125
2024-07-18,1204.0999755859375
2024-07-19,1204.300048828125
2024-07-22,1195.699951171875
2024-07-23,1176.300048828125
2024-07-24,1203.949951171875
2024-07-25,1205.050048828125
2024-07-26,1203.949951171875
2024-07-29,1228.5999755859375
2024-07-30,1246.199951171875
2024-07-31,1241.9000244140625
2024-08-01,1222.0
2024-08-02,1210.050048828125
2024-08-05,1151.75
2024-08-06,1183.5
2024-08-07,1191.5
2024-08-08,1173.949951171875
2024-08-09,1133.5999755859375
2024-08-12,1081.75
2024-08-13,1084.949951171875
2024-08-14,1065.75
2024-08-16,1125.75
2024-08-19,1106.25
2024-08-20,1081.6500244140625
2024-08-21,1079.5999755859375
2024-08-22,1074.699951171875
2024-08-23,1075.3499755859375
2024-08-26,1058.3499755859375
2024-08-27,1073.6500244140625
2024-08-28,1085.9000244140625
2024-08-29,1123.5
2024-08-30,1134.699951171875
2024-09-02,1129.6500244140625
2024-09-03,1164.5999755859375
2024-09-04,1153.8499755859375
2024-09-05,1143.0999755859375
2024-09-06,1110.949951171875
2024-09-09,1102.4000244140625
2024-09-10,1128.4000244140625
2024-09-11,1117.5
2024-09-12,1118.5999755859375
2024-09-13,1123.300048828125
2024-09-16,1131.5
2024-09-17,1125.300048828125
2024-09-18,1114.800048828125
2024-09-19,1098.0
2024-09-20,1112.1500244140625
2024-09-23,1096.3499755859375
2024-09-24,1092.949951171875
2024-09-25,1074.0999755859375
2024-09-26,1061.449951171875
2024-09-27,1032.300048828125
2024-09-30,1022.5499877929688
2024-10-01,1000.6500244140625
2024-10-03,973.4500122070312
2024-10-04,967.0999755859375
2024-10-07,966.9000244140625
2024-10-08,985.9000244140625
2024-10-09,1001.5
2024-10-10,1038.050048828125
2024-10-11,1024.699951171875
2024-10-14,1046.699951171875
2024-10-15,1069.4000244140625
2024-10-16,1105.0
2024-10-17,1078.0
2024-10-18,1067.75
2024-10-21,1048.0999755859375
2024-10-22,1020.1500244140625
2024-10-23,1045.449951171875
2024-10-24,1065.949951171875
2024-10-25,1060.1500244140625
2024-10-28,1072.699951171875
2024-10-29,1072.800048828125
2024-10-30,1082.8499755859375
2024-10-31,1106.0999755859375
2024-11-01,1115.699951171875
2024-11-04,1067.3499755859375
2024-11-05,1061.5999755859375
2024-11-06,1074.1500244140625
2024-11-07,1085.050048828125
2024-11-08,1067.75
2024-11-11,1070.6500244140625
2024-11-12,1059.199951171875
2024-11-13,1032.550048828125
2024-11-14,1071.949951171875
2024-11-18,1080.9000244140625
2024-11-19,1091.9000244140625
2024-11-21,1072.9000244140625
2024-11-22,1113.6500244140625
2024-11-25,1100.550048828125
2024-11-26,1102.199951171875
2024-11-27,1076.550048828125
2024-11-28,1076.3499755859375
2024-11-29,1075.1500244140625
2024-12-02,1100.050048828125
2024-12-03,1138.5999755859375
2024-12-04,1162.449951171875
2024-12-05,1157.800048828125
2024-12-06,1175.300048828125
2024-12-09,1180.050048828125
2024-12-10,1141.25
2024-12-11,1124.0
2024-12-12,1110.75
2024-12-13,1114.550048828125
2024-12-16,1105.699951171875
2024-12-17,1108.6500244140625
2024-12-18,1134.199951171875
2024-12-19,1125.4000244140625
2024-12-20,1098.5999755859375
2024-12-23,1097.699951171875
2024-12-24,1096.5
2024-12-26,1107.6500244140625
2024-12-27,1090.4000244140625
2024-12-30,1078.3499755859375
2024-12-31,1078.5
2025-01-01,1100.699951171875
2025-01-02,1103.949951171875
2025-01-03,1089.0999755859375
2025-01-06,1070.0
2025-01-07,1062.75
2025-01-08,1079.449951171875
2025-01-09,1069.199951171875
2025-01-10,1072.5999755859375
2025-01-13,1026.949951171875
2025-01-14,1031.9000244140625
2025-01-15,1024.199951171875
2025-01-16,1027.050048828125
2025-01-17,1020.75
2025-01-20,1001.5999755859375
2025-01-21,1055.3499755859375
2025-01-22,1044.0
2025-01-23,1070.199951171875
2025-01-24,1047.1500244140625
2025-01-27,1021.0999755859375
2025-01-28,1017.7000122070312
2025-01-29,1039.800048828125
2025-01-30,1049.4000244140625
2025-01-31,1039.5999755859375
2025-02-01,1073.800048828125
2025-02-03,1042.5
2025-02-04,1041.1500244140625
2025-02-05,1152.9000244140625
2025-02-06,1168.5
2025-02-07,1168.800048828125
2025-02-10,1131.3499755859375
2025-02-11,1116.300048828125
2025-02-12,1089.800048828125
2025-02-13,1128.3499755859375
2025-02-14,1110.199951171875
2025-02-17,1131.25
2025-02-18,1121.3499755859375
2025-02-19,1149.3499755859375
2025-02-20,1206.4000244140625
2025-02-21,1235.550048828125
2025-02-24,1208.0999755859375
2025-02-25,1211.949951171875
2025-02-27,1193.199951171875
2025-02-28,1149.6500244140625
2025-03-03,1213.4000244140625
2025-03-04,1209.75
2025-03-05,1195.550048828125
2025-03-06,1252.949951171875
2025-03-07,1226.199951171875
2025-03-10,1208.9000244140625
2025-03-11,1174.5
2025-03-12,1168.300048828125
2025-03-13,1178.050048828125
2025-03-17,1180.1500244140625
2025-03-18,1180.1500244140625
2025-03-19,1227.8499755859375
2025-03-20,1239.5999755859375
2025-03-21,1265.1500244140625
2025-03-24,1230.6500244140625
2025-03-25,1249.0999755859375
2025-03-26,1220.1500244140625
2025-03-27,1213.8499755859375
2025-03-28,1198.300048828125
2025-04-01,1231.0999755859375
2025-04-02,1247.3499755859375
2025-04-03,1239.550048828125
2025-04-04,1234.199951171875
2025-04-07,1195.949951171875
2025-04-08,1238.0999755859375
2025-04-09,1228.199951171875
2025-04-11,1269.949951171875
2025-04-15,1275.4000244140625
2025-04-16,1295.300048828125
2025-04-17,1269.0999755859375
2025-04-21,1253.4000244140625
2025-04-22,1272.800048828125
2025-04-23,1247.5
2025-04-24,1241.5999755859375
2025-04-25,1215.0999755859375
2025-04-28,1201.199951171875
2025-04-29,1177.800048828125
2025-04-30,1197.199951171875
2025-05-02,1206.0999755859375
2025-05-05,1208.5
2025-05-06,1187.5
2025-05-07,1210.9000244140625
2025-05-08,1187.5
2025-05-09,1170.4000244140625
2025-05-12,1227.0999755859375
2025-05-13,1241.5999755859375
2025-05-14,1242.9000244140625
2025-05-15,1243.300048828125
2025-05-16,1201.0999755859375
2025-05-19,1181.0
2025-05-20,1190.0999755859375
2025-05-21,1183.0999755859375
2025-05-22,1184.300048828125
2025-05-23,1219.9000244140625
2025-05-26,1207.0
2025-05-27,1210.300048828125
2025-05-28,1210.199951171875
2025-05-29,1197.0999755859375
2025-05-30,1188.199951171875
2025-06-02,1213.199951171875
2025-06-03,1217.0999755859375
2025-06-04,1196.9000244140625
2025-06-05,1200.9000244140625
2025-06-06,1216.0999755859375
2025-06-09,1198.5999755859375
2025-06-10,1199.300048828125
2025-06-11,1195.800048828125
2025-06-12,1184.5999755859375
2025-06-13,1186.0
2025-06-16,1217.199951171875
2025-06-17,1185.199951171875
2025-06-18,1171.699951171875
2025-06-19,1163.0
2025-06-20,1131.5
2025-06-23,1160.4000244140625
2025-06-24,1128.5999755859375
2025-06-25,1127.300048828125
2025-06-26,1133.4000244140625
2025-06-27,1134.5999755859375
2025-06-30,1136.800048828125
2025-07-01,1151.4000244140625
2025-07-02,1166.0999755859375
2025-07-03,1190.5999755859375
2025-07-04,1183.800048828125
2025-07-07,1202.800048828125
2025-07-08,1218.0999755859375
2025-07-09,1278.699951171875
2025-07-10,1301.800048828125
2025-07-11,1303.300048828125
2025-07-14,1327.4000244140625
2025-07-15,1326.199951171875
2025-07-16,1338.4000244140625
2025-07-17,1345.0999755859375
2025-07-18,1319.199951171875
2025-07-21,1300.4000244140625
2025-07-22,1290.4000244140625
2025-07-23,1312.699951171875
2025-07-24,1326.199951171875
2025-07-25,1323.0999755859375
2025-07-28,1355.4000244140625
2025-07-29,1331.4000244140625
2025-07-30,1306.300048828125
2025-07-31,1311.199951171875
2025-08-01,1337.5
2025-08-04,1324.5
2025-08-05,1326.800048828125
2025-08-06,1338.5
2025-08-07,1327.0
2025-08-08,1423.199951171875
2025-08-11,1387.4000244140625
2025-08-12,1380.300048828125
2025-08-13,1355.5999755859375
2025-08-14,1374.0999755859375
2025-08-18,1343.199951171875
2025-08-19,1373.4000244140625
2025-08-20,1378.0
2025-08-21,1389.5999755859375
