Date,MEDANTA.NS
2022-11-18,414.1499938964844
2022-11-21,429.75
2022-11-22,435.5
2022-11-23,450.8999938964844
2022-11-24,460.1499938964844
2022-11-25,451.79998779296875
2022-11-28,471.29998779296875
2022-11-29,464.29998779296875
2022-11-30,462.25
2022-12-01,459.20001220703125
2022-12-02,457.45001220703125
2022-12-05,456.45001220703125
2022-12-06,456.6499938964844
2022-12-07,465.54998779296875
2022-12-08,467.54998779296875
2022-12-09,463.25
2022-12-12,455.25
2022-12-13,450.25
2022-12-14,450.45001220703125
2022-12-15,447.6499938964844
2022-12-16,446.5
2022-12-19,445.25
2022-12-20,446.8999938964844
2022-12-21,447.25
2022-12-22,446.8999938964844
2022-12-23,444.54998779296875
2022-12-26,458.3999938964844
2022-12-27,459.1000061035156
2022-12-28,459.6499938964844
2022-12-29,465.8999938964844
2022-12-30,468.79998779296875
2023-01-02,460.1000061035156
2023-01-03,458.8999938964844
2023-01-04,455.54998779296875
2023-01-05,470.70001220703125
2023-01-06,457.29998779296875
2023-01-09,457.1000061035156
2023-01-10,457.29998779296875
2023-01-11,454.20001220703125
2023-01-12,449.0
2023-01-13,452.5
2023-01-16,446.3500061035156
2023-01-17,453.6000061035156
2023-01-18,449.29998779296875
2023-01-19,446.3500061035156
2023-01-20,451.79998779296875
2023-01-23,445.95001220703125
2023-01-24,445.04998779296875
2023-01-25,456.70001220703125
2023-01-27,437.54998779296875
2023-01-30,442.0
2023-01-31,444.04998779296875
2023-02-01,430.3999938964844
2023-02-02,439.8999938964844
2023-02-03,438.45001220703125
2023-02-06,442.6000061035156
2023-02-07,447.45001220703125
2023-02-08,456.1000061035156
2023-02-09,449.95001220703125
2023-02-10,454.79998779296875
2023-02-13,456.75
2023-02-14,457.1000061035156
2023-02-15,459.75
2023-02-16,503.79998779296875
2023-02-17,517.0999755859375
2023-02-20,517.5499877929688
2023-02-21,508.0
2023-02-22,485.3500061035156
2023-02-23,492.20001220703125
2023-02-24,505.25
2023-02-27,494.8999938964844
2023-02-28,520.7000122070312
2023-03-01,509.70001220703125
2023-03-02,501.8500061035156
2023-03-03,504.79998779296875
2023-03-06,514.0999755859375
2023-03-08,514.2999877929688
2023-03-09,508.8500061035156
2023-03-10,500.6000061035156
2023-03-13,495.8999938964844
2023-03-14,494.8500061035156
2023-03-15,492.04998779296875
2023-03-16,492.79998779296875
2023-03-17,486.75
2023-03-20,479.3999938964844
2023-03-21,484.5
2023-03-22,485.29998779296875
2023-03-23,488.25
2023-03-24,476.6000061035156
2023-03-27,473.3500061035156
2023-03-28,477.20001220703125
2023-03-29,512.6500244140625
2023-03-31,526.9500122070312
2023-04-03,502.25
2023-04-05,485.6000061035156
2023-04-06,475.95001220703125
2023-04-10,493.8999938964844
2023-04-11,483.70001220703125
2023-04-12,488.25
2023-04-13,489.29998779296875
2023-04-17,486.3500061035156
2023-04-18,491.45001220703125
2023-04-19,498.75
2023-04-20,493.95001220703125
2023-04-21,490.75
2023-04-24,489.1499938964844
2023-04-25,490.1499938964844
2023-04-26,508.29998779296875
2023-04-27,509.25
2023-04-28,515.9500122070312
2023-05-02,513.5
2023-05-03,514.0999755859375
2023-05-04,513.75
2023-05-05,506.3500061035156
2023-05-08,525.5999755859375
2023-05-09,513.9000244140625
2023-05-10,508.04998779296875
2023-05-11,522.4000244140625
2023-05-12,543.2000122070312
2023-05-15,562.5499877929688
2023-05-16,572.5
2023-05-17,564.2000122070312
2023-05-18,561.5999755859375
2023-05-19,559.4000244140625
2023-05-22,576.5999755859375
2023-05-23,578.3499755859375
2023-05-24,576.5499877929688
2023-05-25,594.8499755859375
2023-05-26,589.7999877929688
2023-05-29,594.7000122070312
2023-05-30,594.4000244140625
2023-05-31,592.3499755859375
2023-06-01,587.1500244140625
2023-06-02,582.1500244140625
2023-06-05,603.3499755859375
2023-06-06,611.5999755859375
2023-06-07,607.5499877929688
2023-06-08,605.5
2023-06-09,607.0
2023-06-12,619.9500122070312
2023-06-13,627.0999755859375
2023-06-14,654.25
2023-06-15,650.6500244140625
2023-06-16,648.5999755859375
2023-06-19,638.2999877929688
2023-06-20,650.2000122070312
2023-06-21,661.0499877929688
2023-06-22,645.75
2023-06-23,661.0
2023-06-26,673.25
2023-06-27,660.0
2023-06-28,656.0
2023-06-30,659.25
2023-07-03,659.5999755859375
2023-07-04,680.8499755859375
2023-07-05,686.9500122070312
2023-07-06,689.75
2023-07-07,690.7999877929688
2023-07-10,693.6500244140625
2023-07-11,700.2999877929688
2023-07-12,701.5499877929688
2023-07-13,691.8499755859375
2023-07-14,702.5999755859375
2023-07-17,706.9000244140625
2023-07-18,700.0499877929688
2023-07-19,703.0499877929688
2023-07-20,711.0999755859375
2023-07-21,708.7999877929688
2023-07-24,707.0499877929688
2023-07-25,715.4000244140625
2023-07-26,715.4500122070312
2023-07-27,711.75
2023-07-28,703.9000244140625
2023-07-31,707.7000122070312
2023-08-01,679.7000122070312
2023-08-02,669.9000244140625
2023-08-03,675.9500122070312
2023-08-04,666.5
2023-08-07,690.7000122070312
2023-08-08,680.9500122070312
2023-08-09,679.9000244140625
2023-08-10,689.7999877929688
2023-08-11,677.4500122070312
2023-08-14,675.4000244140625
2023-08-16,690.0999755859375
2023-08-17,687.2999877929688
2023-08-18,683.2999877929688
2023-08-21,688.6500244140625
2023-08-22,693.5499877929688
2023-08-23,708.4000244140625
2023-08-24,697.3499755859375
2023-08-25,704.0
2023-08-28,709.9500122070312
2023-08-29,698.75
2023-08-30,702.7000122070312
2023-08-31,709.4500122070312
2023-09-01,706.75
2023-09-04,704.1500244140625
2023-09-05,696.3499755859375
2023-09-06,697.7000122070312
2023-09-07,695.1500244140625
2023-09-08,695.25
2023-09-11,698.1500244140625
2023-09-12,676.7000122070312
2023-09-13,702.0
2023-09-14,700.0
2023-09-15,701.9500122070312
2023-09-18,696.2999877929688
2023-09-20,689.2999877929688
2023-09-21,680.2000122070312
2023-09-22,694.0
2023-09-25,696.75
2023-09-26,692.1500244140625
2023-09-27,694.7999877929688
2023-09-28,715.0999755859375
2023-09-29,716.0499877929688
2023-10-03,747.25
2023-10-04,740.5
2023-10-05,739.9500122070312
2023-10-06,748.4000244140625
2023-10-09,749.9500122070312
2023-10-10,750.7000122070312
2023-10-11,766.1500244140625
2023-10-12,764.2000122070312
2023-10-13,778.1500244140625
2023-10-16,787.6500244140625
2023-10-17,779.75
2023-10-18,773.0499877929688
2023-10-19,775.4500122070312
2023-10-20,768.6500244140625
2023-10-23,749.9500122070312
2023-10-25,733.2999877929688
2023-10-26,747.25
2023-10-27,756.9500122070312
2023-10-30,764.3499755859375
2023-10-31,784.5999755859375
2023-11-01,799.5999755859375
2023-11-02,816.7000122070312
2023-11-03,806.25
2023-11-06,837.2000122070312
2023-11-07,830.7999877929688
2023-11-08,833.5
2023-11-09,859.75
2023-11-10,902.7999877929688
2023-11-13,910.8499755859375
2023-11-15,893.1500244140625
2023-11-16,888.5
2023-11-17,902.5
2023-11-20,896.8499755859375
2023-11-21,894.0
2023-11-22,896.25
2023-11-23,898.25
2023-11-24,903.1500244140625
2023-11-28,920.7000122070312
2023-11-29,919.8499755859375
2023-11-30,957.3499755859375
2023-12-01,970.0
2023-12-04,979.3499755859375
2023-12-05,1003.5
2023-12-06,974.8499755859375
2023-12-07,939.9000244140625
2023-12-08,934.75
2023-12-11,933.0
2023-12-12,928.8499755859375
2023-12-13,929.2000122070312
2023-12-14,925.5999755859375
2023-12-15,925.0499877929688
2023-12-18,922.7999877929688
2023-12-19,936.4500122070312
2023-12-20,919.8499755859375
2023-12-21,938.25
2023-12-22,973.8499755859375
2023-12-26,963.6500244140625
2023-12-27,956.6500244140625
2023-12-28,962.75
2023-12-29,959.1500244140625
2024-01-01,951.3499755859375
2024-01-02,944.5499877929688
2024-01-03,959.0
2024-01-04,990.25
2024-01-05,1001.8499755859375
2024-01-08,1000.0499877929688
2024-01-09,991.2999877929688
2024-01-10,995.1500244140625
2024-01-11,1045.699951171875
2024-01-12,1020.2999877929688
2024-01-15,1020.2999877929688
2024-01-16,1000.8499755859375
2024-01-17,1029.9000244140625
2024-01-18,1061.25
2024-01-19,1093.6500244140625
2024-01-23,1130.5
2024-01-24,1124.25
2024-01-25,1107.5
2024-01-29,1134.800048828125
2024-01-30,1115.800048828125
2024-01-31,1148.300048828125
2024-02-01,1198.4000244140625
2024-02-02,1249.0
2024-02-05,1214.0999755859375
2024-02-06,1234.9000244140625
2024-02-07,1235.5999755859375
2024-02-08,1258.8499755859375
2024-02-09,1269.5
2024-02-12,1346.5
2024-02-13,1349.699951171875
2024-02-14,1321.9000244140625
2024-02-15,1390.0
2024-02-16,1435.6500244140625
2024-02-19,1395.5
2024-02-20,1400.449951171875
2024-02-21,1432.25
2024-02-22,1486.25
2024-02-23,1487.050048828125
2024-02-26,1434.949951171875
2024-02-27,1442.5999755859375
2024-02-28,1442.199951171875
2024-02-29,1364.199951171875
2024-03-01,1298.6500244140625
2024-03-04,1260.550048828125
2024-03-05,1246.75
2024-03-06,1254.5
2024-03-07,1254.949951171875
2024-03-11,1238.550048828125
2024-03-12,1205.699951171875
2024-03-13,1150.699951171875
2024-03-14,1136.4000244140625
2024-03-15,1120.9000244140625
2024-03-18,1185.1500244140625
2024-03-19,1210.3499755859375
2024-03-20,1208.5999755859375
2024-03-21,1230.5
2024-03-22,1280.550048828125
2024-03-26,1290.199951171875
2024-03-27,1340.1500244140625
2024-03-28,1321.1500244140625
2024-04-01,1331.25
2024-04-02,1331.6500244140625
