Date,NG.L
2016-02-18,1046.26318359375
2016-02-19,1046.6976318359375
2016-02-22,1058.0921630859375
2016-02-23,1046.1546630859375
2016-02-24,1036.71337890625
2016-02-25,1058.6351318359375
2016-02-26,1052.6661376953125
2016-02-29,1045.6121826171875
2016-03-01,1047.240234375
2016-03-02,1033.457763671875
2016-03-03,1018.4818725585938
2016-03-04,1024.9927978515625
2016-03-07,1020.6522827148438
2016-03-08,1029.6595458984375
2016-03-09,1042.24853515625
2016-03-10,1040.72900390625
2016-03-11,1047.7828369140625
2016-03-14,1049.953125
2016-03-15,1055.48779296875
2016-03-16,1052.8834228515625
2016-03-17,1067.42529296875
2016-03-18,1057.2242431640625
2016-03-21,1063.08447265625
2016-03-22,1056.8985595703125
2016-03-23,1067.3165283203125
2016-03-24,1064.386962890625
2016-03-29,1070.6806640625
2016-03-30,1078.1689453125
2016-03-31,1071.3321533203125
2016-04-01,1062.7587890625
2016-04-04,1069.8126220703125
2016-04-05,1069.4876708984375
2016-04-06,1078.7115478515625
2016-04-07,1083.2698974609375
2016-04-08,1085.765869140625
2016-04-11,1075.8900146484375
2016-04-12,1078.6029052734375
2016-04-13,1083.5950927734375
2016-04-14,1087.3936767578125
2016-04-15,1085.765869140625
2016-04-18,1091.19140625
2016-04-19,1092.81982421875
2016-04-20,1086.3082275390625
2016-04-21,1048.4339599609375
2016-04-22,1034.00048828125
2016-04-25,1048.0
2016-04-26,1057.9840087890625
2016-04-27,1063.952880859375
2016-04-28,1058.0921630859375
2016-04-29,1057.8756103515625
2016-05-03,1071.9833984375
2016-05-04,1065.9058837890625
2016-05-05,1071.65771484375
2016-05-06,1076.323974609375
2016-05-09,1086.850830078125
2016-05-10,1090.6490478515625
2016-05-11,1081.85888671875
2016-05-12,1087.9361572265625
2016-05-13,1096.0750732421875
2016-05-16,1091.19140625
2016-05-17,1090.106689453125
2016-05-18,1084.354736328125
2016-05-19,1053.3177490234375
2016-05-20,1070.6806640625
2016-05-23,1070.2471923828125
2016-05-24,1076.1072998046875
2016-05-25,1078.9288330078125
2016-05-26,1085.2227783203125
2016-05-27,1094.9898681640625
2016-05-31,1092.81982421875
2016-06-01,1091.19140625
2016-06-02,1041.6500244140625
2016-06-03,1062.7086181640625
2016-06-06,1062.0570068359375
2016-06-07,1063.794189453125
2016-06-08,1067.4849853515625
2016-06-09,1068.027587890625
2016-06-10,1060.1036376953125
2016-06-13,1053.373291015625
2016-06-14,1041.6500244140625
2016-06-15,1041.7581787109375
2016-06-16,1044.146484375
2016-06-17,1040.7813720703125
2016-06-20,1059.0177001953125
2016-06-21,1065.6392822265625
2016-06-22,1067.919189453125
2016-06-23,1063.2513427734375
2016-06-24,1068.5704345703125
2016-06-27,1082.13916015625
2016-06-28,1112.0989990234375
2016-06-29,1151.7198486328125
2016-06-30,1189.7125244140625
2016-07-01,1200.0247802734375
2016-07-04,1198.9390869140625
2016-07-05,1227.162353515625
2016-07-06,1210.879638671875
2016-07-07,1197.3111572265625
2016-07-08,1204.9093017578125
2016-07-11,1213.0511474609375
2016-07-12,1185.913330078125
2016-07-13,1198.3968505859375
2016-07-14,1177.7718505859375
2016-07-15,1182.656982421875
2016-07-18,1186.4561767578125
2016-07-19,1186.4561767578125
2016-07-20,1192.96923828125
2016-07-21,1186.9990234375
2016-07-22,1197.3111572265625
2016-07-25,1209.794677734375
2016-07-26,1203.281494140625
2016-07-27,1195.1402587890625
2016-07-28,1195.1402587890625
2016-07-29,1175.60107421875
2016-08-01,1183.7423095703125
2016-08-02,1166.9168701171875
2016-08-03,1152.2626953125
2016-08-04,1173.9727783203125
2016-08-05,1160.4039306640625
2016-08-08,1164.7459716796875
2016-08-09,1169.0880126953125
2016-08-10,1168.5452880859375
2016-08-11,1189.169921875
2016-08-12,1193.5120849609375
2016-08-15,1196.2254638671875
2016-08-16,1173.4300537109375
2016-08-17,1161.4896240234375
2016-08-18,1173.9727783203125
2016-08-19,1172.8873291015625
2016-08-22,1173.4300537109375
2016-08-23,1168.0025634765625
2016-08-24,1154.4337158203125
2016-08-25,1166.9168701171875
2016-08-26,1166.3741455078125
2016-08-30,1143.0360107421875
2016-08-31,1135.9803466796875
2016-09-01,1129.466796875
2016-09-02,1162.0321044921875
2016-09-05,1171.8016357421875
2016-09-06,1163.6605224609375
2016-09-07,1158.2327880859375
2016-09-08,1157.1473388671875
2016-09-09,1144.66455078125
2016-09-12,1131.0953369140625
2016-09-13,1131.6383056640625
2016-09-14,1128.9241943359375
2016-09-15,1137.0655517578125
2016-09-16,1142.493408203125
2016-09-19,1159.861083984375
2016-09-20,1164.203369140625
2016-09-21,1147.9205322265625
2016-09-22,1172.8873291015625
2016-09-23,1166.3741455078125
2016-09-26,1171.2591552734375
2016-09-27,1186.9990234375
2016-09-28,1188.6270751953125
2016-09-29,1200.56787109375
2016-09-30,1185.370849609375
2016-10-03,1196.2254638671875
2016-10-04,1195.6829833984375
2016-10-05,1171.2591552734375
2016-10-06,1148.46337890625
2016-10-07,1128.382080078125
2016-10-10,1133.266357421875
2016-10-11,1143.0360107421875
2016-10-12,1135.9803466796875
2016-10-13,1147.378173828125
2016-10-14,1159.3182373046875
2016-10-17,1151.7198486328125
2016-10-18,1148.46337890625
2016-10-19,1158.7757568359375
2016-10-20,1160.9466552734375
2016-10-21,1157.690185546875
2016-10-24,1136.522705078125
2016-10-25,1147.9205322265625
2016-10-26,1139.77978515625
2016-10-27,1148.46337890625
2016-10-28,1149.5489501953125
2016-10-31,1156.062255859375
2016-11-01,1139.77978515625
2016-11-02,1115.8983154296875
2016-11-03,1107.757080078125
2016-11-04,1103.957763671875
2016-11-07,1094.7310791015625
2016-11-08,1106.6712646484375
2016-11-09,1091.47412109375
2016-11-10,1024.6075439453125
2016-11-11,1037.4161376953125
2016-11-14,1006.262451171875
2016-11-15,1009.9530639648438
2016-11-16,1007.673583984375
2016-11-17,1011.1470947265625
2016-11-18,1008.3247680664062
2016-11-21,1013.643798828125
2016-11-22,1022.3279418945312
2016-11-23,1011.3642578125
2016-11-24,987.8482055664062
2016-11-25,1002.5044555664062
2016-11-28,1009.6699829101562
2016-11-29,1007.607177734375
2016-11-30,991.4307861328125
2016-12-01,975.6885986328125
2016-12-02,980.1398315429688
2016-12-05,967.8718872070312
2016-12-06,979.1627197265625
2016-12-07,987.4139404296875
2016-12-08,995.1220703125
2016-12-09,1000.6588134765625
2016-12-12,1000.550537109375
2016-12-13,999.3561401367188
2016-12-14,1001.09326171875
2016-12-15,1004.5672607421875
2016-12-16,1010.755615234375
2016-12-19,1019.6582641601562
2016-12-20,1018.3552856445312
2016-12-21,1014.7725830078125
2016-12-22,1013.4697875976562
2016-12-23,1032.794677734375
2016-12-28,1025.9552001953125
2016-12-29,1030.4061279296875
2016-12-30,1033.12060546875
2017-01-03,1023.349365234375
2017-01-04,1015.0982666015625
2017-01-05,1021.3950805664062
2017-01-06,1025.303955078125
2017-01-09,1032.143310546875
2017-01-10,1014.6640014648438
2017-01-11,1013.79541015625
2017-01-12,1032.0345458984375
2017-01-13,1038.87451171875
2017-01-16,1049.1884765625
2017-01-17,1033.6632080078125
2017-01-18,1030.623291015625
2017-01-19,1016.726806640625
2017-01-20,1018.3552856445312
2017-01-23,1014.8812255859375
2017-01-24,1013.9041137695312
2017-01-25,1000.9847412109375
2017-01-26,991.5393676757812
2017-01-27,1001.2017822265625
2017-01-30,998.5962524414062
2017-01-31,1007.1729125976562
2017-02-01,991.9735717773438
2017-02-02,1000.0074462890625
2017-02-03,1007.4988403320312
2017-02-06,1013.4697875976562
2017-02-07,1023.13232421875
2017-02-08,1039.742919921875
2017-02-09,1039.634033203125
2017-02-10,1040.5030517578125
2017-02-13,1036.9200439453125
2017-02-14,1039.742919921875
2017-02-15,1033.8804931640625
2017-02-16,1040.068603515625
2017-02-17,1043.5428466796875
2017-02-20,1043.2171630859375
2017-02-21,1051.9024658203125
2017-02-22,1053.0965576171875
2017-02-23,1055.1593017578125
2017-02-24,1061.456298828125
2017-02-27,1062.216064453125
2017-02-28,1061.2388916015625
2017-03-01,1056.2449951171875
2017-03-02,1069.0556640625
2017-03-03,1060.37060546875
2017-03-06,1061.890625
2017-03-07,1060.0450439453125
2017-03-08,1059.0677490234375
2017-03-09,1064.3878173828125
2017-03-10,1062.5419921875
2017-03-13,1064.604736328125
2017-03-14,1068.947509765625
2017-03-15,1060.47900390625
2017-03-16,1068.621826171875
2017-03-17,1069.0556640625
2017-03-20,1075.461669921875
2017-03-21,1086.20947265625
2017-03-22,1087.295166015625
2017-03-23,1093.8092041015625
2017-03-24,1099.7803955078125
2017-03-27,1101.9517822265625
2017-03-28,1100.3233642578125
2017-03-29,1099.7803955078125
2017-03-30,1092.1806640625
2017-03-31,1100.3233642578125
2017-04-03,1095.4375
2017-04-04,1095.4375
2017-04-05,1099.2374267578125
2017-04-06,1106.8370361328125
2017-04-07,1120.950927734375
2017-04-10,1114.4368896484375
2017-04-11,1119.322265625
2017-04-12,1130.1788330078125
2017-04-13,1124.7506103515625
2017-04-18,1099.2374267578125
2017-04-19,1080.998291015625
2017-04-20,1075.135498046875
2017-04-21,1087.838134765625
2017-04-24,1104.6656494140625
2017-04-25,1097.066162109375
2017-04-26,1091.6376953125
2017-04-27,1093.2664794921875
2017-04-28,1085.66650390625
2017-05-02,1093.2664794921875
2017-05-03,1102.494384765625
2017-05-04,1101.4088134765625
2017-05-05,1107.9227294921875
2017-05-08,1116.608154296875
2017-05-09,1120.4080810546875
2017-05-10,1128.5506591796875
2017-05-11,1120.950927734375
2017-05-12,1132.3505859375
2017-05-15,1135.607421875
2017-05-16,1143.20703125
2017-05-17,1151.8919677734375
2017-05-18,1139.4072265625
2017-05-19,1144.292724609375
2017-05-22,1059.1041259765625
2017-05-23,1072.05029296875
2017-05-24,1077.0299072265625
2017-05-25,1080.017578125
2017-05-26,1086.4906005859375
2017-05-30,1084.4986572265625
2017-05-31,1084.99658203125
2017-06-01,1045.916748046875
2017-06-02,1029.9788818359375
2017-06-05,1029.9788818359375
2017-06-06,1023.0059814453125
2017-06-07,1016.5313110351562
2017-06-08,1017.0294799804688
2017-06-09,1016.0332641601562
2017-06-12,1006.5703125
2017-06-13,1014.0411376953125
2017-06-14,1011.5508422851562
2017-06-15,1007.0682983398438
2017-06-16,1014.0411376953125
2017-06-19,1016.5313110351562
2017-06-20,1014.0411376953125
2017-06-21,1004.0799560546875
2017-06-22,997.1072998046875
2017-06-23,996.111083984375
2017-06-26,998.2896728515625
2017-06-27,981.3687133789062
2017-06-28,967.6224365234375
2017-06-29,953.2783813476562
2017-06-30,948.0985107421875
2017-07-03,950.2901000976562
2017-07-04,938.336669921875
2017-07-05,936.3443603515625
2017-07-06,928.7740478515625
2017-07-07,931.0650634765625
2017-07-10,927.4790649414062
2017-07-11,927.4790649414062
2017-07-12,927.3794555664062
2017-07-13,931.6627807617188
2017-07-14,926.48291015625
2017-07-17,928.6742553710938
2017-07-18,937.6394653320312
2017-07-19,941.8230590820312
2017-07-20,951.7841796875
2017-07-21,950.2901000976562
2017-07-24,931.3638916015625
2017-07-25,934.0534057617188
2017-07-26,941.0261840820312
2017-07-27,941.524169921875
2017-07-28,931.0650634765625
2017-07-31,933.156982421875
2017-08-01,940.5281372070312
2017-08-02,942.2214965820312
2017-08-03,954.2744140625
2017-08-04,951.2861328125
2017-08-07,952.6806640625
2017-08-08,953.7763671875
2017-08-09,958.9560546875
2017-08-10,955.9679565429688
2017-08-11,951.2861328125
2017-08-14,960.0519409179688
2017-08-15,961.9445190429688
2017-08-16,960.5499267578125
2017-08-17,962.4425048828125
2017-08-18,956.5654907226562
2017-08-21,956.2667236328125
2017-08-22,968.319580078125
2017-08-23,966.7257690429688
2017-08-24,968.5187377929688
2017-08-25,966.427001953125
2017-08-29,958.0596313476562
2017-08-30,961.9445190429688
2017-08-31,970.9095458984375
2017-09-01,965.0323486328125
2017-09-04,964.9329833984375
2017-09-05,965.928955078125
2017-09-06,966.626220703125
2017-09-07,977.6829833984375
2017-09-08,970.6107788085938
2017-09-11,968.120361328125
2017-09-12,954.8721313476562
2017-09-13,952.3817749023438
2017-09-14,948.2977905273438
2017-09-15,950.1904296875
2017-09-18,943.8153076171875
2017-09-19,947.4012451171875
2017-09-20,947.4012451171875
2017-09-21,944.2138061523438
2017-09-22,940.4284057617188
2017-09-25,944.1141357421875
2017-09-26,939.5320434570312
2017-09-27,921.7014770507812
2017-09-28,917.31884765625
2017-09-29,921.00439453125
2017-10-02,933.5552978515625
2017-10-03,927.3794555664062
2017-10-04,926.18408203125
2017-10-05,932.85791015625
2017-10-06,934.1528930664062
2017-10-09,938.8347778320312
2017-10-10,938.336669921875
2017-10-11,939.3327026367188
2017-10-12,935.8464965820312
2017-10-13,928.1763305664062
2017-10-16,912.6371459960938
2017-10-17,921.4029541015625
2017-10-18,931.0650634765625
2017-10-19,931.1647338867188
2017-10-20,922.1996459960938
2017-10-23,931.5631713867188
2017-10-24,919.60986328125
2017-10-25,899.5879516601562
2017-10-26,904.1700439453125
2017-10-27,913.4338989257812
2017-10-30,901.2813720703125
2017-10-31,902.4766235351562
2017-11-01,895.2050170898438
2017-11-02,911.6409301757812
2017-11-03,914.828369140625
2017-11-06,916.4221801757812
2017-11-07,915.3265991210938
2017-11-08,924.6898803710938
2017-11-09,900.6837768554688
2017-11-10,891.3203125
2017-11-13,884.546630859375
2017-11-14,880.064208984375
2017-11-15,886.5388793945312
2017-11-16,886.040771484375
2017-11-17,879.3668823242188
2017-11-20,876.5776977539062
2017-11-21,874.7847900390625
2017-11-22,887.8339233398438
2017-11-23,862.8696899414062
2017-11-24,863.36767578125
2017-11-27,874.526123046875
2017-11-28,880.204833984375
2017-11-29,876.7177734375
2017-11-30,881.6991577148438
2017-12-01,881.6991577148438
2017-12-04,881.6991577148438
2017-12-05,877.4151611328125
2017-12-06,874.6256713867188
2017-12-07,872.533447265625
2017-12-08,874.526123046875
2017-12-11,875.7216186523438
2017-12-12,881.001708984375
2017-12-13,871.1387329101562
2017-12-14,858.585693359375
2017-12-15,865.3603515625
2017-12-18,867.8508911132812
2017-12-19,869.8435668945312
2017-12-20,866.9544067382812
2017-12-21,863.8658447265625
2017-12-22,863.36767578125
2017-12-27,864.3640747070312
2017-12-28,866.7550659179688
2017-12-29,871.8360595703125
2018-01-02,858.6853637695312
2018-01-03,851.113525390625
2018-01-04,856.3938598632812
2018-01-05,865.1611328125
2018-01-08,861.3753051757812
2018-01-09,847.5269775390625
2018-01-10,835.3726196289062
2018-01-11,841.6491088867188
2018-01-12,839.1583862304688
2018-01-15,838.8597412109375
2018-01-16,838.2617797851562
2018-01-17,840.4534912109375
2018-01-18,827.5020141601562
2018-01-19,827.40234375
2018-01-22,824.9117431640625
2018-01-23,817.4397583007812
2018-01-24,802.8942260742188
2018-01-25,792.632568359375
2018-01-26,803.9900512695312
2018-01-29,801.4993896484375
2018-01-30,798.2117919921875
2018-01-31,801.6986694335938
2018-02-01,794.6251831054688
2018-02-02,788.4482421875
2018-02-05,778.2863159179688
2018-02-06,745.9075927734375
2018-02-07,766.3310546875
2018-02-08,757.7630615234375
2018-02-09,746.7045288085938
2018-02-12,746.1067504882812
2018-02-13,734.0518798828125
2018-02-14,741.4244384765625
2018-02-15,738.13671875
2018-02-16,746.80419921875
2018-02-19,744.6124267578125
2018-02-20,745.2101440429688
2018-02-21,743.8154296875
2018-02-22,748.1989135742188
2018-02-23,755.1727905273438
2018-02-26,762.8441772460938
2018-02-27,753.678466796875
2018-02-28,737.439208984375
2018-03-01,740.6273193359375
2018-03-02,736.4429931640625
2018-03-05,746.90380859375
2018-03-06,755.0733642578125
2018-03-07,776.5927124023438
2018-03-08,788.6475830078125
2018-03-09,780.7770385742188
2018-03-12,780.8765869140625
2018-03-13,773.2054443359375
2018-03-14,775.596435546875
2018-03-15,767.1281127929688
2018-03-16,777.7881469726562
2018-03-19,763.0433349609375
2018-03-20,758.46044921875
2018-03-21,757.1653442382812
2018-03-22,754.3759155273438
2018-03-23,752.4829711914062
2018-03-26,751.187744140625
2018-03-27,760.65234375
2018-03-28,802.2964477539062
2018-03-29,799.2080078125
2018-04-03,792.632568359375
2018-04-04,799.8057861328125
2018-04-05,821.0261840820312
2018-04-06,821.4247436523438
2018-04-09,830.690185546875
2018-04-10,821.9230346679688
2018-04-11,824.4136962890625
2018-04-12,820.5281372070312
2018-04-13,823.2180786132812
2018-04-16,812.6576538085938
2018-04-17,817.0411376953125
2018-04-18,822.9192504882812
2018-04-19,807.1781616210938
2018-04-20,809.8682250976562
2018-04-23,793.529296875
2018-04-24,798.6102905273438
2018-04-25,802.8942260742188
2018-04-26,823.2180786132812
2018-04-27,838.560791015625
2018-04-30,839.656494140625
2018-05-01,842.8446655273438
2018-05-02,841.8482666015625
2018-05-03,842.6453247070312
2018-05-04,847.8260498046875
2018-05-08,838.8597412109375
2018-05-09,841.1510009765625
2018-05-10,840.7525634765625
2018-05-11,843.0439453125
2018-05-14,847.1285400390625
2018-05-15,833.878173828125
2018-05-16,829.3949584960938
2018-05-17,860.8771362304688
2018-05-18,878.8099365234375
2018-05-21,884.4886474609375
2018-05-22,883.1936645507812
2018-05-23,881.8984375
2018-05-24,876.6181640625
2018-05-25,876.7177734375
2018-05-29,876.3192749023438
2018-05-30,871.2384033203125
2018-05-31,830.4577026367188
2018-06-01,825.5744018554688
2018-06-04,836.9354858398438
2018-06-05,824.0796508789062
2018-06-06,822.0862426757812
2018-06-07,826.969482421875
2018-06-08,825.6740112304688
2018-06-11,829.4609985351562
2018-06-12,832.9491577148438
2018-06-13,828.7633666992188
2018-06-14,831.454345703125
2018-06-15,822.0862426757812
2018-06-18,824.3786010742188
2018-06-19,824.1790771484375
2018-06-20,829.5608520507812
2018-06-21,821.08984375
2018-06-22,831.1553344726562
2018-06-25,827.9661865234375
2018-06-26,830.0592041015625
2018-06-27,833.1484985351562
2018-06-28,835.5403442382812
2018-06-29,835.5403442382812
2018-07-02,838.9286499023438
2018-07-03,854.8741455078125
2018-07-04,852.3826293945312
2018-07-05,856.1697387695312
2018-07-06,873.5104370117188
2018-07-09,864.8400268554688
2018-07-10,848.89453125
2018-07-11,847.4994506835938
2018-07-12,858.4619140625
2018-07-13,853.67822265625
2018-07-16,837.4338989257812
2018-07-17,842.4168090820312
2018-07-18,837.1349487304688
2018-07-19,838.1315307617188
2018-07-20,842.2174072265625
2018-07-23,834.543701171875
2018-07-24,815.2100830078125
2018-07-25,816.605224609375
2018-07-26,823.1826171875
2018-07-27,823.0828857421875
2018-07-30,807.7354736328125
2018-07-31,810.52587890625
2018-08-01,787.8036499023438
2018-08-02,796.175048828125
2018-08-03,806.041259765625
2018-08-06,804.1477661132812
2018-08-07,806.83837890625
2018-08-08,808.8317260742188
2018-08-09,807.6359252929688
2018-08-10,815.9075927734375
2018-08-13,813.6153564453125
2018-08-14,815.6087036132812
2018-08-15,818.3990478515625
2018-08-16,821.687744140625
2018-08-17,826.571044921875
2018-08-20,827.9661865234375
2018-08-21,825.076171875
2018-08-22,815.4092407226562
2018-08-23,816.4059448242188
2018-08-24,811.5223999023438
2018-08-28,813.8146362304688
2018-08-29,806.43994140625
2018-08-30,806.041259765625
2018-08-31,807.2372436523438
2018-09-03,807.8350830078125
2018-09-04,805.4432983398438
2018-09-05,800.1614990234375
2018-09-06,807.5361938476562
2018-09-07,802.1546020507812
2018-09-10,803.3504028320312
2018-09-11,805.1443481445312
2018-09-12,800.061767578125
2018-09-13,793.8829956054688
2018-09-14,788.6009521484375
2018-09-17,794.2816162109375
2018-09-18,792.58740234375
2018-09-19,771.2603149414062
2018-09-20,779.2330932617188
2018-09-21,784.6145629882812
2018-09-24,772.7551879882812
2018-09-25,762.0916748046875
2018-09-26,762.1912841796875
2018-09-27,777.3394165039062
2018-09-28,788.70068359375
2018-10-01,784.7142333984375
2018-10-02,788.89990234375
2018-10-03,796.075439453125
2018-10-04,774.349609375
2018-10-05,783.7177124023438
2018-10-08,783.8173828125
2018-10-09,782.422119140625
2018-10-10,805.044677734375
2018-10-11,796.2747802734375
2018-10-12,784.7142333984375
2018-10-15,794.9791870117188
2018-10-16,813.2166748046875
2018-10-17,811.5223999023438
2018-10-18,816.30615234375
2018-10-19,824.9764404296875
2018-10-22,826.4713745117188
2018-10-23,827.7667846679688
2018-10-24,836.2378540039062
2018-10-25,837.7327880859375
2018-10-26,829.3615112304688
2018-10-29,841.0215454101562
2018-10-30,846.4030151367188
2018-10-31,826.3717041015625
2018-11-01,826.770263671875
2018-11-02,820.9900512695312
2018-11-05,832.9491577148438
2018-11-06,832.0521850585938
2018-11-07,835.6400146484375
2018-11-08,837.1349487304688
2018-11-09,852.7813110351562
2018-11-12,857.9636840820312
2018-11-13,848.7949829101562
2018-11-14,856.0699462890625
2018-11-15,837.2343139648438
2018-11-16,820.19287109375
2018-11-19,823.0828857421875
2018-11-20,843.9118041992188
2018-11-21,850.389404296875
2018-11-22,823.3253173828125
2018-11-23,816.64697265625
2018-11-26,823.624267578125
2018-11-27,837.7783203125
2018-11-28,834.4889526367188
2018-11-29,831.2991943359375
2018-11-30,830.2028198242188
2018-12-03,826.7142333984375
2018-12-04,827.9103393554688
2018-12-05,822.8268432617188
2018-12-06,817.4442749023438
2018-12-07,826.514892578125
2018-12-10,811.0650024414062
2018-12-11,824.12255859375
2018-12-12,836.1834106445312
2018-12-13,848.1447143554688
2018-12-14,840.7684936523438
2018-12-17,832.5951538085938
2018-12-18,756.2432861328125
2018-12-19,774.8826293945312
2018-12-20,793.42236328125
2018-12-21,783.8534545898438
2018-12-24,775.9790649414062
2018-12-27,746.2755126953125
2018-12-28,765.512939453125
2018-12-31,761.725341796875
2019-01-02,771.0949096679688
2019-01-03,771.6930541992188
2019-01-04,780.7634887695312
2019-01-07,776.3777465820312
2019-01-08,781.5608520507812
2019-01-09,787.2425537109375
2019-01-10,798.804931640625
2019-01-11,798.9046020507812
2019-01-14,783.953125
2019-01-15,795.116943359375
2019-01-16,797.8082275390625
2019-01-17,792.5252685546875
2019-01-18,802.09423828125
2019-01-21,794.6185302734375
2019-01-22,796.5122680664062
2019-01-23,801.4960327148438
2019-01-24,801.0973510742188
2019-01-25,793.821044921875
2019-01-28,786.3453979492188
2019-01-29,804.5861206054688
2019-01-30,820.9329223632812
2019-01-31,822.5278930664062
2019-02-01,830.9004516601562
2019-02-04,828.010009765625
2019-02-05,844.5562133789062
2019-02-06,841.1673583984375
2019-02-07,842.1640625
2019-02-08,839.47265625
2019-02-11,841.2669677734375
2019-02-12,842.5626220703125
2019-02-13,840.0707397460938
2019-02-14,846.8488159179688
2019-02-15,839.47265625
2019-02-18,839.5724487304688
2019-02-19,842.5626220703125
2019-02-20,844.9548950195312
2019-02-21,852.2313232421875
2019-02-22,858.8099365234375
2019-02-25,855.022216796875
2019-02-26,856.0189819335938
2019-02-27,849.9387817382812
2019-02-28,845.1543579101562
2019-03-01,846.5496826171875
2019-03-04,845.8521118164062
2019-03-05,847.2474975585938
2019-03-06,843.5594482421875
2019-03-07,864.2921752929688
2019-03-08,870.5717163085938
2019-03-11,872.3659057617188
2019-03-12,878.5458374023438
2019-03-13,870.9703369140625
2019-03-14,870.67138671875
2019-03-15,873.46240234375
2019-03-18,882.5328979492188
2019-03-19,880.73876953125
2019-03-20,881.7353515625
2019-03-21,883.5297241210938
2019-03-22,883.429931640625
2019-03-25,877.1502685546875
2019-03-26,886.3204345703125
2019-03-27,881.3367309570312
2019-03-28,852.3309936523438
2019-03-29,848.044921875
2019-04-01,840.0707397460938
2019-04-02,843.1608276367188
2019-04-03,839.7718505859375
2019-04-04,837.3795776367188
2019-04-05,832.0967407226562
2019-04-08,829.90380859375
2019-04-09,829.3058471679688
2019-04-10,831.2991943359375
2019-04-11,822.8268432617188
2019-04-12,814.6533813476562
2019-04-15,817.7432861328125
2019-04-16,816.447509765625
2019-04-17,817.0455322265625
2019-04-18,816.048828125
2019-04-23,816.447509765625
2019-04-24,826.3155517578125
