Date,RATNAMANI.NS
2015-08-21,394.8551940917969
2015-08-24,364.5126953125
2015-08-25,369.6780090332031
2015-08-26,368.75006103515625
2015-08-27,368.1623840332031
2015-08-28,363.0279541015625
2015-08-31,370.8533935546875
2015-09-01,363.0588684082031
2015-09-02,364.76007080078125
2015-09-03,380.5654296875
2015-09-04,369.399658203125
2015-09-07,371.379150390625
2015-09-08,374.7505187988281
2015-09-09,374.68865966796875
2015-09-10,369.61614990234375
2015-09-11,373.7298278808594
2015-09-14,377.3177490234375
2015-09-15,380.7822265625
2015-09-16,377.66107177734375
2015-09-18,380.5013122558594
2015-09-21,385.71368408203125
2015-09-22,389.58392333984375
2015-09-23,387.0557861328125
2015-09-24,387.367919921875
2015-09-28,382.1554870605469
2015-09-29,381.5001220703125
2015-09-30,384.2154846191406
2015-10-01,393.45416259765625
2015-10-05,402.66162109375
2015-10-06,409.4345703125
2015-10-07,410.4956970214844
2015-10-08,410.0899658203125
2015-10-09,400.44561767578125
2015-10-12,396.918701171875
2015-10-13,399.47802734375
2015-10-14,396.7001953125
2015-10-15,392.8299865722656
2015-10-16,399.50927734375
2015-10-19,406.00128173828125
2015-10-20,402.84893798828125
2015-10-21,400.7577209472656
2015-10-23,403.6915588378906
2015-10-26,404.1285400390625
2015-10-27,396.5753479003906
2015-10-28,401.3507385253906
2015-10-29,397.16839599609375
2015-10-30,400.5392150878906
2015-11-02,396.98114013671875
2015-11-03,407.03131103515625
2015-11-04,410.2148132324219
2015-11-05,383.778564453125
2015-11-06,371.91815185546875
2015-11-09,372.35504150390625
2015-11-10,372.4799499511719
2015-11-13,362.7106628417969
2015-11-16,357.4047546386719
2015-11-17,356.12506103515625
2015-11-18,357.27984619140625
2015-11-19,362.18011474609375
2015-11-20,366.7681884765625
2015-11-23,360.3074035644531
2015-11-24,356.81170654296875
2015-11-26,349.6642150878906
2015-11-27,349.41448974609375
2015-11-30,354.564453125
2015-12-01,350.19482421875
2015-12-02,348.4781494140625
2015-12-03,352.1611633300781
2015-12-04,348.5093688964844
2015-12-07,327.5039367675781
2015-12-08,320.6373596191406
2015-12-09,321.32403564453125
2015-12-10,329.47027587890625
2015-12-11,328.1905517578125
2015-12-14,327.6911926269531
2015-12-15,334.5577697753906
2015-12-16,329.2518310546875
2015-12-17,334.9635314941406
2015-12-18,339.1459655761719
2015-12-21,346.4182434082031
2015-12-22,349.19598388671875
2015-12-23,359.3710632324219
2015-12-24,364.77069091796875
2015-12-28,358.09136962890625
2015-12-29,352.8165588378906
2015-12-30,345.8564147949219
2015-12-31,340.2695007324219
2016-01-01,346.5118713378906
2016-01-04,337.3667907714844
2016-01-05,331.717529296875
2016-01-06,333.93353271484375
2016-01-07,330.5626525878906
2016-01-08,331.06207275390625
2016-01-11,331.5302734375
2016-01-12,331.3741760253906
2016-01-13,320.9494934082031
2016-01-14,316.611083984375
2016-01-15,308.99542236328125
2016-01-18,296.5732116699219
2016-01-19,299.2886047363281
2016-01-20,297.946533203125
2016-01-21,288.6454162597656
2016-01-22,300.10009765625
2016-01-25,303.5957946777344
2016-01-27,306.0303649902344
2016-01-28,305.00030517578125
2016-01-29,310.9305725097656
2016-02-01,303.12762451171875
2016-02-02,299.88165283203125
2016-02-03,297.19744873046875
2016-02-04,292.70294189453125
2016-02-05,286.4294128417969
2016-02-08,283.0897521972656
2016-02-09,276.035888671875
2016-02-10,276.97222900390625
2016-02-11,262.8645935058594
2016-02-12,260.4300537109375
2016-02-15,275.068359375
2016-02-16,258.1516418457031
2016-02-17,261.30401611328125
2016-02-18,254.5310821533203
2016-02-19,255.03048706054688
2016-02-22,262.8645935058594
2016-02-23,260.2427978515625
2016-02-24,264.4876403808594
2016-02-25,257.5586242675781
2016-02-26,268.2017822265625
2016-02-29,265.29913330078125
2016-03-01,269.2630310058594
2016-03-02,268.9820251464844
2016-03-03,267.95208740234375
2016-03-04,266.70361328125
2016-03-08,270.8235168457031
2016-03-09,269.7623291015625
2016-03-10,270.0433044433594
2016-03-11,274.7562255859375
2016-03-14,278.00225830078125
2016-03-15,277.59649658203125
2016-03-16,277.221923828125
2016-03-17,279.6238098144531
2016-03-18,272.0074462890625
2016-03-21,275.32574462890625
2016-03-22,278.5176696777344
2016-03-23,273.4928283691406
2016-03-28,281.9940185546875
2016-03-29,287.0820617675781
2016-03-30,289.6103515625
2016-03-31,293.1182861328125
2016-04-01,291.9805603027344
2016-04-04,288.85186767578125
2016-04-05,290.3688049316406
2016-04-06,290.0212097167969
2016-04-07,281.6463928222656
2016-04-08,300.6714172363281
2016-04-11,302.69403076171875
2016-04-12,307.4660339355469
2016-04-13,310.68963623046875
2016-04-18,301.303466796875
2016-04-20,306.80242919921875
2016-04-21,302.9152526855469
2016-04-22,308.5405578613281
2016-04-25,306.8656005859375
2016-04-26,313.88153076171875
2016-04-27,312.7754211425781
2016-04-28,310.9423522949219
2016-04-29,307.87689208984375
2016-05-02,308.73016357421875
2016-05-03,306.23358154296875
2016-05-04,307.30804443359375
2016-05-05,306.9920349121094
2016-05-06,310.3735656738281
2016-05-09,305.00103759765625
2016-05-10,310.3419494628906
2016-05-11,312.7754211425781
2016-05-12,325.9855041503906
2016-05-13,315.4300842285156
2016-05-16,318.8116149902344
2016-05-17,321.97186279296875
2016-05-18,324.9110107421875
2016-05-19,340.5228576660156
2016-05-20,333.2857666015625
2016-05-23,327.786865234375
2016-05-24,317.29461669921875
2016-05-25,319.2540283203125
2016-05-26,319.8860778808594
2016-05-27,319.06439208984375
2016-05-30,318.021484375
2016-05-31,312.8702087402344
2016-06-01,314.1026611328125
2016-06-02,316.820556640625
2016-06-03,319.0327453613281
2016-06-06,318.9695739746094
2016-06-07,316.820556640625
2016-06-08,317.29461669921875
2016-06-09,313.9130859375
2016-06-10,310.53155517578125
2016-06-13,315.461669921875
2016-06-14,310.9740295410156
2016-06-15,316.9786071777344
2016-06-16,317.4210205078125
2016-06-17,316.4729309082031
2016-06-20,310.4367370605469
2016-06-21,312.8702087402344
2016-06-22,316.6309814453125
2016-06-23,316.2517395019531
2016-06-24,315.6512451171875
2016-06-27,307.94012451171875
2016-06-28,315.8409118652344
2016-06-29,316.5361633300781
2016-06-30,315.461669921875
2016-07-01,312.01690673828125
2016-07-04,321.0553894042969
2016-07-05,329.4933776855469
2016-07-07,338.43707275390625
2016-07-08,347.3807373046875
2016-07-11,340.0804443359375
2016-07-12,331.70562744140625
2016-07-13,335.7823791503906
2016-07-14,333.3173522949219
2016-07-15,333.3173522949219
2016-07-18,336.224853515625
2016-07-19,330.6311340332031
2016-07-20,325.9222717285156
2016-07-21,326.04864501953125
2016-07-22,332.7801208496094
2016-07-25,335.3399658203125
2016-07-26,330.0306701660156
2016-07-27,334.48663330078125
2016-07-28,332.8433532714844
2016-07-29,329.4302062988281
2016-08-01,328.67169189453125
2016-08-02,328.70330810546875
2016-08-03,327.4391784667969
2016-08-04,328.70330810546875
2016-08-05,333.15936279296875
2016-08-08,330.4098815917969
2016-08-09,332.96978759765625
2016-08-10,336.2564697265625
2016-08-11,343.33551025390625
2016-08-12,339.8592529296875
2016-08-16,341.5025939941406
2016-08-17,340.99688720703125
2016-08-18,339.9540100097656
2016-08-19,343.9992370605469
2016-08-22,348.64483642578125
2016-08-23,354.3017883300781
2016-08-24,360.875244140625
2016-08-25,371.2410583496094
2016-08-26,375.0334167480469
2016-08-29,352.5003967285156
2016-08-30,348.17083740234375
2016-08-31,349.4033203125
2016-09-01,350.1933898925781
2016-09-02,351.26788330078125
2016-09-06,349.78253173828125
2016-09-07,346.90667724609375
2016-09-08,347.633544921875
2016-09-09,345.8953857421875
2016-09-12,341.470947265625
2016-09-14,350.69903564453125
2016-09-15,353.98577880859375
2016-09-16,354.9338684082031
2016-09-19,361.7601013183594
2016-09-20,355.15509033203125
2016-09-21,356.0083312988281
2016-09-22,362.17095947265625
2016-09-23,360.6540222167969
2016-09-26,353.4484558105469
2016-09-27,348.2340087890625
2016-09-28,358.2838134765625
2016-09-29,350.0037841796875
2016-09-30,343.2723083496094
2016-10-03,358.63140869140625
2016-10-04,356.134765625
2016-10-05,354.3017883300781
2016-10-06,354.5862121582031
2016-10-07,358.50494384765625
2016-10-10,354.143798828125
2016-10-13,355.21826171875
2016-10-14,363.4350891113281
2016-10-17,355.8187561035156
2016-10-18,356.60882568359375
2016-10-19,392.6047058105469
2016-10-20,399.1148986816406
2016-10-21,405.02471923828125
2016-10-24,405.3407287597656
2016-10-25,405.53033447265625
2016-10-26,404.67706298828125
2016-10-27,406.5732421875
2016-10-28,407.01568603515625
2016-11-01,402.87567138671875
2016-11-02,396.6498718261719
2016-11-03,392.28863525390625
2016-11-04,381.859619140625
2016-11-07,389.15997314453125
2016-11-08,384.1034240722656
2016-11-09,383.0921630859375
2016-11-10,376.9295959472656
2016-11-11,374.4645690917969
2016-11-15,363.27703857421875
2016-11-16,367.6383056640625
2016-11-17,363.4667053222656
2016-11-18,373.2320251464844
2016-11-21,367.3854675292969
2016-11-22,366.91143798828125
2016-11-23,367.3854675292969
2016-11-24,366.5953674316406
2016-11-25,367.2274475097656
2016-11-28,367.5118713378906
2016-11-29,369.25006103515625
2016-11-30,360.4328308105469
2016-12-01,360.1799621582031
2016-12-02,362.67657470703125
2016-12-05,363.6878967285156
2016-12-06,366.84820556640625
2016-12-07,359.4530944824219
2016-12-08,365.4260559082031
2016-12-09,384.7987365722656
2016-12-12,379.2681884765625
2016-12-13,381.35400390625
2016-12-14,379.3314208984375
2016-12-15,380.50079345703125
2016-12-16,379.6474304199219
2016-12-19,380.62713623046875
2016-12-20,384.040283203125
2016-12-21,388.7491149902344
2016-12-22,392.28863525390625
2016-12-23,386.6949157714844
2016-12-26,392.6047058105469
2016-12-27,381.6067810058594
2016-12-28,456.7588806152344
2016-12-29,423.9233093261719
2016-12-30,429.453857421875
2017-01-02,428.8849792480469
2017-01-03,444.9393615722656
2017-01-04,437.54425048828125
2017-01-05,434.63671875
2017-01-06,429.73828125
2017-01-09,436.2485046386719
2017-01-10,443.5487976074219
2017-01-11,445.19219970703125
2017-01-12,436.8489685058594
2017-01-13,436.1536865234375
2017-01-16,431.98211669921875
2017-01-17,433.65704345703125
2017-01-18,440.6097106933594
2017-01-19,440.98895263671875
2017-01-20,431.8241271972656
2017-01-23,431.0024108886719
2017-01-24,432.61419677734375
2017-01-25,430.3071594238281
2017-01-27,430.1175537109375
2017-01-30,426.2303466796875
2017-01-31,417.4447021484375
2017-02-01,418.1399841308594
2017-02-02,417.9187316894531
2017-02-03,423.0068664550781
2017-02-06,420.41534423828125
2017-02-07,424.0813293457031
2017-02-08,422.1535339355469
2017-02-09,433.6254577636719
2017-02-10,439.0928039550781
2017-02-13,435.1740417480469
2017-02-14,436.1221008300781
2017-02-15,427.8736572265625
2017-02-16,420.6998291015625
2017-02-17,428.6321716308594
2017-02-20,425.6614685058594
2017-02-21,427.6208190917969
2017-02-22,435.2688293457031
2017-02-23,431.2552185058594
2017-02-27,431.160400390625
2017-02-28,434.0679016113281
2017-03-01,458.93951416015625
2017-03-02,468.0727844238281
2017-03-03,461.6573791503906
2017-03-06,466.9983215332031
2017-03-07,464.6280517578125
2017-03-08,465.7341613769531
2017-03-09,465.35491943359375
2017-03-10,470.00054931640625
2017-03-14,477.01641845703125
2017-03-15,482.1677551269531
2017-03-16,482.23095703125
2017-03-17,479.7343444824219
2017-03-20,475.2466125488281
2017-03-21,471.77032470703125
2017-03-22,468.3887634277344
2017-03-23,472.8448486328125
2017-03-24,474.9938659667969
2017-03-27,471.4543151855469
2017-03-28,471.3279113769531
2017-03-29,472.93963623046875
2017-03-30,473.22412109375
2017-03-31,478.40692138671875
2017-04-03,487.255859375
2017-04-05,503.4365234375
2017-04-06,503.5946350097656
2017-04-07,499.96026611328125
2017-04-10,500.3711242675781
2017-04-11,505.3958740234375
2017-04-12,500.4026794433594
2017-04-13,494.492919921875
2017-04-17,493.76605224609375
2017-04-18,491.4273986816406
2017-04-19,491.8382873535156
2017-04-20,503.7525634765625
2017-04-21,506.4704895019531
2017-04-24,504.2898864746094
2017-04-25,508.9354248046875
2017-04-26,503.6578063964844
2017-04-27,502.07769775390625
2017-04-28,506.818115234375
2017-05-02,511.5585632324219
2017-05-03,514.1815795898438
2017-05-04,507.79779052734375
2017-05-05,509.6938781738281
2017-05-08,503.0890197753906
2017-05-09,508.777587890625
2017-05-10,502.9941711425781
2017-05-11,497.7164306640625
2017-05-12,505.45928955078125
2017-05-15,509.314697265625
2017-05-16,507.1973876953125
2017-05-17,500.7503967285156
2017-05-18,485.7388610839844
2017-05-19,472.65521240234375
2017-05-22,452.7452697753906
