Date,UNIP6.SA
2015-08-24,0.8756507039070129
2015-08-25,0.8735654950141907
2015-08-26,0.8985841274261475
2015-08-27,0.9173480868339539
2015-08-28,0.8964991569519043
2015-08-31,0.8964991569519043
2015-09-01,0.8339531421661377
2015-09-02,0.8714807629585266
2015-09-03,0.8693956732749939
2015-09-04,0.8402074575424194
2015-09-08,0.8652259707450867
2015-09-09,0.9069237112998962
2015-09-10,0.9069237112998962
2015-09-11,0.8756507039070129
2015-09-14,0.8318679332733154
2015-09-15,0.8339531421661377
2015-09-16,0.8443772196769714
2015-09-17,0.8276980519294739
2015-09-18,0.815189003944397
2015-09-21,0.8297830820083618
2015-09-22,0.8339531421661377
2015-09-23,0.8360375165939331
2015-09-24,0.8610565066337585
2015-09-25,0.8631412386894226
2015-09-28,0.8485469222068787
2015-09-29,0.8589716553688049
2015-09-30,0.8735654950141907
2015-10-01,0.8714807629585266
2015-10-02,0.8693956732749939
2015-10-05,0.8631412386894226
2015-10-06,0.8464623689651489
2015-10-07,0.8464623689651489
2015-10-08,0.8276980519294739
2015-10-09,0.8214437961578369
2015-10-13,0.8318679332733154
2015-10-14,0.815189003944397
2015-10-15,0.8464623689651489
2015-10-16,0.8443772196769714
2015-10-19,0.8339531421661377
2015-10-20,0.8443772196769714
2015-10-21,0.8443772196769714
2015-10-22,0.8610565066337585
2015-10-23,0.8652259707450867
2015-10-26,0.8735654950141907
2015-10-27,0.8443772196769714
2015-10-28,0.8381227254867554
2015-10-29,0.8005946278572083
2015-10-30,0.8131044507026672
2015-11-03,0.806849479675293
2015-11-04,0.8131044507026672
2015-11-05,0.815189003944397
2015-11-06,0.8235284686088562
2015-11-09,0.8235284686088562
2015-11-10,0.8339531421661377
2015-11-11,0.8402074575424194
2015-11-12,0.8172739148139954
2015-11-13,0.8235284686088562
2015-11-16,0.815189003944397
2015-11-17,0.8089340925216675
2015-11-18,0.8214437961578369
2015-11-19,0.8131044507026672
2015-11-23,0.7964248657226562
2015-11-24,0.7880852222442627
2015-11-25,0.790170431137085
2015-11-26,0.8005946278572083
2015-11-27,0.806849479675293
2015-11-30,0.8047641515731812
2015-12-01,0.7964248657226562
2015-12-02,0.7922552227973938
2015-12-03,0.790170431137085
2015-12-04,0.7985098958015442
2015-12-07,0.8026794791221619
2015-12-08,0.8026794791221619
2015-12-09,0.8026794791221619
2015-12-10,0.8005946278572083
2015-12-11,0.8110191226005554
2015-12-14,0.8089340925216675
2015-12-15,0.8339531421661377
2015-12-16,0.8548017740249634
2015-12-17,0.8610565066337585
2015-12-18,0.8652259707450867
2015-12-21,0.8693956732749939
2015-12-22,0.8610565066337585
2015-12-23,0.8652259707450867
2015-12-28,0.8610565066337585
2015-12-29,0.8839901685714722
2015-12-30,0.9027538299560547
2016-01-04,0.9173480868339539
2016-01-05,0.9090086221694946
2016-01-06,0.9027538299560547
