Date,SCAR3.SA
2015-08-24,22.088525772094727
2015-08-25,21.929487228393555
2015-08-26,22.291736602783203
2015-08-27,22.530296325683594
2015-08-28,22.70700454711914
2015-08-31,22.883712768554688
2015-09-01,22.530296325683594
2015-09-02,22.530296325683594
2015-09-03,21.911815643310547
2015-09-04,22.98090362548828
2015-09-08,22.848371505737305
2015-09-09,22.972063064575195
2015-09-10,22.530296325683594
2015-09-11,22.530296325683594
2015-09-14,22.530296325683594
2015-09-15,22.530296325683594
2015-09-16,22.530296325683594
2015-09-17,22.530296325683594
2015-09-18,22.530296325683594
2015-09-21,22.618648529052734
2015-09-22,22.5479679107666
2015-09-23,22.26523208618164
2015-09-24,22.176877975463867
2015-09-25,22.176877975463867
2015-09-28,22.221054077148438
2015-09-29,22.176877975463867
2015-09-30,21.64675521850586
2015-10-01,21.95599365234375
2015-10-02,21.95599365234375
2015-10-05,21.876474380493164
2015-10-06,21.761611938476562
2015-10-07,21.78812026977539
2015-10-08,21.408199310302734
2015-10-09,21.814626693725586
2015-10-13,21.16080665588379
2015-10-14,20.807388305664062
2015-10-15,21.381694793701172
2015-10-16,20.984098434448242
2015-10-19,20.506986618041992
2015-10-20,21.505386352539062
2015-10-21,21.187313079833984
2015-10-22,20.586505889892578
2015-10-23,20.542327880859375
2015-10-26,20.153568267822266
2015-10-27,20.19774627685547
2015-10-28,20.153568267822266
2015-10-29,20.100555419921875
2015-10-30,20.321443557739258
2015-11-03,21.11663055419922
2015-11-04,21.602575302124023
2015-11-05,21.204984664916992
2015-11-06,21.204984664916992
2015-11-09,21.470041275024414
2015-11-10,21.328678131103516
2015-11-11,21.858800888061523
2015-11-12,22.000167846679688
2015-11-13,21.867637634277344
2015-11-16,22.159208297729492
2015-11-17,21.867637634277344
2015-11-18,22.053184509277344
2015-11-19,22.30940818786621
2015-11-23,22.662826538085938
2015-11-24,22.486116409301758
2015-11-25,21.21381950378418
2015-11-26,20.55116081237793
2015-11-27,19.97686004638672
2015-11-30,18.686891555786133
2015-12-01,18.53668785095215
2015-12-02,18.916610717773438
2015-12-03,18.731069564819336
2015-12-04,18.686891555786133
2015-12-07,19.508583068847656
2015-12-08,19.70296287536621
2015-12-09,19.70296287536621
2015-12-10,19.738304138183594
2015-12-11,19.747140884399414
2015-12-14,19.2435245513916
2015-12-15,19.110990524291992
2015-12-16,18.34231185913086
2015-12-17,18.421831130981445
2015-12-18,18.103755950927734
2015-12-21,18.11258888244629
2015-12-22,18.554357528686523
2015-12-23,18.554357528686523
2015-12-28,18.165603637695312
2015-12-29,18.165603637695312
2015-12-30,20.321443557739258
2016-01-04,19.349546432495117
2016-01-05,19.261188507080078
2016-01-06,19.261188507080078
2016-01-07,18.563194274902344
2016-01-08,18.731069564819336
2016-01-11,18.563194274902344
2016-01-12,18.519018173217773
2016-01-13,18.2893009185791
2016-01-14,18.130260467529297
2016-01-15,17.494108200073242
2016-01-18,17.052339553833008
2016-01-19,17.14069366455078
2016-01-20,17.14069366455078
2016-01-21,16.928646087646484
2016-01-22,16.75193977355957
2016-01-26,16.345510482788086
2016-01-27,16.03626823425293
2016-01-28,15.992088317871094
2016-01-29,16.354345321655273
2016-02-01,16.319002151489258
2016-02-02,16.363178253173828
2016-02-03,16.292497634887695
2016-02-04,16.76960563659668
2016-02-05,16.787277221679688
2016-02-10,16.787277221679688
2016-02-11,16.787277221679688
2016-02-12,16.787277221679688
2016-02-15,16.787277221679688
2016-02-16,16.963987350463867
2016-02-17,16.875633239746094
2016-02-18,16.61940574645996
2016-02-19,16.345510482788086
2016-02-22,16.1511287689209
2016-02-23,15.921409606933594
2016-02-24,15.903738975524902
2016-02-25,15.903738975524902
2016-02-26,16.22181510925293
2016-02-29,15.9744234085083
2016-03-01,15.903738975524902
2016-03-02,15.806548118591309
2016-03-03,17.449935913085938
2016-03-04,19.217016220092773
2016-03-07,19.261188507080078
2016-03-08,18.97846031188965
2016-03-09,19.03147315979004
2016-03-10,19.959190368652344
2016-03-11,20.321443557739258
2016-03-14,20.233089447021484
2016-03-15,20.321443557739258
2016-03-16,19.446739196777344
2016-03-17,20.233089447021484
2016-03-18,20.24192237854004
2016-03-21,20.498149871826172
2016-03-22,21.11663055419922
2016-03-23,21.11663055419922
2016-03-24,21.64675521850586
2016-03-28,22.088525772094727
2016-03-29,22.088525772094727
2016-03-30,22.088525772094727
2016-03-31,22.088525772094727
2016-04-01,22.088525772094727
2016-04-04,20.763212203979492
2016-04-05,21.19614601135254
2016-04-06,21.204984664916992
2016-04-07,23.413829803466797
2016-04-08,24.96886444091797
2016-04-11,25.048385620117188
2016-04-12,24.871681213378906
2016-04-13,27.16888427734375
2016-04-14,27.460453033447266
2016-04-15,25.62268829345703
2016-04-18,25.88774871826172
2016-04-19,25.88774871826172
2016-04-20,25.62268829345703
2016-04-22,24.739147186279297
2016-04-25,24.474084854125977
2016-04-26,24.571271896362305
2016-04-27,24.474084854125977
2016-04-28,24.23552894592285
2016-04-29,24.641956329345703
2016-05-02,24.78540802001953
2016-05-03,24.562915802001953
2016-05-04,24.740907669067383
2016-05-05,24.927799224853516
2016-05-06,24.028940200805664
2016-05-09,24.20693016052246
2016-05-10,24.918901443481445
2016-05-11,24.473920822143555
2016-05-12,24.651912689208984
2016-05-13,23.70855140686035
2016-05-16,24.028940200805664
2016-05-17,23.592857360839844
2016-05-18,23.405967712402344
2016-05-19,22.694000244140625
2016-05-20,22.471508026123047
2016-05-23,22.42700958251953
2016-05-24,22.68509864807129
2016-05-25,22.95208740234375
2016-05-27,23.93994140625
2016-05-30,23.94884490966797
2016-05-31,24.028940200805664
2016-06-01,23.130077362060547
2016-06-02,22.36471176147461
2016-06-03,22.596101760864258
2016-06-06,22.2401180267334
2016-06-07,22.115524291992188
2016-06-08,21.697240829467773
2016-06-09,21.270063400268555
2016-06-10,21.448055267333984
2016-06-13,21.047569274902344
2016-06-14,21.234460830688477
2016-06-15,23.08557891845703
2016-06-16,22.880887985229492
2016-06-17,22.720699310302734
2016-06-20,22.943187713623047
2016-06-21,23.04108428955078
2016-06-22,23.04108428955078
2016-06-23,23.89544677734375
2016-06-24,24.11793327331543
2016-06-27,24.073436737060547
2016-06-28,24.073436737060547
2016-06-29,24.020038604736328
2016-06-30,23.80644989013672
2016-07-01,23.77975082397461
2016-07-04,24.215829849243164
2016-07-05,23.957744598388672
2016-07-06,24.020038604736328
2016-07-07,24.020038604736328
2016-07-08,24.011137008666992
2016-07-11,24.011137008666992
2016-07-12,23.98444175720215
2016-07-13,23.753053665161133
2016-07-14,23.78864860534668
2016-07-15,23.81534767150879
2016-07-18,23.770849227905273
2016-07-19,24.20693016052246
2016-07-20,24.678611755371094
2016-07-21,24.829904556274414
2016-07-22,24.918901443481445
2016-07-25,24.892200469970703
2016-07-26,24.821002960205078
2016-07-27,24.482820510864258
2016-07-28,23.761953353881836
2016-07-29,23.761953353881836
2016-08-01,23.93994140625
2016-08-02,24.10903549194336
2016-08-03,23.93994140625
2016-08-04,23.8509464263916
2016-08-05,23.72635269165039
2016-08-08,24.055639266967773
2016-08-09,24.20693016052246
2016-08-10,24.028940200805664
2016-08-11,24.11793327331543
2016-08-12,24.651912689208984
2016-08-15,24.78540802001953
2016-08-16,24.78540802001953
2016-08-17,24.669710159301758
2016-08-18,24.384923934936523
2016-08-19,24.384923934936523
2016-08-22,24.14463233947754
2016-08-23,23.8509464263916
2016-08-24,23.81534767150879
2016-08-25,23.379268646240234
2016-08-26,24.028940200805664
2016-08-29,23.99333953857422
2016-08-30,23.93994140625
2016-08-31,24.028940200805664
2016-09-01,23.79754638671875
2016-09-02,23.93994140625
2016-09-05,23.78864860534668
2016-09-06,23.79754638671875
2016-09-08,24.028940200805664
2016-09-09,24.028940200805664
2016-09-12,23.90434455871582
2016-09-13,23.54836082458496
2016-09-14,23.42376708984375
2016-09-15,23.628459930419922
2016-09-16,23.014387130737305
2016-09-19,23.014387130737305
2016-09-20,23.65515899658203
2016-09-21,23.93994140625
2016-09-22,23.63735580444336
2016-09-23,24.011137008666992
2016-09-26,23.735252380371094
2016-09-27,23.93104362487793
2016-09-28,24.028940200805664
2016-09-29,24.1268367767334
2016-09-30,23.26357078552246
2016-10-03,24.028940200805664
2016-10-04,24.384923934936523
2016-10-05,25.82666015625
2016-10-06,26.787818908691406
2016-10-07,27.0548038482666
2016-10-10,26.74332046508789
2016-10-11,26.74332046508789
2016-10-13,26.56532859802246
2016-10-14,26.876813888549805
