Date,RWA.L
2016-07-22,285.0564270019531
2016-07-25,286.3024597167969
2016-07-26,301.00360107421875
2016-07-27,299.01031494140625
2016-07-28,302.49871826171875
2016-07-29,300.0069274902344
2016-08-01,294.2759094238281
2016-08-02,301.25286865234375
2016-08-03,299.2593688964844
2016-08-04,314.2099304199219
2016-08-05,308.97723388671875
2016-08-08,309.97393798828125
2016-08-09,314.95745849609375
2016-08-10,321.9344482421875
2016-08-11,317.9476318359375
2016-08-12,317.9476318359375
2016-08-15,320.93768310546875
2016-08-16,323.9278259277344
2016-08-17,318.94427490234375
2016-08-18,316.950927734375
2016-08-19,318.94427490234375
2016-08-22,316.950927734375
2016-08-23,320.93768310546875
2016-08-24,328.9112548828125
2016-08-25,333.3963623046875
2016-08-26,336.8849182128906
2016-08-30,337.6324157714844
2016-08-31,328.9112548828125
2016-09-01,333.1704406738281
2016-09-02,342.39056396484375
2016-09-05,337.15765380859375
2016-09-06,336.9084167480469
2016-09-07,343.8857727050781
2016-09-08,348.8696594238281
2016-09-09,339.8987121582031
2016-09-12,348.8696594238281
2016-09-13,336.9084167480469
2016-09-14,336.9084167480469
2016-09-15,341.8923034667969
2016-09-16,374.2872619628906
2016-09-19,366.8114929199219
2016-09-20,353.8534851074219
2016-09-21,360.83087158203125
2016-09-22,356.59466552734375
2016-09-23,353.8534851074219
2016-09-26,353.8534851074219
2016-09-27,367.8082275390625
2016-09-28,349.3680114746094
2016-09-29,348.8696594238281
2016-09-30,358.8372497558594
2016-10-03,351.85992431640625
2016-10-04,338.6527404785156
2016-10-05,331.924560546875
2016-10-06,343.8857727050781
2016-10-07,348.8696594238281
2016-10-10,342.1414794921875
2016-10-11,328.9342041015625
2016-10-12,346.87615966796875
2016-10-13,328.9342041015625
2016-10-14,340.8954772949219
2016-10-17,345.8793029785156
2016-10-18,335.91162109375
2016-10-19,332.1737365722656
2016-10-20,341.2692565917969
2016-10-21,350.1155700683594
2016-10-24,341.14459228515625
2016-10-25,345.8793029785156
2016-10-26,333.9180908203125
2016-10-27,343.8857727050781
2016-10-28,348.8696594238281
2016-10-31,343.8857727050781
2016-11-01,343.8857727050781
2016-11-02,348.62042236328125
2016-11-03,328.9342041015625
2016-11-04,326.4423522949219
2016-11-07,326.4423522949219
2016-11-08,328.9342041015625
2016-11-09,323.95037841796875
2016-11-10,333.9180908203125
2016-11-11,332.4228820800781
2016-11-14,333.9180908203125
2016-11-15,338.9019470214844
2016-11-16,338.9019470214844
2016-11-17,331.4261169433594
2016-11-18,333.9180908203125
2016-11-21,336.4100341796875
2016-11-22,338.9019470214844
2016-11-23,343.8857727050781
2016-11-24,334.9148254394531
2016-11-25,340.8954772949219
2016-11-28,336.4100341796875
2016-11-29,340.8954772949219
2016-11-30,343.8857727050781
2016-12-01,343.8857727050781
2016-12-02,336.4100341796875
2016-12-05,336.4100341796875
2016-12-06,334.167236328125
2016-12-07,336.9084167480469
2016-12-08,343.8857727050781
2016-12-09,337.6558837890625
2016-12-12,336.4100341796875
2016-12-13,338.40350341796875
2016-12-14,333.9180908203125
2016-12-15,343.8857727050781
2016-12-16,338.9019470214844
2016-12-19,345.8793029785156
2016-12-20,341.3938903808594
2016-12-21,338.9019470214844
2016-12-22,348.8696594238281
2016-12-23,339.8987121582031
2016-12-28,347.3744201660156
2016-12-29,343.51202392578125
2016-12-30,340.5216369628906
2017-01-03,348.8696594238281
2017-01-04,342.39056396484375
2017-01-05,333.9180908203125
2017-01-06,341.3938903808594
2017-01-09,355.8470153808594
2017-01-10,361.08001708984375
2017-01-11,368.8050231933594
2017-01-12,367.9328308105469
2017-01-13,367.9328308105469
2017-01-16,370.5494384765625
2017-01-17,378.772705078125
2017-01-18,368.8050231933594
2017-01-19,363.8211975097656
2017-01-20,366.31317138671875
2017-01-23,361.08001708984375
2017-01-24,364.3196105957031
2017-01-25,363.3227233886719
2017-01-26,363.5719909667969
2017-01-27,360.83087158203125
2017-01-30,366.31317138671875
2017-01-31,368.8050231933594
2017-02-01,368.8050231933594
2017-02-02,363.8211975097656
2017-02-03,373.7889099121094
2017-02-06,369.8017883300781
2017-02-07,373.7889099121094
2017-02-08,373.7889099121094
2017-02-09,372.29376220703125
2017-02-10,378.772705078125
2017-02-13,393.7242126464844
2017-02-14,392.8520812988281
2017-02-15,392.7275085449219
2017-02-16,374.7856750488281
2017-02-17,395.4685974121094
2017-02-20,398.7081298828125
2017-02-21,409.1742248535156
2017-02-22,408.67584228515625
2017-02-23,404.19036865234375
2017-02-24,408.17742919921875
2017-02-27,408.67584228515625
2017-02-28,401.6983947753906
2017-03-01,401.4493103027344
2017-03-02,401.6983947753906
2017-03-03,411.6661682128906
2017-03-06,407.8036804199219
2017-03-07,408.67584228515625
2017-03-08,400.2032775878906
2017-03-09,394.7210693359375
2017-03-10,397.8359375
2017-03-13,398.7081298828125
2017-03-14,398.7081298828125
2017-03-15,405.685546875
2017-03-16,403.6919860839844
2017-03-17,415.6532287597656
2017-03-20,423.6274108886719
2017-03-21,440.572509765625
2017-03-22,428.6112365722656
2017-03-23,431.1031799316406
2017-03-24,432.84759521484375
2017-03-27,432.84759521484375
2017-03-28,430.3555908203125
2017-03-29,436.0870361328125
2017-03-30,436.0870361328125
2017-03-31,434.5918884277344
2017-04-03,423.6274108886719
2017-04-04,432.5983581542969
2017-04-05,437.0837707519531
2017-04-06,435.58856201171875
2017-04-07,426.11932373046875
2017-04-10,430.10638427734375
2017-04-11,448.5467224121094
2017-04-12,450.5401916503906
2017-04-13,458.51434326171875
2017-04-18,453.53057861328125
2017-04-19,458.7635192871094
2017-04-20,444.0611877441406
2017-04-21,448.7958068847656
2017-04-24,447.5498352050781
2017-04-25,458.51434326171875
2017-04-26,458.51434326171875
2017-04-27,450.04180908203125
2017-04-28,452.78289794921875
2017-05-02,457.51763916015625
2017-05-03,448.7958068847656
2017-05-04,448.5467224121094
2017-05-05,448.5467224121094
2017-05-08,457.01922607421875
2017-05-09,453.53057861328125
2017-05-10,451.03857421875
2017-05-11,448.5467224121094
2017-05-12,444.0611877441406
2017-05-15,444.5595703125
2017-05-16,448.5467224121094
2017-05-17,448.5467224121094
2017-05-18,436.6456298828125
2017-05-19,438.639404296875
2017-05-22,448.6085205078125
2017-05-23,442.6270446777344
2017-05-24,442.3777770996094
2017-05-25,440.50860595703125
2017-05-26,437.51788330078125
2017-05-30,441.5054931640625
2017-05-31,432.1595153808594
2017-06-01,420.695068359375
2017-06-02,398.7630920410156
2017-06-05,384.0586853027344
2017-06-06,394.7754821777344
2017-06-07,394.7754821777344
2017-06-08,396.5200500488281
2017-06-09,398.7630920410156
2017-06-12,398.7630920410156
2017-06-13,398.7630920410156
2017-06-14,404.7444763183594
2017-06-15,410.7259521484375
2017-06-16,403.7475891113281
2017-06-19,411.7229309082031
2017-06-20,410.476806640625
2017-06-21,411.7229309082031
2017-06-22,413.7166442871094
2017-06-23,413.7166442871094
2017-06-26,419.6512451171875
2017-06-27,413.7166442871094
2017-06-28,418.5387268066406
2017-06-29,418.4719543457031
2017-06-30,423.6858215332031
2017-07-03,433.4056701660156
2017-07-04,423.6858215332031
2017-07-05,436.6456298828125
2017-07-06,434.6517333984375
2017-07-07,428.6703796386719
2017-07-10,435.15020751953125
2017-07-11,436.6456298828125
2017-07-12,463.5621337890625
2017-07-13,463.5621337890625
2017-07-14,458.32830810546875
2017-07-17,443.6239318847656
2017-07-18,448.35919189453125
2017-07-19,434.6517333984375
2017-07-20,438.639404296875
2017-07-21,440.6332092285156
2017-07-24,439.6363525390625
2017-07-25,432.6579895019531
2017-07-26,450.8515319824219
2017-07-27,448.6085205078125
2017-07-28,455.337646484375
2017-07-31,473.2819519042969
2017-08-01,464.5589904785156
2017-08-02,486.4909362792969
2017-08-03,480.7587890625
2017-08-04,483.9986877441406
2017-08-07,497.4569396972656
2017-08-08,499.4508361816406
2017-08-09,502.4414367675781
2017-08-10,498.45391845703125
2017-08-11,498.45391845703125
2017-08-14,507.9244689941406
2017-08-15,508.9214172363281
2017-08-16,514.4044799804688
2017-08-17,503.4383850097656
2017-08-18,495.4631652832031
2017-08-21,514.4044799804688
2017-08-22,498.45391845703125
2017-08-23,514.4044799804688
2017-08-24,513.9058837890625
2017-08-25,498.45391845703125
2017-08-29,506.6783752441406
2017-08-30,508.4229431152344
2017-08-31,508.45037841796875
2017-09-01,509.4473876953125
2017-09-04,508.45037841796875
2017-09-05,508.45037841796875
2017-09-06,517.4229736328125
2017-09-07,510.4443054199219
2017-09-08,517.9215087890625
2017-09-11,521.9093017578125
2017-09-12,528.3896484375
2017-09-13,518.419921875
2017-09-14,516.4259643554688
2017-09-15,526.3956298828125
2017-09-18,517.9215087890625
2017-09-19,518.419921875
2017-09-20,515.927490234375
2017-09-21,540.3532104492188
2017-09-22,524.9002075195312
2017-09-25,540.3532104492188
2017-09-26,528.3896484375
2017-09-27,547.830322265625
2017-09-28,558.2984619140625
2017-09-29,558.2984619140625
2017-10-02,552.8152465820312
2017-10-03,543.3440551757812
2017-10-04,553.313720703125
2017-10-05,543.3440551757812
2017-10-06,533.3743896484375
2017-10-09,543.8424682617188
2017-10-10,598.1769409179688
2017-10-11,588.2072143554688
2017-10-12,588.2072143554688
2017-10-13,582.2255859375
2017-10-16,596.182861328125
2017-10-17,582.7239990234375
2017-10-18,592.195068359375
2017-10-19,583.2224731445312
2017-10-20,580.7301025390625
2017-10-23,586.7118530273438
2017-10-24,590.201171875
2017-10-25,581.72705078125
2017-10-26,605.654052734375
2017-10-27,606.1525268554688
2017-10-30,608.1465454101562
2017-10-31,619.611572265625
2017-11-01,634.0675659179688
2017-11-02,623.1010131835938
2017-11-03,633.0706176757812
2017-11-06,623.1010131835938
2017-11-07,635.0643920898438
2017-11-08,645.5325927734375
2017-11-09,648.0248413085938
2017-11-10,646.031005859375
2017-11-13,648.0248413085938
2017-11-14,640.0491943359375
2017-11-15,636.0614013671875
2017-11-16,617.119140625
2017-11-17,616.1221923828125
2017-11-20,608.1465454101562
2017-11-21,603.16162109375
2017-11-22,610.1405029296875
2017-11-23,601.1677856445312
2017-11-24,603.16162109375
2017-11-27,613.1312866210938
2017-11-28,610.1405029296875
2017-11-29,603.16162109375
2017-11-30,592.693603515625
2017-12-01,570.7604370117188
2017-12-04,538.359130859375
2017-12-05,557.7999267578125
2017-12-06,554.8090209960938
2017-12-07,551.31982421875
2017-12-08,548.827392578125
2017-12-11,549.3258056640625
2017-12-12,591.6967163085938
2017-12-13,595.1859130859375
2017-12-14,583.2224731445312
2017-12-15,576.7421875
2017-12-18,592.195068359375
2017-12-19,591.6967163085938
2017-12-20,593.192138671875
2017-12-21,583.2224731445312
2017-12-22,593.192138671875
2017-12-27,580.2315063476562
2017-12-28,589.7027587890625
2017-12-29,590.201171875
2018-01-02,578.2376098632812
2018-01-03,590.201171875
2018-01-04,608.1465454101562
2018-01-05,614.1283569335938
2018-01-08,656.0005493164062
2018-01-09,648.0248413085938
2018-01-10,640.0491943359375
2018-01-11,630.0796508789062
2018-01-12,638.0553588867188
2018-01-15,650.0189208984375
2018-01-16,665.9702758789062
2018-01-17,665.9702758789062
2018-01-18,667.9642333984375
2018-01-19,671.9520263671875
2018-01-22,657.9945068359375
2018-01-23,673.9459838867188
2018-01-24,661.9824829101562
2018-01-25,667.9642333984375
2018-01-26,671.9520263671875
2018-01-29,669.9581298828125
2018-01-30,644.0372314453125
2018-01-31,654.0068359375
2018-02-01,654.0068359375
2018-02-02,632.0736694335938
2018-02-05,648.0248413085938
2018-02-06,608.1465454101562
2018-02-07,608.1465454101562
2018-02-08,608.1465454101562
2018-02-09,608.1465454101562
2018-02-12,608.1465454101562
2018-02-13,608.1465454101562
2018-02-14,610.1405029296875
2018-02-15,634.0675659179688
2018-02-16,636.0614013671875
2018-02-19,640.0491943359375
2018-02-20,630.0796508789062
2018-02-21,646.031005859375
2018-02-22,648.0248413085938
2018-02-23,650.0189208984375
2018-02-26,661.9824829101562
2018-02-27,665.9702758789062
2018-02-28,665.9702758789062
2018-03-01,659.9884643554688
2018-03-02,648.0248413085938
2018-03-05,650.0189208984375
2018-03-06,657.9945068359375
2018-03-07,628.085693359375
2018-03-08,638.0553588867188
2018-03-09,646.031005859375
2018-03-12,656.0005493164062
2018-03-13,657.9945068359375
2018-03-14,657.9945068359375
2018-03-15,648.0248413085938
2018-03-16,648.0248413085938
2018-03-19,640.0491943359375
2018-03-20,671.9520263671875
2018-03-21,657.9945068359375
2018-03-22,669.9581298828125
2018-03-23,675.9398193359375
2018-03-26,673.9459838867188
2018-03-27,689.8973999023438
2018-03-28,697.8729858398438
2018-03-29,677.933837890625
2018-04-03,665.9702758789062
2018-04-04,654.0068359375
2018-04-05,657.9945068359375
2018-04-06,701.86083984375
2018-04-09,697.8729858398438
2018-04-10,688.9005126953125
2018-04-11,695.8790893554688
2018-04-12,693.8853759765625
2018-04-13,701.86083984375
2018-04-16,687.9033813476562
2018-04-17,697.8729858398438
2018-04-18,697.8729858398438
2018-04-19,707.8426513671875
2018-04-20,725.7879638671875
2018-04-23,723.7940673828125
2018-04-24,723.7940673828125
2018-04-25,713.8244018554688
2018-04-26,717.8121948242188
2018-04-27,727.7818603515625
2018-04-30,711.8304443359375
2018-05-01,723.7940673828125
2018-05-02,717.8121948242188
2018-05-03,717.8121948242188
2018-05-04,721.8001708984375
2018-05-08,723.7940673828125
2018-05-09,723.7940673828125
2018-05-10,715.9099731445312
2018-05-11,717.904296875
2018-05-14,703.9450073242188
2018-05-15,701.9508666992188
2018-05-16,705.939208984375
2018-05-17,697.9624633789062
2018-05-18,691.9798583984375
2018-05-21,693.97412109375
2018-05-22,662.0673828125
2018-05-23,660.0730590820312
2018-05-24,638.1371459960938
2018-05-25,658.0789794921875
2018-05-29,660.0730590820312
2018-05-30,656.0847778320312
2018-05-31,664.0613403320312
2018-06-01,660.0730590820312
2018-06-04,670.0439453125
2018-06-05,642.1255493164062
2018-06-06,654.0905151367188
2018-06-07,670.0439453125
2018-06-08,678.0206909179688
2018-06-11,670.0439453125
2018-06-12,658.0789794921875
2018-06-13,673.0350952148438
2018-06-14,674.0322875976562
2018-06-15,658.0789794921875
2018-06-18,691.9798583984375
2018-06-19,701.9508666992188
2018-06-20,699.9566650390625
2018-06-21,701.9508666992188
2018-06-22,715.9099731445312
2018-06-25,723.8867797851562
2018-06-26,701.9508666992188
2018-06-27,701.9508666992188
2018-06-28,697.9624633789062
2018-06-29,697.9624633789062
2018-07-02,680.0148315429688
2018-07-03,733.8576049804688
2018-07-04,753.7994384765625
2018-07-05,749.81103515625
2018-07-06,735.8518676757812
2018-07-09,763.7703247070312
2018-07-10,757.7879028320312
2018-07-11,765.7644653320312
2018-07-12,747.81689453125
2018-07-13,751.8052368164062
2018-07-16,773.1510009765625
2018-07-17,767.7587280273438
2018-07-18,747.81689453125
2018-07-19,757.7879028320312
2018-07-20,763.7703247070312
2018-07-23,775.7354736328125
2018-07-24,767.7587280273438
2018-07-25,759.781982421875
2018-07-26,745.8226928710938
2018-07-27,755.793701171875
2018-07-30,750.8082275390625
2018-07-31,745.8226928710938
2018-08-01,741.83447265625
2018-08-02,735.8518676757812
2018-08-03,737.8460083007812
2018-08-06,725.8810424804688
2018-08-07,724.8839111328125
2018-08-08,733.8576049804688
2018-08-09,713.9158935546875
2018-08-10,709.9276123046875
2018-08-13,680.0148315429688
2018-08-14,693.97412109375
2018-08-15,699.9566650390625
2018-08-16,717.904296875
2018-08-17,757.7879028320312
2018-08-20,753.7994384765625
2018-08-21,783.7122192382812
2018-08-22,771.7470703125
2018-08-23,771.7470703125
2018-08-24,776.7324829101562
2018-08-28,761.7760620117188
2018-08-29,773.7412719726562
2018-08-30,737.8460083007812
2018-08-31,729.8692016601562
2018-09-03,741.83447265625
2018-09-04,765.7644653320312
2018-09-05,793.6830444335938
2018-09-06,763.80859375
2018-09-07,741.8717041015625
2018-09-10,748.8515625
2018-09-11,737.8831176757812
2018-09-12,737.8831176757812
2018-09-13,737.8831176757812
2018-09-14,734.8916625976562
2018-09-17,727.9117431640625
2018-09-18,717.9403686523438
2018-09-19,717.9403686523438
2018-09-20,697.9976196289062
2018-09-21,705.974609375
2018-09-24,692.0147094726562
2018-09-25,692.0147094726562
2018-09-26,690.0204467773438
2018-09-27,668.0833129882812
2018-09-28,678.0547485351562
2018-10-01,668.0833129882812
2018-10-02,638.1691284179688
2018-10-03,640.16357421875
2018-10-04,648.1405029296875
2018-10-05,637.1719970703125
2018-10-08,638.1691284179688
2018-10-09,638.1691284179688
2018-10-10,638.1691284179688
2018-10-11,614.23779296875
2018-10-12,636.1748657226562
2018-10-15,632.186279296875
2018-10-16,638.1691284179688
2018-10-17,652.1290283203125
2018-10-18,662.1005249023438
2018-10-19,648.1405029296875
2018-10-22,660.106201171875
2018-10-23,660.106201171875
2018-10-24,648.1405029296875
2018-10-25,624.209228515625
2018-10-26,608.2550048828125
2018-10-29,588.3123168945312
2018-10-30,596.289306640625
2018-10-31,582.329345703125
2018-11-01,598.2835693359375
2018-11-02,614.23779296875
2018-11-05,612.2434692382812
2018-11-06,612.2434692382812
2018-11-07,612.2434692382812
2018-11-08,624.209228515625
2018-11-09,618.2264404296875
2018-11-12,616.2320556640625
2018-11-13,592.3006591796875
2018-11-14,578.3408813476562
2018-11-15,562.3865966796875
2018-11-16,538.4552001953125
2018-11-19,552.4149780273438
2018-11-20,558.3980102539062
2018-11-21,552.4149780273438
2018-11-22,516.5181274414062
2018-11-23,534.466552734375
2018-11-26,528.4838256835938
2018-11-27,522.5010375976562
2018-11-28,506.5467529296875
2018-11-29,494.58111572265625
2018-11-30,508.54107666015625
2018-12-03,502.5582580566406
2018-12-04,498.5696105957031
2018-12-05,506.5467529296875
2018-12-06,504.5525207519531
2018-12-07,492.58685302734375
2018-12-10,478.62689208984375
2018-12-11,487.60113525390625
2018-12-12,480.6211242675781
2018-12-13,478.62689208984375
2018-12-14,516.5181274414062
2018-12-17,512.5294799804688
2018-12-18,522.5010375976562
2018-12-19,566.3751220703125
2018-12-20,566.3751220703125
2018-12-21,578.3408813476562
2018-12-24,568.3694458007812
2018-12-27,568.3694458007812
2018-12-28,552.4149780273438
2018-12-31,548.4266967773438
2019-01-02,560.392333984375
2019-01-03,548.4266967773438
2019-01-04,538.4552001953125
2019-01-07,556.4037475585938
2019-01-08,548.4266967773438
2019-01-09,554.409423828125
2019-01-10,558.3980102539062
2019-01-11,558.3980102539062
2019-01-14,538.4552001953125
2019-01-15,510.5353698730469
2019-01-16,518.512451171875
2019-01-17,516.5181274414062
2019-01-18,528.4838256835938
2019-01-21,525.4924926757812
2019-01-22,520.5067749023438
2019-01-23,538.4552001953125
2019-01-24,524.4952392578125
2019-01-25,523.4981689453125
2019-01-28,519.5094604492188
2019-01-29,520.5067749023438
2019-01-30,518.512451171875
2019-01-31,524.4952392578125
2019-02-01,524.4952392578125
2019-02-04,528.4838256835938
2019-02-05,528.4838256835938
2019-02-06,568.3694458007812
2019-02-07,554.409423828125
2019-02-08,556.4037475585938
2019-02-11,530.4782104492188
2019-02-12,551.41796875
2019-02-13,554.409423828125
2019-02-14,544.43798828125
2019-02-15,538.4552001953125
2019-02-18,548.4266967773438
2019-02-19,528.4838256835938
2019-02-20,548.4266967773438
2019-02-21,531.4752807617188
2019-02-22,533.4695434570312
2019-02-25,536.4608154296875
2019-02-26,536.4608154296875
2019-02-27,542.4437255859375
2019-02-28,524.4952392578125
2019-03-01,588.3123168945312
2019-03-04,588.3123168945312
2019-03-05,598.2835693359375
2019-03-06,604.2664184570312
2019-03-07,612.2434692382812
2019-03-08,610.2492065429688
2019-03-11,614.23779296875
2019-03-12,606.2607421875
2019-03-13,598.2835693359375
2019-03-14,648.1405029296875
2019-03-15,648.1405029296875
2019-03-18,658.1119384765625
2019-03-19,658.1119384765625
2019-03-20,652.1290283203125
2019-03-21,656.1177368164062
2019-03-22,618.2264404296875
2019-03-25,618.2264404296875
2019-03-26,600.2778930664062
2019-03-27,600.2778930664062
2019-03-28,608.2550048828125
2019-03-29,600.2778930664062
2019-04-01,606.2607421875
2019-04-02,600.2778930664062
2019-04-03,624.209228515625
2019-04-04,610.2492065429688
2019-04-05,602.2720947265625
2019-04-08,598.2835693359375
2019-04-09,588.3123168945312
2019-04-10,590.3064575195312
2019-04-11,590.3064575195312
2019-04-12,594.294921875
2019-04-15,578.3408813476562
2019-04-16,572.3579711914062
2019-04-17,584.3236083984375
2019-04-18,578.3408813476562
2019-04-23,588.3123168945312
2019-04-24,574.3521728515625
2019-04-25,566.3751220703125
2019-04-26,574.3521728515625
2019-04-29,580.3350830078125
2019-04-30,588.3123168945312
2019-05-01,586.3180541992188
2019-05-02,606.2607421875
2019-05-03,598.2835693359375
2019-05-07,594.294921875
2019-05-08,596.289306640625
2019-05-09,584.4281616210938
2019-05-10,586.4229125976562
2019-05-13,588.4175415039062
2019-05-14,596.3961791992188
