Date,TTE.PA
2015-08-24,21.281660079956055
2015-08-25,21.990400314331055
2015-08-26,21.208538055419922
2015-08-27,22.600696563720703
2015-08-28,23.16318130493164
2015-08-31,22.952251434326172
2015-09-01,22.730064392089844
2015-09-02,22.533203125
2015-09-03,23.309423446655273
2015-09-04,22.476945877075195
2015-09-07,22.482568740844727
2015-09-08,22.704755783081055
2015-09-09,22.898807525634766
2015-09-10,22.468509674072266
2015-09-11,22.325077056884766
2015-09-14,22.367265701293945
2015-09-15,23.053495407104492
2015-09-16,23.697542190551758
2015-09-17,23.618799209594727
2015-09-18,22.935373306274414
2015-09-21,22.9606876373291
2015-09-22,22.364450454711914
2015-09-23,22.850997924804688
2015-09-24,22.277265548706055
2015-09-25,22.715999603271484
2015-09-28,22.139177322387695
2015-09-29,22.379045486450195
2015-09-30,22.95872688293457
2015-10-01,23.058670043945312
2015-10-02,23.55839729309082
2015-10-05,24.543563842773438
2015-10-06,25.360252380371094
2015-10-07,25.928508758544922
2015-10-08,25.894245147705078
2015-10-09,25.842849731445312
2015-10-12,25.78573226928711
2015-10-13,25.64866828918457
2015-10-14,25.491609573364258
2015-10-15,25.7657470703125
2015-10-16,26.042726516723633
2015-10-19,25.680082321166992
2015-10-20,25.443065643310547
2015-10-21,25.64866828918457
2015-10-22,25.908523559570312
2015-10-23,25.98562240600586
2015-10-26,25.480194091796875
2015-10-27,24.92334747314453
2015-10-28,25.134668350219727
2015-10-29,25.317415237426758
2015-10-30,25.211769104003906
2015-11-02,25.483043670654297
2015-11-03,26.40825653076172
2015-11-04,26.439655303955078
2015-11-05,26.345420837402344
2015-11-06,26.4053955078125
2015-11-09,26.225488662719727
2015-11-10,26.279741287231445
2015-11-11,26.294017791748047
2015-11-12,25.662944793701172
2015-11-13,25.37739372253418
2015-11-16,25.571569442749023
2015-11-17,26.53104019165039
2015-11-18,26.64811134338379
2015-11-19,26.613847732543945
2015-11-20,26.416810989379883
2015-11-23,26.136974334716797
2015-11-24,26.31972312927246
2015-11-25,26.471065521240234
2015-11-26,26.85942840576172
2015-11-27,26.625272750854492
2015-11-30,26.84229850769043
2015-12-01,26.722362518310547
2015-12-02,26.642398834228516
2015-12-03,25.394515991210938
2015-12-04,24.817703247070312
2015-12-07,24.466461181640625
2015-12-08,24.232311248779297
2015-12-09,24.45789909362793
2015-12-10,24.603532791137695
2015-12-11,23.87250518798828
2015-12-14,23.17575454711914
2015-12-15,24.149497985839844
2015-12-16,24.02956199645996
2015-12-17,23.929624557495117
2015-12-18,23.992443084716797
2015-12-21,23.601255416870117
2015-12-22,23.653419494628906
2015-12-23,24.406795501708984
2015-12-24,24.401004791259766
2015-12-28,23.980844497680664
2015-12-29,24.42129135131836
2015-12-30,24.088058471679688
2016-01-04,23.485347747802734
2016-01-05,23.270925521850586
2016-01-06,23.047807693481445
2016-01-07,22.488569259643555
2016-01-08,21.645347595214844
2016-01-11,21.645347595214844
2016-01-12,21.58740234375
2016-01-13,21.93511962890625
2016-01-14,22.5030574798584
2016-01-15,21.822107315063477
2016-01-18,22.068408966064453
2016-01-19,22.381349563598633
2016-01-20,21.164352416992188
2016-01-21,21.796030044555664
2016-01-22,22.75225257873535
2016-01-25,22.326297760009766
2016-01-26,22.9782657623291
2016-01-27,23.26802635192871
2016-01-28,23.305696487426758
2016-01-29,23.714263916015625
2016-02-01,23.18109703063965
2016-02-02,22.140844345092773
2016-02-03,22.26544952392578
2016-02-04,22.737762451171875
2016-02-05,22.546520233154297
2016-02-08,22.12056541442871
2016-02-09,21.329509735107422
2016-02-10,21.164352416992188
2016-02-11,20.47181510925293
2016-02-12,22.022050857543945
2016-02-15,22.38425636291504
2016-02-16,22.471179962158203
2016-02-17,22.801517486572266
2016-02-18,22.920310974121094
2016-02-19,23.030424118041992
2016-02-22,23.662109375
2016-02-23,23.076793670654297
2016-02-24,22.679805755615234
2016-02-25,23.10576057434082
2016-02-26,23.665006637573242
2016-02-29,23.977949142456055
2016-03-01,24.079368591308594
2016-03-02,24.461856842041016
2016-03-03,24.456066131591797
2016-03-04,24.731332778930664
2016-03-07,24.8095760345459
2016-03-08,24.363344192504883
2016-03-09,24.401004791259766
2016-03-10,23.647619247436523
2016-03-11,24.542985916137695
2016-03-14,24.386518478393555
2016-03-15,24.0474910736084
2016-03-16,24.267715454101562
2016-03-17,24.835643768310547
2016-03-18,24.855934143066406
2016-03-21,24.297443389892578
2016-03-22,24.32682991027832
2016-03-23,24.01819610595703
2016-03-24,23.609619140625
2016-03-29,23.542003631591797
2016-03-30,24.09168243408203
2016-03-31,23.550823211669922
2016-04-01,22.8012638092041
2016-04-04,23.030542373657227
2016-04-05,22.54259490966797
2016-04-06,22.857118606567383
2016-04-07,22.680749893188477
2016-04-08,23.52142906188965
2016-04-11,23.62724494934082
2016-04-12,24.06229591369629
2016-04-13,25.023483276367188
2016-04-14,25.170455932617188
2016-04-15,25.011728286743164
2016-04-18,24.835355758666992
2016-04-19,25.211606979370117
2016-04-20,25.482038497924805
2016-04-21,25.66134262084961
2016-04-22,25.76422119140625
2016-04-25,25.643707275390625
2016-04-26,25.711315155029297
2016-04-27,26.434412002563477
2016-04-28,26.525541305541992
2016-04-29,25.825958251953125
2016-05-02,25.825958251953125
2016-05-03,25.1175479888916
2016-05-04,24.77951431274414
2016-05-05,25.011728286743164
2016-05-06,25.243942260742188
2016-05-09,24.738357543945312
2016-05-10,25.0822696685791
2016-05-11,25.211606979370117
2016-05-12,25.141056060791016
2016-05-13,25.173398971557617
2016-05-16,25.367399215698242
2016-05-17,25.32036590576172
2016-05-18,25.373281478881836
2016-05-19,24.767759323120117
2016-05-20,25.282155990600586
2016-05-23,24.920604705810547
2016-05-24,25.34682846069336
2016-05-25,25.90825843811035
2016-05-26,25.884748458862305
2016-05-27,25.80832862854004
2016-05-30,25.72894859313965
2016-05-31,25.676040649414062
2016-06-01,25.296852111816406
2016-06-02,24.891212463378906
2016-06-03,24.86475372314453
2016-06-06,25.33002471923828
2016-06-07,26.10544776916504
2016-06-08,25.869842529296875
2016-06-09,25.55668830871582
2016-06-10,25.082481384277344
2016-06-13,24.742475509643555
2016-06-14,23.892475128173828
2016-06-15,24.107213973999023
2016-06-16,24.14598274230957
2016-06-17,24.61124610900879
2016-06-20,25.48213005065918
2016-06-21,25.661069869995117
2016-06-22,25.667037963867188
2016-06-23,26.060718536376953
2016-06-24,24.229490280151367
2016-06-27,24.053525924682617
2016-06-28,24.688791275024414
2016-06-29,25.61931610107422
2016-06-30,25.875812530517578
2016-07-01,26.099496841430664
2016-07-04,25.875812530517578
2016-07-05,25.461254119873047
2016-07-06,24.91248321533203
2016-07-07,25.082481384277344
2016-07-08,25.44037437438965
2016-07-11,25.85791015625
2016-07-12,26.206859588623047
2016-07-13,25.9473876953125
2016-07-14,26.364931106567383
2016-07-15,26.203874588012695
2016-07-18,25.938440322875977
2016-07-19,25.97124481201172
2016-07-20,25.992128372192383
2016-07-21,25.887744903564453
2016-07-22,25.69983673095703
2016-07-25,25.201765060424805
2016-07-26,25.31510353088379
2016-07-27,25.461254119873047
2016-07-28,25.34194564819336
2016-07-29,25.50598907470703
2016-08-01,25.109323501586914
2016-08-02,24.73352813720703
2016-08-03,24.814056396484375
2016-08-04,25.186859130859375
2016-08-05,25.616331100463867
2016-08-08,25.64615821838379
2016-08-09,25.884754180908203
2016-08-10,25.67896270751953
2016-08-11,25.959320068359375
2016-08-12,25.85791015625
2016-08-15,25.896692276000977
2016-08-16,25.953351974487305
2016-08-17,25.854928970336914
2016-08-18,26.036867141723633
2016-08-19,25.687911987304688
2016-08-22,25.324054718017578
2016-08-23,25.51493263244629
2016-08-24,25.491079330444336
2016-08-25,25.398611068725586
2016-08-26,25.89967155456543
2016-08-29,25.658090591430664
2016-08-30,25.944406509399414
2016-08-31,25.500015258789062
2016-09-01,25.380722045898438
2016-09-02,26.2366886138916
2016-09-05,26.406688690185547
2016-09-06,26.302295684814453
2016-09-07,26.60650634765625
2016-09-08,26.51107406616211
2016-09-09,26.159141540527344
2016-09-12,25.908613204956055
2016-09-13,25.05265235900879
2016-09-14,24.748443603515625
2016-09-15,24.76036834716797
2016-09-16,24.22054672241211
2016-09-19,24.864757537841797
2016-09-20,24.730546951293945
2016-09-21,24.769317626953125
2016-09-22,25.681943893432617
2016-09-23,25.37177276611328
2016-09-26,24.891599655151367
2016-09-27,24.679733276367188
2016-09-28,24.80080223083496
2016-09-29,25.829875946044922
2016-09-30,25.527206420898438
2016-10-03,25.621028900146484
2016-10-04,26.096223831176758
2016-10-05,26.072004318237305
2016-10-06,26.062925338745117
2016-10-07,25.987266540527344
2016-10-10,26.4987850189209
2016-10-11,26.235450744628906
2016-10-12,26.453378677368164
2016-10-13,26.27178192138672
2016-10-14,26.713672637939453
2016-10-17,26.392839431762695
2016-10-18,26.65313148498535
2016-10-19,26.728809356689453
2016-10-20,26.913429260253906
2016-10-21,26.82868766784668
2016-10-24,26.84685516357422
2016-10-25,26.913429260253906
2016-10-26,26.644058227539062
2016-10-27,26.976999282836914
2016-10-28,26.87711524963379
2016-10-31,26.465484619140625
2016-11-01,26.19610595703125
2016-11-02,25.666431427001953
2016-11-03,25.618003845214844
2016-11-04,25.499969482421875
2016-11-07,25.960023880004883
2016-11-08,26.153736114501953
2016-11-09,26.329282760620117
2016-11-10,26.386789321899414
2016-11-11,25.69670867919922
2016-11-14,25.521154403686523
2016-11-15,26.341392517089844
2016-11-16,26.253616333007812
2016-11-17,26.441268920898438
2016-11-18,26.10228157043457
2016-11-21,26.634979248046875
2016-11-22,26.731830596923828
