Date,BPAC11.SA
2017-02-24,3.4184298515319824
2017-03-01,3.371471643447876
2017-03-02,3.371471643447876
2017-03-03,3.521733283996582
2017-03-06,3.6062543392181396
2017-03-07,3.452237129211426
2017-03-08,3.47477650642395
2017-03-09,3.5668106079101562
2017-03-10,3.510463237762451
2017-03-13,3.455993413925171
2017-03-14,3.491680383682251
2017-03-15,3.5085842609405518
2017-03-16,3.493558883666992
2017-03-17,3.493558883666992
2017-03-20,3.286949872970581
2017-03-21,3.194916248321533
2017-03-22,3.491680383682251
2017-03-23,3.362079620361328
2017-03-24,3.3545682430267334
2017-03-27,3.3432979583740234
2017-03-28,3.512341260910034
2017-03-29,3.5292458534240723
2017-03-30,3.549906015396118
2017-03-31,3.5686891078948975
2017-04-03,3.615644931793213
2017-04-04,3.735853910446167
2017-04-05,3.6776282787323
2017-04-06,3.47477650642395
2017-04-07,3.578080177307129
2017-04-10,3.5668106079101562
2017-04-11,3.5160977840423584
2017-04-12,3.5855937004089355
2017-04-13,3.4578726291656494
2017-04-17,3.455993413925171
2017-04-18,3.3808631896972656
2017-04-19,3.2850723266601562
2017-04-20,3.286949872970581
2017-04-24,3.3432979583740234
2017-04-25,3.3432979583740234
2017-04-26,3.3808631896972656
2017-04-27,3.3808631896972656
2017-04-28,3.3808631896972656
2017-05-02,3.4372103214263916
2017-05-03,3.5686891078948975
2017-05-04,3.4822888374328613
2017-05-05,3.493558883666992
2017-05-08,3.493558883666992
2017-05-09,3.521733283996582
2017-05-10,3.521733283996582
2017-05-11,3.5668106079101562
2017-05-12,3.5686891078948975
2017-05-15,3.5686891078948975
2017-05-16,3.531123399734497
2017-05-17,3.531123399734497
2017-05-18,3.1479594707489014
2017-05-19,3.2587759494781494
2017-05-22,3.1554720401763916
2017-05-23,3.0671944618225098
2017-05-24,2.9582552909851074
2017-05-25,2.9601337909698486
2017-05-26,2.950742244720459
2017-05-29,2.950742244720459
2017-05-30,2.8643431663513184
2017-05-31,2.657733678817749
2017-06-01,2.6295602321624756
2017-06-02,2.6295602321624756
2017-06-05,2.6295602321624756
2017-06-06,2.670881986618042
2017-06-07,2.670881986618042
2017-06-08,2.582603931427002
2017-06-09,2.582603931427002
2017-06-12,2.582603931427002
2017-06-13,2.5262556076049805
2017-06-14,2.5375261306762695
2017-06-15,2.5375261306762695
2017-06-16,2.5375261306762695
2017-06-19,2.5375261306762695
2017-06-20,2.6107780933380127
2017-06-21,2.535647392272949
2017-06-22,2.3666043281555176
2017-06-23,2.5262556076049805
2017-06-26,2.620168447494507
2017-06-27,2.565699338912964
2017-06-28,2.6276822090148926
2017-06-29,2.6295602321624756
2017-06-30,2.7140817642211914
2017-07-03,2.7140817642211914
2017-07-04,2.8173861503601074
2017-07-05,2.939472198486328
2017-07-06,2.870124578475952
2017-07-07,2.887805938720703
2017-07-10,2.887805938720703
2017-07-11,2.887805938720703
2017-07-12,3.0017454624176025
2017-07-13,3.0017454624176025
2017-07-14,3.0017454624176025
2017-07-17,3.0056748390197754
2017-07-18,3.1235437393188477
2017-07-19,3.064610004425049
2017-07-20,3.0547866821289062
2017-07-21,3.044964551925659
2017-07-24,3.044964551925659
2017-07-25,2.9860293865203857
2017-07-26,2.9860293865203857
2017-07-27,2.9860293865203857
2017-07-28,2.9860293865203857
2017-07-31,2.9860293865203857
2017-08-01,2.9860293865203857
2017-08-02,2.948704242706299
2017-08-03,2.970313549041748
2017-08-04,2.987994432449341
2017-08-07,3.0174617767333984
2017-08-08,3.0390708446502686
2017-08-09,2.9565622806549072
2017-08-10,2.8995919227600098
2017-08-11,2.887805938720703
2017-08-14,2.846550703048706
2017-08-15,2.834763765335083
2017-08-16,2.8681600093841553
2017-08-17,2.8779826164245605
2017-08-18,2.8485147953033447
2017-08-21,2.970313549041748
2017-08-22,3.0056748390197754
2017-08-23,3.0665745735168457
2017-08-24,3.096041679382324
2017-08-25,3.1235437393188477
2017-08-28,3.154975652694702
2017-08-29,3.2414138317108154
2017-08-30,3.2256979942321777
2017-08-31,3.209981918334961
2017-09-01,3.47715425491333
2017-09-04,3.712891101837158
2017-09-05,3.712891101837158
2017-09-06,3.701105833053589
2017-09-07,3.701105833053589
2017-09-08,3.7521824836730957
2017-09-11,3.77182674407959
2017-09-12,3.68735408782959
2017-09-13,3.730572462081909
2017-09-14,3.7737908363342285
2017-09-15,3.7325375080108643
2017-09-18,3.712891101837158
2017-09-19,3.708963394165039
2017-09-20,3.7325375080108643
2017-09-21,3.760040283203125
2017-09-22,3.7325375080108643
2017-09-25,3.7325375080108643
2017-09-26,3.7325375080108643
2017-09-27,3.7502174377441406
2017-09-28,3.712891101837158
2017-09-29,3.7030694484710693
2017-10-02,3.6539576053619385
