Date,NIBE-B.ST
2015-08-24,13.005489349365234
2015-08-25,13.625581741333008
2015-08-26,13.554242134094238
2015-08-27,13.927395820617676
2015-08-28,14.04812240600586
2015-08-31,14.031660079956055
2015-09-01,13.69143295288086
2015-09-02,13.81215763092041
2015-09-03,14.174336433410645
2015-09-04,13.729846000671387
2015-09-07,13.7737455368042
2015-09-08,13.888983726501465
2015-09-09,13.993247985839844
2015-09-10,13.834107398986816
2015-09-11,13.856059074401855
2015-09-14,13.598142623901367
2015-09-15,13.406081199645996
2015-09-16,13.455467224121094
2015-09-17,13.592656135559082
2015-09-18,13.625581741333008
2015-09-21,13.609115600585938
2015-09-22,13.230477333068848
2015-09-23,13.22498893737793
2015-09-24,12.956100463867188
2015-09-25,13.279866218566895
2015-09-28,13.087800025939941
2015-09-29,13.197551727294922
2015-09-30,13.43900203704834
2015-10-01,13.504854202270508
2015-10-02,13.603629112243652
2015-10-05,14.042634010314941
2015-10-06,14.1304349899292
2015-10-07,14.212750434875488
2015-10-08,14.212750434875488
2015-10-09,14.21823787689209
2015-10-12,14.404812812805176
2015-10-13,14.207262992858887
2015-10-14,14.135923385620117
2015-10-15,14.322500228881836
2015-10-16,14.563952445983887
2015-10-19,14.723090171813965
2015-10-20,14.88222885131836
2015-10-21,14.88222885131836
2015-10-22,14.964544296264648
2015-10-23,15.310257911682129
2015-10-26,15.200510025024414
2015-10-27,14.997468948364258
2015-10-28,14.975516319274902
2015-10-29,15.107219696044922
2015-10-30,15.096243858337402
2015-11-02,15.145628929138184
2015-11-03,15.134657859802246
2015-11-04,15.513298034667969
2015-11-05,15.420007705688477
2015-11-06,15.52976131439209
2015-11-09,15.359646797180176
2015-11-10,15.200510025024414
2015-11-11,15.491347312927246
2015-11-12,15.617563247680664
2015-11-13,15.145628929138184
2015-11-16,16.144367218017578
2015-11-17,15.985224723815918
2015-11-18,15.82608699798584
2015-11-19,16.00717544555664
2015-11-20,15.952299118041992
2015-11-23,15.952299118041992
2015-11-24,15.71084976196289
2015-11-25,15.913888931274414
2015-11-26,15.941326141357422
2015-11-27,15.89742660522461
2015-11-30,15.89742660522461
2015-12-01,16.13338851928711
2015-12-02,16.270580291748047
2015-12-03,16.073026657104492
2015-12-04,16.089488983154297
2015-12-07,16.089488983154297
2015-12-08,15.880964279174805
2015-12-09,15.798650741577148
2015-12-10,15.721824645996094
2015-12-11,15.414525032043457
2015-12-14,14.94259262084961
2015-12-15,15.112707138061523
2015-12-16,15.425497055053711
2015-12-17,15.447444915771484
2015-12-18,15.233434677124023
2015-12-21,15.233434677124023
2015-12-22,15.205992698669434
2015-12-23,15.4419584274292
2015-12-28,15.4419584274292
2015-12-29,15.57914924621582
2015-12-30,15.61207389831543
2016-01-04,15.200510025024414
2016-01-05,15.118195533752441
2016-01-07,14.90417766571045
2016-01-08,14.613340377807617
2016-01-11,14.487125396728516
2016-01-12,14.437739372253418
2016-01-13,14.322500228881836
2016-01-14,13.943859100341797
2016-01-15,13.493880271911621
2016-01-18,13.422540664672852
2016-01-19,13.52680492401123
2016-01-20,13.137189865112305
2016-01-21,13.279866218566895
2016-01-22,13.603629112243652
2016-01-25,13.521317481994629
2016-01-26,13.598142623901367
2016-01-27,13.57070541381836
2016-01-28,13.417055130004883
2016-01-29,13.565218925476074
2016-02-01,13.565218925476074
2016-02-02,13.241454124450684
2016-02-03,13.120725631713867
2016-02-04,13.25242805480957
2016-02-05,13.049388885498047
2016-02-08,12.138455390930176
2016-02-09,12.17686939239502
2016-02-10,12.517096519470215
2016-02-11,12.264671325683594
2016-02-12,12.462220191955566
2016-02-15,12.703673362731934
2016-02-16,12.692696571350098
2016-02-17,13.406081199645996
2016-02-18,14.487125396728516
2016-02-19,14.22921085357666
2016-02-22,14.470662117004395
2016-02-23,14.558465003967285
2016-02-24,14.492612838745117
2016-02-25,14.794428825378418
2016-02-26,14.607853889465332
2016-02-29,14.734066009521484
2016-03-01,15.167581558227539
2016-03-02,14.717602729797363
2016-03-03,14.542001724243164
2016-03-04,14.706628799438477
2016-03-07,14.602362632751465
2016-03-08,14.33896255493164
2016-03-09,14.542001724243164
2016-03-10,14.201773643493652
2016-03-11,14.38286304473877
2016-03-14,14.481637954711914
2016-03-15,14.421274185180664
2016-03-16,14.580413818359375
2016-03-17,14.679190635681152
2016-03-18,14.865767478942871
2016-03-21,14.690164566040039
2016-03-22,14.810891151428223
2016-03-23,14.772478103637695
2016-03-24,14.734066009521484
2016-03-29,14.959053993225098
2016-03-30,15.271845817565918
2016-03-31,15.271845817565918
2016-04-01,15.189530372619629
2016-04-04,15.299283027648926
2016-04-05,15.162095069885254
2016-04-06,15.343184471130371
2016-04-07,14.898693084716797
2016-04-08,15.14014720916748
2016-04-11,15.101731300354004
2016-04-12,15.05234432220459
2016-04-13,15.304770469665527
2016-04-14,15.343184471130371
2016-04-15,15.156606674194336
2016-04-18,15.200510025024414
2016-04-19,15.370623588562012
2016-04-20,15.266358375549316
2016-04-21,15.233434677124023
2016-04-22,15.173069953918457
2016-04-25,15.260869979858398
2016-04-26,15.211481094360352
2016-04-27,15.623048782348633
2016-04-28,15.485859870910645
2016-04-29,15.310257911682129
2016-05-02,15.21696949005127
2016-05-03,15.227945327758789
2016-05-04,15.359646797180176
2016-05-06,15.36513614654541
2016-05-09,15.403546333312988
2016-05-10,15.392570495605469
2016-05-11,15.485859870910645
2016-05-12,16.00717544555664
2016-05-13,16.320823669433594
2016-05-16,16.270864486694336
2016-05-17,16.159839630126953
2016-05-18,16.243106842041016
2016-05-19,16.054359436035156
2016-05-20,16.237558364868164
2016-05-23,16.38188934326172
2016-05-24,16.520671844482422
2016-05-25,16.542879104614258
2016-05-26,16.72607421875
2016-05-27,16.776033401489258
2016-05-30,16.69831657409668
2016-05-31,17.053600311279297
2016-06-01,16.565082550048828
2016-06-02,16.5983943939209
2016-06-03,16.53177833557129
2016-06-07,16.687211990356445
2016-06-08,16.676111221313477
2016-06-09,16.58728790283203
2016-06-10,16.1431827545166
2016-06-13,15.932232856750488
2016-06-14,15.521439552307129
2016-06-15,15.721287727355957
2016-06-16,15.310490608215332
2016-06-17,15.643571853637695
2016-06-20,15.965539932250977
2016-06-21,15.832311630249023
2016-06-22,15.887825012207031
2016-06-23,16.154287338256836
2016-06-27,14.366768836975098
2016-06-28,15.166156768798828
2016-06-29,15.465923309326172
2016-06-30,15.499235153198242
2016-07-01,15.721287727355957
2016-07-04,15.45482349395752
2016-07-05,15.121744155883789
2016-07-06,14.866385459899902
2016-07-07,15.132845878601074
2016-07-08,15.277181625366211
2016-07-11,15.654669761657715
2016-07-12,15.621360778808594
2016-07-13,15.67687702178955
2016-07-14,15.576952934265137
2016-07-15,15.632466316223145
2016-07-18,15.721287727355957
2016-07-19,15.943338394165039
2016-07-20,16.065467834472656
2016-07-21,15.932232856750488
2016-07-22,15.943338394165039
2016-07-25,16.132081985473633
2016-07-26,16.187593460083008
2016-07-27,16.298622131347656
2016-07-28,16.320823669433594
2016-07-29,16.320823669433594
2016-08-01,16.33193016052246
2016-08-02,16.12097930908203
2016-08-03,16.054359436035156
2016-08-04,16.23200225830078
2016-08-05,16.3763370513916
2016-08-08,16.48736572265625
2016-08-09,16.687211990356445
2016-08-10,16.69831657409668
2016-08-11,16.764930725097656
2016-08-12,16.80933952331543
2016-08-15,16.875959396362305
2016-08-16,16.69831657409668
2016-08-17,16.46516227722168
2016-08-18,16.731624603271484
2016-08-19,17.286752700805664
2016-08-22,17.220138549804688
2016-08-23,17.220138549804688
2016-08-24,17.175729751586914
2016-08-25,16.986982345581055
2016-08-26,17.053600311279297
2016-08-29,17.109107971191406
2016-08-30,17.131315231323242
2016-08-31,17.02029037475586
2016-09-01,17.03139305114746
2016-09-02,17.20903205871582
2016-09-05,17.25344467163086
2016-09-06,17.18682861328125
2016-09-07,17.20903205871582
2016-09-08,17.00918960571289
2016-09-09,16.753828048706055
2016-09-12,16.731624603271484
2016-09-13,16.620595932006836
2016-09-14,16.753828048706055
2016-09-15,16.875959396362305
2016-09-16,16.95367431640625
2016-09-19,17.0869083404541
2016-09-20,16.975879669189453
2016-09-21,17.03139305114746
2016-09-22,17.25344467163086
2016-09-23,17.153522491455078
2016-09-26,16.95367431640625
2016-09-27,16.931468963623047
2016-09-28,17.09800910949707
2016-09-29,16.931468963623047
2016-09-30,16.95367431640625
2016-10-03,16.94257164001465
2016-10-04,17.27729034423828
2016-10-05,16.986230850219727
2016-10-06,16.799949645996094
2016-10-07,16.602031707763672
2016-10-10,16.3575439453125
2016-10-11,16.054841995239258
2016-10-12,15.647355079650879
2016-10-13,15.647355079650879
2016-10-14,15.821992874145508
2016-10-17,15.542576789855957
2016-10-18,15.647355079650879
