Date,MASISA.SN
2015-08-24,20.55733299255371
2015-08-25,20.13498878479004
2015-08-26,20.13498878479004
2015-08-27,20.13498878479004
2015-08-28,20.62608528137207
2015-08-31,20.675193786621094
2015-09-01,20.62608528137207
2015-09-02,20.193918228149414
2015-09-03,20.13498878479004
2015-09-04,20.13498878479004
2015-09-07,20.13498878479004
2015-09-08,20.056411743164062
2015-09-09,20.036766052246094
2015-09-10,20.036766052246094
2015-09-11,20.036766052246094
2015-09-14,20.036766052246094
2015-09-15,19.643888473510742
2015-09-16,19.643888473510742
2015-09-17,19.938547134399414
2015-09-21,19.938547134399414
2015-09-22,19.643888473510742
2015-09-23,19.545671463012695
2015-09-24,19.152795791625977
2015-09-25,18.66169548034668
2015-09-28,18.66169548034668
2015-09-29,18.66169548034668
2015-09-30,18.66169548034668
2015-10-01,18.66169548034668
2015-10-02,18.66169548034668
2015-10-05,18.66169548034668
2015-10-06,18.651874542236328
2015-10-07,18.66169548034668
2015-10-08,18.26881980895996
2015-10-09,18.17059898376465
2015-10-13,18.26881980895996
2015-10-14,18.17059898376465
2015-10-15,17.974159240722656
2015-10-16,17.974159240722656
2015-10-19,17.98398208618164
2015-10-20,17.98398208618164
2015-10-21,18.435792922973633
2015-10-22,18.435792922973633
2015-10-23,18.17059898376465
2015-10-26,18.219707489013672
2015-10-27,18.219707489013672
2015-10-28,18.11166763305664
2015-10-29,18.17059898376465
2015-10-30,18.11166763305664
2015-11-02,18.11166763305664
2015-11-03,18.11166763305664
2015-11-04,18.072378158569336
2015-11-05,17.581281661987305
2015-11-06,17.581281661987305
2015-11-09,17.679500579833984
2015-11-10,17.679500579833984
2015-11-11,17.18840217590332
2015-11-12,17.18840217590332
2015-11-13,17.18840217590332
2015-11-16,16.942855834960938
2015-11-17,16.942855834960938
2015-11-18,17.041074752807617
2015-11-19,17.041074752807617
2015-11-20,17.68932342529297
2015-11-23,17.974159240722656
2015-11-24,17.974159240722656
2015-11-25,17.974159240722656
2015-11-26,17.679500579833984
2015-11-27,17.679500579833984
2015-11-30,17.679500579833984
2015-12-01,17.424131393432617
2015-12-02,17.424131393432617
2015-12-03,17.18840217590332
2015-12-04,17.18840217590332
2015-12-07,17.797365188598633
2015-12-09,17.581281661987305
2015-12-10,17.483060836791992
2015-12-11,17.237512588500977
2015-12-14,17.041074752807617
2015-12-15,17.031253814697266
2015-12-16,17.041074752807617
2015-12-17,17.20804786682129
2015-12-18,16.962499618530273
2015-12-21,16.71695327758789
2015-12-22,16.991966247558594
2015-12-23,16.893747329711914
2015-12-24,16.893747329711914
2015-12-28,16.893747329711914
2015-12-29,16.991966247558594
2015-12-30,16.982145309448242
2015-12-31,16.982145309448242
2016-01-04,17.227691650390625
2016-01-05,17.168760299682617
2016-01-06,17.13929557800293
2016-01-07,17.041074752807617
2016-01-08,17.041074752807617
2016-01-11,17.031253814697266
2016-01-12,16.795528411865234
2016-01-13,16.795528411865234
2016-01-14,16.697307586669922
2016-01-15,16.30443000793457
2016-01-18,16.402650833129883
2016-01-19,16.402650833129883
2016-01-20,16.166921615600586
2016-01-21,16.157102584838867
2016-01-22,16.383005142211914
2016-01-25,16.284786224365234
2016-01-26,16.157102584838867
2016-01-27,16.157102584838867
2016-01-28,15.960660934448242
2016-01-29,15.980304718017578
2016-02-01,15.980304718017578
2016-02-02,16.206209182739258
2016-02-03,16.648197174072266
2016-02-04,16.4124698638916
2016-02-05,16.648197174072266
2016-02-08,16.648197174072266
2016-02-09,16.697307586669922
2016-02-10,16.697307586669922
2016-02-11,16.746416091918945
2016-02-12,16.746416091918945
2016-02-15,16.697307586669922
2016-02-16,16.933034896850586
2016-02-17,17.158937454223633
2016-02-18,17.384841918945312
2016-02-19,17.82682991027832
2016-02-22,18.367036819458008
2016-02-23,18.072378158569336
2016-02-24,17.679500579833984
2016-02-25,17.679500579833984
2016-02-26,17.424131393432617
2016-02-29,17.424131393432617
2016-03-01,17.669679641723633
2016-03-02,17.669679641723633
2016-03-03,17.679500579833984
2016-03-04,17.679500579833984
2016-03-07,17.905405044555664
2016-03-08,19.742107391357422
2016-03-09,19.152795791625977
2016-03-10,19.162616729736328
2016-03-11,20.085878372192383
2016-03-14,21.018962860107422
2016-03-15,21.1171817779541
2016-03-16,20.74394989013672
2016-03-17,21.608280181884766
2016-03-18,22.05026626586914
2016-03-21,22.49225425720215
2016-03-22,23.061927795410156
2016-03-23,23.081571578979492
