Date,SAPR11.SA
2017-12-26,12.234166145324707
2017-12-27,12.238333702087402
2017-12-28,12.47364616394043
2017-12-29,12.47364616394043
2018-01-02,12.6221284866333
2018-01-03,12.51300048828125
2018-01-04,12.412434577941895
2018-01-05,12.50658130645752
2018-01-08,12.431692123413086
2018-01-09,12.132132530212402
2018-01-10,12.074360847473145
2018-01-11,12.11501407623291
2018-01-12,11.971653938293457
2018-01-15,12.097896575927734
2018-01-16,11.950257301330566
2018-01-17,11.791919708251953
2018-01-18,11.824014663696289
2018-01-19,11.768383026123047
2018-01-22,11.725589752197266
2018-01-23,11.61860179901123
2018-01-24,12.258374214172363
2018-01-25,12.258374214172363
2018-01-26,12.51513957977295
2018-01-29,12.410294532775879
2018-01-30,12.303311347961426
2018-01-31,12.433828353881836
2018-02-01,12.48518180847168
2018-02-02,12.358940124511719
2018-02-05,12.290470123291016
2018-02-06,12.256232261657715
2018-02-07,12.256232261657715
2018-02-08,12.134273529052734
2018-02-09,11.960955619812012
2018-02-14,12.110734939575195
2018-02-15,12.129989624023438
2018-02-16,11.950257301330566
2018-02-19,11.873228073120117
2018-02-20,11.821874618530273
2018-02-21,11.768383026123047
2018-02-22,11.661394119262695
2018-02-23,11.67209529876709
2018-02-26,11.652838706970215
2018-02-27,11.43244743347168
2018-02-28,11.447426795959473
2018-03-01,11.404633522033691
2018-03-02,11.57153034210205
2018-03-05,11.554411888122559
2018-03-06,11.57580852508545
2018-03-07,11.554411888122559
2018-03-08,11.554411888122559
2018-03-09,11.843271255493164
2018-03-12,12.074360847473145
2018-03-13,12.243395805358887
2018-03-14,12.264791488647461
2018-03-15,12.279772758483887
2018-03-16,12.157808303833008
2018-03-19,11.982353210449219
2018-03-20,12.04226303100586
2018-03-21,12.078638076782227
2018-03-22,12.147107124328613
2018-03-23,12.303311347961426
2018-03-26,12.510860443115234
2018-03-27,12.47448444366455
2018-03-28,12.731249809265137
2018-03-29,12.838233947753906
2018-04-02,12.731249809265137
2018-04-03,12.827536582946777
2018-04-04,12.812559127807617
2018-04-05,12.80613899230957
2018-04-06,12.711993217468262
2018-04-09,12.624263763427734
2018-04-10,12.711993217468262
2018-04-11,12.60286808013916
2018-04-12,12.45522689819336
2018-04-13,12.36963939666748
2018-04-16,12.363219261169434
2018-04-17,12.468061447143555
2018-04-18,12.324706077575684
2018-04-19,12.346101760864258
2018-04-20,12.48518180847168
2018-04-23,12.596450805664062
2018-04-24,12.534398078918457
2018-04-25,12.504440307617188
2018-04-26,12.6670560836792
2018-04-27,12.741087913513184
2018-04-30,12.63826847076416
2018-05-02,12.424059867858887
2018-05-03,12.338377952575684
2018-05-04,12.488323211669922
2018-05-07,12.27625846862793
2018-05-08,12.20985221862793
2018-05-09,12.509740829467773
2018-05-10,12.529023170471191
2018-05-11,12.400495529174805
2018-05-14,11.984936714172363
2018-05-15,11.567228317260742
2018-05-16,11.755732536315918
2018-05-17,11.4215669631958
2018-05-18,11.353019714355469
2018-05-21,11.179512023925781
2018-05-22,11.417285919189453
2018-05-23,11.245918273925781
2018-05-24,11.27590560913086
2018-05-25,11.170943260192871
2018-05-28,10.774658203125
2018-05-29,10.60757827758789
2018-05-30,10.727533340454102
2018-06-01,10.956735610961914
2018-06-04,10.956735610961914
2018-06-05,10.485481262207031
2018-06-06,10.254134178161621
2018-06-07,9.924254417419434
2018-06-08,9.994942665100098
2018-06-11,9.975663185119629
2018-06-12,10.08919620513916
2018-06-13,10.281982421875
2018-06-14,10.196298599243164
2018-06-15,10.243424415588379
2018-06-18,10.209150314331055
2018-06-19,10.49618911743164
2018-06-20,10.506900787353516
2018-06-21,10.579730987548828
2018-06-22,10.564737319946289
2018-06-25,10.174878120422363
2018-06-26,9.885696411132812
2018-06-27,9.74646282196045
2018-06-28,9.917830467224121
2018-06-29,10.164165496826172
2018-07-02,10.132036209106445
2018-07-03,10.287426948547363
2018-07-04,10.464797019958496
2018-07-05,10.382762908935547
2018-07-06,10.544611930847168
2018-07-10,10.553482055664062
2018-07-11,10.440408706665039
2018-07-12,10.349506378173828
2018-07-13,10.307381629943848
2018-07-16,10.19430923461914
2018-07-17,10.320684432983398
2018-07-18,10.147748947143555
2018-07-19,10.041326522827148
2018-07-20,10.118926048278809
2018-07-23,10.094537734985352
2018-07-24,10.014721870422363
2018-07-25,10.107841491699219
2018-07-26,10.014721870422363
2018-07-27,9.996984481811523
2018-07-30,9.963728904724121
2018-07-31,9.870609283447266
2018-08-01,9.888346672058105
2018-08-02,9.894996643066406
2018-08-03,9.952642440795898
2018-08-06,9.994768142700195
2018-08-07,9.89721393585205
2018-08-08,10.04354476928711
2018-08-09,10.021373748779297
2018-08-10,9.910517692565918
2018-08-13,10.154398918151855
2018-08-14,10.384980201721191
2018-08-15,10.296298027038574
2018-08-16,10.274125099182129
2018-08-17,10.083452224731445
2018-08-20,9.999202728271484
2018-08-21,9.821833610534668
2018-08-22,9.901651382446289
2018-08-23,9.622291564941406
2018-08-24,9.753101348876953
2018-08-27,9.744232177734375
2018-08-28,9.733148574829102
2018-08-29,9.832918167114258
2018-08-30,9.602336883544922
2018-08-31,9.733148574829102
2018-09-03,9.533608436584473
2018-09-04,9.376192092895508
2018-09-05,9.600122451782227
2018-09-06,9.531391143798828
2018-09-10,9.67772102355957
2018-09-11,9.526955604553223
2018-09-12,9.533608436584473
2018-09-13,9.424968719482422
2018-09-14,9.345152854919434
2018-09-17,9.429403305053711
2018-09-18,9.46931266784668
2018-09-19,9.487049102783203
2018-09-20,9.356236457824707
2018-09-21,9.38506031036377
2018-09-24,9.349586486816406
2018-09-25,9.340718269348145
2018-09-26,9.23873233795166
2018-09-27,9.24981689453125
2018-09-28,9.187736511230469
2018-10-01,9.17221736907959
2018-10-02,9.311895370483398
2018-10-03,9.591253280639648
2018-10-04,9.56242847442627
