Date,SHW
2015-08-03,84.43876647949219
2015-08-04,84.2293701171875
2015-08-05,83.36434936523438
2015-08-06,82.46900177001953
2015-08-07,81.7466812133789
2015-08-10,83.00624084472656
2015-08-11,82.25653839111328
2015-08-12,83.11457061767578
2015-08-13,83.97869110107422
2015-08-14,85.0009765625
2015-08-17,86.61966705322266
2015-08-18,86.73526000976562
2015-08-19,85.77685546875
2015-08-20,81.82147979736328
2015-08-21,79.51823425292969
2015-08-24,77.37928771972656
2015-08-25,75.65412139892578
2015-08-26,77.7535171508789
2015-08-27,78.9157943725586
2015-08-28,78.53243255615234
2015-08-31,77.83263397216797
2015-09-01,75.61763000488281
2015-09-02,77.31843566894531
2015-09-03,77.85089874267578
2015-09-04,77.23933410644531
2015-09-08,79.60343170166016
2015-09-09,78.2799072265625
2015-09-10,77.78699493408203
2015-09-11,77.78699493408203
2015-09-14,76.658203125
2015-09-15,76.26876068115234
2015-09-16,76.25657653808594
2015-09-17,77.0293960571289
2015-09-18,75.04560089111328
2015-09-21,74.32147216796875
2015-09-22,72.18559265136719
2015-09-23,70.77684020996094
2015-09-24,69.31031036376953
2015-09-25,69.21600341796875
2015-09-28,67.10749816894531
2015-09-29,66.61459350585938
2015-09-30,67.7829360961914
2015-10-01,70.56387329101562
2015-10-02,72.1095199584961
2015-10-05,73.37828063964844
2015-10-06,72.01213073730469
2015-10-07,72.75453186035156
2015-10-08,74.30320739746094
2015-10-09,73.89247131347656
2015-10-12,74.16934204101562
2015-10-13,74.51316833496094
2015-10-14,73.78599548339844
2015-10-15,71.82959747314453
2015-10-16,73.98677062988281
2015-10-19,73.8955078125
2015-10-20,72.90060424804688
2015-10-21,72.52330017089844
2015-10-22,75.13079833984375
2015-10-23,74.77787017822266
2015-10-26,75.22515106201172
2015-10-27,73.60342407226562
2015-10-28,75.0791015625
2015-10-29,78.53243255615234
2015-10-30,81.18557739257812
2015-11-02,82.09835815429688
2015-11-03,82.14701080322266
2015-11-04,82.36305236816406
2015-11-05,81.57501983642578
2015-11-06,81.30728912353516
2015-11-09,81.10343170166016
2015-11-10,80.70076751708984
2015-11-11,81.17357635498047
2015-11-12,79.9443359375
2015-11-13,80.10906982421875
2015-11-16,81.41455841064453
2015-11-17,82.27473449707031
2015-11-18,83.15319061279297
2015-11-19,83.21726989746094
2015-11-20,83.66259002685547
2015-11-23,84.01642608642578
2015-11-24,84.28486633300781
2015-11-25,84.12014770507812
2015-11-27,84.4404067993164
2015-11-30,84.20858764648438
2015-12-01,84.6630859375
2015-12-02,83.33622741699219
2015-12-03,81.14002227783203
2015-12-04,83.09525299072266
2015-12-07,82.54008483886719
2015-12-08,82.6194076538086
2015-12-09,81.65857696533203
2015-12-10,81.30168914794922
2015-12-11,79.88024139404297
2015-12-14,80.32562255859375
2015-12-15,80.3408432006836
2015-12-16,82.2106704711914
2015-12-17,80.28289031982422
2015-12-18,78.15686798095703
2015-12-21,79.63931274414062
2015-12-22,79.87113189697266
2015-12-23,81.48774719238281
2015-12-24,80.8837890625
2015-12-28,80.59706115722656
2015-12-29,80.79840087890625
2015-12-30,80.05413818359375
2015-12-31,79.184814453125
2016-01-04,77.70543670654297
2016-01-05,78.01961517333984
2016-01-06,75.76242065429688
2016-01-07,73.68516540527344
2016-01-08,73.7461929321289
2016-01-11,73.80721282958984
2016-01-12,75.16454315185547
2016-01-13,73.56012725830078
2016-01-14,74.19458770751953
2016-01-15,73.84686279296875
2016-01-19,73.00801849365234
2016-01-20,74.84425354003906
2016-01-21,75.02729797363281
2016-01-22,76.25961303710938
2016-01-25,74.46907806396484
2016-01-26,76.07963562011719
2016-01-27,76.94286346435547
2016-01-28,76.15283203125
2016-01-29,77.98603820800781
2016-02-01,77.73593139648438
2016-02-02,75.93628692626953
2016-02-03,78.34904479980469
2016-02-04,79.38615417480469
2016-02-05,78.12333679199219
2016-02-08,75.22863006591797
2016-02-09,76.99776458740234
2016-02-10,77.08316802978516
2016-02-11,75.60990142822266
2016-02-12,78.28498840332031
2016-02-16,78.9834976196289
2016-02-17,79.04753112792969
2016-02-18,77.71458435058594
2016-02-19,77.9372329711914
2016-02-22,78.6357650756836
2016-02-23,77.69324493408203
2016-02-24,79.21834564208984
2016-02-25,81.23502349853516
2016-02-26,83.55154418945312
2016-02-29,82.7773666381836
2016-03-01,86.0394515991211
2016-03-02,83.75352478027344
2016-03-03,83.23329162597656
2016-03-04,84.70829010009766
2016-03-07,84.54608917236328
2016-03-08,84.51856231689453
2016-03-09,84.21868133544922
2016-03-10,85.56205749511719
2016-03-11,87.16252899169922
2016-03-14,86.81367492675781
2016-03-15,86.52296447753906
2016-03-16,87.8296890258789
2016-03-17,87.8541488647461
2016-03-18,88.34375762939453
2016-03-21,83.63113403320312
2016-03-22,86.2965087890625
2016-03-23,86.5994644165039
2016-03-24,86.09761810302734
2016-03-28,86.88714599609375
2016-03-29,87.39816284179688
2016-03-30,87.0401382446289
2016-03-31,87.11357879638672
2016-04-01,88.0254898071289
2016-04-04,87.86637115478516
2016-04-05,87.90003204345703
2016-04-06,88.98030090332031
2016-04-07,89.58009338378906
2016-04-08,90.88064575195312
2016-04-11,90.18598175048828
2016-04-12,91.08872985839844
2016-04-13,90.91127014160156
2016-04-14,90.12168884277344
2016-04-15,90.71228790283203
2016-04-18,90.81636047363281
2016-04-19,91.28459167480469
2016-04-20,91.8109130859375
2016-04-21,90.99998474121094
2016-04-22,91.5294189453125
2016-04-25,91.57528686523438
2016-04-26,91.8415298461914
2016-04-27,91.43144989013672
2016-04-28,88.62531280517578
2016-04-29,87.92145538330078
2016-05-02,88.5947036743164
2016-05-03,88.43863677978516
2016-05-04,88.43863677978516
2016-05-05,88.40190887451172
2016-05-06,88.89151763916016
2016-05-09,89.29547119140625
2016-05-10,90.58074951171875
2016-05-11,89.96871185302734
2016-05-12,90.63582611083984
2016-05-13,89.7146987915039
2016-05-16,91.09484100341797
2016-05-17,89.56476593017578
2016-05-18,89.37755584716797
2016-05-19,88.49060821533203
2016-05-20,88.8803939819336
2016-05-23,89.83480072021484
2016-05-24,89.58930206298828
2016-05-25,89.38369750976562
2016-05-26,88.51516723632812
2016-05-27,89.5494155883789
2016-05-31,89.33457946777344
2016-06-01,89.41133117675781
2016-06-02,89.62308502197266
2016-06-03,89.30699920654297
2016-06-06,90.06501770019531
2016-06-07,90.17549133300781
2016-06-08,90.62664031982422
2016-06-09,89.92999267578125
2016-06-10,89.62919616699219
2016-06-13,89.4450912475586
2016-06-14,89.65989685058594
2016-06-15,89.28243255615234
2016-06-16,89.16578674316406
2016-06-17,88.4814224243164
2016-06-20,88.86504364013672
2016-06-21,88.23285675048828
2016-06-22,88.97551727294922
2016-06-23,88.67169952392578
2016-06-24,87.08197784423828
2016-06-27,86.02931213378906
2016-06-28,89.01850128173828
2016-06-29,89.12590789794922
2016-06-30,90.12639617919922
2016-07-01,90.16627502441406
2016-07-05,90.43022918701172
2016-07-06,92.00460815429688
2016-07-07,92.71353912353516
2016-07-08,94.07000732421875
2016-07-11,94.27561950683594
2016-07-12,93.81221008300781
2016-07-13,94.18356323242188
2016-07-14,93.98714447021484
2016-07-15,93.87970733642578
2016-07-18,94.29405212402344
2016-07-19,94.83109283447266
2016-07-20,95.7824935913086
2016-07-21,89.19343566894531
2016-07-22,90.09877014160156
2016-07-25,90.59285736083984
2016-07-26,89.89008331298828
2016-07-27,89.70594024658203
2016-07-28,91.4214859008789
2016-07-29,91.98619079589844
2016-08-01,91.25881958007812
2016-08-02,92.5999755859375
2016-08-03,92.53243255615234
2016-08-04,92.07825469970703
2016-08-05,92.18565368652344
2016-08-08,91.32327270507812
2016-08-09,90.62357330322266
2016-08-10,90.98260498046875
2016-08-11,91.06855773925781
2016-08-12,90.78315734863281
2016-08-15,90.9427261352539
2016-08-16,89.46964263916016
2016-08-17,88.5339584350586
2016-08-18,88.82020568847656
2016-08-19,88.5709228515625
2016-08-22,88.60784149169922
2016-08-23,89.6050796508789
2016-08-24,88.27542877197266
2016-08-25,88.18309020996094
2016-08-26,87.97071075439453
