Date,CARR
2020-03-19,11.187674522399902
2020-03-20,11.886903762817383
2020-03-23,10.758811950683594
2020-03-24,10.907981872558594
2020-03-25,12.539517402648926
2020-03-26,14.404128074645996
2020-03-27,13.56505298614502
2020-03-30,14.823664665222168
2020-03-31,16.082279205322266
2020-04-01,14.031206130981445
2020-04-02,12.381027221679688
2020-04-03,15.774619102478027
2020-04-06,14.394804000854492
2020-04-07,14.217667579650879
2020-04-08,13.294685363769531
2020-04-09,13.779484748840332
2020-04-13,13.042961120605469
2020-04-14,12.931086540222168
2020-04-15,12.455607414245605
2020-04-16,12.017426490783691
2020-04-17,12.809885025024414
2020-04-20,13.471823692321777
2020-04-21,13.695577621459961
2020-04-22,13.788805961608887
2020-04-23,14.65584945678711
2020-04-24,15.149972915649414
2020-04-27,15.662742614746094
2020-04-28,15.84920597076416
2020-04-29,16.445873260498047
2020-04-30,16.511140823364258
2020-05-01,15.634771347045898
2020-05-04,15.289814949035645
2020-05-05,14.888927459716797
2020-05-06,15.18726634979248
2020-05-07,15.299141883850098
2020-05-08,17.11713981628418
2020-05-11,17.107816696166992
2020-05-12,16.595046997070312
2020-05-13,15.327112197875977
2020-05-14,15.429665565490723
2020-05-15,15.57883071899414
2020-05-18,16.361970901489258
2020-05-19,16.567079544067383
2020-05-20,17.462093353271484
2020-05-21,18.13335609436035
2020-05-22,17.76042938232422
2020-05-26,18.18929100036621
2020-05-27,18.636796951293945
2020-05-28,18.2731990814209
2020-05-29,19.08430290222168
2020-06-01,20.34291648864746
2020-06-02,19.9140567779541
2020-06-03,20.715839385986328
2020-06-04,21.144699096679688
2020-06-05,21.96512794494629
2020-06-08,22.72030258178711
2020-06-09,21.638824462890625
2020-06-10,20.69719123840332
2020-06-11,19.63436508178711
2020-06-12,20.081872940063477
2020-06-15,20.482765197753906
2020-06-16,20.575992584228516
2020-06-17,19.820825576782227
2020-06-18,19.811500549316406
2020-06-19,19.997968673706055
2020-06-22,21.200639724731445
2020-06-23,20.874330520629883
2020-06-24,20.34291648864746
2020-06-25,20.137056350708008
2020-06-26,19.622400283813477
2020-06-29,20.69850730895996
2020-06-30,20.792070388793945
2020-07-01,21.157007217407227
2020-07-02,21.43773078918457
2020-07-06,22.65418815612793
2020-07-07,22.467042922973633
2020-07-08,22.448328018188477
2020-07-09,22.373464584350586
2020-07-10,23.29048728942871
2020-07-13,22.719684600830078
2020-07-14,23.533781051635742
2020-07-15,24.750240325927734
2020-07-16,24.89995765686035
2020-07-17,24.77831268310547
2020-07-20,24.712812423706055
2020-07-21,24.86252784729004
2020-07-22,24.890596389770508
2020-07-23,25.5924015045166
2020-07-24,24.871885299682617
2020-07-27,24.56308937072754
2020-07-28,24.3946590423584
2020-07-29,25.433326721191406
2020-07-30,25.17131996154785
2020-07-31,25.489469528198242
2020-08-03,25.84505271911621
2020-08-04,25.985408782958984
2020-08-05,26.30356216430664
2020-08-06,26.453277587890625
2020-08-07,27.108293533325195
2020-08-10,27.566802978515625
2020-08-11,27.594881057739258
2020-08-12,27.875600814819336
2020-08-13,27.641666412353516
2020-08-14,27.622949600219727
2020-08-17,27.922388076782227
2020-08-18,27.566802978515625
2020-08-19,27.37030029296875
2020-08-20,27.14572525024414
2020-08-21,27.622949600219727
2020-08-24,28.427682876586914
2020-08-25,28.511899948120117
2020-08-26,29.03590965270996
2020-08-27,28.3341121673584
2020-08-28,28.352825164794922
2020-08-31,27.931745529174805
2020-09-01,28.352825164794922
2020-09-02,28.801982879638672
2020-09-03,27.445158004760742
2020-09-04,28.07210350036621
2020-09-08,27.66973876953125
2020-09-09,28.19374656677246
2020-09-10,27.26737403869629
2020-09-11,27.360944747924805
2020-09-14,27.276723861694336
2020-09-15,27.782028198242188
2020-09-16,28.306041717529297
2020-09-17,28.689693450927734
2020-09-18,28.811330795288086
2020-09-21,27.61359214782715
2020-09-22,28.31539535522461
2020-09-23,27.23929786682129
2020-09-24,27.959810256958008
2020-09-25,28.530620574951172
2020-09-28,28.764551162719727
2020-09-29,28.539974212646484
2020-09-30,28.577402114868164
2020-10-01,28.792625427246094
2020-10-02,29.223058700561523
2020-10-05,30.0184383392334
2020-10-06,29.485065460205078
2020-10-07,30.055862426757812
2020-10-08,29.896793365478516
2020-10-09,30.158796310424805
2020-10-12,30.879314422607422
2020-10-13,30.402088165283203
2020-10-14,30.420801162719727
2020-10-15,30.505020141601562
2020-10-16,30.654735565185547
2020-10-19,30.243009567260742
2020-10-20,31.09453582763672
2020-10-21,31.206819534301758
2020-10-22,31.712125778198242
2020-10-23,32.68528747558594
2020-10-26,31.54368019104004
2020-10-27,31.440759658813477
2020-10-28,31.160036087036133
2020-10-29,31.95732307434082
2020-10-30,31.319490432739258
2020-11-02,32.923458099365234
2020-11-03,34.65874099731445
2020-11-04,34.49928665161133
2020-11-05,35.83123016357422
2020-11-06,36.53471755981445
2020-11-09,36.394012451171875
2020-11-10,35.46541213989258
2020-11-11,35.69990539550781
2020-11-12,35.606109619140625
2020-11-13,35.91564178466797
2020-11-16,37.98860168457031
2020-11-17,37.85728454589844
2020-11-18,36.947425842285156
2020-11-19,36.703548431396484
2020-11-20,36.150146484375
2020-11-23,36.36589431762695
2020-11-24,36.928672790527344
2020-11-25,36.2158088684082
2020-11-27,35.46541213989258
2020-11-30,35.70927810668945
2020-12-01,35.268428802490234
2020-12-02,34.54617691040039
2020-12-03,34.414859771728516
2020-12-04,35.362239837646484
2020-12-07,34.555564880371094
2020-12-08,34.98704147338867
2020-12-09,35.49354553222656
2020-12-10,35.212158203125
2020-12-11,34.855712890625
2020-12-14,34.349205017089844
2020-12-15,35.33408737182617
2020-12-16,35.64362716674805
2020-12-17,36.300228118896484
2020-12-18,36.3846435546875
2020-12-21,36.131385803222656
2020-12-22,35.78323745727539
2020-12-23,35.90555953979492
2020-12-24,35.651519775390625
2020-12-28,35.5291862487793
2020-12-29,34.97404861450195
2020-12-30,35.50096130371094
2020-12-31,35.49155807495117
2021-01-04,34.84231185913086
2021-01-05,35.69855499267578
2021-01-06,37.68390655517578
2021-01-07,38.66245651245117
2021-01-08,38.28609085083008
2021-01-11,39.114112854003906
2021-01-12,39.27406692504883
2021-01-13,38.93532180786133
2021-01-14,38.38959503173828
2021-01-15,37.99440002441406
2021-01-19,37.98500061035156
2021-01-20,37.674495697021484
2021-01-21,37.3922119140625
2021-01-22,37.17580795288086
2021-01-25,36.59242248535156
2021-01-26,35.11519241333008
2021-01-27,34.0895881652832
2021-01-28,35.94320297241211
2021-01-29,36.225486755371094
2021-02-01,36.37602233886719
2021-02-02,36.20665740966797
2021-02-03,35.896148681640625
2021-02-04,36.065521240234375
2021-02-05,36.837074279785156
2021-02-08,37.35457992553711
2021-02-09,35.04932403564453
2021-02-10,34.992855072021484
2021-02-11,35.00229263305664
2021-02-12,35.077552795410156
2021-02-16,35.19987487792969
2021-02-17,35.039913177490234
2021-02-18,34.484771728515625
2021-02-19,35.41627883911133
2021-02-22,35.096370697021484
2021-02-23,34.90817642211914
2021-02-24,35.237510681152344
2021-02-25,34.00490188598633
2021-02-26,34.371856689453125
2021-03-01,35.00229263305664
2021-03-02,34.94581604003906
2021-03-03,34.927001953125
2021-03-04,33.4215202331543
2021-03-05,34.757625579833984
2021-03-08,34.87055587768555
2021-03-09,34.927001953125
2021-03-10,36.48893356323242
2021-03-11,36.912353515625
2021-03-12,37.25107192993164
2021-03-15,37.2604866027832
2021-03-16,36.29134750366211
2021-03-17,37.02526092529297
2021-03-18,38.577781677246094
2021-03-19,38.49309539794922
2021-03-22,38.96355438232422
2021-03-23,37.90972137451172
2021-03-24,37.768585205078125
2021-03-25,37.96617889404297
2021-03-26,38.66245651245117
2021-03-29,39.8386116027832
2021-03-30,39.85742950439453
2021-03-31,39.7257080078125
2021-04-01,39.53752136230469
2021-04-05,40.06443786621094
2021-04-06,40.28084945678711
2021-04-07,40.167930603027344
2021-04-08,40.01738739013672
2021-04-09,40.224388122558594
2021-04-12,40.08324432373047
2021-04-13,40.61017608642578
2021-04-14,40.581939697265625
2021-04-15,41.014766693115234
2021-04-16,41.28763961791992
2021-04-19,41.27822494506836
2021-04-20,40.007991790771484
2021-04-21,40.516075134277344
2021-04-22,40.544307708740234
2021-04-23,41.84278106689453
2021-04-26,41.49463653564453
2021-04-27,42.30382537841797
2021-04-28,41.861595153808594
2021-04-29,41.54168701171875
2021-04-30,41.11711120605469
2021-05-03,41.00389099121094
2021-05-04,40.69254684448242
2021-05-05,40.824642181396484
2021-05-06,41.66433334350586
2021-05-07,42.305912017822266
2021-05-10,42.84368133544922
2021-05-11,41.98512268066406
2021-05-12,40.032108306884766
2021-05-13,40.80575942993164
2021-05-14,41.1737174987793
2021-05-17,41.67377471923828
2021-05-18,41.19259262084961
2021-05-19,40.985015869140625
2021-05-20,41.40959167480469
2021-05-21,41.40016174316406
2021-05-24,41.87190246582031
2021-05-25,42.192691802978516
2021-05-26,42.192691802978516
2021-05-27,42.74934768676758
2021-05-28,43.33430480957031
2021-06-01,44.20231246948242
2021-06-02,43.44752883911133
2021-06-03,43.14561080932617
2021-06-04,43.29656219482422
2021-06-07,43.45695114135742
2021-06-08,43.7400016784668
2021-06-09,43.57961654663086
2021-06-10,43.268253326416016
2021-06-11,43.494693756103516
2021-06-14,43.59847640991211
2021-06-15,43.900394439697266
2021-06-16,44.25891876220703
2021-06-17,43.52299880981445
2021-06-18,42.504032135009766
2021-06-21,43.872100830078125
2021-06-22,43.50413131713867
2021-06-23,43.60818099975586
2021-06-24,43.72169494628906
2021-06-25,44.51629638671875
2021-06-28,45.2919807434082
2021-06-29,46.07710647583008
2021-06-30,45.97305679321289
2021-07-01,46.114952087402344
2021-07-02,45.897377014160156
2021-07-06,45.56629943847656
2021-07-07,46.19062423706055
2021-07-08,45.452781677246094
2021-07-09,45.66089630126953
2021-07-12,46.550079345703125
2021-07-13,46.569000244140625
2021-07-14,46.3514289855957
2021-07-15,46.881168365478516
