Date,RELAPAC1.LM
2015-08-24,0.125
2015-08-25,0.13500000536441803
2015-08-26,0.15000000596046448
2015-08-27,0.1599999964237213
2015-08-28,0.1599999964237213
2015-08-31,0.1770000010728836
2015-09-01,0.1720000058412552
2015-09-02,0.17000000178813934
2015-09-03,0.17100000381469727
2015-09-04,0.17100000381469727
2015-09-08,0.16200000047683716
2015-09-09,0.1589999943971634
2015-09-10,0.15000000596046448
2015-09-11,0.15000000596046448
2015-09-14,0.15000000596046448
2015-09-15,0.14499999582767487
2015-09-16,0.14399999380111694
2015-09-17,0.13600000739097595
2015-09-18,0.13600000739097595
2015-09-21,0.13600000739097595
2015-09-22,0.13099999725818634
2015-09-23,0.1379999965429306
2015-09-24,0.1379999965429306
2015-09-25,0.14000000059604645
2015-09-28,0.14000000059604645
2015-09-29,0.14000000059604645
2015-09-30,0.14000000059604645
2015-10-01,0.14000000059604645
2015-10-02,0.14000000059604645
2015-10-05,0.14000000059604645
2015-10-06,0.14000000059604645
2015-10-07,0.14000000059604645
2015-10-08,0.14000000059604645
2015-10-09,0.14000000059604645
2015-10-12,0.14000000059604645
2015-10-13,0.13500000536441803
2015-10-14,0.13500000536441803
2015-10-15,0.14000000059604645
2015-10-16,0.13199999928474426
2015-10-19,0.1340000033378601
2015-10-20,0.1340000033378601
2015-10-21,0.1340000033378601
2015-10-22,0.1340000033378601
2015-10-23,0.1340000033378601
2015-10-26,0.14100000262260437
2015-10-27,0.14100000262260437
2015-10-28,0.13199999928474426
2015-10-29,0.13600000739097595
2015-10-30,0.12999999523162842
2015-11-02,0.1379999965429306
2015-11-03,0.1379999965429306
2015-11-04,0.14000000059604645
2015-11-05,0.14000000059604645
2015-11-06,0.14000000059604645
2015-11-09,0.13600000739097595
2015-11-10,0.13600000739097595
2015-11-11,0.13600000739097595
2015-11-12,0.13600000739097595
2015-11-13,0.13500000536441803
2015-11-16,0.13500000536441803
2015-11-17,0.13500000536441803
2015-11-18,0.13500000536441803
2015-11-19,0.13500000536441803
2015-11-20,0.13500000536441803
2015-11-23,0.13500000536441803
2015-11-24,0.13500000536441803
2015-11-25,0.13500000536441803
2015-11-27,0.13500000536441803
2015-11-30,0.12999999523162842
2015-12-01,0.12999999523162842
2015-12-02,0.12999999523162842
2015-12-03,0.1289999932050705
2015-12-04,0.125
2015-12-07,0.11999999731779099
2015-12-08,0.11999999731779099
2015-12-09,0.11999999731779099
2015-12-10,0.11999999731779099
2015-12-11,0.11999999731779099
2015-12-14,0.11999999731779099
2015-12-15,0.11999999731779099
2015-12-16,0.11900000274181366
2015-12-17,0.11999999731779099
2015-12-18,0.11999999731779099
2015-12-21,0.11599999666213989
2015-12-22,0.11599999666213989
2015-12-23,0.11599999666213989
2015-12-24,0.11999999731779099
2015-12-28,0.11599999666213989
2015-12-29,0.11599999666213989
2015-12-30,0.11500000208616257
2015-12-31,0.11500000208616257
2016-01-04,0.11500000208616257
2016-01-05,0.11500000208616257
2016-01-06,0.11500000208616257
2016-01-07,0.10499999672174454
2016-01-08,0.10300000011920929
2016-01-11,0.10499999672174454
2016-01-12,0.10499999672174454
2016-01-13,0.10499999672174454
2016-01-14,0.10499999672174454
2016-01-15,0.10499999672174454
2016-01-19,0.10499999672174454
2016-01-20,0.10000000149011612
2016-01-21,0.0949999988079071
2016-01-22,0.10000000149011612
2016-01-25,0.10000000149011612
2016-01-26,0.10000000149011612
2016-01-27,0.10000000149011612
2016-01-28,0.10000000149011612
2016-01-29,0.10199999809265137
2016-02-01,0.10599999874830246
2016-02-02,0.10599999874830246
2016-02-03,0.10599999874830246
2016-02-04,0.12700000405311584
2016-02-05,0.13500000536441803
2016-02-08,0.11900000274181366
2016-02-09,0.11900000274181366
2016-02-10,0.11999999731779099
2016-02-11,0.11999999731779099
2016-02-12,0.11699999868869781
2016-02-16,0.12800000607967377
2016-02-17,0.12999999523162842
2016-02-18,0.13600000739097595
2016-02-19,0.14000000059604645
2016-02-22,0.1379999965429306
2016-02-23,0.1379999965429306
2016-02-24,0.1379999965429306
2016-02-25,0.12999999523162842
2016-02-26,0.13199999928474426
2016-02-29,0.14000000059604645
2016-03-01,0.14000000059604645
2016-03-02,0.13600000739097595
2016-03-03,0.12999999523162842
2016-03-04,0.13500000536441803
2016-03-07,0.1599999964237213
2016-03-08,0.1599999964237213
2016-03-09,0.17000000178813934
2016-03-10,0.1850000023841858
2016-03-11,0.20000000298023224
2016-03-14,0.2150000035762787
2016-03-15,0.2150000035762787
2016-03-16,0.20000000298023224
2016-03-17,0.20499999821186066
2016-03-18,0.23800000548362732
2016-03-21,0.2370000034570694
2016-03-22,0.2370000034570694
2016-03-23,0.23800000548362732
2016-03-24,0.21799999475479126
2016-03-28,0.22200000286102295
2016-03-29,0.22200000286102295
2016-03-30,0.22499999403953552
2016-03-31,0.23999999463558197
2016-04-01,0.257999986410141
2016-04-04,0.2290000021457672
2016-04-05,0.2290000021457672
2016-04-06,0.22200000286102295
2016-04-07,0.20399999618530273
2016-04-08,0.18799999356269836
2016-04-11,0.23999999463558197
2016-04-12,0.23999999463558197
2016-04-13,0.24400000274181366
2016-04-14,0.2329999953508377
2016-04-15,0.23899999260902405
2016-04-18,0.2590000033378601
2016-04-19,0.2590000033378601
2016-04-20,0.2680000066757202
2016-04-21,0.25999999046325684
2016-04-22,0.25999999046325684
2016-04-25,0.25999999046325684
2016-04-26,0.25999999046325684
2016-04-27,0.27000001072883606
2016-04-28,0.2619999945163727
2016-04-29,0.2460000067949295
2016-05-02,0.25
2016-05-03,0.25
2016-05-04,0.24500000476837158
2016-05-05,0.22499999403953552
2016-05-06,0.22499999403953552
2016-05-09,0.20499999821186066
2016-05-10,0.20499999821186066
2016-05-11,0.23600000143051147
2016-05-12,0.2460000067949295
2016-05-13,0.257999986410141
2016-05-16,0.257999986410141
2016-05-17,0.257999986410141
2016-05-18,0.24500000476837158
2016-05-19,0.24500000476837158
2016-05-20,0.24799999594688416
2016-05-23,0.24799999594688416
2016-05-24,0.23999999463558197
2016-05-25,0.24199999868869781
2016-05-26,0.24199999868869781
2016-05-27,0.24199999868869781
2016-05-31,0.24500000476837158
2016-06-01,0.25200000405311584
2016-06-02,0.25099998712539673
2016-06-03,0.25699999928474426
2016-06-06,0.2590000033378601
2016-06-07,0.2590000033378601
2016-06-08,0.25200000405311584
2016-06-09,0.2549999952316284
2016-06-10,0.25
2016-06-13,0.25
2016-06-14,0.23999999463558197
2016-06-15,0.2409999966621399
2016-06-16,0.2329999953508377
2016-06-17,0.23199999332427979
2016-06-20,0.22499999403953552
2016-06-21,0.23000000417232513
2016-06-22,0.23000000417232513
2016-06-23,0.24500000476837158
2016-06-24,0.23100000619888306
2016-06-27,0.2280000001192093
2016-06-28,0.23000000417232513
2016-06-29,0.23000000417232513
2016-06-30,0.23600000143051147
2016-07-01,0.24500000476837158
2016-07-05,0.23999999463558197
2016-07-06,0.23600000143051147
2016-07-07,0.23800000548362732
